year,pgisced97,regtyp,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,Rural regions,Seldom,0.19340,156,757,0.16525,0.22156
1995,Lower Secondary Level,Rural regions,Never,0.64837,485,757,0.61433,0.68240
1995,Upper Secondary Level,Urban regions,At least once per week,0.10930,447,4206,0.09987,0.11873
1995,Upper Secondary Level,Urban regions,At least once per month,0.08404,355,4206,0.07565,0.09242
1995,Upper Secondary Level,Urban regions,Seldom,0.29391,1227,4206,0.28014,0.30768
1995,Upper Secondary Level,Urban regions,Never,0.50301,2177,4206,0.48789,0.51812
1995,Upper Secondary Level,Rural regions,At least once per week,0.08960,188,2473,0.07834,0.10086
1995,Upper Secondary Level,Rural regions,At least once per month,0.07571,168,2473,0.06529,0.08614
1995,Upper Secondary Level,Rural regions,Seldom,0.32727,825,2473,0.30877,0.34577
1995,Upper Secondary Level,Rural regions,Never,0.49931,1292,2473,0.47959,0.51902
1995,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.23013,62,324,0.18422,0.27603
1995,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.29549,122,324,0.24573,0.34524
1995,Post-secondary Non-tertiary Level,Urban regions,Never,0.37048,140,324,0.31781,0.42314
1995,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.36976,41,94,0.27164,0.46787
1995,Post-secondary Non-tertiary Level,Rural regions,Never,0.43110,53,94,0.33045,0.53176
1995,First Stage of Tertiary Education,Urban regions,At least once per week,0.14895,66,455,0.11620,0.18171
1995,First Stage of Tertiary Education,Urban regions,At least once per month,0.12895,57,455,0.09812,0.15978
1995,First Stage of Tertiary Education,Urban regions,Seldom,0.32139,155,455,0.27843,0.36435
1995,First Stage of Tertiary Education,Urban regions,Never,0.40053,177,455,0.35545,0.44560
1995,First Stage of Tertiary Education,Rural regions,Seldom,0.36940,114,245,0.30884,0.42996
1995,First Stage of Tertiary Education,Rural regions,Never,0.42378,131,245,0.36178,0.48579
1995,Second Stage of Tertiary Education,Urban regions,At least once per week,0.20997,209,1102,0.18591,0.23403
1995,Second Stage of Tertiary Education,Urban regions,At least once per month,0.16697,173,1102,0.14494,0.18900
1995,Second Stage of Tertiary Education,Urban regions,Seldom,0.32586,386,1102,0.29818,0.35355
1995,Second Stage of Tertiary Education,Urban regions,Never,0.29116,334,1102,0.26432,0.31799
1995,Second Stage of Tertiary Education,Rural regions,At least once per week,0.15244,86,647,0.12472,0.18016
1995,Second Stage of Tertiary Education,Rural regions,At least once per month,0.11061,64,647,0.08643,0.13480
1995,Second Stage of Tertiary Education,Rural regions,Seldom,0.36498,264,647,0.32785,0.40210
1995,Second Stage of Tertiary Education,Rural regions,Never,0.37197,233,647,0.33469,0.40924
1998,Pre-primary Level,Urban regions,At least once per week,0.34084,63,191,0.27344,0.40824
1998,Pre-primary Level,Urban regions,Seldom,0.26718,56,191,0.20426,0.33010
1998,Pre-primary Level,Urban regions,Never,0.27239,72,191,0.20909,0.33570
1998,Pre-primary Level,Rural regions,Seldom,0.27162,32,71,0.16742,0.37582
1998,Pre-primary Level,Rural regions,Never,0.35735,39,71,0.24508,0.46961
1998,Primary Level,Urban regions,Never,0.87168,333,333,0.83571,0.90766
1998,Primary Level,Rural regions,Never,0.78926,63,63,0.68774,0.89077
1998,Lower Secondary Level,Urban regions,At least once per week,0.08150,127,1740,0.06864,0.09436
1998,Lower Secondary Level,Urban regions,At least once per month,0.05773,95,1740,0.04677,0.06869
1998,Lower Secondary Level,Urban regions,Seldom,0.16023,287,1740,0.14299,0.17747
1998,Lower Secondary Level,Urban regions,Never,0.68774,1231,1740,0.66596,0.70952
1998,Lower Secondary Level,Rural regions,At least once per week,0.08358,61,769,0.06400,0.10315
1998,Lower Secondary Level,Rural regions,At least once per month,0.04826,47,769,0.03310,0.06341
1998,Lower Secondary Level,Rural regions,Seldom,0.18505,148,769,0.15758,0.21251
1998,Lower Secondary Level,Rural regions,Never,0.65917,513,769,0.62565,0.69270
1998,Upper Secondary Level,Urban regions,At least once per week,0.09989,422,4339,0.09097,0.10881
1998,Upper Secondary Level,Urban regions,At least once per month,0.07559,330,4339,0.06772,0.08346
1998,Upper Secondary Level,Urban regions,Seldom,0.28290,1191,4339,0.26950,0.29631
1998,Upper Secondary Level,Urban regions,Never,0.52609,2396,4339,0.51123,0.54095
1998,Upper Secondary Level,Rural regions,At least once per week,0.07705,184,2633,0.06686,0.08723
1998,Upper Secondary Level,Rural regions,At least once per month,0.07911,197,2633,0.06879,0.08942
1998,Upper Secondary Level,Rural regions,Seldom,0.28363,781,2633,0.26641,0.30085
1998,Upper Secondary Level,Rural regions,Never,0.55641,1471,2633,0.53743,0.57539
1998,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.14768,49,381,0.11201,0.18335
1998,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.11015,41,381,0.07867,0.14163
1998,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.32782,123,381,0.28062,0.37502
1998,Post-secondary Non-tertiary Level,Urban regions,Never,0.40693,168,381,0.35754,0.45633
1998,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.28490,44,87,0.18951,0.38030
1998,Post-secondary Non-tertiary Level,Rural regions,Never,0.39845,43,87,0.29498,0.50193
1998,First Stage of Tertiary Education,Urban regions,At least once per week,0.12770,63,509,0.09867,0.15672
1998,First Stage of Tertiary Education,Urban regions,At least once per month,0.11392,56,509,0.08629,0.14155
1998,First Stage of Tertiary Education,Urban regions,Seldom,0.31028,161,509,0.27005,0.35051
1998,First Stage of Tertiary Education,Urban regions,Never,0.43616,229,509,0.39304,0.47929
1998,First Stage of Tertiary Education,Rural regions,Seldom,0.40504,123,263,0.34560,0.46449
1998,First Stage of Tertiary Education,Rural regions,Never,0.44989,140,263,0.38965,0.51013
1998,Second Stage of Tertiary Education,Urban regions,At least once per week,0.18717,210,1238,0.16544,0.20891
1998,Second Stage of Tertiary Education,Urban regions,At least once per month,0.14539,178,1238,0.12575,0.16503
1998,Second Stage of Tertiary Education,Urban regions,Seldom,0.32003,419,1238,0.29403,0.34602
1998,Second Stage of Tertiary Education,Urban regions,Never,0.34113,431,1238,0.31471,0.36755
1998,Second Stage of Tertiary Education,Rural regions,At least once per week,0.17266,103,717,0.14498,0.20035
1998,Second Stage of Tertiary Education,Rural regions,At least once per month,0.11340,81,717,0.09017,0.13663
1998,Second Stage of Tertiary Education,Rural regions,Seldom,0.33553,264,717,0.30094,0.37011
1998,Second Stage of Tertiary Education,Rural regions,Never,0.36727,269,717,0.33196,0.40258
2001,Pre-primary Level,Urban regions,At least once per week,0.22708,89,318,0.18096,0.27320
2001,Pre-primary Level,Urban regions,Seldom,0.22196,70,318,0.17621,0.26771
2001,Pre-primary Level,Urban regions,Never,0.45912,159,318,0.40426,0.51398
2001,Pre-primary Level,Rural regions,At least once per week,0.24912,48,168,0.18352,0.31471
2001,Pre-primary Level,Rural regions,Seldom,0.20501,47,168,0.14378,0.26625
2001,Pre-primary Level,Rural regions,Never,0.42291,73,168,0.34798,0.49784
2001,Primary Level,Urban regions,Never,0.90660,223,223,0.86832,0.94488
2001,Primary Level,Rural regions,Never,0.93726,62,62,0.87640,0.99811
2001,Lower Secondary Level,Urban regions,At least once per week,0.05778,124,2065,0.04771,0.06784
2001,Lower Secondary Level,Urban regions,At least once per month,0.03892,82,2065,0.03057,0.04726
2001,Lower Secondary Level,Urban regions,Seldom,0.14412,316,2065,0.12897,0.15927
2001,Lower Secondary Level,Urban regions,Never,0.74189,1543,2065,0.72301,0.76077
2001,Lower Secondary Level,Rural regions,At least once per week,0.07062,76,947,0.05429,0.08695
2001,Lower Secondary Level,Rural regions,Seldom,0.13269,151,947,0.11107,0.15431
2001,Lower Secondary Level,Rural regions,Never,0.74382,720,947,0.71600,0.77164
2001,Upper Secondary Level,Urban regions,At least once per week,0.07500,546,7155,0.06889,0.08110
2001,Upper Secondary Level,Urban regions,At least once per month,0.05404,377,7155,0.04880,0.05928
2001,Upper Secondary Level,Urban regions,Seldom,0.22359,1662,7155,0.21394,0.23325
2001,Upper Secondary Level,Urban regions,Never,0.63457,4570,7155,0.62341,0.64572
2001,Upper Secondary Level,Rural regions,At least once per week,0.05448,245,4305,0.04770,0.06126
2001,Upper Secondary Level,Rural regions,At least once per month,0.04540,201,4305,0.03918,0.05162
2001,Upper Secondary Level,Rural regions,Seldom,0.19798,885,4305,0.18607,0.20988
2001,Upper Secondary Level,Rural regions,Never,0.68857,2974,4305,0.67473,0.70240
2001,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.10612,82,819,0.08501,0.12722
2001,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.07461,58,819,0.05660,0.09262
2001,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.28183,231,819,0.25100,0.31266
2001,Post-secondary Non-tertiary Level,Urban regions,Never,0.52298,448,819,0.48875,0.55721
2001,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.28104,65,181,0.21537,0.34671
2001,Post-secondary Non-tertiary Level,Rural regions,Never,0.46169,116,181,0.38886,0.53452
2001,First Stage of Tertiary Education,Urban regions,At least once per week,0.08291,102,1053,0.06624,0.09957
2001,First Stage of Tertiary Education,Urban regions,At least once per month,0.08293,85,1053,0.06626,0.09959
2001,First Stage of Tertiary Education,Urban regions,Seldom,0.25343,285,1053,0.22715,0.27972
2001,First Stage of Tertiary Education,Urban regions,Never,0.55599,581,1053,0.52597,0.58602
2001,First Stage of Tertiary Education,Rural regions,At least once per week,0.06958,36,601,0.04922,0.08994
2001,First Stage of Tertiary Education,Rural regions,At least once per month,0.06733,34,601,0.04728,0.08738
2001,First Stage of Tertiary Education,Rural regions,Seldom,0.21832,143,601,0.18526,0.25138
2001,First Stage of Tertiary Education,Rural regions,Never,0.63392,388,601,0.59537,0.67247
2001,Second Stage of Tertiary Education,Urban regions,At least once per week,0.15086,361,2416,0.13658,0.16513
2001,Second Stage of Tertiary Education,Urban regions,At least once per month,0.10426,249,2416,0.09207,0.11645
2001,Second Stage of Tertiary Education,Urban regions,Seldom,0.30089,748,2416,0.28260,0.31919
2001,Second Stage of Tertiary Education,Urban regions,Never,0.42888,1058,2416,0.40914,0.44861
2001,Second Stage of Tertiary Education,Rural regions,At least once per week,0.12196,121,1096,0.10258,0.14135
2001,Second Stage of Tertiary Education,Rural regions,At least once per month,0.09093,91,1096,0.07390,0.10796
2001,Second Stage of Tertiary Education,Rural regions,Seldom,0.27355,322,1096,0.24714,0.29995
2001,Second Stage of Tertiary Education,Rural regions,Never,0.50110,562,1096,0.47148,0.53072
2003,Pre-primary Level,Urban regions,At least once per week,0.32541,161,419,0.28050,0.37033
2003,Pre-primary Level,Urban regions,At least once per month,0.13815,51,419,0.10507,0.17123
2003,Pre-primary Level,Urban regions,Seldom,0.18831,77,419,0.15083,0.22579
2003,Pre-primary Level,Urban regions,Never,0.33474,130,419,0.28951,0.37998
2003,Pre-primary Level,Rural regions,At least once per week,0.37550,76,168,0.30205,0.44894
2003,Pre-primary Level,Rural regions,Seldom,0.17578,35,168,0.11805,0.23352
2003,Pre-primary Level,Rural regions,Never,0.28337,57,168,0.21503,0.35172
2003,Primary Level,Urban regions,Never,0.85062,180,180,0.79840,0.90284
2003,Primary Level,Rural regions,Never,0.96316,58,58,0.91426,1.01206
2003,Lower Secondary Level,Urban regions,At least once per week,0.08014,144,1827,0.06768,0.09259
2003,Lower Secondary Level,Urban regions,At least once per month,0.03969,79,1827,0.03073,0.04864
2003,Lower Secondary Level,Urban regions,Seldom,0.14981,281,1827,0.13344,0.16618
2003,Lower Secondary Level,Urban regions,Never,0.71386,1323,1827,0.69313,0.73459
2003,Lower Secondary Level,Rural regions,At least once per week,0.04249,60,882,0.02917,0.05581
2003,Lower Secondary Level,Rural regions,At least once per month,0.06225,49,882,0.04630,0.07820
2003,Lower Secondary Level,Rural regions,Seldom,0.17422,162,882,0.14917,0.19926
2003,Lower Secondary Level,Rural regions,Never,0.71956,611,882,0.68990,0.74922
2003,Upper Secondary Level,Urban regions,At least once per week,0.09293,706,7024,0.08614,0.09972
2003,Upper Secondary Level,Urban regions,At least once per month,0.08052,575,7024,0.07416,0.08688
2003,Upper Secondary Level,Urban regions,Seldom,0.23827,1704,7024,0.22830,0.24823
2003,Upper Secondary Level,Urban regions,Never,0.57935,4039,7024,0.56780,0.59089
2003,Upper Secondary Level,Rural regions,At least once per week,0.07584,324,4010,0.06765,0.08404
2003,Upper Secondary Level,Rural regions,At least once per month,0.06573,283,4010,0.05806,0.07340
2003,Upper Secondary Level,Rural regions,Seldom,0.25147,1045,4010,0.23803,0.26490
2003,Upper Secondary Level,Rural regions,Never,0.60125,2358,4010,0.58609,0.61641
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.15036,137,879,0.12671,0.17400
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.10132,94,879,0.08136,0.12128
2003,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.29074,251,879,0.26071,0.32078
2003,Post-secondary Non-tertiary Level,Urban regions,Never,0.44970,397,879,0.41679,0.48260
2003,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.13313,36,268,0.09238,0.17388
2003,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.13177,33,268,0.09120,0.17234
2003,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.33852,97,268,0.28175,0.39528
2003,Post-secondary Non-tertiary Level,Rural regions,Never,0.38224,102,268,0.32395,0.44053
2003,First Stage of Tertiary Education,Urban regions,At least once per week,0.12937,150,1061,0.10917,0.14958
2003,First Stage of Tertiary Education,Urban regions,At least once per month,0.10579,112,1061,0.08727,0.12430
2003,First Stage of Tertiary Education,Urban regions,Seldom,0.28211,310,1061,0.25502,0.30920
2003,First Stage of Tertiary Education,Urban regions,Never,0.47062,489,1061,0.44057,0.50067
2003,First Stage of Tertiary Education,Rural regions,At least once per week,0.11906,67,611,0.09336,0.14477
2003,First Stage of Tertiary Education,Rural regions,At least once per month,0.07047,48,611,0.05016,0.09078
2003,First Stage of Tertiary Education,Rural regions,Seldom,0.31556,197,611,0.27868,0.35244
2003,First Stage of Tertiary Education,Rural regions,Never,0.48003,299,611,0.44039,0.51968
2003,Second Stage of Tertiary Education,Urban regions,At least once per week,0.19756,639,3068,0.18347,0.21165
2003,Second Stage of Tertiary Education,Urban regions,At least once per month,0.13711,428,3068,0.12493,0.14928
2003,Second Stage of Tertiary Education,Urban regions,Seldom,0.29674,953,3068,0.28057,0.31291
2003,Second Stage of Tertiary Education,Urban regions,Never,0.36163,1048,3068,0.34463,0.37864
2003,Second Stage of Tertiary Education,Rural regions,At least once per week,0.17652,207,1260,0.15546,0.19758
2003,Second Stage of Tertiary Education,Rural regions,At least once per month,0.11823,161,1260,0.10040,0.13607
2003,Second Stage of Tertiary Education,Rural regions,Seldom,0.34166,450,1260,0.31546,0.36786
2003,Second Stage of Tertiary Education,Rural regions,Never,0.35986,442,1260,0.33335,0.38638
2005,Pre-primary Level,Urban regions,At least once per week,0.27237,138,446,0.23101,0.31373
2005,Pre-primary Level,Urban regions,At least once per month,0.11375,46,446,0.08425,0.14325
2005,Pre-primary Level,Urban regions,Seldom,0.26308,111,446,0.22217,0.30399
2005,Pre-primary Level,Urban regions,Never,0.34915,151,446,0.30486,0.39344
2005,Pre-primary Level,Rural regions,At least once per week,0.29698,71,178,0.22966,0.36430
2005,Pre-primary Level,Rural regions,Seldom,0.18109,40,178,0.12436,0.23783
2005,Pre-primary Level,Rural regions,Never,0.37013,67,178,0.29900,0.44127
2005,Primary Level,Urban regions,Never,0.80606,158,158,0.74421,0.86791
2005,Primary Level,Rural regions,Never,0.85345,49,49,0.75339,0.95350
2005,Lower Secondary Level,Urban regions,At least once per week,0.05266,83,1613,0.04176,0.06357
2005,Lower Secondary Level,Urban regions,At least once per month,0.03462,69,1613,0.02570,0.04355
2005,Lower Secondary Level,Urban regions,Seldom,0.17443,292,1613,0.15590,0.19295
2005,Lower Secondary Level,Urban regions,Never,0.72723,1169,1613,0.70548,0.74897
2005,Lower Secondary Level,Rural regions,At least once per week,0.06126,54,723,0.04377,0.07875
2005,Lower Secondary Level,Rural regions,Seldom,0.20828,158,723,0.17866,0.23791
2005,Lower Secondary Level,Rural regions,Never,0.67707,511,723,0.64296,0.71118
2005,Upper Secondary Level,Urban regions,At least once per week,0.07167,508,6435,0.06537,0.07797
2005,Upper Secondary Level,Urban regions,At least once per month,0.05970,438,6435,0.05391,0.06549
2005,Upper Secondary Level,Urban regions,Seldom,0.26786,1725,6435,0.25703,0.27868
2005,Upper Secondary Level,Urban regions,Never,0.58854,3764,6435,0.57652,0.60057
2005,Upper Secondary Level,Rural regions,At least once per week,0.05818,229,3715,0.05065,0.06571
2005,Upper Secondary Level,Rural regions,At least once per month,0.05345,220,3715,0.04621,0.06068
2005,Upper Secondary Level,Rural regions,Seldom,0.26608,1017,3715,0.25187,0.28029
2005,Upper Secondary Level,Rural regions,Never,0.60936,2249,3715,0.59367,0.62505
2005,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.11503,90,853,0.09361,0.13646
2005,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.09756,82,853,0.07764,0.11748
2005,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.30342,279,853,0.27255,0.33429
2005,Post-secondary Non-tertiary Level,Urban regions,Never,0.46821,402,853,0.43470,0.50172
2005,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.13534,35,241,0.09206,0.17862
2005,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.32638,88,241,0.26706,0.38570
2005,Post-secondary Non-tertiary Level,Rural regions,Never,0.42734,118,241,0.36475,0.48993
2005,First Stage of Tertiary Education,Urban regions,At least once per week,0.10108,100,979,0.08219,0.11997
2005,First Stage of Tertiary Education,Urban regions,At least once per month,0.07236,80,979,0.05613,0.08860
2005,First Stage of Tertiary Education,Urban regions,Seldom,0.30318,325,979,0.27437,0.33199
2005,First Stage of Tertiary Education,Urban regions,Never,0.50023,474,979,0.46889,0.53156
2005,First Stage of Tertiary Education,Rural regions,At least once per week,0.06373,39,564,0.04355,0.08390
2005,First Stage of Tertiary Education,Rural regions,At least once per month,0.07169,37,564,0.05038,0.09300
2005,First Stage of Tertiary Education,Rural regions,Seldom,0.32016,180,564,0.28163,0.35870
2005,First Stage of Tertiary Education,Rural regions,Never,0.53098,308,564,0.48975,0.57220
2005,Second Stage of Tertiary Education,Urban regions,At least once per week,0.14343,445,2936,0.13074,0.15611
2005,Second Stage of Tertiary Education,Urban regions,At least once per month,0.11275,346,2936,0.10131,0.12420
2005,Second Stage of Tertiary Education,Urban regions,Seldom,0.34367,1030,2936,0.32649,0.36086
2005,Second Stage of Tertiary Education,Urban regions,Never,0.39287,1115,2936,0.37520,0.41054
2005,Second Stage of Tertiary Education,Rural regions,At least once per week,0.14442,163,1203,0.12455,0.16429
2005,Second Stage of Tertiary Education,Rural regions,At least once per month,0.11518,130,1203,0.09713,0.13323
2005,Second Stage of Tertiary Education,Rural regions,Seldom,0.33765,446,1203,0.31091,0.36438
2005,Second Stage of Tertiary Education,Rural regions,Never,0.39259,464,1203,0.36498,0.42019
2007,Pre-primary Level,Urban regions,At least once per week,0.14064,76,230,0.09562,0.18567
2007,Pre-primary Level,Urban regions,At least once per month,0.07546,32,230,0.04125,0.10967
2007,Pre-primary Level,Urban regions,Seldom,0.12824,54,230,0.08494,0.17155
2007,Pre-primary Level,Urban regions,Never,0.17816,68,230,0.12860,0.22772
2007,Pre-primary Level,Rural regions,At least once per week,0.17105,39,71,0.08283,0.25926
2007,Pre-primary Level,Rural regions,Never,0.17580,32,71,0.08663,0.26497
2007,Primary Level,Urban regions,Never,0.89483,133,133,0.84250,0.94717
2007,Primary Level,Rural regions,Never,0.78718,53,53,0.67593,0.89843
2007,Lower Secondary Level,Urban regions,At least once per week,0.04625,88,1441,0.03541,0.05710
2007,Lower Secondary Level,Urban regions,At least once per month,0.03133,60,1441,0.02233,0.04033
2007,Lower Secondary Level,Urban regions,Seldom,0.14811,226,1441,0.12976,0.16646
2007,Lower Secondary Level,Urban regions,Never,0.73681,1067,1441,0.71406,0.75955
2007,Lower Secondary Level,Rural regions,At least once per week,0.05513,45,733,0.03859,0.07166
2007,Lower Secondary Level,Rural regions,At least once per month,0.04256,32,733,0.02794,0.05719
2007,Lower Secondary Level,Rural regions,Seldom,0.14961,125,733,0.12377,0.17545
2007,Lower Secondary Level,Rural regions,Never,0.70450,531,733,0.67144,0.73755
2007,Upper Secondary Level,Urban regions,At least once per week,0.07881,570,6409,0.07221,0.08541
2007,Upper Secondary Level,Urban regions,At least once per month,0.05571,407,6409,0.05009,0.06132
2007,Upper Secondary Level,Urban regions,Seldom,0.23903,1567,6409,0.22858,0.24947
2007,Upper Secondary Level,Urban regions,Never,0.60827,3865,6409,0.59632,0.62022
2007,Upper Secondary Level,Rural regions,At least once per week,0.06792,277,3803,0.05992,0.07592
2007,Upper Secondary Level,Rural regions,At least once per month,0.05381,241,3803,0.04663,0.06098
2007,Upper Secondary Level,Rural regions,Seldom,0.24083,972,3803,0.22724,0.25443
2007,Upper Secondary Level,Rural regions,Never,0.62363,2313,3803,0.60823,0.63903
2007,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.12065,105,870,0.09899,0.14230
2007,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.09465,83,870,0.07518,0.11411
2007,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.30007,269,870,0.26960,0.33054
2007,Post-secondary Non-tertiary Level,Urban regions,Never,0.47457,413,870,0.44137,0.50777
2007,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.08960,31,262,0.05495,0.12425
2007,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.24691,81,262,0.19460,0.29923
2007,Post-secondary Non-tertiary Level,Rural regions,Never,0.55005,150,262,0.48969,0.61040
2007,First Stage of Tertiary Education,Urban regions,At least once per week,0.13156,120,938,0.10992,0.15320
2007,First Stage of Tertiary Education,Urban regions,At least once per month,0.06646,76,938,0.05051,0.08241
2007,First Stage of Tertiary Education,Urban regions,Seldom,0.29171,285,938,0.26260,0.32081
2007,First Stage of Tertiary Education,Urban regions,Never,0.50097,457,938,0.46895,0.53298
2007,First Stage of Tertiary Education,Rural regions,At least once per week,0.07155,48,586,0.05067,0.09244
2007,First Stage of Tertiary Education,Rural regions,At least once per month,0.12083,52,586,0.09442,0.14724
2007,First Stage of Tertiary Education,Rural regions,Seldom,0.30184,176,586,0.26464,0.33904
2007,First Stage of Tertiary Education,Rural regions,Never,0.49971,310,586,0.45919,0.54023
2007,Second Stage of Tertiary Education,Urban regions,At least once per week,0.15211,495,3095,0.13946,0.16477
2007,Second Stage of Tertiary Education,Urban regions,At least once per month,0.12815,408,3095,0.11637,0.13993
2007,Second Stage of Tertiary Education,Urban regions,Seldom,0.33281,1035,3095,0.31620,0.34941
2007,Second Stage of Tertiary Education,Urban regions,Never,0.37890,1157,3095,0.36181,0.39600
2007,Second Stage of Tertiary Education,Rural regions,At least once per week,0.18199,206,1265,0.16072,0.20326
2007,Second Stage of Tertiary Education,Rural regions,At least once per month,0.10319,143,1265,0.08642,0.11996
2007,Second Stage of Tertiary Education,Rural regions,Seldom,0.29549,405,1265,0.27033,0.32064
