"pli0093_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","1993","AkademikerIn","Westdeutschland","","","",""
"Nie","1993","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1994","Hauptschule","Westdeutschland","","","",""
"Taeglich","1994","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1994","Realschule","Westdeutschland","","","",""
"Taeglich","1994","Realschule","Ostdeutschland","","","",""
"Taeglich","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1994","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1994","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1994","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1994","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1994","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1994","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1994","Hauptschule","Westdeutschland","","","",""
"Seltener","1994","Hauptschule","Ostdeutschland","","","",""
"Seltener","1994","Realschule","Westdeutschland","","","",""
"Seltener","1994","Realschule","Ostdeutschland","","","",""
"Seltener","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1994","AkademikerIn","Westdeutschland","","","",""
"Seltener","1994","AkademikerIn","Ostdeutschland","","","",""
"Nie","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1994","Hauptschule","Westdeutschland","","","",""
"Nie","1994","Hauptschule","Ostdeutschland","","","",""
"Nie","1994","Realschule","Westdeutschland","","","",""
"Nie","1994","Realschule","Ostdeutschland","","","",""
"Nie","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1994","AkademikerIn","Westdeutschland","","","",""
"Nie","1994","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1995","(noch) kein Abschluss","Westdeutschland","28","","",""
"Taeglich","1995","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Taeglich","1995","Hauptschule","Westdeutschland","88","0.018555885898909","0.0147668953724607","0.0223448764253573"
"Taeglich","1995","Hauptschule","Ostdeutschland","13","","",""
"Taeglich","1995","Realschule","Westdeutschland","57","0.0374782998391151","0.0286200495547105","0.0463365501235197"
"Taeglich","1995","Realschule","Ostdeutschland","24","","",""
"Taeglich","1995","(Fach-)Abitur","Westdeutschland","51","0.0622659552311576","0.0465054772287812","0.0780264332335339"
"Taeglich","1995","(Fach-)Abitur","Ostdeutschland","5","","",""
"Taeglich","1995","AkademikerIn","Westdeutschland","44","0.0512332914731564","0.0369556588890581","0.0655109240572547"
"Taeglich","1995","AkademikerIn","Ostdeutschland","19","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","Westdeutschland","51","0.114511385807779","0.0919021214809356","0.137120650134622"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Min 1x pro Woche","1995","Hauptschule","Westdeutschland","312","0.0692394745772468","0.0621118347617514","0.0763671143927421"
"Min 1x pro Woche","1995","Hauptschule","Ostdeutschland","29","","",""
"Min 1x pro Woche","1995","Realschule","Westdeutschland","199","0.114908909049073","0.100035052905572","0.129782765192574"
"Min 1x pro Woche","1995","Realschule","Ostdeutschland","67","0.0436112339113088","0.0326477284654854","0.0545747393571323"
"Min 1x pro Woche","1995","(Fach-)Abitur","Westdeutschland","121","0.156329948338105","0.132642863010109","0.180017033666101"
"Min 1x pro Woche","1995","(Fach-)Abitur","Ostdeutschland","19","","",""
"Min 1x pro Woche","1995","AkademikerIn","Westdeutschland","154","0.173723120576814","0.149187787080766","0.198258454072863"
"Min 1x pro Woche","1995","AkademikerIn","Ostdeutschland","78","0.100651022917123","0.0802195907875235","0.121082455046722"
"Min 1x pro Monat","1995","(noch) kein Abschluss","Westdeutschland","34","0.0518310731591674","0.0360909340907932","0.0675712122275417"
"Min 1x pro Monat","1995","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Min 1x pro Monat","1995","Hauptschule","Westdeutschland","323","0.0705327718626","0.0633438725338565","0.0777216711913435"
"Min 1x pro Monat","1995","Hauptschule","Ostdeutschland","37","0.0325120790297139","0.0225024130852857","0.0425217449741422"
"Min 1x pro Monat","1995","Realschule","Westdeutschland","189","0.0991313541442913","0.0851937220424445","0.113068986246138"
"Min 1x pro Monat","1995","Realschule","Ostdeutschland","114","0.0813314806646871","0.0666577084567775","0.0960052528725968"
"Min 1x pro Monat","1995","(Fach-)Abitur","Westdeutschland","108","0.129505952603564","0.107606564308103","0.151405340899026"
"Min 1x pro Monat","1995","(Fach-)Abitur","Ostdeutschland","19","","",""
"Min 1x pro Monat","1995","AkademikerIn","Westdeutschland","145","0.168512122619873","0.144271493348017","0.192752751891729"
"Min 1x pro Monat","1995","AkademikerIn","Ostdeutschland","92","0.113194237767872","0.0916787100221732","0.134709765513571"
"Seltener","1995","(noch) kein Abschluss","Westdeutschland","100","0.145064619178557","0.120060129137841","0.170069109219273"
"Seltener","1995","(noch) kein Abschluss","Ostdeutschland","36","0.302169423975635","0.217875567981694","0.386463279969576"
"Seltener","1995","Hauptschule","Westdeutschland","1173","0.249653090815525","0.237501044729702","0.261805136901348"
"Seltener","1995","Hauptschule","Ostdeutschland","267","0.191331852009655","0.16913183825908","0.21353186576023"
"Seltener","1995","Realschule","Westdeutschland","642","0.382133991030598","0.359471495661668","0.404796486399528"
"Seltener","1995","Realschule","Ostdeutschland","485","0.365109797308589","0.339263753719546","0.390955840897632"
"Seltener","1995","(Fach-)Abitur","Westdeutschland","295","0.304068909828561","0.274065311431049","0.334072508226073"
"Seltener","1995","(Fach-)Abitur","Ostdeutschland","57","0.334362480867801","0.259115811172265","0.409609150563336"
"Seltener","1995","AkademikerIn","Westdeutschland","297","0.312215243895158","0.282206094954496","0.34222439283582"
"Seltener","1995","AkademikerIn","Ostdeutschland","353","0.396256481611726","0.363041040795356","0.429471922428096"
"Nie","1995","(noch) kein Abschluss","Westdeutschland","549","0.617106788588715","0.582593241110516","0.651620336066913"
"Nie","1995","(noch) kein Abschluss","Ostdeutschland","38","0.341771187340879","0.254704537626652","0.428837837055106"
"Nie","1995","Hauptschule","Westdeutschland","2977","0.59201877684572","0.578220091424934","0.605817462266505"
"Nie","1995","Hauptschule","Ostdeutschland","860","0.740110070223008","0.715357669933172","0.764862470512844"
"Nie","1995","Realschule","Westdeutschland","679","0.366347445936923","0.343876315518183","0.388818576355662"
"Nie","1995","Realschule","Ostdeutschland","643","0.494000974497509","0.467161638986671","0.520840310008347"
"Nie","1995","(Fach-)Abitur","Westdeutschland","328","0.347829233998612","0.316764479933862","0.378893988063362"
"Nie","1995","(Fach-)Abitur","Ostdeutschland","51","0.35642840141203","0.280037048111088","0.432819754712973"
"Nie","1995","AkademikerIn","Westdeutschland","276","0.294316221434998","0.264803278300826","0.323829164569169"
"Nie","1995","AkademikerIn","Ostdeutschland","291","0.363928574224856","0.331255754882764","0.396601393566948"
"Taeglich","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1996","Hauptschule","Westdeutschland","","","",""
"Taeglich","1996","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1996","Realschule","Westdeutschland","","","",""
"Taeglich","1996","Realschule","Ostdeutschland","","","",""
"Taeglich","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1996","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1996","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1996","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1996","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1996","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1996","Hauptschule","Westdeutschland","","","",""
"Seltener","1996","Hauptschule","Ostdeutschland","","","",""
"Seltener","1996","Realschule","Westdeutschland","","","",""
"Seltener","1996","Realschule","Ostdeutschland","","","",""
"Seltener","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1996","AkademikerIn","Westdeutschland","","","",""
"Seltener","1996","AkademikerIn","Ostdeutschland","","","",""
"Nie","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1996","Hauptschule","Westdeutschland","","","",""
"Nie","1996","Hauptschule","Ostdeutschland","","","",""
"Nie","1996","Realschule","Westdeutschland","","","",""
"Nie","1996","Realschule","Ostdeutschland","","","",""
"Nie","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1996","AkademikerIn","Westdeutschland","","","",""
"Nie","1996","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1997","Hauptschule","Westdeutschland","","","",""
"Taeglich","1997","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1997","Realschule","Westdeutschland","","","",""
"Taeglich","1997","Realschule","Ostdeutschland","","","",""
"Taeglich","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1997","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1997","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1997","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Westdeutschland","","","",""
