"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1999","Realschule","Laendlicher Raum","52.74","45","75","47.63","57.85"
"1999","Realschule","Staedtischer Raum","51.87","47.5","142","48.24","55.5"
"2000","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2000","(Fach-)Abitur","Staedtischer Raum","57.35","45","97","52.76","61.94"
"2000","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2000","(noch) kein Abschluss","Staedtischer Raum","65.47","57.5","51","58.73","72.21"
"2000","AkademikerIn","Laendlicher Raum","55.47","45","90","50.92","60.02"
"2000","AkademikerIn","Staedtischer Raum","62.41","55","185","58.83","65.99"
"2000","Hauptschule","Laendlicher Raum","60.86","57.5","550","58.99","62.73"
"2000","Hauptschule","Staedtischer Raum","61.66","57.5","1144","60.28","63.04"
"2000","Realschule","Laendlicher Raum","53.41","47.5","141","49.34","57.48"
"2000","Realschule","Staedtischer Raum","56.06","45","260","53.1","59.02"
"2001","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2001","(Fach-)Abitur","Staedtischer Raum","56.47","45","109","52.07","60.87"
"2001","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2001","(noch) kein Abschluss","Staedtischer Raum","73.2","75","42","65.5","80.9"
"2001","AkademikerIn","Laendlicher Raum","54.27","45","94","49.69","58.85"
"2001","AkademikerIn","Staedtischer Raum","61.88","55","183","58.24","65.52"
"2001","Hauptschule","Laendlicher Raum","60.88","56","455","58.73","63.03"
"2001","Hauptschule","Staedtischer Raum","62.11","59.5","1006","60.64","63.58"
"2001","Realschule","Laendlicher Raum","56.84","45","132","52.4","61.28"
"2001","Realschule","Staedtischer Raum","56.38","45","258","53.39","59.37"
"2002","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2002","(Fach-)Abitur","Staedtischer Raum","58.84","45","105","54.2","63.48"
"2002","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2002","(noch) kein Abschluss","Staedtischer Raum","67.02","65","38","58.11","75.93"
"2002","AkademikerIn","Laendlicher Raum","56.91","45","115","52.65","61.17"
"2002","AkademikerIn","Staedtischer Raum","61.98","55","216","58.6","65.36"
"2002","Hauptschule","Laendlicher Raum","60.88","57.5","479","58.71","63.05"
"2002","Hauptschule","Staedtischer Raum","61.56","57.5","1070","60.13","62.99"
"2002","Realschule","Laendlicher Raum","56.43","45","145","52.19","60.67"
"2002","Realschule","Staedtischer Raum","56.33","45","280","53.63","59.03"
"2003","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2003","(Fach-)Abitur","Staedtischer Raum","53.21","45","106","48.9","57.52"
"2003","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2003","(noch) kein Abschluss","Staedtischer Raum","69.23","65","33","59.73","78.73"
"2003","AkademikerIn","Laendlicher Raum","60.04","45","110","55.42","64.66"
"2003","AkademikerIn","Staedtischer Raum","61.22","55.5","233","58.08","64.36"
"2003","Hauptschule","Laendlicher Raum","61.7","57.5","477","59.56","63.84"
"2003","Hauptschule","Staedtischer Raum","62.51","58","1005","61.04","63.98"
"2003","Realschule","Laendlicher Raum","54.29","45","146","50.15","58.43"
"2003","Realschule","Staedtischer Raum","56.81","45","283","54.14","59.48"
"2004","(Fach-)Abitur","Laendlicher Raum","60.3","55","33","51.22","69.38"
"2004","(Fach-)Abitur","Staedtischer Raum","55.28","45","105","50.69","59.87"
"2004","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2004","(noch) kein Abschluss","Staedtischer Raum","58.56","45","36","49.89","67.23"
"2004","AkademikerIn","Laendlicher Raum","56.82","47.5","108","52.41","61.23"
"2004","AkademikerIn","Staedtischer Raum","60.15","55","242","57.06","63.24"
"2004","Hauptschule","Laendlicher Raum","60.96","59.5","468","58.83","63.09"
"2004","Hauptschule","Staedtischer Raum","61.36","57.5","992","59.88","62.84"
"2004","Realschule","Laendlicher Raum","53.02","45","159","49.08","56.96"
"2004","Realschule","Staedtischer Raum","57.88","45","294","55.24","60.52"
"2005","(Fach-)Abitur","Laendlicher Raum","60.75","55","31","50.58","70.92"
"2005","(Fach-)Abitur","Staedtischer Raum","55.93","45","101","51.14","60.72"
"2005","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2005","(noch) kein Abschluss","Staedtischer Raum","72.42","75","34","63.62","81.22"
"2005","AkademikerIn","Laendlicher Raum","59.93","45","95","55.37","64.49"
"2005","AkademikerIn","Staedtischer Raum","59.47","55","245","56.44","62.5"
"2005","Hauptschule","Laendlicher Raum","60.26","55","469","58.13","62.39"
"2005","Hauptschule","Staedtischer Raum","61.03","57.5","957","59.53","62.53"
"2005","Realschule","Laendlicher Raum","57.74","45","166","53.97","61.51"
"2005","Realschule","Staedtischer Raum","58.21","45","292","55.59","60.83"
"2006","(Fach-)Abitur","Laendlicher Raum","61.71","55","32","51.4","72.02"
"2006","(Fach-)Abitur","Staedtischer Raum","58.17","45","110","53.51","62.83"
"2006","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2006","(noch) kein Abschluss","Staedtischer Raum","69.9","65","39","62.51","77.29"
"2006","AkademikerIn","Laendlicher Raum","57.43","45","122","53.04","61.82"
"2006","AkademikerIn","Staedtischer Raum","60.32","55","279","57.55","63.09"
"2006","Hauptschule","Laendlicher Raum","60.11","57.5","502","58.11","62.11"
"2006","Hauptschule","Staedtischer Raum","61.33","55","1029","59.9","62.76"
"2006","Realschule","Laendlicher Raum","54.96","49","196","51.51","58.41"
"2006","Realschule","Staedtischer Raum","56.94","45","325","54.31","59.57"
"2007","(Fach-)Abitur","Laendlicher Raum","56.49","45","36","47","65.98"
"2007","(Fach-)Abitur","Staedtischer Raum","57.63","45","123","53.39","61.87"
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","64.29","55","36","55.19","73.39"
"2007","AkademikerIn","Laendlicher Raum","56.11","45","123","51.75","60.47"
"2007","AkademikerIn","Staedtischer Raum","61.98","55","283","59.24","64.72"
"2007","Hauptschule","Laendlicher Raum","60.33","55","463","58.19","62.47"
"2007","Hauptschule","Staedtischer Raum","62.58","57.5","930","61.08","64.08"
"2007","Realschule","Laendlicher Raum","55.48","45","197","52.04","58.92"
"2007","Realschule","Staedtischer Raum","56.95","45","301","54.32","59.58"
"2008","(Fach-)Abitur","Laendlicher Raum","57.59","45","33","48.01","67.17"
"2008","(Fach-)Abitur","Staedtischer Raum","59.08","45","113","54.44","63.72"
"2008","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2008","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2008","AkademikerIn","Laendlicher Raum","54.94","45","123","50.72","59.16"
"2008","AkademikerIn","Staedtischer Raum","62.22","55","263","59.35","65.09"
"2008","Hauptschule","Laendlicher Raum","58.14","47.5","436","55.94","60.34"
"2008","Hauptschule","Staedtischer Raum","62.25","57.5","869","60.7","63.8"
"2008","Realschule","Laendlicher Raum","57.35","45","190","53.72","60.98"
"2008","Realschule","Staedtischer Raum","55.23","47.5","292","52.48","57.98"
"2009","(Fach-)Abitur","Laendlicher Raum","62.86","45","32","52.6","73.12"
"2009","(Fach-)Abitur","Staedtischer Raum","57.4","45","113","53.15","61.65"
"2009","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2009","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2009","AkademikerIn","Laendlicher Raum","51.62","47.5","127","47.43","55.81"
"2009","AkademikerIn","Staedtischer Raum","60.74","55","248","57.88","63.6"
"2009","Hauptschule","Laendlicher Raum","58.17","47.5","401","55.93","60.41"
"2009","Hauptschule","Staedtischer Raum","60.61","57.5","814","58.99","62.23"
"2009","Realschule","Laendlicher Raum","53.5","48","204","50.14","56.86"
"2009","Realschule","Staedtischer Raum","56.61","45","286","53.89","59.33"
"2010","(Fach-)Abitur","Laendlicher Raum","65.45","55","43","57.7","73.2"
"2010","(Fach-)Abitur","Staedtischer Raum","57.46","45","123","53.52","61.4"
"2010","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2010","(noch) kein Abschluss","Staedtischer Raum","71.06","67.5","31","61.99","80.13"
"2010","AkademikerIn","Laendlicher Raum","54.83","45","120","50.42","59.24"
"2010","AkademikerIn","Staedtischer Raum","62.7","55","258","59.79","65.61"
"2010","Hauptschule","Laendlicher Raum","58.22","47.5","391","55.98","60.46"
"2010","Hauptschule","Staedtischer Raum","59.73","47.5","797","58.1","61.36"
"2010","Realschule","Laendlicher Raum","55.06","46.5","234","51.97","58.15"
"2010","Realschule","Staedtischer Raum","55.09","45","346","52.57","57.61"
"2011","(Fach-)Abitur","Laendlicher Raum","53.45","45","47","45.74","61.16"
"2011","(Fach-)Abitur","Staedtischer Raum","54.09","45","143","50.59","57.59"
"2011","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2011","(noch) kein Abschluss","Staedtischer Raum","63.41","65","45","56.43","70.39"
"2011","AkademikerIn","Laendlicher Raum","55.89","45","158","52.3","59.48"
"2011","AkademikerIn","Staedtischer Raum","62.76","55","321","60.2","65.32"
"2011","Hauptschule","Laendlicher Raum","60.53","55","555","58.61","62.45"
"2011","Hauptschule","Staedtischer Raum","59.35","47.5","971","57.88","60.82"
"2011","Realschule","Laendlicher Raum","52.33","49","310","49.8","54.86"
"2011","Realschule","Staedtischer Raum","55.43","47.5","447","53.26","57.6"
"2012","(Fach-)Abitur","Laendlicher Raum","50.63","47.5","55","43.58","57.68"
"2012","(Fach-)Abitur","Staedtischer Raum","56.26","45","179","52.68","59.84"
"2012","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2012","(noch) kein Abschluss","Staedtischer Raum","67","67.5","44","59.68","74.32"
"2012","AkademikerIn","Laendlicher Raum","55.04","45","169","51.46","58.62"
"2012","AkademikerIn","Staedtischer Raum","61.96","55","330","59.45","64.47"
"2012","Hauptschule","Laendlicher Raum","56.4","47.5","590","54.57","58.23"
"2012","Hauptschule","Staedtischer Raum","59.03","47.5","963","57.55","60.51"
"2012","Realschule","Laendlicher Raum","53.35","47.5","334","50.93","55.77"
"2012","Realschule","Staedtischer Raum","51.88","47.5","482","49.89","53.87"
"2013","(Fach-)Abitur","Laendlicher Raum","50.65","35","64","44.45","56.85"
"2013","(Fach-)Abitur","Staedtischer Raum","56.43","49.5","196","53.05","59.81"
"2013","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2013","(noch) kein Abschluss","Staedtischer Raum","67.79","55","72","62.08","73.5"
"2013","AkademikerIn","Laendlicher Raum","57.87","45","161","54.33","61.41"
"2013","AkademikerIn","Staedtischer Raum","60.98","55","371","58.59","63.37"
"2013","Hauptschule","Laendlicher Raum","59.01","49.5","545","57.08","60.94"
"2013","Hauptschule","Staedtischer Raum","61.05","57.5","966","59.58","62.52"
"2013","Realschule","Laendlicher Raum","53.72","47.5","325","51.27","56.17"
"2013","Realschule","Staedtischer Raum","54.19","47.5","457","52.12","56.26"
"2014","(Fach-)Abitur","Laendlicher Raum","55.38","45","61","49.05","61.71"
"2014","(Fach-)Abitur","Staedtischer Raum","56.12","49.5","196","52.85","59.39"
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","65.58","57.5","60","59.31","71.85"
"2014","AkademikerIn","Laendlicher Raum","58.97","45","162","55.47","62.47"
"2014","AkademikerIn","Staedtischer Raum","59.23","47.5","356","56.8","61.66"
"2014","Hauptschule","Laendlicher Raum","59.1","49.5","552","57.15","61.05"
"2014","Hauptschule","Staedtischer Raum","60.6","57.5","914","59.1","62.1"
"2014","Realschule","Laendlicher Raum","52.66","47.5","326","50.15","55.17"
"2014","Realschule","Staedtischer Raum","54.58","45","427","52.38","56.78"
"2015","(Fach-)Abitur","Laendlicher Raum","53.3","45","47","46.77","59.83"
"2015","(Fach-)Abitur","Staedtischer Raum","55.66","49.5","176","52.1","59.22"
"2015","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2015","(noch) kein Abschluss","Staedtischer Raum","62.66","55","52","56.08","69.24"
"2015","AkademikerIn","Laendlicher Raum","58.51","47.5","160","54.91","62.11"
"2015","AkademikerIn","Staedtischer Raum","58.75","45","333","56.29","61.21"
"2015","Hauptschule","Laendlicher Raum","58.99","49.5","487","56.92","61.06"
"2015","Hauptschule","Staedtischer Raum","59.1","47.5","815","57.52","60.68"
"2015","Realschule","Laendlicher Raum","54.33","47.5","311","51.67","56.99"
"2015","Realschule","Staedtischer Raum","53.95","45","422","51.84","56.06"
"2016","(Fach-)Abitur","Laendlicher Raum","54.87","45","61","48.63","61.11"
"2016","(Fach-)Abitur","Staedtischer Raum","55.11","49.5","167","51.58","58.64"
"2016","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2016","(noch) kein Abschluss","Staedtischer Raum","72.58","75","40","64.14","81.02"
"2016","AkademikerIn","Laendlicher Raum","60.74","45","156","57.01","64.47"
"2016","AkademikerIn","Staedtischer Raum","57.94","47.5","331","55.49","60.39"
"2016","Hauptschule","Laendlicher Raum","60.71","49.5","447","58.53","62.89"
"2016","Hauptschule","Staedtischer Raum","59.39","57.5","744","57.74","61.04"
"2016","Realschule","Laendlicher Raum","54.42","45","283","51.64","57.2"
"2016","Realschule","Staedtischer Raum","55.61","47.5","397","53.37","57.85"
"2017","(Fach-)Abitur","Laendlicher Raum","57.93","45","75","52.66","63.2"
"2017","(Fach-)Abitur","Staedtischer Raum","56.98","47.5","200","53.74","60.22"
"2017","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2017","(noch) kein Abschluss","Staedtischer Raum","62.59","55","57","56.17","69.01"
"2017","AkademikerIn","Laendlicher Raum","55.83","45","159","52.39","59.27"
"2017","AkademikerIn","Staedtischer Raum","58.38","47.5","347","55.96","60.8"
"2017","Hauptschule","Laendlicher Raum","60.25","47.5","490","58.16","62.34"
"2017","Hauptschule","Staedtischer Raum","60.33","57.5","790","58.75","61.91"
"2017","Realschule","Laendlicher Raum","53.37","45","332","50.87","55.87"
"2017","Realschule","Staedtischer Raum","55.97","47.5","465","53.88","58.06"
"2018","(Fach-)Abitur","Laendlicher Raum","55.96","45","64","50.36","61.56"
"2018","(Fach-)Abitur","Staedtischer Raum","55.9","47.5","222","52.85","58.95"
"2018","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2018","(noch) kein Abschluss","Staedtischer Raum","65.68","55","61","59.67","71.69"
"2018","AkademikerIn","Laendlicher Raum","55.29","45","167","51.94","58.64"
"2018","AkademikerIn","Staedtischer Raum","57.44","49.5","351","55.06","59.82"
"2018","Hauptschule","Laendlicher Raum","60.41","45","496","58.37","62.45"
"2018","Hauptschule","Staedtischer Raum","58.92","47.5","809","57.38","60.46"
"2018","Realschule","Laendlicher Raum","53.55","49","342","51.11","55.99"
"2018","Realschule","Staedtischer Raum","56.13","47.5","457","54.04","58.22"
"2019","(Fach-)Abitur","Laendlicher Raum","49.27","45","73","44.44","54.1"
"2019","(Fach-)Abitur","Staedtischer Raum","56.24","45","206","53","59.48"
"2019","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2019","(noch) kein Abschluss","Staedtischer Raum","61.01","55","52","54.78","67.24"
"2019","AkademikerIn","Laendlicher Raum","54.67","47.5","177","51.54","57.8"
"2019","AkademikerIn","Staedtischer Raum","57.96","49","352","55.62","60.3"
"2019","Hauptschule","Laendlicher Raum","59.07","45","437","56.88","61.26"
"2019","Hauptschule","Staedtischer Raum","59.7","55","721","58.05","61.35"
"2019","Realschule","Laendlicher Raum","54.63","47.5","347","52.21","57.05"
"2019","Realschule","Staedtischer Raum","54.46","47.5","446","52.39","56.53"
"2020","(Fach-)Abitur","Laendlicher Raum","54.21","45","73","48.72","59.7"
"2020","(Fach-)Abitur","Staedtischer Raum","58.15","45","229","55.04","61.26"
"2020","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2020","(noch) kein Abschluss","Staedtischer Raum","65.51","55","63","59.6","71.42"
"2020","AkademikerIn","Laendlicher Raum","53.4","47.5","192","50.29","56.51"
"2020","AkademikerIn","Staedtischer Raum","59.03","45","364","56.77","61.29"
"2020","Hauptschule","Laendlicher Raum","58.72","45","418","56.46","60.98"
"2020","Hauptschule","Staedtischer Raum","61.17","55","670","59.45","62.89"
"2020","Realschule","Laendlicher Raum","54.56","47.5","339","51.99","57.13"
"2020","Realschule","Staedtischer Raum","58.23","45","453","56.15","60.31"
