"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1994","Hauptschule","Ostdeutschland","63.12","55","126","25","50","80","100","100","58.85","67.39","15","100","50","70"
"1994","Hauptschule","Westdeutschland","61.71","57.5","680","30","50","80","100","100","59.98","63.44","10","100","50","60"
"1994","Realschule","Ostdeutschland","54.37","45","49","30","40","60","80","100","48.29","60.45","20","100","50","60"
"1994","Realschule","Westdeutschland","58.44","45","118","30","40","70","100","100","54.28","62.6","20","100","50","60"
"1995","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","Westdeutschland","62.25","55","45","30","40","90","100","100","54.85","69.65","30","100","50","70"
"1995","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","68.91","57.5","70","30","50","100","100","100","63.08","74.74","30","100","50","70"
"1995","AkademikerIn","Ostdeutschland","59.58","45","58","30","50","80","100","100","53.73","65.43","20","100","50","60"
"1995","AkademikerIn","Westdeutschland","62.01","55","64","40","50","80","100","100","56.18","67.84","30","100","50","70"
"1995","Hauptschule","Ostdeutschland","65.9","68","130","30","50","80","100","100","61.76","70.04","10","100","50","70"
"1995","Hauptschule","Westdeutschland","63.3","57.5","670","30","50","80","100","100","61.68","64.92","20","100","50","60"
"1995","Realschule","Ostdeutschland","58.44","45","57","30","50","60","100","100","53.04","63.84","20","100","50","60"
"1995","Realschule","Westdeutschland","58.57","45","121","30","40","70","100","100","54.5","62.64","30","100","50","60"
"1996","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Westdeutschland","57.79","45","48","30","35","80","100","100","49.95","65.63","10","100","40","60"
"1996","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland","68.01","57.5","69","30","50","100","100","100","61.93","74.09","20","100","50","65"
"1996","AkademikerIn","Ostdeutschland","57.48","41.5","57","30","50","70","100","100","51.64","63.32","20","100","50","60"
"1996","AkademikerIn","Westdeutschland","58.18","45","64","30","40","80","100","100","51.82","64.54","10","100","50","60"
"1996","Hauptschule","Ostdeutschland","62.87","62.5","151","30","50","80","100","100","58.93","66.81","15","100","50","70"
"1996","Hauptschule","Westdeutschland","61.29","57.5","724","30","50","80","100","100","59.61","62.97","2","100","50","60"
"1996","Realschule","Ostdeutschland","55.72","45","60","30","50","70","100","100","50.21","61.23","20","100","50","60"
"1996","Realschule","Westdeutschland","56.41","48.5","120","30","40","70","100","100","52.27","60.55","5","100","50","50"
"1997","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Westdeutschland","56.76","45","46","30","35","70","90","100","50.08","63.44","20","100","50","60"
"1997","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Westdeutschland","69.57","65","72","30","40","100","100","100","63.08","76.06","20","100","50","70"
"1997","AkademikerIn","Ostdeutschland","53.42","45","60","25","30","60","100","100","47.52","59.32","10","100","50","60"
"1997","AkademikerIn","Westdeutschland","60.53","55","57","30","40","80","100","100","53.79","67.27","10","100","50","70"
"1997","Hauptschule","Ostdeutschland","64.66","66.5","141","30","50","80","100","100","60.82","68.5","20","100","60","70"
"1997","Hauptschule","Westdeutschland","60.17","57.5","709","30","50","75","100","100","58.51","61.83","15","100","50","60"
"1997","Realschule","Ostdeutschland","54.78","45","62","30","50","60","85","100","49.62","59.94","14","100","50","60"
"1997","Realschule","Westdeutschland","53.88","45","116","30","40","70","90","100","49.85","57.91","20","100","50","50"
"1998","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","Westdeutschland","57.33","45","55","30","40","70","90","100","51.61","63.05","20","100","50","60"
"1998","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Westdeutschland","65.57","57.5","78","30","40","100","100","100","59.12","72.02","10","100","50","70"
"1998","AkademikerIn","Ostdeutschland","59.85","45","68","30","50","80","100","100","54.5","65.2","20","100","50","60"
"1998","AkademikerIn","Westdeutschland","57.55","45","73","30","40","70","100","100","51.39","63.71","10","100","50","60"
"1998","Hauptschule","Ostdeutschland","64.64","55","139","33","50","80","100","100","60.9","68.38","20","100","50","70"
"1998","Hauptschule","Westdeutschland","62.06","57.5","809","30","50","80","100","100","60.48","63.64","15","100","50","60"
"1998","Realschule","Ostdeutschland","53.25","45","73","30","40","60","100","100","48.27","58.23","10","100","50","50"
"1998","Realschule","Westdeutschland","55.9","45","128","30","40","70","100","100","51.72","60.08","5","100","50","50"
"1999","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","Westdeutschland","57.76","45","52","30","35","70","100","100","51.1","64.42","20","100","50","60"
"1999","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","Westdeutschland","69.72","67.5","82","30","50","100","100","100","63.74","75.7","20","100","50","80"
"1999","AkademikerIn","Ostdeutschland","58.43","45","72","30","40","80","90","100","53.08","63.78","10","100","50","60"
"1999","AkademikerIn","Westdeutschland","60.2","45","68","30","50","80","100","100","53.97","66.43","10","100","50","60"
"1999","Hauptschule","Ostdeutschland","62.71","55","154","30","50","80","100","100","59.01","66.41","10","100","50","70"
"1999","Hauptschule","Westdeutschland","61.66","57.5","800","30","48","80","100","100","60.04","63.28","15","100","50","60"
"1999","Realschule","Ostdeutschland","53.54","47.5","79","25","35","60","100","100","48.4","58.68","10","100","50","50"
"1999","Realschule","Westdeutschland","51.71","45","138","30","30","60","80","100","48.12","55.3","15","100","40","50"
"2000","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2000","(Fach-)Abitur","Westdeutschland","57","45","111","30","40","70","90","100","52.95","61.05","20","100","50","60"
"2000","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","Westdeutschland","67.34","57.5","67","30","50","100","100","100","61.17","73.51","10","100","50","70"
"2000","AkademikerIn","Ostdeutschland","57.13","45","104","30","35","80","100","100","52.83","61.43","19","100","50","60"
"2000","AkademikerIn","Westdeutschland","61.83","57.5","171","30","50","80","100","100","58.09","65.57","10","100","50","60"
"2000","Hauptschule","Ostdeutschland","65.59","57.5","275","40","50","80","100","100","62.97","68.21","20","100","60","70"
"2000","Hauptschule","Westdeutschland","60.78","57.5","1419","30","50","80","100","100","59.55","62.01","5","100","50","60"
"2000","Realschule","Ostdeutschland","51.62","47.5","127","20","30","60","100","100","47.41","55.83","10","100","50","50"
"2000","Realschule","Westdeutschland","56.4","45","274","30","30","70","100","100","53.49","59.31","5","100","50","50"
"2001","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Westdeutschland","56.51","45","121","30","40","70","100","100","52.45","60.57","10","100","50","60"
"2001","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Westdeutschland","74.16","75","51","40","60","100","100","100","67.26","81.06","20","100","60","80"
"2001","AkademikerIn","Ostdeutschland","57.24","45","105","30","40","80","100","100","52.86","61.62","15","100","50","60"
"2001","AkademikerIn","Westdeutschland","60.63","55","172","30","40","80","100","100","56.83","64.43","10","100","50","60"
"2001","Hauptschule","Ostdeutschland","65.33","56","221","40","50","85","100","100","62.41","68.25","20","100","60","66"
"2001","Hauptschule","Westdeutschland","61.27","59.5","1240","30","50","80","100","100","59.94","62.6","10","100","50","60"
"2001","Realschule","Ostdeutschland","53.06","45","126","20","30","70","100","100","48.74","57.38","5","100","50","60"
"2001","Realschule","Westdeutschland","57.51","45","264","30","40","80","100","100","54.47","60.55","2","100","50","50"
"2002","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Westdeutschland","59.31","45","117","30","40","80","100","100","55.11","63.51","14","100","50","60"
"2002","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Westdeutschland","72.92","65","46","30","50","100","100","100","64.81","81.03","20","100","60","100"
"2002","AkademikerIn","Ostdeutschland","57.34","45","112","30","40","80","100","100","53.03","61.65","20","100","50","60"
"2002","AkademikerIn","Westdeutschland","61.68","55","219","30","40","80","100","100","58.32","65.04","10","100","50","60"
"2002","Hauptschule","Ostdeutschland","63.54","57.5","262","30","50","80","100","100","60.69","66.39","10","100","51","60"
"2002","Hauptschule","Westdeutschland","61.03","57.5","1287","30","40","80","100","100","59.72","62.34","4","100","50","60"
"2002","Realschule","Ostdeutschland","58.4","45","128","25","40","80","100","100","53.94","62.86","5","100","50","60"
"2002","Realschule","Westdeutschland","55.82","45","297","30","40","70","100","100","53.16","58.48","5","100","50","50"
"2003","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Westdeutschland","54.34","45","117","30","35","70","90","100","50.26","58.42","20","100","50","50"
"2003","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland","69.64","65","42","30","50","100","100","100","61.44","77.84","20","100","50","80"
"2003","AkademikerIn","Ostdeutschland","60.57","45","116","30","40","80","100","100","56.15","64.99","20","100","50","60"
"2003","AkademikerIn","Westdeutschland","61.01","55.5","227","30","40","80","100","100","57.8","64.22","15","100","50","60"
"2003","Hauptschule","Ostdeutschland","64.1","56","248","30","50","80","100","100","61.2","67","20","100","50","60"
"2003","Hauptschule","Westdeutschland","61.99","58","1234","30","50","80","100","100","60.66","63.32","10","100","50","60"
"2003","Realschule","Ostdeutschland","54.99","45","134","20","30","70","100","100","50.77","59.21","5","100","50","60"
"2003","Realschule","Westdeutschland","56.39","45","295","30","40","75","100","100","53.72","59.06","15","100","50","50"
"2004","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2004","(Fach-)Abitur","Westdeutschland","57.24","45","123","30","35","80","100","100","53.03","61.45","10","100","50","60"
"2004","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland","60.56","55","41","20","40","100","100","100","52.22","68.9","20","100","50","60"
"2004","AkademikerIn","Ostdeutschland","57.36","47.5","119","30","40","80","100","100","53.04","61.68","20","100","50","50"
"2004","AkademikerIn","Westdeutschland","60.07","55","231","30","50","80","100","100","56.93","63.21","8","100","50","60"
"2004","Hauptschule","Ostdeutschland","65.79","59.5","240","30","50","90","100","100","62.86","68.72","20","100","60","70"
"2004","Hauptschule","Westdeutschland","60.59","55.5","1220","30","50","80","100","100","59.26","61.92","5","100","50","60"
"2004","Realschule","Ostdeutschland","54.55","45","144","30","30","70","100","100","50.41","58.69","10","100","50","50"
"2004","Realschule","Westdeutschland","56.89","45","309","30","40","70","100","100","54.3","59.48","5","100","50","50"
"2005","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(Fach-)Abitur","Westdeutschland","57.59","45","119","30","35","70","100","100","53.21","61.97","5","100","50","50"
"2005","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","72.18","75","39","40","50","100","100","100","64.17","80.19","20","100","50","80"
"2005","AkademikerIn","Ostdeutschland","59.15","45","115","30","50","75","100","100","54.94","63.36","20","100","50","60"
"2005","AkademikerIn","Westdeutschland","59.74","55","225","30","40","80","100","100","56.59","62.89","10","100","50","60"
"2005","Hauptschule","Ostdeutschland","66.09","55","246","30","50","90","100","100","63.16","69.02","15","100","60","70"
"2005","Hauptschule","Westdeutschland","59.97","57.5","1180","30","40","80","100","100","58.62","61.32","10","100","50","60"
"2005","Realschule","Ostdeutschland","57.99","45","148","30","40","70","100","100","54.08","61.9","15","100","50","60"
"2005","Realschule","Westdeutschland","58.07","45","310","30","40","80","100","100","55.49","60.65","5","100","50","50"
"2006","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","60.11","45","126","30","40","80","100","100","55.82","64.4","20","100","50","60"
"2006","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","70.13","55","42","50","50","90","100","100","63.15","77.11","20","100","50","80"
"2006","AkademikerIn","Ostdeutschland","60.94","45","131","30","50","80","100","100","56.79","65.09","20","100","50","60"
"2006","AkademikerIn","Westdeutschland","59.11","55","270","30","40","80","100","100","56.27","61.95","10","100","50","60"
"2006","Hauptschule","Ostdeutschland","64.91","57.5","258","30","50","90","100","100","62.06","67.76","20","100","60","60"
"2006","Hauptschule","Westdeutschland","60.32","55","1273","30","40","80","100","100","59.05","61.59","4","100","50","60"
"2006","Realschule","Ostdeutschland","56.3","49","166","30","40","70","90","100","52.62","59.98","16","100","50","60"
"2006","Realschule","Westdeutschland","56.26","45","355","30","40","70","100","100","53.71","58.81","3","100","50","50"
"2007","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","58.32","45","141","30","40","80","100","100","54.32","62.32","10","100","50","50"
"2007","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","63.13","55","41","20","50","100","100","100","54.78","71.48","20","100","50","80"
"2007","AkademikerIn","Ostdeutschland","60.02","45","127","30","50","80","100","100","55.85","64.19","20","100","50","60"
"2007","AkademikerIn","Westdeutschland","60.75","55","279","30","40","80","100","100","57.95","63.55","10","100","50","60"
"2007","Hauptschule","Ostdeutschland","65.89","55","236","30","50","90","100","100","62.78","69","10","100","60","60"
"2007","Hauptschule","Westdeutschland","61.25","57.5","1157","30","50","80","100","100","59.92","62.58","15","100","50","60"
"2007","Realschule","Ostdeutschland","58.06","55","163","30","40","70","90","100","54.32","61.8","14","100","50","60"
"2007","Realschule","Westdeutschland","55.86","45","335","30","40","70","100","100","53.34","58.38","10","100","50","50"
"2008","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","60.32","45","126","30","40","80","100","100","55.94","64.7","10","100","50","50"
"2008","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","66.09","55","35","30","50","80","100","100","57.42","74.76","20","100","50","80"
"2008","AkademikerIn","Ostdeutschland","59.03","45","125","30","40","80","100","100","54.9","63.16","20","100","50","60"
"2008","AkademikerIn","Westdeutschland","60.68","55","261","30","40","80","100","100","57.78","63.58","10","100","50","60"
"2008","Hauptschule","Ostdeutschland","63.83","57.5","209","30","50","80","100","100","60.63","67.03","18","100","50","60"
"2008","Hauptschule","Westdeutschland","60.6","55","1096","30","45","80","100","100","59.22","61.98","10","100","50","60"
"2008","Realschule","Ostdeutschland","57.02","47.5","157","30","30","75","90","100","53.15","60.89","16","100","50","60"
"2008","Realschule","Westdeutschland","55.61","45","325","30","40","70","100","100","52.95","58.27","3","100","50","50"
"2009","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Westdeutschland","60.61","45","124","30","50","80","100","100","56.45","64.77","20","100","50","50"
"2009","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2009","AkademikerIn","Ostdeutschland","56.17","47.5","119","30","40","70","100","100","51.93","60.41","15","100","50","60"
"2009","AkademikerIn","Westdeutschland","59.18","55","256","30","40","80","100","100","56.3","62.06","10","100","50","60"
"2009","Hauptschule","Ostdeutschland","65.39","57.5","207","30","50","90","100","100","62.18","68.6","20","100","50","60"
"2009","Hauptschule","Westdeutschland","59.11","47.5","1008","30","40","80","100","100","57.68","60.54","20","100","50","60"
"2009","Realschule","Ostdeutschland","54.13","48","166","20","30","70","90","100","50.38","57.88","7","100","50","60"
"2009","Realschule","Westdeutschland","55.91","45","324","30","40","70","100","100","53.34","58.48","10","100","50","50"
"2010","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","59.59","45","145","30","40","80","100","100","55.82","63.36","17","100","50","60"
"2010","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","72.76","75","40","40","50","100","100","100","64.9","80.62","20","100","50","80"
"2010","AkademikerIn","Ostdeutschland","57.04","45","126","30","40","70","100","100","52.87","61.21","20","100","50","60"
"2010","AkademikerIn","Westdeutschland","62","55","252","30","50","80","100","100","59","65","10","100","50","60"
"2010","Hauptschule","Ostdeutschland","60.37","45","193","30","50","75","100","100","57.16","63.58","20","100","50","60"
"2010","Hauptschule","Westdeutschland","59.13","47.5","995","30","40","80","100","100","57.68","60.58","10","100","50","50"
"2010","Realschule","Ostdeutschland","56.39","46.5","195","30","40","70","90","100","53.03","59.75","7","100","50","50"
"2010","Realschule","Westdeutschland","54.59","45","385","30","30","70","100","100","52.18","57","5","100","50","50"
"2011","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Westdeutschland","54.5","45","173","30","40","70","90","100","51.22","57.78","10","100","50","50"
"2011","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","60.09","55","60","30","40","80","100","100","54.08","66.1","20","100","50","70"
"2011","AkademikerIn","Ostdeutschland","57.1","49","156","30","40","70","100","100","53.51","60.69","20","100","50","50"
"2011","AkademikerIn","Westdeutschland","62.27","55","323","30","50","80","100","100","59.7","64.84","10","100","50","60"
"2011","Hauptschule","Ostdeutschland","61.71","55","248","30","50","80","100","100","58.93","64.49","10","100","50","60"
"2011","Hauptschule","Westdeutschland","59.46","47.5","1278","30","40","80","100","100","58.17","60.75","10","100","50","50"
"2011","Realschule","Ostdeutschland","54.12","49","251","30","40","70","80","100","51.42","56.82","7","100","50","50"
