"year","bildungsniveau","sex","mean","median","n","lower_confidence","upper_confidence"
"1991","Realschule","maennlich","56.16","45","50","50.05","62.27"
"1991","Realschule","weiblich","59.27","55","62","53.87","64.67"
"1992","(Fach-)Abitur","maennlich","58.4","45","40","50.85","65.95"
"1992","(Fach-)Abitur","weiblich","","","","",""
"1992","(noch) kein Abschluss","maennlich","71.72","65","43","63.73","79.71"
"1992","(noch) kein Abschluss","weiblich","64.34","55","36","55.9","72.78"
"1992","AkademikerIn","maennlich","60.99","45","82","55.56","66.42"
"1992","AkademikerIn","weiblich","62.48","55","32","55.15","69.81"
"1992","Hauptschule","maennlich","60.51","57.5","496","58.53","62.49"
"1992","Hauptschule","weiblich","65.45","55","336","62.97","67.93"
"1992","Realschule","maennlich","57","45","79","51.64","62.36"
"1992","Realschule","weiblich","57.41","55","94","53.01","61.81"
"1993","(Fach-)Abitur","maennlich","","","","",""
"1993","(Fach-)Abitur","weiblich","","","","",""
"1993","(noch) kein Abschluss","maennlich","","","","",""
"1993","(noch) kein Abschluss","weiblich","","","","",""
"1993","AkademikerIn","maennlich","","","","",""
"1993","AkademikerIn","weiblich","","","","",""
"1993","Hauptschule","maennlich","","","","",""
"1993","Hauptschule","weiblich","","","","",""
"1993","Realschule","maennlich","","","","",""
"1993","Realschule","weiblich","","","","",""
"1994","(Fach-)Abitur","maennlich","57.18","45","33","48.59","65.77"
"1994","(Fach-)Abitur","weiblich","","","","",""
"1994","(noch) kein Abschluss","maennlich","68.29","65","36","60.24","76.34"
"1994","(noch) kein Abschluss","weiblich","65.72","55","31","56.23","75.21"
"1994","AkademikerIn","maennlich","58.28","45","74","52.35","64.21"
"1994","AkademikerIn","weiblich","64.13","55","37","57.39","70.87"
"1994","Hauptschule","maennlich","60.03","55","468","57.91","62.15"
"1994","Hauptschule","weiblich","64.2","57.5","338","61.75","66.65"
"1994","Realschule","maennlich","56.75","45","81","51.45","62.05"
"1994","Realschule","weiblich","58.74","45","86","54.29","63.19"
"1995","(Fach-)Abitur","maennlich","62.57","55","31","54.44","70.7"
"1995","(Fach-)Abitur","weiblich","","","","",""
"1995","(noch) kein Abschluss","maennlich","72.27","75","37","64.35","80.19"
"1995","(noch) kein Abschluss","weiblich","63.98","55","33","55.11","72.85"
"1995","AkademikerIn","maennlich","58.6","45","76","53.05","64.15"
"1995","AkademikerIn","weiblich","65.73","55","46","59.77","71.69"
"1995","Hauptschule","maennlich","61.24","55","444","59.23","63.25"
"1995","Hauptschule","weiblich","66.23","68","356","63.95","68.51"
"1995","Realschule","maennlich","60.22","45","85","55.11","65.33"
"1995","Realschule","weiblich","57.11","45","93","52.96","61.26"
"1996","(Fach-)Abitur","maennlich","52.88","45","31","43.87","61.89"
"1996","(Fach-)Abitur","weiblich","","","","",""
"1996","(noch) kein Abschluss","maennlich","68.05","57.5","39","59.56","76.54"
"1996","(noch) kein Abschluss","weiblich","67.94","55","30","59.12","76.76"
"1996","AkademikerIn","maennlich","53.9","45","75","48.16","59.64"
"1996","AkademikerIn","weiblich","65.19","55","46","58.98","71.4"
"1996","Hauptschule","maennlich","59.99","57.5","493","57.93","62.05"
"1996","Hauptschule","weiblich","63.29","57.5","382","60.96","65.62"
"1996","Realschule","maennlich","55.61","45","89","50.55","60.67"
"1996","Realschule","weiblich","56.99","55","91","52.67","61.31"
"1997","(Fach-)Abitur","maennlich","","","","",""
"1997","(Fach-)Abitur","weiblich","","","","",""
"1997","(noch) kein Abschluss","maennlich","69.79","57.5","40","61.02","78.56"
"1997","(noch) kein Abschluss","weiblich","69.11","65","32","59.01","79.21"
"1997","AkademikerIn","maennlich","55.07","45","67","48.65","61.49"
"1997","AkademikerIn","weiblich","62.56","55","50","56.64","68.48"
"1997","Hauptschule","maennlich","57.97","47.5","475","55.92","60.02"
"1997","Hauptschule","weiblich","63.87","57.5","375","61.63","66.11"
"1997","Realschule","maennlich","54.81","45","96","49.99","59.63"
"1997","Realschule","weiblich","53.12","45","82","49.11","57.13"
"1998","(Fach-)Abitur","maennlich","49.42","45","33","43.58","55.26"
"1998","(Fach-)Abitur","weiblich","","","","",""
"1998","(noch) kein Abschluss","maennlich","61.79","57.5","43","52.97","70.61"
"1998","(noch) kein Abschluss","weiblich","70.27","65","36","61.13","79.41"
"1998","AkademikerIn","maennlich","55.53","45","87","49.97","61.09"
"1998","AkademikerIn","weiblich","63.28","55","54","57.6","68.96"
"1998","Hauptschule","maennlich","59.81","55","526","57.89","61.73"
"1998","Hauptschule","weiblich","65.28","57.5","422","63.07","67.49"
"1998","Realschule","maennlich","54.1","45","103","49.35","58.85"
"1998","Realschule","weiblich","56.64","45","98","52.32","60.96"
"1999","(Fach-)Abitur","maennlich","48.38","45","34","41.34","55.42"
"1999","(Fach-)Abitur","weiblich","","","","",""
"1999","(noch) kein Abschluss","maennlich","65.49","57.5","44","57.39","73.59"
"1999","(noch) kein Abschluss","weiblich","75.2","75","38","66.38","84.02"
"1999","AkademikerIn","maennlich","57.65","45","81","51.98","63.32"
"1999","AkademikerIn","weiblich","62.51","55","59","56.8","68.22"
"1999","Hauptschule","maennlich","58.99","52.5","529","57.04","60.94"
"1999","Hauptschule","weiblich","65.04","57.5","425","62.81","67.27"
"1999","Realschule","maennlich","50.89","45","103","46.34","55.44"
"1999","Realschule","weiblich","53.17","47.5","114","49.34","57"
"2000","(Fach-)Abitur","maennlich","53.33","45","72","48.09","58.57"
"2000","(Fach-)Abitur","weiblich","65.17","55","49","58.77","71.57"
"2000","(noch) kein Abschluss","maennlich","55.21","45","36","47.44","62.98"
"2000","(noch) kein Abschluss","weiblich","83.39","95","31","75.36","91.42"
"2000","AkademikerIn","maennlich","58.88","45","175","55.18","62.58"
"2000","AkademikerIn","weiblich","63.11","55","100","58.71","67.51"
"2000","Hauptschule","maennlich","59.69","47.5","951","58.21","61.17"
"2000","Hauptschule","weiblich","63.53","57.5","743","61.85","65.21"
"2000","Realschule","maennlich","55.92","47.5","189","52.31","59.53"
"2000","Realschule","weiblich","54.85","45","212","51.66","58.04"
"2001","(Fach-)Abitur","maennlich","52","45","75","46.88","57.12"
"2001","(Fach-)Abitur","weiblich","62.5","55","56","56.17","68.83"
"2001","(noch) kein Abschluss","maennlich","66.49","57.5","31","57.03","75.95"
"2001","(noch) kein Abschluss","weiblich","","","","",""
"2001","AkademikerIn","maennlich","59","45","172","55.2","62.8"
"2001","AkademikerIn","weiblich","60.65","45","105","56.24","65.06"
"2001","Hauptschule","maennlich","59.87","47.5","816","58.24","61.5"
"2001","Hauptschule","weiblich","64.03","56","645","62.23","65.83"
"2001","Realschule","maennlich","55.32","45","184","51.45","59.19"
"2001","Realschule","weiblich","57.58","45","206","54.39","60.77"
"2002","(Fach-)Abitur","maennlich","53.83","45","71","48.33","59.33"
"2002","(Fach-)Abitur","weiblich","63.89","55","59","57.56","70.22"
"2002","(noch) kein Abschluss","maennlich","64.21","55","31","54.3","74.12"
"2002","(noch) kein Abschluss","weiblich","","","","",""
"2002","AkademikerIn","maennlich","57.67","45","212","54.25","61.09"
"2002","AkademikerIn","weiblich","64.65","55","119","60.48","68.82"
"2002","Hauptschule","maennlich","59.72","47.5","860","58.13","61.31"
"2002","Hauptschule","weiblich","63.36","57.5","689","61.57","65.15"
"2002","Realschule","maennlich","56.94","45","194","53.47","60.41"
"2002","Realschule","weiblich","55.87","45","231","52.83","58.91"
"2003","(Fach-)Abitur","maennlich","51.31","45","71","45.74","56.88"
"2003","(Fach-)Abitur","weiblich","58.32","45","58","52.36","64.28"
"2003","(noch) kein Abschluss","maennlich","","","","",""
"2003","(noch) kein Abschluss","weiblich","","","","",""
"2003","AkademikerIn","maennlich","59.55","45","219","56.22","62.88"
"2003","AkademikerIn","weiblich","63.23","55.5","124","59.11","67.35"
"2003","Hauptschule","maennlich","60.21","55.5","826","58.6","61.82"
"2003","Hauptschule","weiblich","64.73","56","656","62.9","66.56"
"2003","Realschule","maennlich","56.42","45","190","52.95","59.89"
"2003","Realschule","weiblich","55.81","45","239","52.84","58.78"
"2004","(Fach-)Abitur","maennlich","55.22","45","75","49.7","60.74"
"2004","(Fach-)Abitur","weiblich","58.4","55","63","52.25","64.55"
"2004","(noch) kein Abschluss","maennlich","","","","",""
"2004","(noch) kein Abschluss","weiblich","","","","",""
"2004","AkademikerIn","maennlich","57.54","45","221","54.26","60.82"
"2004","AkademikerIn","weiblich","62.41","55","129","58.44","66.38"
"2004","Hauptschule","maennlich","59.69","59.5","803","58.09","61.29"
"2004","Hauptschule","weiblich","63.04","57.5","657","61.19","64.89"
"2004","Realschule","maennlich","55.41","45","203","52.09","58.73"
"2004","Realschule","weiblich","57.09","45","250","54.15","60.03"
"2005","(Fach-)Abitur","maennlich","54.07","45","73","48.56","59.58"
"2005","(Fach-)Abitur","weiblich","61.43","45","59","54.66","68.2"
"2005","(noch) kein Abschluss","maennlich","","","","",""
"2005","(noch) kein Abschluss","weiblich","","","","",""
"2005","AkademikerIn","maennlich","58.72","45","196","55.37","62.07"
"2005","AkademikerIn","weiblich","60.71","55","144","56.87","64.55"
"2005","Hauptschule","maennlich","58.83","49.5","804","57.24","60.42"
"2005","Hauptschule","weiblich","63.16","55","622","61.26","65.06"
"2005","Realschule","maennlich","56.88","45","217","53.66","60.1"
"2005","Realschule","weiblich","59.18","55","241","56.29","62.07"
"2006","(Fach-)Abitur","maennlich","60.25","45","74","54.13","66.37"
"2006","(Fach-)Abitur","weiblich","57.54","45","68","51.6","63.48"
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","58.11","45","239","54.97","61.25"
"2006","AkademikerIn","weiblich","61.8","55","162","58.3","65.3"
"2006","Hauptschule","maennlich","58.86","47.5","846","57.32","60.4"
"2006","Hauptschule","weiblich","63.37","55","685","61.6","65.14"
"2006","Realschule","maennlich","55.42","49","246","52.38","58.46"
"2006","Realschule","weiblich","57.06","45","275","54.18","59.94"
"2007","(Fach-)Abitur","maennlich","56.86","45","82","51.38","62.34"
"2007","(Fach-)Abitur","weiblich","57.84","45","77","52.39","63.29"
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","59.96","47.5","237","56.82","63.1"
"2007","AkademikerIn","weiblich","61.46","55","169","58.02","64.9"
"2007","Hauptschule","maennlich","59.93","57.5","781","58.3","61.56"
"2007","Hauptschule","weiblich","64.24","55","612","62.39","66.09"
"2007","Realschule","maennlich","55.13","45","226","52.01","58.25"
"2007","Realschule","weiblich","57.61","45","272","54.79","60.43"
"2008","(Fach-)Abitur","maennlich","60.03","45","78","54.26","65.8"
"2008","(Fach-)Abitur","weiblich","56.96","45","68","50.93","62.99"
"2008","(noch) kein Abschluss","maennlich","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","",""
"2008","AkademikerIn","maennlich","60","55","226","56.77","63.23"
"2008","AkademikerIn","weiblich","60.67","45","160","57.18","64.16"
"2008","Hauptschule","maennlich","59.51","47.5","718","57.8","61.22"
"2008","Hauptschule","weiblich","62.61","55","587","60.73","64.49"
"2008","Realschule","maennlich","54.91","45","229","51.75","58.07"
"2008","Realschule","weiblich","57","47.5","253","53.95","60.05"
"2009","(Fach-)Abitur","maennlich","58.03","45","76","52.62","63.44"
"2009","(Fach-)Abitur","weiblich","59.34","45","69","53.53","65.15"
"2009","(noch) kein Abschluss","maennlich","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","",""
"2009","AkademikerIn","maennlich","57.42","45","224","54.32","60.52"
"2009","AkademikerIn","weiblich","60.26","47.5","151","56.54","63.98"
"2009","Hauptschule","maennlich","57.68","45","673","55.91","59.45"
"2009","Hauptschule","weiblich","62.33","55","542","60.38","64.28"
"2009","Realschule","maennlich","53.94","48","228","50.86","57.02"
"2009","Realschule","weiblich","56.76","45","262","53.84","59.68"
"2010","(Fach-)Abitur","maennlich","58.69","45","90","54.05","63.33"
"2010","(Fach-)Abitur","weiblich","60.64","45","76","55.44","65.84"
"2010","(noch) kein Abschluss","maennlich","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","",""
"2010","AkademikerIn","maennlich","59.52","55","226","56.28","62.76"
"2010","AkademikerIn","weiblich","62.37","45","152","58.69","66.05"
"2010","Hauptschule","maennlich","57.32","47.5","660","55.59","59.05"
"2010","Hauptschule","weiblich","61.44","56.5","528","59.42","63.46"
"2010","Realschule","maennlich","54.01","46.5","271","51.11","56.91"
"2010","Realschule","weiblich","56.05","45","309","53.4","58.7"
"2011","(Fach-)Abitur","maennlich","54.25","45","92","49.67","58.83"
"2011","(Fach-)Abitur","weiblich","53.62","45","98","49.06","58.18"
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","64.39","55","41","56.72","72.06"
"2011","AkademikerIn","maennlich","61.65","55","279","58.83","64.47"
"2011","AkademikerIn","weiblich","59.69","49","200","56.61","62.77"
"2011","Hauptschule","maennlich","56.83","45","824","55.29","58.37"
"2011","Hauptschule","weiblich","62.72","55","702","60.96","64.48"
"2011","Realschule","maennlich","52.29","49","346","49.83","54.75"
"2011","Realschule","weiblich","56.16","47.5","411","53.93","58.39"
"2012","(Fach-)Abitur","maennlich","55.22","47.5","116","50.65","59.79"
"2012","(Fach-)Abitur","weiblich","55.02","45","118","50.56","59.48"
"2012","(noch) kein Abschluss","maennlich","59.65","58","30","50.8","68.5"
"2012","(noch) kein Abschluss","weiblich","69.18","70","36","60.91","77.45"
"2012","AkademikerIn","maennlich","59.91","45","286","57.07","62.75"
"2012","AkademikerIn","weiblich","60.17","45","213","57.21","63.13"
"2012","Hauptschule","maennlich","55.72","47.5","851","54.19","57.25"
"2012","Hauptschule","weiblich","60.87","57.5","702","59.14","62.6"
"2012","Realschule","maennlich","51.79","47.5","374","49.39","54.19"
"2012","Realschule","weiblich","53.03","47.5","442","51.06","55"
"2013","(Fach-)Abitur","maennlich","53.57","49.5","129","49.27","57.87"
"2013","(Fach-)Abitur","weiblich","56.77","45","131","52.67","60.87"
"2013","(noch) kein Abschluss","maennlich","63.44","55","50","56.67","70.21"
"2013","(noch) kein Abschluss","weiblich","68.57","55","43","60.85","76.29"
"2013","AkademikerIn","maennlich","60.05","47.5","309","57.37","62.73"
"2013","AkademikerIn","weiblich","60.33","47.5","223","57.42","63.24"
"2013","Hauptschule","maennlich","58.53","49.5","826","56.97","60.09"
"2013","Hauptschule","weiblich","62.37","55","685","60.6","64.14"
"2013","Realschule","maennlich","55.48","47.5","349","53.03","57.93"
"2013","Realschule","weiblich","52.72","45","433","50.65","54.79"
"2014","(Fach-)Abitur","maennlich","55.3","49.5","125","51.01","59.59"
"2014","(Fach-)Abitur","weiblich","56.62","45","132","52.68","60.56"
"2014","(noch) kein Abschluss","maennlich","60.16","45","42","51.93","68.39"
"2014","(noch) kein Abschluss","weiblich","66.58","57.5","42","59.13","74.03"
"2014","AkademikerIn","maennlich","59.19","45","294","56.48","61.9"
"2014","AkademikerIn","weiblich","59.11","47.5","224","56.19","62.03"
"2014","Hauptschule","maennlich","59.51","49.5","792","57.89","61.13"
"2014","Hauptschule","weiblich","60.71","55","674","58.96","62.46"
"2014","Realschule","maennlich","54.47","47.5","327","51.84","57.1"
"2014","Realschule","weiblich","53.23","45","426","51.11","55.35"
"2015","(Fach-)Abitur","maennlich","55.43","49.5","110","50.98","59.88"
"2015","(Fach-)Abitur","weiblich","55.14","45","113","50.73","59.55"
"2015","(noch) kein Abschluss","maennlich","54.54","45","35","46.69","62.39"
"2015","(noch) kein Abschluss","weiblich","68.07","55","38","59.65","76.49"
"2015","AkademikerIn","maennlich","60.04","47.5","267","57.24","62.84"
"2015","AkademikerIn","weiblich","57.03","45","226","54.11","59.95"
"2015","Hauptschule","maennlich","58.17","49.5","699","56.46","59.88"
"2015","Hauptschule","weiblich","60.12","47.5","603","58.27","61.97"
"2015","Realschule","maennlich","55.31","47.5","306","52.62","58"
"2015","Realschule","weiblich","53.07","45","427","50.98","55.16"
"2016","(Fach-)Abitur","maennlich","53.85","49.5","113","49.54","58.16"
"2016","(Fach-)Abitur","weiblich","56.15","45","115","51.78","60.52"
"2016","(noch) kein Abschluss","maennlich","72.02","75","30","62.84","81.2"
"2016","(noch) kein Abschluss","weiblich","72.24","75","31","62.63","81.85"
"2016","AkademikerIn","maennlich","58.39","45","258","55.53","61.25"
"2016","AkademikerIn","weiblich","58.96","47.5","229","56.03","61.89"
"2016","Hauptschule","maennlich","59.11","49.5","640","57.3","60.92"
"2016","Hauptschule","weiblich","60.74","57.5","551","58.83","62.65"
"2016","Realschule","maennlich","54.71","47.5","303","52.01","57.41"
"2016","Realschule","weiblich","55.58","45","377","53.29","57.87"
"2017","(Fach-)Abitur","maennlich","58.44","47.5","120","54.46","62.42"
"2017","(Fach-)Abitur","weiblich","56.27","45","155","52.46","60.08"
"2017","(noch) kein Abschluss","maennlich","56.84","45","40","49.9","63.78"
"2017","(noch) kein Abschluss","weiblich","68.7","55","38","60.13","77.27"
"2017","AkademikerIn","maennlich","58.16","47.5","277","55.4","60.92"
"2017","AkademikerIn","weiblich","57.17","45","229","54.34","60"
"2017","Hauptschule","maennlich","58.77","47.5","696","57.06","60.48"
"2017","Hauptschule","weiblich","62.19","55","584","60.33","64.05"
"2017","Realschule","maennlich","55.43","47.5","341","52.91","57.95"
"2017","Realschule","weiblich","54.52","45","456","52.45","56.59"
"2018","(Fach-)Abitur","maennlich","56.11","47.5","135","52.29","59.93"
"2018","(Fach-)Abitur","weiblich","55.71","45","151","51.95","59.47"
"2018","(noch) kein Abschluss","maennlich","62.92","55","38","55.94","69.9"
"2018","(noch) kein Abschluss","weiblich","65.71","55","45","58.58","72.84"
"2018","AkademikerIn","maennlich","57.33","49.5","278","54.66","60"
"2018","AkademikerIn","weiblich","56.33","45","240","53.5","59.16"
"2018","Hauptschule","maennlich","58.1","47.5","702","56.42","59.78"
"2018","Hauptschule","weiblich","61.08","55","603","59.28","62.88"
"2018","Realschule","maennlich","54.41","49","342","51.92","56.9"
"2018","Realschule","weiblich","55.76","47.5","457","53.69","57.83"
"2019","(Fach-)Abitur","maennlich","53.85","45","131","49.78","57.92"
"2019","(Fach-)Abitur","weiblich","55.34","45","164","51.9","58.78"
"2019","(noch) kein Abschluss","maennlich","57.99","55","38","51.67","64.31"
"2019","(noch) kein Abschluss","weiblich","63.52","55","36","55.45","71.59"
"2019","AkademikerIn","maennlich","59.18","49","306","56.6","61.76"
"2019","AkademikerIn","weiblich","55.14","47.5","246","52.51","57.77"
"2019","Hauptschule","maennlich","57.65","47.5","661","55.87","59.43"
"2019","Hauptschule","weiblich","61.9","55","513","59.95","63.85"
"2019","Realschule","maennlich","54.63","47.5","352","52.22","57.04"
"2019","Realschule","weiblich","54.7","45","475","52.7","56.7"
"2020","(Fach-)Abitur","maennlich","59.04","55","135","54.89","63.19"
"2020","(Fach-)Abitur","weiblich","55.74","45","166","52.14","59.34"
"2020","(noch) kein Abschluss","maennlich","63.5","55","46","56.77","70.23"
"2020","(noch) kein Abschluss","weiblich","71.69","75","43","64.37","79.01"
"2020","AkademikerIn","maennlich","57.99","47.5","295","55.48","60.5"
"2020","AkademikerIn","weiblich","56.37","45","261","53.7","59.04"
"2020","Hauptschule","maennlich","58.47","47.5","594","56.6","60.34"
"2020","Hauptschule","weiblich","62.56","55","494","60.55","64.57"
"2020","Realschule","maennlich","55.83","47.5","339","53.3","58.36"
"2020","Realschule","weiblich","57.41","45","452","55.28","59.54"
