"year","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2001","(Fach-)Abitur","79.9","79.9","2222","79.9","79.9"
"2001","(noch) kein Abschluss","79.9","79.9","871","79.9","79.9"
"2001","AkademikerIn","79.9","79.9","3550","79.9","79.9"
"2001","Hauptschule","79.9","79.9","9393","79.9","79.9"
"2001","Realschule","79.9","79.9","5777","79.9","79.9"
"2002","(Fach-)Abitur","81.5","81.5","2456","81.5","81.5"
"2002","(noch) kein Abschluss","81.5","81.5","909","81.5","81.5"
"2002","AkademikerIn","81.5","81.5","4559","81.5","81.5"
"2002","Hauptschule","81.5","81.5","8919","81.5","81.5"
"2002","Realschule","81.5","81.5","5990","81.5","81.5"
"2003","(Fach-)Abitur","82.6","82.6","2410","82.6","82.6"
"2003","(noch) kein Abschluss","82.6","82.6","898","82.6","82.6"
"2003","AkademikerIn","82.6","82.6","4354","82.6","82.6"
"2003","Hauptschule","82.6","82.6","8458","82.6","82.6"
"2003","Realschule","82.6","82.6","5784","82.6","82.6"
"2004","(Fach-)Abitur","83.5","83.5","2398","83.5","83.5"
"2004","(noch) kein Abschluss","83.5","83.5","909","83.5","83.5"
"2004","AkademikerIn","83.5","83.5","4295","83.5","83.5"
"2004","Hauptschule","83.5","83.5","8073","83.5","83.5"
"2004","Realschule","83.5","83.5","5623","83.5","83.5"
"2005","(Fach-)Abitur","84.9","84.9","2296","84.9","84.9"
"2005","(noch) kein Abschluss","84.9","84.9","905","84.9","84.9"
"2005","AkademikerIn","84.9","84.9","4166","84.9","84.9"
"2005","Hauptschule","84.9","84.9","7571","84.9","84.9"
"2005","Realschule","84.9","84.9","5386","84.9","84.9"
"2006","(Fach-)Abitur","86.2","86.2","2456","86.2","86.2"
"2006","(noch) kein Abschluss","86.2","86.2","893","86.2","86.2"
"2006","AkademikerIn","86.2","86.2","4577","86.2","86.2"
"2006","Hauptschule","86.2","86.2","8134","86.2","86.2"
"2006","Realschule","86.2","86.2","5782","86.2","86.2"
"2007","(Fach-)Abitur","87.6","87.6","2362","87.6","87.6"
"2007","(noch) kein Abschluss","87.6","87.6","843","87.6","87.6"
"2007","AkademikerIn","87.6","87.6","4389","87.6","87.6"
"2007","Hauptschule","87.6","87.6","7361","87.6","87.6"
"2007","Realschule","87.6","87.6","5435","87.6","87.6"
"2008","(Fach-)Abitur","89.6","89.6","2174","89.6","89.6"
"2008","(noch) kein Abschluss","89.6","89.6","746","89.6","89.6"
"2008","AkademikerIn","89.6","89.6","4192","89.6","89.6"
"2008","Hauptschule","89.6","89.6","6838","89.6","89.6"
"2008","Realschule","89.6","89.6","5146","89.6","89.6"
"2009","(Fach-)Abitur","91.9","91.9","2005","91.9","91.9"
"2009","(noch) kein Abschluss","91.9","91.9","677","91.9","91.9"
"2009","AkademikerIn","91.9","91.9","4035","91.9","91.9"
"2009","Hauptschule","91.9","91.9","6235","91.9","91.9"
"2009","Realschule","91.9","91.9","4831","91.9","91.9"
"2010","(Fach-)Abitur","92.2","92.2","3062","92.2","92.2"
"2010","(noch) kein Abschluss","92.2","92.2","1067","92.2","92.2"
"2010","AkademikerIn","92.2","92.2","5376","92.2","92.2"
"2010","Hauptschule","92.2","92.2","7531","92.2","92.2"
"2010","Realschule","92.2","92.2","6826","92.2","92.2"
"2011","(Fach-)Abitur","93.2","93.2","3635","93.2","93.2"
"2011","(noch) kein Abschluss","93.2","93.2","1320","93.2","93.2"
"2011","AkademikerIn","93.2","93.2","6212","93.2","93.2"
"2011","Hauptschule","93.2","93.2","8990","93.2","93.2"
"2011","Realschule","93.2","93.2","7964","93.2","93.2"
"2012","(Fach-)Abitur","95.2","95.2","3557","95.2","95.2"
"2012","(noch) kein Abschluss","95.2","95.2","1330","95.2","95.2"
"2012","AkademikerIn","95.2","95.2","6146","95.2","95.2"
"2012","Hauptschule","95.2","95.2","8706","95.2","95.2"
"2012","Realschule","95.2","95.2","7805","95.2","95.2"
"2013","(Fach-)Abitur","97.1","97.1","4465","97.1","97.1"
"2013","(noch) kein Abschluss","97.1","97.1","1760","97.1","97.1"
"2013","AkademikerIn","97.1","97.1","6862","97.1","97.1"
"2013","Hauptschule","97.1","97.1","9466","97.1","97.1"
"2013","Realschule","97.1","97.1","7852","97.1","97.1"
"2014","(Fach-)Abitur","98.5","98.5","3954","98.5","98.5"
"2014","(noch) kein Abschluss","98.5","98.5","1438","98.5","98.5"
"2014","AkademikerIn","98.5","98.5","6227","98.5","98.5"
"2014","Hauptschule","98.5","98.5","8261","98.5","98.5"
"2014","Realschule","98.5","98.5","6949","98.5","98.5"
"2015","(Fach-)Abitur","99.5","99.5","4171","99.5","99.5"
"2015","(noch) kein Abschluss","99.5","99.5","1365","99.5","99.5"
"2015","AkademikerIn","99.5","99.5","6422","99.5","99.5"
"2015","Hauptschule","99.5","99.5","7870","99.5","99.5"
"2015","Realschule","99.5","99.5","6648","99.5","99.5"
"2016","(Fach-)Abitur","100","100","4222","100","100"
"2016","(noch) kein Abschluss","100","100","2269","100","100"
"2016","AkademikerIn","100","100","6488","100","100"
"2016","Hauptschule","100","100","7669","100","100"
"2016","Realschule","100","100","6127","100","100"
"2017","(Fach-)Abitur","100.5","100.5","4841","100.5","100.5"
"2017","(noch) kein Abschluss","100.5","100.5","2842","100.5","100.5"
"2017","AkademikerIn","100.5","100.5","7251","100.5","100.5"
"2017","Hauptschule","100.5","100.5","8111","100.5","100.5"
"2017","Realschule","100.5","100.5","7021","100.5","100.5"
"2018","(Fach-)Abitur","102","102","4648","102","102"
"2018","(noch) kein Abschluss","102","102","2619","102","102"
"2018","AkademikerIn","102","102","6978","102","102"
"2018","Hauptschule","102","102","7634","102","102"
"2018","Realschule","102","102","6758","102","102"
"2019","(Fach-)Abitur","103.8","103.8","4698","103.8","103.8"
"2019","(noch) kein Abschluss","103.8","103.8","2414","103.8","103.8"
"2019","AkademikerIn","103.8","103.8","7609","103.8","103.8"
"2019","Hauptschule","103.8","103.8","6978","103.8","103.8"
"2019","Realschule","103.8","103.8","6859","103.8","103.8"
"2020","(Fach-)Abitur","105.3","105.3","5083","105.3","105.3"
"2020","(noch) kein Abschluss","105.3","105.3","2626","105.3","105.3"
"2020","AkademikerIn","105.3","105.3","7797","105.3","105.3"
"2020","Hauptschule","105.3","105.3","6788","105.3","105.3"
"2020","Realschule","105.3","105.3","6330","105.3","105.3"
