year,hhtyp,rentown,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2000,Multi-generational household,Tenant,No,1.00000,45,12938,0,0.81828,0,1.15736
2000,Other Combinations,Owner,No,1.00000,82,12938,0,0.89596,0,1.12578
2000,Other Combinations,Tenant,No,1.00000,76,12938,0,0.87480,0,1.12285
2001,Single-person household,Owner,No,1.00000,772,11643,0,0.97301,0,1.03270
2001,Single-person household,Tenant,Yes,0.05548,133,11643,0,0.05125,0,0.06040
2001,Single-person household,Tenant,No,0.94452,2020,11643,0,0.92597,0,0.96365
2001,Couple without children,Owner,No,1.00000,1781,11643,0,0.97889,0,1.02444
2001,Couple without children,Tenant,Yes,0.01672,36,11643,0,0.01279,0,0.02045
2001,Couple without children,Tenant,No,0.98328,1772,11643,0,0.95658,0,1.00732
2001,Single parent,Owner,No,1.00000,191,11643,0,0.91171,0,1.08922
2001,Single parent,Tenant,Yes,0.19884,109,11643,0,0.17756,0,0.21857
2001,Single parent,Tenant,No,0.80116,405,11643,0,0.75806,0,0.84486
2001,Couple with children,Owner,No,1.00000,2310,11643,0,0.97476,0,1.02034
2001,Couple with children,Tenant,Yes,0.05383,119,11643,0,0.04697,0,0.06117
2001,Couple with children,Tenant,No,0.94617,1717,11643,0,0.92086,0,0.97594
2001,Multi-generational household,Owner,No,1.00000,115,11643,0,0.90519,0,1.10768
2001,Multi-generational household,Tenant,No,1.00000,41,11643,0,0.77174,0,1.23128
2001,Other Combinations,Owner,No,1.00000,65,11643,0,0.88430,0,1.14721
2001,Other Combinations,Tenant,No,1.00000,57,11643,0,0.85619,0,1.15952
2002,Single-person household,Owner,No,1.00000,759,12183,0,0.97142,0,1.03042
2002,Single-person household,Tenant,Yes,0.06049,136,12183,0,0.05501,0,0.06608
2002,Single-person household,Tenant,No,0.93951,2041,12183,0,0.92109,0,0.96121
2002,Couple without children,Owner,No,1.00000,2062,12183,0,0.96825,0,1.03241
2002,Couple without children,Tenant,Yes,0.01728,36,12183,0,0.01336,0,0.02234
2002,Couple without children,Tenant,No,0.98272,1804,12183,0,0.95193,0,1.01180
2002,Single parent,Owner,No,1.00000,207,12183,0,0.88483,0,1.08894
2002,Single parent,Tenant,Yes,0.18940,101,12183,0,0.16234,0,0.21846
2002,Single parent,Tenant,No,0.81060,402,12183,0,0.76131,0,0.85791
2002,Couple with children,Owner,No,1.00000,2610,12183,0,0.96899,0,1.04043
2002,Couple with children,Tenant,Yes,0.06659,111,12183,0,0.05736,0,0.07502
2002,Couple with children,Tenant,No,0.93341,1641,12183,0,0.89470,0,0.96474
2002,Multi-generational household,Owner,No,1.00000,106,12183,0,0.83405,0,1.17509
2002,Multi-generational household,Tenant,No,1.00000,39,12183,0,0.75383,0,1.27156
2002,Other Combinations,Owner,No,1.00000,74,12183,0,0.83213,0,1.19622
2002,Other Combinations,Tenant,No,1.00000,54,12183,0,0.84234,0,1.18199
2003,Single-person household,Owner,No,1.00000,785,11768,0,0.96688,0,1.03429
2003,Single-person household,Tenant,Yes,0.06552,142,11768,0,0.06002,0,0.07154
2003,Single-person household,Tenant,No,0.93448,1985,11768,0,0.91297,0,0.95839
2003,Couple without children,Owner,No,1.00000,2016,11768,0,0.97055,0,1.03166
2003,Couple without children,Tenant,Yes,0.02250,41,11768,0,0.01712,0,0.02860
2003,Couple without children,Tenant,No,0.97750,1758,11768,0,0.94290,0,1.00982
2003,Single parent,Owner,No,1.00000,191,11768,0,0.91149,0,1.09994
2003,Single parent,Tenant,Yes,0.23606,118,11768,0,0.21132,0,0.26152
2003,Single parent,Tenant,No,0.76394,388,11768,0,0.71923,0,0.80537
2003,Couple with children,Owner,No,1.00000,2491,11768,0,0.96628,0,1.02994
2003,Couple with children,Tenant,Yes,0.07338,118,11768,0,0.06373,0,0.08367
2003,Couple with children,Tenant,No,0.92662,1503,11768,0,0.89326,0,0.96287
2003,Multi-generational household,Owner,No,1.00000,83,11768,0,0.78927,0,1.20411
2003,Multi-generational household,Tenant,No,1.00000,36,11768,0,0.77128,0,1.23608
2003,Other Combinations,Owner,No,1.00000,61,11768,0,0.81437,0,1.20960
2003,Other Combinations,Tenant,No,1.00000,52,11768,0,0.78985,0,1.21553
2004,Single-person household,Owner,No,1.00000,799,11472,0,0.96582,0,1.03504
2004,Single-person household,Tenant,Yes,0.07369,149,11472,0,0.06766,0,0.08082
2004,Single-person household,Tenant,No,0.92631,1906,11472,0,0.90247,0,0.94856
2004,Couple without children,Owner,No,1.00000,1996,11472,0,0.96100,0,1.02686
2004,Couple without children,Tenant,Yes,0.02819,45,11472,0,0.02343,0,0.03434
2004,Couple without children,Tenant,No,0.97181,1776,11472,0,0.94079,0,1.00529
2004,Single parent,Owner,No,1.00000,182,11472,0,0.91239,0,1.13268
2004,Single parent,Tenant,Yes,0.23267,114,11472,0,0.20385,0,0.25883
2004,Single parent,Tenant,No,0.76733,382,11472,0,0.71607,0,0.81167
2004,Couple with children,Owner,No,1.00000,2410,11472,0,0.96548,0,1.04323
2004,Couple with children,Tenant,Yes,0.08536,123,11472,0,0.07225,0,0.09693
2004,Couple with children,Tenant,No,0.91464,1404,11472,0,0.87693,0,0.94998
2004,Multi-generational household,Owner,No,1.00000,79,11472,0,0.79107,0,1.22764
2004,Other Combinations,Owner,No,1.00000,60,11472,0,0.80401,0,1.25283
2004,Other Combinations,Tenant,No,1.00000,47,11472,0,0.78772,0,1.24750
2005,Single-person household,Owner,No,1.00000,803,11132,0,0.96627,0,1.04336
2005,Single-person household,Tenant,Yes,0.05113,108,11132,0,0.04533,0,0.05628
2005,Single-person household,Tenant,No,0.94887,1989,11132,0,0.92565,0,0.97499
2005,Couple without children,Owner,No,1.00000,1966,11132,0,0.96169,0,1.03065
2005,Couple without children,Tenant,Yes,0.02280,45,11132,0,0.01783,0,0.02880
2005,Couple without children,Tenant,No,0.97720,1678,11132,0,0.94034,0,1.01174
2005,Single parent,Owner,No,1.00000,190,11132,0,0.91937,0,1.10054
2005,Single parent,Tenant,Yes,0.14204,76,11132,0,0.11675,0,0.16776
2005,Single parent,Tenant,No,0.85796,421,11132,0,0.80262,0,0.91756
2005,Couple with children,Owner,No,1.00000,2268,11132,0,0.96024,0,1.03724
2005,Couple with children,Tenant,Yes,0.05345,89,11132,0,0.04560,0,0.06038
2005,Couple with children,Tenant,No,0.94655,1328,11132,0,0.90070,0,0.98183
2005,Multi-generational household,Owner,No,1.00000,74,11132,0,0.77757,0,1.27442
2005,Other Combinations,Owner,No,1.00000,52,11132,0,0.79037,0,1.27136
2005,Other Combinations,Tenant,No,1.00000,45,11132,0,0.72829,0,1.25524
2006,Single-person household,Owner,No,1.00000,949,12205,0,0.96575,0,1.03158
2006,Single-person household,Tenant,Yes,0.05348,127,12205,0,0.04872,0,0.05884
2006,Single-person household,Tenant,No,0.94652,2204,12205,0,0.92206,0,0.96898
2006,Couple without children,Owner,No,1.00000,2303,12205,0,0.96872,0,1.02977
2006,Couple without children,Tenant,Yes,0.02376,41,12205,0,0.01737,0,0.03029
2006,Couple without children,Tenant,No,0.97624,1809,12205,0,0.94177,0,1.00894
2006,Single parent,Owner,No,1.00000,221,12205,0,0.91289,0,1.08376
2006,Single parent,Tenant,Yes,0.12599,75,12205,0,0.11374,0,0.14058
2006,Single parent,Tenant,No,0.87401,472,12205,0,0.81998,0,0.93807
2006,Couple with children,Owner,No,1.00000,2363,12205,0,0.96754,0,1.03507
2006,Couple with children,Tenant,Yes,0.04669,73,12205,0,0.04084,0,0.05366
2006,Couple with children,Tenant,No,0.95331,1388,12205,0,0.90752,0,0.99412
2006,Multi-generational household,Owner,No,1.00000,76,12205,0,0.78865,0,1.27304
2006,Other Combinations,Owner,No,1.00000,62,12205,0,0.80129,0,1.16459
2006,Other Combinations,Tenant,No,1.00000,42,12205,0,0.72395,0,1.25748
2007,Single-person household,Owner,No,1.00000,893,11377,0,0.96203,0,1.03269
2007,Single-person household,Tenant,Yes,0.05639,118,11377,0,0.05069,0,0.06124
2007,Single-person household,Tenant,No,0.94361,2095,11377,0,0.91773,0,0.96716
2007,Couple without children,Owner,No,1.00000,2167,11377,0,0.96278,0,1.04058
2007,Couple without children,Tenant,No,1.00000,1678,11377,0,0.96855,0,1.03750
2007,Single parent,Owner,No,1.00000,209,11377,0,0.90664,0,1.10187
2007,Single parent,Tenant,Yes,0.10505,59,11377,0,0.08620,0,0.12019
2007,Single parent,Tenant,No,0.89495,441,11377,0,0.83344,0,0.96002
2007,Couple with children,Owner,No,1.00000,2217,11377,0,0.96420,0,1.04515
2007,Couple with children,Tenant,Yes,0.05186,67,11377,0,0.04270,0,0.06345
2007,Couple with children,Tenant,No,0.94814,1281,11377,0,0.90686,0,0.99576
2007,Multi-generational household,Owner,No,1.00000,63,11377,0,0.76587,0,1.28165
2007,Other Combinations,Owner,No,1.00000,50,11377,0,0.76305,0,1.24936
2007,Other Combinations,Tenant,No,1.00000,39,11377,0,0.69088,0,1.33869
2008,Single-person household,Owner,No,1.00000,897,10782,0,0.96441,0,1.04392
2008,Single-person household,Tenant,Yes,0.04562,90,10782,0,0.04044,0,0.05126
2008,Single-person household,Tenant,No,0.95438,1998,10782,0,0.92750,0,0.98147
2008,Couple without children,Owner,No,1.00000,2111,10782,0,0.96211,0,1.03540
2008,Couple without children,Tenant,Yes,0.02099,34,10782,0,0.01607,0,0.02657
2008,Couple without children,Tenant,No,0.97901,1588,10782,0,0.94132,0,1.01944
2008,Single parent,Owner,No,1.00000,197,10782,0,0.89816,0,1.11523
2008,Single parent,Tenant,Yes,0.11533,61,10782,0,0.09701,0,0.13662
2008,Single parent,Tenant,No,0.88467,420,10782,0,0.82924,0,0.95059
2008,Couple with children,Owner,No,1.00000,2063,10782,0,0.95928,0,1.03666
2008,Couple with children,Tenant,Yes,0.04847,61,10782,0,0.03956,0,0.05809
2008,Couple with children,Tenant,No,0.95153,1134,10782,0,0.90623,0,0.99964
2008,Multi-generational household,Owner,No,1.00000,55,10782,0,0.76383,0,1.31082
2008,Other Combinations,Owner,No,1.00000,42,10782,0,0.76267,0,1.31832
2008,Other Combinations,Tenant,No,1.00000,31,10782,0,0.69169,0,1.39267
2009,Single-person household,Owner,No,1.00000,865,10112,0,0.95318,0,1.04263
2009,Single-person household,Tenant,Yes,0.04422,88,10112,0,0.03806,0,0.05025
2009,Single-person household,Tenant,No,0.95578,1893,10112,0,0.92881,0,0.98157
2009,Couple without children,Owner,No,1.00000,2000,10112,0,0.95917,0,1.04550
2009,Couple without children,Tenant,No,1.00000,1519,10112,0,0.96342,0,1.05186
2009,Single parent,Owner,No,1.00000,192,10112,0,0.87711,0,1.12024
2009,Single parent,Tenant,Yes,0.11745,53,10112,0,0.09355,0,0.14544
2009,Single parent,Tenant,No,0.88255,387,10112,0,0.81783,0,0.94897
2009,Couple with children,Owner,No,1.00000,1908,10112,0,0.95709,0,1.04590
2009,Couple with children,Tenant,Yes,0.04954,60,10112,0,0.04031,0,0.06086
2009,Couple with children,Tenant,No,0.95046,1032,10112,0,0.89934,0,0.99911
2009,Multi-generational household,Owner,No,1.00000,45,10112,0,0.73085,0,1.28117
2009,Other Combinations,Owner,No,1.00000,39,10112,0,0.67160,0,1.34891
2009,Other Combinations,Tenant,No,1.00000,31,10112,0,0.73210,0,1.45315
2010,Single-person household,Owner,No,1.00000,851,13327,0,0.96097,0,1.04258
2010,Single-person household,Tenant,Yes,0.04763,80,13327,0,0.04104,0,0.05331
2010,Single-person household,Tenant,No,0.95237,1720,13327,0,0.92579,0,0.97863
2010,Couple without children,Owner,No,1.00000,1889,13327,0,0.95790,0,1.04706
2010,Couple without children,Tenant,No,1.00000,1399,13327,0,0.95085,0,1.04494
2010,Single parent,Owner,No,1.00000,378,13327,0,0.87933,0,1.13271
2010,Single parent,Tenant,Yes,0.14303,248,13327,0,0.11921,0,0.16935
2010,Single parent,Tenant,No,0.85697,1165,13327,0,0.79240,0,0.91132
2010,Couple with children,Owner,Yes,0.00891,49,13327,0,0.00683,0,0.01160
2010,Couple with children,Owner,No,0.99109,2837,13327,0,0.95022,0,1.03996
2010,Couple with children,Tenant,Yes,0.04888,193,13327,0,0.04267,0,0.05450
2010,Couple with children,Tenant,No,0.95112,2388,13327,0,0.89724,0,1.00862
2010,Multi-generational household,Owner,No,1.00000,60,13327,0,0.71084,0,1.33001
2010,Multi-generational household,Tenant,No,1.00000,34,13327,0,0.77421,0,1.27101
2010,Other Combinations,Owner,No,1.00000,36,13327,0,0.68559,0,1.42464
2011,Single-person household,Owner,No,1.00000,1071,16171,0,0.96597,0,1.03826
2011,Single-person household,Tenant,Yes,0.04037,92,16171,0,0.03484,0,0.04648
2011,Single-person household,Tenant,No,0.95963,2319,16171,0,0.93423,0,0.98403
2011,Couple without children,Owner,No,1.00000,2485,16171,0,0.96449,0,1.03700
2011,Couple without children,Tenant,No,1.00000,1810,16171,0,0.96102,0,1.04654
2011,Single parent,Owner,No,1.00000,483,16171,0,0.91876,0,1.09587
2011,Single parent,Tenant,Yes,0.15276,332,16171,0,0.13731,0,0.17303
2011,Single parent,Tenant,No,0.84724,1438,16171,0,0.79548,0,0.89008
2011,Couple with children,Owner,Yes,0.00740,42,16171,0,0.00449,0,0.01178
2011,Couple with children,Owner,No,0.99260,3301,16171,0,0.95201,0,1.03272
2011,Couple with children,Tenant,Yes,0.05326,208,16171,0,0.04517,0,0.06245
2011,Couple with children,Tenant,No,0.94674,2388,16171,0,0.90140,0,1.00221
2011,Multi-generational household,Owner,No,1.00000,72,16171,0,0.75070,0,1.28728
2011,Multi-generational household,Tenant,No,1.00000,35,16171,0,0.67982,0,1.34468
2011,Other Combinations,Owner,No,1.00000,45,16171,0,0.78600,0,1.36799
2011,Other Combinations,Tenant,No,1.00000,50,16171,0,0.79818,0,1.19976
2012,Single-person household,Owner,No,1.00000,1084,15915,0,0.96118,0,1.03822
2012,Single-person household,Tenant,Yes,0.03758,90,15915,0,0.03266,0,0.04216
2012,Single-person household,Tenant,No,0.96242,2463,15915,0,0.93678,0,0.98751
2012,Couple without children,Owner,No,1.00000,2527,15915,0,0.96613,0,1.03455
2012,Couple without children,Tenant,No,1.00000,1853,15915,0,0.96007,0,1.03464
2012,Single parent,Owner,No,1.00000,471,15915,0,0.90473,0,1.09024
2012,Single parent,Tenant,Yes,0.12273,241,15915,0,0.10849,0,0.13990
2012,Single parent,Tenant,No,0.87727,1406,15915,0,0.81549,0,0.93743
2012,Couple with children,Owner,Yes,0.00588,35,15915,0,0.00460,0,0.00792
2012,Couple with children,Owner,No,0.99412,3182,15915,0,0.95309,0,1.03645
2012,Couple with children,Tenant,Yes,0.04636,176,15915,0,0.03837,0,0.05599
2012,Couple with children,Tenant,No,0.95364,2177,15915,0,0.90189,0,1.00235
2012,Multi-generational household,Owner,No,1.00000,70,15915,0,0.79593,0,1.24322
2012,Multi-generational household,Tenant,No,1.00000,44,15915,0,0.73076,0,1.33408
2012,Other Combinations,Owner,No,1.00000,46,15915,0,0.75751,0,1.33395
2012,Other Combinations,Tenant,No,1.00000,50,15915,0,0.81431,0,1.19302
2013,Single-person household,Owner,No,1.00000,1048,17444,0,0.96619,0,1.03753
2013,Single-person household,Tenant,Yes,0.03587,87,17444,0,0.03052,0,0.04246
2013,Single-person household,Tenant,No,0.96413,2653,17444,0,0.93985,0,0.98951
2013,Couple without children,Owner,No,1.00000,2493,17444,0,0.96929,0,1.04102
2013,Couple without children,Tenant,No,1.00000,2061,17444,0,0.96078,0,1.04866
2013,Single parent,Owner,No,1.00000,476,17444,0,0.91590,0,1.10770
2013,Single parent,Tenant,Yes,0.10315,203,17444,0,0.09130,0,0.11373
2013,Single parent,Tenant,No,0.89685,1519,17444,0,0.84380,0,0.95261
2013,Couple with children,Owner,Yes,0.00548,32,17444,0,0.00330,0,0.00807
2013,Couple with children,Owner,No,0.99452,3292,17444,0,0.95236,0,1.03342
2013,Couple with children,Tenant,Yes,0.04477,215,17444,0,0.03602,0,0.05412
2013,Couple with children,Tenant,No,0.95523,2895,17444,0,0.91124,0,0.99613
2013,Multi-generational household,Owner,No,1.00000,76,17444,0,0.75694,0,1.23121
2013,Multi-generational household,Tenant,No,1.00000,60,17444,0,0.72564,0,1.30359
2013,Other Combinations,Owner,No,1.00000,100,17444,0,0.78504,0,1.22251
2013,Other Combinations,Tenant,No,1.00000,234,17444,0,0.88015,0,1.11783
2014,Single-person household,Owner,No,1.00000,993,15537,0,0.96010,0,1.04062
2014,Single-person household,Tenant,Yes,0.03254,69,15537,0,0.02682,0,0.03919
2014,Single-person household,Tenant,No,0.96746,2441,15537,0,0.93754,0,0.99482
2014,Couple without children,Owner,No,1.00000,2359,15537,0,0.96360,0,1.03677
2014,Couple without children,Tenant,No,1.00000,1904,15537,0,0.95868,0,1.04546
2014,Single parent,Owner,No,1.00000,419,15537,0,0.89209,0,1.12168
2014,Single parent,Tenant,Yes,0.08288,137,15537,0,0.07146,0,0.09896
2014,Single parent,Tenant,No,0.91712,1237,15537,0,0.85128,0,0.99028
2014,Couple with children,Owner,No,1.00000,2999,15537,0,0.95101,0,1.04049
2014,Couple with children,Tenant,Yes,0.03505,137,15537,0,0.02779,0,0.04396
2014,Couple with children,Tenant,No,0.96495,2473,15537,0,0.91326,0,1.01777
2014,Multi-generational household,Owner,No,1.00000,70,15537,0,0.74259,0,1.32997
2014,Multi-generational household,Tenant,No,1.00000,46,15537,0,0.69982,0,1.37736
2014,Other Combinations,Owner,No,1.00000,73,15537,0,0.80234,0,1.27221
2014,Other Combinations,Tenant,No,1.00000,180,15537,0,0.86675,0,1.13041
2015,Single-person household,Owner,No,1.00000,847,14010,0,0.95847,0,1.03942
2015,Single-person household,Tenant,Yes,0.03058,61,14010,0,0.02549,0,0.03643
2015,Single-person household,Tenant,No,0.96942,2279,14010,0,0.93960,0,1.00434
2015,Couple without children,Owner,No,1.00000,1936,14010,0,0.95780,0,1.03417
2015,Couple without children,Tenant,No,1.00000,1809,14010,0,0.94951,0,1.04898
2015,Single parent,Owner,No,1.00000,369,14010,0,0.90372,0,1.11473
2015,Single parent,Tenant,Yes,0.06521,101,14010,0,0.05349,0,0.07836
2015,Single parent,Tenant,No,0.93479,1127,14010,0,0.86624,0,1.00585
2015,Couple with children,Owner,No,1.00000,2554,14010,0,0.95244,0,1.04376
2015,Couple with children,Tenant,Yes,0.03765,131,14010,0,0.02808,0,0.04945
2015,Couple with children,Tenant,No,0.96235,2446,14010,0,0.91410,0,1.00815
2015,Multi-generational household,Owner,No,1.00000,52,14010,0,0.68456,0,1.42368
2015,Multi-generational household,Tenant,No,1.00000,71,14010,0,0.71189,0,1.43632
2015,Other Combinations,Owner,No,1.00000,65,14010,0,0.74392,0,1.25387
2015,Other Combinations,Tenant,No,1.00000,162,14010,0,0.87854,0,1.14814
2016,Single-person household,Owner,No,1.00000,923,14053,0,0.95888,0,1.04088
2016,Single-person household,Tenant,Yes,0.02914,71,14053,0,0.02335,0,0.03391
2016,Single-person household,Tenant,No,0.97086,2352,14053,0,0.94090,0,1.01028
2016,Couple without children,Owner,No,1.00000,2191,14053,0,0.96251,0,1.03939
2016,Couple without children,Tenant,No,1.00000,1848,14053,0,0.96155,0,1.04458
2016,Single parent,Owner,No,1.00000,369,14053,0,0.90458,0,1.11563
2016,Single parent,Tenant,Yes,0.06845,93,14053,0,0.05905,0,0.07938
2016,Single parent,Tenant,No,0.93155,1036,14053,0,0.85101,0,1.00881
2016,Couple with children,Owner,No,1.00000,2577,14053,0,0.94965,0,1.05692
2016,Couple with children,Tenant,Yes,0.02955,106,14053,0,0.02295,0,0.03642
2016,Couple with children,Tenant,No,0.97045,2201,14053,0,0.91116,0,1.02066
2016,Multi-generational household,Owner,No,1.00000,51,14053,0,0.69026,0,1.30809
2016,Multi-generational household,Tenant,No,1.00000,51,14053,0,0.66841,0,1.38634
2016,Other Combinations,Owner,No,1.00000,51,14053,0,0.72807,0,1.24954
2016,Other Combinations,Tenant,No,1.00000,133,14053,0,0.84496,0,1.16236
2017,Single-person household,Owner,No,1.00000,1000,17182,0,0.95509,0,1.02887
2017,Single-person household,Tenant,Yes,0.02667,102,17182,0,0.02091,0,0.03244
2017,Single-person household,Tenant,No,0.97333,2975,17182,0,0.95090,0,1.00502
2017,Couple without children,Owner,No,1.00000,2492,17182,0,0.96266,0,1.03491
