,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
54,54,1997,Single-person household,2nd Quintile,No,1.0,282,5837,0.92507,1.07043
55,55,1997,Single-person household,3rd Quintile,No,1.0,236,5837,0.91781,1.0833
56,56,1997,Single-person household,4th Quintile,No,1.0,218,5837,0.93369,1.07373
57,57,1997,Single-person household,5th Quintile,No,1.0,183,5837,0.93175,1.06306
58,58,1997,Couple without children,1st Quintile,No,1.0,193,5837,0.91238,1.08814
59,59,1997,Couple without children,2nd Quintile,No,1.0,306,5837,0.93203,1.08108
60,60,1997,Couple without children,3rd Quintile,No,1.0,360,5837,0.92218,1.07335
61,61,1997,Couple without children,4th Quintile,No,1.0,425,5837,0.9286,1.06135
62,62,1997,Couple without children,5th Quintile,No,1.0,482,5837,0.94251,1.05253
63,63,1997,Single parent,1st Quintile,Yes,0.32549,48,5837,0.25333,0.40071
64,64,1997,Single parent,1st Quintile,No,0.67451,94,5837,0.58095,0.78526
65,65,1997,Single parent,2nd Quintile,No,1.0,69,5837,0.8226,1.16877
66,66,1997,Single parent,3rd Quintile,No,1.0,64,5837,0.85752,1.18207
67,67,1997,Single parent,4th Quintile,No,1.0,36,5837,0.81385,1.19158
68,68,1997,Single parent,5th Quintile,No,1.0,32,5837,0.80974,1.15758
69,69,1997,Couple with children,1st Quintile,Yes,0.24057,105,5837,0.20508,0.27731
70,70,1997,Couple with children,1st Quintile,No,0.75943,328,5837,0.68854,0.84785
71,71,1997,Couple with children,2nd Quintile,No,1.0,575,5837,0.92931,1.0652
72,72,1997,Couple with children,3rd Quintile,No,1.0,535,5837,0.93665,1.0699
73,73,1997,Couple with children,4th Quintile,No,1.0,484,5837,0.93306,1.07133
74,74,1997,Couple with children,5th Quintile,No,1.0,322,5837,0.92219,1.08418
75,75,1997,Other Combinations,3rd Quintile,No,1.0,31,5837,0.74782,1.29104
76,76,1997,Other Combinations,4th Quintile,No,1.0,37,5837,0.82342,1.23687
77,77,1998,Single-person household,1st Quintile,Yes,0.21425,110,6811,0.19317,0.23423
78,78,1998,Single-person household,1st Quintile,No,0.78575,369,6811,0.73896,0.82618
79,79,1998,Single-person household,2nd Quintile,No,1.0,335,6811,0.94158,1.0623
80,80,1998,Single-person household,3rd Quintile,No,1.0,326,6811,0.94945,1.05886
81,81,1998,Single-person household,4th Quintile,No,1.0,265,6811,0.93173,1.05263
82,82,1998,Single-person household,5th Quintile,No,1.0,228,6811,0.93322,1.05826
83,83,1998,Couple without children,1st Quintile,No,1.0,248,6811,0.9114,1.09049
84,84,1998,Couple without children,2nd Quintile,No,1.0,325,6811,0.94726,1.0583
85,85,1998,Couple without children,3rd Quintile,No,1.0,408,6811,0.93585,1.05616
86,86,1998,Couple without children,4th Quintile,No,1.0,544,6811,0.94877,1.05287
87,87,1998,Couple without children,5th Quintile,No,1.0,569,6811,0.94608,1.06749
88,88,1998,Single parent,1st Quintile,Yes,0.40449,72,6811,0.34221,0.46984
89,89,1998,Single parent,1st Quintile,No,0.59551,108,6811,0.51282,0.66896
90,90,1998,Single parent,2nd Quintile,No,1.0,84,6811,0.8608,1.17305
91,91,1998,Single parent,3rd Quintile,No,1.0,62,6811,0.82957,1.17532
92,92,1998,Single parent,4th Quintile,No,1.0,46,6811,0.83469,1.20162
93,93,1998,Single parent,5th Quintile,No,1.0,34,6811,0.88273,1.16292
94,94,1998,Couple with children,1st Quintile,Yes,0.21998,98,6811,0.19031,0.25472
95,95,1998,Couple with children,1st Quintile,No,0.78002,365,6811,0.72096,0.85431
96,96,1998,Couple with children,2nd Quintile,Yes,0.0664,39,6811,0.05064,0.08689
97,97,1998,Couple with children,2nd Quintile,No,0.9336,643,6811,0.88155,0.99318
98,98,1998,Couple with children,3rd Quintile,No,1.0,586,6811,0.94797,1.06511
99,99,1998,Couple with children,4th Quintile,No,1.0,502,6811,0.93968,1.06337
100,100,1998,Couple with children,5th Quintile,No,1.0,399,6811,0.92351,1.06568
101,101,1998,Other Combinations,4th Quintile,No,1.0,46,6811,0.82127,1.18285
102,102,1999,Single-person household,1st Quintile,Yes,0.18259,96,6905,0.15876,0.20698
103,103,1999,Single-person household,1st Quintile,No,0.81741,398,6905,0.77691,0.8611
104,104,1999,Single-person household,2nd Quintile,No,1.0,350,6905,0.94186,1.05518
105,105,1999,Single-person household,3rd Quintile,No,1.0,300,6905,0.93953,1.06104
106,106,1999,Single-person household,4th Quintile,No,1.0,257,6905,0.94032,1.05614
107,107,1999,Single-person household,5th Quintile,No,1.0,224,6905,0.94136,1.05371
108,108,1999,Couple without children,1st Quintile,No,1.0,231,6905,0.91564,1.09516
109,109,1999,Couple without children,2nd Quintile,No,1.0,364,6905,0.92437,1.06546
110,110,1999,Couple without children,3rd Quintile,No,1.0,438,6905,0.93133,1.0563
111,111,1999,Couple without children,4th Quintile,No,1.0,525,6905,0.94429,1.0541
112,112,1999,Couple without children,5th Quintile,No,1.0,571,6905,0.94665,1.04767
113,113,1999,Single parent,1st Quintile,Yes,0.38504,82,6905,0.33187,0.43818
114,114,1999,Single parent,1st Quintile,No,0.61496,120,6905,0.54564,0.6903
115,115,1999,Single parent,2nd Quintile,No,1.0,84,6905,0.85679,1.14665
116,116,1999,Single parent,3rd Quintile,No,1.0,64,6905,0.85303,1.2027
117,117,1999,Single parent,4th Quintile,No,1.0,49,6905,0.87655,1.11567
118,118,1999,Single parent,5th Quintile,No,1.0,31,6905,0.79358,1.21485
119,119,1999,Couple with children,1st Quintile,Yes,0.18466,97,6905,0.1582,0.2171
120,120,1999,Couple with children,1st Quintile,No,0.81534,402,6905,0.74989,0.88622
121,121,1999,Couple with children,2nd Quintile,No,1.0,652,6905,0.93765,1.05966
122,122,1999,Couple with children,3rd Quintile,No,1.0,655,6905,0.94134,1.05477
123,123,1999,Couple with children,4th Quintile,No,1.0,500,6905,0.93621,1.06016
124,124,1999,Couple with children,5th Quintile,No,1.0,383,6905,0.93181,1.06387
125,125,1999,Multi-generational household,2nd Quintile,No,1.0,32,6905,0.7074,1.31478
126,126,2000,Single-person household,1st Quintile,Yes,0.14891,152,12741,0.13865,0.15913
127,127,2000,Single-person household,1st Quintile,No,0.85109,809,12741,0.82527,0.87565
128,128,2000,Single-person household,2nd Quintile,No,1.0,678,12741,0.96407,1.04272
129,129,2000,Single-person household,3rd Quintile,No,1.0,583,12741,0.96907,1.03481
130,130,2000,Single-person household,4th Quintile,No,1.0,522,12741,0.96243,1.03763
131,131,2000,Single-person household,5th Quintile,No,1.0,488,12741,0.97084,1.03794
132,132,2000,Couple without children,1st Quintile,Yes,0.07684,39,12741,0.06326,0.09042
133,133,2000,Couple without children,1st Quintile,No,0.92316,449,12741,0.88327,0.96214
134,134,2000,Couple without children,2nd Quintile,No,1.0,678,12741,0.96552,1.03388
135,135,2000,Couple without children,3rd Quintile,No,1.0,783,12741,0.96657,1.03689
136,136,2000,Couple without children,4th Quintile,No,1.0,928,12741,0.96508,1.04351
137,137,2000,Couple without children,5th Quintile,No,1.0,1083,12741,0.96575,1.02939
138,138,2000,Single parent,1st Quintile,Yes,0.34329,126,12741,0.31738,0.36849
139,139,2000,Single parent,1st Quintile,No,0.65671,205,12741,0.60531,0.6996
140,140,2000,Single parent,2nd Quintile,No,1.0,142,12741,0.90953,1.12176
141,141,2000,Single parent,3rd Quintile,No,1.0,115,12741,0.9172,1.08628
142,142,2000,Single parent,4th Quintile,No,1.0,96,12741,0.9152,1.1137
143,143,2000,Single parent,5th Quintile,No,1.0,57,12741,0.87283,1.14419
144,144,2000,Couple with children,1st Quintile,Yes,0.18323,133,12741,0.16272,0.20616
145,145,2000,Couple with children,1st Quintile,No,0.81677,572,12741,0.77972,0.85157
146,146,2000,Couple with children,2nd Quintile,Yes,0.04451,42,12741,0.03553,0.05669
147,147,2000,Couple with children,2nd Quintile,No,0.95549,1068,12741,0.91955,0.98789
148,148,2000,Couple with children,3rd Quintile,No,1.0,1112,12741,0.96758,1.03571
149,149,2000,Couple with children,4th Quintile,No,1.0,938,12741,0.9618,1.03346
150,150,2000,Couple with children,5th Quintile,No,1.0,747,12741,0.95705,1.04314
151,151,2000,Multi-generational household,2nd Quintile,No,1.0,50,12741,0.8482,1.19073
152,152,2000,Multi-generational household,4th Quintile,No,1.0,42,12741,0.8623,1.15253
153,153,2000,Other Combinations,3rd Quintile,No,1.0,32,12741,0.86209,1.16875
154,154,2000,Other Combinations,4th Quintile,No,1.0,36,12741,0.78659,1.22234
155,155,2000,Other Combinations,5th Quintile,No,1.0,36,12741,0.84216,1.1363
156,156,2001,Single-person household,1st Quintile,Yes,0.11953,105,11438,0.11102,0.13124
157,157,2001,Single-person household,1st Quintile,No,0.88047,728,11438,0.8568,0.91263
158,158,2001,Single-person household,2nd Quintile,No,1.0,606,11438,0.96403,1.04056
159,159,2001,Single-person household,3rd Quintile,No,1.0,521,11438,0.96147,1.03735
160,160,2001,Single-person household,4th Quintile,No,1.0,480,11438,0.9576,1.03861
161,161,2001,Single-person household,5th Quintile,No,1.0,455,11438,0.96386,1.05295
162,162,2001,Couple without children,1st Quintile,Yes,0.06079,31,11438,0.04562,0.07674
163,163,2001,Couple without children,1st Quintile,No,0.93921,384,11438,0.88224,0.98607
164,164,2001,Couple without children,2nd Quintile,No,1.0,612,11438,0.95811,1.0365
165,165,2001,Couple without children,3rd Quintile,No,1.0,736,11438,0.96158,1.04205
166,166,2001,Couple without children,4th Quintile,No,1.0,853,11438,0.96508,1.04366
167,167,2001,Couple without children,5th Quintile,No,1.0,968,11438,0.95971,1.03471
168,168,2001,Single parent,1st Quintile,Yes,0.28435,93,11438,0.24742,0.31619
169,169,2001,Single parent,1st Quintile,No,0.71565,208,11438,0.65452,0.76883
170,170,2001,Single parent,2nd Quintile,No,1.0,151,11438,0.89024,1.10374
171,171,2001,Single parent,3rd Quintile,No,1.0,116,11438,0.92003,1.08837
172,172,2001,Single parent,4th Quintile,No,1.0,73,11438,0.87831,1.14231
173,173,2001,Single parent,5th Quintile,No,1.0,48,11438,0.84629,1.13274
174,174,2001,Couple with children,1st Quintile,Yes,0.15014,101,11438,0.13245,0.17013
175,175,2001,Couple with children,1st Quintile,No,0.84986,511,11438,0.79658,0.9091
176,176,2001,Couple with children,2nd Quintile,Yes,0.02649,31,11438,0.01966,0.03738
177,177,2001,Couple with children,2nd Quintile,No,0.97351,961,11438,0.93885,1.01248
178,178,2001,Couple with children,3rd Quintile,No,1.0,1010,11438,0.96061,1.03411
179,179,2001,Couple with children,4th Quintile,No,1.0,893,11438,0.96446,1.04171
180,180,2001,Couple with children,5th Quintile,No,1.0,652,11438,0.95149,1.04924
181,181,2001,Multi-generational household,2nd Quintile,No,1.0,43,11438,0.82353,1.19575
182,182,2001,Multi-generational household,3rd Quintile,No,1.0,35,11438,0.80894,1.18136
183,183,2001,Multi-generational household,4th Quintile,No,1.0,33,11438,0.80616,1.27047
184,184,2002,Single-person household,1st Quintile,Yes,0.13963,111,11955,0.12562,0.15042
185,185,2002,Single-person household,1st Quintile,No,0.86037,685,11955,0.83059,0.89357
186,186,2002,Single-person household,2nd Quintile,No,1.0,562,11955,0.96351,1.04399
187,187,2002,Single-person household,3rd Quintile,No,1.0,515,11955,0.96085,1.04955
188,188,2002,Single-person household,4th Quintile,No,1.0,504,11955,0.96269,1.03373
189,189,2002,Single-person household,5th Quintile,No,1.0,530,11955,0.96191,1.03612
190,190,2002,Couple without children,1st Quintile,Yes,0.06428,33,11955,0.05043,0.08247
191,191,2002,Couple without children,1st Quintile,No,0.93572,373,11955,0.8781,0.99328
192,192,2002,Couple without children,2nd Quintile,No,1.0,609,11955,0.95831,1.0388
193,193,2002,Couple without children,3rd Quintile,No,1.0,667,11955,0.95644,1.0439
194,194,2002,Couple without children,4th Quintile,No,1.0,783,11955,0.95583,1.04611
195,195,2002,Couple without children,5th Quintile,No,1.0,1434,11955,0.95551,1.05784
196,196,2002,Single parent,1st Quintile,Yes,0.27349,91,11955,0.22573,0.31055
197,197,2002,Single parent,1st Quintile,No,0.72651,203,11955,0.65741,0.77728
198,198,2002,Single parent,2nd Quintile,No,1.0,136,11955,0.89039,1.10129
199,199,2002,Single parent,3rd Quintile,No,1.0,115,11955,0.90337,1.0978
200,200,2002,Single parent,4th Quintile,No,1.0,80,11955,0.86988,1.14063
201,201,2002,Single parent,5th Quintile,No,1.0,75,11955,0.83688,1.207
202,202,2002,Couple with children,1st Quintile,Yes,0.17899,95,11955,0.15919,0.20253
203,203,2002,Couple with children,1st Quintile,No,0.82101,446,11955,0.76662,0.86945
204,204,2002,Couple with children,2nd Quintile,No,1.0,822,11955,0.9443,1.05163
205,205,2002,Couple with children,3rd Quintile,No,1.0,915,11955,0.95554,1.04676
206,206,2002,Couple with children,4th Quintile,No,1.0,939,11955,0.94475,1.05276
207,207,2002,Couple with children,5th Quintile,No,1.0,1129,11955,0.94545,1.04328
208,208,2002,Multi-generational household,3rd Quintile,No,1.0,35,11955,0.81111,1.2848
209,209,2002,Multi-generational household,5th Quintile,No,1.0,32,11955,0.68094,1.40476
210,210,2002,Other Combinations,5th Quintile,No,1.0,36,11955,0.69158,1.38214
211,211,2003,Single-person household,1st Quintile,Yes,0.14607,117,11557,0.13299,0.15947
212,212,2003,Single-person household,1st Quintile,No,0.85393,689,11557,0.82277,0.88662
213,213,2003,Single-person household,2nd Quintile,No,1.0,537,11557,0.95799,1.03929
214,214,2003,Single-person household,3rd Quintile,No,1.0,528,11557,0.95775,1.03772
215,215,2003,Single-person household,4th Quintile,No,1.0,511,11557,0.95822,1.05088
216,216,2003,Single-person household,5th Quintile,No,1.0,501,11557,0.95088,1.05151
217,217,2003,Couple without children,1st Quintile,Yes,0.08363,36,11557,0.06374,0.10768
218,218,2003,Couple without children,1st Quintile,No,0.91637,384,11557,0.86255,0.97218
219,219,2003,Couple without children,2nd Quintile,No,1.0,614,11557,0.9546,1.05007
220,220,2003,Couple without children,3rd Quintile,No,1.0,678,11557,0.96034,1.04909
221,221,2003,Couple without children,4th Quintile,No,1.0,755,11557,0.94924,1.05043
222,222,2003,Couple without children,5th Quintile,No,1.0,1343,11557,0.94997,1.04523
223,223,2003,Single parent,1st Quintile,Yes,0.31973,102,11557,0.28326,0.35665
224,224,2003,Single parent,1st Quintile,No,0.68027,203,11557,0.62092,0.72715
225,225,2003,Single parent,2nd Quintile,No,1.0,131,11557,0.89674,1.10454
226,226,2003,Single parent,3rd Quintile,No,1.0,102,11557,0.89493,1.12948
227,227,2003,Single parent,4th Quintile,No,1.0,81,11557,0.84067,1.17781
228,228,2003,Single parent,5th Quintile,No,1.0,62,11557,0.82461,1.21025
229,229,2003,Couple with children,1st Quintile,Yes,0.19761,85,11557,0.1707,0.22298
230,230,2003,Couple with children,1st Quintile,No,0.80239,364,11557,0.74804,0.86354
231,231,2003,Couple with children,2nd Quintile,Yes,0.03927,42,11557,0.02881,0.05129
232,232,2003,Couple with children,2nd Quintile,No,0.96073,809,11557,0.91783,1.00976
233,233,2003,Couple with children,3rd Quintile,No,1.0,886,11557,0.94646,1.05029
234,234,2003,Couple with children,4th Quintile,No,1.0,867,11557,0.95137,1.05171
235,235,2003,Couple with children,5th Quintile,No,1.0,1068,11557,0.93453,1.06668
236,236,2003,Multi-generational household,3rd Quintile,No,1.0,31,11557,0.66347,1.34497
237,237,2003,Other Combinations,5th Quintile,No,1.0,31,11557,0.68895,1.34907
238,238,2004,Single-person household,1st Quintile,Yes,0.15621,122,11290,0.14145,0.17216
239,239,2004,Single-person household,1st Quintile,No,0.84379,672,11290,0.80999,0.87633
240,240,2004,Single-person household,2nd Quintile,No,1.0,536,11290,0.95568,1.04126
241,241,2004,Single-person household,3rd Quintile,No,1.0,505,11290,0.95307,1.04666
242,242,2004,Single-person household,4th Quintile,No,1.0,458,11290,0.95278,1.04983
243,243,2004,Single-person household,5th Quintile,No,1.0,531,11290,0.94831,1.05558
244,244,2004,Couple without children,1st Quintile,Yes,0.11417,40,11290,0.09215,0.14061
245,245,2004,Couple without children,1st Quintile,No,0.88583,326,11290,0.81065,0.95555
246,246,2004,Couple without children,2nd Quintile,No,1.0,615,11290,0.95435,1.05491
247,247,2004,Couple without children,3rd Quintile,No,1.0,693,11290,0.9592,1.05441
248,248,2004,Couple without children,4th Quintile,No,1.0,789,11290,0.94864,1.04591
249,249,2004,Couple without children,5th Quintile,No,1.0,1349,11290,0.94838,1.04165
250,250,2004,Single parent,1st Quintile,Yes,0.37425,103,11290,0.32678,0.41613
251,251,2004,Single parent,1st Quintile,No,0.62575,187,11290,0.56085,0.67352
252,252,2004,Single parent,2nd Quintile,No,1.0,155,11290,0.89293,1.08853
253,253,2004,Single parent,3rd Quintile,No,1.0,100,11290,0.86417,1.13676
254,254,2004,Single parent,4th Quintile,No,1.0,76,11290,0.844,1.14505
255,255,2004,Single parent,5th Quintile,No,1.0,46,11290,0.79042,1.23201
256,256,2004,Couple with children,1st Quintile,Yes,0.22077,104,11290,0.18905,0.2581
257,257,2004,Couple with children,1st Quintile,No,0.77923,359,11290,0.72022,0.83833
258,258,2004,Couple with children,2nd Quintile,Yes,0.05045,35,11290,0.03816,0.0638
259,259,2004,Couple with children,2nd Quintile,No,0.94955,750,11290,0.89879,0.99806
260,260,2004,Couple with children,3rd Quintile,No,1.0,837,11290,0.95157,1.0582
261,261,2004,Couple with children,4th Quintile,No,1.0,873,11290,0.94102,1.06148
262,262,2004,Couple with children,5th Quintile,No,1.0,995,11290,0.93199,1.06951
263,263,2004,Other Combinations,5th Quintile,No,1.0,34,11290,0.69664,1.41964
264,264,2005,Single-person household,1st Quintile,Yes,0.12028,93,10961,0.1086,0.13484
265,265,2005,Single-person household,1st Quintile,No,0.87972,706,10961,0.84173,0.91869
266,266,2005,Single-person household,2nd Quintile,No,1.0,550,10961,0.95769,1.04469
267,267,2005,Single-person household,3rd Quintile,No,1.0,518,10961,0.94428,1.04524
268,268,2005,Single-person household,4th Quintile,No,1.0,480,10961,0.94587,1.04532
269,269,2005,Single-person household,5th Quintile,No,1.0,536,10961,0.95398,1.05555
270,270,2005,Couple without children,1st Quintile,Yes,0.06919,32,10961,0.05232,0.09224
271,271,2005,Couple without children,1st Quintile,No,0.93081,337,10961,0.86829,1.00191
272,272,2005,Couple without children,2nd Quintile,No,1.0,641,10961,0.95185,1.05121
273,273,2005,Couple without children,3rd Quintile,No,1.0,619,10961,0.93868,1.05254
274,274,2005,Couple without children,4th Quintile,No,1.0,744,10961,0.95254,1.04247
275,275,2005,Couple without children,5th Quintile,No,1.0,1303,10961,0.948,1.0561
276,276,2005,Single parent,1st Quintile,Yes,0.19573,68,10961,0.15919,0.22677
277,277,2005,Single parent,1st Quintile,No,0.80427,252,10961,0.74195,0.86988
278,278,2005,Single parent,2nd Quintile,No,1.0,117,10961,0.88692,1.10664
279,279,2005,Single parent,3rd Quintile,No,1.0,107,10961,0.89152,1.13648
280,280,2005,Single parent,4th Quintile,No,1.0,85,10961,0.85779,1.14639
281,281,2005,Single parent,5th Quintile,No,1.0,50,10961,0.80763,1.23263
282,282,2005,Couple with children,1st Quintile,Yes,0.121,61,10961,0.10058,0.13748
283,283,2005,Couple with children,1st Quintile,No,0.879,371,10961,0.82076,0.95727
284,284,2005,Couple with children,2nd Quintile,Yes,0.04289,35,10961,0.03024,0.05751
285,285,2005,Couple with children,2nd Quintile,No,0.95711,674,10961,0.9004,1.01009
286,286,2005,Couple with children,3rd Quintile,No,1.0,789,10961,0.93728,1.06205
287,287,2005,Couple with children,4th Quintile,No,1.0,861,10961,0.93525,1.05726
288,288,2005,Couple with children,5th Quintile,No,1.0,901,10961,0.93994,1.05322
289,289,2005,Other Combinations,5th Quintile,No,1.0,31,10961,0.68286,1.45621
290,290,2006,Single-person household,1st Quintile,Yes,0.12121,101,12022,0.10545,0.13201
291,291,2006,Single-person household,1st Quintile,No,0.87879,745,12022,0.84564,0.916
292,292,2006,Single-person household,2nd Quintile,No,1.0,625,12022,0.95816,1.03832
293,293,2006,Single-person household,3rd Quintile,No,1.0,603,12022,0.94884,1.04898
294,294,2006,Single-person household,4th Quintile,No,1.0,579,12022,0.95449,1.047
295,295,2006,Single-person household,5th Quintile,No,1.0,597,12022,0.9513,1.04963
296,296,2006,Couple without children,1st Quintile,Yes,0.06942,35,12022,0.05079,0.09212
297,297,2006,Couple without children,1st Quintile,No,0.93058,395,12022,0.87592,0.99269
298,298,2006,Couple without children,2nd Quintile,No,1.0,650,12022,0.95868,1.04862
299,299,2006,Couple without children,3rd Quintile,No,1.0,773,12022,0.94712,1.04568
300,300,2006,Couple without children,4th Quintile,No,1.0,820,12022,0.94961,1.05297
301,301,2006,Couple without children,5th Quintile,No,1.0,1473,12022,0.95028,1.04273
302,302,2006,Single parent,1st Quintile,Yes,0.19824,71,12022,0.17331,0.22226
303,303,2006,Single parent,1st Quintile,No,0.80176,267,12022,0.74157,0.86263
304,304,2006,Single parent,2nd Quintile,No,1.0,155,12022,0.89632,1.11509
305,305,2006,Single parent,3rd Quintile,No,1.0,115,12022,0.88581,1.11338
306,306,2006,Single parent,4th Quintile,No,1.0,97,12022,0.87246,1.1336
307,307,2006,Single parent,5th Quintile,No,1.0,59,12022,0.78957,1.18924
308,308,2006,Couple with children,1st Quintile,Yes,0.08905,44,12022,0.0769,0.1009
309,309,2006,Couple with children,1st Quintile,No,0.91095,395,12022,0.84161,0.98035
310,310,2006,Couple with children,2nd Quintile,Yes,0.0463,32,12022,0.03571,0.05543
311,311,2006,Couple with children,2nd Quintile,No,0.9537,683,12022,0.90292,1.01479
312,312,2006,Couple with children,3rd Quintile,No,1.0,867,12022,0.94577,1.05892
313,313,2006,Couple with children,4th Quintile,No,1.0,933,12022,0.94795,1.05916
314,314,2006,Couple with children,5th Quintile,No,1.0,874,12022,0.94206,1.07257
315,315,2006,Other Combinations,5th Quintile,No,1.0,34,12022,0.73286,1.23276
316,316,2007,Single-person household,1st Quintile,Yes,0.12118,98,11163,0.10826,0.13284
317,317,2007,Single-person household,1st Quintile,No,0.87882,746,11163,0.84653,0.91483
318,318,2007,Single-person household,2nd Quintile,No,1.0,579,11163,0.94984,1.04887
319,319,2007,Single-person household,3rd Quintile,No,1.0,556,11163,0.95535,1.04722
320,320,2007,Single-person household,4th Quintile,No,1.0,549,11163,0.94446,1.04743
321,321,2007,Single-person household,5th Quintile,No,1.0,554,11163,0.95344,1.05565
322,322,2007,Couple without children,1st Quintile,No,1.0,366,11163,0.92749,1.09347
323,323,2007,Couple without children,2nd Quintile,No,1.0,632,11163,0.93738,1.06006
324,324,2007,Couple without children,3rd Quintile,No,1.0,710,11163,0.94372,1.05937
325,325,2007,Couple without children,4th Quintile,No,1.0,815,11163,0.95075,1.05049
326,326,2007,Couple without children,5th Quintile,No,1.0,1322,11163,0.95329,1.05754
327,327,2007,Single parent,1st Quintile,Yes,0.12062,42,11163,0.09918,0.14187
328,328,2007,Single parent,1st Quintile,No,0.87938,250,11163,0.80151,0.94305
329,329,2007,Single parent,2nd Quintile,No,1.0,141,11163,0.88633,1.11025
