"hlc0083_h","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Nein","2001","3","Ostdeutschland","1470","0.995933120158444","0.992681948172106","0.999184292144782"
"Nein","2001","4","Westdeutschland","3867","0.999551375560507","0.998884032907921","1.00021871821309"
"Nein","2001","4","Ostdeutschland","767","0.998456496164452","0.995680071390239","1.00123292093867"
"Nein","2001","5","Westdeutschland","2580","0.99895427366574","0.997708567374499","1.00019997995698"
"Nein","2001","5","Ostdeutschland","277","1","1","1"
"Ja","2002","1","Westdeutschland","583","0.126372871376648","0.11652148494552","0.136224257807776"
"Ja","2002","1","Ostdeutschland","320","0.181527521216434","0.164085172974374","0.198969869458493"
"Ja","2002","2","Westdeutschland","98","0.02596177815859","0.0214696693741141","0.030453886943066"
"Ja","2002","2","Ostdeutschland","39","0.0246839008239155","0.0174473380409158","0.0319204636069152"
"Ja","2002","3","Westdeutschland","33","0.00777730305618905","0.00519659793487427","0.0103580081775038"
"Ja","2002","3","Ostdeutschland","","","",""
"Ja","2002","4","Westdeutschland","","","",""
"Ja","2002","4","Ostdeutschland","","","",""
"Ja","2002","5","Westdeutschland","","","",""
"Ja","2002","5","Ostdeutschland","","","",""
"Nein","2002","1","Westdeutschland","3787","0.873627128623352","0.863775742192224","0.88347851505448"
"Nein","2002","1","Ostdeutschland","1556","0.818472478783566","0.801030130541507","0.835914827025626"
"Nein","2002","2","Westdeutschland","4716","0.97403822184141","0.969546113056934","0.978530330625886"
"Nein","2002","2","Ostdeutschland","1727","0.975316099176084","0.968079536393085","0.982552661959084"
"Nein","2002","3","Westdeutschland","4418","0.992222696943811","0.989641991822496","0.994803402065126"
"Nein","2002","3","Ostdeutschland","1502","0.996555350316859","0.993604084031107","0.999506616602611"
"Nein","2002","4","Westdeutschland","4871","0.999190139576317","0.998391939362224","0.999988339790409"
"Nein","2002","4","Ostdeutschland","970","0.990032214640311","0.983812663328621","0.996251765952002"
"Nein","2002","5","Westdeutschland","4894","0.998849302601475","0.997899858826012","0.999798746376939"
"Nein","2002","5","Ostdeutschland","568","1","1","1"
"Ja","2003","1","Westdeutschland","536","0.150511771189764","0.139276556088905","0.161746986290622"
"Ja","2003","1","Ostdeutschland","365","0.202461548218717","0.184340671560794","0.22058242487664"
"Ja","2003","2","Westdeutschland","185","0.0347486158672746","0.0294000435564124","0.0400971881781368"
"Ja","2003","2","Ostdeutschland","58","0.0247403423528905","0.0171809715583685","0.0322997131474125"
"Ja","2003","3","Westdeutschland","","","",""
"Ja","2003","3","Ostdeutschland","","","",""
"Ja","2003","4","Westdeutschland","","","",""
"Ja","2003","4","Ostdeutschland","","","",""
"Ja","2003","5","Westdeutschland","","","",""
"Ja","2003","5","Ostdeutschland","","","",""
"Nein","2003","1","Westdeutschland","3355","0.849488228810236","0.838253013709378","0.860723443911095"
"Nein","2003","1","Ostdeutschland","1524","0.797538451781283","0.77941757512336","0.815659328439206"
"Nein","2003","2","Westdeutschland","4319","0.965251384132725","0.959902811821863","0.970599956443588"
"Nein","2003","2","Ostdeutschland","1564","0.97525965764711","0.967700286852587","0.982819028441632"
"Nein","2003","3","Westdeutschland","4612","0.995181509373929","0.99318837673364","0.997174642014218"
"Nein","2003","3","Ostdeutschland","1488","0.998905626376212","0.997229632092743","1.00058162065968"
"Nein","2003","4","Westdeutschland","4784","0.997763964177279","0.996427457124121","0.999100471230437"
"Nein","2003","4","Ostdeutschland","1037","0.998638963925796","0.996398332138073","1.00087959571352"
"Nein","2003","5","Westdeutschland","4411","0.999171035234334","0.998322107561191","1.00001996290748"
"Nein","2003","5","Ostdeutschland","501","1","1","1"
"Ja","2004","1","Westdeutschland","584","0.166974456028667","0.155051989654441","0.178896922402894"
"Ja","2004","1","Ostdeutschland","438","0.268138447376085","0.247707748186558","0.288569146565612"
"Ja","2004","2","Westdeutschland","105","0.0263174272221951","0.0215702309278733","0.0310646235165169"
"Ja","2004","2","Ostdeutschland","50","0.0281779344173602","0.019953030198772","0.0364028386359485"
"Ja","2004","3","Westdeutschland","","","",""
"Ja","2004","3","Ostdeutschland","","","",""
"Ja","2004","4","Westdeutschland","","","",""
"Ja","2004","4","Ostdeutschland","","","",""
"Ja","2004","5","Westdeutschland","","","",""
"Ja","2004","5","Ostdeutschland","","","",""
"Nein","2004","1","Westdeutschland","3175","0.833025543971333","0.821103077597106","0.844948010345559"
"Nein","2004","1","Ostdeutschland","1368","0.731861552623915","0.711430853434388","0.752292251813442"
"Nein","2004","2","Westdeutschland","4263","0.973682572777805","0.968935376483483","0.978429769072127"
"Nein","2004","2","Ostdeutschland","1505","0.97182206558264","0.963597161364052","0.980046969801228"
"Nein","2004","3","Westdeutschland","4428","0.99155512738548","0.988866848768234","0.994243406002726"
"Nein","2004","3","Ostdeutschland","1434","0.999336332677725","0.998004339725692","1.00066832562976"
"Nein","2004","4","Westdeutschland","4640","0.998392847478661","0.997241143062074","0.999544551895248"
"Nein","2004","4","Ostdeutschland","1036","0.993753535448391","0.988965163205823","0.998541907690958"
"Nein","2004","5","Westdeutschland","4328","1","1","1"
"Nein","2004","5","Ostdeutschland","541","1","1","1"
"Ja","2005","1","Westdeutschland","405","0.106648208906035","0.0965131046811825","0.116783313130888"
"Ja","2005","1","Ostdeutschland","298","0.168803652329427","0.151613552189342","0.185993752469513"
"Ja","2005","2","Westdeutschland","100","0.0238237913261201","0.0191323302981073","0.0285152523541329"
"Ja","2005","2","Ostdeutschland","40","0.0282477777741074","0.0196755824997734","0.0368199730484413"
"Ja","2005","3","Westdeutschland","32","0.0112643264800601","0.00806274480722727","0.014465908152893"
"Ja","2005","3","Ostdeutschland","","","",""
"Ja","2005","4","Westdeutschland","","","",""
"Ja","2005","4","Ostdeutschland","","","",""
"Ja","2005","5","Westdeutschland","","","",""
"Ja","2005","5","Ostdeutschland","","","",""
"Nein","2005","1","Westdeutschland","3158","0.893351791093965","0.883216686869112","0.903486895318818"
"Nein","2005","1","Ostdeutschland","1526","0.831196347670573","0.814006247530487","0.848386447810658"
"Nein","2005","2","Westdeutschland","3959","0.97617620867388","0.971484747645867","0.980867669701893"
"Nein","2005","2","Ostdeutschland","1395","0.971752222225893","0.963180026951559","0.980324417500227"
"Nein","2005","3","Westdeutschland","4142","0.98873567351994","0.985534091847107","0.991937255192773"
"Nein","2005","3","Ostdeutschland","1355","0.990938627235596","0.985911705282329","0.995965549188863"
"Nein","2005","4","Westdeutschland","4489","0.999331499926687","0.998575653202237","1.00008734665114"
"Nein","2005","4","Ostdeutschland","961","0.999199624359528","0.997413515150405","1.00098573356865"
"Nein","2005","5","Westdeutschland","4264","0.999554844792669","0.998921929174261","1.00018776041108"
"Nein","2005","5","Ostdeutschland","564","1","1","1"
"Ja","2006","1","Westdeutschland","371","0.103318318174174","0.0936775149044107","0.112959121443937"
"Ja","2006","1","Ostdeutschland","247","0.144549167317426","0.128691568154539","0.160406766480313"
"Ja","2006","2","Westdeutschland","118","0.0265291531223351","0.0217936764661822","0.0312646297784881"
"Ja","2006","2","Ostdeutschland","46","0.0249591603018014","0.0170777084004901","0.0328406122031126"
"Ja","2006","3","Westdeutschland","","","",""
"Ja","2006","3","Ostdeutschland","","","",""
"Ja","2006","4","Westdeutschland","","","",""
"Ja","2006","4","Ostdeutschland","","","",""
"Ja","2006","5","Westdeutschland","","","",""
"Ja","2006","5","Ostdeutschland","","","",""
"Nein","2006","1","Westdeutschland","3458","0.896681681825826","0.887040878556063","0.906322485095589"
"Nein","2006","1","Ostdeutschland","1642","0.855450832682574","0.839593233519687","0.871308431845461"
"Nein","2006","2","Westdeutschland","4306","0.973470846877665","0.968735370221512","0.978206323533818"
"Nein","2006","2","Ostdeutschland","1459","0.975040839698199","0.967159387796887","0.98292229159951"
"Nein","2006","3","Westdeutschland","4350","0.996940908373664","0.995303008134771","0.998578808612557"
"Nein","2006","3","Ostdeutschland","1529","0.988529457977593","0.983223183485252","0.993835732469935"
"Nein","2006","4","Westdeutschland","4982","0.999668485422652","0.999163031044127","1.00017393980118"
"Nein","2006","4","Ostdeutschland","1075","1","1","1"
"Nein","2006","5","Westdeutschland","4521","0.999248173463467","0.998449564268818","1.00004678265812"
"Nein","2006","5","Ostdeutschland","524","1","1","1"
"Ja","2007","1","Westdeutschland","293","0.0938177328014622","0.0839160041395808","0.103719461463344"
"Ja","2007","1","Ostdeutschland","192","0.12330944803451","0.10701977902093","0.13959911704809"
"Ja","2007","2","Westdeutschland","120","0.0311673255064703","0.0256953714815905","0.0366392795313502"
"Ja","2007","2","Ostdeutschland","50","0.0291583775982849","0.0207524692080027","0.0375642859885672"
"Ja","2007","3","Westdeutschland","","","",""
"Ja","2007","3","Ostdeutschland","","","",""
"Ja","2007","4","Westdeutschland","","","",""
"Ja","2007","4","Ostdeutschland","","","",""
"Ja","2007","5","Westdeutschland","","","",""
"Ja","2007","5","Ostdeutschland","","","",""
"Nein","2007","1","Westdeutschland","3038","0.906182267198538","0.896280538536656","0.916083995860419"
"Nein","2007","1","Ostdeutschland","1373","0.87669055196549","0.86040088295191","0.89298022097907"
"Nein","2007","2","Westdeutschland","3754","0.96883267449353","0.96336072046865","0.974304628518409"
"Nein","2007","2","Ostdeutschland","1489","0.970841622401715","0.962435714011433","0.979247530791997"
"Nein","2007","3","Westdeutschland","4151","0.994265714941276","0.991974494831594","0.996556935050959"
"Nein","2007","3","Ostdeutschland","1419","0.994217796020261","0.990292137977913","0.998143454062608"
"Nein","2007","4","Westdeutschland","4704","1","1","1"
"Nein","2007","4","Ostdeutschland","1032","1","1","1"
"Nein","2007","5","Westdeutschland","4411","1","1","1"
"Nein","2007","5","Ostdeutschland","554","1","1","1"
"Ja","2008","1","Westdeutschland","256","0.0911619765260058","0.0806017990453781","0.101722154006634"
"Ja","2008","1","Ostdeutschland","158","0.11724261537109","0.100568473173482","0.133916757568698"
"Ja","2008","2","Westdeutschland","114","0.0332539206309845","0.0271595353855957","0.0393483058763733"
"Ja","2008","2","Ostdeutschland","59","0.0301430001761032","0.021025673691089","0.0392603266611175"
"Ja","2008","3","Westdeutschland","","","",""
"Ja","2008","3","Ostdeutschland","","","",""
"Ja","2008","4","Westdeutschland","","","",""
"Ja","2008","4","Ostdeutschland","","","",""
"Ja","2008","5","Westdeutschland","","","",""
"Ja","2008","5","Ostdeutschland","","","",""
"Nein","2008","1","Westdeutschland","2598","0.908838023473994","0.898277845993367","0.919398200954622"
"Nein","2008","1","Ostdeutschland","1272","0.88275738462891","0.866083242431303","0.899431526826518"
"Nein","2008","2","Westdeutschland","3211","0.966746079369016","0.960651694123627","0.972840464614404"
"Nein","2008","2","Ostdeutschland","1292","0.969856999823897","0.960739673338883","0.978974326308911"
"Nein","2008","3","Westdeutschland","4001","0.995468334429031","0.99339105992866","0.997545608929402"
"Nein","2008","3","Ostdeutschland","1378","0.999098212920439","0.997516261669109","1.00068016417177"
"Nein","2008","4","Westdeutschland","4465","0.998669699761452","0.997601902449521","0.999737497073383"
"Nein","2008","4","Ostdeutschland","1069","0.998922126780691","0.996957860525876","1.00088639303551"
"Nein","2008","5","Westdeutschland","4385","1","1","1"
"Nein","2008","5","Ostdeutschland","585","1","1","1"
"Ja","2009","1","Westdeutschland","239","0.0994328891589031","0.0878297444330211","0.111036033884785"
"Ja","2009","1","Ostdeutschland","190","0.136523622500551","0.117281011760355","0.155766233240748"
"Ja","2009","2","Westdeutschland","94","0.0262671268297327","0.0205270134201817","0.0320072402392837"
"Ja","2009","2","Ostdeutschland","37","0.0376802083121681","0.0274309441787225","0.0479294724456137"
"Ja","2009","3","Westdeutschland","","","",""
"Ja","2009","3","Ostdeutschland","","","",""
"Ja","2009","4","Westdeutschland","","","",""
"Ja","2009","4","Ostdeutschland","","","",""
"Ja","2009","5","Westdeutschland","","","",""
"Ja","2009","5","Ostdeutschland","","","",""
"Nein","2009","1","Westdeutschland","2316","0.900567110841097","0.888963966115215","0.912170255566979"
"Nein","2009","1","Ostdeutschland","1033","0.863476377499448","0.844233766759252","0.882718988239645"
"Nein","2009","2","Westdeutschland","2888","0.973732873170267","0.967992759760716","0.979472986579818"
"Nein","2009","2","Ostdeutschland","1289","0.962319791687832","0.952070527554386","0.972569055821278"
"Nein","2009","3","Westdeutschland","3500","0.997211309747958","0.995468724992385","0.998953894503531"
"Nein","2009","3","Ostdeutschland","1341","0.990424525146863","0.985241192283628","0.995607858010097"
"Nein","2009","4","Westdeutschland","4257","1","1","1"
"Nein","2009","4","Ostdeutschland","1096","1","1","1"
"Nein","2009","5","Westdeutschland","4327","1","1","1"
"Nein","2009","5","Ostdeutschland","581","1","1","1"
"Ja","2010","1","Westdeutschland","758","0.114044133255138","0.10586016587869","0.122228100631585"
"Ja","2010","1","Ostdeutschland","295","0.129166870525004","0.114953871086609","0.143379869963399"
"Ja","2010","2","Westdeutschland","619","0.0433971045113428","0.0383258728770977","0.0484683361455878"
"Ja","2010","2","Ostdeutschland","178","0.0498393912874693","0.0401906494421526","0.059488133132786"
"Ja","2010","3","Westdeutschland","97","0.00638882551042501","0.00426298407604389","0.00851466694480613"
"Ja","2010","3","Ostdeutschland","33","0.0064993371315806","0.00249249287227054","0.0105061813908907"
"Ja","2010","4","Westdeutschland","","","",""
"Ja","2010","4","Ostdeutschland","","","",""
"Ja","2010","5","Westdeutschland","","","",""
"Ja","2010","5","Ostdeutschland","","","",""
"Nein","2010","1","Westdeutschland","5037","0.885955866744862","0.877771899368415","0.894139834121309"
"Nein","2010","1","Ostdeutschland","1844","0.870833129474996","0.856620130036601","0.885046128913391"
"Nein","2010","2","Westdeutschland","5582","0.956602895488657","0.951531663854412","0.961674127122902"
"Nein","2010","2","Ostdeutschland","1776","0.950160608712531","0.940511866867214","0.959809350557847"
"Nein","2010","3","Westdeutschland","5299","0.993611174489575","0.991485333055194","0.995737015923956"
"Nein","2010","3","Ostdeutschland","1512","0.993500662868419","0.989493818609109","0.997507507127729"
"Nein","2010","4","Westdeutschland","5666","0.999717932553713","0.999280918700249","1.00015494640718"
"Nein","2010","4","Ostdeutschland","1271","0.997479565661786","0.994726268578705","1.00023286274487"
"Nein","2010","5","Westdeutschland","5590","0.999784568433324","0.999399878138912","1.00016925872774"
"Nein","2010","5","Ostdeutschland","668","1","1","1"
"Ja","2011","1","Westdeutschland","790","0.0919573208070467","0.0846321725139174","0.0992824691001761"
"Ja","2011","1","Ostdeutschland","392","0.143990449708454","0.129826047884036","0.158154851532872"
"Ja","2011","2","Westdeutschland","748","0.0524671415724549","0.0472506050673562","0.0576836780775537"
"Ja","2011","2","Ostdeutschland","232","0.0573587113900426","0.047312592164474","0.0674048306156112"
"Ja","2011","3","Westdeutschland","101","0.00802980346940757","0.00588248394766282","0.0101771229911523"
"Ja","2011","3","Ostdeutschland","33","0.00424635178891464","0.00135800687502611","0.00713469670280318"
"Ja","2011","4","Westdeutschland","","","",""
"Ja","2011","4","Ostdeutschland","","","",""
"Ja","2011","5","Westdeutschland","","","",""
"Ja","2011","5","Ostdeutschland","","","",""
"Nein","2011","1","Westdeutschland","5188","0.908042679192953","0.900717530899824","0.915367827486083"
"Nein","2011","1","Ostdeutschland","1968","0.856009550291546","0.841845148467128","0.870173952115964"
"Nein","2011","2","Westdeutschland","6270","0.947532858427545","0.942316321922446","0.952749394932644"
"Nein","2011","2","Ostdeutschland","1826","0.942641288609957","0.932595169384389","0.952687407835526"
"Nein","2011","3","Westdeutschland","6535","0.991970196530592","0.989822877008848","0.994117516052337"
"Nein","2011","3","Ostdeutschland","1914","0.995753648211085","0.992865303297197","0.998641993124974"
"Nein","2011","4","Westdeutschland","7357","0.999622428082685","0.999178798402017","1.00006605776335"
"Nein","2011","4","Ostdeutschland","1621","0.998391833591365","0.996442416208716","1.00034125097401"
"Nein","2011","5","Westdeutschland","6987","0.999653937250218","0.99921788067616","1.00008999382428"
"Nein","2011","5","Ostdeutschland","886","1","1","1"
"Ja","2012","1","Westdeutschland","537","0.0835273106024878","0.0757749405336834","0.0912796806712922"
"Ja","2012","1","Ostdeutschland","280","0.126090442726899","0.111574927626085","0.140605957827712"
"Ja","2012","2","Westdeutschland","720","0.0532101919574864","0.0476995736370815","0.0587208102778914"
"Ja","2012","2","Ostdeutschland","241","0.0633476715036716","0.0527251665366474","0.0739701764706957"
"Ja","2012","3","Westdeutschland","63","0.00486605850638148","0.00319831448845743","0.00653380252430553"
"Ja","2012","3","Ostdeutschland","31","0.00562962698738675","0.00232989673021921","0.00892935724455428"
"Ja","2012","4","Westdeutschland","","","",""
"Ja","2012","4","Ostdeutschland","","","",""
"Ja","2012","5","Westdeutschland","","","",""
"Ja","2012","5","Ostdeutschland","","","",""
"Nein","2012","1","Westdeutschland","4356","0.916472689397512","0.908720319328708","0.924225059466317"
"Nein","2012","1","Ostdeutschland","1729","0.873909557273101","0.859394042172288","0.888425072373915"
"Nein","2012","2","Westdeutschland","5653","0.946789808042514","0.941279189722109","0.952300426362919"
"Nein","2012","2","Ostdeutschland","1779","0.936652328496328","0.926029823529304","0.947274833463353"
"Nein","2012","3","Westdeutschland","6625","0.995133941493619","0.993466197475695","0.996801685511543"
"Nein","2012","3","Ostdeutschland","1944","0.994370373012613","0.991070642755446","0.997670103269781"
"Nein","2012","4","Westdeutschland","7484","0.998290638914522","0.997355182411917","0.999226095417127"
"Nein","2012","4","Ostdeutschland","1582","0.999551321250256","0.998508754771663","1.00059388772885"
"Nein","2012","5","Westdeutschland","7342","0.999956556728266","0.999805804702948","1.00010730875358"
"Nein","2012","5","Ostdeutschland","987","1","1","1"
"Ja","2013","1","Westdeutschland","613","0.0688446235025492","0.0627611336920341","0.0749281133130643"
"Ja","2013","1","Ostdeutschland","274","0.119715160328519","0.105369118325731","0.134061202331308"
