year,hhtyp,sampreg,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Single-person household,East,Yes,0.11051,39,334,0.07683,0.14418
1997,Single-person household,East,No,0.84881,295,334,0.81033,0.88728
1997,Couple without children,West,No,0.93210,1255,1255,0.91818,0.94603
1997,Couple without children,East,No,0.93742,511,511,0.91640,0.95844
1997,Single parent,West,Yes,0.13114,41,249,0.08913,0.17315
1997,Single parent,West,No,0.75508,208,249,0.70156,0.80860
1997,Single parent,East,No,0.73959,87,87,0.64683,0.83234
1997,Couple with children,West,Yes,0.04063,101,1731,0.03133,0.04993
1997,Couple with children,West,No,0.86241,1630,1731,0.84617,0.87864
1997,Couple with children,East,Yes,0.06623,33,647,0.04705,0.08541
1997,Couple with children,East,No,0.82347,614,647,0.79407,0.85287
1997,Multi-generational household,West,No,0.75091,80,80,0.65554,0.84628
1997,Other Combinations,West,No,0.83846,92,92,0.76284,0.91408
1997,Other Combinations,East,No,0.78595,46,46,0.66611,0.90579
1998,Single-person household,West,Yes,0.05752,79,1269,0.04470,0.07033
1998,Single-person household,West,No,0.91314,1190,1269,0.89764,0.92864
1998,Single-person household,East,Yes,0.11833,52,389,0.08619,0.15047
1998,Single-person household,East,No,0.83951,337,389,0.80299,0.87604
1998,Couple without children,West,No,0.95796,1522,1522,0.94787,0.96804
1998,Couple without children,East,No,0.95273,572,572,0.93532,0.97014
1998,Single parent,West,Yes,0.14335,51,308,0.10415,0.18255
1998,Single parent,West,No,0.78394,257,308,0.73790,0.82997
1998,Single parent,East,Yes,0.37919,42,119,0.29165,0.46673
1998,Single parent,East,No,0.56763,77,119,0.47824,0.65702
1998,Couple with children,West,Yes,0.04373,97,1945,0.03464,0.05282
1998,Couple with children,West,No,0.89307,1848,1945,0.87933,0.90680
1998,Couple with children,East,Yes,0.07646,48,695,0.05669,0.09623
1998,Couple with children,East,No,0.83011,647,695,0.80216,0.85805
1998,Multi-generational household,West,No,0.82894,75,75,0.74314,0.91474
1998,Other Combinations,West,No,0.82040,93,93,0.74196,0.89884
1998,Other Combinations,East,No,0.91773,49,49,0.84000,0.99547
1999,Single-person household,West,Yes,0.04672,57,1221,0.03488,0.05856
1999,Single-person household,West,No,0.95328,1164,1221,0.94144,0.96512
1999,Single-person household,East,Yes,0.12489,52,417,0.09312,0.15666
1999,Single-person household,East,No,0.87511,365,417,0.84334,0.90688
1999,Couple without children,West,No,0.99259,1533,1533,0.98830,0.99689
1999,Couple without children,East,No,0.98703,596,596,0.97794,0.99612
1999,Single parent,West,Yes,0.16838,54,309,0.12659,0.21017
1999,Single parent,West,No,0.83162,255,309,0.78983,0.87341
1999,Single parent,East,Yes,0.31372,45,138,0.23602,0.39142
1999,Single parent,East,No,0.68628,93,138,0.60858,0.76398
1999,Couple with children,West,Yes,0.03656,92,2004,0.02834,0.04477
1999,Couple with children,West,No,0.96344,1912,2004,0.95523,0.97166
1999,Couple with children,East,Yes,0.06420,49,729,0.04639,0.08200
1999,Couple with children,East,No,0.93580,680,729,0.91800,0.95361
1999,Multi-generational household,West,No,0.93806,70,70,0.88118,0.99493
2000,Single-person household,West,Yes,0.03799,94,2497,0.03049,0.04549
2000,Single-person household,West,No,0.96201,2403,2497,0.95451,0.96951
2000,Single-person household,East,Yes,0.09425,80,763,0.07351,0.11500
2000,Single-person household,East,No,0.90575,683,763,0.88500,0.92649
2000,Couple without children,West,Yes,0.00972,35,3003,0.00621,0.01323
2000,Couple without children,West,No,0.99028,2968,3003,0.98677,0.99379
2000,Couple without children,East,No,0.98817,953,953,0.98131,0.99504
2000,Single parent,West,Yes,0.14285,85,555,0.11372,0.17199
2000,Single parent,West,No,0.85715,470,555,0.82801,0.88628
2000,Single parent,East,Yes,0.29165,63,208,0.22973,0.35357
2000,Single parent,East,No,0.70835,145,208,0.64643,0.77027
2000,Couple with children,West,Yes,0.03275,126,3560,0.02690,0.03860
2000,Couple with children,West,No,0.96725,3434,3560,0.96140,0.97310
2000,Couple with children,East,Yes,0.06882,67,1070,0.05365,0.08400
2000,Couple with children,East,No,0.93118,1003,1070,0.91600,0.94635
2000,Multi-generational household,West,No,0.97065,135,135,0.94207,0.99923
2000,Other Combinations,West,No,0.99010,122,122,0.97247,1.00774
2000,Other Combinations,East,No,0.96901,36,36,0.91159,1.02642
2001,Single-person household,West,Yes,0.03003,65,2220,0.02293,0.03713
2001,Single-person household,West,No,0.96997,2155,2220,0.96287,0.97707
2001,Single-person household,East,Yes,0.08937,69,706,0.06831,0.11043
2001,Single-person household,East,No,0.91063,637,706,0.88957,0.93169
2001,Couple without children,West,No,0.99206,2639,2639,0.98867,0.99544
2001,Couple without children,East,No,0.99117,914,914,0.98510,0.99724
2001,Single parent,West,Yes,0.12548,65,514,0.09681,0.15414
2001,Single parent,West,No,0.87452,449,514,0.84586,0.90319
2001,Single parent,East,Yes,0.22964,45,192,0.16999,0.28929
2001,Single parent,East,No,0.77036,147,192,0.71071,0.83001
2001,Couple with children,West,Yes,0.02559,95,3208,0.02012,0.03105
2001,Couple with children,West,No,0.97441,3113,3208,0.96895,0.97988
2001,Couple with children,East,Yes,0.05258,53,967,0.03851,0.06666
2001,Couple with children,East,No,0.94742,914,967,0.93334,0.96149
2001,Multi-generational household,West,No,0.99131,132,132,0.97541,1.00720
2001,Other Combinations,West,No,0.96764,94,94,0.93168,1.00361
2002,Single-person household,West,Yes,0.03405,71,2221,0.02651,0.04159
2002,Single-person household,West,No,0.96595,2150,2221,0.95841,0.97349
2002,Single-person household,East,Yes,0.08947,66,716,0.06855,0.11039
2002,Single-person household,East,No,0.91053,650,716,0.88961,0.93145
2002,Couple without children,West,No,0.99229,2944,2944,0.98913,0.99545
2002,Couple without children,East,No,0.98953,922,922,0.98296,0.99610
2002,Single parent,West,Yes,0.12612,62,529,0.09780,0.15444
2002,Single parent,West,No,0.87388,467,529,0.84556,0.90220
2002,Single parent,East,Yes,0.19598,40,182,0.13815,0.25381
2002,Single parent,East,No,0.80402,142,182,0.74619,0.86185
2002,Couple with children,West,Yes,0.03255,91,3427,0.02661,0.03849
2002,Couple with children,West,No,0.96745,3336,3427,0.96151,0.97339
2002,Couple with children,East,Yes,0.05256,42,957,0.03841,0.06670
2002,Couple with children,East,No,0.94744,915,957,0.93330,0.96159
2002,Multi-generational household,West,No,0.97117,120,120,0.94110,1.00123
2002,Other Combinations,West,No,0.99204,100,100,0.97454,1.00954
2003,Single-person household,West,Yes,0.03801,77,2209,0.03004,0.04599
2003,Single-person household,West,No,0.96199,2132,2209,0.95401,0.96996
2003,Single-person household,East,Yes,0.09360,68,706,0.07210,0.11510
2003,Single-person household,East,No,0.90640,638,706,0.88490,0.92790
2003,Couple without children,West,No,0.99240,2832,2832,0.98920,0.99560
2003,Couple without children,East,No,0.97455,942,942,0.96449,0.98461
2003,Single parent,West,Yes,0.16730,78,525,0.13534,0.19926
2003,Single parent,West,No,0.83270,447,525,0.80074,0.86466
2003,Single parent,East,Yes,0.23528,42,174,0.17207,0.29848
2003,Single parent,East,No,0.76472,132,174,0.70152,0.82793
2003,Couple with children,West,Yes,0.03344,90,3226,0.02723,0.03964
2003,Couple with children,West,No,0.96656,3136,3226,0.96036,0.97277
2003,Couple with children,East,Yes,0.05717,51,909,0.04207,0.07227
2003,Couple with children,East,No,0.94283,858,909,0.92773,0.95793
2003,Multi-generational household,West,No,0.98092,95,95,0.95326,1.00858
2004,Single-person household,West,Yes,0.03986,77,2160,0.03160,0.04811
2004,Single-person household,West,No,0.96014,2083,2160,0.95189,0.96840
2004,Single-person household,East,Yes,0.11420,76,698,0.09059,0.13782
2004,Single-person household,East,No,0.88580,622,698,0.86218,0.90941
2004,Couple without children,West,Yes,0.01353,34,2870,0.00930,0.01775
2004,Couple without children,West,No,0.98647,2836,2870,0.98225,0.99070
2004,Couple without children,East,No,0.98329,936,936,0.97508,0.99151
2004,Single parent,West,Yes,0.15613,67,503,0.12438,0.18788
2004,Single parent,West,No,0.84387,436,503,0.81212,0.87562
2004,Single parent,East,Yes,0.30073,51,179,0.23336,0.36809
2004,Single parent,East,No,0.69927,128,179,0.63191,0.76664
2004,Couple with children,West,Yes,0.03654,87,3081,0.02991,0.04316
2004,Couple with children,West,No,0.96346,2994,3081,0.95684,0.97009
2004,Couple with children,East,Yes,0.09197,61,881,0.07287,0.11106
2004,Couple with children,East,No,0.90803,820,881,0.88894,0.92713
2004,Multi-generational household,West,No,0.98131,86,86,0.95253,1.01010
2005,Single-person household,West,Yes,0.02885,55,2191,0.02184,0.03586
2005,Single-person household,West,No,0.97115,2136,2191,0.96414,0.97816
2005,Single-person household,East,Yes,0.07753,57,714,0.05790,0.09716
2005,Single-person household,East,No,0.92247,657,714,0.90284,0.94210
2005,Couple without children,West,No,0.98997,2748,2748,0.98624,0.99369
2005,Couple without children,East,No,0.98216,896,896,0.97349,0.99083
2005,Single parent,West,Yes,0.10240,46,508,0.07601,0.12879
2005,Single parent,West,No,0.89760,462,508,0.87121,0.92399
2005,Single parent,East,Yes,0.22034,37,186,0.16061,0.28006
2005,Single parent,East,No,0.77966,149,186,0.71994,0.83939
2005,Couple with children,West,Yes,0.02420,69,2870,0.01858,0.02982
2005,Couple with children,West,No,0.97580,2801,2870,0.97018,0.98142
2005,Couple with children,East,Yes,0.05168,37,832,0.03663,0.06673
2005,Couple with children,East,No,0.94832,795,832,0.93327,0.96337
2005,Multi-generational household,West,No,0.95698,78,78,0.91166,1.00230
2006,Single-person household,West,Yes,0.03123,71,2472,0.02437,0.03809
2006,Single-person household,West,No,0.96877,2401,2472,0.96191,0.97563
2006,Single-person household,East,Yes,0.07795,63,816,0.05954,0.09635
2006,Single-person household,East,No,0.92205,753,816,0.90365,0.94046
2006,Couple without children,West,No,0.98839,3103,3103,0.98462,0.99216
2006,Couple without children,East,No,0.98562,1009,1009,0.97827,0.99297
2006,Single parent,West,Yes,0.08038,46,582,0.05827,0.10248
2006,Single parent,West,No,0.91962,536,582,0.89752,0.94173
2006,Single parent,East,Yes,0.19345,33,190,0.13713,0.24976
2006,Single parent,East,No,0.80655,157,190,0.75024,0.86287
2006,Couple with children,West,Yes,0.02081,54,2984,0.01569,0.02594
2006,Couple with children,West,No,0.97919,2930,2984,0.97406,0.98431
2006,Couple with children,East,Yes,0.04219,31,853,0.02869,0.05569
2006,Couple with children,East,No,0.95781,822,853,0.94431,0.97131
2006,Multi-generational household,West,No,0.92790,79,79,0.87050,0.98530
2007,Single-person household,West,Yes,0.03362,68,2346,0.02632,0.04092
2007,Single-person household,West,No,0.96638,2278,2346,0.95908,0.97368
2007,Single-person household,East,Yes,0.07532,53,763,0.05658,0.09406
2007,Single-person household,East,No,0.92468,710,763,0.90594,0.94342
2007,Couple without children,West,No,0.99240,2869,2869,0.98922,0.99558
2007,Couple without children,East,No,0.99045,976,976,0.98434,0.99655
2007,Single parent,West,Yes,0.06938,36,526,0.04764,0.09112
2007,Single parent,West,No,0.93062,490,526,0.90888,0.95236
2007,Single parent,East,No,0.86295,160,160,0.80950,0.91641
2007,Couple with children,West,Yes,0.02370,51,2793,0.01806,0.02934
2007,Couple with children,West,No,0.97630,2742,2793,0.97066,0.98194
2007,Couple with children,East,No,0.96651,756,756,0.95367,0.97934
2007,Multi-generational household,West,No,0.93177,68,68,0.87139,0.99215
2007,Other Combinations,West,No,0.99222,70,70,0.97148,1.01295
2008,Single-person household,West,Yes,0.02456,47,2239,0.01815,0.03097
2008,Single-person household,West,No,0.97544,2192,2239,0.96903,0.98185
2008,Single-person household,East,Yes,0.06618,44,747,0.04834,0.08402
2008,Single-person household,East,No,0.93382,703,747,0.91598,0.95166
2008,Couple without children,West,No,0.98921,2728,2728,0.98533,0.99309
2008,Couple without children,East,No,0.99421,971,971,0.98944,0.99899
2008,Single parent,West,Yes,0.08324,42,507,0.05917,0.10731
2008,Single parent,West,No,0.91676,465,507,0.89269,0.94083
2008,Single parent,East,No,0.86900,152,152,0.81518,0.92281
2008,Couple with children,West,Yes,0.01992,42,2548,0.01449,0.02535
2008,Couple with children,West,No,0.98008,2506,2548,0.97465,0.98551
2008,Couple with children,East,No,0.96634,691,691,0.95289,0.97980
2008,Other Combinations,West,No,0.98954,59,59,0.96336,1.01572
2009,Single-person household,West,Yes,0.02394,47,2121,0.01743,0.03044
2009,Single-person household,West,No,0.97606,2074,2121,0.96956,0.98257
2009,Single-person household,East,Yes,0.06215,42,726,0.04458,0.07972
2009,Single-person household,East,No,0.93785,684,726,0.92028,0.95542
2009,Couple without children,West,No,0.99331,2580,2580,0.99016,0.99646
2009,Couple without children,East,No,0.98340,939,939,0.97522,0.99158
2009,Single parent,West,Yes,0.08288,33,462,0.05772,0.10805
2009,Single parent,West,No,0.91712,429,462,0.89195,0.94228
2009,Single parent,East,No,0.88881,150,150,0.83833,0.93928
2009,Couple with children,West,Yes,0.01807,39,2333,0.01266,0.02348
2009,Couple with children,West,No,0.98193,2294,2333,0.97652,0.98734
2009,Couple with children,East,No,0.95600,646,646,0.94017,0.97183
2009,Multi-generational household,West,No,0.99354,49,49,0.97087,1.01620
2009,Other Combinations,West,No,0.98812,56,56,0.95949,1.01675
2010,Single-person household,West,Yes,0.02543,44,1983,0.01850,0.03236
2010,Single-person household,West,No,0.95379,1939,1983,0.94455,0.96303
2010,Single-person household,East,Yes,0.05837,36,668,0.04058,0.07617
2010,Single-person household,East,No,0.91931,632,668,0.89864,0.93998
2010,Couple without children,West,No,0.97148,2423,2423,0.96485,0.97811
2010,Couple without children,East,No,0.95492,865,865,0.94109,0.96876
2010,Single parent,West,Yes,0.09950,184,1410,0.08387,0.11513
2010,Single parent,West,No,0.87527,1226,1410,0.85802,0.89252
2010,Single parent,East,Yes,0.15564,78,395,0.11985,0.19144
2010,Single parent,East,No,0.80494,317,395,0.76581,0.84407
2010,Couple with children,West,Yes,0.02088,183,4397,0.01666,0.02511
2010,Couple with children,West,No,0.89324,4214,4397,0.88412,0.90237
2010,Couple with children,East,Yes,0.03153,59,1070,0.02105,0.04200
2010,Couple with children,East,No,0.84612,1011,1070,0.82449,0.86775
2010,Multi-generational household,West,No,0.90926,73,73,0.84291,0.97561
2010,Other Combinations,West,No,0.98970,52,52,0.96199,1.01741
2011,Single-person household,West,Yes,0.02310,54,2609,0.01733,0.02886
2011,Single-person household,West,No,0.95701,2555,2609,0.94922,0.96479
2011,Single-person household,East,Yes,0.04362,38,873,0.03006,0.05718
2011,Single-person household,East,No,0.92601,835,873,0.90863,0.94338
2011,Couple without children,West,No,0.98218,3238,3238,0.97762,0.98674
2011,Couple without children,East,No,0.96870,1057,1057,0.95819,0.97920
2011,Single parent,West,Yes,0.10301,233,1767,0.08883,0.11719
2011,Single parent,West,No,0.87958,1534,1767,0.86440,0.89476
2011,Single parent,East,Yes,0.18694,121,508,0.15301,0.22088
2011,Single parent,East,No,0.76756,387,508,0.73079,0.80433
2011,Couple with children,West,Yes,0.02116,186,4792,0.01709,0.02524
2011,Couple with children,West,No,0.91376,4606,4792,0.90581,0.92171
2011,Couple with children,East,Yes,0.03843,64,1147,0.02730,0.04956
2011,Couple with children,East,No,0.89898,1083,1147,0.88154,0.91643
2011,Multi-generational household,West,No,0.94986,83,83,0.90263,0.99710
2012,Single-person household,West,Yes,0.02086,51,2717,0.01549,0.02624
2012,Single-person household,West,No,0.96160,2666,2717,0.95437,0.96882
2012,Single-person household,East,Yes,0.04574,41,922,0.03225,0.05924
2012,Single-person household,East,No,0.93141,881,922,0.91508,0.94773
2012,Couple without children,West,No,0.98061,3287,3287,0.97590,0.98533
2012,Couple without children,East,No,0.97452,1093,1093,0.96517,0.98386
2012,Single parent,West,Yes,0.07173,159,1647,0.05926,0.08419
2012,Single parent,West,No,0.90045,1488,1647,0.88598,0.91491
2012,Single parent,East,Yes,0.17430,98,487,0.14057,0.20803
2012,Single parent,East,No,0.78066,389,487,0.74387,0.81745
2012,Couple with children,West,Yes,0.01835,155,4519,0.01444,0.02227
2012,Couple with children,West,No,0.93547,4364,4519,0.92831,0.94264
2012,Couple with children,East,Yes,0.03228,56,1051,0.02159,0.04297
2012,Couple with children,East,No,0.88576,995,1051,0.86652,0.90500
2012,Multi-generational household,West,No,0.98802,88,88,0.96515,1.01088
2012,Other Combinations,West,No,0.98972,75,75,0.96674,1.01270
2013,Single-person household,West,Yes,0.02166,59,2906,0.01636,0.02695
2013,Single-person household,West,No,0.96219,2847,2906,0.95526,0.96913
2013,Single-person household,East,Yes,0.03731,31,885,0.02481,0.04980
2013,Single-person household,East,No,0.93750,854,885,0.92154,0.95345
2013,Couple without children,West,No,0.98031,3469,3469,0.97569,0.98494
2013,Couple without children,East,No,0.97875,1085,1085,0.97017,0.98734
2013,Single parent,West,Yes,0.06338,136,1749,0.05196,0.07481
2013,Single parent,West,No,0.91544,1613,1749,0.90240,0.92849
2013,Single parent,East,Yes,0.14226,81,463,0.11040,0.17411
2013,Single parent,East,No,0.80980,382,463,0.77401,0.84558
2013,Couple with children,West,Yes,0.01781,197,5384,0.01427,0.02134
2013,Couple with children,West,No,0.93074,5187,5384,0.92395,0.93752
2013,Couple with children,East,Yes,0.03425,50,1050,0.02324,0.04525
2013,Couple with children,East,No,0.89669,1000,1050,0.87827,0.91511
2013,Multi-generational household,West,No,0.91014,106,106,0.85544,0.96484
2013,Other Combinations,West,No,0.93478,304,304,0.90697,0.96258
2014,Single-person household,West,Yes,0.02001,47,2636,0.01467,0.02536
2014,Single-person household,West,No,0.95607,2589,2636,0.94825,0.96390
2014,Single-person household,East,No,0.94373,845,845,0.92819,0.95928
2014,Couple without children,West,No,0.96661,3209,3209,0.96040,0.97283
2014,Couple without children,East,No,0.96892,1054,1054,0.95843,0.97940
2014,Single parent,West,Yes,0.05080,93,1417,0.03936,0.06224
2014,Single parent,West,No,0.93727,1324,1417,0.92464,0.94990
2014,Single parent,East,Yes,0.12972,54,386,0.09616,0.16328
2014,Single parent,East,No,0.83234,332,386,0.79502,0.86965
2014,Couple with children,West,Yes,0.01321,123,4674,0.00994,0.01649
2014,Couple with children,West,No,0.96737,4551,4674,0.96228,0.97247
2014,Couple with children,East,Yes,0.02937,38,959,0.01868,0.04006
2014,Couple with children,East,No,0.93684,921,959,0.92143,0.95224
2014,Multi-generational household,West,No,0.93590,94,94,0.88612,0.98568
2014,Other Combinations,West,No,0.96779,225,225,0.94466,0.99091
2015,Single-person household,West,Yes,0.01803,47,2445,0.01275,0.02330
2015,Single-person household,West,No,0.83367,2398,2445,0.81890,0.84843
2015,Single-person household,East,No,0.78068,728,728,0.75060,0.81076
2015,Couple without children,West,No,0.81302,2858,2858,0.79873,0.82732
2015,Couple without children,East,No,0.77787,887,887,0.75050,0.80524
2015,Single parent,West,Yes,0.04264,79,1270,0.03152,0.05375
2015,Single parent,West,No,0.86131,1191,1270,0.84230,0.88033
2015,Single parent,East,Yes,0.06248,31,336,0.03657,0.08840
2015,Single parent,East,No,0.81959,305,336,0.77841,0.86077
2015,Couple with children,West,Yes,0.01344,119,4342,0.01002,0.01687
2015,Couple with children,West,No,0.84242,4223,4342,0.83158,0.85326
2015,Couple with children,East,No,0.78687,777,777,0.75806,0.81568
2015,Multi-generational household,West,No,0.80640,102,102,0.72934,0.88346
2015,Other Combinations,West,No,0.86252,196,196,0.81418,0.91085
2015,Other Combinations,East,No,0.84213,31,31,0.71165,0.97261
2016,Single-person household,West,Yes,0.01762,69,2829,0.01277,0.02247
2016,Single-person household,West,No,0.96363,2760,2829,0.95673,0.97053
2016,Single-person household,East,Yes,0.02748,31,923,0.01693,0.03804
2016,Single-person household,East,No,0.94931,892,923,0.93515,0.96347
2016,Couple without children,West,No,0.97920,3090,3090,0.97417,0.98424
2016,Couple without children,East,No,0.97541,1005,1005,0.96583,0.98499
2016,Single parent,West,Yes,0.04443,82,1309,0.03326,0.05559
2016,Single parent,West,No,0.95067,1227,1309,0.93894,0.96241
2016,Single parent,East,Yes,0.09621,42,375,0.06633,0.12610
2016,Single parent,East,No,0.86955,333,375,0.83541,0.90368
2016,Couple with children,West,Yes,0.01387,188,5055,0.01065,0.01710
2016,Couple with children,West,No,0.96131,4867,5055,0.95599,0.96663
2016,Couple with children,East,Yes,0.01248,40,1007,0.00562,0.01934
2016,Couple with children,East,No,0.93880,967,1007,0.92399,0.95362
2016,Multi-generational household,West,No,0.86685,106,106,0.80187,0.93184
2016,Other Combinations,West,No,0.94595,301,301,0.92037,0.97154
2016,Other Combinations,East,No,0.92826,52,52,0.85743,0.99908
2017,Single-person household,West,Yes,0.01380,77,3204,0.00976,0.01784
2017,Single-person household,West,No,0.97036,3127,3204,0.96448,0.97623
2017,Single-person household,East,Yes,0.03503,37,1033,0.02381,0.04625
2017,Single-person household,East,No,0.92524,996,1033,0.90919,0.94129
2017,Couple without children,West,No,0.97689,3507,3507,0.97191,0.98186
2017,Couple without children,East,No,0.97797,1119,1119,0.96937,0.98657
2017,Single parent,West,Yes,0.04462,88,1374,0.03370,0.05554
2017,Single parent,West,No,0.94689,1286,1374,0.93503,0.95875
2017,Single parent,East,Yes,0.09262,37,372,0.06312,0.12212
2017,Single parent,East,No,0.90064,335,372,0.87020,0.93108
2017,Couple with children,West,Yes,0.01570,244,5634,0.01246,0.01895
2017,Couple with children,West,No,0.96877,5390,5634,0.96422,0.97331
2017,Couple with children,East,Yes,0.01661,37,1120,0.00913,0.02410
2017,Couple with children,East,No,0.94507,1083,1120,0.93172,0.95842
2017,Multi-generational household,West,No,0.84712,123,123,0.78326,0.91098
2017,Other Combinations,West,No,0.96374,424,424,0.94592,0.98155
2017,Other Combinations,East,No,0.90255,60,60,0.82687,0.97823
2018,Single-person household,West,Yes,0.02029,103,3341,0.01551,0.02507
2018,Single-person household,West,No,0.96715,3238,3341,0.96110,0.97319
2018,Single-person household,East,Yes,0.02748,43,1078,0.01772,0.03724
2018,Single-person household,East,No,0.95255,1035,1078,0.93985,0.96524
2018,Couple without children,West,No,0.98121,3438,3438,0.97667,0.98575
2018,Couple without children,East,No,0.97225,1116,1116,0.96260,0.98189
2018,Single parent,West,Yes,0.04372,90,1359,0.03284,0.05459
2018,Single parent,West,No,0.95290,1269,1359,0.94163,0.96417
2018,Single parent,East,No,0.92754,346,346,0.90018,0.95490
2018,Couple with children,West,Yes,0.01648,325,5303,0.01305,0.01990
2018,Couple with children,West,No,0.96688,4978,5303,0.96207,0.97170
2018,Couple with children,East,Yes,0.01626,61,1080,0.00871,0.02380
2018,Couple with children,East,No,0.94632,1019,1080,0.93287,0.95977
2018,Multi-generational household,West,No,0.90227,121,121,0.84914,0.95540
2018,Other Combinations,West,No,0.97395,332,332,0.95679,0.99111
2018,Other Combinations,East,No,0.98882,46,46,0.95809,1.01954
2019,Single-person household,West,Yes,0.01995,79,3465,0.01530,0.02461
2019,Single-person household,West,No,0.96969,3386,3465,0.96398,0.97540
2019,Single-person household,East,Yes,0.03413,36,1058,0.02318,0.04507
2019,Single-person household,East,No,0.94253,1022,1058,0.92850,0.95656
2019,Couple without children,West,No,0.98583,3850,3850,0.98210,0.98957
2019,Couple without children,East,No,0.98254,1248,1248,0.97526,0.98981
2019,Single parent,West,Yes,0.03774,53,1248,0.02716,0.04831
2019,Single parent,West,No,0.95032,1195,1248,0.93825,0.96238
2019,Single parent,East,No,0.91534,334,334,0.88545,0.94524
2019,Couple with children,West,Yes,0.01614,191,5348,0.01277,0.01952
2019,Couple with children,West,No,0.96946,5157,5348,0.96484,0.97407
2019,Couple with children,East,No,0.95848,1099,1099,0.94668,0.97028
2019,Multi-generational household,West,No,0.89916,103,103,0.84072,0.95759
2019,Other Combinations,West,No,0.97876,304,304,0.96252,0.99499
2019,Other Combinations,East,No,0.88331,46,46,0.78951,0.97712
2020,Single-person household,West,Yes,0.01826,93,4173,0.01420,0.02232
2020,Single-person household,West,No,0.96703,4080,4173,0.96162,0.97245
2020,Single-person household,East,Yes,0.02787,31,1116,0.01821,0.03753
2020,Single-person household,East,No,0.92691,1085,1116,0.91164,0.94219
2020,Couple without children,West,No,0.97599,3909,3909,0.97119,0.98079
2020,Couple without children,East,No,0.98413,1172,1172,0.97698,0.99129
2020,Single parent,West,Yes,0.03292,61,1235,0.02296,0.04287
2020,Single parent,West,No,0.94589,1174,1235,0.93327,0.95851
2020,Single parent,East,No,0.91136,317,317,0.88002,0.94269
2020,Couple with children,West,Yes,0.01475,233,5373,0.01153,0.01797
2020,Couple with children,West,No,0.94958,5140,5373,0.94372,0.95543
2020,Couple with children,East,Yes,0.01462,31,1062,0.00740,0.02184
2020,Couple with children,East,No,0.95636,1031,1062,0.94407,0.96865
2020,Multi-generational household,West,No,0.88726,112,112,0.82842,0.94610
2020,Other Combinations,West,No,0.98756,405,405,0.97675,0.99837
2020,Other Combinations,East,No,0.99980,54,54,0.99598,1.00362
2021,Single-person household,West,Yes,0.01967,66,2759,0.01449,0.02485
2021,Single-person household,West,No,0.97711,2693,2759,0.97153,0.98269
2021,Single-person household,East,No,0.95259,736,736,0.93723,0.96796
2021,Couple without children,West,No,0.99366,2634,2634,0.99062,0.99669
2021,Couple without children,East,No,0.98493,820,820,0.97659,0.99327
2021,Single parent,West,Yes,0.03312,41,762,0.02040,0.04583
2021,Single parent,West,No,0.96424,721,762,0.95105,0.97743
2021,Single parent,East,No,0.92134,235,235,0.88685,0.95584
2021,Couple with children,West,Yes,0.02320,204,3311,0.01807,0.02833
