year,hhtyp,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Couple without children,No,0.95694,2094,2126,0.94831,0.96557
1998,Single parent,Yes,0.18885,93,427,0.15168,0.22602
1998,Single parent,No,0.74220,334,427,0.70067,0.78374
1998,Couple with children,Yes,0.04977,145,2640,0.04147,0.05806
1998,Couple with children,No,0.88145,2495,2640,0.86911,0.89378
1998,Multi-generational household,No,0.84254,96,96,0.76930,0.91579
1998,Other Combinations,No,0.84991,142,142,0.79096,0.90887
1999,Single-person household,Yes,0.06041,109,1638,0.04887,0.07196
1999,Single-person household,No,0.93959,1529,1638,0.92804,0.95113
1999,Couple without children,No,0.99154,2129,2129,0.98765,0.99543
1999,Single parent,Yes,0.19987,99,447,0.16276,0.23699
1999,Single parent,No,0.80013,348,447,0.76301,0.83724
1999,Couple with children,Yes,0.04156,141,2733,0.03407,0.04904
1999,Couple with children,No,0.95844,2592,2733,0.95096,0.96593
1999,Multi-generational household,No,0.94109,93,93,0.89298,0.98920
2000,Single-person household,Yes,0.04840,174,3260,0.04103,0.05577
2000,Single-person household,No,0.95160,3086,3260,0.94423,0.95897
2000,Couple without children,Yes,0.01012,47,3968,0.00701,0.01323
2000,Couple without children,No,0.98988,3921,3968,0.98677,0.99299
2000,Single parent,Yes,0.17615,148,763,0.14910,0.20320
2000,Single parent,No,0.82385,615,763,0.79680,0.85090
2000,Couple with children,Yes,0.03925,193,4630,0.03366,0.04485
2000,Couple with children,No,0.96075,4437,4630,0.95515,0.96634
2000,Multi-generational household,No,0.96763,165,165,0.94054,0.99472
2000,Other Combinations,No,0.98636,158,158,0.96822,1.00450
2001,Single-person household,Yes,0.04125,134,2926,0.03405,0.04846
2001,Single-person household,No,0.95875,2792,2926,0.95154,0.96595
2001,Couple without children,Yes,0.00811,36,3589,0.00518,0.01105
2001,Couple without children,No,0.99189,3553,3589,0.98895,0.99482
2001,Single parent,Yes,0.14767,110,706,0.12148,0.17386
2001,Single parent,No,0.85233,596,706,0.82614,0.87852
2001,Couple with children,Yes,0.03035,148,4175,0.02514,0.03555
2001,Couple with children,No,0.96965,4027,4175,0.96445,0.97486
2001,Multi-generational household,No,0.98303,156,156,0.96270,1.00336
2001,Other Combinations,No,0.97231,122,122,0.94307,1.00155
2002,Single-person household,Yes,0.04472,137,2937,0.03725,0.05220
2002,Single-person household,No,0.95528,2800,2937,0.94780,0.96275
2002,Couple without children,Yes,0.00823,36,3902,0.00539,0.01106
2002,Couple without children,No,0.99177,3866,3902,0.98894,0.99461
2002,Single parent,Yes,0.14056,102,711,0.11499,0.16612
2002,Single parent,No,0.85944,609,711,0.83388,0.88501
2002,Couple with children,Yes,0.03601,133,4384,0.03049,0.04152
2002,Couple with children,No,0.96399,4251,4384,0.95848,0.96951
2002,Multi-generational household,No,0.96948,145,145,0.94138,0.99757
2002,Other Combinations,No,0.99323,128,128,0.97897,1.00749
2003,Single-person household,Yes,0.04859,145,2915,0.04078,0.05640
2003,Single-person household,No,0.95141,2770,2915,0.94360,0.95922
2003,Couple without children,Yes,0.01106,44,3818,0.00774,0.01438
2003,Couple without children,No,0.98894,3774,3818,0.98562,0.99226
2003,Single parent,Yes,0.18022,120,699,0.15170,0.20874
2003,Single parent,No,0.81978,579,699,0.79126,0.84830
2003,Couple with children,Yes,0.03750,141,4135,0.03171,0.04329
2003,Couple with children,No,0.96250,3994,4135,0.95671,0.96829
2003,Multi-generational household,No,0.97847,119,119,0.95228,1.00466
2003,Other Combinations,No,0.99382,113,113,0.97931,1.00833
2004,Single-person household,Yes,0.05378,153,2858,0.04551,0.06205
2004,Single-person household,No,0.94622,2705,2858,0.93795,0.95449
2004,Couple without children,Yes,0.01414,47,3819,0.01039,0.01788
2004,Couple without children,No,0.98586,3772,3819,0.98212,0.98961
2004,Single parent,Yes,0.18614,118,682,0.15691,0.21537
2004,Single parent,No,0.81386,564,682,0.78463,0.84309
2004,Couple with children,Yes,0.04596,148,3962,0.03944,0.05248
2004,Couple with children,No,0.95404,3814,3962,0.94752,0.96056
2004,Multi-generational household,No,0.97935,109,109,0.95252,1.00617
2004,Other Combinations,No,0.98237,107,107,0.95731,1.00742
2005,Single-person household,Yes,0.03802,112,2905,0.03107,0.04498
2005,Single-person household,No,0.96198,2793,2905,0.95502,0.96893
2005,Couple without children,Yes,0.01155,48,3692,0.00811,0.01500
2005,Couple without children,No,0.98845,3644,3692,0.98500,0.99189
2005,Single parent,Yes,0.12658,83,694,0.10182,0.15134
2005,Single parent,No,0.87342,611,694,0.84866,0.89818
2005,Couple with children,Yes,0.02891,106,3702,0.02351,0.03431
2005,Couple with children,No,0.97109,3596,3702,0.96569,0.97649
2005,Multi-generational household,No,0.95600,102,102,0.91600,0.99600
2005,Other Combinations,No,0.97410,97,97,0.94232,1.00587
2006,Single-person household,Yes,0.04031,134,3288,0.03359,0.04703
2006,Single-person household,No,0.95969,3154,3288,0.95297,0.96641
2006,Couple without children,Yes,0.01216,46,4158,0.00883,0.01549
2006,Couple without children,No,0.98784,4112,4158,0.98451,0.99117
2006,Single parent,Yes,0.10146,79,772,0.08015,0.12278
2006,Single parent,No,0.89854,693,772,0.87722,0.91985
2006,Couple with children,Yes,0.02437,85,3837,0.01949,0.02925
2006,Couple with children,No,0.97563,3752,3837,0.97075,0.98051
2006,Multi-generational household,No,0.93648,101,101,0.88867,0.98428
2006,Other Combinations,No,0.99372,104,104,0.97846,1.00898
2007,Single-person household,Yes,0.04163,121,3109,0.03460,0.04865
2007,Single-person household,No,0.95837,2988,3109,0.95135,0.96540
2007,Couple without children,Yes,0.00799,31,3876,0.00519,0.01079
2007,Couple without children,No,0.99201,3845,3876,0.98921,0.99481
2007,Single parent,Yes,0.08270,61,711,0.06244,0.10296
2007,Single parent,No,0.91730,650,711,0.89704,0.93756
2007,Couple with children,Yes,0.02529,78,3576,0.02015,0.03044
2007,Couple with children,No,0.97471,3498,3576,0.96956,0.97985
2007,Multi-generational household,No,0.94115,87,87,0.89142,0.99089
2007,Other Combinations,No,0.98768,89,89,0.96463,1.01073
2008,Single-person household,Yes,0.03246,91,2986,0.02610,0.03881
2008,Single-person household,No,0.96754,2895,2986,0.96119,0.97390
2008,Couple without children,Yes,0.00977,35,3734,0.00662,0.01293
2008,Couple without children,No,0.99023,3699,3734,0.98707,0.99338
2008,Single parent,Yes,0.09287,65,682,0.07107,0.11467
2008,Single parent,No,0.90713,617,682,0.88533,0.92893
2008,Couple with children,Yes,0.02209,69,3266,0.01705,0.02713
2008,Couple with children,No,0.97791,3197,3266,0.97287,0.98295
2008,Other Combinations,No,0.98308,73,73,0.95329,1.01287
2009,Single-person household,Yes,0.03107,89,2847,0.02470,0.03745
2009,Single-person household,No,0.96893,2758,2847,0.96255,0.97530
2009,Couple without children,Yes,0.00870,31,3550,0.00564,0.01175
2009,Couple without children,No,0.99130,3519,3550,0.98825,0.99436
2009,Single parent,Yes,0.08917,55,634,0.06696,0.11137
2009,Single parent,No,0.91083,579,634,0.88863,0.93304
2009,Couple with children,Yes,0.02231,69,3009,0.01703,0.02759
2009,Couple with children,No,0.97769,2940,3009,0.97241,0.98297
2009,Multi-generational household,No,0.99524,65,65,0.97839,1.01210
2009,Other Combinations,No,0.98912,70,70,0.96464,1.01360
2010,Single-person household,Yes,0.03171,80,2651,0.02504,0.03839
2010,Single-person household,No,0.94721,2571,2651,0.93870,0.95573
2010,Couple without children,No,0.96818,3288,3288,0.96218,0.97418
2010,Single parent,Yes,0.10967,262,1805,0.09525,0.12409
2010,Single parent,No,0.86253,1543,1805,0.84664,0.87842
2010,Couple with children,Yes,0.02253,242,5467,0.01859,0.02646
2010,Couple with children,No,0.88597,5225,5467,0.87755,0.89440
2010,Multi-generational household,No,0.91875,94,94,0.86322,0.97428
2010,Other Combinations,No,0.97915,63,63,0.94358,1.01472
2011,Single-person household,Yes,0.02705,92,3482,0.02166,0.03243
2011,Single-person household,No,0.95104,3390,3482,0.94387,0.95821
2011,Couple without children,No,0.97961,4295,4295,0.97538,0.98383
2011,Single parent,Yes,0.11948,354,2275,0.10615,0.13281
2011,Single parent,No,0.85760,1921,2275,0.84324,0.87196
2011,Couple with children,Yes,0.02380,250,5939,0.01993,0.02768
2011,Couple with children,No,0.91150,5689,5939,0.90428,0.91872
2011,Multi-generational household,No,0.94375,107,107,0.89988,0.98761
2011,Other Combinations,No,0.95570,95,95,0.91411,0.99730
2012,Single-person household,Yes,0.02574,92,3639,0.02059,0.03089
2012,Single-person household,No,0.95568,3547,3639,0.94899,0.96237
2012,Couple without children,No,0.97945,4380,4380,0.97525,0.98365
2012,Single parent,Yes,0.09199,257,2134,0.07972,0.10425
2012,Single parent,No,0.87679,1877,2134,0.86284,0.89073
2012,Couple with children,Yes,0.02037,211,5570,0.01666,0.02408
2012,Couple with children,No,0.92829,5359,5570,0.92151,0.93506
2012,Multi-generational household,No,0.96845,114,114,0.93623,1.00068
2012,Other Combinations,No,0.98574,96,96,0.96191,1.00958
2013,Single-person household,Yes,0.02463,90,3791,0.01970,0.02957
2013,Single-person household,No,0.95750,3701,3791,0.95108,0.96392
2013,Couple without children,No,0.98001,4554,4554,0.97594,0.98407
2013,Single parent,Yes,0.07778,217,2212,0.06662,0.08895
2013,Single parent,No,0.89615,1995,2212,0.88344,0.90887
2013,Couple with children,Yes,0.02021,247,6434,0.01677,0.02365
2013,Couple with children,No,0.92576,6187,6434,0.91936,0.93217
2013,Multi-generational household,No,0.91822,136,136,0.87199,0.96444
2013,Other Combinations,No,0.93387,334,334,0.90717,0.96056
2014,Single-person household,Yes,0.02199,70,3504,0.01713,0.02684
2014,Single-person household,No,0.95366,3434,3504,0.94669,0.96062
2014,Couple without children,No,0.96705,4263,4263,0.96169,0.97241
2014,Single parent,Yes,0.06481,147,1803,0.05344,0.07617
2014,Single parent,No,0.91865,1656,1803,0.90603,0.93127
2014,Couple with children,Yes,0.01564,161,5633,0.01240,0.01888
2014,Couple with children,No,0.96279,5472,5633,0.95784,0.96773
2014,Multi-generational household,No,0.94397,116,116,0.90194,0.98600
2014,Other Combinations,No,0.96973,253,253,0.94858,0.99089
2015,Single-person household,Yes,0.01756,61,3187,0.01300,0.02212
2015,Single-person household,No,0.82319,3126,3187,0.80994,0.83643
2015,Couple without children,No,0.80648,3745,3745,0.79383,0.81914
2015,Single parent,Yes,0.04594,110,1606,0.03570,0.05618
2015,Single parent,No,0.85437,1496,1606,0.83712,0.87163
2015,Couple with children,Yes,0.01465,149,5149,0.01137,0.01794
2015,Couple with children,No,0.83406,5000,5149,0.82389,0.84422
2015,Multi-generational household,No,0.75817,123,123,0.68219,0.83415
2015,Other Combinations,No,0.85963,227,227,0.81434,0.90492
2016,Single-person household,Yes,0.01958,100,3752,0.01514,0.02401
2016,Single-person household,No,0.96079,3652,3752,0.95458,0.96700
2016,Couple without children,No,0.97852,4095,4095,0.97408,0.98296
2016,Single parent,Yes,0.05356,124,1684,0.04280,0.06432
2016,Single parent,No,0.93637,1560,1684,0.92471,0.94803
2016,Couple with children,Yes,0.01367,228,6062,0.01074,0.01659
2016,Couple with children,No,0.95797,5834,6062,0.95292,0.96303
2016,Multi-generational household,No,0.89374,138,138,0.84213,0.94534
2016,Other Combinations,No,0.94376,353,353,0.91969,0.96783
2017,Single-person household,Yes,0.01796,114,4237,0.01396,0.02196
2017,Single-person household,No,0.96151,4123,4237,0.95572,0.96731
2017,Couple without children,No,0.97708,4626,4626,0.97276,0.98139
2017,Single parent,Yes,0.05299,125,1746,0.04248,0.06350
2017,Single parent,No,0.93882,1621,1746,0.92758,0.95007
2017,Couple with children,Yes,0.01584,281,6754,0.01286,0.01881
2017,Couple with children,No,0.96528,6473,6754,0.96091,0.96965
2017,Multi-generational household,No,0.85824,148,148,0.80185,0.91462
2017,Other Combinations,No,0.95857,484,484,0.94079,0.97634
2018,Single-person household,Yes,0.02167,146,4419,0.01737,0.02596
2018,Single-person household,No,0.96435,4273,4419,0.95888,0.96982
2018,Couple without children,Yes,0.00301,36,4590,0.00143,0.00460
2018,Couple without children,No,0.97961,4554,4590,0.97552,0.98370
2018,Single parent,Yes,0.04869,118,1733,0.03856,0.05883
2018,Single parent,No,0.94844,1615,1733,0.93803,0.95886
2018,Couple with children,Yes,0.01644,386,6383,0.01332,0.01956
2018,Couple with children,No,0.96381,5997,6383,0.95923,0.96839
2018,Multi-generational household,No,0.91645,147,147,0.87157,0.96134
2018,Other Combinations,No,0.97527,378,378,0.95959,0.99095
2019,Single-person household,Yes,0.02278,117,4564,0.01845,0.02711
2019,Single-person household,No,0.96440,4447,4564,0.95903,0.96978
2019,Couple without children,No,0.98524,5110,5110,0.98193,0.98855
2019,Single parent,Yes,0.04329,76,1610,0.03335,0.05324
2019,Single parent,No,0.94400,1534,1610,0.93276,0.95523
2019,Couple with children,Yes,0.01621,219,6479,0.01313,0.01928
2019,Couple with children,No,0.96792,6260,6479,0.96363,0.97221
2019,Multi-generational household,No,0.90423,128,128,0.85305,0.95541
2019,Other Combinations,No,0.97047,351,351,0.95274,0.98821
2020,Single-person household,Yes,0.02015,124,5289,0.01636,0.02393
2020,Single-person household,No,0.95915,5165,5289,0.95382,0.96449
2020,Couple without children,No,0.97744,5081,5081,0.97336,0.98153
2020,Single parent,Yes,0.03782,86,1577,0.02840,0.04723
2020,Single parent,No,0.93988,1491,1577,0.92815,0.95162
2020,Couple with children,Yes,0.01473,264,6435,0.01179,0.01768
2020,Couple with children,No,0.95056,6171,6435,0.94527,0.95586
2020,Multi-generational household,No,0.90363,137,137,0.85403,0.95323
2020,Other Combinations,No,0.98909,459,459,0.97957,0.99860
2021,Single-person household,Yes,0.02264,88,3517,0.01773,0.02756
2021,Single-person household,No,0.97261,3429,3517,0.96721,0.97800
2021,Couple without children,No,0.99209,3454,3454,0.98914,0.99505
2021,Single parent,Yes,0.04242,63,1019,0.03004,0.05480
2021,Single parent,No,0.95534,956,1019,0.94265,0.96803
2021,Couple with children,Yes,0.02166,226,3959,0.01713,0.02620
2021,Couple with children,No,0.95826,3733,3959,0.95203,0.96449
2021,Multi-generational household,No,0.98537,87,87,0.95999,1.01075
2021,Other Combinations,No,0.97015,337,337,0.95196,0.98835
2022,Single-person household,Yes,0.02410,110,5779,0.02015,0.02805
2022,Single-person household,No,0.96173,5669,5779,0.95678,0.96668
2022,Couple without children,No,0.98601,5716,5716,0.98297,0.98906
2022,Single parent,Yes,0.04134,58,1218,0.03016,0.05253
2022,Single parent,No,0.94871,1160,1218,0.93631,0.96110
2022,Couple with children,Yes,0.02205,240,5737,0.01825,0.02585
2022,Couple with children,No,0.94811,5497,5737,0.94237,0.95385
2022,Multi-generational household,No,0.94737,92,92,0.90149,0.99325
2022,Other Combinations,No,0.93971,1141,1141,0.92589,0.95352
