,Unnamed: 0,year,regtyp,rentown,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
104,104,2011,Rural regions,Tenant,Yes,0.05294,257,16200,0.04524,0.0616
105,105,2011,Rural regions,Tenant,No,0.94706,2437,16200,0.90531,0.99036
106,106,2012,Urban regions,Owner,No,1.0,4389,15932,0.97069,1.03656
107,107,2012,Urban regions,Tenant,Yes,0.03455,310,15932,0.02917,0.03995
108,108,2012,Urban regions,Tenant,No,0.96545,5497,15932,0.94153,0.99612
109,109,2012,Rural regions,Owner,Yes,0.00443,33,15932,0.00321,0.00585
110,110,2012,Rural regions,Owner,No,0.99557,2991,15932,0.95487,1.02944
111,111,2012,Rural regions,Tenant,Yes,0.04898,216,15932,0.04155,0.05559
112,112,2012,Rural regions,Tenant,No,0.95102,2496,15932,0.91473,0.99364
113,113,2013,Urban regions,Owner,No,1.0,4548,17466,0.97134,1.02747
114,114,2013,Urban regions,Tenant,Yes,0.03268,350,17466,0.02688,0.03812
115,115,2013,Urban regions,Tenant,No,0.96732,6689,17466,0.94061,0.99456
116,116,2013,Rural regions,Owner,No,1.0,2937,17466,0.96499,1.04336
117,117,2013,Rural regions,Tenant,Yes,0.04616,209,17466,0.03806,0.05474
118,118,2013,Rural regions,Tenant,No,0.95384,2733,17466,0.91211,0.99674
119,119,2014,Urban regions,Owner,No,1.0,4196,15568,0.9717,1.02924
120,120,2014,Urban regions,Tenant,Yes,0.02833,230,15568,0.02269,0.03369
121,121,2014,Urban regions,Tenant,No,0.97167,5813,15568,0.94438,1.00009
122,122,2014,Rural regions,Owner,No,1.0,2717,15568,0.96203,1.03143
123,123,2014,Rural regions,Tenant,Yes,0.03841,144,15568,0.0293,0.04785
124,124,2014,Rural regions,Tenant,No,0.96159,2468,15568,0.92611,1.0013
125,125,2015,Urban regions,Owner,No,1.0,3521,14039,0.96229,1.02937
126,126,2015,Urban regions,Tenant,Yes,0.02773,207,14039,0.02198,0.03359
127,127,2015,Urban regions,Tenant,No,0.97227,5569,14039,0.94522,0.99437
128,128,2015,Rural regions,Owner,No,1.0,2302,14039,0.96024,1.04658
129,129,2015,Rural regions,Tenant,Yes,0.03196,115,14039,0.02468,0.04142
130,130,2015,Rural regions,Tenant,No,0.96804,2325,14039,0.91142,1.01264
131,131,2016,Urban regions,Owner,No,1.0,3690,14078,0.96777,1.03435
132,132,2016,Urban regions,Tenant,Yes,0.02556,189,14078,0.02094,0.03003
133,133,2016,Urban regions,Tenant,No,0.97444,5362,14078,0.94673,1.00207
134,134,2016,Rural regions,Owner,No,1.0,2472,14078,0.95729,1.03668
135,135,2016,Rural regions,Tenant,Yes,0.03314,106,14078,0.02589,0.04213
136,136,2016,Rural regions,Tenant,No,0.96686,2259,14078,0.9174,1.0146
137,137,2017,Urban regions,Owner,No,1.0,4178,17237,0.97137,1.03147
138,138,2017,Urban regions,Tenant,Yes,0.02546,317,17237,0.02039,0.03
139,139,2017,Urban regions,Tenant,No,0.97454,6855,17237,0.94769,1.0036
140,140,2017,Rural regions,Owner,No,1.0,2744,17237,0.96252,1.04115
141,141,2017,Rural regions,Tenant,Yes,0.03298,192,17237,0.0262,0.04004
142,142,2017,Rural regions,Tenant,No,0.96702,2951,17237,0.9218,1.01261
143,143,2018,Urban regions,Owner,No,1.0,4015,17662,0.97033,1.03611
144,144,2018,Urban regions,Tenant,Yes,0.02679,457,17662,0.02263,0.03103
145,145,2018,Urban regions,Tenant,No,0.97321,7318,17662,0.94383,1.00046
146,146,2018,Rural regions,Owner,No,1.0,2637,17662,0.96165,1.05009
147,147,2018,Rural regions,Tenant,Yes,0.03646,241,17662,0.02775,0.04589
148,148,2018,Rural regions,Tenant,No,0.96354,2994,17662,0.92134,1.01273
149,149,2019,Urban regions,Owner,No,1.0,4682,17808,0.96747,1.03693
150,150,2019,Urban regions,Tenant,Yes,0.02631,281,17808,0.02111,0.03199
151,151,2019,Urban regions,Tenant,No,0.97369,6913,17808,0.9423,1.00974
152,152,2019,Rural regions,Owner,No,1.0,2955,17808,0.95314,1.04139
153,153,2019,Rural regions,Tenant,Yes,0.03981,155,17808,0.02885,0.0492
154,154,2019,Rural regions,Tenant,No,0.96019,2822,17808,0.90924,1.01181
155,155,2020,Urban regions,Owner,No,1.0,4172,19002,0.9649,1.03118
156,156,2020,Urban regions,Tenant,Yes,0.02469,347,19002,0.0193,0.03117
157,157,2020,Urban regions,Tenant,No,0.97531,8631,19002,0.94278,1.00123
158,158,2020,Rural regions,Owner,No,1.0,2636,19002,0.95496,1.04736
159,159,2020,Rural regions,Tenant,Yes,0.02766,151,19002,0.01946,0.03749
160,160,2020,Rural regions,Tenant,No,0.97234,3065,19002,0.92156,1.01824
161,161,2021,Urban regions,Owner,No,1.0,3097,12445,0.96292,1.04237
162,162,2021,Urban regions,Tenant,Yes,0.02877,296,12445,0.02296,0.03567
163,163,2021,Urban regions,Tenant,No,0.97123,5135,12445,0.93267,1.00511
164,164,2021,Rural regions,Owner,No,1.0,1950,12445,0.94971,1.05039
165,165,2021,Rural regions,Tenant,Yes,0.03369,97,12445,0.02308,0.04578
166,166,2021,Rural regions,Tenant,No,0.96631,1870,12445,0.9094,1.02225
