year,migback,quintil_oecd,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,3rd Quintile,Full-time,0.66842,117,1256,0.66747,0.66937
1985,No migration background,3rd Quintile,Part-time,0.33158,67,1256,0.33063,0.33253
1985,No migration background,4th Quintile,Full-time,0.65613,80,1256,0.65494,0.65732
1985,No migration background,4th Quintile,Part-time,0.34387,45,1256,0.34268,0.34506
1985,No migration background,5th Quintile,Full-time,0.64395,79,1256,0.64277,0.64514
1985,No migration background,5th Quintile,Part-time,0.35605,46,1256,0.35486,0.35723
1985,Direct migration background,1st Quintile,Full-time,0.61630,135,1256,0.61446,0.61814
1985,Direct migration background,1st Quintile,Part-time,0.38370,64,1256,0.38186,0.38554
1985,Direct migration background,2nd Quintile,Full-time,1.00000,71,1256,1.00000,1.00000
1985,Direct migration background,3rd Quintile,Full-time,1.00000,49,1256,1.00000,1.00000
1986,No migration background,1st Quintile,Full-time,0.56613,158,1210,0.56537,0.56688
1986,No migration background,1st Quintile,Part-time,0.31512,92,1210,0.31441,0.31584
1986,No migration background,1st Quintile,Either,0.11875,33,1210,0.11825,0.11924
1986,No migration background,2nd Quintile,Full-time,0.53529,98,1210,0.53429,0.53629
1986,No migration background,2nd Quintile,Part-time,0.46471,90,1210,0.46371,0.46571
1986,No migration background,3rd Quintile,Full-time,0.63664,98,1210,0.63557,0.63770
1986,No migration background,3rd Quintile,Part-time,0.36336,59,1210,0.36230,0.36443
1986,No migration background,4th Quintile,Full-time,0.63926,93,1210,0.63816,0.64036
1986,No migration background,4th Quintile,Part-time,0.36074,54,1210,0.35964,0.36184
1986,No migration background,5th Quintile,Full-time,0.65685,84,1210,0.65569,0.65802
1986,No migration background,5th Quintile,Part-time,0.34315,46,1210,0.34198,0.34431
1986,Direct migration background,1st Quintile,Full-time,0.76342,131,1210,0.76180,0.76505
1986,Direct migration background,1st Quintile,Part-time,0.23658,55,1210,0.23495,0.23820
1986,Direct migration background,2nd Quintile,Full-time,1.00000,73,1210,1.00000,1.00000
1986,Direct migration background,3rd Quintile,Full-time,1.00000,46,1210,1.00000,1.00000
1987,No migration background,1st Quintile,Full-time,0.64227,144,1178,0.64147,0.64307
1987,No migration background,1st Quintile,Part-time,0.35773,86,1178,0.35693,0.35853
1987,No migration background,2nd Quintile,Full-time,0.46339,94,1178,0.46240,0.46437
1987,No migration background,2nd Quintile,Part-time,0.53661,102,1178,0.53563,0.53760
1987,No migration background,3rd Quintile,Full-time,0.52806,95,1178,0.52700,0.52911
1987,No migration background,3rd Quintile,Part-time,0.47194,77,1178,0.47089,0.47300
1987,No migration background,4th Quintile,Full-time,0.55421,91,1178,0.55310,0.55532
1987,No migration background,4th Quintile,Part-time,0.44579,64,1178,0.44468,0.44690
1987,No migration background,5th Quintile,Full-time,0.59425,70,1178,0.59298,0.59553
1987,No migration background,5th Quintile,Part-time,0.40575,44,1178,0.40447,0.40702
1987,Direct migration background,1st Quintile,Full-time,0.70899,130,1178,0.70733,0.71066
1987,Direct migration background,1st Quintile,Part-time,0.29101,56,1178,0.28934,0.29267
1987,Direct migration background,2nd Quintile,Full-time,0.57361,58,1178,0.57102,0.57621
1987,Direct migration background,2nd Quintile,Part-time,0.42639,32,1178,0.42379,0.42898
1987,Direct migration background,3rd Quintile,Full-time,1.00000,35,1178,1.00000,1.00000
1988,No migration background,1st Quintile,Full-time,0.51231,125,1134,0.51155,0.51308
1988,No migration background,1st Quintile,Part-time,0.33781,92,1134,0.33708,0.33853
1988,No migration background,1st Quintile,Either,0.14988,37,1134,0.14933,0.15042
1988,No migration background,2nd Quintile,Full-time,0.51428,88,1134,0.51329,0.51526
1988,No migration background,2nd Quintile,Part-time,0.48572,89,1134,0.48474,0.48671
1988,No migration background,3rd Quintile,Full-time,0.57843,100,1134,0.57740,0.57946
1988,No migration background,3rd Quintile,Part-time,0.42157,73,1134,0.42054,0.42260
1988,No migration background,4th Quintile,Full-time,0.58997,106,1134,0.58897,0.59096
1988,No migration background,4th Quintile,Part-time,0.41003,69,1134,0.40904,0.41103
1988,No migration background,5th Quintile,Full-time,0.63033,63,1134,0.62904,0.63163
1988,No migration background,5th Quintile,Part-time,0.36967,39,1134,0.36837,0.37096
1988,Direct migration background,1st Quintile,Full-time,0.73510,119,1134,0.73337,0.73682
1988,Direct migration background,1st Quintile,Part-time,0.26490,45,1134,0.26318,0.26663
1988,Direct migration background,2nd Quintile,Full-time,1.00000,56,1134,1.00000,1.00000
1988,Direct migration background,3rd Quintile,Full-time,1.00000,33,1134,1.00000,1.00000
1989,No migration background,1st Quintile,Full-time,0.67313,117,933,0.67228,0.67398
1989,No migration background,1st Quintile,Part-time,0.32687,62,933,0.32602,0.32772
1989,No migration background,2nd Quintile,Full-time,0.47468,74,933,0.47363,0.47572
1989,No migration background,2nd Quintile,Part-time,0.52532,86,933,0.52428,0.52637
1989,No migration background,3rd Quintile,Full-time,0.52307,80,933,0.52203,0.52412
1989,No migration background,3rd Quintile,Part-time,0.47693,73,933,0.47588,0.47797
1989,No migration background,4th Quintile,Full-time,0.57101,80,933,0.56990,0.57212
1989,No migration background,4th Quintile,Part-time,0.42899,57,933,0.42788,0.43010
1989,No migration background,5th Quintile,Full-time,0.47571,51,933,0.47444,0.47699
1989,No migration background,5th Quintile,Part-time,0.52429,54,933,0.52301,0.52556
1989,Direct migration background,1st Quintile,Full-time,0.70965,99,933,0.70791,0.71139
1989,Direct migration background,1st Quintile,Part-time,0.29035,53,933,0.28861,0.29209
1989,Direct migration background,2nd Quintile,Full-time,1.00000,47,933,1.00000,1.00000
1991,No migration background,1st Quintile,Full-time,0.51755,74,794,0.51655,0.51854
1991,No migration background,1st Quintile,Part-time,0.48245,69,794,0.48146,0.48345
1991,No migration background,2nd Quintile,Full-time,0.51410,69,794,0.51299,0.51520
1991,No migration background,2nd Quintile,Part-time,0.48590,68,794,0.48480,0.48701
1991,No migration background,3rd Quintile,Full-time,0.44840,56,794,0.44730,0.44951
1991,No migration background,3rd Quintile,Part-time,0.55160,77,794,0.55049,0.55270
1991,No migration background,4th Quintile,Full-time,0.55464,69,794,0.55345,0.55584
1991,No migration background,4th Quintile,Part-time,0.44536,49,794,0.44416,0.44655
1991,No migration background,5th Quintile,Full-time,0.54783,48,794,0.54650,0.54916
1991,No migration background,5th Quintile,Part-time,0.45217,43,794,0.45084,0.45350
1991,Direct migration background,1st Quintile,Full-time,0.63835,71,794,0.63627,0.64043
1991,Direct migration background,1st Quintile,Part-time,0.36165,37,794,0.35957,0.36373
1991,Direct migration background,2nd Quintile,Full-time,0.49799,31,794,0.49538,0.50060
1991,Direct migration background,2nd Quintile,Part-time,0.50201,33,794,0.49940,0.50462
1992,No migration background,1st Quintile,Full-time,0.58463,259,1503,0.58393,0.58533
1992,No migration background,1st Quintile,Part-time,0.26284,104,1503,0.26221,0.26346
1992,No migration background,1st Quintile,Either,0.15253,80,1503,0.15202,0.15304
1992,No migration background,2nd Quintile,Full-time,0.49784,160,1503,0.49699,0.49870
1992,No migration background,2nd Quintile,Part-time,0.36700,104,1503,0.36618,0.36783
1992,No migration background,2nd Quintile,Either,0.13515,48,1503,0.13457,0.13574
1992,No migration background,3rd Quintile,Full-time,0.48571,138,1503,0.48484,0.48658
1992,No migration background,3rd Quintile,Part-time,0.40342,96,1503,0.40256,0.40427
1992,No migration background,3rd Quintile,Either,0.11087,31,1503,0.11033,0.11142
1992,No migration background,4th Quintile,Full-time,0.46727,92,1503,0.46627,0.46827
1992,No migration background,4th Quintile,Part-time,0.53273,91,1503,0.53173,0.53373
1992,No migration background,5th Quintile,Full-time,0.61970,82,1503,0.61864,0.62077
1992,No migration background,5th Quintile,Part-time,0.38030,54,1503,0.37923,0.38136
1992,Direct migration background,1st Quintile,Full-time,1.00000,54,1503,1.00000,1.00000
1992,Direct migration background,2nd Quintile,Full-time,0.47958,42,1503,0.47716,0.48201
1992,Direct migration background,2nd Quintile,Part-time,0.52042,34,1503,0.51799,0.52284
1992,Indirect migration background,1st Quintile,Full-time,1.00000,34,1503,1.00000,1.00000
1993,No migration background,1st Quintile,Full-time,0.55048,230,1521,0.54980,0.55116
1993,No migration background,1st Quintile,Part-time,0.29848,112,1521,0.29785,0.29910
1993,No migration background,1st Quintile,Either,0.15104,72,1521,0.15055,0.15153
1993,No migration background,2nd Quintile,Full-time,0.52485,169,1521,0.52399,0.52571
1993,No migration background,2nd Quintile,Part-time,0.31273,86,1521,0.31193,0.31353
1993,No migration background,2nd Quintile,Either,0.16242,57,1521,0.16178,0.16305
1993,No migration background,3rd Quintile,Full-time,0.49390,151,1521,0.49303,0.49478
1993,No migration background,3rd Quintile,Part-time,0.39600,90,1521,0.39514,0.39686
1993,No migration background,3rd Quintile,Either,0.11010,36,1521,0.10955,0.11065
1993,No migration background,4th Quintile,Full-time,0.60142,109,1521,0.60043,0.60242
1993,No migration background,4th Quintile,Part-time,0.39858,72,1521,0.39758,0.39957
1993,No migration background,5th Quintile,Full-time,0.59485,79,1521,0.59371,0.59599
1993,No migration background,5th Quintile,Part-time,0.40515,51,1521,0.40401,0.40629
1993,Direct migration background,1st Quintile,Full-time,0.65135,62,1521,0.64939,0.65332
1993,Direct migration background,1st Quintile,Part-time,0.34865,34,1521,0.34668,0.35061
1993,Direct migration background,2nd Quintile,Full-time,0.60447,39,1521,0.60239,0.60656
1993,Direct migration background,2nd Quintile,Part-time,0.39553,33,1521,0.39344,0.39761
1993,Indirect migration background,1st Quintile,Full-time,1.00000,39,1521,1.00000,1.00000
1994,No migration background,1st Quintile,Full-time,0.58687,237,1541,0.58619,0.58755
1994,No migration background,1st Quintile,Part-time,0.25631,102,1541,0.25571,0.25691
1994,No migration background,1st Quintile,Either,0.15682,75,1541,0.15632,0.15732
1994,No migration background,2nd Quintile,Full-time,0.46843,157,1541,0.46763,0.46923
1994,No migration background,2nd Quintile,Part-time,0.40686,124,1541,0.40608,0.40765
1994,No migration background,2nd Quintile,Either,0.12471,47,1541,0.12418,0.12524
1994,No migration background,3rd Quintile,Full-time,0.41958,128,1541,0.41871,0.42045
1994,No migration background,3rd Quintile,Part-time,0.43185,98,1541,0.43098,0.43272
1994,No migration background,3rd Quintile,Either,0.14857,43,1541,0.14794,0.14920
1994,No migration background,4th Quintile,Full-time,0.66335,138,1541,0.66245,0.66425
1994,No migration background,4th Quintile,Part-time,0.33665,71,1541,0.33575,0.33755
1994,No migration background,5th Quintile,Full-time,0.59928,93,1541,0.59818,0.60039
1994,No migration background,5th Quintile,Part-time,0.40072,54,1541,0.39961,0.40182
1994,Direct migration background,1st Quintile,Full-time,0.69553,70,1541,0.69386,0.69720
1994,Direct migration background,1st Quintile,Part-time,0.30447,34,1541,0.30280,0.30614
1994,Direct migration background,2nd Quintile,Full-time,1.00000,33,1541,1.00000,1.00000
1994,Indirect migration background,1st Quintile,Full-time,1.00000,37,1541,1.00000,1.00000
1995,No migration background,1st Quintile,Full-time,0.57916,221,1754,0.57846,0.57986
1995,No migration background,1st Quintile,Part-time,0.24940,100,1754,0.24879,0.25002
1995,No migration background,1st Quintile,Either,0.17144,73,1754,0.17090,0.17197
1995,No migration background,2nd Quintile,Full-time,0.40928,136,1754,0.40847,0.41009
1995,No migration background,2nd Quintile,Part-time,0.41576,118,1754,0.41495,0.41658
1995,No migration background,2nd Quintile,Either,0.17495,57,1754,0.17433,0.17558
1995,No migration background,3rd Quintile,Full-time,0.46402,133,1754,0.46314,0.46491
1995,No migration background,3rd Quintile,Part-time,0.40351,100,1754,0.40264,0.40439
1995,No migration background,3rd Quintile,Either,0.13246,39,1754,0.13186,0.13307
1995,No migration background,4th Quintile,Full-time,0.45536,119,1754,0.45441,0.45631
1995,No migration background,4th Quintile,Part-time,0.40893,78,1754,0.40800,0.40987
1995,No migration background,4th Quintile,Either,0.13571,32,1754,0.13506,0.13636
1995,No migration background,5th Quintile,Full-time,0.51498,93,1754,0.51393,0.51604
1995,No migration background,5th Quintile,Part-time,0.48502,72,1754,0.48396,0.48607
1995,Direct migration background,1st Quintile,Full-time,0.60242,123,1754,0.60131,0.60352
1995,Direct migration background,1st Quintile,Part-time,0.25099,65,1754,0.25001,0.25197
1995,Direct migration background,1st Quintile,Either,0.14659,32,1754,0.14579,0.14739
1995,Direct migration background,2nd Quintile,Full-time,0.61583,53,1754,0.61395,0.61772
1995,Direct migration background,2nd Quintile,Part-time,0.38417,41,1754,0.38228,0.38605
1995,Indirect migration background,1st Quintile,Full-time,1.00000,37,1754,1.00000,1.00000
1995,Indirect migration background,2nd Quintile,Full-time,1.00000,32,1754,1.00000,1.00000
1996,No migration background,1st Quintile,Full-time,0.45680,210,1709,0.45614,0.45746
1996,No migration background,1st Quintile,Part-time,0.25559,110,1709,0.25501,0.25617
1996,No migration background,1st Quintile,Either,0.21254,91,1709,0.21199,0.21308
1996,No migration background,1st Quintile,I'm not sure yet,0.07507,32,1709,0.07472,0.07542
1996,No migration background,2nd Quintile,Full-time,0.42947,158,1709,0.42866,0.43028
1996,No migration background,2nd Quintile,Part-time,0.42745,106,1709,0.42664,0.42826
1996,No migration background,2nd Quintile,Either,0.14308,52,1709,0.14251,0.14365
1996,No migration background,3rd Quintile,Full-time,0.49437,134,1709,0.49351,0.49523
1996,No migration background,3rd Quintile,Part-time,0.36409,89,1709,0.36326,0.36492
1996,No migration background,3rd Quintile,Either,0.14155,40,1709,0.14094,0.14215
1996,No migration background,4th Quintile,Full-time,0.53159,109,1709,0.53050,0.53269
1996,No migration background,4th Quintile,Part-time,0.46841,77,1709,0.46731,0.46950
1996,No migration background,5th Quintile,Full-time,0.53333,104,1709,0.53232,0.53434
1996,No migration background,5th Quintile,Part-time,0.46667,73,1709,0.46566,0.46768
1996,Direct migration background,1st Quintile,Full-time,0.52704,98,1709,0.52582,0.52826
1996,Direct migration background,1st Quintile,Part-time,0.29612,47,1709,0.29501,0.29724
1996,Direct migration background,1st Quintile,Either,0.17684,40,1709,0.17590,0.17777
1996,Direct migration background,2nd Quintile,Full-time,0.52471,54,1709,0.52277,0.52665
1996,Direct migration background,2nd Quintile,Part-time,0.47529,37,1709,0.47335,0.47723
1996,Indirect migration background,1st Quintile,Full-time,1.00000,48,1709,1.00000,1.00000
1997,No migration background,1st Quintile,Full-time,0.48482,179,1729,0.48413,0.48551
1997,No migration background,1st Quintile,Part-time,0.25029,86,1729,0.24969,0.25089
1997,No migration background,1st Quintile,Either,0.26489,107,1729,0.26428,0.26550
1997,No migration background,2nd Quintile,Full-time,0.50765,167,1729,0.50685,0.50846
1997,No migration background,2nd Quintile,Part-time,0.35197,111,1729,0.35120,0.35274
1997,No migration background,2nd Quintile,Either,0.14037,49,1729,0.13981,0.14093
1997,No migration background,3rd Quintile,Full-time,0.45524,129,1729,0.45441,0.45607
1997,No migration background,3rd Quintile,Part-time,0.41009,115,1729,0.40927,0.41091
1997,No migration background,3rd Quintile,Either,0.13467,39,1729,0.13410,0.13524
1997,No migration background,4th Quintile,Full-time,0.44640,113,1729,0.44547,0.44732
1997,No migration background,4th Quintile,Part-time,0.38202,78,1729,0.38111,0.38293
1997,No migration background,4th Quintile,Either,0.17158,42,1729,0.17088,0.17229
1997,No migration background,5th Quintile,Full-time,0.53913,85,1729,0.53801,0.54026
1997,No migration background,5th Quintile,Part-time,0.46087,64,1729,0.45974,0.46199
1997,Direct migration background,1st Quintile,Full-time,0.56642,102,1729,0.56527,0.56757
1997,Direct migration background,1st Quintile,Part-time,0.26108,55,1729,0.26006,0.26210
1997,Direct migration background,1st Quintile,Either,0.17250,43,1729,0.17163,0.17338
1997,Direct migration background,2nd Quintile,Full-time,0.49828,46,1729,0.49625,0.50031
1997,Direct migration background,2nd Quintile,Part-time,0.50172,42,1729,0.49969,0.50375
1997,Indirect migration background,1st Quintile,Full-time,1.00000,43,1729,1.00000,1.00000
1997,Indirect migration background,2nd Quintile,Full-time,1.00000,34,1729,1.00000,1.00000
1998,No migration background,1st Quintile,Full-time,0.49339,197,1485,0.49265,0.49413
1998,No migration background,1st Quintile,Part-time,0.29068,110,1485,0.29001,0.29136
1998,No migration background,1st Quintile,Either,0.21592,74,1485,0.21531,0.21653
1998,No migration background,2nd Quintile,Full-time,0.42343,135,1485,0.42255,0.42431
1998,No migration background,2nd Quintile,Part-time,0.35324,106,1485,0.35239,0.35410
1998,No migration background,2nd Quintile,Either,0.22332,71,1485,0.22258,0.22407
1998,No migration background,3rd Quintile,Full-time,0.46653,130,1485,0.46551,0.46755
1998,No migration background,3rd Quintile,Part-time,0.38942,84,1485,0.38843,0.39042
1998,No migration background,3rd Quintile,Either,0.14405,44,1485,0.14333,0.14477
1998,No migration background,4th Quintile,Full-time,0.60737,113,1485,0.60624,0.60851
1998,No migration background,4th Quintile,Part-time,0.39263,66,1485,0.39149,0.39376
1998,No migration background,5th Quintile,Full-time,0.57707,79,1485,0.57586,0.57828
1998,No migration background,5th Quintile,Part-time,0.42293,57,1485,0.42172,0.42414
1998,Direct migration background,1st Quintile,Full-time,0.70775,87,1485,0.70645,0.70904
1998,Direct migration background,1st Quintile,Part-time,0.29225,43,1485,0.29096,0.29355
1998,Direct migration background,2nd Quintile,Full-time,1.00000,36,1485,1.00000,1.00000
1998,Indirect migration background,1st Quintile,Full-time,1.00000,53,1485,1.00000,1.00000
1999,No migration background,1st Quintile,Full-time,0.49468,215,1503,0.49399,0.49538
1999,No migration background,1st Quintile,Part-time,0.21828,98,1503,0.21770,0.21885
1999,No migration background,1st Quintile,Either,0.21090,95,1503,0.21033,0.21147
1999,No migration background,1st Quintile,I'm not sure yet,0.07614,34,1503,0.07577,0.07651
1999,No migration background,2nd Quintile,Full-time,0.41189,142,1503,0.41108,0.41270
1999,No migration background,2nd Quintile,Part-time,0.30631,96,1503,0.30555,0.30707
1999,No migration background,2nd Quintile,Either,0.14162,55,1503,0.14105,0.14220
1999,No migration background,2nd Quintile,I'm not sure yet,0.14018,35,1503,0.13960,0.14075
1999,No migration background,3rd Quintile,Full-time,0.48083,140,1503,0.47996,0.48170
1999,No migration background,3rd Quintile,Part-time,0.38649,97,1503,0.38564,0.38734
1999,No migration background,3rd Quintile,Either,0.13268,37,1503,0.13209,0.13327
1999,No migration background,4th Quintile,Full-time,0.51646,89,1503,0.51526,0.51765
1999,No migration background,4th Quintile,Part-time,0.48354,75,1503,0.48235,0.48474
1999,No migration background,5th Quintile,Full-time,0.57398,77,1503,0.57278,0.57517
1999,No migration background,5th Quintile,Part-time,0.42602,53,1503,0.42483,0.42722
1999,Direct migration background,1st Quintile,Full-time,0.67701,75,1503,0.67570,0.67832
1999,Direct migration background,1st Quintile,Part-time,0.32299,43,1503,0.32168,0.32430
1999,Indirect migration background,1st Quintile,Full-time,1.00000,47,1503,1.00000,1.00000
2000,No migration background,1st Quintile,Full-time,0.57017,241,1522,0.56919,0.57115
2000,No migration background,1st Quintile,Part-time,0.20867,94,1522,0.20787,0.20947
2000,No migration background,1st Quintile,Either,0.22116,79,1522,0.22034,0.22198
2000,No migration background,2nd Quintile,Full-time,0.43603,130,1522,0.43483,0.43723
2000,No migration background,2nd Quintile,Part-time,0.35671,112,1522,0.35555,0.35786
2000,No migration background,2nd Quintile,Either,0.20726,64,1522,0.20628,0.20824
2000,No migration background,3rd Quintile,Full-time,0.41294,121,1522,0.41173,0.41414
2000,No migration background,3rd Quintile,Part-time,0.31487,97,1522,0.31374,0.31601
2000,No migration background,3rd Quintile,Either,0.16804,44,1522,0.16713,0.16896
2000,No migration background,3rd Quintile,I'm not sure yet,0.10415,31,1522,0.10340,0.10490
2000,No migration background,4th Quintile,Full-time,0.53693,102,1522,0.53535,0.53850
2000,No migration background,4th Quintile,Part-time,0.46307,62,1522,0.46150,0.46465
2000,No migration background,5th Quintile,Full-time,0.56083,82,1522,0.55922,0.56243
2000,No migration background,5th Quintile,Part-time,0.43917,64,1522,0.43757,0.44078
2000,Direct migration background,1st Quintile,Full-time,0.68168,76,1522,0.67990,0.68345
2000,Direct migration background,1st Quintile,Part-time,0.31832,35,1522,0.31655,0.32010
2000,Indirect migration background,1st Quintile,Full-time,1.00000,46,1522,1.00000,1.00000
2000,Indirect migration background,2nd Quintile,Full-time,1.00000,42,1522,1.00000,1.00000
2001,No migration background,1st Quintile,Full-time,0.54518,379,2632,0.54449,0.54587
2001,No migration background,1st Quintile,Part-time,0.21023,148,2632,0.20966,0.21079
2001,No migration background,1st Quintile,Either,0.17087,118,2632,0.17035,0.17139
2001,No migration background,1st Quintile,I'm not sure yet,0.07372,50,2632,0.07335,0.07408
2001,No migration background,2nd Quintile,Full-time,0.50049,251,2632,0.49963,0.50136
2001,No migration background,2nd Quintile,Part-time,0.33390,161,2632,0.33309,0.33472
2001,No migration background,2nd Quintile,Either,0.10575,53,2632,0.10522,0.10629
2001,No migration background,2nd Quintile,I'm not sure yet,0.05985,36,2632,0.05944,0.06026
2001,No migration background,3rd Quintile,Full-time,0.43634,201,2632,0.43544,0.43724
2001,No migration background,3rd Quintile,Part-time,0.36799,167,2632,0.36712,0.36887
2001,No migration background,3rd Quintile,Either,0.10671,57,2632,0.10615,0.10727
2001,No migration background,3rd Quintile,I'm not sure yet,0.08896,36,2632,0.08844,0.08947
2001,No migration background,4th Quintile,Full-time,0.49762,174,2632,0.49662,0.49862
2001,No migration background,4th Quintile,Part-time,0.31779,110,2632,0.31685,0.31872
2001,No migration background,4th Quintile,Either,0.09869,38,2632,0.09809,0.09928
2001,No migration background,4th Quintile,I'm not sure yet,0.08591,39,2632,0.08535,0.08647
2001,No migration background,5th Quintile,Full-time,0.43998,119,2632,0.43885,0.44112
2001,No migration background,5th Quintile,Part-time,0.41701,105,2632,0.41588,0.41813
2001,No migration background,5th Quintile,I'm not sure yet,0.14301,42,2632,0.14221,0.14381
2001,Direct migration background,1st Quintile,Full-time,0.62810,103,2632,0.62680,0.62939
2001,Direct migration background,1st Quintile,Part-time,0.37190,66,2632,0.37061,0.37320
2001,Direct migration background,2nd Quintile,Full-time,0.55797,47,2632,0.55602,0.55992
2001,Direct migration background,2nd Quintile,Part-time,0.44203,41,2632,0.44008,0.44398
2001,Indirect migration background,1st Quintile,Full-time,1.00000,47,2632,1.00000,1.00000
2001,Indirect migration background,2nd Quintile,Full-time,1.00000,44,2632,1.00000,1.00000
2002,No migration background,1st Quintile,Full-time,0.55728,344,2562,0.55661,0.55795
2002,No migration background,1st Quintile,Part-time,0.26176,161,2562,0.26117,0.26235
2002,No migration background,1st Quintile,Either,0.18096,122,2562,0.18044,0.18148
2002,No migration background,2nd Quintile,Full-time,0.46011,218,2562,0.45929,0.46094
2002,No migration background,2nd Quintile,Part-time,0.36058,135,2562,0.35978,0.36137
2002,No migration background,2nd Quintile,Either,0.11700,74,2562,0.11647,0.11754
2002,No migration background,2nd Quintile,I'm not sure yet,0.06231,32,2562,0.06191,0.06271
2002,No migration background,3rd Quintile,Full-time,0.45595,208,2562,0.45510,0.45679
2002,No migration background,3rd Quintile,Part-time,0.33323,142,2562,0.33243,0.33404
2002,No migration background,3rd Quintile,Either,0.12195,70,2562,0.12139,0.12250
2002,No migration background,3rd Quintile,I'm not sure yet,0.08887,38,2562,0.08839,0.08936
2002,No migration background,4th Quintile,Full-time,0.50823,188,2562,0.50723,0.50922
2002,No migration background,4th Quintile,Part-time,0.32708,116,2562,0.32615,0.32801
2002,No migration background,4th Quintile,Either,0.08606,37,2562,0.08550,0.08661
2002,No migration background,4th Quintile,I'm not sure yet,0.07864,34,2562,0.07810,0.07917
2002,No migration background,5th Quintile,Full-time,0.51906,162,2562,0.51783,0.52028
2002,No migration background,5th Quintile,Part-time,0.42395,119,2562,0.42274,0.42517
2002,No migration background,5th Quintile,I'm not sure yet,0.05699,32,2562,0.05642,0.05756
2002,Direct migration background,1st Quintile,Full-time,0.51176,91,2562,0.51058,0.51294
2002,Direct migration background,1st Quintile,Part-time,0.29491,55,2562,0.29384,0.29599
2002,Direct migration background,1st Quintile,Either,0.19332,33,2562,0.19239,0.19426
2002,Direct migration background,2nd Quintile,Full-time,0.62854,54,2562,0.62680,0.63027
2002,Direct migration background,2nd Quintile,Part-time,0.37146,36,2562,0.36973,0.37320
2002,Indirect migration background,1st Quintile,Full-time,1.00000,61,2562,1.00000,1.00000
2003,No migration background,1st Quintile,Full-time,0.56446,364,2758,0.56383,0.56510
2003,No migration background,1st Quintile,Part-time,0.19309,129,2758,0.19259,0.19359
2003,No migration background,1st Quintile,Either,0.18896,134,2758,0.18846,0.18945
2003,No migration background,1st Quintile,I'm not sure yet,0.05349,41,2758,0.05320,0.05377
2003,No migration background,2nd Quintile,Full-time,0.46953,235,2758,0.46870,0.47037
2003,No migration background,2nd Quintile,Part-time,0.31114,133,2758,0.31037,0.31191
2003,No migration background,2nd Quintile,Either,0.14610,82,2758,0.14551,0.14669
2003,No migration background,2nd Quintile,I'm not sure yet,0.07323,35,2758,0.07280,0.07366
2003,No migration background,3rd Quintile,Full-time,0.49054,215,2758,0.48964,0.49144
2003,No migration background,3rd Quintile,Part-time,0.30530,127,2758,0.30448,0.30613
2003,No migration background,3rd Quintile,Either,0.11522,57,2758,0.11465,0.11579
2003,No migration background,3rd Quintile,I'm not sure yet,0.08894,34,2758,0.08843,0.08945
2003,No migration background,4th Quintile,Full-time,0.44615,183,2758,0.44516,0.44713
2003,No migration background,4th Quintile,Part-time,0.38072,130,2758,0.37976,0.38168
2003,No migration background,4th Quintile,Either,0.10263,34,2758,0.10202,0.10323
2003,No migration background,4th Quintile,I'm not sure yet,0.07051,36,2758,0.07000,0.07102
2003,No migration background,5th Quintile,Full-time,0.46255,229,2758,0.46151,0.46359
2003,No migration background,5th Quintile,Part-time,0.33216,146,2758,0.33118,0.33314
