,Unnamed: 0,year,pgisced97,regtyp,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
47,47,1989,Lower Secondary Level,Urban regions,Part-time,0.37145,78,913,0.30654,0.44615
48,48,1989,Lower Secondary Level,Rural regions,Full-time,1.0,49,913,0.86264,1.16975
49,49,1989,Upper Secondary Level,Urban regions,Full-time,0.44274,192,913,0.39958,0.48938
50,50,1989,Upper Secondary Level,Urban regions,Part-time,0.47299,195,913,0.43903,0.50102
51,51,1989,Upper Secondary Level,Urban regions,I'm not sure yet,0.08428,39,913,0.06711,0.09959
52,52,1989,Upper Secondary Level,Rural regions,Full-time,0.51395,49,913,0.45374,0.57333
53,53,1989,Upper Secondary Level,Rural regions,Part-time,0.48605,49,913,0.41996,0.54249
54,54,1990,Upper Secondary Level,Rural regions,Full-time,0.51069,48,90,0.44637,0.57092
55,55,1990,Upper Secondary Level,Rural regions,Part-time,0.48931,42,90,0.42943,0.53964
56,56,1991,Pre-primary Level,Urban regions,Full-time,1.0,67,1165,0.87519,1.14978
57,57,1991,Lower Secondary Level,Urban regions,Full-time,0.54299,125,1165,0.46603,0.6287
58,58,1991,Lower Secondary Level,Urban regions,Part-time,0.45701,82,1165,0.38092,0.53073
59,59,1991,Lower Secondary Level,Rural regions,Full-time,1.0,57,1165,0.85299,1.14867
60,60,1991,Upper Secondary Level,Urban regions,Full-time,0.44479,204,1165,0.40634,0.49272
61,61,1991,Upper Secondary Level,Urban regions,Part-time,0.4724,195,1165,0.43826,0.51286
62,62,1991,Upper Secondary Level,Urban regions,Either,0.08281,48,1165,0.06484,0.10063
63,63,1991,Upper Secondary Level,Rural regions,Full-time,0.47448,157,1165,0.42011,0.52504
64,64,1991,Upper Secondary Level,Rural regions,Part-time,0.34504,97,1165,0.30405,0.38793
65,65,1991,Upper Secondary Level,Rural regions,Either,0.18048,67,1165,0.15513,0.20481
66,66,1991,Second Stage of Tertiary Education,Urban regions,Part-time,1.0,31,1165,0.8406,1.1825
67,67,1991,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,35,1165,0.82677,1.19776
68,68,1992,Pre-primary Level,Urban regions,Full-time,1.0,79,1420,0.88353,1.11751
69,69,1992,Primary Level,Urban regions,Full-time,1.0,41,1420,0.78906,1.24299
70,70,1992,Lower Secondary Level,Urban regions,Full-time,0.51612,129,1420,0.45732,0.57425
71,71,1992,Lower Secondary Level,Urban regions,Part-time,0.36611,78,1420,0.31251,0.41664
72,72,1992,Lower Secondary Level,Urban regions,I'm not sure yet,0.11777,34,1420,0.09081,0.14283
73,73,1992,Lower Secondary Level,Rural regions,Full-time,1.0,73,1420,0.88369,1.13147
74,74,1992,Upper Secondary Level,Urban regions,Full-time,0.46486,240,1420,0.41408,0.50651
75,75,1992,Upper Secondary Level,Urban regions,Part-time,0.3904,197,1420,0.36058,0.42731
76,76,1992,Upper Secondary Level,Urban regions,Either,0.08348,49,1420,0.0711,0.09855
77,77,1992,Upper Secondary Level,Urban regions,I'm not sure yet,0.06126,34,1420,0.04971,0.07555
78,78,1992,Upper Secondary Level,Rural regions,Full-time,0.53142,204,1420,0.49388,0.57586
79,79,1992,Upper Secondary Level,Rural regions,Part-time,0.3503,111,1420,0.30661,0.39398
80,80,1992,Upper Secondary Level,Rural regions,Either,0.11828,60,1420,0.10244,0.13272
81,81,1992,Second Stage of Tertiary Education,Urban regions,Full-time,1.0,55,1420,0.80686,1.21562
82,82,1992,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,36,1420,0.86217,1.1633
83,83,1993,Pre-primary Level,Urban regions,Full-time,1.0,70,1457,0.88721,1.11459
84,84,1993,Pre-primary Level,Rural regions,Full-time,1.0,33,1457,0.75894,1.26348
85,85,1993,Primary Level,Urban regions,Full-time,1.0,32,1457,0.75901,1.36334
86,86,1993,Lower Secondary Level,Urban regions,Full-time,0.60387,133,1457,0.52077,0.68742
87,87,1993,Lower Secondary Level,Urban regions,Part-time,0.39613,77,1457,0.33706,0.45651
88,88,1993,Lower Secondary Level,Rural regions,Full-time,1.0,62,1457,0.8733,1.13946
89,89,1993,Upper Secondary Level,Urban regions,Full-time,0.4409,259,1457,0.40816,0.48582
90,90,1993,Upper Secondary Level,Urban regions,Part-time,0.38092,207,1457,0.35069,0.41524
91,91,1993,Upper Secondary Level,Urban regions,Either,0.10177,60,1457,0.08024,0.12675
92,92,1993,Upper Secondary Level,Urban regions,I'm not sure yet,0.0764,46,1457,0.062,0.09623
93,93,1993,Upper Secondary Level,Rural regions,Full-time,0.54554,215,1457,0.49796,0.59045
94,94,1993,Upper Secondary Level,Rural regions,Part-time,0.28738,100,1457,0.25587,0.32207
95,95,1993,Upper Secondary Level,Rural regions,Either,0.16708,82,1457,0.14155,0.19657
96,96,1993,Second Stage of Tertiary Education,Urban regions,Full-time,1.0,47,1457,0.77188,1.24657
97,97,1993,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,34,1457,0.83843,1.22302
98,98,1994,Pre-primary Level,Urban regions,Full-time,1.0,92,1545,0.85722,1.15719
99,99,1994,Pre-primary Level,Rural regions,Full-time,1.0,37,1545,0.74408,1.30965
100,100,1994,Lower Secondary Level,Urban regions,Full-time,0.49656,139,1545,0.43181,0.56847
101,101,1994,Lower Secondary Level,Urban regions,Part-time,0.22785,70,1545,0.20133,0.25701
102,102,1994,Lower Secondary Level,Urban regions,Either,0.11631,33,1545,0.09163,0.15769
103,103,1994,Lower Secondary Level,Urban regions,I'm not sure yet,0.15927,44,1545,0.12072,0.20718
104,104,1994,Lower Secondary Level,Rural regions,Full-time,1.0,49,1545,0.81039,1.1968
105,105,1994,Upper Secondary Level,Urban regions,Full-time,0.42161,263,1545,0.38168,0.46688
106,106,1994,Upper Secondary Level,Urban regions,Part-time,0.40902,228,1545,0.3796,0.44975
107,107,1994,Upper Secondary Level,Urban regions,Either,0.08774,61,1545,0.07365,0.10664
108,108,1994,Upper Secondary Level,Urban regions,I'm not sure yet,0.08163,49,1545,0.06789,0.09461
109,109,1994,Upper Secondary Level,Rural regions,Full-time,0.57083,228,1545,0.50994,0.63639
110,110,1994,Upper Secondary Level,Rural regions,Part-time,0.26088,96,1545,0.21932,0.30724
111,111,1994,Upper Secondary Level,Rural regions,Either,0.16829,84,1545,0.15085,0.18695
112,112,1994,Post-secondary Non-tertiary Level,Urban regions,Full-time,1.0,34,1545,0.83592,1.18778
113,113,1994,Second Stage of Tertiary Education,Urban regions,Full-time,1.0,38,1545,0.78389,1.30707
114,114,1995,Pre-primary Level,Urban regions,Full-time,1.0,107,1647,0.90127,1.12077
115,115,1995,Pre-primary Level,Rural regions,Full-time,1.0,56,1647,0.82313,1.26826
116,116,1995,Lower Secondary Level,Urban regions,Full-time,0.51581,136,1647,0.45827,0.58958
117,117,1995,Lower Secondary Level,Urban regions,Part-time,0.36531,82,1647,0.3025,0.44596
118,118,1995,Lower Secondary Level,Urban regions,Either,0.11888,36,1647,0.09661,0.14555
119,119,1995,Lower Secondary Level,Rural regions,Full-time,0.41401,44,1647,0.32264,0.53704
120,120,1995,Lower Secondary Level,Rural regions,Part-time,0.58599,38,1647,0.43619,0.77964
121,121,1995,Upper Secondary Level,Urban regions,Full-time,0.44941,306,1647,0.40526,0.48555
122,122,1995,Upper Secondary Level,Urban regions,Part-time,0.38418,238,1647,0.35079,0.41736
123,123,1995,Upper Secondary Level,Urban regions,Either,0.11344,74,1647,0.09675,0.13114
124,124,1995,Upper Secondary Level,Urban regions,I'm not sure yet,0.05296,35,1647,0.03842,0.06839
125,125,1995,Upper Secondary Level,Rural regions,Full-time,0.51053,203,1647,0.45961,0.57295
126,126,1995,Upper Secondary Level,Rural regions,Part-time,0.29335,101,1647,0.26283,0.33387
127,127,1995,Upper Secondary Level,Rural regions,Either,0.19612,76,1647,0.16149,0.23442
128,128,1995,Post-secondary Non-tertiary Level,Urban regions,Full-time,1.0,43,1647,0.80574,1.2409
129,129,1995,Second Stage of Tertiary Education,Urban regions,Full-time,0.48349,35,1647,0.38075,0.58195
130,130,1995,Second Stage of Tertiary Education,Urban regions,Part-time,0.51651,37,1647,0.41685,0.62012
131,131,1996,Pre-primary Level,Urban regions,Full-time,0.76976,111,1675,0.67352,0.8569
132,132,1996,Pre-primary Level,Urban regions,I'm not sure yet,0.23024,34,1675,0.19681,0.27165
133,133,1996,Pre-primary Level,Rural regions,Full-time,1.0,49,1675,0.80575,1.19382
134,134,1996,Lower Secondary Level,Urban regions,Full-time,0.46913,119,1675,0.41399,0.53744
135,135,1996,Lower Secondary Level,Urban regions,Part-time,0.37466,80,1675,0.3159,0.45574
136,136,1996,Lower Secondary Level,Urban regions,Either,0.15622,46,1675,0.12791,0.1832
137,137,1996,Lower Secondary Level,Rural regions,Full-time,1.0,50,1675,0.7858,1.28693
138,138,1996,Upper Secondary Level,Urban regions,Full-time,0.37985,270,1675,0.34487,0.42149
139,139,1996,Upper Secondary Level,Urban regions,Part-time,0.42313,234,1675,0.3829,0.47273
140,140,1996,Upper Secondary Level,Urban regions,Either,0.12493,74,1675,0.10324,0.14675
141,141,1996,Upper Secondary Level,Urban regions,I'm not sure yet,0.07209,44,1675,0.05657,0.09301
142,142,1996,Upper Secondary Level,Rural regions,Full-time,0.53662,219,1675,0.48712,0.60298
143,143,1996,Upper Secondary Level,Rural regions,Part-time,0.25768,92,1675,0.21741,0.29974
144,144,1996,Upper Secondary Level,Rural regions,Either,0.2057,89,1675,0.17461,0.24315
145,145,1996,Post-secondary Non-tertiary Level,Urban regions,Full-time,1.0,40,1675,0.75085,1.25234
146,146,1996,Second Stage of Tertiary Education,Urban regions,Full-time,0.42834,38,1675,0.35139,0.50431
147,147,1996,Second Stage of Tertiary Education,Urban regions,Part-time,0.57166,46,1675,0.47907,0.65465
148,148,1996,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,40,1675,0.73622,1.34444
149,149,1997,Pre-primary Level,Urban regions,Full-time,1.0,117,1599,0.86324,1.14267
150,150,1997,Pre-primary Level,Rural regions,Full-time,1.0,61,1599,0.82703,1.17182
151,151,1997,Lower Secondary Level,Urban regions,Full-time,0.51418,132,1599,0.42945,0.59892
152,152,1997,Lower Secondary Level,Urban regions,Part-time,0.33454,86,1599,0.27686,0.38908
153,153,1997,Lower Secondary Level,Urban regions,Either,0.15128,43,1599,0.1267,0.17758
154,154,1997,Lower Secondary Level,Rural regions,Full-time,1.0,57,1599,0.80193,1.20305
155,155,1997,Upper Secondary Level,Urban regions,Full-time,0.3819,248,1599,0.3487,0.42027
156,156,1997,Upper Secondary Level,Urban regions,Part-time,0.37756,221,1599,0.33515,0.41739
157,157,1997,Upper Secondary Level,Urban regions,Either,0.15894,100,1599,0.13551,0.18021
158,158,1997,Upper Secondary Level,Urban regions,I'm not sure yet,0.0816,40,1599,0.061,0.10255
159,159,1997,Upper Secondary Level,Rural regions,Full-time,0.46343,184,1599,0.3991,0.5263
160,160,1997,Upper Secondary Level,Rural regions,Part-time,0.33354,120,1599,0.27736,0.39359
161,161,1997,Upper Secondary Level,Rural regions,Either,0.20303,86,1599,0.16815,0.23729
162,162,1997,Post-secondary Non-tertiary Level,Urban regions,Full-time,1.0,33,1599,0.80673,1.24496
163,163,1997,Second Stage of Tertiary Education,Urban regions,Full-time,0.50799,35,1599,0.35609,0.66658
164,164,1997,Second Stage of Tertiary Education,Urban regions,Part-time,0.49201,36,1599,0.4048,0.59058
165,165,1998,Pre-primary Level,Urban regions,Full-time,0.74434,102,1730,0.63476,0.83466
166,166,1998,Pre-primary Level,Urban regions,I'm not sure yet,0.25566,33,1730,0.21528,0.31228
167,167,1998,Pre-primary Level,Rural regions,Full-time,1.0,64,1730,0.85913,1.19285
168,168,1998,Lower Secondary Level,Urban regions,Full-time,0.42988,123,1730,0.37434,0.4805
169,169,1998,Lower Secondary Level,Urban regions,Part-time,0.29335,89,1730,0.25451,0.34251
170,170,1998,Lower Secondary Level,Urban regions,Either,0.16992,46,1730,0.13584,0.20822
171,171,1998,Lower Secondary Level,Urban regions,I'm not sure yet,0.10685,33,1730,0.08495,0.13236
172,172,1998,Lower Secondary Level,Rural regions,Full-time,1.0,62,1730,0.787,1.20204
173,173,1998,Upper Secondary Level,Urban regions,Full-time,0.43431,275,1730,0.40294,0.46909
174,174,1998,Upper Secondary Level,Urban regions,Part-time,0.35826,216,1730,0.32779,0.39305
175,175,1998,Upper Secondary Level,Urban regions,Either,0.12816,82,1730,0.10623,0.15042
176,176,1998,Upper Secondary Level,Urban regions,I'm not sure yet,0.07928,46,1730,0.06496,0.09703
177,177,1998,Upper Secondary Level,Rural regions,Full-time,0.48265,217,1730,0.43753,0.53726
178,178,1998,Upper Secondary Level,Rural regions,Part-time,0.29235,118,1730,0.25226,0.33115
179,179,1998,Upper Secondary Level,Rural regions,Either,0.225,100,1730,0.1836,0.27408
180,180,1998,Second Stage of Tertiary Education,Urban regions,Full-time,0.45722,42,1730,0.34804,0.56199
181,181,1998,Second Stage of Tertiary Education,Urban regions,Part-time,0.54278,42,1730,0.44897,0.64532
182,182,1998,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,40,1730,0.75189,1.25197
183,183,1999,Pre-primary Level,Urban regions,Full-time,0.75602,95,1482,0.64691,0.87825
184,184,1999,Pre-primary Level,Urban regions,I'm not sure yet,0.24398,34,1482,0.19996,0.29179
185,185,1999,Pre-primary Level,Rural regions,Full-time,1.0,52,1482,0.83646,1.14729
186,186,1999,Lower Secondary Level,Urban regions,Full-time,0.40644,99,1482,0.35324,0.4468
187,187,1999,Lower Secondary Level,Urban regions,Part-time,0.26939,69,1482,0.21207,0.32336
188,188,1999,Lower Secondary Level,Urban regions,Either,0.20499,41,1482,0.16841,0.24818
189,189,1999,Lower Secondary Level,Urban regions,I'm not sure yet,0.11918,32,1482,0.08938,0.1486
190,190,1999,Lower Secondary Level,Rural regions,Full-time,1.0,53,1482,0.77451,1.22729
191,191,1999,Upper Secondary Level,Urban regions,Full-time,0.43293,231,1482,0.38728,0.47015
192,192,1999,Upper Secondary Level,Urban regions,Part-time,0.35523,183,1482,0.31868,0.40388
193,193,1999,Upper Secondary Level,Urban regions,Either,0.12227,63,1482,0.10484,0.14688
194,194,1999,Upper Secondary Level,Urban regions,I'm not sure yet,0.08956,47,1482,0.07021,0.11077
195,195,1999,Upper Secondary Level,Rural regions,Full-time,0.51764,204,1482,0.4573,0.59039
196,196,1999,Upper Secondary Level,Rural regions,Part-time,0.27492,95,1482,0.23502,0.31609
197,197,1999,Upper Secondary Level,Rural regions,Either,0.20744,84,1482,0.17459,0.24694
198,198,1999,Post-secondary Non-tertiary Level,Urban regions,Part-time,1.0,32,1482,0.76362,1.26472
199,199,1999,Second Stage of Tertiary Education,Urban regions,Full-time,0.47687,32,1482,0.31124,0.65498
200,200,1999,Second Stage of Tertiary Education,Urban regions,Part-time,0.52313,36,1482,0.41371,0.64135
201,201,2000,Pre-primary Level,Urban regions,Full-time,0.79757,168,2949,0.74363,0.85784
202,202,2000,Pre-primary Level,Urban regions,I'm not sure yet,0.20243,37,2949,0.16001,0.25738
203,203,2000,Pre-primary Level,Rural regions,Full-time,1.0,89,2949,0.88389,1.11183
204,204,2000,Lower Secondary Level,Urban regions,Full-time,0.49562,192,2949,0.4444,0.53652
205,205,2000,Lower Secondary Level,Urban regions,Part-time,0.25082,102,2949,0.2256,0.28068
206,206,2000,Lower Secondary Level,Urban regions,Either,0.13438,55,2949,0.11942,0.15028
207,207,2000,Lower Secondary Level,Urban regions,I'm not sure yet,0.11918,44,2949,0.1021,0.14156
208,208,2000,Lower Secondary Level,Rural regions,Full-time,0.62606,78,2949,0.53037,0.72777
209,209,2000,Lower Secondary Level,Rural regions,Either,0.37394,35,2949,0.30905,0.44854
210,210,2000,Upper Secondary Level,Urban regions,Full-time,0.41566,426,2949,0.39047,0.44068
211,211,2000,Upper Secondary Level,Urban regions,Part-time,0.37505,377,2949,0.35331,0.398
212,212,2000,Upper Secondary Level,Urban regions,Either,0.13364,124,2949,0.11929,0.14926
213,213,2000,Upper Secondary Level,Urban regions,I'm not sure yet,0.07565,68,2949,0.06474,0.08794
214,214,2000,Upper Secondary Level,Rural regions,Full-time,0.49423,366,2949,0.46602,0.51798
215,215,2000,Upper Secondary Level,Rural regions,Part-time,0.27846,199,2949,0.25607,0.29831
216,216,2000,Upper Secondary Level,Rural regions,Either,0.18066,132,2949,0.1658,0.20222
217,217,2000,Upper Secondary Level,Rural regions,I'm not sure yet,0.04666,31,2949,0.03782,0.05744
218,218,2000,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.37227,46,2949,0.32038,0.42753
219,219,2000,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.62773,72,2949,0.55382,0.71003
220,220,2000,First Stage of Tertiary Education,Urban regions,Part-time,1.0,66,2949,0.87544,1.14324
221,221,2000,Second Stage of Tertiary Education,Urban regions,Full-time,0.39182,81,2949,0.35067,0.45012
222,222,2000,Second Stage of Tertiary Education,Urban regions,Part-time,0.40793,89,2949,0.36526,0.45337
223,223,2000,Second Stage of Tertiary Education,Urban regions,Either,0.20025,36,2949,0.16931,0.23046
224,224,2000,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,36,2949,0.82472,1.19662
225,225,2001,Pre-primary Level,Urban regions,Full-time,0.80083,174,2552,0.73396,0.86328
226,226,2001,Pre-primary Level,Urban regions,I'm not sure yet,0.19917,47,2552,0.17553,0.23316
227,227,2001,Pre-primary Level,Rural regions,Full-time,1.0,103,2552,0.8973,1.11268
228,228,2001,Lower Secondary Level,Urban regions,Full-time,0.45714,154,2552,0.40661,0.51366
229,229,2001,Lower Secondary Level,Urban regions,Part-time,0.29665,101,2552,0.25207,0.3372
230,230,2001,Lower Secondary Level,Urban regions,Either,0.13457,39,2552,0.10609,0.16333
231,231,2001,Lower Secondary Level,Urban regions,I'm not sure yet,0.11165,36,2552,0.08814,0.13839
232,232,2001,Lower Secondary Level,Rural regions,Full-time,1.0,74,2552,0.85458,1.16486
233,233,2001,Upper Secondary Level,Urban regions,Full-time,0.46154,369,2552,0.43435,0.49457
234,234,2001,Upper Secondary Level,Urban regions,Part-time,0.33592,289,2552,0.31312,0.36338
235,235,2001,Upper Secondary Level,Urban regions,Either,0.10695,93,2552,0.09235,0.12313
236,236,2001,Upper Secondary Level,Urban regions,I'm not sure yet,0.09559,80,2552,0.08355,0.10739
237,237,2001,Upper Secondary Level,Rural regions,Full-time,0.50888,321,2552,0.47121,0.54355
238,238,2001,Upper Secondary Level,Rural regions,Part-time,0.2796,171,2552,0.2486,0.31205
239,239,2001,Upper Secondary Level,Rural regions,Either,0.14963,101,2552,0.13047,0.17346
240,240,2001,Upper Secondary Level,Rural regions,I'm not sure yet,0.06188,39,2552,0.05005,0.07687
241,241,2001,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.43817,53,2552,0.36584,0.5039
242,242,2001,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.56183,64,2552,0.46927,0.67318
243,243,2001,First Stage of Tertiary Education,Urban regions,Part-time,1.0,51,2552,0.85394,1.15332
244,244,2001,Second Stage of Tertiary Education,Urban regions,Full-time,0.49779,76,2552,0.42096,0.56707
245,245,2001,Second Stage of Tertiary Education,Urban regions,Part-time,0.50221,81,2552,0.43208,0.58547
246,246,2001,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,36,2552,0.80299,1.19572
247,247,2002,Pre-primary Level,Urban regions,Full-time,0.84297,206,2652,0.74073,0.95747
248,248,2002,Pre-primary Level,Urban regions,I'm not sure yet,0.15703,59,2652,0.12613,0.18508
249,249,2002,Pre-primary Level,Rural regions,Full-time,1.0,96,2652,0.85604,1.16659
250,250,2002,Lower Secondary Level,Urban regions,Full-time,0.49888,145,2652,0.44345,0.57626
251,251,2002,Lower Secondary Level,Urban regions,Part-time,0.33615,92,2652,0.288,0.38931
252,252,2002,Lower Secondary Level,Urban regions,Either,0.16497,42,2652,0.13163,0.21176
253,253,2002,Lower Secondary Level,Rural regions,Full-time,1.0,77,2652,0.84356,1.1797
254,254,2002,Upper Secondary Level,Urban regions,Full-time,0.47225,432,2652,0.44002,0.50858
255,255,2002,Upper Secondary Level,Urban regions,Part-time,0.34174,315,2652,0.30744,0.37889
256,256,2002,Upper Secondary Level,Urban regions,Either,0.11513,112,2652,0.10122,0.13043
257,257,2002,Upper Secondary Level,Urban regions,I'm not sure yet,0.07087,66,2652,0.05989,0.08515
258,258,2002,Upper Secondary Level,Rural regions,Full-time,0.57638,359,2652,0.53114,0.61907
259,259,2002,Upper Secondary Level,Rural regions,Part-time,0.26138,159,2652,0.23298,0.28863
260,260,2002,Upper Secondary Level,Rural regions,Either,0.16224,121,2652,0.13733,0.18303
261,261,2002,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.35095,40,2652,0.26353,0.43936
262,262,2002,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.64905,72,2652,0.54402,0.77972
263,263,2002,First Stage of Tertiary Education,Urban regions,Part-time,1.0,51,2652,0.81662,1.23036
264,264,2002,Second Stage of Tertiary Education,Urban regions,Full-time,0.5144,77,2652,0.42501,0.604
265,265,2002,Second Stage of Tertiary Education,Urban regions,Part-time,0.4856,94,2652,0.41316,0.56927
266,266,2002,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,37,2652,0.80285,1.22744
267,267,2003,Pre-primary Level,Urban regions,Full-time,0.81312,192,2559,0.69837,0.92837
268,268,2003,Pre-primary Level,Urban regions,I'm not sure yet,0.18688,61,2559,0.14636,0.22274
269,269,2003,Pre-primary Level,Rural regions,Full-time,0.8069,95,2559,0.69546,0.9348
270,270,2003,Pre-primary Level,Rural regions,I'm not sure yet,0.1931,31,2559,0.14923,0.23466
271,271,2003,Lower Secondary Level,Urban regions,Full-time,0.53361,137,2559,0.46384,0.61491
272,272,2003,Lower Secondary Level,Urban regions,Part-time,0.30777,73,2559,0.26459,0.3521
273,273,2003,Lower Secondary Level,Urban regions,Either,0.15862,41,2559,0.13043,0.19575
274,274,2003,Lower Secondary Level,Rural regions,Full-time,1.0,74,2559,0.83535,1.2031
275,275,2003,Upper Secondary Level,Urban regions,Full-time,0.45706,429,2559,0.4239,0.49211
276,276,2003,Upper Secondary Level,Urban regions,Part-time,0.32466,299,2559,0.28747,0.34783
277,277,2003,Upper Secondary Level,Urban regions,Either,0.15049,110,2559,0.13247,0.17264
278,278,2003,Upper Secondary Level,Urban regions,I'm not sure yet,0.0678,61,2559,0.05311,0.08288
279,279,2003,Upper Secondary Level,Rural regions,Full-time,0.5617,324,2559,0.50919,0.60792
280,280,2003,Upper Secondary Level,Rural regions,Part-time,0.25601,138,2559,0.22901,0.28811
281,281,2003,Upper Secondary Level,Rural regions,Either,0.1823,122,2559,0.15555,0.20838
282,282,2003,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.45255,40,2559,0.37363,0.53897
283,283,2003,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.54745,62,2559,0.44411,0.64947
284,284,2003,First Stage of Tertiary Education,Urban regions,Part-time,1.0,55,2559,0.78743,1.25158
285,285,2003,Second Stage of Tertiary Education,Urban regions,Full-time,0.53048,87,2559,0.45319,0.61384
286,286,2003,Second Stage of Tertiary Education,Urban regions,Part-time,0.46952,85,2559,0.38526,0.5508
