year,migback,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,West,I'm not sure yet,0.12790,49,298,0.08992,0.16589
1992,Indirect migration background,West,Full-time,0.75932,100,100,0.67511,0.84353
1993,No migration background,West,Full-time,0.42973,340,812,0.39565,0.46380
1993,No migration background,West,Part-time,0.38101,322,812,0.34758,0.41443
1993,No migration background,West,Either,0.10112,79,812,0.08037,0.12186
1993,No migration background,West,I'm not sure yet,0.08815,71,812,0.06864,0.10766
1993,No migration background,East,Full-time,0.63738,399,618,0.59944,0.67531
1993,No migration background,East,Part-time,0.14249,89,618,0.11491,0.17007
1993,No migration background,East,Either,0.18387,130,618,0.15330,0.21444
1993,Direct migration background,West,Full-time,0.43321,136,276,0.37464,0.49177
1993,Direct migration background,West,Part-time,0.34878,100,276,0.29245,0.40511
1993,Direct migration background,West,I'm not sure yet,0.14510,40,276,0.10347,0.18673
1993,Indirect migration background,West,Full-time,0.63749,94,94,0.53979,0.73520
1994,No migration background,West,Full-time,0.43682,376,893,0.40427,0.46937
1994,No migration background,West,Part-time,0.37339,355,893,0.34165,0.40513
1994,No migration background,West,Either,0.08946,74,893,0.07073,0.10818
1994,No migration background,West,I'm not sure yet,0.10033,88,893,0.08062,0.12005
1994,No migration background,East,Full-time,0.58163,377,644,0.54350,0.61976
1994,No migration background,East,Part-time,0.14981,94,644,0.12222,0.17740
1994,No migration background,East,Either,0.21294,135,644,0.18129,0.24458
1994,No migration background,East,I'm not sure yet,0.05562,38,644,0.03791,0.07334
1994,Direct migration background,West,Full-time,0.48077,144,309,0.42497,0.53657
1994,Direct migration background,West,Part-time,0.28779,88,309,0.23722,0.33835
1994,Direct migration background,West,Either,0.12871,41,309,0.09131,0.16611
1994,Direct migration background,West,I'm not sure yet,0.10273,36,309,0.06883,0.13664
1994,Indirect migration background,West,Full-time,0.63956,97,97,0.54352,0.73561
1995,No migration background,West,Full-time,0.40843,359,901,0.37632,0.44055
1995,No migration background,West,Part-time,0.39778,371,901,0.36581,0.42976
1995,No migration background,West,Either,0.11040,98,901,0.08992,0.13087
1995,No migration background,West,I'm not sure yet,0.08339,73,901,0.06533,0.10145
1995,No migration background,East,Full-time,0.57142,344,561,0.53043,0.61241
1995,No migration background,East,Part-time,0.17217,97,561,0.14090,0.20343
1995,No migration background,East,Either,0.21782,120,561,0.18364,0.25201
1995,Direct migration background,West,Full-time,0.53766,234,479,0.49296,0.58235
1995,Direct migration background,West,Part-time,0.24610,128,479,0.20748,0.28471
1995,Direct migration background,West,Either,0.14400,75,479,0.11253,0.17548
1995,Direct migration background,West,I'm not sure yet,0.07224,42,479,0.04903,0.09545
1995,Indirect migration background,West,Full-time,0.74905,111,111,0.66803,0.83008
1996,No migration background,West,Full-time,0.39381,340,874,0.36140,0.42622
1996,No migration background,West,Part-time,0.40814,367,874,0.37554,0.44074
1996,No migration background,West,Either,0.10425,87,874,0.08398,0.12452
1996,No migration background,West,I'm not sure yet,0.09380,80,874,0.07446,0.11314
1996,No migration background,East,Full-time,0.55279,375,639,0.51421,0.59137
1996,No migration background,East,Part-time,0.15550,88,639,0.12738,0.18362
1996,No migration background,East,Either,0.25564,145,639,0.22179,0.28949
1996,No migration background,East,I'm not sure yet,0.03607,31,639,0.02160,0.05054
1996,Direct migration background,West,Full-time,0.47591,205,432,0.42876,0.52306
1996,Direct migration background,West,Part-time,0.29116,111,432,0.24827,0.33405
1996,Direct migration background,West,Either,0.15299,75,432,0.11900,0.18697
1996,Direct migration background,West,I'm not sure yet,0.07994,41,432,0.05434,0.10555
1996,Indirect migration background,West,Full-time,0.65586,114,114,0.56826,0.74346
1997,No migration background,West,Full-time,0.40493,337,870,0.37230,0.43757
1997,No migration background,West,Part-time,0.38151,363,870,0.34922,0.41381
1997,No migration background,West,Either,0.12655,103,870,0.10445,0.14866
1997,No migration background,West,I'm not sure yet,0.08700,67,870,0.06826,0.10574
1997,No migration background,East,Full-time,0.52730,338,623,0.48807,0.56654
1997,No migration background,East,Part-time,0.14492,90,623,0.11726,0.17259
1997,No migration background,East,Either,0.27269,156,623,0.23769,0.30769
1997,No migration background,East,I'm not sure yet,0.05508,39,623,0.03715,0.07301
1997,Direct migration background,West,Full-time,0.47814,199,409,0.42966,0.52661
1997,Direct migration background,West,Part-time,0.31290,134,409,0.26791,0.35790
1997,Direct migration background,West,Either,0.14028,76,409,0.10659,0.17398
1997,Indirect migration background,West,Full-time,0.57360,107,107,0.47945,0.66775
1998,No migration background,West,Full-time,0.39389,368,976,0.36322,0.42456
1998,No migration background,West,Part-time,0.39057,405,976,0.35995,0.42120
1998,No migration background,West,Either,0.11719,102,976,0.09700,0.13738
1998,No migration background,West,I'm not sure yet,0.09835,101,976,0.07966,0.11704
1998,No migration background,East,Full-time,0.54589,382,676,0.50832,0.58345
1998,No migration background,East,Part-time,0.15121,95,676,0.12418,0.17824
1998,No migration background,East,Either,0.26055,166,676,0.22744,0.29367
1998,No migration background,East,I'm not sure yet,0.04235,33,676,0.02716,0.05754
1998,Direct migration background,West,Full-time,0.46319,164,381,0.41305,0.51333
1998,Direct migration background,West,Part-time,0.27194,113,381,0.22720,0.31668
1998,Direct migration background,West,Either,0.17972,59,381,0.14111,0.21832
1998,Direct migration background,West,I'm not sure yet,0.08515,45,381,0.05709,0.11322
1998,Indirect migration background,West,Full-time,0.60160,110,110,0.50969,0.69351
1999,No migration background,West,Full-time,0.39412,309,833,0.36091,0.42732
1999,No migration background,West,Part-time,0.36903,330,833,0.33624,0.40182
1999,No migration background,West,Either,0.13519,105,833,0.11195,0.15842
1999,No migration background,West,I'm not sure yet,0.10166,89,833,0.08113,0.12220
1999,No migration background,East,Full-time,0.58942,354,612,0.55042,0.62843
1999,No migration background,East,Part-time,0.14997,89,612,0.12166,0.17828
1999,No migration background,East,Either,0.19529,127,612,0.16386,0.22673
1999,No migration background,East,I'm not sure yet,0.06531,42,612,0.04572,0.08490
1999,Direct migration background,West,Full-time,0.41538,124,308,0.36025,0.47050
1999,Direct migration background,West,Part-time,0.32713,97,308,0.27465,0.37961
1999,Direct migration background,West,Either,0.17042,54,308,0.12836,0.21248
1999,Direct migration background,West,I'm not sure yet,0.08707,33,308,0.05553,0.11861
1999,Indirect migration background,West,Full-time,0.60881,104,104,0.51456,0.70306
2000,No migration background,West,Full-time,0.39292,611,1614,0.36908,0.41675
2000,No migration background,West,Part-time,0.39906,694,1614,0.37516,0.42296
2000,No migration background,West,Either,0.12558,182,1614,0.10941,0.14176
2000,No migration background,West,I'm not sure yet,0.08244,127,1614,0.06902,0.09586
2000,No migration background,East,Full-time,0.59536,562,943,0.56401,0.62670
2000,No migration background,East,Part-time,0.12873,121,943,0.10734,0.15012
2000,No migration background,East,Either,0.21405,198,943,0.18785,0.24024
2000,No migration background,East,I'm not sure yet,0.06187,62,943,0.04648,0.07725
2000,Direct migration background,West,Full-time,0.40633,222,533,0.36459,0.44806
2000,Direct migration background,West,Part-time,0.33894,181,533,0.29871,0.37916
2000,Direct migration background,West,Either,0.15508,77,533,0.12432,0.18584
2000,Direct migration background,West,I'm not sure yet,0.09966,53,533,0.07420,0.12511
2000,Indirect migration background,West,Full-time,0.61841,158,197,0.55040,0.68642
2000,Indirect migration background,West,Part-time,0.15838,39,197,0.10727,0.20950
2001,No migration background,West,Full-time,0.42356,571,1430,0.39794,0.44918
2001,No migration background,West,Part-time,0.38435,582,1430,0.35913,0.40957
2001,No migration background,West,Either,0.09765,131,1430,0.08226,0.11304
2001,No migration background,West,I'm not sure yet,0.09444,146,1430,0.07927,0.10960
2001,No migration background,East,Full-time,0.64786,554,879,0.61627,0.67946
2001,No migration background,East,Part-time,0.11514,109,879,0.09402,0.13625
2001,No migration background,East,Either,0.18091,159,879,0.15545,0.20638
2001,No migration background,East,I'm not sure yet,0.05609,57,879,0.04087,0.07131
2001,Direct migration background,West,Full-time,0.46770,197,437,0.42086,0.51453
2001,Direct migration background,West,Part-time,0.32070,144,437,0.27689,0.36451
2001,Direct migration background,West,Either,0.12358,52,437,0.09268,0.15447
2001,Direct migration background,West,I'm not sure yet,0.08803,44,437,0.06143,0.11462
2001,Indirect migration background,West,Full-time,0.54066,137,219,0.47450,0.60681
2001,Indirect migration background,West,Part-time,0.18625,48,219,0.13457,0.23793
2001,Indirect migration background,West,I'm not sure yet,0.17452,34,219,0.12413,0.22490
2002,No migration background,West,Full-time,0.43904,695,1619,0.41486,0.46322
2002,No migration background,West,Part-time,0.39362,624,1619,0.36981,0.41742
2002,No migration background,West,Either,0.09482,156,1619,0.08055,0.10910
2002,No migration background,West,I'm not sure yet,0.07252,144,1619,0.05989,0.08516
2002,No migration background,East,Full-time,0.62429,552,907,0.59275,0.65582
2002,No migration background,East,Part-time,0.13149,118,907,0.10948,0.15349
2002,No migration background,East,Either,0.19727,192,907,0.17136,0.22318
2002,No migration background,East,I'm not sure yet,0.04695,45,907,0.03318,0.06073
2002,Direct migration background,West,Full-time,0.43366,176,423,0.38638,0.48095
2002,Direct migration background,West,Part-time,0.31712,140,423,0.27272,0.36152
2002,Direct migration background,West,Either,0.18585,72,423,0.14873,0.22296
2002,Direct migration background,West,I'm not sure yet,0.06337,35,423,0.04012,0.08661
2002,Indirect migration background,West,Full-time,0.58977,139,181,0.51792,0.66163
2002,Indirect migration background,West,Part-time,0.17357,42,181,0.11824,0.22890
2003,No migration background,West,Full-time,0.45080,671,1532,0.42588,0.47573
2003,No migration background,West,Part-time,0.35433,553,1532,0.33037,0.37829
2003,No migration background,West,Either,0.11707,162,1532,0.10096,0.13317
2003,No migration background,West,I'm not sure yet,0.07780,146,1532,0.06438,0.09121
2003,No migration background,East,Full-time,0.61144,557,926,0.58003,0.64285
2003,No migration background,East,Part-time,0.12232,112,926,0.10120,0.14343
2003,No migration background,East,Either,0.20762,199,926,0.18148,0.23376
2003,No migration background,East,I'm not sure yet,0.05862,58,926,0.04348,0.07376
2003,Direct migration background,West,Full-time,0.45565,184,409,0.40732,0.50397
2003,Direct migration background,West,Part-time,0.28908,127,409,0.24509,0.33307
2003,Direct migration background,West,Either,0.17179,64,409,0.13519,0.20839
2003,Direct migration background,West,I'm not sure yet,0.08348,34,409,0.05664,0.11032
2003,Indirect migration background,West,Full-time,0.61347,127,174,0.54090,0.68603
2003,Indirect migration background,West,Part-time,0.22271,47,174,0.16071,0.28471
2004,No migration background,West,Full-time,0.43288,674,1563,0.40831,0.45745
2004,No migration background,West,Part-time,0.34123,544,1563,0.31772,0.36474
2004,No migration background,West,Either,0.15195,205,1563,0.13415,0.16975
2004,No migration background,West,I'm not sure yet,0.07394,140,1563,0.06096,0.08691
2004,No migration background,East,Full-time,0.57488,541,919,0.54290,0.60686
2004,No migration background,East,Part-time,0.12991,118,919,0.10816,0.15166
2004,No migration background,East,Either,0.23517,205,919,0.20774,0.26261
2004,No migration background,East,I'm not sure yet,0.06004,55,919,0.04467,0.07541
2004,Direct migration background,West,Full-time,0.52726,215,440,0.48056,0.57397
2004,Direct migration background,West,Part-time,0.23991,119,440,0.19997,0.27986
2004,Direct migration background,West,Either,0.15689,69,440,0.12287,0.19091
2004,Direct migration background,West,I'm not sure yet,0.07593,37,440,0.05115,0.10071
2004,Indirect migration background,West,Full-time,0.64044,149,202,0.57410,0.70679
2004,Indirect migration background,West,Part-time,0.18276,53,202,0.12933,0.23619
2005,No migration background,West,Full-time,0.44575,666,1505,0.42063,0.47087
2005,No migration background,West,Part-time,0.31340,499,1505,0.28995,0.33684
2005,No migration background,West,Either,0.16608,210,1505,0.14727,0.18489
2005,No migration background,West,I'm not sure yet,0.07477,130,1505,0.06147,0.08806
2005,No migration background,East,Full-time,0.57908,519,907,0.54693,0.61122
2005,No migration background,East,Part-time,0.13241,128,907,0.11034,0.15448
2005,No migration background,East,Either,0.23413,207,907,0.20656,0.26171
2005,No migration background,East,I'm not sure yet,0.05438,53,907,0.03961,0.06914
2005,Direct migration background,West,Full-time,0.47274,174,355,0.42073,0.52475
2005,Direct migration background,West,Part-time,0.24517,102,355,0.20035,0.28998
2005,Direct migration background,West,Either,0.22249,79,355,0.17916,0.26581
2005,Indirect migration background,West,Full-time,0.56553,144,259,0.50504,0.62601
2005,Indirect migration background,West,Part-time,0.19571,49,259,0.14730,0.24412
2005,Indirect migration background,West,Either,0.12044,32,259,0.08072,0.16016
2005,Indirect migration background,West,I'm not sure yet,0.11833,34,259,0.07891,0.15774
2006,No migration background,West,Full-time,0.42390,637,1562,0.39939,0.44842
2006,No migration background,West,Part-time,0.37349,597,1562,0.34949,0.39748
2006,No migration background,West,Either,0.15295,223,1562,0.13509,0.17080
2006,No migration background,West,I'm not sure yet,0.04966,105,1562,0.03889,0.06044
2006,No migration background,East,Full-time,0.55691,475,839,0.52327,0.59054
2006,No migration background,East,Part-time,0.16354,131,839,0.13849,0.18858
2006,No migration background,East,Either,0.23801,198,839,0.20918,0.26685
2006,No migration background,East,I'm not sure yet,0.04155,35,839,0.02803,0.05506
2006,Direct migration background,West,Full-time,0.42166,161,372,0.37141,0.47191
2006,Direct migration background,West,Part-time,0.34594,135,372,0.29754,0.39435
2006,Direct migration background,West,Either,0.20256,76,372,0.16166,0.24346
2006,Indirect migration background,West,Full-time,0.52303,137,222,0.45717,0.58888
2006,Indirect migration background,West,Part-time,0.20236,50,222,0.14939,0.25533
2006,Indirect migration background,West,Either,0.19403,35,222,0.14190,0.24617
2007,No migration background,West,Full-time,0.39813,533,1320,0.37172,0.42455
2007,No migration background,West,Part-time,0.37388,484,1320,0.34777,0.39999
2007,No migration background,West,Either,0.15842,192,1320,0.13871,0.17812
2007,No migration background,West,I'm not sure yet,0.06957,111,1320,0.05584,0.08330
2007,No migration background,East,Full-time,0.51192,379,720,0.47539,0.54846
2007,No migration background,East,Part-time,0.14462,107,720,0.11891,0.17032
2007,No migration background,East,Either,0.28791,196,720,0.25481,0.32101
2007,No migration background,East,I'm not sure yet,0.05555,38,720,0.03881,0.07229
2007,Direct migration background,West,Full-time,0.38952,119,291,0.33340,0.44565
2007,Direct migration background,West,Part-time,0.26695,97,291,0.21603,0.31786
2007,Direct migration background,West,Either,0.29593,75,291,0.24339,0.34846
2007,Indirect migration background,West,Full-time,0.51856,110,161,0.44114,0.59598
2007,Indirect migration background,West,Part-time,0.25631,51,161,0.18866,0.32396
2008,No migration background,West,Full-time,0.41786,475,1172,0.38961,0.44611
2008,No migration background,West,Part-time,0.34372,415,1172,0.31651,0.37092
2008,No migration background,West,Either,0.15349,169,1172,0.13284,0.17414
2008,No migration background,West,I'm not sure yet,0.08493,113,1172,0.06897,0.10090
2008,No migration background,East,Full-time,0.52980,348,657,0.49161,0.56800
2008,No migration background,East,Part-time,0.13509,96,657,0.10893,0.16125
2008,No migration background,East,Either,0.28738,170,657,0.25275,0.32201
2008,No migration background,East,I'm not sure yet,0.04773,43,657,0.03141,0.06404
2008,Direct migration background,West,Full-time,0.43942,103,229,0.37500,0.50385
2008,Direct migration background,West,Part-time,0.29179,89,229,0.23279,0.35080
2008,Direct migration background,West,Either,0.21408,37,229,0.16084,0.26732
2008,Indirect migration background,West,Full-time,0.52108,113,154,0.44193,0.60024
2008,Indirect migration background,West,Part-time,0.24113,41,154,0.17335,0.30892
2009,No migration background,West,Full-time,0.46423,468,1073,0.43438,0.49409
2009,No migration background,West,Part-time,0.32385,365,1073,0.29584,0.35186
2009,No migration background,West,Either,0.15254,155,1073,0.13102,0.17407
2009,No migration background,West,I'm not sure yet,0.05937,85,1073,0.04523,0.07352
2009,No migration background,East,Full-time,0.51821,316,584,0.47765,0.55877
2009,No migration background,East,Part-time,0.14483,94,584,0.11627,0.17340
2009,No migration background,East,Either,0.28842,140,584,0.25165,0.32520
2009,No migration background,East,I'm not sure yet,0.04853,34,584,0.03109,0.06597
2009,Direct migration background,West,Full-time,0.41460,89,204,0.34683,0.48238
2009,Direct migration background,West,Part-time,0.26014,70,204,0.19979,0.32050
2009,Direct migration background,West,Either,0.24472,45,204,0.18558,0.30386
2009,Indirect migration background,West,Full-time,0.50146,100,136,0.41712,0.58581
2009,Indirect migration background,West,Part-time,0.19383,36,136,0.12715,0.26051
2010,No migration background,West,Full-time,0.46914,695,2265,0.44858,0.48970
2010,No migration background,West,Part-time,0.30937,1175,2265,0.29033,0.32841
2010,No migration background,West,Either,0.14219,279,2265,0.12780,0.15658
2010,No migration background,West,I'm not sure yet,0.07930,116,2265,0.06817,0.09043
2010,No migration background,East,Full-time,0.57879,465,887,0.54627,0.61130
2010,No migration background,East,Part-time,0.18487,263,887,0.15931,0.21044
2010,No migration background,East,Either,0.18882,159,887,0.16305,0.21459
2010,Direct migration background,West,Full-time,0.40767,252,804,0.37368,0.44166
2010,Direct migration background,West,Part-time,0.33178,406,804,0.29921,0.36435
2010,Direct migration background,West,Either,0.21349,112,804,0.18515,0.24183
2010,Direct migration background,West,I'm not sure yet,0.04706,34,804,0.03241,0.06170
2010,Indirect migration background,West,Full-time,0.56085,146,337,0.50778,0.61391
2010,Indirect migration background,West,Part-time,0.19149,132,337,0.14942,0.23356
2010,Indirect migration background,West,Either,0.21992,59,337,0.17563,0.26421
2011,No migration background,West,Full-time,0.49228,809,2255,0.47164,0.51292
2011,No migration background,West,Part-time,0.31790,1055,2255,0.29867,0.33712
2011,No migration background,West,Either,0.13340,272,2255,0.11936,0.14744
2011,No migration background,West,I'm not sure yet,0.05642,119,2255,0.04690,0.06595
2011,No migration background,East,Full-time,0.58013,453,938,0.54853,0.61174
2011,No migration background,East,Part-time,0.17954,259,938,0.15496,0.20411
2011,No migration background,East,Either,0.19945,182,938,0.17387,0.22504
2011,No migration background,East,I'm not sure yet,0.04087,44,938,0.02820,0.05355
2011,Direct migration background,West,Full-time,0.38069,221,697,0.34462,0.41677
2011,Direct migration background,West,Part-time,0.38862,337,697,0.35241,0.42483
2011,Direct migration background,West,Either,0.16137,102,697,0.13404,0.18870
2011,Direct migration background,West,I'm not sure yet,0.06932,37,697,0.05045,0.08819
2011,Indirect migration background,West,Full-time,0.55943,174,336,0.50627,0.61259
2011,Indirect migration background,West,Part-time,0.23792,116,336,0.19232,0.28352
2011,Indirect migration background,West,Either,0.15555,46,336,0.11674,0.19436
2012,No migration background,West,Full-time,0.44576,784,2130,0.42465,0.46688
2012,No migration background,West,Part-time,0.33687,960,2130,0.31679,0.35695
2012,No migration background,West,Either,0.13270,240,2130,0.11828,0.14711
2012,No migration background,West,I'm not sure yet,0.08467,146,2130,0.07284,0.09650
2012,No migration background,East,Full-time,0.54536,429,874,0.51233,0.57840
2012,No migration background,East,Part-time,0.18780,237,874,0.16190,0.21371
2012,No migration background,East,Either,0.22258,165,874,0.19498,0.25017
2012,No migration background,East,I'm not sure yet,0.04426,43,874,0.03061,0.05790
2012,Direct migration background,West,Full-time,0.38363,180,595,0.34452,0.42273
2012,Direct migration background,West,Part-time,0.38454,308,595,0.34541,0.42366
2012,Direct migration background,West,Either,0.14685,59,595,0.11838,0.17531
2012,Direct migration background,West,I'm not sure yet,0.08499,48,595,0.06256,0.10742
2012,Indirect migration background,West,Full-time,0.58032,158,267,0.52101,0.63963
2012,Indirect migration background,West,Part-time,0.26125,109,267,0.20846,0.31405
2013,No migration background,West,Full-time,0.44278,737,1926,0.42059,0.46497
2013,No migration background,West,Part-time,0.32710,806,1926,0.30614,0.34805
2013,No migration background,West,Either,0.14269,241,1926,0.12707,0.15832
2013,No migration background,West,I'm not sure yet,0.08744,142,1926,0.07482,0.10005
2013,No migration background,East,Full-time,0.50874,321,736,0.47260,0.54488
2013,No migration background,East,Part-time,0.20115,213,736,0.17217,0.23013
2013,No migration background,East,Either,0.23325,166,736,0.20268,0.26383
2013,No migration background,East,I'm not sure yet,0.05686,36,736,0.04012,0.07360
2013,Direct migration background,West,Full-time,0.42258,526,1369,0.39640,0.44876
2013,Direct migration background,West,Part-time,0.37292,593,1369,0.34729,0.39854
2013,Direct migration background,West,Either,0.13068,187,1369,0.11282,0.14854
2013,Direct migration background,West,I'm not sure yet,0.07382,63,1369,0.05997,0.08768
2013,Direct migration background,East,Full-time,0.47961,76,112,0.38667,0.57255
2013,Direct migration background,East,Part-time,0.22837,36,112,0.15027,0.30646
2013,Indirect migration background,West,Full-time,0.62024,340,585,0.58088,0.65960
2013,Indirect migration background,West,Part-time,0.25421,181,585,0.21889,0.28952
2013,Indirect migration background,West,Either,0.09343,64,585,0.06983,0.11704
2014,No migration background,West,Full-time,0.39891,601,1625,0.37509,0.42272
2014,No migration background,West,Part-time,0.38150,697,1625,0.35787,0.40512
2014,No migration background,West,Either,0.12461,203,1625,0.10855,0.14068
2014,No migration background,West,I'm not sure yet,0.09498,124,1625,0.08072,0.10924
2014,No migration background,East,Full-time,0.47144,263,668,0.43356,0.50932
2014,No migration background,East,Part-time,0.23192,207,668,0.19989,0.26395
2014,No migration background,East,Either,0.25301,157,668,0.22002,0.28600
2014,No migration background,East,I'm not sure yet,0.04363,41,668,0.02813,0.05913
2014,Direct migration background,West,Full-time,0.42879,376,1020,0.39840,0.45917
2014,Direct migration background,West,Part-time,0.38194,457,1020,0.35211,0.41177
2014,Direct migration background,West,Either,0.13950,134,1020,0.11823,0.16077
2014,Direct migration background,West,I'm not sure yet,0.04977,53,1020,0.03642,0.06313
2014,Direct migration background,East,Full-time,0.33714,51,85,0.23605,0.43824
2014,Direct migration background,East,Part-time,0.34876,34,85,0.24684,0.45068
2014,Indirect migration background,West,Full-time,0.60225,248,452,0.55708,0.64742
2014,Indirect migration background,West,Part-time,0.21880,150,452,0.18064,0.25695
2014,Indirect migration background,West,Either,0.12951,54,452,0.09853,0.16050
2015,No migration background,West,Full-time,0.45450,627,1552,0.42972,0.47928
2015,No migration background,West,Part-time,0.31662,588,1552,0.29347,0.33977
2015,No migration background,West,Either,0.14511,210,1552,0.12758,0.16264
2015,No migration background,West,I'm not sure yet,0.08377,127,1552,0.06998,0.09755
2015,No migration background,East,Full-time,0.44579,229,590,0.40565,0.48593
2015,No migration background,East,Part-time,0.25932,196,590,0.22393,0.29472
2015,No migration background,East,Either,0.24040,129,590,0.20589,0.27491
2015,No migration background,East,I'm not sure yet,0.05449,36,590,0.03616,0.07282
2015,Direct migration background,West,Full-time,0.42363,482,1279,0.39654,0.45072
2015,Direct migration background,West,Part-time,0.36795,518,1279,0.34151,0.39439
2015,Direct migration background,West,Either,0.15558,195,1279,0.13571,0.17545
2015,Direct migration background,West,I'm not sure yet,0.05283,84,1279,0.04057,0.06510
2015,Direct migration background,East,Full-time,0.46236,56,88,0.35759,0.56713
2015,Direct migration background,East,Part-time,0.23898,32,88,0.14937,0.32860
