year,regtyp,plb0240,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Rural regions,Either,0.12962962962962962,18165,0.12474487717942453,0.1345143820798347
1990,Rural regions,I'm not sure yet,0.041666666666666664,18165,0.03876069720169224,0.044572636131641086
1991,Urban regions,Full-time,0.46716697936210133,17756,0.4598283468985914,0.47450561182561124
1991,Urban regions,Part-time,0.3517823639774859,17756,0.34475842134185203,0.3588063066131198
1991,Urban regions,Either,0.10318949343339587,17756,0.09871492054184164,0.1076640663249501
1991,Urban regions,I'm not sure yet,0.07786116322701689,17756,0.07391983953828801,0.08180248691574576
1991,Rural regions,Full-time,0.49665551839464883,17756,0.4893011769096603,0.5040098598796373
1991,Rural regions,Part-time,0.2709030100334448,17756,0.2643659410026409,0.2774400790642487
1991,Rural regions,Either,0.17725752508361203,17756,0.17164035203775307,0.182874698129471
1991,Rural regions,I'm not sure yet,0.05518394648829431,17756,0.05182530604672955,0.05854258692985907
1992,Urban regions,Full-time,0.5008264462809917,17350,0.4933863981879074,0.508266494374076
1992,Urban regions,Part-time,0.3148760330578512,17350,0.30796471762592303,0.3217873484897794
1992,Urban regions,Either,0.09834710743801653,17350,0.09391605573591529,0.10277815914011777
1992,Urban regions,I'm not sure yet,0.0859504132231405,17350,0.0817796532725347,0.0901211731737463
1992,Rural regions,Full-time,0.5436046511627907,17350,0.5361929394480953,0.551016362877486
1992,Rural regions,Part-time,0.26598837209302323,17350,0.2594134724622735,0.272563271723773
1992,Rural regions,Either,0.1380813953488372,17350,0.13294797245781226,0.14321481823986215
1992,Rural regions,I'm not sure yet,0.05232558139534884,17350,0.04901203587003469,0.05563912692066299
1993,Urban regions,Full-time,0.48930921052631576,16993,0.48179312435398186,0.49682529669864967
1993,Urban regions,Part-time,0.31085526315789475,16993,0.30389612630698243,0.31781440000880706
1993,Urban regions,Either,0.10526315789473684,16993,0.10064884649068603,0.10987746929878764
1993,Urban regions,I'm not sure yet,0.09457236842105263,16993,0.09017259767905914,0.09897213916304612
1993,Rural regions,Full-time,0.547752808988764,16993,0.5402693688610706,0.5552362491164574
1993,Rural regions,Part-time,0.2148876404494382,16993,0.20871184833876524,0.22106343256011116
1993,Rural regions,Either,0.18117977528089887,16993,0.17538855370629428,0.18697099685550347
1993,Rural regions,I'm not sure yet,0.056179775280898875,16993,0.05271754714624251,0.05964200341555524
1994,Urban regions,Full-time,0.47905559786747903,16642,0.47146559464973176,0.4866456010852263
1994,Urban regions,Part-time,0.3008377760853008,16642,0.29386977074500836,0.3078057814255933
1994,Urban regions,Either,0.11119573495811119,16642,0.10641933767821322,0.11597213223800916
1994,Urban regions,I'm not sure yet,0.10891089108910891,16642,0.10417774906719185,0.11364403311102597
1994,Rural regions,Full-time,0.5431400282885431,16642,0.5355716858836397,0.5507083706934466
1994,Rural regions,Part-time,0.22206506364922207,16642,0.21575018412196278,0.22837994317648136
1994,Rural regions,Either,0.1753889674681754,16642,0.16961094776209065,0.18116698717426014
1994,Rural regions,I'm not sure yet,0.0594059405940594,16642,0.055814494381631774,0.06299738680648703
1995,Urban regions,Full-time,0.4829302987197724,17246,0.4754721909890249,0.4903884064505199
1995,Urban regions,Part-time,0.3108108108108108,17246,0.30390317922323273,0.31771844239838887
1995,Urban regions,Either,0.12944523470839261,17246,0.12443505893409054,0.1344554104826947
1995,Urban regions,I'm not sure yet,0.07681365576102418,17246,0.07283921723707773,0.08078809428497064
1995,Rural regions,Full-time,0.5198902606310014,17246,0.5124337098593559,0.5273468114026469
1995,Rural regions,Part-time,0.23731138545953362,17246,0.23096180838129793,0.2436609625377693
1995,Rural regions,Either,0.17421124828532236,17246,0.1685503616440766,0.17987213492656812
1995,Rural regions,I'm not sure yet,0.06858710562414266,17246,0.06481482284110479,0.07235938840718054
1996,Urban regions,Full-time,0.4653179190751445,16862,0.45778914556597516,0.4728466925843139
1996,Urban regions,Part-time,0.31213872832369943,16862,0.30514472577311175,0.3191327308742871
1996,Urban regions,Either,0.1315028901734104,16862,0.1264019131587155,0.13660386718810533
1996,Urban regions,I'm not sure yet,0.09104046242774566,16862,0.08669845030288709,0.09538247455260424
1996,Rural regions,Full-time,0.5298013245033113,16862,0.5222677905590413,0.5373348584475813
1996,Rural regions,Part-time,0.20927152317880796,16862,0.2031314961026686,0.21541155025494732
1996,Rural regions,Either,0.19337748344370861,16862,0.18741620165339207,0.19933876523402516
1996,Rural regions,I'm not sure yet,0.06754966887417219,16862,0.06376152910253179,0.07133780864581259
1997,Urban regions,Full-time,0.4586686174103877,16487,0.4510624414501632,0.46627479337061223
1997,Urban regions,Part-time,0.3130943672275055,16487,0.3060153752775769,0.3201733591774341
1997,Urban regions,Either,0.15215801024140455,16487,0.14667536527982708,0.157640655202982
1997,Urban regions,I'm not sure yet,0.07607900512070227,16487,0.07203198761709712,0.08012602262430743
1997,Rural regions,Full-time,0.4853723404255319,16487,0.4777433103581175,0.4930013704929463
1997,Rural regions,Part-time,0.25132978723404253,16487,0.24470834626969,0.25795122819839506
1997,Rural regions,Either,0.1981382978723404,16487,0.19205387763635287,0.20422271810832796
1997,Rural regions,I'm not sure yet,0.06515957446808511,16487,0.06139216248928323,0.068926986446887
1998,Urban regions,Full-time,0.4456366237482117,18147,0.4384049078732741,0.4528683396231494
1998,Urban regions,Part-time,0.315450643776824,18147,0.3086894755178837,0.3222118120357643
1998,Urban regions,Either,0.13876967095851217,18147,0.1337397566217123,0.14379958529531203
1998,Urban regions,I'm not sure yet,0.10014306151645208,18147,0.09577538144965957,0.1045107415832446
1998,Rural regions,Full-time,0.5036231884057971,18147,0.4963485358912069,0.5108978409203874
1998,Rural regions,Part-time,0.23792270531400966,18147,0.23172728026041464,0.24411813036760469
1998,Rural regions,Either,0.19202898550724637,18147,0.1862979257609366,0.19776004525355614
1998,Rural regions,I'm not sure yet,0.06642512077294686,18147,0.06280190326160985,0.07004833828428388
1999,Urban regions,Full-time,0.4427040395713108,17396,0.4353227700793663,0.45008530906325533
1999,Urban regions,Part-time,0.30585325638911787,17396,0.2990060475886706,0.3127004651895651
1999,Urban regions,Either,0.14179719703215168,17396,0.13661325472930486,0.1469811393349985
1999,Urban regions,I'm not sure yet,0.10964550700741962,17396,0.10500240452806359,0.11428860948677566
1999,Rural regions,Full-time,0.5055710306406686,17396,0.49814127694511273,0.5130007843362244
1999,Rural regions,Part-time,0.22701949860724233,17396,0.22079438586373118,0.23324461135075347
1999,Rural regions,Either,0.1935933147632312,17396,0.1877217533244355,0.19946487620202688
1999,Rural regions,I'm not sure yet,0.07381615598885793,17396,0.06993057750969066,0.07770173446802521
2000,Urban regions,Full-time,0.446046511627907,30607,0.44047757322827974,0.4516154500275342
2000,Urban regions,Part-time,0.34325581395348836,30607,0.3379365350885884,0.34857509281838833
2000,Urban regions,Either,0.1241860465116279,30607,0.12049127130764081,0.127880821715615
2000,Urban regions,I'm not sure yet,0.08651162790697674,30607,0.0833621798973529,0.08966107591660058
2000,Rural regions,Full-time,0.5040849673202614,30607,0.49848350783216,0.5096864268083628
2000,Rural regions,Part-time,0.24428104575163398,30607,0.23946743761806205,0.2490946538852059
2000,Rural regions,Either,0.1854575163398693,30607,0.1811031518508953,0.1898118808288433
2000,Rural regions,I'm not sure yet,0.0661764705882353,30607,0.06339144046820817,0.06896150070826242
2001,Urban regions,Full-time,0.4667738478027867,27798,0.4609089793626743,0.4726387162428991
2001,Urban regions,Part-time,0.327438370846731,27798,0.32192166122873744,0.33295508046472455
2001,Urban regions,Either,0.10610932475884244,27798,0.10248882706707411,0.10972982245061076
2001,Urban regions,I'm not sure yet,0.09967845659163987,27798,0.0961567856843548,0.10320012749892495
2001,Rural regions,Full-time,0.5267778753292361,27798,0.520908450028824,0.5326473006296483
2001,Rural regions,Part-time,0.2414398595258999,27798,0.23640892355411805,0.24647079549768178
2001,Rural regions,Either,0.14749780509218613,27798,0.14332920889696196,0.1516664012874103
2001,Rural regions,I'm not sure yet,0.08428446005267778,27798,0.08101855659375021,0.08755036351160536
2002,Urban regions,Full-time,0.4631630648330059,28961,0.4574200829238187,0.4689060467421931
2002,Urban regions,Part-time,0.3236738703339882,28961,0.31828520517409453,0.32906253549388187
2002,Urban regions,Either,0.12180746561886051,28961,0.11804059140198213,0.1255743398357389
2002,Urban regions,I'm not sure yet,0.09135559921414538,28961,0.08803731288980164,0.09467388553848911
2002,Rural regions,Full-time,0.5455326460481099,28961,0.5397979419631362,0.5512673501330836
2002,Rural regions,Part-time,0.23024054982817868,28961,0.22539193465666427,0.2350891649996931
2002,Rural regions,Either,0.16924398625429554,28961,0.16492538939726303,0.17356258311132805
2002,Rural regions,I'm not sure yet,0.054982817869415807,28961,0.05235749547122317,0.057608140267608444
2003,Urban regions,Full-time,0.4792396198099049,27727,0.47335931342000725,0.4851199261998026
2003,Urban regions,Part-time,0.30665332666333167,27727,0.30122577846985793,0.3120808748568054
2003,Urban regions,Either,0.12456228114057029,27727,0.12067531700106383,0.12844924528007676
2003,Urban regions,I'm not sure yet,0.0895447723861931,27727,0.0861838843439492,0.092905660428437
2003,Rural regions,Full-time,0.5392953929539296,27727,0.5334282149711554,0.5451625709367037
2003,Rural regions,Part-time,0.20596205962059622,27727,0.20120192899843595,0.21072219024275649
2003,Rural regions,Either,0.18247515808491419,27727,0.17792886967162708,0.1870214464982013
2003,Rural regions,I'm not sure yet,0.07226738934056007,27727,0.06921958400810957,0.07531519467301057
2004,Urban regions,Full-time,0.48697788697788696,26790,0.48099249802730154,0.4929632759284724
2004,Urban regions,Part-time,0.29434889434889433,26790,0.28889136685667766,0.299806421841111
2004,Urban regions,Either,0.13906633906633906,26790,0.13492285598694406,0.14320982214573405
2004,Urban regions,I'm not sure yet,0.07960687960687961,26790,0.07636548655424616,0.08284827265951306
2004,Rural regions,Full-time,0.5206896551724138,26790,0.5147073634067695,0.5266719469380582
2004,Rural regions,Part-time,0.20517241379310344,26790,0.20033664348451244,0.21000818410169445
2004,Rural regions,Either,0.19827586206896552,26790,0.19350148058021985,0.2030502435577112
2004,Rural regions,I'm not sure yet,0.07586206896551724,26790,0.07269140326847538,0.0790327346625591
2005,Urban regions,Full-time,0.48058497226424607,25520,0.4744550059946853,0.4867149385338068
2005,Urban regions,Part-time,0.2813918305597579,25520,0.2758746454710841,0.28690901564843174
2005,Urban regions,Either,0.15582450832072617,25520,0.151374611013211,0.16027440562824133
2005,Urban regions,I'm not sure yet,0.08219868885526979,25520,0.0788287461412446,0.08556863156929498
2005,Rural regions,Full-time,0.517304189435337,25520,0.5111732715578224,0.5234351073128515
2005,Rural regions,Either,0.20491803278688525,25520,0.19996567769067025,0.20987038788310025
2005,Rural regions,Part-time,0.20309653916211293,25520,0.1981605993625271,0.20803247896169874
2005,Rural regions,I'm not sure yet,0.07468123861566485,25520,0.0714559604510335,0.0779065167802962
2006,Urban regions,Full-time,0.45255102040816325,27321,0.4466488278355606,0.4584532129807659
2006,Urban regions,Part-time,0.3198979591836735,27321,0.314366998778438,0.32542891958890896
2006,Urban regions,Either,0.1683673469387755,27321,0.16393021363324914,0.17280448024430187
2006,Urban regions,I'm not sure yet,0.05918367346938776,27321,0.05638558683287243,0.06198176010590308
2006,Rural regions,Full-time,0.48741007194244607,27321,0.48148300189897186,0.49333714198592027
2006,Rural regions,Part-time,0.26348920863309355,27321,0.25826550235072954,0.26871291491545757
2006,Rural regions,Either,0.19334532374100719,27321,0.1886623853960994,0.19802826208591498
2006,Rural regions,I'm not sure yet,0.05575539568345324,27321,0.05303461533114009,0.05847617603576639
2007,Urban regions,Full-time,0.4328717639975918,25385,0.4267765669300372,0.43896696106514643
2007,Urban regions,Part-time,0.31968693558097533,25385,0.3139499423519225,0.3254239288100282
2007,Urban regions,Either,0.16797110174593619,25385,0.16337220161932392,0.17257000187254845
2007,Urban regions,I'm not sure yet,0.07947019867549669,25385,0.07614292469860229,0.0827974726523911
2007,Rural regions,Full-time,0.4722524483133841,25385,0.46611104371040474,0.47839385291636344
2007,Rural regions,Either,0.235038084874864,25385,0.2298218574976812,0.2402543122520468
2007,Rural regions,Part-time,0.2295973884657236,25385,0.22442358612944804,0.23477119080199918
2007,Rural regions,I'm not sure yet,0.06311207834602829,25385,0.06012072615293836,0.06610343053911821
2008,Urban regions,Full-time,0.44566712517193946,23673,0.43933542939856907,0.45199882094530985
2008,Urban regions,Part-time,0.3108665749656121,23673,0.30497043079846586,0.31676271913275833
2008,Urban regions,Either,0.15680880330123798,23673,0.15217670599120092,0.16144090061127503
2008,Urban regions,I'm not sure yet,0.08665749656121045,23673,0.08307365067377563,0.09024134244864528
2008,Rural regions,Full-time,0.4807228915662651,23673,0.4743582139178122,0.48708756921471796
2008,Rural regions,Part-time,0.2325301204819277,23673,0.22714866563599082,0.23791157532786458
2008,Rural regions,Either,0.21686746987951808,23673,0.2116176517199586,0.22211728803907754
2008,Rural regions,I'm not sure yet,0.06987951807228916,23673,0.06663183249326823,0.07312720365131009
2009,Urban regions,Full-time,0.45420136260408783,21983,0.4476194360571421,0.46078328915103356
2009,Urban regions,Part-time,0.29144587433762303,21983,0.28543859173744646,0.2974531569377996
2009,Urban regions,Either,0.17259651778955337,21983,0.16760092214531064,0.1775921134337961
2009,Urban regions,I'm not sure yet,0.0817562452687358,21983,0.07813421519480053,0.08537827534267108
2009,Rural regions,Full-time,0.5079155672823219,21983,0.5013066827149034,0.5145244518497404
2009,Rural regions,Part-time,0.24406332453825857,21983,0.2383851784627441,0.24974147061377305
2009,Rural regions,Either,0.18997361477572558,21983,0.18478789771540338,0.19515933183604778
2009,Rural regions,I'm not sure yet,0.05804749340369393,21983,0.054956352301327505,0.06113863450606036
2010,Urban regions,Part-time,0.4688995215311005,35837,0.46373275914650053,0.47406628391570044
2010,Urban regions,Full-time,0.3434723171565277,35837,0.3385557424845364,0.348388891828519
2010,Urban regions,Either,0.13636363636363635,35837,0.13281055629008584,0.13991671643718687
2010,Urban regions,I'm not sure yet,0.05126452494873548,35837,0.04898118125866768,0.05354786863880327
2010,Rural regions,Part-time,0.42073170731707316,35837,0.41562039112243826,0.42584302351170805
2010,Rural regions,Full-time,0.40176151761517614,35837,0.39668563477857,0.4068374004517823
2010,Rural regions,Either,0.14905149051490515,35837,0.14536417712359037,0.15273880390621994
2010,Rural regions,I'm not sure yet,0.028455284552845527,35837,0.026733800074034652,0.030176769031656402
2011,Urban regions,Part-time,0.42184154175588867,41903,0.4171129521038412,0.42657013140793615
2011,Urban regions,Full-time,0.3854389721627409,41903,0.3807788872169387,0.39009905710854315
2011,Urban regions,Either,0.14025695931477516,41903,0.13693204806693246,0.14358187056261787
2011,Urban regions,I'm not sure yet,0.05246252676659529,41903,0.05032773110262351,0.05459732243056707
2011,Rural regions,Full-time,0.4056915949702184,41903,0.40099008399624736,0.41039310594418943
2011,Rural regions,Part-time,0.40502978160158837,41903,0.40032949212657604,0.4097300710766007
2011,Rural regions,Either,0.14228987425545997,41903,0.13894491540641596,0.14563483310450398
2011,Rural regions,I'm not sure yet,0.04698874917273329,41903,0.04496256243229706,0.04901493591316952
2012,Urban regions,Part-time,0.4238875878220141,40229,0.41905849649547866,0.4287166791485495
2012,Urban regions,Full-time,0.3868071818891491,40229,0.38204800061471955,0.3915663631635786
2012,Urban regions,Either,0.12060889929742388,40229,0.11742640845282058,0.12379139014202718
2012,Urban regions,I'm not sure yet,0.06869633099141297,40229,0.06622461321531063,0.0711680487675153
2012,Rural regions,Full-time,0.4181307097680956,40229,0.4133106191403691,0.42295080039582206
2012,Rural regions,Part-time,0.38018271257905834,40229,0.3754390424839224,0.38492638267419427
2012,Rural regions,Either,0.1426563598032326,40229,0.13923885221937557,0.14607386738708963
2012,Rural regions,I'm not sure yet,0.059030217849613494,40229,0.0567271248024302,0.061333310896796785
2013,Urban regions,Full-time,0.41456668715427164,44486,0.409988639502342,0.4191447348062013
2013,Urban regions,Part-time,0.3899815611555009,44486,0.38544906013451113,0.3945140621764907
2013,Urban regions,Either,0.13706207744314688,44486,0.13386618006771955,0.14025797481857422
2013,Urban regions,I'm not sure yet,0.05838967424708052,44486,0.05621072043259498,0.06056862806156606
2013,Rural regions,Full-time,0.43061889250814334,44486,0.4260174663307811,0.4352203186855056
2013,Rural regions,Part-time,0.36612377850162864,44486,0.3616470517110481,0.37060050529220917
2013,Rural regions,Either,0.152442996742671,44486,0.1491027189226328,0.1557832745627092
2013,Rural regions,I'm not sure yet,0.050814332247557006,44486,0.0487734728291197,0.05285519166599431
2014,Urban regions,Part-time,0.4141452344931921,38694,0.4092372229514333,0.419053246034951
2014,Urban regions,Full-time,0.3956127080181543,38694,0.39074048637510606,0.4004849296612025
2014,Urban regions,Either,0.12405446293494705,38694,0.12076988927158226,0.12733903659831186
2014,Urban regions,I'm not sure yet,0.0661875945537065,38694,0.06371044415000819,0.06866474495740481
2014,Rural regions,Full-time,0.39858490566037735,38694,0.3937064558240359,0.4034633554967188
2014,Rural regions,Part-time,0.3577044025157233,38694,0.35292840741102305,0.3624803976204235
2014,Rural regions,Either,0.18396226415094338,38694,0.18010167352471818,0.1878228547771686
2014,Rural regions,I'm not sure yet,0.059748427672955975,38694,0.057386755935480406,0.062110099410431545
2015,Urban regions,Full-time,0.4128205128205128,38036,0.4078725694079402,0.4177684562330854
2015,Urban regions,Part-time,0.3673992673992674,38036,0.36255428012983965,0.3722442546686952
2015,Urban regions,Either,0.14652014652014653,38036,0.14296625668598037,0.15007403635431268
2015,Urban regions,I'm not sure yet,0.07326007326007326,38036,0.07064146059900907,0.07587868592113746
2015,Rural regions,Full-time,0.3954022988505747,38036,0.3904885665471782,0.40031603115397124
2015,Rural regions,Part-time,0.36398467432950193,38036,0.3591492566803837,0.36882009197862015
2015,Rural regions,Either,0.16934865900383142,38036,0.16557937450666876,0.17311794350099408
2015,Rural regions,I'm not sure yet,0.07126436781609195,38036,0.06867888935276423,0.07384984627941968
2016,Urban regions,Full-time,0.3916887709991158,41132,0.3869714043200912,0.3964061376781404
2016,Urban regions,Part-time,0.3819628647214854,41132,0.37726734126782535,0.3866583881751454
2016,Urban regions,Either,0.14235190097259062,41132,0.13897512415191748,0.14572867779326376
2016,Urban regions,I'm not sure yet,0.08399646330680813,41132,0.08131578170788338,0.08667714490573288
2016,Rural regions,Full-time,0.3935361216730038,41132,0.3888148289488364,0.39825741439717116
2016,Rural regions,Part-time,0.34695817490494296,41132,0.34235799073952167,0.35155835907036426
2016,Rural regions,Either,0.1844106463878327,41132,0.18066268656373427,0.18815860621193112
2016,Rural regions,I'm not sure yet,0.07509505703422054,41132,0.07254810724252893,0.07764200682591214
2017,Urban regions,Full-time,0.4271788990825688,45410,0.42262907379347764,0.43172872437165993
2017,Urban regions,Part-time,0.3451834862385321,45410,0.34081063062805494,0.3495563418490093
2017,Urban regions,Either,0.14535550458715596,45410,0.14211368522483694,0.14859732394947497
2017,Urban regions,I'm not sure yet,0.08228211009174312,45410,0.07975463066272423,0.08480958952076201
2017,Rural regions,Full-time,0.4345514950166113,45410,0.4299922023113022,0.43911078772192036
2017,Rural regions,Part-time,0.31694352159468436,45410,0.31266395718298384,0.3212230860063849
2017,Rural regions,Either,0.16943521594684385,45410,0.16598482014124596,0.17288561175244174
2017,Rural regions,I'm not sure yet,0.07906976744186046,45410,0.07658778379162455,0.08155175109209638
2018,Urban regions,Full-time,0.4346133886870784,43121,0.42993457264881024,0.4392922047253465
2018,Urban regions,Part-time,0.34094447327452,43121,0.33647028258183576,0.3454186639672042
2018,Urban regions,Either,0.1302542812662169,43121,0.12707737930563612,0.1334311832267977
2018,Urban regions,I'm not sure yet,0.09418785677218475,43121,0.09143091123979546,0.09694480230457403
2018,Rural regions,Full-time,0.41457286432160806,43121,0.40992291178452167,0.41922281685869445
2018,Rural regions,Part-time,0.3241206030150754,43121,0.3197028688128701,0.3285383372172807
2018,Rural regions,Either,0.17399497487437185,43121,0.17041671929611424,0.17757323045262946
2018,Rural regions,I'm not sure yet,0.08731155778894473,43121,0.08464710025217871,0.08997601532571074
2019,Urban regions,Full-time,0.4083152342538008,42417,0.4036375696129324,0.41299289889466917
2019,Urban regions,Part-time,0.37977040024821596,42417,0.3751516668232583,0.3843891336731736
2019,Urban regions,Either,0.11542041576171269,42417,0.1123795596548495,0.11846127186857588
2019,Urban regions,I'm not sure yet,0.09649394973627055,42417,0.09368397981524483,0.09930391965729628
2019,Rural regions,Full-time,0.4070464767616192,42417,0.40237108051646875,0.41172187300676966
2019,Rural regions,Part-time,0.3785607196401799,42417,0.3739448533332126,0.3831765859471472
2019,Rural regions,Either,0.13418290854572715,42417,0.13093915556119914,0.13742666153025515
2019,Rural regions,I'm not sure yet,0.08020989505247376,42417,0.07762499094063686,0.08279479916431066
2020,Urban regions,Full-time,0.4024729520865533,42741,0.39782372385862713,0.4071221803144795
2020,Urban regions,Part-time,0.3443585780525502,42741,0.3398538105999975,0.34886334550510295
2020,Urban regions,Either,0.1366306027820711,42741,0.13337444043966615,0.13988676512447604
2020,Urban regions,I'm not sure yet,0.11653786707882535,42741,0.11349585289857408,0.11957988125907662
2020,Rural regions,Full-time,0.3996901626646011,42741,0.3950462591101124,0.40433406621908985
2020,Rural regions,Part-time,0.34082106893880715,42741,0.3363274255127075,0.3453147123649068
2020,Rural regions,Either,0.13710302091402013,42741,0.13384212663993103,0.14036391518810923
2020,Rural regions,I'm not sure yet,0.12238574748257165,42741,0.11927867783822509,0.1254928171269182
2021,Urban regions,Part-time,0.3911290322580645,27598,0.38537145298624204,0.39688661152988697
2021,Urban regions,Full-time,0.3149641577060932,27598,0.30948385583758226,0.32044445957460416
2021,Urban regions,Either,0.18951612903225806,27598,0.1848921852740057,0.19414007279051043
2021,Urban regions,I'm not sure yet,0.10439068100358423,27598,0.10078317191831934,0.10799819008884912
2021,Rural regions,Part-time,0.38144329896907214,27598,0.3757124096741368,0.38717418826400746
2021,Rural regions,Full-time,0.3247422680412371,27598,0.3192174057341348,0.33026713034833943
2021,Rural regions,Either,0.20231958762886598,27598,0.19757988935488777,0.2070592859028442
2021,Rural regions,I'm not sure yet,0.09149484536082474,27598,0.0880932764167913,0.09489641430485818
