year,regtyp,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Rural regions,male,Full-time,0.07313,91,91,0.01934,0.12691
1989,Rural regions,female,Full-time,0.03020,45,132,0.00089,0.05951
1989,Rural regions,female,Part-time,0.06601,87,132,0.02349,0.10853
1990,Rural regions,male,Full-time,0.01202,56,56,-0.01678,0.04081
1990,Rural regions,female,Full-time,0.01037,55,120,-0.00783,0.02857
1990,Rural regions,female,Part-time,0.01408,65,120,-0.00709,0.03525
1991,Urban regions,male,Full-time,0.05017,313,350,0.02727,0.07307
1991,Urban regions,male,Either,0.00774,37,350,-0.00146,0.01693
1991,Urban regions,female,Full-time,0.02514,185,673,0.01330,0.03698
1991,Urban regions,female,Part-time,0.05933,350,673,0.04146,0.07719
1991,Urban regions,female,Either,0.00831,73,673,0.00145,0.01517
1991,Urban regions,female,I'm not sure yet,0.00937,65,673,0.00208,0.01665
1991,Rural regions,male,Full-time,0.05173,164,164,0.01773,0.08573
1991,Rural regions,female,Full-time,0.03632,133,359,0.01694,0.05570
1991,Rural regions,female,Part-time,0.05145,149,359,0.02857,0.07434
1991,Rural regions,female,Either,0.01925,77,359,0.00502,0.03349
1992,Urban regions,male,Full-time,0.05968,347,409,0.03670,0.08267
1992,Urban regions,male,Either,0.00569,31,409,-0.00161,0.01299
1992,Urban regions,male,I'm not sure yet,0.00584,31,409,-0.00155,0.01324
1992,Urban regions,female,Full-time,0.03612,259,786,0.02306,0.04917
1992,Urban regions,female,Part-time,0.06039,365,786,0.04372,0.07705
1992,Urban regions,female,Either,0.01266,89,786,0.00484,0.02049
1992,Urban regions,female,I'm not sure yet,0.00923,73,786,0.00254,0.01591
1992,Rural regions,male,Full-time,0.06305,195,195,0.02885,0.09726
1992,Rural regions,female,Full-time,0.04414,179,428,0.02466,0.06363
1992,Rural regions,female,Part-time,0.06015,169,428,0.03760,0.08271
1992,Rural regions,female,Either,0.01882,80,428,0.00593,0.03170
1993,Urban regions,male,Full-time,0.05940,353,426,0.03693,0.08187
1993,Urban regions,male,Either,0.00672,36,426,-0.00105,0.01448
1993,Urban regions,male,I'm not sure yet,0.00742,37,426,-0.00074,0.01559
1993,Urban regions,female,Full-time,0.03641,242,781,0.02327,0.04956
1993,Urban regions,female,Part-time,0.06281,369,781,0.04579,0.07984
1993,Urban regions,female,Either,0.01306,92,781,0.00509,0.02102
1993,Urban regions,female,I'm not sure yet,0.01061,78,781,0.00342,0.01780
1993,Rural regions,male,Full-time,0.06679,207,207,0.03270,0.10088
1993,Rural regions,female,Full-time,0.04666,183,426,0.02661,0.06671
1993,Rural regions,female,Part-time,0.04677,140,426,0.02669,0.06684
1993,Rural regions,female,Either,0.02504,103,426,0.01018,0.03989
1994,Urban regions,male,Full-time,0.06304,367,414,0.03960,0.08648
1994,Urban regions,male,Either,0.00853,47,414,-0.00034,0.01739
1994,Urban regions,female,Full-time,0.03863,262,853,0.02569,0.05157
1994,Urban regions,female,Part-time,0.06293,377,853,0.04663,0.07924
1994,Urban regions,female,Either,0.01507,99,853,0.00689,0.02325
1994,Urban regions,female,I'm not sure yet,0.01757,115,853,0.00875,0.02639
1994,Rural regions,male,Full-time,0.07853,219,219,0.04282,0.11424
1994,Rural regions,female,Full-time,0.04404,165,407,0.02408,0.06400
1994,Rural regions,female,Part-time,0.05326,145,407,0.03141,0.07510
1994,Rural regions,female,Either,0.02533,97,407,0.01005,0.04061
1995,Urban regions,male,Full-time,0.06275,387,438,0.04001,0.08549
1995,Urban regions,male,Either,0.00793,51,438,-0.00039,0.01625
1995,Urban regions,female,Full-time,0.04285,292,927,0.02981,0.05590
1995,Urban regions,female,Part-time,0.06861,423,927,0.05233,0.08490
1995,Urban regions,female,Either,0.01889,131,927,0.01012,0.02766
1995,Urban regions,female,I'm not sure yet,0.01240,81,927,0.00527,0.01953
1995,Rural regions,male,Full-time,0.07525,227,227,0.04085,0.10964
1995,Rural regions,female,Full-time,0.03561,152,455,0.01857,0.05266
1995,Rural regions,female,Part-time,0.05564,162,455,0.03455,0.07672
1995,Rural regions,female,Either,0.02964,103,455,0.01404,0.04525
1995,Rural regions,female,I'm not sure yet,0.00994,38,455,0.00081,0.01906
1996,Urban regions,male,Full-time,0.05958,379,461,0.03795,0.08121
1996,Urban regions,male,Either,0.00889,50,461,0.00031,0.01747
1996,Urban regions,male,I'm not sure yet,0.00565,32,461,-0.00120,0.01251
1996,Urban regions,female,Full-time,0.03786,265,901,0.02539,0.05033
1996,Urban regions,female,Part-time,0.07358,410,901,0.05653,0.09064
1996,Urban regions,female,Either,0.02124,132,901,0.01182,0.03066
1996,Urban regions,female,I'm not sure yet,0.01467,94,901,0.00681,0.02252
1996,Rural regions,male,Full-time,0.08259,250,250,0.04840,0.11678
1996,Rural regions,female,Full-time,0.03929,150,457,0.02146,0.05713
1996,Rural regions,female,Part-time,0.05242,152,457,0.03196,0.07287
1996,Rural regions,female,Either,0.02919,116,457,0.01374,0.04464
1996,Rural regions,female,I'm not sure yet,0.01059,39,457,0.00120,0.01999
1997,Urban regions,male,Full-time,0.06313,391,461,0.04091,0.08536
1997,Urban regions,male,Either,0.01190,70,461,0.00199,0.02181
1997,Urban regions,female,Full-time,0.03747,236,859,0.02476,0.05018
1997,Urban regions,female,Part-time,0.06848,408,859,0.05158,0.08538
1997,Urban regions,female,Either,0.02168,138,859,0.01193,0.03142
1997,Urban regions,female,I'm not sure yet,0.01352,77,859,0.00579,0.02125
1997,Rural regions,male,Full-time,0.07434,215,250,0.04176,0.10693
1997,Rural regions,male,Either,0.01442,35,250,-0.00039,0.02923
1997,Rural regions,female,Full-time,0.04433,150,473,0.02576,0.06289
1997,Rural regions,female,Part-time,0.05811,176,473,0.03700,0.07921
1997,Rural regions,female,Either,0.03125,114,473,0.01555,0.04695
1997,Rural regions,female,I'm not sure yet,0.01197,33,473,0.00216,0.02178
1998,Urban regions,male,Full-time,0.05972,393,505,0.03903,0.08041
1998,Urban regions,male,Either,0.01370,74,505,0.00355,0.02384
1998,Urban regions,male,I'm not sure yet,0.00721,38,505,-0.00018,0.01460
1998,Urban regions,female,Full-time,0.03418,230,870,0.02210,0.04626
1998,Urban regions,female,Part-time,0.06309,418,870,0.04692,0.07925
1998,Urban regions,female,Either,0.01920,120,870,0.01008,0.02833
1998,Urban regions,female,I'm not sure yet,0.01331,102,870,0.00569,0.02093
1998,Rural regions,male,Full-time,0.07328,253,293,0.04339,0.10317
1998,Rural regions,male,Either,0.01442,40,293,0.00075,0.02810
1998,Rural regions,female,Full-time,0.04621,164,507,0.02791,0.06450
1998,Rural regions,female,Part-time,0.05908,189,507,0.03854,0.07962
1998,Rural regions,female,Either,0.02915,119,507,0.01449,0.04381
1998,Rural regions,female,I'm not sure yet,0.00926,35,507,0.00091,0.01760
1999,Urban regions,male,Full-time,0.05235,314,382,0.02999,0.07472
1999,Urban regions,male,Either,0.01344,68,382,0.00188,0.02501
1999,Urban regions,female,Full-time,0.03357,223,783,0.02095,0.04620
1999,Urban regions,female,Part-time,0.05731,353,783,0.04102,0.07360
1999,Urban regions,female,Either,0.01518,104,783,0.00661,0.02375
1999,Urban regions,female,I'm not sure yet,0.01269,103,783,0.00485,0.02054
1999,Rural regions,male,Full-time,0.06312,215,250,0.03291,0.09332
1999,Rural regions,male,Either,0.01044,35,250,-0.00218,0.02306
1999,Rural regions,female,Full-time,0.04100,148,444,0.02253,0.05946
1999,Rural regions,female,Part-time,0.04982,153,444,0.02956,0.07009
1999,Rural regions,female,Either,0.02643,104,444,0.01149,0.04137
1999,Rural regions,female,I'm not sure yet,0.01171,39,444,0.00169,0.02172
2000,Urban regions,male,Full-time,0.05417,572,751,0.03797,0.07036
2000,Urban regions,male,Part-time,0.00422,40,751,-0.00042,0.00886
2000,Urban regions,male,Either,0.00906,89,751,0.00228,0.01585
2000,Urban regions,male,I'm not sure yet,0.00497,50,751,-0.00006,0.01000
2000,Urban regions,female,Full-time,0.03118,388,1403,0.02208,0.04027
2000,Urban regions,female,Part-time,0.06058,700,1403,0.04809,0.07306
2000,Urban regions,female,Either,0.01597,178,1403,0.00941,0.02254
2000,Urban regions,female,I'm not sure yet,0.01239,137,1403,0.00660,0.01818
2000,Rural regions,male,Full-time,0.06526,352,416,0.04150,0.08902
2000,Rural regions,male,Either,0.01143,64,416,0.00120,0.02166
2000,Rural regions,female,Full-time,0.04081,264,767,0.02680,0.05482
2000,Rural regions,female,Part-time,0.04787,285,767,0.03275,0.06299
2000,Rural regions,female,Either,0.02856,163,767,0.01677,0.04036
2000,Rural regions,female,I'm not sure yet,0.00883,55,767,0.00220,0.01546
2001,Urban regions,male,Full-time,0.05608,495,639,0.03823,0.07394
2001,Urban regions,male,Part-time,0.00391,38,639,-0.00093,0.00876
2001,Urban regions,male,Either,0.00675,55,639,0.00040,0.01311
2001,Urban regions,male,I'm not sure yet,0.00564,51,639,-0.00017,0.01145
2001,Urban regions,female,Full-time,0.03448,379,1233,0.02429,0.04467
2001,Urban regions,female,Part-time,0.05619,575,1233,0.04333,0.06905
2001,Urban regions,female,Either,0.01480,144,1233,0.00806,0.02154
2001,Urban regions,female,I'm not sure yet,0.01230,135,1233,0.00614,0.01845
2001,Rural regions,male,Full-time,0.07121,350,434,0.04698,0.09543
2001,Rural regions,male,Either,0.01170,50,434,0.00157,0.02183
2001,Rural regions,male,I'm not sure yet,0.00578,34,434,-0.00136,0.01292
2001,Rural regions,female,Full-time,0.04375,247,682,0.02839,0.05912
2001,Rural regions,female,Part-time,0.05101,256,682,0.03449,0.06754
2001,Rural regions,female,Either,0.01815,117,682,0.00812,0.02817
2001,Rural regions,female,I'm not sure yet,0.01145,62,682,0.00346,0.01944
2002,Urban regions,male,Full-time,0.06306,558,752,0.04567,0.08044
2002,Urban regions,male,Part-time,0.00708,61,752,0.00108,0.01307
2002,Urban regions,male,Either,0.00916,78,752,0.00235,0.01598
2002,Urban regions,male,I'm not sure yet,0.00491,55,752,-0.00009,0.00990
2002,Urban regions,female,Full-time,0.03602,388,1289,0.02585,0.04620
2002,Urban regions,female,Part-time,0.06170,599,1289,0.04856,0.07484
2002,Urban regions,female,Either,0.01712,171,1289,0.01004,0.02421
2002,Urban regions,female,I'm not sure yet,0.01190,131,1289,0.00598,0.01782
2002,Rural regions,male,Full-time,0.08213,386,446,0.05662,0.10764
2002,Rural regions,male,Either,0.01298,60,446,0.00247,0.02350
2002,Rural regions,female,Full-time,0.04539,246,670,0.02962,0.06117
2002,Rural regions,female,Part-time,0.05304,248,670,0.03606,0.07002
2002,Rural regions,female,Either,0.02168,136,670,0.01065,0.03272
2002,Rural regions,female,I'm not sure yet,0.00699,40,670,0.00068,0.01330
2003,Urban regions,male,Full-time,0.06546,591,802,0.04833,0.08259
2003,Urban regions,male,Part-time,0.00683,60,802,0.00112,0.01253
2003,Urban regions,male,Either,0.01275,95,802,0.00498,0.02053
2003,Urban regions,male,I'm not sure yet,0.00627,56,802,0.00080,0.01174
2003,Urban regions,female,Full-time,0.03675,372,1202,0.02611,0.04739
2003,Urban regions,female,Part-time,0.05705,553,1202,0.04394,0.07017
2003,Urban regions,female,Either,0.01678,154,1202,0.00952,0.02405
2003,Urban regions,female,I'm not sure yet,0.01019,123,1202,0.00451,0.01587
2003,Rural regions,male,Full-time,0.08458,367,427,0.05816,0.11100
2003,Rural regions,male,Either,0.01228,60,427,0.00182,0.02274
2003,Rural regions,female,Full-time,0.04254,225,631,0.02678,0.05830
2003,Rural regions,female,Part-time,0.04710,207,631,0.03056,0.06364
2003,Rural regions,female,Either,0.02601,142,631,0.01358,0.03844
2003,Rural regions,female,I'm not sure yet,0.00979,57,631,0.00210,0.01747
2004,Urban regions,male,Full-time,0.06959,586,802,0.05197,0.08721
2004,Urban regions,male,Part-time,0.00799,64,802,0.00182,0.01415
2004,Urban regions,male,Either,0.01366,104,802,0.00562,0.02170
2004,Urban regions,male,I'm not sure yet,0.00508,48,802,0.00016,0.01001
2004,Urban regions,female,Full-time,0.03926,409,1239,0.02844,0.05008
2004,Urban regions,female,Part-time,0.05475,536,1239,0.04208,0.06742
2004,Urban regions,female,Either,0.01939,179,1239,0.01171,0.02708
2004,Urban regions,female,I'm not sure yet,0.00945,115,1239,0.00406,0.01484
2004,Rural regions,male,Full-time,0.09339,378,454,0.06659,0.12019
2004,Rural regions,male,Either,0.02267,76,454,0.00896,0.03638
2004,Rural regions,female,Full-time,0.04209,222,652,0.02666,0.05751
2004,Rural regions,female,Part-time,0.04789,212,652,0.03148,0.06429
2004,Rural regions,female,Either,0.03188,154,652,0.01838,0.04537
2004,Rural regions,female,I'm not sure yet,0.01494,64,652,0.00562,0.02425
2005,Urban regions,male,Full-time,0.07024,551,779,0.05228,0.08820
2005,Urban regions,male,Part-time,0.00543,48,779,0.00027,0.01060
2005,Urban regions,male,Either,0.01839,124,779,0.00895,0.02783
2005,Urban regions,male,I'm not sure yet,0.00651,56,779,0.00086,0.01216
2005,Urban regions,female,Full-time,0.04437,408,1210,0.03277,0.05598
2005,Urban regions,female,Part-time,0.05584,510,1210,0.04289,0.06878
2005,Urban regions,female,Either,0.02273,185,1210,0.01433,0.03113
2005,Urban regions,female,I'm not sure yet,0.01056,107,1210,0.00480,0.01632
2005,Rural regions,male,Full-time,0.08405,334,414,0.05729,0.11081
2005,Rural regions,male,Either,0.02092,80,414,0.00712,0.03472
2005,Rural regions,female,Full-time,0.04614,228,626,0.02969,0.06259
2005,Rural regions,female,Part-time,0.04755,201,626,0.03086,0.06423
2005,Rural regions,female,Either,0.03469,145,626,0.02034,0.04903
2005,Rural regions,female,I'm not sure yet,0.01088,52,626,0.00274,0.01901
2006,Urban regions,male,Full-time,0.06825,537,753,0.05023,0.08627
2006,Urban regions,male,Part-time,0.00759,58,753,0.00138,0.01379
2006,Urban regions,male,Either,0.01674,114,753,0.00757,0.02591
2006,Urban regions,male,I'm not sure yet,0.00472,44,753,-0.00018,0.00962
2006,Urban regions,female,Full-time,0.03813,357,1214,0.02736,0.04891
2006,Urban regions,female,Part-time,0.06184,569,1214,0.04829,0.07540
2006,Urban regions,female,Either,0.02539,216,1214,0.01654,0.03424
2006,Urban regions,female,I'm not sure yet,0.00569,72,1214,0.00146,0.00993
2006,Rural regions,male,Full-time,0.07107,317,388,0.04547,0.09667
2006,Rural regions,male,Either,0.01851,71,388,0.00508,0.03193
2006,Rural regions,female,Full-time,0.03956,218,666,0.02475,0.05438
2006,Rural regions,female,Part-time,0.06467,263,666,0.04598,0.08336
2006,Rural regions,female,Either,0.02884,144,666,0.01612,0.04156
2006,Rural regions,female,I'm not sure yet,0.00811,41,666,0.00129,0.01492
2007,Urban regions,male,Full-time,0.05257,395,606,0.03479,0.07036
2007,Urban regions,male,Part-time,0.01052,69,606,0.00239,0.01865
2007,Urban regions,male,Either,0.01724,101,606,0.00687,0.02761
2007,Urban regions,male,I'm not sure yet,0.00444,41,606,-0.00086,0.00974
2007,Urban regions,female,Full-time,0.03650,328,1062,0.02522,0.04779
2007,Urban regions,female,Part-time,0.05447,464,1062,0.04081,0.06813
2007,Urban regions,female,Either,0.02212,179,1062,0.01327,0.03097
2007,Urban regions,female,I'm not sure yet,0.00986,91,1062,0.00391,0.01580
2007,Rural regions,male,Full-time,0.05864,257,326,0.03309,0.08418
2007,Rural regions,male,Either,0.01920,69,326,0.00428,0.03412
2007,Rural regions,female,Full-time,0.03798,173,547,0.02195,0.05402
2007,Rural regions,female,Part-time,0.04597,191,547,0.02840,0.06354
2007,Rural regions,female,Either,0.03541,146,547,0.01991,0.05091
2007,Rural regions,female,I'm not sure yet,0.00820,37,547,0.00063,0.01576
2008,Urban regions,male,Full-time,0.05242,360,546,0.03371,0.07113
2008,Urban regions,male,Part-time,0.00712,55,546,0.00006,0.01418
2008,Urban regions,male,Either,0.01430,80,546,0.00433,0.02426
2008,Urban regions,male,I'm not sure yet,0.00689,51,546,-0.00006,0.01383
2008,Urban regions,female,Full-time,0.03325,290,911,0.02160,0.04490
2008,Urban regions,female,Part-time,0.04660,397,911,0.03290,0.06029
2008,Urban regions,female,Either,0.01879,149,911,0.00997,0.02761
2008,Urban regions,female,I'm not sure yet,0.00733,75,911,0.00179,0.01287
2008,Rural regions,male,Full-time,0.05895,240,303,0.03239,0.08552
2008,Rural regions,male,Either,0.01768,63,303,0.00282,0.03255
2008,Rural regions,female,Full-time,0.03560,157,485,0.01910,0.05211
2008,Rural regions,female,Part-time,0.04430,173,485,0.02597,0.06264
2008,Rural regions,female,Either,0.02955,116,485,0.01446,0.04463
2008,Rural regions,female,I'm not sure yet,0.00812,39,485,0.00012,0.01612
2009,Urban regions,male,Full-time,0.05765,350,539,0.03795,0.07735
2009,Urban regions,male,Part-time,0.00775,57,539,0.00034,0.01516
2009,Urban regions,male,Either,0.01597,87,539,0.00538,0.02656
2009,Urban regions,male,I'm not sure yet,0.00614,45,539,-0.00046,0.01274
2009,Urban regions,female,Full-time,0.03017,252,788,0.01822,0.04212
2009,Urban regions,female,Part-time,0.04425,330,788,0.02988,0.05862
2009,Urban regions,female,Either,0.02231,143,788,0.01199,0.03263
2009,Urban regions,female,I'm not sure yet,0.00659,63,788,0.00094,0.01225
2009,Rural regions,male,Full-time,0.06264,235,289,0.03466,0.09063
2009,Rural regions,male,Either,0.01678,54,289,0.00194,0.03161
2009,Rural regions,female,Full-time,0.03871,148,396,0.01969,0.05773
2009,Rural regions,female,Part-time,0.03966,160,396,0.02041,0.05890
2009,Rural regions,female,Either,0.02393,88,396,0.00886,0.03900
2010,Urban regions,male,Full-time,0.06984,569,799,0.05216,0.08753
2010,Urban regions,male,Part-time,0.00812,75,799,0.00189,0.01435
2010,Urban regions,male,Either,0.01260,109,799,0.00486,0.02034
2010,Urban regions,male,I'm not sure yet,0.00603,46,799,0.00066,0.01139
2010,Urban regions,female,Full-time,0.03648,440,2142,0.02853,0.04442
2010,Urban regions,female,Part-time,0.05274,1306,2142,0.04327,0.06220
2010,Urban regions,female,Either,0.02098,292,2142,0.01491,0.02705
2010,Urban regions,female,I'm not sure yet,0.00787,104,2142,0.00413,0.01161
2010,Rural regions,male,Full-time,0.06319,329,378,0.03863,0.08774
2010,Rural regions,male,Either,0.01361,49,378,0.00191,0.02530
2010,Rural regions,female,Full-time,0.02789,260,1013,0.01775,0.03804
2010,Rural regions,female,Part-time,0.04022,584,1013,0.02812,0.05233
2010,Rural regions,female,Either,0.02562,169,1013,0.01589,0.03536
2011,Urban regions,male,Full-time,0.05792,590,836,0.04208,0.07377
2011,Urban regions,male,Part-time,0.00932,87,836,0.00280,0.01583
2011,Urban regions,male,Either,0.01104,114,836,0.00395,0.01813
2011,Urban regions,male,I'm not sure yet,0.00437,45,836,-0.00010,0.00884
2011,Urban regions,female,Full-time,0.03815,492,1975,0.02970,0.04661
2011,Urban regions,female,Part-time,0.04830,1101,1975,0.03884,0.05776
2011,Urban regions,female,Either,0.01654,280,1975,0.01092,0.02217
2011,Urban regions,female,I'm not sure yet,0.00758,102,1975,0.00375,0.01141
2011,Rural regions,male,Full-time,0.04970,332,431,0.02916,0.07024
2011,Rural regions,male,Part-time,0.00548,33,431,-0.00150,0.01246
2011,Rural regions,male,Either,0.01340,66,431,0.00253,0.02426
2011,Rural regions,female,Full-time,0.03471,279,1047,0.02362,0.04580
2011,Rural regions,female,Part-time,0.04389,573,1047,0.03147,0.05630
2011,Rural regions,female,Either,0.01646,148,1047,0.00875,0.02417
2011,Rural regions,female,I'm not sure yet,0.00489,47,1047,0.00066,0.00911
2012,Urban regions,male,Full-time,0.05587,536,793,0.03988,0.07187
2012,Urban regions,male,Part-time,0.01184,106,793,0.00431,0.01937
2012,Urban regions,male,Either,0.01254,99,793,0.00479,0.02029
2012,Urban regions,male,I'm not sure yet,0.00563,52,793,0.00042,0.01084
2012,Urban regions,female,Full-time,0.03529,455,1773,0.02670,0.04389
2012,Urban regions,female,Part-time,0.05198,984,1773,0.04164,0.06231
2012,Urban regions,female,Either,0.01445,210,1773,0.00890,0.02001
2012,Urban regions,female,I'm not sure yet,0.00964,124,1773,0.00509,0.01419
2012,Rural regions,male,Full-time,0.05562,328,431,0.03396,0.07728
2012,Rural regions,male,Part-time,0.00752,51,431,-0.00065,0.01568
2012,Rural regions,male,Either,0.01286,52,431,0.00221,0.02351
2012,Rural regions,female,Full-time,0.03476,267,958,0.02316,0.04637
2012,Rural regions,female,Part-time,0.04163,486,958,0.02897,0.05428
2012,Rural regions,female,Either,0.02270,151,958,0.01326,0.03214
2012,Rural regions,female,I'm not sure yet,0.00703,54,958,0.00174,0.01232
2013,Urban regions,male,Full-time,0.05719,744,1080,0.04334,0.07105
2013,Urban regions,male,Part-time,0.00997,129,1080,0.00404,0.01590
2013,Urban regions,male,Either,0.01099,142,1080,0.00477,0.01721
2013,Urban regions,male,I'm not sure yet,0.00512,65,1080,0.00086,0.00938
2013,Urban regions,female,Full-time,0.03501,606,2176,0.02728,0.04273
2013,Urban regions,female,Part-time,0.05056,1141,2176,0.04135,0.05977
2013,Urban regions,female,Either,0.01732,304,2176,0.01183,0.02280
2013,Urban regions,female,I'm not sure yet,0.00974,125,2176,0.00561,0.01386
2013,Rural regions,male,Full-time,0.06176,370,502,0.04068,0.08283
2013,Rural regions,male,Part-time,0.01154,51,502,0.00219,0.02090
2013,Rural regions,male,Either,0.01565,81,502,0.00478,0.02651
2013,Rural regions,female,Full-time,0.03283,290,1001,0.02179,0.04388
2013,Rural regions,female,Part-time,0.04602,510,1001,0.03303,0.05901
2013,Rural regions,female,Either,0.01745,153,1001,0.00934,0.02557
2013,Rural regions,female,I'm not sure yet,0.00747,48,1001,0.00213,0.01280
2014,Urban regions,male,Full-time,0.05833,597,895,0.04297,0.07370
2014,Urban regions,male,Part-time,0.01318,124,895,0.00570,0.02065
2014,Urban regions,male,Either,0.01087,122,895,0.00407,0.01767
2014,Urban regions,male,I'm not sure yet,0.00421,52,895,-0.00003,0.00846
2014,Urban regions,female,Full-time,0.03154,449,1750,0.02335,0.03974
2014,Urban regions,female,Part-time,0.05473,971,1750,0.04407,0.06539
2014,Urban regions,female,Either,0.01563,207,1750,0.00982,0.02144
2014,Urban regions,female,I'm not sure yet,0.01016,123,1750,0.00546,0.01486
2014,Rural regions,male,Full-time,0.05307,293,428,0.03181,0.07433
2014,Rural regions,male,Part-time,0.01133,63,428,0.00129,0.02137
2014,Rural regions,male,Either,0.01522,72,428,0.00361,0.02684
2014,Rural regions,female,Full-time,0.02610,214,823,0.01520,0.03700
2014,Rural regions,female,Part-time,0.04584,392,823,0.03155,0.06014
2014,Rural regions,female,Either,0.02059,161,823,0.01088,0.03030
2014,Rural regions,female,I'm not sure yet,0.00922,56,823,0.00268,0.01575
2015,Urban regions,male,Full-time,0.06047,643,934,0.04518,0.07576
2015,Urban regions,male,Part-time,0.00912,100,934,0.00302,0.01522
2015,Urban regions,male,Either,0.01415,138,934,0.00657,0.02172
2015,Urban regions,male,I'm not sure yet,0.00558,53,934,0.00080,0.01036
2015,Urban regions,female,Full-time,0.03221,486,1799,0.02405,0.04038
2015,Urban regions,female,Part-time,0.05139,903,1799,0.04118,0.06159
2015,Urban regions,female,Either,0.01553,262,1799,0.00982,0.02125
2015,Urban regions,female,I'm not sure yet,0.00813,148,1799,0.00398,0.01228
2015,Rural regions,male,Full-time,0.04870,293,429,0.02831,0.06909
2015,Rural regions,male,Part-time,0.01118,63,429,0.00122,0.02114
2015,Rural regions,male,Either,0.01582,73,429,0.00400,0.02764
2015,Rural regions,female,Full-time,0.02820,221,845,0.01703,0.03937
2015,Rural regions,female,Part-time,0.04538,412,845,0.03134,0.05942
2015,Rural regions,female,Either,0.01653,148,845,0.00793,0.02514
2015,Rural regions,female,I'm not sure yet,0.01004,64,845,0.00332,0.01677
2016,Urban regions,male,Full-time,0.05343,515,794,0.03778,0.06909
2016,Urban regions,male,Part-time,0.01169,93,794,0.00421,0.01917
2016,Urban regions,male,Either,0.01253,127,794,0.00479,0.02027
2016,Urban regions,male,I'm not sure yet,0.00595,59,794,0.00060,0.01130
2016,Urban regions,female,Full-time,0.03239,372,1473,0.02334,0.04143
2016,Urban regions,female,Part-time,0.05328,773,1473,0.04180,0.06475
2016,Urban regions,female,Either,0.01485,197,1473,0.00867,0.02103
2016,Urban regions,female,I'm not sure yet,0.01069,131,1473,0.00544,0.01594
2016,Rural regions,male,Full-time,0.04764,226,366,0.02579,0.06949
2016,Rural regions,male,Part-time,0.00882,36,366,-0.00077,0.01842
2016,Rural regions,male,Either,0.01900,71,366,0.00500,0.03301
2016,Rural regions,male,I'm not sure yet,0.00519,33,366,-0.00218,0.01256
2016,Rural regions,female,Full-time,0.02805,187,681,0.01564,0.04046
