year,age_gr,bula_h,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,North Rhine-Westphalia,Full-time,0.046697437720065,41,831,0.04646984729373774,0.04692502814639227
1985,30-45 y.,North Rhine-Westphalia,Part-time,0.09047924908386677,72,831,0.09016981162693752,0.09078868654079603
1985,30-45 y.,Baden-Wuerttemberg,Part-time,0.0639756354531122,58,831,0.06371167250857725,0.06423959839764716
1985,30-45 y.,Bavaria,Part-time,0.045706262690940865,37,831,0.045480983552808565,0.045931541829073164
1986,17-29 y.,Lower Saxony,Full-time,0.08502574885556825,67,850,0.0847320227795259,0.0853194749316106
1986,17-29 y.,North Rhine-Westphalia,Full-time,0.22644598842981317,197,850,0.22600524030680788,0.22688673655281846
1986,17-29 y.,North Rhine-Westphalia,Part-time,0.05107359712388137,41,850,0.0508417630200898,0.051305431227672935
1986,17-29 y.,Hesse,Full-time,0.04370527001007474,54,850,0.04348997913675264,0.04392056088339683
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.04722925053457083,40,850,0.047005861130685396,0.04745263993845627
1986,17-29 y.,Baden-Wuerttemberg,Full-time,0.11975408327084708,116,850,0.11941217468300513,0.12009599185868902
1986,17-29 y.,Bavaria,Full-time,0.12881479896361864,94,850,0.12846202139788562,0.12916757652935165
1986,30-45 y.,North Rhine-Westphalia,Full-time,0.05860763112156916,45,850,0.05836027352349773,0.05885498871964059
1986,30-45 y.,North Rhine-Westphalia,Part-time,0.09446048139948456,75,850,0.09415248785364314,0.09476847494532598
1986,30-45 y.,Baden-Wuerttemberg,Part-time,0.0475584963313601,46,850,0.047334368366362824,0.04778262429635737
1986,30-45 y.,Bavaria,Part-time,0.05017350522847048,40,850,0.049943614108674955,0.050403396348266
1986,46-65 y.,North Rhine-Westphalia,Part-time,0.04715114873074162,35,850,0.04692793496172579,0.04737436249975745
1987,17-29 y.,Lower Saxony,Full-time,0.08824512444093628,69,828,0.08793677371524732,0.08855347516662525
1987,17-29 y.,North Rhine-Westphalia,Full-time,0.2468752499957195,198,828,0.24640650914470666,0.24734399084673234
1987,17-29 y.,North Rhine-Westphalia,Part-time,0.04728872349754676,42,828,0.04705798502357483,0.047519461971518684
1987,17-29 y.,Hesse,Full-time,0.043363050499918225,47,828,0.04314164211879456,0.04358445888104189
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.04187636058194878,31,828,0.04165861176163674,0.042094109402260826
1987,17-29 y.,Baden-Wuerttemberg,Full-time,0.10411407060242413,113,828,0.10378206788460256,0.10444607332024569
1987,17-29 y.,Bavaria,Full-time,0.09749662795899033,79,828,0.09717416503921279,0.09781909087876788
1987,30-45 y.,North Rhine-Westphalia,Full-time,0.046372249148846384,38,828,0.04614364764220589,0.04660085065548688
1987,30-45 y.,North Rhine-Westphalia,Part-time,0.12480785455504591,88,828,0.12444857439767051,0.1251671347124213
1987,30-45 y.,Baden-Wuerttemberg,Part-time,0.05156131357295594,50,828,0.051320917602133316,0.05180170954377856
1987,30-45 y.,Bavaria,Part-time,0.05803030378629277,41,828,0.057776144223045105,0.05828446334954044
1987,46-65 y.,North Rhine-Westphalia,Part-time,0.04996907135937495,32,828,0.04973221771085153,0.05020592500789837
1988,17-29 y.,Lower Saxony,Full-time,0.07691224942798332,59,795,0.07663113847283477,0.07719336038313186
1988,17-29 y.,North Rhine-Westphalia,Full-time,0.22215042008754207,184,795,0.22171185919667183,0.22258898097841232
1988,17-29 y.,North Rhine-Westphalia,Part-time,0.058211241543489466,43,795,0.0579642177979966,0.05845826528898233
1988,17-29 y.,Hesse,Full-time,0.05649077082658613,54,795,0.05624720276100125,0.056734338892171006
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.0507642833833672,41,795,0.050532690779530064,0.050995875987204335
1988,17-29 y.,Baden-Wuerttemberg,Full-time,0.11754985798553709,117,795,0.11721006480130411,0.11788965116977007
1988,17-29 y.,Bavaria,Full-time,0.10847497999847,76,795,0.10814689220138385,0.10880306779555615
1988,30-45 y.,North Rhine-Westphalia,Full-time,0.06313240035712249,38,795,0.0628758197779875,0.06338898093625749
1988,30-45 y.,North Rhine-Westphalia,Part-time,0.10664708905662809,76,795,0.10632144395371843,0.10697273415953776
1988,30-45 y.,Baden-Wuerttemberg,Part-time,0.04757359123474375,40,795,0.047349018409306255,0.047798164060181246
1988,30-45 y.,Bavaria,Part-time,0.0443526591700668,35,795,0.04413545548977941,0.044569862850354185
1988,46-65 y.,North Rhine-Westphalia,Part-time,0.04774045692846355,32,795,0.04751551030804861,0.04796540354887849
1989,17-29 y.,Lower Saxony,Full-time,0.09280540168625608,56,647,0.09246972224453917,0.09314108112797298
1989,17-29 y.,North Rhine-Westphalia,Full-time,0.2252342064260323,154,647,0.2247509359301364,0.22571747692192823
1989,17-29 y.,North Rhine-Westphalia,Part-time,0.06499046180608489,42,647,0.06470528071840913,0.06527564289376066
1989,17-29 y.,Hesse,Full-time,0.06986038758058627,51,647,0.06956548575943529,0.07015528940173725
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.05026311386303231,35,647,0.05001035043492077,0.05051587729114385
1989,17-29 y.,Baden-Wuerttemberg,Full-time,0.11697997934384516,87,647,0.11660816260760727,0.11735179608008305
1989,17-29 y.,Bavaria,Full-time,0.1382720613958395,75,647,0.13787272380406743,0.13867139898761158
1989,30-45 y.,North Rhine-Westphalia,Part-time,0.11842867568976025,69,647,0.11805487073558814,0.11880248064393235
1989,30-45 y.,Baden-Wuerttemberg,Part-time,0.059360777665806136,44,647,0.05908740869242523,0.05963414663918704
1989,30-45 y.,Bavaria,Part-time,0.06380493454275701,34,647,0.06352218741847672,0.06408768166703731
1991,17-29 y.,Lower Saxony,Full-time,0.07990113986860313,46,625,0.07957753890977463,0.08022474082743163
1991,17-29 y.,North Rhine-Westphalia,Full-time,0.21096880078929647,133,625,0.21048186435516056,0.2114557372234324
1991,17-29 y.,North Rhine-Westphalia,Part-time,0.06888966268036342,41,625,0.0685873936386513,0.06919193172207555
1991,17-29 y.,Hesse,Full-time,0.06728311861880577,44,625,0.066984137308373,0.06758209992923854
1991,17-29 y.,Baden-Wuerttemberg,Full-time,0.10703762027755798,75,625,0.1066686419400708,0.10740659861504516
1991,17-29 y.,Bavaria,Full-time,0.10399865192145631,61,625,0.10363433088200731,0.10436297296090531
1991,17-29 y.,Saxony,Full-time,0.047890273727286006,46,625,0.047635424555555965,0.04814512289901605
1991,17-29 y.,Thuringa,Full-time,0.04128370406315188,35,625,0.041046265941073135,0.04152114218523062
1991,30-45 y.,North Rhine-Westphalia,Part-time,0.1202865401797547,62,625,0.11989830471859252,0.12067477564091687
1991,30-45 y.,Baden-Wuerttemberg,Part-time,0.07298825141332618,43,625,0.07267780605935208,0.07329869676730029
1991,30-45 y.,Bavaria,Part-time,0.07947223646039817,39,625,0.07914942999156285,0.07979504292923348
1992,17-29 y.,Lower Saxony,Full-time,0.05892597794470888,51,908,0.05868817966278111,0.05916377622663665
1992,17-29 y.,North Rhine-Westphalia,Full-time,0.17357547684038563,139,908,0.17319301403875367,0.17395793964201758
1992,17-29 y.,North Rhine-Westphalia,Part-time,0.04014058014500554,38,908,0.039942363984848496,0.04033879630516258
1992,17-29 y.,Hesse,Full-time,0.04639640955147249,47,908,0.04618400219884859,0.04660881690409639
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.03870714214472615,31,908,0.03851235206647003,0.038901932222982265
1992,17-29 y.,Baden-Wuerttemberg,Full-time,0.0934125272128335,91,908,0.09311866020003914,0.09370639422562785
1992,17-29 y.,Bavaria,Full-time,0.07535135652767412,55,908,0.07508480736253419,0.07561790569281406
1992,17-29 y.,Bavaria,Part-time,0.034371648705952794,31,908,0.034187678028758856,0.03455561938314673
1992,17-29 y.,Berlin,Full-time,0.03504505370333781,31,908,0.03485935438744935,0.03523075301922627
1992,17-29 y.,Brandenburg,Full-time,0.031139971516573755,36,908,0.03096457012057769,0.03131537291256982
1992,17-29 y.,Saxony,Full-time,0.03880384910034792,48,908,0.038608825650039265,0.03899887255065657
1992,17-29 y.,Saxony-Anhalt,Full-time,0.02935811559850226,40,908,0.029187649892089912,0.029528581304914606
1992,17-29 y.,Thuringa,Full-time,0.033115042262070404,40,908,0.032934348367181454,0.033295736156959355
1992,30-45 y.,North Rhine-Westphalia,Part-time,0.1004852771596874,73,908,0.10018167925075422,0.10078887506862058
1992,30-45 y.,Baden-Wuerttemberg,Part-time,0.04597565519188062,40,908,0.04576416651865027,0.04618714386511097
1992,30-45 y.,Bavaria,Part-time,0.059821125153469074,42,908,0.059581641456660527,0.06006060885027762
1992,30-45 y.,Saxony,Full-time,0.031896582932242706,41,908,0.03171913277971665,0.03207403308476876
1992,46-65 y.,Saxony,Full-time,0.03347820830912895,34,908,0.033296560422527904,0.03365985619572999
1993,17-29 y.,Lower Saxony,Full-time,0.07843700042177475,58,805,0.07814973774219137,0.07872426310135812
1993,17-29 y.,North Rhine-Westphalia,Full-time,0.18519484233525021,140,805,0.18477979509325784,0.1856098895772426
1993,17-29 y.,North Rhine-Westphalia,Part-time,0.05424081606943889,54,805,0.05399881928514713,0.05448281285373065
1993,17-29 y.,Hesse,Full-time,0.04959376943953666,35,805,0.0493618034037683,0.04982573547530502
1993,17-29 y.,Baden-Wuerttemberg,Full-time,0.10110476387953425,94,805,0.10078265955702227,0.10142686820204623
1993,17-29 y.,Bavaria,Full-time,0.0885332746147616,61,805,0.08822975981185614,0.08883678941766705
1993,17-29 y.,Bavaria,Part-time,0.03515316053338395,33,805,0.034956386593240074,0.03534993447352783
1993,17-29 y.,Brandenburg,Full-time,0.02457093544097964,31,805,0.024405524247460963,0.024736346634498318
1993,17-29 y.,Saxony,Full-time,0.036804620363429984,40,805,0.03660344973601946,0.03700579099084051
1993,17-29 y.,Saxony-Anhalt,Full-time,0.02809994850575091,31,805,0.02792337734643703,0.028276519665064788
1993,17-29 y.,Thuringa,Full-time,0.035733182550114415,41,805,0.03553485152167768,0.03593151357855115
1993,30-45 y.,North Rhine-Westphalia,Part-time,0.11114038038846141,63,805,0.11080455870703657,0.11147620206988626
1993,30-45 y.,Baden-Wuerttemberg,Part-time,0.07434905823863945,44,805,0.07406876181054772,0.07462935466673118
1993,30-45 y.,Bavaria,Part-time,0.05080829305960674,35,805,0.05057365391116756,0.05104293220804592
1993,30-45 y.,Saxony,Full-time,0.046235954159337095,45,805,0.046011583228595,0.04646032509007919
1994,17-29 y.,Lower Saxony,Full-time,0.05485259056877972,46,805,0.05461534184701955,0.055089839290539885
1994,17-29 y.,North Rhine-Westphalia,Full-time,0.18514693406871893,144,805,0.1847422152024313,0.18555165293500656
1994,17-29 y.,North Rhine-Westphalia,Part-time,0.037208533474747556,38,805,0.037011317119536334,0.03740574982995878
1994,17-29 y.,Hesse,Full-time,0.04946887001613718,40,805,0.04924292399240469,0.04969481603986967
1994,17-29 y.,Baden-Wuerttemberg,Full-time,0.11963791451744363,98,805,0.11929975577656794,0.11997607325831931
1994,17-29 y.,Baden-Wuerttemberg,Part-time,0.03231260493761461,34,805,0.03212835427306801,0.032496855602161215
1994,17-29 y.,Bavaria,Full-time,0.09123919627788335,59,805,0.09093916187548268,0.09153923068028402
1994,17-29 y.,Saxony,Full-time,0.044109061723446814,53,805,0.04389510614336635,0.04432301730352728
1994,17-29 y.,Thuringa,Full-time,0.03720509967308795,38,805,0.03700789206650443,0.037402307279671476
1994,30-45 y.,North Rhine-Westphalia,Full-time,0.04667154822316591,32,805,0.04645176075980414,0.04689133568652768
1994,30-45 y.,North Rhine-Westphalia,Part-time,0.12400272013614926,81,805,0.12365930255869385,0.12434613771360466
1994,30-45 y.,Baden-Wuerttemberg,Part-time,0.04464019312039675,35,805,0.04442501304721042,0.04485537319358308
1994,30-45 y.,Bavaria,Part-time,0.06897011640135439,42,805,0.0687060775556908,0.06923415524701798
1994,30-45 y.,Saxony,Full-time,0.03112798293149046,34,805,0.030947030579772827,0.03130893528320809
1994,46-65 y.,Saxony,Full-time,0.033406633929583554,31,805,0.033219396013183924,0.033593871845983184
1995,17-29 y.,Lower Saxony,Full-time,0.06431469126654954,58,813,0.06405604154784057,0.0645733409852585
1995,17-29 y.,North Rhine-Westphalia,Full-time,0.16546294119632732,137,813,0.16507114050866292,0.1658547418839917
1995,17-29 y.,North Rhine-Westphalia,Part-time,0.03583135850450498,38,813,0.03563538374107969,0.03602733326793027
1995,17-29 y.,Hesse,Full-time,0.04674510304836558,36,813,0.0465225340897649,0.046967672006966256
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.05401924950422673,34,813,0.053780903742780634,0.05425759526567282
1995,17-29 y.,Baden-Wuerttemberg,Full-time,0.09975855826641285,98,813,0.0994425877258262,0.10007452880699949
1995,17-29 y.,Baden-Wuerttemberg,Part-time,0.03367003198440647,31,813,0.033479846880107994,0.033860217088704944
1995,17-29 y.,Bavaria,Full-time,0.09855660043927357,70,813,0.098242329589791,0.09887087128875614
1995,17-29 y.,Berlin,Full-time,0.047446681357927914,38,813,0.04722253092689139,0.04767083178896444
1995,17-29 y.,Saxony,Full-time,0.033171238281520334,47,813,0.032982418438040645,0.03336005812500002
1995,30-45 y.,North Rhine-Westphalia,Full-time,0.05062757097132062,42,813,0.05039641566700532,0.05085872627563592
1995,30-45 y.,North Rhine-Westphalia,Part-time,0.13281988627827684,92,813,0.13246205506782951,0.13317771748872417
1995,30-45 y.,Baden-Wuerttemberg,Part-time,0.062144946617006556,42,813,0.06189040266560761,0.062399490568405505
1995,30-45 y.,Bavaria,Part-time,0.07543114228388077,50,813,0.0751526988485812,0.07570958571918035
1996,17-29 y.,Lower Saxony,Full-time,0.06479645341996165,51,788,0.06453009050739726,0.06506281633252604
1996,17-29 y.,North Rhine-Westphalia,Full-time,0.18273007962977905,139,788,0.18231192891465534,0.18314823034490277
1996,17-29 y.,North Rhine-Westphalia,Part-time,0.049130716748959115,36,788,0.04889684270579772,0.04936459079212051
1996,17-29 y.,Hesse,Full-time,0.05143071240531935,42,788,0.0511917162777195,0.051669708532919204
1996,17-29 y.,Baden-Wuerttemberg,Full-time,0.10107966999699775,89,788,0.10075350483365357,0.10140583516034192
1996,17-29 y.,Bavaria,Full-time,0.1179414924280533,78,788,0.1175924911071334,0.11829049374897319
1996,17-29 y.,Saxony,Full-time,0.029946781208719502,39,788,0.029762357003737475,0.03013120541370153
1996,17-29 y.,Saxony-Anhalt,Full-time,0.029952581058895016,37,788,0.029768139547265066,0.030137022570524967
1996,17-29 y.,Thuringa,Full-time,0.030226831987977373,33,788,0.030041574204968773,0.030412089770985973
1996,30-45 y.,Lower Saxony,Part-time,0.04437803363708294,32,788,0.04415520440984779,0.04460086286431809
1996,30-45 y.,North Rhine-Westphalia,Full-time,0.038068156279501754,31,788,0.037861095360462026,0.03827521719854148
1996,30-45 y.,North Rhine-Westphalia,Part-time,0.11633642427454115,85,788,0.11598949064698047,0.11668335790210183
1996,30-45 y.,Baden-Wuerttemberg,Part-time,0.07527872714555782,48,788,0.07499323995783626,0.07556421433327938
1996,30-45 y.,Bavaria,Part-time,0.06870333977865432,48,788,0.06842963775273726,0.06897704180457138
1997,17-29 y.,Lower Saxony,Full-time,0.050731497790471876,41,796,0.05049963967438079,0.05096335590656296
1997,17-29 y.,North Rhine-Westphalia,Full-time,0.14176058238646416,116,796,0.1413920540404048,0.14212911073252352
1997,17-29 y.,North Rhine-Westphalia,Part-time,0.05693800746399459,44,796,0.05669317997479777,0.057182834953191417
1997,17-29 y.,North Rhine-Westphalia,Either,0.04292515638368632,31,796,0.042711006511904695,0.04313930625546794
1997,17-29 y.,Hesse,Full-time,0.03994330586760594,31,796,0.03973640640235701,0.04015020533285486
1997,17-29 y.,Baden-Wuerttemberg,Full-time,0.09483665593489861,81,796,0.09452709901259061,0.0951462128572066
1997,17-29 y.,Bavaria,Full-time,0.10460311920709717,69,796,0.10427977206165814,0.10492646635253619
1997,17-29 y.,Saxony,Full-time,0.040411796365598066,49,796,0.040203737870282245,0.040619854860913886
1997,17-29 y.,Thuringa,Full-time,0.024254528871515135,34,796,0.024091991355325505,0.024417066387704765
1997,30-45 y.,Lower Saxony,Part-time,0.04329792402069537,31,796,0.04308288819527783,0.04351295984611291
1997,30-45 y.,North Rhine-Westphalia,Full-time,0.05869282003602047,49,796,0.05844447979448914,0.0589411602775518
1997,30-45 y.,North Rhine-Westphalia,Part-time,0.0933866181875406,70,796,0.0930791909717251,0.0936940454033561
1997,30-45 y.,Hesse,Part-time,0.04869748143307903,39,796,0.04847007565321599,0.048924887212942074
1997,30-45 y.,Baden-Wuerttemberg,Part-time,0.06630926160639762,51,796,0.06604636949980386,0.06657215371299138
1997,30-45 y.,Bavaria,Part-time,0.09321124444493507,60,796,0.09290407632378359,0.09351841256608656
1998,17-29 y.,Lower Saxony,Full-time,0.05928348392904574,45,924,0.05904039739291036,0.059526570465181124
1998,17-29 y.,North Rhine-Westphalia,Full-time,0.1596750173081218,143,924,0.15929796050133724,0.16005207411490638
1998,17-29 y.,North Rhine-Westphalia,Part-time,0.045417296072033625,41,924,0.04520296650843855,0.0456316256356287
1998,17-29 y.,Hesse,Full-time,0.033797101992749955,32,924,0.033611091021359805,0.033983112964140104
1998,17-29 y.,Baden-Wuerttemberg,Full-time,0.08200243915498506,85,924,0.08172001696871453,0.0822848613412556
1998,17-29 y.,Bavaria,Full-time,0.10580658950594517,73,924,0.10548997066684673,0.1061232083450436
1998,17-29 y.,Brandenburg,Full-time,0.027129616101691855,33,924,0.026962386183521477,0.027296846019862233
1998,17-29 y.,Saxony,Full-time,0.03273489876903881,52,924,0.03255173358688362,0.032918063951194
1998,17-29 y.,Thuringa,Full-time,0.022716323955084074,35,924,0.02256295268615655,0.0228696952240116
1998,30-45 y.,North Rhine-Westphalia,Full-time,0.04690496531208595,37,924,0.04668732357939036,0.047122607044781537
1998,30-45 y.,North Rhine-Westphalia,Part-time,0.09514786565857439,78,924,0.09484583363344307,0.09544989768370571
1998,30-45 y.,Hesse,Part-time,0.047148868123123626,37,924,0.04693068918462483,0.047367047061622425
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.03441406605466781,31,924,0.03422642488953597,0.03460170721979965
1998,30-45 y.,Baden-Wuerttemberg,Part-time,0.06723289519281074,66,924,0.06697511937151908,0.0674906710141024
1998,30-45 y.,Bavaria,Part-time,0.0882144779875672,73,924,0.08792254649891457,0.08850640947621982
1998,30-45 y.,Saxony,Full-time,0.02888249206901453,32,924,0.02871009976062796,0.0290548843774011
1998,30-45 y.,Thuringa,Full-time,0.023491602813459606,31,924,0.023335698196174457,0.023647507430744754
1999,17-29 y.,Lower Saxony,Full-time,0.07888529607190206,49,741,0.0785815508064458,0.07918904133735832
1999,17-29 y.,North Rhine-Westphalia,Full-time,0.14760629383075163,109,741,0.14720660023941315,0.14800598742209012
1999,17-29 y.,North Rhine-Westphalia,Part-time,0.06005937670846574,43,741,0.059791647810687354,0.06032710560624413
1999,17-29 y.,Hesse,Full-time,0.05249115390113069,35,741,0.05223985573093495,0.052742452071326426
1999,17-29 y.,Baden-Wuerttemberg,Full-time,0.10482063087259444,74,741,0.1044754608693286,0.10516580087586028
1999,17-29 y.,Bavaria,Full-time,0.08911213859421302,52,741,0.08879110127496186,0.08943317591346418
1999,17-29 y.,Brandenburg,Full-time,0.032954009408218375,31,741,0.03275285371683701,0.03315516509959974
1999,17-29 y.,Saxony,Full-time,0.03878245677335954,45,741,0.03856489472826149,0.0390000188184576
1999,17-29 y.,Saxony-Anhalt,Full-time,0.025519002494460583,36,741,0.025341308330557186,0.02569669665836398
1999,30-45 y.,North Rhine-Westphalia,Full-time,0.04258669020556195,32,741,0.0423591588237583,0.04281422158736561
1999,30-45 y.,North Rhine-Westphalia,Part-time,0.08568517667106348,61,741,0.08536978126851874,0.08600057207360823
1999,30-45 y.,Baden-Wuerttemberg,Part-time,0.09427686309566388,57,741,0.09394759100391327,0.0946061351874145
1999,30-45 y.,Bavaria,Part-time,0.08044088620494108,52,741,0.08013441979596055,0.08074735261392162
1999,30-45 y.,Saxony,Full-time,0.03262849725640206,33,741,0.03242830383096122,0.032828690681842895
1999,46-65 y.,Saxony,Full-time,0.0341515279112714,32,741,0.03394687675745871,0.03435617906508409
2000,17-29 y.,Lower Saxony,Full-time,0.04377394718513578,74,1963,0.043586817110120746,0.04396107726015082
2000,17-29 y.,North Rhine-Westphalia,Full-time,0.10260895309460658,193,1963,0.10233140455576582,0.10288650163344733
2000,17-29 y.,North Rhine-Westphalia,Part-time,0.023640206788195953,52,1963,0.023501247996273948,0.02377916558011796
2000,17-29 y.,North Rhine-Westphalia,Either,0.021081385518151623,37,1963,0.020949990675415257,0.02121278036088799
2000,17-29 y.,Hesse,Full-time,0.03476360075224414,63,1963,0.03459605451724357,0.03493114698724471
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.02742093098677791,46,1963,0.027271562490758062,0.027570299482797756
2000,17-29 y.,Baden-Wuerttemberg,Full-time,0.06779480130986691,134,1963,0.06756486402053931,0.06802473859919451
2000,17-29 y.,Baden-Wuerttemberg,Part-time,0.01846282548433624,34,1963,0.01833969717691893,0.01858595379175355
2000,17-29 y.,Bavaria,Full-time,0.06024043044923901,100,1963,0.060022805911065825,0.0604580549874122
2000,17-29 y.,Bavaria,Part-time,0.01691179315213497,33,1963,0.01679385711703957,0.017029729187230367
2000,17-29 y.,Berlin,Full-time,0.024545147142801222,38,1963,0.02440361930959486,0.024686674976007583
2000,17-29 y.,Brandenburg,Full-time,0.023706328401070714,51,1963,0.023567180123090174,0.023845476679051254
2000,17-29 y.,Mecklenburg-Western Pomerania,Full-time,0.0159970901525171,32,1963,0.01588233448636775,0.016111845818666454
2000,17-29 y.,Saxony,Full-time,0.034894158435446306,85,1963,0.03472630923093658,0.03506200763995603
2000,17-29 y.,Saxony-Anhalt,Full-time,0.01948238055445748,57,1963,0.019355963937761397,0.019608797171153564
2000,17-29 y.,Thuringa,Full-time,0.018768019748286867,51,1963,0.01864389724555239,0.018892142251021343
2000,30-45 y.,Lower Saxony,Part-time,0.02786709671230462,58,1963,0.027716552475397723,0.028017640949211515
2000,30-45 y.,North Rhine-Westphalia,Full-time,0.024453559464618115,60,1963,0.024312289294804147,0.024594829634432082
2000,30-45 y.,North Rhine-Westphalia,Part-time,0.07602691924688695,149,1963,0.07578449904624142,0.07626933944753249
2000,30-45 y.,North Rhine-Westphalia,Either,0.018998067995853435,31,1963,0.01887320173667057,0.0191229342550363
2000,30-45 y.,Hesse,Full-time,0.019409673566048904,31,1963,0.019283488381018815,0.019535858751078994
2000,30-45 y.,Hesse,Part-time,0.03728028563630837,69,1963,0.03710700700890649,0.03745356426371025
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.026015741638993044,48,1963,0.025870145611633266,0.026161337666352823
2000,30-45 y.,Baden-Wuerttemberg,Full-time,0.01901450747994893,38,1963,0.018889588254265184,0.01913942670563268
2000,30-45 y.,Baden-Wuerttemberg,Part-time,0.05308726226895042,99,1963,0.05288219063357781,0.05329233390432303
2000,30-45 y.,Bavaria,Part-time,0.04631417522227412,102,1963,0.046121947915252745,0.0465064025292955
2000,30-45 y.,Saxony,Full-time,0.019373020637606556,49,1963,0.019246952295903626,0.019499088979309485
2000,30-45 y.,Saxony-Anhalt,Full-time,0.016046153813488295,33,1963,0.015931225167505433,0.016161082459471156
2000,46-65 y.,North Rhine-Westphalia,Full-time,0.023561193170307904,38,1963,0.023422461183321506,0.023699925157294303
2000,46-65 y.,North Rhine-Westphalia,Part-time,0.02121693885329644,37,1963,0.021085131379752865,0.02134874632684002
2000,46-65 y.,Saxony,Full-time,0.017243405137845096,41,1963,0.017124338538381058,0.017362471737309135
2001,17-29 y.,Lower Saxony,Full-time,0.055311738857522434,80,1637,0.05509649914564607,0.0555269785693988
2001,17-29 y.,North Rhine-Westphalia,Full-time,0.10559492275971386,165,1637,0.10530554967551253,0.10588429584391518
2001,17-29 y.,North Rhine-Westphalia,Part-time,0.027882198772134287,44,1637,0.02772717709032362,0.028037220453944956
2001,17-29 y.,North Rhine-Westphalia,I'm not sure yet,0.023398417496183963,40,1637,0.02325607930535398,0.023540755687013946
2001,17-29 y.,Hesse,Full-time,0.0403856873574499,57,1637,0.04020032071457412,0.04057105400032568
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.03647015855973953,53,1637,0.03629364791660522,0.036646669202873836
2001,17-29 y.,Baden-Wuerttemberg,Full-time,0.06285585797393231,111,1637,0.06262732674052937,0.06308438920733525
2001,17-29 y.,Bavaria,Full-time,0.07743451649216102,103,1637,0.07718284421236048,0.07768618877196155
2001,17-29 y.,Berlin,Full-time,0.029346160618396063,43,1637,0.029187241070745176,0.02950508016604695
