year,bula_h,pgisced97,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,North Rhine-Westphalia,Pre-primary Level,Full-time,0.77076,32,32,0.62279,0.91873
1985,North Rhine-Westphalia,Primary Level,Full-time,0.49894,32,32,0.32293,0.67495
1985,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.63535,70,70,0.52177,0.74892
1985,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.50206,93,170,0.42668,0.57745
1985,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.40215,77,170,0.32822,0.47607
1985,Hesse,Lower Secondary Level,Full-time,0.59157,34,34,0.42386,0.75928
1985,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.60167,58,58,0.47458,0.72876
1985,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.38000,36,73,0.26788,0.49212
1985,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.45518,37,73,0.34015,0.57021
1985,Bavaria,Lower Secondary Level,Full-time,0.55035,33,33,0.37799,0.72271
1985,Bavaria,Upper Secondary Level,Full-time,0.52046,55,92,0.41782,0.62311
1985,Bavaria,Upper Secondary Level,Part-time,0.35192,37,92,0.25380,0.45004
1986,Lower Saxony,Lower Secondary Level,Full-time,0.61899,37,37,0.46035,0.77763
1986,Lower Saxony,Upper Secondary Level,Full-time,0.43550,32,32,0.26096,0.61005
1986,North Rhine-Westphalia,Pre-primary Level,Full-time,0.70377,41,41,0.56227,0.84527
1986,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.63392,71,71,0.52106,0.74677
1986,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.45874,99,191,0.38789,0.52959
1986,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.43555,92,191,0.36505,0.50605
1986,Hesse,Lower Secondary Level,Full-time,0.55089,33,33,0.37855,0.72323
1986,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.62856,50,50,0.49326,0.76385
1986,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.52378,45,82,0.41501,0.63255
1986,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.37726,37,82,0.27170,0.48281
1986,Bavaria,Lower Secondary Level,Full-time,0.57211,33,33,0.40068,0.74354
1986,Bavaria,Upper Secondary Level,Full-time,0.56763,63,97,0.46853,0.66673
1986,Bavaria,Upper Secondary Level,Part-time,0.30529,34,97,0.21316,0.39742
1987,Lower Saxony,Upper Secondary Level,Full-time,0.46834,43,76,0.35540,0.58127
1987,Lower Saxony,Upper Secondary Level,Part-time,0.39841,33,76,0.28761,0.50921
1987,North Rhine-Westphalia,Pre-primary Level,Full-time,0.74686,45,45,0.61839,0.87534
1987,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.59768,74,106,0.50389,0.69148
1987,North Rhine-Westphalia,Lower Secondary Level,Part-time,0.31440,32,106,0.22560,0.40321
1987,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.43288,90,189,0.36205,0.50370
1987,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.46748,99,189,0.39616,0.53880
1987,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.57360,62,62,0.44949,0.69771
1987,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.44951,37,74,0.33539,0.56362
1987,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.41347,37,74,0.30050,0.52644
1987,Bavaria,Lower Secondary Level,Full-time,0.51350,32,32,0.33755,0.68945
1987,Bavaria,Upper Secondary Level,Full-time,0.50192,47,84,0.39435,0.60949
1987,Bavaria,Upper Secondary Level,Part-time,0.39718,37,84,0.29191,0.50245
1988,Lower Saxony,Upper Secondary Level,Full-time,0.41659,32,32,0.24305,0.59014
1988,North Rhine-Westphalia,Pre-primary Level,Full-time,0.67346,35,35,0.51583,0.83109
1988,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.53902,76,76,0.42621,0.65184
1988,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.44105,94,186,0.36950,0.51260
1988,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.40662,92,186,0.33583,0.47740
1988,Hesse,Upper Secondary Level,Full-time,0.47008,31,31,0.29147,0.64868
1988,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.61248,66,66,0.49405,0.73092
1988,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.45889,42,81,0.34969,0.56809
1988,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.43584,39,81,0.32718,0.54450
1988,Bavaria,Upper Secondary Level,Full-time,0.54754,45,81,0.43847,0.65661
1988,Bavaria,Upper Secondary Level,Part-time,0.31502,36,81,0.21323,0.41682
1989,North Rhine-Westphalia,Pre-primary Level,Full-time,0.65671,33,33,0.49220,0.82122
1989,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.51077,55,55,0.37744,0.64410
1989,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.37288,70,157,0.29700,0.44877
1989,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.48540,87,157,0.40697,0.56382
1989,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.55386,38,38,0.39369,0.71403
1989,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.48807,38,76,0.37494,0.60119
1989,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.45917,38,76,0.34639,0.57196
1989,Bavaria,Upper Secondary Level,Full-time,0.46953,35,70,0.35177,0.58729
1989,Bavaria,Upper Secondary Level,Part-time,0.42334,35,70,0.30676,0.53992
1991,Lower Saxony,Upper Secondary Level,Full-time,0.44339,32,32,0.26850,0.61827
1991,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.49284,45,45,0.34512,0.64057
1991,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.38869,64,133,0.30553,0.47185
1991,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.45754,69,133,0.37255,0.54253
1991,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.60847,32,32,0.43665,0.78029
1991,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.46842,34,70,0.35068,0.58616
1991,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.44367,36,70,0.32644,0.56090
1991,Bavaria,Upper Secondary Level,Part-time,0.58044,42,42,0.42939,0.73150
1991,Saxony,Upper Secondary Level,Full-time,0.57067,43,43,0.42098,0.72037
1991,Thuringa,Upper Secondary Level,Full-time,0.56402,32,32,0.38945,0.73858
1992,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.54329,46,46,0.39775,0.68883
1992,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.43558,69,142,0.35373,0.51742
1992,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.40315,73,142,0.32218,0.48412
1992,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.62523,39,39,0.47132,0.77914
1992,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.44362,34,34,0.27411,0.61313
1992,Bavaria,Upper Secondary Level,Part-time,0.53175,47,47,0.38755,0.67595
1992,Brandenburg,Upper Secondary Level,Full-time,0.56270,37,37,0.40066,0.72475
1992,Saxony,Upper Secondary Level,Full-time,0.68096,76,76,0.57548,0.78645
1992,Saxony-Anhalt,Upper Secondary Level,Full-time,0.68929,45,45,0.55254,0.82603
1992,Thuringa,Upper Secondary Level,Full-time,0.63533,44,44,0.49146,0.77920
1993,Lower Saxony,Upper Secondary Level,Full-time,0.56391,37,37,0.40192,0.72591
1993,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.51886,43,43,0.36775,0.66997
1993,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.37568,74,147,0.29712,0.45424
1993,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.40862,73,147,0.32888,0.48836
1993,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.42609,34,34,0.25737,0.59481
1993,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.37905,43,90,0.27826,0.47985
1993,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.48912,47,90,0.38527,0.59298
1993,Bavaria,Upper Secondary Level,Part-time,0.53645,45,45,0.38910,0.68380
1993,Brandenburg,Upper Secondary Level,Full-time,0.63264,34,34,0.46815,0.79712
1993,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.66522,33,33,0.50171,0.82873
1993,Saxony,Upper Secondary Level,Full-time,0.55439,64,64,0.43166,0.67713
1993,Saxony-Anhalt,Upper Secondary Level,Full-time,0.61028,45,45,0.46617,0.75438
1993,Thuringa,Upper Secondary Level,Full-time,0.58242,43,43,0.43327,0.73157
1994,Lower Saxony,Upper Secondary Level,Full-time,0.46094,32,32,0.28547,0.63642
1994,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.46201,38,38,0.30136,0.62265
1994,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.39618,82,166,0.32155,0.47081
1994,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.45299,84,166,0.37703,0.52894
1994,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.50327,34,34,0.33268,0.67386
1994,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.43850,49,95,0.33819,0.53881
1994,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.39338,46,95,0.29463,0.49214
1994,Bavaria,Upper Secondary Level,Full-time,0.37877,42,97,0.28173,0.47581
1994,Bavaria,Upper Secondary Level,Part-time,0.50355,55,97,0.40353,0.60357
1994,Brandenburg,Upper Secondary Level,Full-time,0.66851,34,34,0.50790,0.82913
1994,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.61325,33,33,0.44451,0.78199
1994,Saxony,Upper Secondary Level,Full-time,0.48524,61,61,0.35878,0.61170
1994,Saxony-Anhalt,Upper Secondary Level,Full-time,0.54422,40,40,0.38791,0.70053
1994,Thuringa,Upper Secondary Level,Full-time,0.63559,55,55,0.50723,0.76396
1995,Lower Saxony,Upper Secondary Level,Full-time,0.47833,41,41,0.32352,0.63313
1995,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.42756,35,35,0.26127,0.59386
1995,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.44677,98,177,0.37332,0.52022
1995,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.39332,79,177,0.32116,0.46549
1995,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.38540,33,33,0.21677,0.55403
1995,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.45096,54,98,0.35194,0.54999
1995,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.42898,44,98,0.33049,0.52748
1995,Bavaria,Upper Secondary Level,Full-time,0.39545,50,108,0.30281,0.48810
1995,Bavaria,Upper Secondary Level,Part-time,0.48624,58,108,0.39153,0.58094
1995,Saxony,Upper Secondary Level,Full-time,0.49532,59,59,0.36664,0.62399
1995,Saxony-Anhalt,Upper Secondary Level,Full-time,0.59373,47,47,0.45180,0.73567
1995,Thuringa,Upper Secondary Level,Full-time,0.53183,37,37,0.36883,0.69483
1996,Lower Saxony,Upper Secondary Level,Full-time,0.44686,35,35,0.27974,0.61397
1996,North Rhine-Westphalia,Pre-primary Level,Full-time,0.66178,39,39,0.51135,0.81221
1996,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.33564,73,154,0.26082,0.41047
1996,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.46249,81,154,0.38349,0.54150
1996,Hesse,Upper Secondary Level,Full-time,0.58628,33,33,0.41564,0.75692
1996,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.36371,46,86,0.26144,0.46598
1996,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.48932,40,86,0.38305,0.59560
1996,Bavaria,Upper Secondary Level,Full-time,0.48537,47,86,0.37912,0.59162
1996,Bavaria,Upper Secondary Level,Part-time,0.36930,39,86,0.26670,0.47190
1996,Brandenburg,Upper Secondary Level,Full-time,0.57951,37,37,0.41826,0.74077
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.52273,34,34,0.35231,0.69315
1996,Saxony,Upper Secondary Level,Full-time,0.41786,48,80,0.30910,0.52662
1996,Saxony,Upper Secondary Level,Either,0.31544,32,80,0.21297,0.41791
1996,Saxony-Anhalt,Upper Secondary Level,Full-time,0.61803,44,44,0.47280,0.76325
1996,Thuringa,Upper Secondary Level,Full-time,0.61475,47,47,0.47412,0.75539
1997,North Rhine-Westphalia,Pre-primary Level,Full-time,0.71881,37,37,0.57195,0.86568
1997,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.45849,33,33,0.28585,0.63113
1997,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.34174,74,146,0.26454,0.41894
1997,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.39516,72,146,0.31559,0.47474
1997,Hesse,Upper Secondary Level,Part-time,0.51989,31,31,0.34111,0.69867
1997,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.46919,43,43,0.31826,0.62012
1997,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.37937,51,91,0.27912,0.47962
1997,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.45300,40,91,0.35015,0.55584
1997,Bavaria,Upper Secondary Level,Full-time,0.40438,37,89,0.30184,0.50692
1997,Bavaria,Upper Secondary Level,Part-time,0.45828,52,89,0.35417,0.56238
1997,Saxony,Upper Secondary Level,Full-time,0.45981,52,85,0.35323,0.56639
1997,Saxony,Upper Secondary Level,Either,0.29549,33,85,0.19792,0.39306
1997,Saxony-Anhalt,Upper Secondary Level,Full-time,0.53452,37,37,0.37158,0.69746
1997,Thuringa,Upper Secondary Level,Full-time,0.46680,43,43,0.31592,0.61769
1998,Lower Saxony,Upper Secondary Level,Part-time,0.39253,32,32,0.22063,0.56443
1998,North Rhine-Westphalia,Pre-primary Level,Full-time,0.82851,37,37,0.70537,0.95164
1998,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.47691,43,75,0.36311,0.59071
1998,North Rhine-Westphalia,Lower Secondary Level,Part-time,0.31122,32,75,0.20573,0.41671
1998,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.42549,80,149,0.34584,0.50515
1998,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.40649,69,149,0.32736,0.48563
1998,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.38160,36,36,0.22066,0.54254
1998,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.50748,53,94,0.40587,0.60909
1998,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.35727,41,94,0.25988,0.45466
1998,Bavaria,Upper Secondary Level,Full-time,0.33919,40,98,0.24497,0.43340
1998,Bavaria,Upper Secondary Level,Part-time,0.43577,58,98,0.33709,0.53445
1998,Brandenburg,Upper Secondary Level,Full-time,0.62263,46,46,0.48100,0.76426
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.58631,31,31,0.41007,0.76254
1998,Saxony,Upper Secondary Level,Full-time,0.46160,61,97,0.36188,0.56133
1998,Saxony,Upper Secondary Level,Either,0.33196,36,97,0.23775,0.42616
1998,Saxony-Anhalt,Upper Secondary Level,Full-time,0.51774,36,36,0.35219,0.68329
1998,Thuringa,Upper Secondary Level,Full-time,0.63653,56,56,0.50940,0.76365
1999,North Rhine-Westphalia,Pre-primary Level,Full-time,0.66778,37,37,0.51392,0.82165
1999,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.38536,31,31,0.21121,0.55952
1999,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.35360,57,116,0.26622,0.44098
1999,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.42673,59,116,0.33633,0.51713
1999,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.46019,31,31,0.28183,0.63854
1999,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.46074,45,83,0.35285,0.56863
1999,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.40471,38,83,0.29847,0.51095
1999,Bavaria,Upper Secondary Level,Full-time,0.41972,36,81,0.31158,0.52787
1999,Bavaria,Upper Secondary Level,Part-time,0.39217,45,81,0.28518,0.49916
1999,Brandenburg,Upper Secondary Level,Full-time,0.68340,36,36,0.52930,0.83751
1999,Saxony,Upper Secondary Level,Full-time,0.51607,66,66,0.39458,0.63756
1999,Saxony-Anhalt,Upper Secondary Level,Full-time,0.61896,47,47,0.47862,0.75931
1999,Thuringa,Upper Secondary Level,Full-time,0.60470,46,46,0.46185,0.74755
2000,Lower Saxony,Upper Secondary Level,Full-time,0.37032,41,95,0.27270,0.46794
2000,Lower Saxony,Upper Secondary Level,Part-time,0.40399,54,95,0.30479,0.50318
2000,North Rhine-Westphalia,Pre-primary Level,Full-time,0.70709,60,60,0.59096,0.82322
2000,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.49684,66,66,0.37529,0.61839
2000,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.41346,120,272,0.35482,0.47209
2000,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.40684,120,272,0.34835,0.46533
2000,North Rhine-Westphalia,Upper Secondary Level,Either,0.11723,32,272,0.07893,0.15553
2000,Hesse,Upper Secondary Level,Full-time,0.39613,45,97,0.29829,0.49397
2000,Hesse,Upper Secondary Level,Part-time,0.44128,52,97,0.34195,0.54060
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part-time,0.52446,52,52,0.38740,0.66152
2000,Baden-Wuerttemberg,Pre-primary Level,Full-time,0.75754,32,32,0.60668,0.90841
2000,Baden-Wuerttemberg,Lower Secondary Level,Full-time,0.54582,44,44,0.39700,0.69464
2000,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.37333,73,166,0.29952,0.44713
2000,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.52780,93,166,0.45162,0.60397
2000,Bavaria,Upper Secondary Level,Full-time,0.39213,81,172,0.31896,0.46531
2000,Bavaria,Upper Secondary Level,Part-time,0.37973,91,172,0.30699,0.45248
2000,Berlin,Upper Secondary Level,Full-time,0.44769,37,37,0.28525,0.61013
2000,Brandenburg,Upper Secondary Level,Full-time,0.65314,61,61,0.53270,0.77358
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.68777,37,37,0.53639,0.83915
2000,Saxony,Upper Secondary Level,Full-time,0.49706,102,189,0.42559,0.56853
2000,Saxony,Upper Secondary Level,Part-time,0.19249,40,189,0.13614,0.24885
2000,Saxony,Upper Secondary Level,Either,0.24222,47,189,0.18097,0.30346
2000,Saxony-Anhalt,Upper Secondary Level,Full-time,0.67348,70,70,0.56283,0.78413
2000,Thuringa,Upper Secondary Level,Full-time,0.65009,78,78,0.54356,0.75662
2001,Lower Saxony,Upper Secondary Level,Full-time,0.45850,40,84,0.35130,0.56569
2001,Lower Saxony,Upper Secondary Level,Part-time,0.37377,44,84,0.26969,0.47786
2001,North Rhine-Westphalia,Pre-primary Level,Full-time,0.68775,54,54,0.56299,0.81251
2001,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.48590,56,56,0.35381,0.61799
2001,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.42711,95,193,0.35714,0.49708
2001,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.39948,98,193,0.33020,0.46876
2001,Hesse,Upper Secondary Level,Full-time,0.44779,37,75,0.33449,0.56109
2001,Hesse,Upper Secondary Level,Part-time,0.38948,38,75,0.27838,0.50059
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-time,0.36641,31,83,0.26212,0.47070
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part-time,0.50400,52,83,0.39578,0.61222
2001,Baden-Wuerttemberg,Pre-primary Level,Full-time,0.73738,34,34,0.58724,0.88753
2001,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.40906,61,118,0.31997,0.49815
2001,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.40205,57,118,0.31320,0.49089
2001,Bavaria,Upper Secondary Level,Full-time,0.39046,64,135,0.30786,0.47306
2001,Bavaria,Upper Secondary Level,Part-time,0.42530,71,135,0.34159,0.50901
2001,Brandenburg,Upper Secondary Level,Full-time,0.73563,55,55,0.61800,0.85325
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.77174,33,33,0.62631,0.91716
2001,Saxony,Upper Secondary Level,Full-time,0.56351,93,161,0.48666,0.64036
2001,Saxony,Upper Secondary Level,Part-time,0.21143,36,161,0.14816,0.27470
2001,Saxony,Upper Secondary Level,Either,0.19866,32,161,0.13683,0.26048
2001,Saxony-Anhalt,Upper Secondary Level,Full-time,0.63684,64,64,0.51809,0.75559
2001,Thuringa,Upper Secondary Level,Full-time,0.65460,69,69,0.54158,0.76762
2002,Lower Saxony,Upper Secondary Level,Full-time,0.46780,52,106,0.37236,0.56323
2002,Lower Saxony,Upper Secondary Level,Part-time,0.40583,54,106,0.31190,0.49975
2002,North Rhine-Westphalia,Pre-primary Level,Full-time,0.73724,75,75,0.63696,0.83753
2002,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.52853,49,49,0.38731,0.66975
2002,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.46410,125,253,0.40253,0.52568
2002,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.35514,97,253,0.29606,0.41423
2002,North Rhine-Westphalia,Upper Secondary Level,Either,0.11618,31,253,0.07661,0.15574
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Part-time,0.52424,36,36,0.35878,0.68969
2002,Hesse,Upper Secondary Level,Full-time,0.38038,42,80,0.27332,0.48743
2002,Hesse,Upper Secondary Level,Part-time,0.39937,38,80,0.29136,0.50737
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-time,0.38218,37,76,0.27220,0.49215
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part-time,0.39827,39,76,0.28747,0.50906
2002,Baden-Wuerttemberg,Pre-primary Level,Full-time,0.66743,44,44,0.52661,0.80825
2002,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.43593,64,134,0.35165,0.52021
2002,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.43971,70,134,0.35535,0.52406
2002,Bavaria,Upper Secondary Level,Full-time,0.50029,97,175,0.42599,0.57458
2002,Bavaria,Upper Secondary Level,Part-time,0.38554,78,175,0.31322,0.45786
2002,Brandenburg,Upper Secondary Level,Full-time,0.67017,64,96,0.57562,0.76471
2002,Brandenburg,Upper Secondary Level,Either,0.25420,32,96,0.16664,0.34175
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.77645,31,31,0.62736,0.92554
2002,Saxony,Upper Secondary Level,Full-time,0.60167,92,132,0.51783,0.68550
2002,Saxony,Upper Secondary Level,Either,0.23001,40,132,0.15794,0.30208
2002,Saxony-Anhalt,Upper Secondary Level,Full-time,0.60919,56,56,0.48023,0.73814
2002,Thuringa,Upper Secondary Level,Full-time,0.67245,76,76,0.56623,0.77867
2003,Lower Saxony,Upper Secondary Level,Full-time,0.45001,43,94,0.34890,0.55112
2003,Lower Saxony,Upper Secondary Level,Part-time,0.43866,51,94,0.33781,0.53951
2003,North Rhine-Westphalia,Pre-primary Level,Full-time,0.68378,57,57,0.56199,0.80557
2003,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.55706,48,48,0.41505,0.69908
2003,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.45081,112,203,0.38219,0.51943
2003,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.36249,91,203,0.29619,0.42878
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Part-time,0.51712,33,33,0.34398,0.69026
2003,Hesse,Upper Secondary Level,Full-time,0.38588,37,72,0.27264,0.49911
2003,Hesse,Upper Secondary Level,Part-time,0.37808,35,72,0.26529,0.49088
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-time,0.50867,41,41,0.35374,0.66359
2003,Baden-Wuerttemberg,Pre-primary Level,Full-time,0.67658,41,41,0.53161,0.82155
2003,Baden-Wuerttemberg,Upper Secondary Level,Full-time,0.34947,59,123,0.26486,0.43408
2003,Baden-Wuerttemberg,Upper Secondary Level,Part-time,0.47147,64,123,0.38289,0.56005
2003,Bavaria,Pre-primary Level,Full-time,0.76747,31,31,0.61630,0.91864
2003,Bavaria,Upper Secondary Level,Full-time,0.50309,90,155,0.42412,0.58206
2003,Bavaria,Upper Secondary Level,Part-time,0.33082,65,155,0.25651,0.40514
2003,Berlin,Upper Secondary Level,Full-time,0.52593,31,31,0.34724,0.70461
2003,Brandenburg,Upper Secondary Level,Full-time,0.58950,43,43,0.44072,0.73827
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-time,0.69093,36,36,0.53783,0.84402
2003,Saxony,Upper Secondary Level,Full-time,0.56266,99,140,0.48019,0.64512
2003,Saxony,Upper Secondary Level,Either,0.22123,41,140,0.15223,0.29024
2003,Saxony-Anhalt,Upper Secondary Level,Full-time,0.65598,74,74,0.54700,0.76495
2003,Thuringa,Upper Secondary Level,Full-time,0.58731,63,63,0.46477,0.70986
2004,Lower Saxony,Upper Secondary Level,Full-time,0.35076,40,84,0.24809,0.45342
2004,Lower Saxony,Upper Secondary Level,Part-time,0.35474,44,84,0.25181,0.45767
2004,North Rhine-Westphalia,Pre-primary Level,Full-time,0.73520,71,71,0.63183,0.83856
2004,North Rhine-Westphalia,Lower Secondary Level,Full-time,0.49647,53,53,0.36057,0.63236
2004,North Rhine-Westphalia,Upper Secondary Level,Full-time,0.51210,130,250,0.45001,0.57418
2004,North Rhine-Westphalia,Upper Secondary Level,Part-time,0.27015,84,250,0.21500,0.32531
