year,migback,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,No migration background,female,Part-time,0.55378,357,660,0.51582,0.59173
1987,No migration background,female,Either,0.11369,77,660,0.08945,0.13792
1987,No migration background,female,I'm not sure yet,0.06541,49,660,0.04653,0.08429
1987,Direct migration background,male,Full-time,0.83325,151,151,0.77360,0.89291
1987,Direct migration background,female,Full-time,0.31867,104,285,0.26448,0.37287
1987,Direct migration background,female,Part-time,0.44217,105,285,0.38441,0.49993
1987,Direct migration background,female,Either,0.16964,45,285,0.12598,0.21329
1987,Direct migration background,female,I'm not sure yet,0.06952,31,285,0.03994,0.09910
1988,No migration background,male,Full-time,0.82831,316,316,0.78666,0.86995
1988,No migration background,female,Full-time,0.27079,166,615,0.23564,0.30594
1988,No migration background,female,Part-time,0.56200,350,615,0.52276,0.60125
1988,No migration background,female,Either,0.10578,61,615,0.08145,0.13011
1988,No migration background,female,I'm not sure yet,0.06143,38,615,0.04243,0.08042
1988,Direct migration background,male,Full-time,0.87288,142,142,0.81790,0.92786
1988,Direct migration background,female,Full-time,0.32546,101,271,0.26957,0.38135
1988,Direct migration background,female,Part-time,0.37628,97,271,0.31850,0.43407
1988,Direct migration background,female,Either,0.16314,41,271,0.11907,0.20721
1988,Direct migration background,female,I'm not sure yet,0.13512,32,271,0.09434,0.17590
1989,No migration background,male,Full-time,0.82504,276,307,0.78247,0.86761
1989,No migration background,male,I'm not sure yet,0.09463,31,307,0.06183,0.12742
1989,No migration background,female,Full-time,0.24528,126,526,0.20847,0.28208
1989,No migration background,female,Part-time,0.61263,324,526,0.57096,0.65431
1989,No migration background,female,Either,0.07125,39,526,0.04924,0.09325
1989,No migration background,female,I'm not sure yet,0.07084,37,526,0.04889,0.09279
1989,Direct migration background,male,Full-time,0.83288,98,98,0.75864,0.90713
1989,Direct migration background,female,Full-time,0.33858,85,221,0.27605,0.40112
1989,Direct migration background,female,Part-time,0.40174,105,221,0.33696,0.46653
1989,Direct migration background,female,I'm not sure yet,0.11822,31,221,0.07556,0.16089
1989,Indirect migration background,male,Full-time,0.64975,35,35,0.48940,0.81011
1989,Indirect migration background,female,Full-time,0.60081,32,32,0.42841,0.77321
1990,No migration background,male,Full-time,0.70532,78,78,0.60348,0.80715
1990,No migration background,female,Full-time,0.32209,74,209,0.25858,0.38559
1990,No migration background,female,Part-time,0.44647,93,209,0.37891,0.51403
1990,No migration background,female,Either,0.18848,42,209,0.13533,0.24163
1991,No migration background,male,Full-time,0.77102,356,405,0.73005,0.81199
1991,No migration background,male,Either,0.12585,49,405,0.09351,0.15819
1991,No migration background,female,Full-time,0.26514,229,798,0.23449,0.29578
1991,No migration background,female,Part-time,0.54657,394,798,0.51200,0.58113
1991,No migration background,female,Either,0.11279,120,798,0.09082,0.13475
1991,No migration background,female,I'm not sure yet,0.07551,55,798,0.05717,0.09385
1991,Direct migration background,male,Full-time,0.70690,88,88,0.61125,0.80255
1991,Direct migration background,female,Full-time,0.27900,61,157,0.20861,0.34938
1991,Direct migration background,female,Part-time,0.48325,96,157,0.40483,0.56167
1991,Indirect migration background,male,Full-time,0.66929,36,36,0.51342,0.82516
1991,Indirect migration background,female,Full-time,0.48044,31,31,0.30165,0.65922
1992,No migration background,male,Full-time,0.80663,402,439,0.76965,0.84362
1992,No migration background,male,Either,0.07369,37,439,0.04923,0.09816
1992,No migration background,female,Full-time,0.30968,329,955,0.28034,0.33902
1992,No migration background,female,Part-time,0.50370,425,955,0.47197,0.53543
1992,No migration background,female,Either,0.12519,146,955,0.10419,0.14620
1992,No migration background,female,I'm not sure yet,0.06142,55,955,0.04619,0.07666
1992,Direct migration background,male,Full-time,0.76749,81,81,0.67492,0.86006
1992,Direct migration background,female,Full-time,0.28416,72,214,0.22359,0.34473
1992,Direct migration background,female,Part-time,0.46847,102,214,0.40146,0.53549
1992,Direct migration background,female,I'm not sure yet,0.14424,40,214,0.09706,0.19142
1992,Indirect migration background,male,Full-time,0.88801,62,62,0.80887,0.96715
1992,Indirect migration background,female,Full-time,0.65898,43,43,0.51561,0.80235
1993,No migration background,male,Full-time,0.78651,408,486,0.75004,0.82298
1993,No migration background,male,Either,0.09995,47,486,0.07326,0.12664
1993,No migration background,male,I'm not sure yet,0.07985,31,486,0.05572,0.10397
1993,No migration background,female,Full-time,0.31592,331,951,0.28636,0.34548
1993,No migration background,female,Part-time,0.47503,396,951,0.44327,0.50678
1993,No migration background,female,Either,0.13995,162,951,0.11788,0.16201
1993,No migration background,female,I'm not sure yet,0.06911,62,951,0.05298,0.08524
1993,Direct migration background,male,Full-time,0.75917,98,98,0.67408,0.84427
1993,Direct migration background,female,Full-time,0.24476,50,144,0.17429,0.31523
1993,Direct migration background,female,Part-time,0.45876,94,144,0.37708,0.54043
1993,Indirect migration background,male,Full-time,0.72603,54,54,0.60595,0.84610
1993,Indirect migration background,female,Full-time,0.58512,44,44,0.43785,0.73238
1994,No migration background,male,Full-time,0.79747,423,474,0.76126,0.83369
1994,No migration background,male,Either,0.10461,51,474,0.07703,0.13219
1994,No migration background,female,Full-time,0.29532,330,1012,0.26720,0.32344
1994,No migration background,female,Part-time,0.46616,427,1012,0.43540,0.49691
1994,No migration background,female,Either,0.13492,158,1012,0.11386,0.15598
1994,No migration background,female,I'm not sure yet,0.10360,97,1012,0.08482,0.12239
1994,Direct migration background,male,Full-time,0.82066,103,103,0.74621,0.89511
1994,Direct migration background,female,Full-time,0.26333,55,170,0.19692,0.32973
1994,Direct migration background,female,Part-time,0.42294,83,170,0.34846,0.49742
1994,Direct migration background,female,I'm not sure yet,0.14349,32,170,0.09063,0.19634
1994,Indirect migration background,male,Full-time,0.71201,60,60,0.59646,0.82756
1994,Indirect migration background,female,Full-time,0.57512,42,42,0.42381,0.72643
1995,No migration background,male,Full-time,0.82321,417,463,0.78842,0.85799
1995,No migration background,male,Either,0.08690,46,463,0.06121,0.11258
1995,No migration background,female,Full-time,0.25655,286,994,0.22938,0.28371
1995,No migration background,female,Part-time,0.49711,454,994,0.46601,0.52821
1995,No migration background,female,Either,0.16419,172,994,0.14114,0.18723
1995,No migration background,female,I'm not sure yet,0.08216,82,994,0.06508,0.09924
1995,Direct migration background,male,Full-time,0.75121,135,135,0.67802,0.82441
1995,Direct migration background,female,Full-time,0.38751,107,309,0.33310,0.44192
1995,Direct migration background,female,Part-time,0.36742,119,309,0.31358,0.42126
1995,Direct migration background,female,Either,0.15691,51,309,0.11629,0.19753
1995,Direct migration background,female,I'm not sure yet,0.08816,32,309,0.05650,0.11983
1995,Indirect migration background,male,Full-time,0.78394,62,62,0.68066,0.88722
1995,Indirect migration background,female,Full-time,0.71340,51,51,0.58807,0.83874
1996,No migration background,male,Full-time,0.78441,435,487,0.74785,0.82097
1996,No migration background,male,Either,0.10638,52,487,0.07897,0.13379
1996,No migration background,female,Full-time,0.24548,280,978,0.21850,0.27247
1996,No migration background,female,Part-time,0.49446,432,978,0.46311,0.52581
1996,No migration background,female,Either,0.16817,180,978,0.14472,0.19163
1996,No migration background,female,I'm not sure yet,0.09188,86,978,0.07377,0.11000
1996,Direct migration background,male,Full-time,0.79999,130,130,0.73096,0.86902
1996,Direct migration background,female,Full-time,0.30408,83,280,0.25010,0.35806
1996,Direct migration background,female,Part-time,0.43105,108,280,0.37294,0.48916
1996,Direct migration background,female,Either,0.16376,54,280,0.12034,0.20719
1996,Direct migration background,female,I'm not sure yet,0.10111,35,280,0.06573,0.13649
1996,Indirect migration background,male,Full-time,0.69307,64,64,0.57918,0.80696
1996,Indirect migration background,female,Full-time,0.60775,52,52,0.47374,0.74175
1997,No migration background,male,Full-time,0.74186,409,482,0.70276,0.78097
1997,No migration background,male,Either,0.14593,73,482,0.11438,0.17749
1997,No migration background,female,Full-time,0.26518,266,959,0.23722,0.29313
1997,No migration background,female,Part-time,0.46190,428,959,0.43033,0.49347
1997,No migration background,female,Either,0.17842,186,959,0.15417,0.20266
1997,No migration background,female,I'm not sure yet,0.09451,79,959,0.07598,0.11303
1997,Direct migration background,male,Full-time,0.81215,133,133,0.74552,0.87878
1997,Direct migration background,female,Full-time,0.28246,72,259,0.22752,0.33739
1997,Direct migration background,female,Part-time,0.47598,130,259,0.41504,0.53692
1997,Direct migration background,female,Either,0.16434,57,259,0.11912,0.20957
1997,Indirect migration background,male,Full-time,0.61832,64,64,0.49836,0.73828
1997,Indirect migration background,female,Full-time,0.53238,48,48,0.38974,0.67503
1998,No migration background,male,Full-time,0.71858,455,573,0.68173,0.75543
1998,No migration background,male,Either,0.15365,78,573,0.12410,0.18320
1998,No migration background,male,I'm not sure yet,0.07592,40,573,0.05421,0.09763
1998,No migration background,female,Full-time,0.27616,295,1055,0.24917,0.30315
1998,No migration background,female,Part-time,0.47686,476,1055,0.44671,0.50701
1998,No migration background,female,Either,0.16108,190,1055,0.13888,0.18327
1998,No migration background,female,I'm not sure yet,0.08590,94,1055,0.06899,0.10282
1998,Direct migration background,male,Full-time,0.74086,116,116,0.66077,0.82094
1998,Direct migration background,female,Full-time,0.26787,58,237,0.21137,0.32437
1998,Direct migration background,female,Part-time,0.42560,108,237,0.36252,0.48869
1998,Direct migration background,female,Either,0.20017,38,237,0.14912,0.25122
1998,Direct migration background,female,I'm not sure yet,0.10635,33,237,0.06702,0.14569
1998,Indirect migration background,male,Full-time,0.72762,75,75,0.62619,0.82906
1998,Indirect migration background,female,Full-time,0.45583,41,41,0.30148,0.61017
1999,No migration background,male,Full-time,0.72328,384,493,0.68375,0.76282
1999,No migration background,male,Either,0.16227,77,493,0.12969,0.19485
1999,No migration background,male,I'm not sure yet,0.07427,32,493,0.05110,0.09744
1999,No migration background,female,Full-time,0.29241,279,930,0.26315,0.32166
1999,No migration background,female,Part-time,0.45963,397,930,0.42758,0.49168
1999,No migration background,female,Either,0.14709,155,930,0.12431,0.16986
1999,No migration background,female,I'm not sure yet,0.10088,99,930,0.08151,0.12024
1999,Direct migration background,male,Full-time,0.70883,82,82,0.60990,0.80777
1999,Direct migration background,female,Full-time,0.22478,45,175,0.16275,0.28680
1999,Direct migration background,female,Part-time,0.51555,95,175,0.44129,0.58980
1999,Direct migration background,female,Either,0.15675,35,175,0.10273,0.21077
1999,Indirect migration background,male,Full-time,0.77742,63,63,0.67387,0.88096
1999,Indirect migration background,female,Full-time,0.48906,47,47,0.34460,0.63352
2000,No migration background,male,Full-time,0.75043,672,885,0.72190,0.77896
2000,No migration background,male,Part-time,0.05432,42,885,0.03938,0.06926
2000,No migration background,male,Either,0.13024,113,885,0.10806,0.15243
2000,No migration background,male,I'm not sure yet,0.06501,58,885,0.04875,0.08126
2000,No migration background,female,Full-time,0.28331,501,1672,0.26170,0.30491
2000,No migration background,female,Part-time,0.46921,773,1672,0.44528,0.49314
2000,No migration background,female,Either,0.16476,267,1672,0.14697,0.18254
2000,No migration background,female,I'm not sure yet,0.08272,131,1672,0.06951,0.09593
2000,Direct migration background,male,Full-time,0.75391,165,165,0.68799,0.81984
2000,Direct migration background,female,Full-time,0.19488,73,347,0.15315,0.23662
2000,Direct migration background,female,Part-time,0.50590,172,347,0.45322,0.55858
2000,Direct migration background,female,Either,0.17760,58,347,0.13733,0.21787
2000,Direct migration background,female,I'm not sure yet,0.12161,44,347,0.08717,0.15605
2000,Indirect migration background,male,Full-time,0.81418,87,87,0.73197,0.89639
2000,Indirect migration background,female,Full-time,0.47718,78,118,0.38667,0.56768
2000,Indirect migration background,female,Part-time,0.27625,40,118,0.19523,0.35728
2001,No migration background,male,Full-time,0.77624,643,836,0.74797,0.80451
2001,No migration background,male,Part-time,0.04886,45,836,0.03424,0.06348
2001,No migration background,male,Either,0.10348,82,836,0.08282,0.12413
2001,No migration background,male,I'm not sure yet,0.07143,66,836,0.05396,0.08889
2001,No migration background,female,Full-time,0.31100,482,1473,0.28736,0.33465
2001,No migration background,female,Part-time,0.46430,646,1473,0.43882,0.48978
2001,No migration background,female,Either,0.13443,208,1473,0.11701,0.15186
2001,No migration background,female,I'm not sure yet,0.09026,137,1473,0.07562,0.10490
2001,Direct migration background,male,Full-time,0.76907,128,128,0.69577,0.84236
2001,Direct migration background,female,Full-time,0.27921,74,288,0.22731,0.33111
2001,Direct migration background,female,Part-time,0.47739,139,288,0.41960,0.53518
2001,Direct migration background,female,Either,0.12987,38,288,0.09098,0.16876
2001,Direct migration background,female,I'm not sure yet,0.11353,37,288,0.07683,0.15024
2001,Indirect migration background,male,Full-time,0.74929,74,74,0.64986,0.84871
2001,Indirect migration background,female,Full-time,0.41345,70,116,0.32345,0.50346
2001,Indirect migration background,female,Part-time,0.28661,46,116,0.20396,0.36925
2002,No migration background,male,Full-time,0.76989,756,997,0.74375,0.79603
2002,No migration background,male,Part-time,0.07256,68,997,0.05645,0.08867
2002,No migration background,male,Either,0.10896,112,997,0.08961,0.12832
2002,No migration background,male,I'm not sure yet,0.04859,61,997,0.03524,0.06195
2002,No migration background,female,Full-time,0.30246,491,1529,0.27943,0.32550
2002,No migration background,female,Part-time,0.48329,674,1529,0.45823,0.50835
2002,No migration background,female,Either,0.13818,236,1529,0.12088,0.15548
2002,No migration background,female,I'm not sure yet,0.07607,128,1529,0.06278,0.08936
2002,Direct migration background,male,Full-time,0.74638,117,117,0.66721,0.82556
2002,Direct migration background,female,Full-time,0.27014,69,258,0.21586,0.32443
2002,Direct migration background,female,Part-time,0.46440,136,258,0.40343,0.52538
2002,Direct migration background,female,Either,0.18899,53,258,0.14113,0.23686
2002,Indirect migration background,male,Full-time,0.75792,71,71,0.65757,0.85826
2002,Indirect migration background,female,Full-time,0.47812,74,111,0.38477,0.57147
2002,Indirect migration background,female,Part-time,0.23179,37,111,0.15293,0.31065
2003,No migration background,male,Full-time,0.73901,745,1004,0.71183,0.76619
2003,No migration background,male,Part-time,0.06188,73,1004,0.04697,0.07679
2003,No migration background,male,Either,0.13838,125,1004,0.11701,0.15975
2003,No migration background,male,I'm not sure yet,0.06072,61,1004,0.04594,0.07550
2003,No migration background,female,Full-time,0.32592,483,1454,0.30182,0.35002
2003,No migration background,female,Part-time,0.44322,592,1454,0.41768,0.46876
2003,No migration background,female,Either,0.15096,236,1454,0.13255,0.16936
2003,No migration background,female,I'm not sure yet,0.07990,143,1454,0.06596,0.09384
2003,Direct migration background,male,Full-time,0.74947,137,137,0.67664,0.82230
2003,Direct migration background,female,Full-time,0.21722,53,221,0.16273,0.27171
2003,Direct migration background,female,Part-time,0.47530,123,221,0.40931,0.54129
2003,Direct migration background,female,Either,0.21696,45,221,0.16250,0.27143
2003,Indirect migration background,male,Full-time,0.83062,76,76,0.74573,0.91551
2003,Indirect migration background,female,Full-time,0.45345,61,106,0.35823,0.54867
2003,Indirect migration background,female,Part-time,0.32160,45,106,0.23226,0.41095
2004,No migration background,male,Full-time,0.70196,738,1013,0.67378,0.73015
2004,No migration background,male,Part-time,0.07810,67,1013,0.06157,0.09463
2004,No migration background,male,Either,0.17165,151,1013,0.14842,0.19488
2004,No migration background,male,I'm not sure yet,0.04829,57,1013,0.03508,0.06149
2004,No migration background,female,Full-time,0.29724,477,1469,0.27386,0.32062
2004,No migration background,female,Part-time,0.43340,595,1469,0.40805,0.45875
2004,No migration background,female,Either,0.18269,259,1469,0.16293,0.20246
2004,No migration background,female,I'm not sure yet,0.08666,138,1469,0.07227,0.10106
2004,Direct migration background,male,Full-time,0.77046,142,142,0.70105,0.83988
2004,Direct migration background,female,Full-time,0.32858,79,241,0.26916,0.38800
2004,Direct migration background,female,Part-time,0.37397,108,241,0.31276,0.43519
2004,Direct migration background,female,Either,0.20679,54,241,0.15555,0.25803
2004,Indirect migration background,male,Full-time,0.79615,84,84,0.70948,0.88282
2004,Indirect migration background,female,Full-time,0.48663,75,120,0.39683,0.57644
2004,Indirect migration background,female,Part-time,0.29292,45,120,0.21115,0.37469
2005,No migration background,male,Full-time,0.70647,688,970,0.67780,0.73514
2005,No migration background,male,Part-time,0.05897,58,970,0.04413,0.07380
2005,No migration background,male,Either,0.17976,160,970,0.15558,0.20394
2005,No migration background,male,I'm not sure yet,0.05480,64,970,0.04047,0.06913
2005,No migration background,female,Full-time,0.32571,497,1442,0.30152,0.34991
2005,No migration background,female,Part-time,0.40233,569,1442,0.37701,0.42764
2005,No migration background,female,Either,0.19365,257,1442,0.17325,0.21405
2005,No migration background,female,I'm not sure yet,0.07831,119,1442,0.06444,0.09218
2005,Direct migration background,male,Full-time,0.68623,113,144,0.61017,0.76228
2005,Direct migration background,male,Either,0.22261,31,144,0.15443,0.29080
2005,Direct migration background,female,Full-time,0.30819,69,216,0.24647,0.36992
2005,Direct migration background,female,Part-time,0.39286,97,216,0.32758,0.45815
2005,Direct migration background,female,Either,0.23519,50,216,0.17850,0.29188
2005,Indirect migration background,male,Full-time,0.73939,84,84,0.64495,0.83382
2005,Indirect migration background,female,Full-time,0.43587,70,115,0.34484,0.52689
2005,Indirect migration background,female,Part-time,0.31214,45,115,0.22708,0.39720
2006,No migration background,male,Full-time,0.72079,674,930,0.69194,0.74964
2006,No migration background,male,Part-time,0.06683,66,930,0.05077,0.08289
2006,No migration background,male,Either,0.16983,140,930,0.14569,0.19398
2006,No migration background,male,I'm not sure yet,0.04255,50,930,0.02957,0.05553
2006,No migration background,female,Full-time,0.28572,438,1471,0.26263,0.30882
2006,No migration background,female,Part-time,0.47911,662,1471,0.45357,0.50465
2006,No migration background,female,Either,0.18472,281,1471,0.16488,0.20455
2006,No migration background,female,I'm not sure yet,0.05045,90,1471,0.03926,0.06164
2006,Direct migration background,male,Full-time,0.67183,100,100,0.57934,0.76432
2006,Direct migration background,female,Full-time,0.25136,68,249,0.19737,0.30535
2006,Direct migration background,female,Part-time,0.46773,125,249,0.40563,0.52983
2006,Direct migration background,female,Either,0.24324,56,249,0.18984,0.29664
2006,Indirect migration background,male,Full-time,0.66475,80,80,0.56065,0.76885
2006,Indirect migration background,female,Full-time,0.39714,69,114,0.30692,0.48736
2006,Indirect migration background,female,Part-time,0.35011,45,114,0.26216,0.43806
2007,No migration background,male,Full-time,0.65504,522,775,0.62155,0.68853
2007,No migration background,male,Part-time,0.10372,69,775,0.08224,0.12520
2007,No migration background,male,Either,0.19233,134,775,0.16456,0.22010
2007,No migration background,male,I'm not sure yet,0.04891,50,775,0.03372,0.06411
2007,No migration background,female,Full-time,0.28592,390,1265,0.26101,0.31083
2007,No migration background,female,Part-time,0.43653,522,1265,0.40919,0.46387
2007,No migration background,female,Either,0.20142,254,1265,0.17931,0.22353
2007,No migration background,female,I'm not sure yet,0.07613,99,1265,0.06151,0.09075
2007,Direct migration background,male,Full-time,0.56375,68,68,0.44500,0.68250
2007,Direct migration background,female,Full-time,0.29539,60,200,0.23200,0.35878
2007,Direct migration background,female,Part-time,0.33289,85,200,0.26741,0.39836
2007,Direct migration background,female,Either,0.29898,55,200,0.23537,0.36259
2007,Indirect migration background,male,Full-time,0.65552,62,62,0.53627,0.77477
2007,Indirect migration background,female,Full-time,0.40084,51,99,0.30382,0.49787
2007,Indirect migration background,female,Part-time,0.43363,48,99,0.33551,0.53175
2008,No migration background,male,Full-time,0.66104,479,716,0.62634,0.69573
2008,No migration background,male,Part-time,0.08666,63,716,0.06604,0.10728
2008,No migration background,male,Either,0.18341,118,716,0.15504,0.21177
2008,No migration background,male,I'm not sure yet,0.06890,56,716,0.05033,0.08746
2008,No migration background,female,Full-time,0.30252,344,1113,0.27552,0.32952
2008,No migration background,female,Part-time,0.41698,448,1113,0.38800,0.44596
2008,No migration background,female,Either,0.20403,221,1113,0.18034,0.22772
2008,No migration background,female,I'm not sure yet,0.07647,100,1113,0.06085,0.09209
2008,Direct migration background,male,Full-time,0.69305,65,65,0.58005,0.80605
2008,Direct migration background,female,Full-time,0.28474,44,129,0.20655,0.36292
2008,Direct migration background,female,Part-time,0.42514,85,129,0.33950,0.51078
2008,Indirect migration background,male,Full-time,0.61622,56,56,0.48769,0.74474
2008,Indirect migration background,female,Full-time,0.42370,59,96,0.32433,0.52307
2008,Indirect migration background,female,Part-time,0.41791,37,96,0.31873,0.51709
2009,No migration background,male,Full-time,0.69037,466,690,0.65585,0.72490
2009,No migration background,male,Part-time,0.09401,67,690,0.07221,0.11580
2009,No migration background,male,Either,0.16718,108,690,0.13932,0.19504
2009,No migration background,male,I'm not sure yet,0.04844,49,690,0.03241,0.06447
2009,No migration background,female,Full-time,0.30644,318,967,0.27737,0.33552
2009,No migration background,female,Part-time,0.41780,392,967,0.38670,0.44890
2009,No migration background,female,Either,0.21316,187,967,0.18733,0.23898
2009,No migration background,female,I'm not sure yet,0.06260,70,967,0.04732,0.07788
2009,Direct migration background,male,Full-time,0.55738,57,57,0.42729,0.68747
2009,Direct migration background,female,Full-time,0.32013,37,101,0.22869,0.41157
2009,Direct migration background,female,Part-time,0.41130,64,101,0.31485,0.50774
2009,Indirect migration background,male,Full-time,0.70749,62,62,0.59332,0.82165
2009,Indirect migration background,female,Full-time,0.33967,45,79,0.23456,0.44477
2009,Indirect migration background,female,Part-time,0.31931,34,79,0.21585,0.42278
2010,No migration background,male,Full-time,0.70422,646,905,0.67447,0.73397
2010,No migration background,male,Part-time,0.10154,91,905,0.08185,0.12123
2010,No migration background,male,Either,0.12286,113,905,0.10146,0.14426
2010,No migration background,male,I'm not sure yet,0.07138,55,905,0.05459,0.08816
2010,No migration background,female,Full-time,0.32363,514,2276,0.30440,0.34285
2010,No migration background,female,Part-time,0.42388,1347,2276,0.40357,0.44419
2010,No migration background,female,Either,0.18269,325,2276,0.16681,0.19857
2010,No migration background,female,I'm not sure yet,0.06980,90,2276,0.05933,0.08027
2010,Direct migration background,male,Full-time,0.70895,157,157,0.63767,0.78023
2010,Direct migration background,female,Full-time,0.22820,115,618,0.19508,0.26131
2010,Direct migration background,female,Part-time,0.50873,412,618,0.46928,0.54818
2010,Direct migration background,female,Either,0.22295,91,618,0.19011,0.25579
2010,Indirect migration background,male,Full-time,0.81390,95,95,0.73522,0.89257
2010,Indirect migration background,female,Full-time,0.32506,71,247,0.26653,0.38359
2010,Indirect migration background,female,Part-time,0.34827,131,247,0.28873,0.40780
2010,Indirect migration background,female,Either,0.29017,45,247,0.23345,0.34688
2011,No migration background,male,Full-time,0.70140,678,973,0.67263,0.73017
2011,No migration background,male,Part-time,0.10237,101,973,0.08332,0.12143
2011,No migration background,male,Either,0.14828,137,973,0.12594,0.17063
2011,No migration background,male,I'm not sure yet,0.04795,57,973,0.03451,0.06138
2011,No migration background,female,Full-time,0.37278,584,2220,0.35267,0.39290
2011,No migration background,female,Part-time,0.41873,1213,2220,0.39820,0.43925
2011,No migration background,female,Either,0.15282,317,2220,0.13785,0.16779
2011,No migration background,female,I'm not sure yet,0.05567,106,2220,0.04613,0.06521
2011,Direct migration background,male,Full-time,0.67060,139,139,0.59219,0.74902
2011,Direct migration background,female,Full-time,0.24918,109,530,0.21232,0.28604
2011,Direct migration background,female,Part-time,0.50751,343,530,0.46491,0.55012
2011,Direct migration background,female,Either,0.15864,78,530,0.12750,0.18977
2011,Indirect migration background,male,Full-time,0.73005,105,105,0.64473,0.81537
2011,Indirect migration background,female,Full-time,0.40000,78,229,0.33641,0.46359
2011,Indirect migration background,female,Part-time,0.39044,118,229,0.32711,0.45376
2011,Indirect migration background,female,Either,0.15213,33,229,0.10551,0.19875
2012,No migration background,male,Full-time,0.62967,649,974,0.59932,0.66001
2012,No migration background,male,Part-time,0.13110,131,974,0.10989,0.15230
2012,No migration background,male,Either,0.16358,126,974,0.14034,0.18683
2012,No migration background,male,I'm not sure yet,0.07565,68,974,0.05904,0.09227
2012,No migration background,female,Full-time,0.34311,564,2030,0.32245,0.36377
2012,No migration background,female,Part-time,0.43357,1066,2030,0.41201,0.45514
2012,No migration background,female,Either,0.15076,279,2030,0.13519,0.16633
2012,No migration background,female,I'm not sure yet,0.07256,121,2030,0.06127,0.08384
2012,Direct migration background,male,Full-time,0.70392,122,122,0.62257,0.78526
2012,Direct migration background,female,Full-time,0.23247,80,479,0.19460,0.27034
2012,Direct migration background,female,Part-time,0.48775,297,479,0.44294,0.53256
2012,Direct migration background,female,Either,0.17763,56,479,0.14337,0.21190
2012,Direct migration background,female,I'm not sure yet,0.10214,46,479,0.07499,0.12929
2012,Indirect migration background,male,Full-time,0.79636,93,93,0.71407,0.87865
2012,Indirect migration background,female,Full-time,0.36254,78,185,0.29307,0.43200
2012,Indirect migration background,female,Part-time,0.40708,107,185,0.33609,0.47807
2013,No migration background,male,Full-time,0.63784,583,904,0.60650,0.66919
2013,No migration background,male,Part-time,0.13420,116,904,0.11196,0.15643
2013,No migration background,male,Either,0.16076,140,904,0.13680,0.18471
2013,No migration background,male,I'm not sure yet,0.06720,65,904,0.05087,0.08353
2013,No migration background,female,Full-time,0.30750,475,1758,0.28593,0.32908
2013,No migration background,female,Part-time,0.43500,903,1758,0.41182,0.45818
2013,No migration background,female,Either,0.16615,267,1758,0.14874,0.18355
2013,No migration background,female,I'm not sure yet,0.09135,113,1758,0.07788,0.10483
2013,Direct migration background,male,Full-time,0.72661,331,441,0.68496,0.76826
2013,Direct migration background,male,Part-time,0.09872,49,441,0.07085,0.12659
2013,Direct migration background,male,Either,0.12003,61,441,0.08966,0.15040
2013,Direct migration background,female,Full-time,0.26820,271,1037,0.24123,0.29518
2013,Direct migration background,female,Part-time,0.50269,580,1037,0.47224,0.53314
