year,age_gr,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,West,I'm not sure yet,0.09510,80,776,0.07445,0.11576
1989,30-45 y.,West,Full-time,0.20483,70,340,0.16187,0.24779
1989,30-45 y.,West,Part-time,0.64017,237,340,0.58908,0.69126
1989,30-45 y.,West,I'm not sure yet,0.07199,33,340,0.04447,0.09950
1989,46-65 y.,West,Full-time,0.36104,82,148,0.28340,0.43868
1989,46-65 y.,West,Part-time,0.45201,66,148,0.37155,0.53247
1990,17-29 y.,East,Full-time,0.52848,126,184,0.45615,0.60080
1990,17-29 y.,East,Part-time,0.26297,58,184,0.19918,0.32676
1991,17-29 y.,West,Full-time,0.62378,418,691,0.58763,0.65993
1991,17-29 y.,West,Part-time,0.21011,144,691,0.17972,0.24051
1991,17-29 y.,West,Either,0.08750,64,691,0.06642,0.10859
1991,17-29 y.,West,I'm not sure yet,0.07860,65,691,0.05852,0.09868
1991,17-29 y.,East,Full-time,0.55982,145,229,0.49538,0.62425
1991,17-29 y.,East,Part-time,0.19830,45,229,0.14655,0.25006
1991,17-29 y.,East,Either,0.17006,39,229,0.12130,0.21883
1991,30-45 y.,West,Full-time,0.20023,66,283,0.15353,0.24694
1991,30-45 y.,West,Part-time,0.63354,217,283,0.57730,0.68977
1991,30-45 y.,East,Full-time,0.52364,87,167,0.44766,0.59962
1991,30-45 y.,East,Part-time,0.22787,37,167,0.16406,0.29168
1991,30-45 y.,East,Either,0.23776,43,167,0.17300,0.30252
1991,46-65 y.,West,Full-time,0.26302,46,105,0.17840,0.34764
1991,46-65 y.,West,Part-time,0.56529,59,105,0.47002,0.66057
1991,46-65 y.,East,Full-time,0.34479,38,73,0.23500,0.45458
1991,46-65 y.,East,Part-time,0.33004,35,73,0.22142,0.43865
1992,17-29 y.,West,Full-time,0.62819,439,726,0.59302,0.66337
1992,17-29 y.,West,Part-time,0.20305,155,726,0.17377,0.23233
1992,17-29 y.,West,Either,0.06864,54,726,0.05023,0.08704
1992,17-29 y.,West,I'm not sure yet,0.10012,78,726,0.07827,0.12197
1992,17-29 y.,East,Full-time,0.66573,189,235,0.60529,0.72617
1992,17-29 y.,East,Either,0.16444,46,235,0.11695,0.21194
1992,30-45 y.,West,Full-time,0.22414,79,324,0.17866,0.26962
1992,30-45 y.,West,Part-time,0.63858,245,324,0.58618,0.69097
1992,30-45 y.,East,Full-time,0.61333,143,243,0.55198,0.67469
1992,30-45 y.,East,Part-time,0.19146,49,243,0.14189,0.24103
1992,30-45 y.,East,Either,0.18765,51,243,0.13846,0.23684
1992,46-65 y.,West,Full-time,0.29332,49,104,0.20539,0.38124
1992,46-65 y.,West,Part-time,0.53834,55,104,0.44206,0.63462
1992,46-65 y.,East,Full-time,0.57624,89,89,0.47299,0.67948
1993,17-29 y.,West,Full-time,0.60619,443,776,0.57179,0.64058
1993,17-29 y.,West,Part-time,0.18688,169,776,0.15943,0.21432
1993,17-29 y.,West,Either,0.07952,71,776,0.06047,0.09857
1993,17-29 y.,West,I'm not sure yet,0.12742,93,776,0.10394,0.15089
1993,17-29 y.,East,Full-time,0.66570,180,227,0.60420,0.72721
1993,17-29 y.,East,Either,0.16309,47,227,0.11492,0.21126
1993,30-45 y.,West,Full-time,0.19262,79,337,0.15045,0.23478
1993,30-45 y.,West,Part-time,0.63703,224,337,0.58561,0.68844
1993,30-45 y.,West,Either,0.11112,34,337,0.07751,0.14472
1993,30-45 y.,East,Full-time,0.61412,136,228,0.55079,0.67745
1993,30-45 y.,East,Part-time,0.16799,40,228,0.11935,0.21662
1993,30-45 y.,East,Either,0.20146,52,228,0.14928,0.25364
1993,46-65 y.,West,Full-time,0.36197,48,97,0.26584,0.45811
1993,46-65 y.,West,Part-time,0.42117,49,97,0.32240,0.51994
1993,46-65 y.,East,Full-time,0.62089,99,138,0.53965,0.70213
1993,46-65 y.,East,Either,0.22656,39,138,0.15646,0.29666
1994,17-29 y.,West,Full-time,0.62473,452,759,0.59027,0.65920
1994,17-29 y.,West,Part-time,0.17207,149,759,0.14520,0.19894
1994,17-29 y.,West,Either,0.09814,74,759,0.07696,0.11931
1994,17-29 y.,West,I'm not sure yet,0.10506,84,759,0.08323,0.12688
1994,17-29 y.,East,Full-time,0.64495,185,226,0.58243,0.70748
1994,17-29 y.,East,Either,0.14913,41,226,0.10258,0.19567
1994,30-45 y.,West,Full-time,0.23363,105,433,0.19373,0.27353
1994,30-45 y.,West,Part-time,0.56336,245,433,0.51659,0.61013
1994,30-45 y.,West,Either,0.09852,35,433,0.07042,0.12662
1994,30-45 y.,West,I'm not sure yet,0.10449,48,433,0.07565,0.13334
1994,30-45 y.,East,Full-time,0.56439,126,219,0.49856,0.63021
1994,30-45 y.,East,Part-time,0.20161,46,219,0.14835,0.25487
1994,30-45 y.,East,Either,0.19872,47,219,0.14575,0.25169
1994,46-65 y.,West,Full-time,0.38994,60,118,0.30156,0.47832
1994,46-65 y.,West,Part-time,0.41676,58,118,0.32742,0.50610
1994,46-65 y.,East,Full-time,0.54589,85,136,0.46191,0.62988
1994,46-65 y.,East,Either,0.31501,51,136,0.23665,0.39337
1995,17-29 y.,West,Full-time,0.59967,473,799,0.56567,0.63367
1995,17-29 y.,West,Part-time,0.17856,160,799,0.15199,0.20514
1995,17-29 y.,West,Either,0.11730,84,799,0.09498,0.13963
1995,17-29 y.,West,I'm not sure yet,0.10446,82,799,0.08324,0.12568
1995,17-29 y.,East,Full-time,0.57283,161,212,0.50609,0.63958
1995,17-29 y.,East,Either,0.22020,51,212,0.16429,0.27611
1995,30-45 y.,West,Full-time,0.29111,163,533,0.25251,0.32972
1995,30-45 y.,West,Part-time,0.54437,274,533,0.50205,0.58669
1995,30-45 y.,West,Either,0.11221,63,533,0.08539,0.13903
1995,30-45 y.,West,I'm not sure yet,0.05231,33,533,0.03339,0.07123
1995,30-45 y.,East,Full-time,0.57873,104,187,0.50777,0.64969
1995,30-45 y.,East,Part-time,0.20870,44,187,0.15030,0.26710
1995,30-45 y.,East,Either,0.19504,39,187,0.13809,0.25198
1995,46-65 y.,West,Full-time,0.38675,68,184,0.31618,0.45731
1995,46-65 y.,West,Part-time,0.40417,76,184,0.33307,0.47527
1995,46-65 y.,West,Either,0.12776,40,184,0.07940,0.17613
1995,46-65 y.,East,Full-time,0.57153,89,121,0.48299,0.66007
1995,46-65 y.,East,Either,0.23491,32,121,0.15906,0.31076
1996,17-29 y.,West,Full-time,0.59605,456,762,0.56119,0.63092
1996,17-29 y.,West,Part-time,0.18329,137,762,0.15580,0.21078
1996,17-29 y.,West,Either,0.11035,82,762,0.08808,0.13261
1996,17-29 y.,West,I'm not sure yet,0.11031,87,762,0.08805,0.13257
1996,17-29 y.,East,Full-time,0.54746,169,225,0.48228,0.61265
1996,17-29 y.,East,Either,0.24188,56,225,0.18580,0.29796
1996,30-45 y.,West,Full-time,0.24560,139,527,0.20882,0.28239
1996,30-45 y.,West,Part-time,0.55585,288,527,0.51339,0.59831
1996,30-45 y.,West,Either,0.12266,56,527,0.09462,0.15069
1996,30-45 y.,West,I'm not sure yet,0.07589,44,527,0.05326,0.09852
1996,30-45 y.,East,Full-time,0.56955,121,210,0.50242,0.63668
1996,30-45 y.,East,Part-time,0.18444,37,210,0.13186,0.23702
1996,30-45 y.,East,Either,0.22816,52,210,0.17126,0.28505
1996,46-65 y.,West,Full-time,0.33729,64,180,0.26803,0.40655
1996,46-65 y.,West,Part-time,0.46204,74,180,0.38900,0.53507
1996,46-65 y.,West,Either,0.11909,42,180,0.07164,0.16654
1996,46-65 y.,East,Full-time,0.56557,95,135,0.48164,0.64950
1996,46-65 y.,East,Either,0.30382,40,135,0.22595,0.38169
1997,17-29 y.,West,Full-time,0.56971,395,711,0.53330,0.60613
1997,17-29 y.,West,Part-time,0.19086,152,711,0.16195,0.21977
1997,17-29 y.,West,Either,0.15503,106,711,0.12841,0.18165
1997,17-29 y.,West,I'm not sure yet,0.08440,58,711,0.06395,0.10485
1997,17-29 y.,East,Full-time,0.54714,167,252,0.48556,0.60872
1997,17-29 y.,East,Part-time,0.13190,31,252,0.09003,0.17376
1997,17-29 y.,East,Either,0.23856,54,252,0.18583,0.29129
1997,30-45 y.,West,Full-time,0.29639,159,555,0.25836,0.33442
1997,30-45 y.,West,Part-time,0.53494,305,555,0.49341,0.57648
1997,30-45 y.,West,Either,0.09487,55,555,0.07047,0.11927
1997,30-45 y.,West,I'm not sure yet,0.07380,36,555,0.05203,0.09557
1997,30-45 y.,East,Full-time,0.48877,96,194,0.41825,0.55929
1997,30-45 y.,East,Part-time,0.16504,34,194,0.11266,0.21741
1997,30-45 y.,East,Either,0.31243,64,194,0.24704,0.37782
1997,46-65 y.,West,Full-time,0.37586,89,193,0.30735,0.44437
1997,46-65 y.,West,Part-time,0.35610,67,193,0.28836,0.42383
1997,46-65 y.,West,Either,0.14783,37,193,0.09762,0.19803
1997,46-65 y.,East,Full-time,0.55462,86,128,0.46818,0.64106
1997,46-65 y.,East,Either,0.28519,42,128,0.20666,0.36371
1998,17-29 y.,West,Full-time,0.57990,430,750,0.54456,0.61525
1998,17-29 y.,West,Part-time,0.17529,136,750,0.14806,0.20252
1998,17-29 y.,West,Either,0.11620,89,750,0.09325,0.13915
1998,17-29 y.,West,I'm not sure yet,0.12861,95,750,0.10464,0.15259
1998,17-29 y.,East,Full-time,0.57416,175,236,0.51094,0.63739
1998,17-29 y.,East,Either,0.24432,61,236,0.18938,0.29926
1998,30-45 y.,West,Full-time,0.26090,140,576,0.22501,0.29679
1998,30-45 y.,West,Part-time,0.56745,338,576,0.52696,0.60795
1998,30-45 y.,West,Either,0.11325,54,576,0.08735,0.13915
1998,30-45 y.,West,I'm not sure yet,0.05840,44,576,0.03923,0.07756
1998,30-45 y.,East,Full-time,0.50984,120,231,0.44523,0.57445
1998,30-45 y.,East,Part-time,0.18632,41,231,0.13600,0.23664
1998,30-45 y.,East,Either,0.29325,70,231,0.23442,0.35209
1998,46-65 y.,West,Full-time,0.35521,72,177,0.28450,0.42591
1998,46-65 y.,West,Part-time,0.33010,67,177,0.26063,0.39958
1998,46-65 y.,West,Either,0.22631,38,177,0.16449,0.28813
1998,46-65 y.,East,Full-time,0.57238,103,144,0.49129,0.65347
1998,46-65 y.,East,Either,0.24469,41,144,0.17422,0.31515
1999,17-29 y.,West,Full-time,0.57515,372,663,0.53749,0.61280
1999,17-29 y.,West,Part-time,0.15982,118,663,0.13191,0.18774
1999,17-29 y.,West,Either,0.14653,86,663,0.11959,0.17347
1999,17-29 y.,West,I'm not sure yet,0.11850,87,663,0.09388,0.14312
1999,17-29 y.,East,Full-time,0.61232,173,253,0.55216,0.67247
1999,17-29 y.,East,Either,0.18195,49,253,0.13432,0.22959
1999,17-29 y.,East,I'm not sure yet,0.11057,31,253,0.07185,0.14929
1999,30-45 y.,West,Full-time,0.25810,120,488,0.21924,0.29697
1999,30-45 y.,West,Part-time,0.57777,273,488,0.53390,0.62163
1999,30-45 y.,West,Either,0.11570,59,488,0.08729,0.14411
1999,30-45 y.,West,I'm not sure yet,0.04843,36,488,0.02936,0.06749
1999,30-45 y.,East,Full-time,0.50034,97,188,0.42867,0.57200
1999,30-45 y.,East,Part-time,0.23856,40,188,0.17747,0.29965
1999,30-45 y.,East,Either,0.21545,51,188,0.15652,0.27438
1999,46-65 y.,West,Full-time,0.29983,45,132,0.22137,0.37829
1999,46-65 y.,West,Part-time,0.32443,51,132,0.24425,0.40460
1999,46-65 y.,West,Either,0.22073,36,132,0.14971,0.29175
1999,46-65 y.,East,Full-time,0.65828,93,93,0.56136,0.75520
2000,17-29 y.,West,Full-time,0.59729,668,1109,0.56841,0.62617
2000,17-29 y.,West,Part-time,0.17136,204,1109,0.14917,0.19355
2000,17-29 y.,West,Either,0.12037,130,1109,0.10121,0.13953
2000,17-29 y.,West,I'm not sure yet,0.11098,107,1109,0.09249,0.12948
2000,17-29 y.,East,Full-time,0.67362,290,432,0.62935,0.71789
2000,17-29 y.,East,Part-time,0.08228,38,432,0.05634,0.10823
2000,17-29 y.,East,Either,0.15532,63,432,0.12113,0.18952
2000,17-29 y.,East,I'm not sure yet,0.08877,41,432,0.06192,0.11562
2000,30-45 y.,West,Full-time,0.22856,220,960,0.20199,0.25514
2000,30-45 y.,West,Part-time,0.58115,569,960,0.54993,0.61238
2000,30-45 y.,West,Either,0.12485,102,960,0.10393,0.14577
2000,30-45 y.,West,I'm not sure yet,0.06544,69,960,0.04978,0.08109
2000,30-45 y.,East,Full-time,0.53214,170,307,0.47624,0.58805
2000,30-45 y.,East,Part-time,0.16556,54,307,0.12391,0.20720
2000,30-45 y.,East,Either,0.27326,83,307,0.22333,0.32319
2000,46-65 y.,West,Full-time,0.31744,103,296,0.26432,0.37056
2000,46-65 y.,West,Part-time,0.42751,138,296,0.37106,0.48397
2000,46-65 y.,West,Either,0.17409,55,296,0.13081,0.21736
2000,46-65 y.,East,Full-time,0.56516,125,186,0.49372,0.63659
2000,46-65 y.,East,Either,0.24667,61,186,0.18455,0.30879
2001,17-29 y.,West,Full-time,0.63096,619,1005,0.60111,0.66081
2001,17-29 y.,West,Part-time,0.16600,172,1005,0.14298,0.18901
2001,17-29 y.,West,Either,0.07578,78,1005,0.05941,0.09215
2001,17-29 y.,West,I'm not sure yet,0.12726,136,1005,0.10665,0.14788
2001,17-29 y.,East,Full-time,0.72203,280,368,0.67619,0.76787
2001,17-29 y.,East,Either,0.13110,50,368,0.09657,0.16563
2001,17-29 y.,East,I'm not sure yet,0.08221,38,368,0.05411,0.11032
2001,30-45 y.,West,Full-time,0.23970,190,812,0.21032,0.26908
2001,30-45 y.,West,Part-time,0.60100,500,812,0.56730,0.63470
2001,30-45 y.,West,Either,0.10035,73,812,0.07967,0.12103
2001,30-45 y.,West,I'm not sure yet,0.05895,49,812,0.04274,0.07516
2001,30-45 y.,East,Full-time,0.59804,158,271,0.53956,0.65652
2001,30-45 y.,East,Part-time,0.13189,46,271,0.09153,0.17225
2001,30-45 y.,East,Either,0.23631,67,271,0.18564,0.28699
2001,46-65 y.,West,Full-time,0.38284,96,283,0.32610,0.43957
2001,46-65 y.,West,Part-time,0.31997,100,283,0.26553,0.37442
2001,46-65 y.,West,Either,0.18767,50,283,0.14210,0.23324
2001,46-65 y.,West,I'm not sure yet,0.10952,37,283,0.07307,0.14597
2001,46-65 y.,East,Full-time,0.59494,128,211,0.52854,0.66133
2001,46-65 y.,East,Part-time,0.16253,35,211,0.11263,0.21243
2001,46-65 y.,East,Either,0.19733,48,211,0.14350,0.25116
2002,17-29 y.,West,Full-time,0.62264,687,1096,0.59393,0.65135
2002,17-29 y.,West,Part-time,0.17259,168,1096,0.15021,0.19498
2002,17-29 y.,West,Either,0.11371,119,1096,0.09490,0.13251
2002,17-29 y.,West,I'm not sure yet,0.09106,122,1096,0.07402,0.10810
2002,17-29 y.,East,Full-time,0.66722,278,414,0.62177,0.71266
2002,17-29 y.,East,Part-time,0.08891,36,414,0.06146,0.11636
2002,17-29 y.,East,Either,0.15175,66,414,0.11715,0.18635
2002,17-29 y.,East,I'm not sure yet,0.09213,34,414,0.06423,0.12002
2002,30-45 y.,West,Full-time,0.26907,207,855,0.23932,0.29881
2002,30-45 y.,West,Part-time,0.58480,516,855,0.55175,0.61784
2002,30-45 y.,West,Either,0.09229,83,855,0.07288,0.11171
2002,30-45 y.,West,I'm not sure yet,0.05384,49,855,0.03871,0.06898
2002,30-45 y.,East,Full-time,0.57789,155,288,0.52075,0.63504
2002,30-45 y.,East,Part-time,0.16836,54,288,0.12507,0.21165
2002,30-45 y.,East,Either,0.24053,79,288,0.19108,0.28998
2002,46-65 y.,West,Full-time,0.41772,116,317,0.36335,0.47210
2002,46-65 y.,West,Part-time,0.33477,120,317,0.28274,0.38681
2002,46-65 y.,West,Either,0.16753,49,317,0.12635,0.20870
2002,46-65 y.,West,I'm not sure yet,0.07997,32,317,0.05007,0.10988
2002,46-65 y.,East,Full-time,0.64562,135,183,0.57613,0.71512
2002,46-65 y.,East,Either,0.18860,48,183,0.13177,0.24544
2003,17-29 y.,West,Full-time,0.62125,633,1039,0.59174,0.65076
2003,17-29 y.,West,Part-time,0.17095,172,1039,0.14805,0.19386
2003,17-29 y.,West,Either,0.12308,115,1039,0.10310,0.14307
2003,17-29 y.,West,I'm not sure yet,0.08471,119,1039,0.06777,0.10165
2003,17-29 y.,East,Full-time,0.63749,271,426,0.59179,0.68319
2003,17-29 y.,East,Part-time,0.08512,38,426,0.05859,0.11166
2003,17-29 y.,East,Either,0.18923,74,426,0.15199,0.22647
2003,17-29 y.,East,I'm not sure yet,0.08815,43,426,0.06120,0.11511
2003,30-45 y.,West,Full-time,0.31425,221,776,0.28157,0.34694
2003,30-45 y.,West,Part-time,0.51742,425,776,0.48224,0.55261
2003,30-45 y.,West,Either,0.11534,81,776,0.09285,0.13783
2003,30-45 y.,West,I'm not sure yet,0.05298,49,776,0.03721,0.06875
2003,30-45 y.,East,Full-time,0.56819,161,281,0.51017,0.62621
2003,30-45 y.,East,Part-time,0.12377,37,281,0.08520,0.16235
2003,30-45 y.,East,Either,0.28277,83,281,0.23002,0.33552
2003,46-65 y.,West,Full-time,0.40118,128,333,0.34846,0.45390
2003,46-65 y.,West,Part-time,0.31737,125,333,0.26730,0.36743
2003,46-65 y.,West,Either,0.16621,49,333,0.12617,0.20626
2003,46-65 y.,West,I'm not sure yet,0.11524,31,333,0.08089,0.14959
2003,46-65 y.,East,Full-time,0.63095,141,226,0.56789,0.69400
2003,46-65 y.,East,Part-time,0.15486,36,226,0.10759,0.20213
2003,46-65 y.,East,Either,0.16265,49,226,0.11442,0.21087
2004,17-29 y.,West,Full-time,0.62790,677,1108,0.59943,0.65637
2004,17-29 y.,West,Part-time,0.15010,168,1108,0.12906,0.17114
2004,17-29 y.,West,Either,0.12807,137,1108,0.10839,0.14776
2004,17-29 y.,West,I'm not sure yet,0.09393,126,1108,0.07674,0.11111
2004,17-29 y.,East,Full-time,0.62664,290,442,0.58150,0.67179
2004,17-29 y.,East,Part-time,0.09238,38,442,0.06536,0.11941
2004,17-29 y.,East,Either,0.19738,73,442,0.16023,0.23453
2004,17-29 y.,East,I'm not sure yet,0.08359,41,442,0.05776,0.10943
2004,30-45 y.,West,Full-time,0.29031,212,754,0.25789,0.32273
2004,30-45 y.,West,Part-time,0.49446,400,754,0.45875,0.53017
2004,30-45 y.,West,Either,0.16380,97,754,0.13736,0.19023
2004,30-45 y.,West,I'm not sure yet,0.05143,45,754,0.03565,0.06721
2004,30-45 y.,East,Full-time,0.49860,133,264,0.43818,0.55903
2004,30-45 y.,East,Part-time,0.17333,49,264,0.12758,0.21907
2004,30-45 y.,East,Either,0.28701,82,264,0.23234,0.34168
2004,46-65 y.,West,Full-time,0.45897,149,355,0.40706,0.51089
2004,46-65 y.,West,Part-time,0.30099,140,355,0.25320,0.34877
2004,46-65 y.,West,Either,0.17216,66,355,0.13283,0.21149
2004,46-65 y.,East,Full-time,0.57779,134,225,0.51311,0.64247
2004,46-65 y.,East,Part-time,0.13995,34,225,0.09451,0.18538
2004,46-65 y.,East,Either,0.23350,57,225,0.17810,0.28891
2005,17-29 y.,West,Full-time,0.62805,686,1106,0.59955,0.65654
2005,17-29 y.,West,Part-time,0.13939,146,1106,0.11897,0.15981
2005,17-29 y.,West,Either,0.13609,145,1106,0.11587,0.15630
2005,17-29 y.,West,I'm not sure yet,0.09648,129,1106,0.07907,0.11389
2005,17-29 y.,East,Full-time,0.63902,294,452,0.59469,0.68334
2005,17-29 y.,East,Part-time,0.06708,32,452,0.04399,0.09017
2005,17-29 y.,East,Either,0.20842,85,452,0.17093,0.24591
2005,17-29 y.,East,I'm not sure yet,0.08548,41,452,0.05967,0.11128
2005,30-45 y.,West,Full-time,0.28317,177,686,0.24943,0.31691
2005,30-45 y.,West,Part-time,0.47350,370,686,0.43611,0.51089
2005,30-45 y.,West,Either,0.19236,106,686,0.16284,0.22187
2005,30-45 y.,West,I'm not sure yet,0.05097,33,686,0.03450,0.06744
2005,30-45 y.,East,Full-time,0.49709,125,255,0.43561,0.55858
2005,30-45 y.,East,Part-time,0.20305,63,255,0.15358,0.25252
2005,30-45 y.,East,Either,0.27469,67,255,0.21980,0.32958
2005,46-65 y.,West,Full-time,0.37925,121,321,0.32608,0.43241
2005,46-65 y.,West,Part-time,0.32154,131,321,0.27037,0.37272
2005,46-65 y.,West,Either,0.23550,69,321,0.18901,0.28199
2005,46-65 y.,East,Full-time,0.55873,118,214,0.49205,0.62542
2005,46-65 y.,East,Part-time,0.15616,35,214,0.10741,0.20491
2005,46-65 y.,East,Either,0.26123,61,214,0.20223,0.32023
2006,17-29 y.,West,Full-time,0.58932,620,1019,0.55910,0.61954
2006,17-29 y.,West,Part-time,0.19501,168,1019,0.17067,0.21935
2006,17-29 y.,West,Either,0.15073,141,1019,0.12875,0.17271
2006,17-29 y.,West,I'm not sure yet,0.06494,90,1019,0.04980,0.08007
2006,17-29 y.,East,Full-time,0.59051,252,365,0.53999,0.64103
2006,17-29 y.,East,Part-time,0.12725,35,365,0.09302,0.16149
2006,17-29 y.,East,Either,0.22913,78,365,0.18596,0.27231
2006,30-45 y.,West,Full-time,0.27713,182,744,0.24495,0.30931
2006,30-45 y.,West,Part-time,0.53656,450,744,0.50071,0.57242
2006,30-45 y.,West,Either,0.15642,112,744,0.13030,0.18254
2006,30-45 y.,East,Full-time,0.49683,118,245,0.43409,0.55956
2006,30-45 y.,East,Part-time,0.21191,66,245,0.16064,0.26319
2006,30-45 y.,East,Either,0.25228,61,245,0.19779,0.30678
2006,46-65 y.,West,Full-time,0.39540,133,364,0.34510,0.44570
2006,46-65 y.,West,Part-time,0.32148,151,364,0.27343,0.36953
2006,46-65 y.,West,Either,0.24033,80,364,0.19637,0.28429
2006,46-65 y.,East,Full-time,0.53775,124,231,0.47331,0.60218
2006,46-65 y.,East,Part-time,0.15236,35,231,0.10592,0.19881
2006,46-65 y.,East,Either,0.29547,72,231,0.23650,0.35443
2007,17-29 y.,West,Full-time,0.58297,539,903,0.55079,0.61515
2007,17-29 y.,West,Part-time,0.17580,143,903,0.15096,0.20064
2007,17-29 y.,West,Either,0.17003,135,903,0.14551,0.19454
2007,17-29 y.,West,I'm not sure yet,0.07120,86,903,0.05442,0.08799
2007,17-29 y.,East,Full-time,0.55900,207,321,0.50460,0.61340
2007,17-29 y.,East,Part-time,0.12125,33,321,0.08548,0.15701
2007,17-29 y.,East,Either,0.24616,81,321,0.19896,0.29335
2007,30-45 y.,West,Full-time,0.27001,141,564,0.23334,0.30668
2007,30-45 y.,West,Part-time,0.52633,341,564,0.48508,0.56757
2007,30-45 y.,West,Either,0.16611,82,564,0.13537,0.19686
2007,30-45 y.,East,Full-time,0.47964,84,176,0.40563,0.55366
2007,30-45 y.,East,Part-time,0.18237,42,176,0.12516,0.23959
2007,30-45 y.,East,Either,0.28787,50,176,0.22079,0.35496
2007,46-65 y.,West,Full-time,0.26182,82,323,0.21380,0.30984
2007,46-65 y.,West,Part-time,0.36582,134,323,0.31321,0.41843
2007,46-65 y.,West,Either,0.27571,75,323,0.22690,0.32453
2007,46-65 y.,West,I'm not sure yet,0.09664,32,323,0.06437,0.12891
2007,46-65 y.,East,Full-time,0.46519,100,204,0.39657,0.53380
2007,46-65 y.,East,Part-time,0.14271,34,204,0.09459,0.19082
2007,46-65 y.,East,Either,0.32306,70,204,0.25873,0.38739
2008,17-29 y.,West,Full-time,0.62375,497,798,0.59011,0.65738
2008,17-29 y.,West,Part-time,0.13649,107,798,0.11266,0.16033
2008,17-29 y.,West,Either,0.15030,112,798,0.12549,0.17511
2008,17-29 y.,West,I'm not sure yet,0.08946,82,798,0.06965,0.10927
2008,17-29 y.,East,Full-time,0.66486,205,273,0.60876,0.72096
2008,17-29 y.,East,Either,0.19166,68,273,0.14488,0.23844
2008,30-45 y.,West,Full-time,0.23399,117,507,0.19710,0.27088
2008,30-45 y.,West,Part-time,0.55705,299,507,0.51376,0.60033
