year,migback,pgisced97,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1988,No migration background,Pre-primary Level,Full-time,1.00000,74,1064,1.00000,1.00000
1988,No migration background,Lower Secondary Level,Full-time,0.61246,131,1064,0.61153,0.61340
1988,No migration background,Lower Secondary Level,Part-time,0.38754,71,1064,0.38660,0.38847
1988,No migration background,Upper Secondary Level,Full-time,0.48216,216,1064,0.48158,0.48274
1988,No migration background,Upper Secondary Level,Part-time,0.43576,225,1064,0.43519,0.43634
1988,No migration background,Upper Secondary Level,Either,0.08208,38,1064,0.08176,0.08240
1988,No migration background,First Stage of Tertiary Education,Part-time,1.00000,32,1064,1.00000,1.00000
1988,Direct migration background,Primary Level,Full-time,0.55988,41,1064,0.55650,0.56326
1988,Direct migration background,Primary Level,Part-time,0.44012,33,1064,0.43674,0.44350
1988,Direct migration background,Lower Secondary Level,Full-time,1.00000,105,1064,1.00000,1.00000
1988,Direct migration background,Upper Secondary Level,Full-time,0.70041,66,1064,0.69857,0.70225
1988,Direct migration background,Upper Secondary Level,Part-time,0.29959,32,1064,0.29775,0.30143
1989,No migration background,Pre-primary Level,Full-time,1.00000,72,867,1.00000,1.00000
1989,No migration background,Lower Secondary Level,Full-time,0.62428,100,867,0.62326,0.62530
1989,No migration background,Lower Secondary Level,Part-time,0.37572,57,867,0.37470,0.37674
1989,No migration background,Upper Secondary Level,Full-time,0.43409,172,867,0.43347,0.43471
1989,No migration background,Upper Secondary Level,Part-time,0.48785,209,867,0.48722,0.48847
1989,No migration background,Upper Secondary Level,I'm not sure yet,0.07807,33,867,0.07773,0.07840
1989,Direct migration background,Primary Level,Full-time,1.00000,36,867,1.00000,1.00000
1989,Direct migration background,Lower Secondary Level,Full-time,0.73157,64,867,0.72938,0.73375
1989,Direct migration background,Lower Secondary Level,Part-time,0.26843,36,867,0.26625,0.27062
1989,Direct migration background,Upper Secondary Level,Full-time,0.63890,54,867,0.63690,0.64090
1989,Direct migration background,Upper Secondary Level,Part-time,0.36110,34,867,0.35910,0.36310
1990,No migration background,Upper Secondary Level,Full-time,0.51938,69,130,0.51777,0.52100
1990,No migration background,Upper Secondary Level,Part-time,0.48062,61,130,0.47900,0.48223
1991,No migration background,Pre-primary Level,Full-time,1.00000,58,1204,1.00000,1.00000
1991,No migration background,Lower Secondary Level,Full-time,0.55029,108,1204,0.54924,0.55135
1991,No migration background,Lower Secondary Level,Part-time,0.44971,68,1204,0.44865,0.45076
1991,No migration background,Upper Secondary Level,Full-time,0.43334,300,1204,0.43280,0.43388
1991,No migration background,Upper Secondary Level,Part-time,0.39990,253,1204,0.39937,0.40044
1991,No migration background,Upper Secondary Level,Either,0.11638,102,1204,0.11603,0.11673
1991,No migration background,Upper Secondary Level,I'm not sure yet,0.05038,33,1204,0.05014,0.05062
1991,No migration background,Second Stage of Tertiary Education,Full-time,0.51036,63,1204,0.50888,0.51184
1991,No migration background,Second Stage of Tertiary Education,Part-time,0.48964,48,1204,0.48816,0.49112
1991,Direct migration background,Lower Secondary Level,Full-time,0.63566,53,1204,0.63352,0.63780
1991,Direct migration background,Lower Secondary Level,Part-time,0.36434,38,1204,0.36220,0.36648
1991,Direct migration background,Upper Secondary Level,Full-time,0.50636,47,1204,0.50415,0.50857
1991,Direct migration background,Upper Secondary Level,Part-time,0.49364,33,1204,0.49143,0.49585
1992,No migration background,Pre-primary Level,Full-time,1.00000,65,1474,1.00000,1.00000
1992,No migration background,Lower Secondary Level,Full-time,0.51084,119,1474,0.50990,0.51179
1992,No migration background,Lower Secondary Level,Part-time,0.33473,72,1474,0.33383,0.33562
1992,No migration background,Lower Secondary Level,Either,0.15443,33,1474,0.15374,0.15511
1992,No migration background,Upper Secondary Level,Full-time,0.48323,391,1474,0.48273,0.48374
1992,No migration background,Upper Secondary Level,Part-time,0.36675,275,1474,0.36627,0.36723
1992,No migration background,Upper Secondary Level,Either,0.09782,104,1474,0.09752,0.09812
1992,No migration background,Upper Secondary Level,I'm not sure yet,0.05220,36,1474,0.05197,0.05242
1992,No migration background,Post-secondary Non-tertiary Level,Full-time,1.00000,35,1474,1.00000,1.00000
1992,No migration background,First Stage of Tertiary Education,Part-time,1.00000,31,1474,1.00000,1.00000
1992,No migration background,Second Stage of Tertiary Education,Full-time,0.60234,83,1474,0.60094,0.60374
1992,No migration background,Second Stage of Tertiary Education,Part-time,0.39766,41,1474,0.39626,0.39906
1992,Direct migration background,Primary Level,Full-time,1.00000,34,1474,1.00000,1.00000
1992,Direct migration background,Lower Secondary Level,Full-time,1.00000,47,1474,1.00000,1.00000
1992,Direct migration background,Upper Secondary Level,Full-time,0.47952,39,1474,0.47718,0.48185
1992,Direct migration background,Upper Secondary Level,Part-time,0.52048,32,1474,0.51815,0.52282
1992,Indirect migration background,Lower Secondary Level,Full-time,1.00000,37,1474,1.00000,1.00000
1993,No migration background,Pre-primary Level,Full-time,1.00000,73,1459,1.00000,1.00000
1993,No migration background,Lower Secondary Level,Full-time,0.49988,110,1459,0.49892,0.50085
1993,No migration background,Lower Secondary Level,Part-time,0.34025,66,1459,0.33933,0.34116
1993,No migration background,Lower Secondary Level,Either,0.15987,33,1459,0.15916,0.16058
1993,No migration background,Upper Secondary Level,Full-time,0.47049,406,1459,0.46999,0.47098
1993,No migration background,Upper Secondary Level,Part-time,0.34353,262,1459,0.34307,0.34400
1993,No migration background,Upper Secondary Level,Either,0.12270,124,1459,0.12238,0.12303
1993,No migration background,Upper Secondary Level,I'm not sure yet,0.06328,46,1459,0.06304,0.06352
1993,No migration background,Post-secondary Non-tertiary Level,Full-time,1.00000,35,1459,1.00000,1.00000
1993,No migration background,First Stage of Tertiary Education,Part-time,1.00000,34,1459,1.00000,1.00000
1993,No migration background,Second Stage of Tertiary Education,Full-time,0.65480,71,1459,0.65345,0.65616
1993,No migration background,Second Stage of Tertiary Education,Part-time,0.34520,32,1459,0.34384,0.34655
1993,Direct migration background,Lower Secondary Level,Full-time,1.00000,50,1459,1.00000,1.00000
1993,Direct migration background,Upper Secondary Level,Full-time,0.57090,45,1459,0.56893,0.57287
1993,Direct migration background,Upper Secondary Level,Part-time,0.42910,37,1459,0.42713,0.43107
1993,Indirect migration background,Lower Secondary Level,Full-time,1.00000,35,1459,1.00000,1.00000
1994,No migration background,Pre-primary Level,Full-time,1.00000,94,1465,1.00000,1.00000
1994,No migration background,Lower Secondary Level,Full-time,0.59970,99,1465,0.59866,0.60075
1994,No migration background,Lower Secondary Level,Part-time,0.40030,65,1465,0.39925,0.40134
1994,No migration background,Upper Secondary Level,Full-time,0.45628,412,1465,0.45580,0.45675
1994,No migration background,Upper Secondary Level,Part-time,0.35498,288,1465,0.35453,0.35543
1994,No migration background,Upper Secondary Level,Either,0.11478,131,1465,0.11448,0.11508
1994,No migration background,Upper Secondary Level,I'm not sure yet,0.07397,58,1465,0.07372,0.07421
1994,No migration background,Post-secondary Non-tertiary Level,Full-time,1.00000,40,1465,1.00000,1.00000
1994,No migration background,Second Stage of Tertiary Education,Full-time,0.56185,59,1465,0.56044,0.56327
1994,No migration background,Second Stage of Tertiary Education,Part-time,0.43815,41,1465,0.43673,0.43956
1994,Direct migration background,Lower Secondary Level,Full-time,1.00000,54,1465,1.00000,1.00000
1994,Direct migration background,Upper Secondary Level,Full-time,0.64949,58,1465,0.64778,0.65121
1994,Direct migration background,Upper Secondary Level,Part-time,0.35051,31,1465,0.34879,0.35222
1994,Indirect migration background,Lower Secondary Level,Full-time,1.00000,35,1465,1.00000,1.00000
1995,No migration background,Pre-primary Level,Full-time,1.00000,116,1578,1.00000,1.00000
1995,No migration background,Lower Secondary Level,Full-time,0.37189,84,1578,0.37095,0.37283
1995,No migration background,Lower Secondary Level,Part-time,0.47708,79,1578,0.47611,0.47805
1995,No migration background,Lower Secondary Level,Either,0.15103,32,1578,0.15033,0.15173
1995,No migration background,Upper Secondary Level,Full-time,0.44557,386,1578,0.44507,0.44606
1995,No migration background,Upper Secondary Level,Part-time,0.36482,288,1578,0.36434,0.36530
1995,No migration background,Upper Secondary Level,Either,0.14246,127,1578,0.14212,0.14281
1995,No migration background,Upper Secondary Level,I'm not sure yet,0.04715,38,1578,0.04694,0.04736
1995,No migration background,Post-secondary Non-tertiary Level,Full-time,1.00000,40,1578,1.00000,1.00000
1995,No migration background,Second Stage of Tertiary Education,Full-time,0.39879,39,1578,0.39725,0.40033
1995,No migration background,Second Stage of Tertiary Education,Part-time,0.60121,49,1578,0.59967,0.60275
1995,Direct migration background,Lower Secondary Level,Full-time,0.70286,62,1578,0.70113,0.70459
1995,Direct migration background,Lower Secondary Level,Part-time,0.29714,37,1578,0.29541,0.29887
1995,Direct migration background,Upper Secondary Level,Full-time,0.65782,88,1578,0.65637,0.65927
1995,Direct migration background,Upper Secondary Level,Part-time,0.34218,44,1578,0.34073,0.34363
1995,Indirect migration background,Lower Secondary Level,Full-time,1.00000,34,1578,1.00000,1.00000
1995,Indirect migration background,Upper Secondary Level,Full-time,1.00000,35,1578,1.00000,1.00000
1996,No migration background,Pre-primary Level,Full-time,0.75499,119,1599,0.75400,0.75598
1996,No migration background,Pre-primary Level,I'm not sure yet,0.24501,37,1599,0.24402,0.24600
1996,No migration background,Lower Secondary Level,Full-time,0.42706,87,1599,0.42608,0.42804
1996,No migration background,Lower Secondary Level,Part-time,0.40174,64,1599,0.40077,0.40271
1996,No migration background,Lower Secondary Level,Either,0.17120,43,1599,0.17045,0.17194
1996,No migration background,Upper Secondary Level,Full-time,0.41789,376,1599,0.41740,0.41838
1996,No migration background,Upper Secondary Level,Part-time,0.36720,276,1599,0.36673,0.36768
1996,No migration background,Upper Secondary Level,Either,0.15036,130,1599,0.15001,0.15071
1996,No migration background,Upper Secondary Level,I'm not sure yet,0.06455,54,1599,0.06431,0.06479
1996,No migration background,Post-secondary Non-tertiary Level,Full-time,1.00000,37,1599,1.00000,1.00000
1996,No migration background,Second Stage of Tertiary Education,Full-time,0.47902,57,1599,0.47752,0.48051
1996,No migration background,Second Stage of Tertiary Education,Part-time,0.52098,47,1599,0.51949,0.52248
1996,Direct migration background,Lower Secondary Level,Full-time,0.58715,46,1599,0.58498,0.58932
1996,Direct migration background,Lower Secondary Level,Part-time,0.41285,33,1599,0.41068,0.41502
1996,Direct migration background,Upper Secondary Level,Full-time,0.54337,79,1599,0.54194,0.54480
1996,Direct migration background,Upper Secondary Level,Part-time,0.45663,44,1599,0.45520,0.45806
1996,Indirect migration background,Lower Secondary Level,Full-time,1.00000,36,1599,1.00000,1.00000
1996,Indirect migration background,Upper Secondary Level,Full-time,1.00000,34,1599,1.00000,1.00000
1997,No migration background,Pre-primary Level,Full-time,1.00000,126,1559,1.00000,1.00000
1997,No migration background,Lower Secondary Level,Full-time,0.51021,96,1559,0.50921,0.51121
1997,No migration background,Lower Secondary Level,Part-time,0.29775,54,1559,0.29684,0.29867
1997,No migration background,Lower Secondary Level,Either,0.19204,38,1559,0.19125,0.19282
1997,No migration background,Upper Secondary Level,Full-time,0.38766,328,1559,0.38719,0.38813
1997,No migration background,Upper Secondary Level,Part-time,0.35648,284,1559,0.35601,0.35694
1997,No migration background,Upper Secondary Level,Either,0.17702,157,1559,0.17665,0.17739
1997,No migration background,Upper Secondary Level,I'm not sure yet,0.07884,52,1559,0.07858,0.07910
1997,No migration background,Post-secondary Non-tertiary Level,Full-time,1.00000,33,1559,1.00000,1.00000
1997,No migration background,Second Stage of Tertiary Education,Full-time,0.48111,47,1559,0.47956,0.48265
1997,No migration background,Second Stage of Tertiary Education,Part-time,0.51889,46,1559,0.51735,0.52044
1997,Direct migration background,Lower Secondary Level,Full-time,0.55505,53,1559,0.55309,0.55701
1997,Direct migration background,Lower Secondary Level,Part-time,0.44495,43,1559,0.44299,0.44691
1997,Direct migration background,Upper Secondary Level,Full-time,0.56476,80,1559,0.56339,0.56613
1997,Direct migration background,Upper Secondary Level,Part-time,0.43524,47,1559,0.43387,0.43661
1997,Indirect migration background,Pre-primary Level,Full-time,1.00000,35,1559,1.00000,1.00000
1997,Indirect migration background,Lower Secondary Level,Full-time,1.00000,40,1559,1.00000,1.00000
1998,No migration background,Pre-primary Level,Full-time,0.76949,121,1701,0.76844,0.77054
1998,No migration background,Pre-primary Level,I'm not sure yet,0.23051,34,1701,0.22946,0.23156
1998,No migration background,Lower Secondary Level,Full-time,0.47780,101,1701,0.47681,0.47880
1998,No migration background,Lower Secondary Level,Part-time,0.36674,75,1701,0.36578,0.36770
1998,No migration background,Lower Secondary Level,Either,0.15546,34,1701,0.15473,0.15618
1998,No migration background,Upper Secondary Level,Full-time,0.43784,403,1701,0.43734,0.43834
1998,No migration background,Upper Secondary Level,Part-time,0.33636,284,1701,0.33588,0.33683
1998,No migration background,Upper Secondary Level,Either,0.16220,153,1701,0.16183,0.16257
1998,No migration background,Upper Secondary Level,I'm not sure yet,0.06360,53,1701,0.06336,0.06385
1998,No migration background,First Stage of Tertiary Education,Part-time,1.00000,34,1701,1.00000,1.00000
1998,No migration background,Second Stage of Tertiary Education,Full-time,0.41314,65,1701,0.41191,0.41436
1998,No migration background,Second Stage of Tertiary Education,Part-time,0.35934,51,1701,0.35815,0.36054
1998,No migration background,Second Stage of Tertiary Education,Either,0.22752,34,1701,0.22648,0.22857
1998,Direct migration background,Lower Secondary Level,Full-time,0.63390,46,1701,0.63184,0.63596
1998,Direct migration background,Lower Secondary Level,Part-time,0.36610,34,1701,0.36404,0.36816
1998,Direct migration background,Upper Secondary Level,Full-time,0.59327,65,1701,0.59180,0.59474
1998,Direct migration background,Upper Secondary Level,Part-time,0.40673,43,1701,0.40526,0.40820
1998,Indirect migration background,Pre-primary Level,Full-time,1.00000,33,1701,1.00000,1.00000
1998,Indirect migration background,Lower Secondary Level,Full-time,1.00000,38,1701,1.00000,1.00000
1999,No migration background,Pre-primary Level,Full-time,0.74767,107,1385,0.74658,0.74876
1999,No migration background,Pre-primary Level,I'm not sure yet,0.25233,41,1385,0.25124,0.25342
1999,No migration background,Lower Secondary Level,Full-time,0.45526,90,1385,0.45418,0.45634
1999,No migration background,Lower Secondary Level,Part-time,0.33727,56,1385,0.33624,0.33829
1999,No migration background,Lower Secondary Level,Either,0.20748,36,1385,0.20659,0.20836
1999,No migration background,Upper Secondary Level,Full-time,0.45428,355,1385,0.45376,0.45480
1999,No migration background,Upper Secondary Level,Part-time,0.31413,240,1385,0.31364,0.31461
1999,No migration background,Upper Secondary Level,Either,0.15346,130,1385,0.15308,0.15384
1999,No migration background,Upper Secondary Level,I'm not sure yet,0.07813,52,1385,0.07785,0.07841
1999,No migration background,Second Stage of Tertiary Education,Full-time,0.53086,54,1385,0.52936,0.53236
1999,No migration background,Second Stage of Tertiary Education,Part-time,0.46914,46,1385,0.46764,0.47064
1999,Direct migration background,Lower Secondary Level,Full-time,0.59014,31,1385,0.58797,0.59232
1999,Direct migration background,Lower Secondary Level,Part-time,0.40986,32,1385,0.40768,0.41203
1999,Direct migration background,Upper Secondary Level,Full-time,0.52246,52,1385,0.52079,0.52413
1999,Direct migration background,Upper Secondary Level,Part-time,0.47754,32,1385,0.47587,0.47921
1999,Indirect migration background,Lower Secondary Level,Full-time,1.00000,31,1385,1.00000,1.00000
2000,No migration background,Pre-primary Level,Full-time,0.84254,186,2838,0.84155,0.84354
2000,No migration background,Pre-primary Level,I'm not sure yet,0.15746,42,2838,0.15646,0.15845
2000,No migration background,Lower Secondary Level,Full-time,0.48771,163,2838,0.48664,0.48877
2000,No migration background,Lower Secondary Level,Part-time,0.20612,74,2838,0.20526,0.20698
2000,No migration background,Lower Secondary Level,Either,0.18674,56,2838,0.18590,0.18757
2000,No migration background,Lower Secondary Level,I'm not sure yet,0.11944,36,2838,0.11875,0.12013
2000,No migration background,Upper Secondary Level,Full-time,0.43939,645,2838,0.43887,0.43992
2000,No migration background,Upper Secondary Level,Part-time,0.34382,492,2838,0.34331,0.34432
2000,No migration background,Upper Secondary Level,Either,0.15435,219,2838,0.15397,0.15474
2000,No migration background,Upper Secondary Level,I'm not sure yet,0.06244,76,2838,0.06218,0.06269
2000,No migration background,Post-secondary Non-tertiary Level,Full-time,0.43080,42,2838,0.42901,0.43260
2000,No migration background,Post-secondary Non-tertiary Level,Part-time,0.56920,63,2838,0.56740,0.57099
2000,No migration background,First Stage of Tertiary Education,Full-time,0.29375,36,2838,0.29203,0.29547
2000,No migration background,First Stage of Tertiary Education,Part-time,0.70625,78,2838,0.70453,0.70797
2000,No migration background,Second Stage of Tertiary Education,Full-time,0.42023,94,2838,0.41895,0.42152
2000,No migration background,Second Stage of Tertiary Education,Part-time,0.38302,89,2838,0.38175,0.38428
2000,No migration background,Second Stage of Tertiary Education,Either,0.19675,45,2838,0.19572,0.19779
2000,Direct migration background,Lower Secondary Level,Full-time,0.60452,56,2838,0.60248,0.60657
2000,Direct migration background,Lower Secondary Level,Part-time,0.39548,40,2838,0.39343,0.39752
2000,Direct migration background,Upper Secondary Level,Full-time,0.55723,90,2838,0.55566,0.55881
2000,Direct migration background,Upper Secondary Level,Part-time,0.44277,66,2838,0.44119,0.44434
2000,Indirect migration background,Pre-primary Level,Full-time,1.00000,42,2838,1.00000,1.00000
2000,Indirect migration background,Lower Secondary Level,Full-time,1.00000,51,2838,1.00000,1.00000
2000,Indirect migration background,Upper Secondary Level,Full-time,1.00000,57,2838,1.00000,1.00000
2001,No migration background,Pre-primary Level,Full-time,0.79549,216,2496,0.79450,0.79649
2001,No migration background,Pre-primary Level,I'm not sure yet,0.20451,60,2496,0.20351,0.20550
2001,No migration background,Lower Secondary Level,Full-time,0.57282,152,2496,0.57169,0.57395
2001,No migration background,Lower Secondary Level,Part-time,0.27261,71,2496,0.27159,0.27362
2001,No migration background,Lower Secondary Level,Either,0.15457,38,2496,0.15374,0.15539
2001,No migration background,Upper Secondary Level,Full-time,0.47378,568,2496,0.47325,0.47432
2001,No migration background,Upper Secondary Level,Part-time,0.32028,390,2496,0.31978,0.32078
2001,No migration background,Upper Secondary Level,Either,0.13005,170,2496,0.12968,0.13041
2001,No migration background,Upper Secondary Level,I'm not sure yet,0.07590,94,2496,0.07561,0.07618
2001,No migration background,Post-secondary Non-tertiary Level,Full-time,0.44738,50,2496,0.44570,0.44907
2001,No migration background,Post-secondary Non-tertiary Level,Part-time,0.55262,61,2496,0.55093,0.55430
2001,No migration background,First Stage of Tertiary Education,Full-time,0.40681,37,2496,0.40492,0.40870
2001,No migration background,First Stage of Tertiary Education,Part-time,0.59319,67,2496,0.59130,0.59508
2001,No migration background,Second Stage of Tertiary Education,Full-time,0.39160,76,2496,0.39029,0.39291
2001,No migration background,Second Stage of Tertiary Education,Part-time,0.43350,85,2496,0.43217,0.43483
2001,No migration background,Second Stage of Tertiary Education,Either,0.17490,35,2496,0.17388,0.17592
2001,Direct migration background,Lower Secondary Level,Full-time,0.44922,35,2496,0.44706,0.45138
2001,Direct migration background,Lower Secondary Level,Part-time,0.55078,42,2496,0.54862,0.55294
2001,Direct migration background,Upper Secondary Level,Full-time,0.63535,74,2496,0.63384,0.63686
2001,Direct migration background,Upper Secondary Level,Part-time,0.36465,52,2496,0.36314,0.36616
2001,Indirect migration background,Pre-primary Level,Full-time,1.00000,34,2496,1.00000,1.00000
2001,Indirect migration background,Lower Secondary Level,Full-time,1.00000,41,2496,1.00000,1.00000
2001,Indirect migration background,Upper Secondary Level,Full-time,1.00000,48,2496,1.00000,1.00000
2002,No migration background,Pre-primary Level,Full-time,0.80004,234,2602,0.79903,0.80106
2002,No migration background,Pre-primary Level,I'm not sure yet,0.19996,67,2602,0.19894,0.20097
2002,No migration background,Lower Secondary Level,Full-time,0.66898,150,2602,0.66785,0.67011
2002,No migration background,Lower Secondary Level,Part-time,0.33102,63,2602,0.32989,0.33215
2002,No migration background,Upper Secondary Level,Full-time,0.50133,667,2602,0.50083,0.50183
2002,No migration background,Upper Secondary Level,Part-time,0.31274,406,2602,0.31228,0.31320
2002,No migration background,Upper Secondary Level,Either,0.13429,204,2602,0.13395,0.13463
2002,No migration background,Upper Secondary Level,I'm not sure yet,0.05164,75,2602,0.05142,0.05186
2002,No migration background,Post-secondary Non-tertiary Level,Full-time,0.36382,42,2602,0.36215,0.36548
2002,No migration background,Post-secondary Non-tertiary Level,Part-time,0.63618,68,2602,0.63452,0.63785
2002,No migration background,First Stage of Tertiary Education,Part-time,1.00000,69,2602,1.00000,1.00000
2002,No migration background,Second Stage of Tertiary Education,Full-time,0.43243,92,2602,0.43110,0.43376
2002,No migration background,Second Stage of Tertiary Education,Part-time,0.38790,96,2602,0.38659,0.38921
2002,No migration background,Second Stage of Tertiary Education,Either,0.17967,42,2602,0.17864,0.18070
2002,Direct migration background,Lower Secondary Level,Full-time,0.52684,40,2602,0.52479,0.52889
2002,Direct migration background,Lower Secondary Level,Part-time,0.47316,41,2602,0.47111,0.47521
2002,Direct migration background,Upper Secondary Level,Full-time,0.59646,66,2602,0.59493,0.59799
2002,Direct migration background,Upper Secondary Level,Part-time,0.40354,50,2602,0.40201,0.40507
2002,Indirect migration background,Pre-primary Level,Full-time,1.00000,40,2602,1.00000,1.00000
2002,Indirect migration background,Lower Secondary Level,Full-time,1.00000,32,2602,1.00000,1.00000
2002,Indirect migration background,Upper Secondary Level,Full-time,1.00000,58,2602,1.00000,1.00000
2003,No migration background,Pre-primary Level,Full-time,0.72120,231,2477,0.72014,0.72226
2003,No migration background,Pre-primary Level,Either,0.09042,33,2477,0.08974,0.09110
2003,No migration background,Pre-primary Level,I'm not sure yet,0.18838,79,2477,0.18745,0.18930
2003,No migration background,Lower Secondary Level,Full-time,0.63783,141,2477,0.63676,0.63889
2003,No migration background,Lower Secondary Level,Part-time,0.22760,46,2477,0.22667,0.22853
2003,No migration background,Lower Secondary Level,Either,0.13458,40,2477,0.13382,0.13533
2003,No migration background,Upper Secondary Level,Full-time,0.49405,632,2477,0.49354,0.49456
2003,No migration background,Upper Secondary Level,Part-time,0.29661,372,2477,0.29615,0.29708
2003,No migration background,Upper Secondary Level,Either,0.15562,199,2477,0.15525,0.15599
2003,No migration background,Upper Secondary Level,I'm not sure yet,0.05372,71,2477,0.05349,0.05395
2003,No migration background,Post-secondary Non-tertiary Level,Full-time,0.40584,45,2477,0.40399,0.40769
2003,No migration background,Post-secondary Non-tertiary Level,Part-time,0.59416,54,2477,0.59231,0.59601
2003,No migration background,First Stage of Tertiary Education,Full-time,0.37492,36,2477,0.37318,0.37665
2003,No migration background,First Stage of Tertiary Education,Part-time,0.62508,66,2477,0.62335,0.62682
2003,No migration background,Second Stage of Tertiary Education,Full-time,0.49538,103,2477,0.49407,0.49668
2003,No migration background,Second Stage of Tertiary Education,Part-time,0.37834,90,2477,0.37708,0.37960
2003,No migration background,Second Stage of Tertiary Education,Either,0.12628,33,2477,0.12542,0.12715
2003,Direct migration background,Lower Secondary Level,Full-time,1.00000,40,2477,1.00000,1.00000
2003,Direct migration background,Upper Secondary Level,Full-time,0.59213,65,2477,0.59057,0.59369
2003,Direct migration background,Upper Secondary Level,Part-time,0.40787,45,2477,0.40631,0.40943
2003,Indirect migration background,Upper Secondary Level,Full-time,1.00000,56,2477,1.00000,1.00000
2004,No migration background,Pre-primary Level,Full-time,0.69691,246,2603,0.69588,0.69794
2004,No migration background,Pre-primary Level,Either,0.12967,42,2603,0.12892,0.13042
2004,No migration background,Pre-primary Level,I'm not sure yet,0.17342,76,2603,0.17257,0.17427
2004,No migration background,Lower Secondary Level,Full-time,0.55985,133,2603,0.55875,0.56094
