year,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,West,I'm not sure yet,0.08673,114,1480,0.07239,0.10108
1997,East,Full-time,0.53006,349,640,0.49136,0.56876
1997,East,Part-time,0.14373,92,640,0.11653,0.17093
1997,East,Either,0.27277,160,640,0.23824,0.30730
1997,East,I'm not sure yet,0.05344,39,640,0.03600,0.07088
1998,West,Full-time,0.42323,642,1527,0.39844,0.44802
1998,West,Part-time,0.34812,542,1527,0.32422,0.37202
1998,West,Either,0.13300,181,1527,0.11597,0.15004
1998,West,I'm not sure yet,0.09564,162,1527,0.08089,0.11040
1998,East,Full-time,0.55163,398,699,0.51474,0.58853
1998,East,Part-time,0.14657,96,699,0.12033,0.17280
1998,East,Either,0.26118,172,699,0.22859,0.29377
1998,East,I'm not sure yet,0.04062,33,699,0.02598,0.05527
1999,West,Full-time,0.41547,537,1305,0.38872,0.44222
1999,West,Part-time,0.34100,444,1305,0.31527,0.36673
1999,West,Either,0.14493,181,1305,0.12582,0.16403
1999,West,I'm not sure yet,0.09860,143,1305,0.08242,0.11479
1999,East,Full-time,0.58904,363,626,0.55046,0.62761
1999,East,Part-time,0.15004,90,626,0.12204,0.17804
1999,East,Either,0.19565,130,626,0.16455,0.22675
1999,East,I'm not sure yet,0.06527,43,626,0.04591,0.08464
2000,West,Full-time,0.41520,991,2396,0.39547,0.43494
2000,West,Part-time,0.36551,914,2396,0.34622,0.38480
2000,West,Either,0.13014,287,2396,0.11667,0.14362
2000,West,I'm not sure yet,0.08914,204,2396,0.07773,0.10056
2000,East,Full-time,0.59810,585,978,0.56735,0.62884
2000,East,Part-time,0.12556,123,978,0.10479,0.14634
2000,East,Either,0.21570,207,978,0.18991,0.24150
2000,East,I'm not sure yet,0.06064,63,978,0.04567,0.07560
2001,West,Full-time,0.44274,905,2104,0.42151,0.46397
2001,West,Part-time,0.35428,774,2104,0.33383,0.37472
2001,West,Either,0.10331,201,2104,0.09030,0.11632
2001,West,I'm not sure yet,0.09967,224,2104,0.08687,0.11248
2001,East,Full-time,0.64555,566,901,0.61430,0.67680
2001,East,Part-time,0.11538,112,901,0.09451,0.13625
2001,East,Either,0.18282,165,901,0.15757,0.20807
2001,East,I'm not sure yet,0.05625,58,901,0.04120,0.07131
2002,West,Full-time,0.45022,1010,2272,0.42976,0.47068
2002,West,Part-time,0.35961,806,2272,0.33988,0.37935
2002,West,Either,0.11488,252,2272,0.10177,0.12800
2002,West,I'm not sure yet,0.07529,204,2272,0.06444,0.08614
2002,East,Full-time,0.62856,568,928,0.59745,0.65966
2002,East,Part-time,0.13019,121,928,0.10852,0.15185
2002,East,Either,0.19203,193,928,0.16667,0.21739
2002,East,I'm not sure yet,0.04923,46,928,0.03530,0.06315
2003,West,Full-time,0.46434,982,2154,0.44328,0.48541
2003,West,Part-time,0.32952,727,2154,0.30966,0.34937
2003,West,Either,0.12752,245,2154,0.11343,0.14161
2003,West,I'm not sure yet,0.07862,200,2154,0.06725,0.08998
2003,East,Full-time,0.61054,573,952,0.57955,0.64153
2003,East,Part-time,0.12063,114,952,0.09993,0.14133
2003,East,Either,0.21119,206,952,0.18525,0.23713
2003,East,I'm not sure yet,0.05764,59,952,0.04283,0.07245
2004,West,Full-time,0.47307,1038,2247,0.45242,0.49371
2004,West,Part-time,0.30388,716,2247,0.28486,0.32290
2004,West,Either,0.14964,301,2247,0.13489,0.16439
2004,West,I'm not sure yet,0.07342,192,2247,0.06263,0.08421
2004,East,Full-time,0.57251,557,948,0.54100,0.60402
2004,East,Part-time,0.13087,121,948,0.10939,0.15235
2004,East,Either,0.23563,212,948,0.20860,0.26266
2004,East,I'm not sure yet,0.06099,58,948,0.04575,0.07623
2005,West,Full-time,0.46409,984,2146,0.44299,0.48520
2005,West,Part-time,0.28672,650,2146,0.26758,0.30586
2005,West,Either,0.17293,321,2146,0.15692,0.18893
2005,West,I'm not sure yet,0.07626,191,2146,0.06502,0.08749
2005,East,Full-time,0.57701,537,935,0.54533,0.60870
2005,East,Part-time,0.13030,131,935,0.10871,0.15189
2005,East,Either,0.23975,213,935,0.21237,0.26713
2005,East,I'm not sure yet,0.05295,54,935,0.03858,0.06731
2006,West,Full-time,0.43419,935,2193,0.41344,0.45494
2006,West,Part-time,0.34855,782,2193,0.32860,0.36850
2006,West,Either,0.16875,334,2193,0.15308,0.18443
2006,West,I'm not sure yet,0.04850,142,2193,0.03951,0.05750
2006,East,Full-time,0.54545,494,879,0.51251,0.57839
2006,East,Part-time,0.16069,138,879,0.13639,0.18498
2006,East,Either,0.25417,211,879,0.22537,0.28297
2006,East,I'm not sure yet,0.03969,36,879,0.02678,0.05261
2007,West,Full-time,0.41004,762,1836,0.38753,0.43254
2007,West,Part-time,0.33624,632,1836,0.31462,0.35785
2007,West,Either,0.18913,293,1836,0.17121,0.20705
2007,West,I'm not sure yet,0.06460,149,1836,0.05335,0.07584
2007,East,Full-time,0.50931,391,744,0.47336,0.54525
2007,East,Part-time,0.14349,110,744,0.11828,0.16870
2007,East,Either,0.28094,202,744,0.24862,0.31325
2007,East,I'm not sure yet,0.06627,41,744,0.04838,0.08415
2008,West,Full-time,0.43510,691,1607,0.41086,0.45935
2008,West,Part-time,0.32030,545,1607,0.29748,0.34312
2008,West,Either,0.16860,233,1607,0.15029,0.18692
2008,West,I'm not sure yet,0.07600,138,1607,0.06304,0.08896
2008,East,Full-time,0.52844,356,677,0.49081,0.56608
2008,East,Part-time,0.13813,100,677,0.11212,0.16414
2008,East,Either,0.28037,175,677,0.24651,0.31424
2008,East,I'm not sure yet,0.05305,46,677,0.03615,0.06995
2009,West,Full-time,0.45958,657,1472,0.43411,0.48504
2009,West,Part-time,0.29433,471,1472,0.27104,0.31762
2009,West,Either,0.17895,229,1472,0.15936,0.19854
2009,West,I'm not sure yet,0.06714,115,1472,0.05435,0.07993
2009,East,Full-time,0.51956,328,607,0.47978,0.55934
2009,East,Part-time,0.14902,99,607,0.12067,0.17738
2009,East,Either,0.28113,143,607,0.24534,0.31693
2009,East,I'm not sure yet,0.05028,37,607,0.03288,0.06768
2010,West,Full-time,0.46470,1093,3417,0.44798,0.48143
2010,West,Part-time,0.30141,1713,3417,0.28602,0.31680
2010,West,Either,0.16822,450,3417,0.15567,0.18076
2010,West,I'm not sure yet,0.06567,161,3417,0.05736,0.07398
2010,East,Full-time,0.58047,505,985,0.54963,0.61130
2010,East,Part-time,0.18619,280,985,0.16186,0.21051
2010,East,Either,0.18636,169,985,0.16203,0.21069
2010,East,I'm not sure yet,0.04698,31,985,0.03376,0.06020
2011,West,Full-time,0.47298,1204,3304,0.45595,0.49001
2011,West,Part-time,0.32612,1508,3304,0.31013,0.34211
2011,West,Either,0.14242,420,3304,0.13050,0.15434
2011,West,I'm not sure yet,0.05848,172,3304,0.05048,0.06649
2011,East,Full-time,0.56917,489,1009,0.53859,0.59974
2011,East,Part-time,0.18937,286,1009,0.16518,0.21356
2011,East,Either,0.19148,188,1009,0.16719,0.21577
2011,East,I'm not sure yet,0.04999,46,1009,0.03654,0.06344
2012,West,Full-time,0.44609,1122,3037,0.42841,0.46377
2012,West,Part-time,0.33951,1377,3037,0.32266,0.35635
2012,West,Either,0.13112,325,3037,0.11911,0.14312
2012,West,I'm not sure yet,0.08329,213,3037,0.07346,0.09312
2012,East,Full-time,0.53034,464,948,0.49856,0.56213
2012,East,Part-time,0.18154,250,948,0.15699,0.20609
2012,East,Either,0.23564,187,948,0.20861,0.26267
2012,East,I'm not sure yet,0.05248,47,948,0.03828,0.06668
2013,West,Full-time,0.46176,1603,3902,0.44612,0.47741
2013,West,Part-time,0.32813,1580,3902,0.31340,0.34287
2013,West,Either,0.13327,492,3902,0.12261,0.14394
2013,West,I'm not sure yet,0.07683,227,3902,0.06847,0.08519
2013,East,Full-time,0.50635,407,887,0.47342,0.53927
2013,East,Part-time,0.20084,251,887,0.17446,0.22722
2013,East,Either,0.24070,188,887,0.21255,0.26885
2013,East,I'm not sure yet,0.05211,41,887,0.03748,0.06675
2014,West,Full-time,0.43620,1225,3123,0.41881,0.45360
2014,West,Part-time,0.35785,1304,3123,0.34103,0.37466
2014,West,Either,0.12912,391,3123,0.11735,0.14088
2014,West,I'm not sure yet,0.07683,203,3123,0.06749,0.08618
2014,East,Full-time,0.46588,328,793,0.43114,0.50062
2014,East,Part-time,0.23969,246,793,0.20996,0.26942
2014,East,Either,0.24741,171,793,0.21736,0.27747
2014,East,I'm not sure yet,0.04702,48,793,0.03227,0.06176
2015,West,Full-time,0.45617,1345,3298,0.43917,0.47317
2015,West,Part-time,0.32433,1247,3298,0.30835,0.34031
2015,West,Either,0.14331,460,3298,0.13135,0.15527
2015,West,I'm not sure yet,0.07619,246,3298,0.06713,0.08525
2015,East,Full-time,0.44858,298,737,0.41265,0.48451
2015,East,Part-time,0.25421,231,737,0.22276,0.28567
2015,East,Either,0.23735,161,737,0.20661,0.26809
2015,East,I'm not sure yet,0.05986,47,737,0.04272,0.07700
2016,West,Full-time,0.44183,1044,2694,0.42307,0.46058
2016,West,Part-time,0.34007,1064,2694,0.32218,0.35796
2016,West,Either,0.13312,368,2694,0.12029,0.14596
2016,West,I'm not sure yet,0.08498,218,2694,0.07445,0.09551
2016,East,Full-time,0.43174,256,620,0.39272,0.47076
2016,East,Part-time,0.21815,165,620,0.18561,0.25068
2016,East,Either,0.25739,148,620,0.22295,0.29183
2016,East,I'm not sure yet,0.09272,51,620,0.06987,0.11557
2017,West,Full-time,0.41741,1708,4008,0.40214,0.43268
2017,West,Part-time,0.34654,1397,4008,0.33181,0.36128
2017,West,Either,0.15232,574,4008,0.14120,0.16345
2017,West,I'm not sure yet,0.08373,329,4008,0.07515,0.09231
2017,East,Full-time,0.42312,436,985,0.39225,0.45399
2017,East,Part-time,0.28299,284,985,0.25485,0.31114
2017,East,Either,0.23429,188,985,0.20782,0.26075
2017,East,I'm not sure yet,0.05960,77,985,0.04481,0.07439
2018,West,Full-time,0.41282,1915,4453,0.39836,0.42728
2018,West,Part-time,0.35552,1550,4453,0.34146,0.36958
2018,West,Either,0.13948,565,4453,0.12930,0.14966
2018,West,I'm not sure yet,0.09218,423,4453,0.08368,0.10068
2018,East,Full-time,0.41562,420,993,0.38495,0.44628
2018,East,Part-time,0.26048,280,993,0.23317,0.28779
2018,East,Either,0.23473,214,993,0.20835,0.26110
2018,East,I'm not sure yet,0.08918,79,993,0.07144,0.10691
2019,West,Full-time,0.39348,1551,3779,0.37790,0.40906
2019,West,Part-time,0.38811,1453,3779,0.37257,0.40365
2019,West,Either,0.13809,431,3779,0.12709,0.14909
2019,West,I'm not sure yet,0.08032,344,3779,0.07165,0.08898
2019,East,Full-time,0.41886,336,846,0.38559,0.45212
2019,East,Part-time,0.28016,296,846,0.24988,0.31044
2019,East,Either,0.19240,136,846,0.16583,0.21898
2019,East,I'm not sure yet,0.10858,78,846,0.08760,0.12956
2020,West,Full-time,0.36440,1478,3703,0.34890,0.37991
2020,West,Part-time,0.36109,1296,3703,0.34561,0.37656
2020,West,Either,0.13846,491,3703,0.12734,0.14959
2020,West,I'm not sure yet,0.13605,438,3703,0.12500,0.14709
2020,East,Full-time,0.42274,340,823,0.38897,0.45651
2020,East,Part-time,0.24008,258,823,0.21088,0.26928
2020,East,Either,0.20915,128,823,0.18134,0.23695
2020,East,I'm not sure yet,0.12803,97,823,0.10519,0.15087
2021,West,Full-time,0.33134,779,2501,0.31289,0.34979
2021,West,Part-time,0.38299,991,2501,0.36393,0.40205
2021,West,Either,0.18603,471,2501,0.17078,0.20129
2021,West,I'm not sure yet,0.09964,260,2501,0.08790,0.11138
2021,East,Full-time,0.37207,176,507,0.32995,0.41418
2021,East,Part-time,0.31535,178,507,0.27486,0.35584
2021,East,Either,0.20132,109,507,0.16638,0.23626
2021,East,I'm not sure yet,0.11126,44,507,0.08386,0.13866
2022,West,Full-time,0.34380,876,2816,0.32625,0.36134
2022,West,Part-time,0.40048,1195,2816,0.38238,0.41858
2022,West,Either,0.13723,426,2816,0.12452,0.14994
2022,West,I'm not sure yet,0.11849,319,2816,0.10655,0.13043
2022,East,Full-time,0.36796,250,716,0.33261,0.40331
2022,East,Part-time,0.34061,264,716,0.30587,0.37535
2022,East,Either,0.18114,114,716,0.15291,0.20937
2022,East,I'm not sure yet,0.11028,88,716,0.08732,0.13324
