,Unnamed: 0,year,pgisced97,quintil_oecd,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
38,38,1986,Lower Secondary Level,1st Quintile,Part-time,0.28829,46,880,0.23619,0.35543
39,39,1986,Lower Secondary Level,2nd Quintile,Full-time,0.64809,62,880,0.52689,0.80056
40,40,1986,Lower Secondary Level,2nd Quintile,Part-time,0.35191,31,880,0.2782,0.42747
41,41,1986,Lower Secondary Level,3rd Quintile,Full-time,1.0,39,880,0.81511,1.19874
42,42,1986,Lower Secondary Level,4th Quintile,Full-time,1.0,36,880,0.81339,1.21382
43,43,1986,Upper Secondary Level,1st Quintile,Full-time,0.57624,105,880,0.51453,0.6514
44,44,1986,Upper Secondary Level,1st Quintile,Part-time,0.42376,69,880,0.3835,0.475
45,45,1986,Upper Secondary Level,2nd Quintile,Full-time,0.47436,61,880,0.41189,0.53112
46,46,1986,Upper Secondary Level,2nd Quintile,Part-time,0.52564,66,880,0.46622,0.57255
47,47,1986,Upper Secondary Level,3rd Quintile,Full-time,0.54205,58,880,0.46249,0.61449
48,48,1986,Upper Secondary Level,3rd Quintile,Part-time,0.45795,46,880,0.42207,0.49533
49,49,1986,Upper Secondary Level,4th Quintile,Full-time,0.54139,48,880,0.4791,0.60087
50,50,1986,Upper Secondary Level,4th Quintile,Part-time,0.45861,43,880,0.40042,0.51095
51,51,1986,Upper Secondary Level,5th Quintile,Full-time,1.0,37,880,0.86948,1.11371
52,52,1987,Primary Level,1st Quintile,Full-time,1.0,32,818,0.72022,1.41565
53,53,1987,Lower Secondary Level,1st Quintile,Full-time,0.69848,101,818,0.5793,0.84356
54,54,1987,Lower Secondary Level,1st Quintile,Part-time,0.30152,47,818,0.24073,0.38519
55,55,1987,Lower Secondary Level,2nd Quintile,Full-time,1.0,59,818,0.77901,1.21451
56,56,1987,Lower Secondary Level,3rd Quintile,Full-time,1.0,44,818,0.78986,1.21316
57,57,1987,Lower Secondary Level,4th Quintile,Full-time,1.0,36,818,0.80664,1.20069
58,58,1987,Upper Secondary Level,1st Quintile,Full-time,0.6044,104,818,0.53366,0.68487
59,59,1987,Upper Secondary Level,1st Quintile,Part-time,0.3956,68,818,0.34787,0.439
60,60,1987,Upper Secondary Level,2nd Quintile,Full-time,0.3878,52,818,0.32277,0.44628
61,61,1987,Upper Secondary Level,2nd Quintile,Part-time,0.6122,80,818,0.55764,0.66593
62,62,1987,Upper Secondary Level,3rd Quintile,Full-time,0.47755,48,818,0.42831,0.52689
63,63,1987,Upper Secondary Level,3rd Quintile,Part-time,0.52245,55,818,0.47162,0.56463
64,64,1987,Upper Secondary Level,4th Quintile,Full-time,0.43279,45,818,0.35836,0.50358
65,65,1987,Upper Secondary Level,4th Quintile,Part-time,0.56721,47,818,0.51681,0.61372
66,66,1988,Lower Secondary Level,1st Quintile,Full-time,0.58805,94,783,0.45949,0.70504
67,67,1988,Lower Secondary Level,1st Quintile,Part-time,0.41195,40,783,0.32034,0.50696
68,68,1988,Lower Secondary Level,2nd Quintile,Full-time,1.0,56,783,0.7417,1.26964
69,69,1988,Lower Secondary Level,3rd Quintile,Full-time,1.0,52,783,0.80537,1.18981
70,70,1988,Lower Secondary Level,4th Quintile,Full-time,1.0,46,783,0.79305,1.1639
71,71,1988,Upper Secondary Level,1st Quintile,Full-time,0.60918,91,783,0.52164,0.69674
72,72,1988,Upper Secondary Level,1st Quintile,Part-time,0.39082,66,783,0.3394,0.46003
73,73,1988,Upper Secondary Level,2nd Quintile,Full-time,0.43633,54,783,0.36735,0.51228
74,74,1988,Upper Secondary Level,2nd Quintile,Part-time,0.56367,64,783,0.50038,0.62301
75,75,1988,Upper Secondary Level,3rd Quintile,Full-time,0.5632,55,783,0.49462,0.62953
76,76,1988,Upper Secondary Level,3rd Quintile,Part-time,0.4368,48,783,0.37052,0.49747
77,77,1988,Upper Secondary Level,4th Quintile,Full-time,0.54284,62,783,0.47489,0.61171
78,78,1988,Upper Secondary Level,4th Quintile,Part-time,0.45716,55,783,0.40729,0.50988
79,79,1989,Lower Secondary Level,1st Quintile,Full-time,0.66831,88,633,0.55148,0.80885
80,80,1989,Lower Secondary Level,1st Quintile,Part-time,0.33169,47,633,0.25782,0.41024
81,81,1989,Lower Secondary Level,2nd Quintile,Full-time,1.0,39,633,0.76914,1.24364
82,82,1989,Upper Secondary Level,1st Quintile,Full-time,0.69388,83,633,0.59137,0.79061
83,83,1989,Upper Secondary Level,1st Quintile,Part-time,0.30612,38,633,0.24801,0.36902
84,84,1989,Upper Secondary Level,2nd Quintile,Full-time,0.44169,51,633,0.34505,0.52285
85,85,1989,Upper Secondary Level,2nd Quintile,Part-time,0.55831,60,633,0.49096,0.62823
86,86,1989,Upper Secondary Level,3rd Quintile,Full-time,0.40161,37,633,0.31921,0.48658
87,87,1989,Upper Secondary Level,3rd Quintile,Part-time,0.59839,56,633,0.53122,0.66965
88,88,1989,Upper Secondary Level,4th Quintile,Full-time,0.48415,44,633,0.40876,0.55346
89,89,1989,Upper Secondary Level,4th Quintile,Part-time,0.51585,47,633,0.4635,0.56014
90,90,1989,Upper Secondary Level,5th Quintile,Part-time,1.0,43,633,0.86186,1.12392
91,91,1991,Lower Secondary Level,1st Quintile,Full-time,0.52428,56,511,0.41939,0.64204
92,92,1991,Lower Secondary Level,1st Quintile,Part-time,0.47572,43,511,0.37512,0.58913
93,93,1991,Lower Secondary Level,2nd Quintile,Full-time,1.0,36,511,0.78706,1.28715
94,94,1991,Upper Secondary Level,1st Quintile,Full-time,0.47718,58,511,0.37198,0.58844
95,95,1991,Upper Secondary Level,1st Quintile,Part-time,0.52282,41,511,0.42746,0.61454
96,96,1991,Upper Secondary Level,2nd Quintile,Full-time,0.4335,38,511,0.34498,0.53885
97,97,1991,Upper Secondary Level,2nd Quintile,Part-time,0.5665,56,511,0.4798,0.63946
98,98,1991,Upper Secondary Level,3rd Quintile,Full-time,0.50732,47,511,0.42105,0.60991
99,99,1991,Upper Secondary Level,3rd Quintile,Part-time,0.49268,56,511,0.42546,0.57381
100,100,1991,Upper Secondary Level,4th Quintile,Full-time,0.52515,46,511,0.43697,0.60498
101,101,1991,Upper Secondary Level,4th Quintile,Part-time,0.47485,34,511,0.41183,0.54202
102,102,1992,Lower Secondary Level,1st Quintile,Full-time,0.629,65,1065,0.51003,0.73048
103,103,1992,Lower Secondary Level,1st Quintile,Part-time,0.371,31,1065,0.28659,0.449
104,104,1992,Lower Secondary Level,2nd Quintile,Full-time,0.53639,49,1065,0.43351,0.62006
105,105,1992,Lower Secondary Level,2nd Quintile,Part-time,0.46361,34,1065,0.34965,0.57085
106,106,1992,Lower Secondary Level,3rd Quintile,Full-time,1.0,46,1065,0.8091,1.17526
107,107,1992,Upper Secondary Level,1st Quintile,Full-time,0.61396,177,1065,0.55445,0.66825
108,108,1992,Upper Secondary Level,1st Quintile,Part-time,0.25958,73,1065,0.22231,0.30509
109,109,1992,Upper Secondary Level,1st Quintile,Either,0.12646,46,1065,0.10352,0.15721
110,110,1992,Upper Secondary Level,2nd Quintile,Full-time,0.48302,100,1065,0.41573,0.55816
111,111,1992,Upper Secondary Level,2nd Quintile,Part-time,0.37523,72,1065,0.32731,0.42536
112,112,1992,Upper Secondary Level,2nd Quintile,Either,0.14175,34,1065,0.11881,0.16645
113,113,1992,Upper Secondary Level,3rd Quintile,Full-time,0.54857,85,1065,0.46928,0.63878
114,114,1992,Upper Secondary Level,3rd Quintile,Part-time,0.45143,60,1065,0.38904,0.52016
115,115,1992,Upper Secondary Level,4th Quintile,Full-time,0.35847,51,1065,0.30087,0.42466
116,116,1992,Upper Secondary Level,4th Quintile,Part-time,0.64153,71,1065,0.55814,0.73504
117,117,1992,Upper Secondary Level,5th Quintile,Full-time,0.57865,39,1065,0.46183,0.71939
118,118,1992,Upper Secondary Level,5th Quintile,Part-time,0.42135,32,1065,0.35693,0.49228
119,119,1993,Pre-primary Level,2nd Quintile,Full-time,1.0,31,1114,0.75217,1.30625
120,120,1993,Lower Secondary Level,1st Quintile,Full-time,0.56909,69,1114,0.45038,0.67068
121,121,1993,Lower Secondary Level,1st Quintile,Part-time,0.43091,46,1114,0.35576,0.49512
122,122,1993,Lower Secondary Level,2nd Quintile,Full-time,1.0,48,1114,0.82244,1.21101
123,123,1993,Lower Secondary Level,3rd Quintile,Full-time,1.0,47,1114,0.7958,1.25069
124,124,1993,Upper Secondary Level,1st Quintile,Full-time,0.54958,163,1114,0.49872,0.60476
125,125,1993,Upper Secondary Level,1st Quintile,Part-time,0.28442,86,1114,0.24079,0.33591
126,126,1993,Upper Secondary Level,1st Quintile,Either,0.166,53,1114,0.1245,0.21969
127,127,1993,Upper Secondary Level,2nd Quintile,Full-time,0.48224,103,1114,0.42241,0.53525
128,128,1993,Upper Secondary Level,2nd Quintile,Part-time,0.36316,74,1114,0.31392,0.41065
129,129,1993,Upper Secondary Level,2nd Quintile,Either,0.1546,39,1114,0.11996,0.19266
130,130,1993,Upper Secondary Level,3rd Quintile,Full-time,0.50438,91,1114,0.42198,0.59601
131,131,1993,Upper Secondary Level,3rd Quintile,Part-time,0.49562,60,1114,0.41902,0.57659
132,132,1993,Upper Secondary Level,4th Quintile,Full-time,0.59259,73,1114,0.50228,0.67226
133,133,1993,Upper Secondary Level,4th Quintile,Part-time,0.40741,47,1114,0.35229,0.46115
134,134,1993,Upper Secondary Level,5th Quintile,Full-time,0.5048,44,1114,0.42085,0.6127
135,135,1993,Upper Secondary Level,5th Quintile,Part-time,0.4952,40,1114,0.40086,0.5871
136,136,1994,Pre-primary Level,2nd Quintile,Full-time,1.0,34,1139,0.8113,1.1874
137,137,1994,Pre-primary Level,3rd Quintile,Full-time,1.0,33,1139,0.82481,1.19341
138,138,1994,Lower Secondary Level,1st Quintile,Full-time,0.6448,74,1139,0.53966,0.76946
139,139,1994,Lower Secondary Level,1st Quintile,Part-time,0.3552,43,1139,0.29944,0.42685
140,140,1994,Lower Secondary Level,2nd Quintile,Full-time,1.0,44,1139,0.78518,1.22448
141,141,1994,Lower Secondary Level,3rd Quintile,Full-time,1.0,34,1139,0.78662,1.25438
142,142,1994,Upper Secondary Level,1st Quintile,Full-time,0.58817,169,1139,0.5211,0.66696
143,143,1994,Upper Secondary Level,1st Quintile,Part-time,0.26466,74,1139,0.22453,0.31678
144,144,1994,Upper Secondary Level,1st Quintile,Either,0.14717,60,1139,0.12642,0.16458
145,145,1994,Upper Secondary Level,2nd Quintile,Full-time,0.40793,99,1139,0.3341,0.51409
146,146,1994,Upper Secondary Level,2nd Quintile,Part-time,0.44833,99,1139,0.39592,0.50929
147,147,1994,Upper Secondary Level,2nd Quintile,Either,0.14374,33,1139,0.11122,0.17772
148,148,1994,Upper Secondary Level,3rd Quintile,Full-time,0.46311,80,1139,0.40133,0.52572
149,149,1994,Upper Secondary Level,3rd Quintile,Part-time,0.53689,70,1139,0.45864,0.63759
150,150,1994,Upper Secondary Level,4th Quintile,Full-time,0.62923,82,1139,0.52296,0.75224
151,151,1994,Upper Secondary Level,4th Quintile,Part-time,0.37077,51,1139,0.31629,0.44287
152,152,1994,Upper Secondary Level,5th Quintile,Full-time,1.0,60,1139,0.88094,1.14081
153,153,1995,Pre-primary Level,1st Quintile,Full-time,1.0,41,1225,0.72752,1.29829
154,154,1995,Pre-primary Level,2nd Quintile,Full-time,1.0,34,1225,0.81383,1.20249
155,155,1995,Pre-primary Level,3rd Quintile,Full-time,1.0,36,1225,0.8152,1.24791
156,156,1995,Lower Secondary Level,1st Quintile,Full-time,0.56522,73,1225,0.4682,0.66864
157,157,1995,Lower Secondary Level,1st Quintile,Part-time,0.43478,55,1225,0.35714,0.5679
158,158,1995,Lower Secondary Level,2nd Quintile,Full-time,1.0,45,1225,0.80854,1.18452
159,159,1995,Upper Secondary Level,1st Quintile,Full-time,0.59744,176,1225,0.53811,0.67401
160,160,1995,Upper Secondary Level,1st Quintile,Part-time,0.24175,79,1225,0.20975,0.28858
161,161,1995,Upper Secondary Level,1st Quintile,Either,0.16081,52,1225,0.1318,0.19423
162,162,1995,Upper Secondary Level,2nd Quintile,Full-time,0.37794,101,1225,0.3205,0.44072
163,163,1995,Upper Secondary Level,2nd Quintile,Part-time,0.44684,93,1225,0.3823,0.51127
164,164,1995,Upper Secondary Level,2nd Quintile,Either,0.17522,42,1225,0.13107,0.21925
165,165,1995,Upper Secondary Level,3rd Quintile,Full-time,0.54543,94,1225,0.4662,0.63019
166,166,1995,Upper Secondary Level,3rd Quintile,Part-time,0.45457,76,1225,0.38715,0.53348
167,167,1995,Upper Secondary Level,4th Quintile,Full-time,0.54759,80,1225,0.47036,0.64793
168,168,1995,Upper Secondary Level,4th Quintile,Part-time,0.45241,45,1225,0.37184,0.54879
169,169,1995,Upper Secondary Level,5th Quintile,Full-time,0.5043,57,1225,0.43824,0.58602
170,170,1995,Upper Secondary Level,5th Quintile,Part-time,0.4957,46,1225,0.41684,0.59947
171,171,1996,Pre-primary Level,1st Quintile,Full-time,1.0,39,1280,0.75358,1.2669
172,172,1996,Pre-primary Level,2nd Quintile,Full-time,1.0,37,1280,0.81362,1.21944
173,173,1996,Pre-primary Level,3rd Quintile,Full-time,1.0,34,1280,0.8213,1.21776
174,174,1996,Lower Secondary Level,1st Quintile,Full-time,0.45177,67,1280,0.36089,0.55593
175,175,1996,Lower Secondary Level,1st Quintile,Part-time,0.29705,36,1280,0.20729,0.39079
176,176,1996,Lower Secondary Level,1st Quintile,Either,0.25119,38,1280,0.19927,0.30907
177,177,1996,Lower Secondary Level,2nd Quintile,Full-time,0.4577,45,1280,0.35664,0.5842
178,178,1996,Lower Secondary Level,2nd Quintile,Part-time,0.5423,35,1280,0.3952,0.71498
179,179,1996,Upper Secondary Level,1st Quintile,Full-time,0.49651,179,1280,0.44013,0.56826
180,180,1996,Upper Secondary Level,1st Quintile,Part-time,0.29712,91,1280,0.25101,0.35375
181,181,1996,Upper Secondary Level,1st Quintile,Either,0.20637,68,1280,0.16478,0.25303
182,182,1996,Upper Secondary Level,2nd Quintile,Full-time,0.41424,111,1280,0.35803,0.46817
183,183,1996,Upper Secondary Level,2nd Quintile,Part-time,0.4469,84,1280,0.38034,0.51182
184,184,1996,Upper Secondary Level,2nd Quintile,Either,0.13886,33,1280,0.10478,0.16852
185,185,1996,Upper Secondary Level,3rd Quintile,Full-time,0.44952,79,1280,0.37581,0.5321
186,186,1996,Upper Secondary Level,3rd Quintile,Part-time,0.36635,56,1280,0.28604,0.46182
187,187,1996,Upper Secondary Level,3rd Quintile,Either,0.18414,33,1280,0.13646,0.24017
188,188,1996,Upper Secondary Level,4th Quintile,Full-time,0.50148,71,1280,0.44156,0.58247
189,189,1996,Upper Secondary Level,4th Quintile,Part-time,0.49852,52,1280,0.41869,0.59544
190,190,1996,Upper Secondary Level,5th Quintile,Full-time,0.46793,49,1280,0.37834,0.56408
191,191,1996,Upper Secondary Level,5th Quintile,Part-time,0.53207,43,1280,0.434,0.6606
192,192,1997,Pre-primary Level,1st Quintile,Full-time,1.0,38,1307,0.79712,1.2291
193,193,1997,Pre-primary Level,2nd Quintile,Full-time,1.0,45,1307,0.81099,1.23147
194,194,1997,Pre-primary Level,3rd Quintile,Full-time,1.0,31,1307,0.74126,1.29403
195,195,1997,Pre-primary Level,4th Quintile,Full-time,1.0,34,1307,0.79045,1.26411
196,196,1997,Lower Secondary Level,1st Quintile,Full-time,0.54188,78,1307,0.45473,0.64889
197,197,1997,Lower Secondary Level,1st Quintile,Part-time,0.24399,38,1307,0.18366,0.32496
198,198,1997,Lower Secondary Level,1st Quintile,Either,0.21413,37,1307,0.15111,0.29108
199,199,1997,Lower Secondary Level,2nd Quintile,Full-time,0.5692,51,1307,0.41603,0.75151
200,200,1997,Lower Secondary Level,2nd Quintile,Part-time,0.4308,35,1307,0.31359,0.58568
201,201,1997,Upper Secondary Level,1st Quintile,Full-time,0.44921,148,1307,0.39039,0.52508
202,202,1997,Upper Secondary Level,1st Quintile,Part-time,0.28553,80,1307,0.234,0.34881
203,203,1997,Upper Secondary Level,1st Quintile,Either,0.26526,82,1307,0.23131,0.30274
204,204,1997,Upper Secondary Level,2nd Quintile,Full-time,0.48037,105,1307,0.39821,0.57827
205,205,1997,Upper Secondary Level,2nd Quintile,Part-time,0.39859,90,1307,0.35191,0.45835
206,206,1997,Upper Secondary Level,2nd Quintile,Either,0.12104,34,1307,0.08948,0.1621
207,207,1997,Upper Secondary Level,3rd Quintile,Full-time,0.46998,81,1307,0.4057,0.55097
208,208,1997,Upper Secondary Level,3rd Quintile,Part-time,0.53002,82,1307,0.42916,0.632
209,209,1997,Upper Secondary Level,4th Quintile,Full-time,0.39102,55,1307,0.30734,0.49065
210,210,1997,Upper Secondary Level,4th Quintile,Part-time,0.40219,45,1307,0.30802,0.50972
211,211,1997,Upper Secondary Level,4th Quintile,Either,0.20679,31,1307,0.13801,0.27792
212,212,1997,Upper Secondary Level,5th Quintile,Full-time,0.46215,43,1307,0.38737,0.55164
213,213,1997,Upper Secondary Level,5th Quintile,Part-time,0.53785,44,1307,0.42026,0.66218
214,214,1998,Pre-primary Level,1st Quintile,Full-time,1.0,39,1138,0.81694,1.17551
215,215,1998,Pre-primary Level,2nd Quintile,Full-time,1.0,40,1138,0.80249,1.22743
216,216,1998,Pre-primary Level,3rd Quintile,Full-time,1.0,35,1138,0.82908,1.17115
217,217,1998,Lower Secondary Level,1st Quintile,Full-time,0.63767,73,1138,0.52445,0.7741
218,218,1998,Lower Secondary Level,1st Quintile,Part-time,0.36233,45,1138,0.2592,0.46819
219,219,1998,Lower Secondary Level,2nd Quintile,Full-time,1.0,40,1138,0.80034,1.22873
220,220,1998,Upper Secondary Level,1st Quintile,Full-time,0.52182,164,1138,0.45515,0.59052
221,221,1998,Upper Secondary Level,1st Quintile,Part-time,0.25008,74,1138,0.21134,0.28704
222,222,1998,Upper Secondary Level,1st Quintile,Either,0.2281,59,1138,0.18481,0.28461
223,223,1998,Upper Secondary Level,2nd Quintile,Full-time,0.37566,87,1138,0.32765,0.43202
224,224,1998,Upper Secondary Level,2nd Quintile,Part-time,0.44253,94,1138,0.37055,0.52408
225,225,1998,Upper Secondary Level,2nd Quintile,Either,0.18181,45,1138,0.15189,0.214
226,226,1998,Upper Secondary Level,3rd Quintile,Full-time,0.42457,71,1138,0.37151,0.4836
227,227,1998,Upper Secondary Level,3rd Quintile,Part-time,0.41837,61,1138,0.31259,0.52202
228,228,1998,Upper Secondary Level,3rd Quintile,Either,0.15706,32,1138,0.10583,0.23798
229,229,1998,Upper Secondary Level,4th Quintile,Full-time,0.64665,69,1138,0.54535,0.75801
230,230,1998,Upper Secondary Level,4th Quintile,Part-time,0.35335,37,1138,0.28894,0.43067
231,231,1998,Upper Secondary Level,5th Quintile,Full-time,0.53889,42,1138,0.43755,0.65276
232,232,1998,Upper Secondary Level,5th Quintile,Part-time,0.46111,31,1138,0.3449,0.57607
233,233,1999,Pre-primary Level,1st Quintile,Full-time,1.0,35,1070,0.82128,1.20437
234,234,1999,Pre-primary Level,2nd Quintile,Full-time,1.0,42,1070,0.78575,1.24694
235,235,1999,Pre-primary Level,3rd Quintile,Full-time,1.0,31,1070,0.73999,1.33408
236,236,1999,Lower Secondary Level,1st Quintile,Full-time,0.64443,71,1070,0.52888,0.77864
237,237,1999,Lower Secondary Level,1st Quintile,Part-time,0.35557,39,1070,0.26511,0.46909
238,238,1999,Lower Secondary Level,2nd Quintile,Full-time,1.0,36,1070,0.81266,1.20898
239,239,1999,Upper Secondary Level,1st Quintile,Full-time,0.53653,166,1070,0.46939,0.60152
240,240,1999,Upper Secondary Level,1st Quintile,Part-time,0.23075,72,1070,0.19305,0.2685
241,241,1999,Upper Secondary Level,1st Quintile,Either,0.23273,66,1070,0.19621,0.26941
242,242,1999,Upper Secondary Level,2nd Quintile,Full-time,0.42627,89,1070,0.35168,0.48733
243,243,1999,Upper Secondary Level,2nd Quintile,Part-time,0.42708,76,1070,0.35313,0.50441
244,244,1999,Upper Secondary Level,2nd Quintile,Either,0.14665,37,1070,0.114,0.17978
245,245,1999,Upper Secondary Level,3rd Quintile,Full-time,0.54928,81,1070,0.44336,0.64799
246,246,1999,Upper Secondary Level,3rd Quintile,Part-time,0.45072,62,1070,0.37625,0.53261
247,247,1999,Upper Secondary Level,4th Quintile,Full-time,0.58603,57,1070,0.46913,0.70508
248,248,1999,Upper Secondary Level,4th Quintile,Part-time,0.41397,37,1070,0.32242,0.53303
249,249,1999,Upper Secondary Level,5th Quintile,Full-time,0.51874,42,1070,0.41726,0.61679
250,250,1999,Upper Secondary Level,5th Quintile,Part-time,0.48126,31,1070,0.36446,0.59622
251,251,2000,Pre-primary Level,1st Quintile,Full-time,1.0,39,1109,0.81163,1.18601
252,252,2000,Pre-primary Level,2nd Quintile,Full-time,1.0,37,1109,0.83928,1.18035
253,253,2000,Pre-primary Level,3rd Quintile,Full-time,1.0,33,1109,0.81821,1.22906
254,254,2000,Lower Secondary Level,1st Quintile,Full-time,0.72584,91,1109,0.62739,0.8522
255,255,2000,Lower Secondary Level,1st Quintile,Part-time,0.27416,39,1109,0.2115,0.35165
256,256,2000,Lower Secondary Level,2nd Quintile,Full-time,1.0,34,1109,0.76579,1.27837
257,257,2000,Upper Secondary Level,1st Quintile,Full-time,0.55987,184,1109,0.50389,0.62935
258,258,2000,Upper Secondary Level,1st Quintile,Part-time,0.22328,75,1109,0.17856,0.26467
259,259,2000,Upper Secondary Level,1st Quintile,Either,0.21684,58,1109,0.17548,0.26211
260,260,2000,Upper Secondary Level,2nd Quintile,Full-time,0.43543,98,1109,0.38116,0.49374
261,261,2000,Upper Secondary Level,2nd Quintile,Part-time,0.38634,93,1109,0.33275,0.4514
262,262,2000,Upper Secondary Level,2nd Quintile,Either,0.17823,42,1109,0.14751,0.22242
263,263,2000,Upper Secondary Level,3rd Quintile,Full-time,0.53897,75,1109,0.45408,0.62306
264,264,2000,Upper Secondary Level,3rd Quintile,Part-time,0.46103,62,1109,0.37386,0.569
265,265,2000,Upper Secondary Level,4th Quintile,Full-time,0.51303,64,1109,0.44251,0.60088
266,266,2000,Upper Secondary Level,4th Quintile,Part-time,0.48697,37,1109,0.39173,0.59642
267,267,2000,Upper Secondary Level,5th Quintile,Full-time,1.0,48,1109,0.87789,1.15446
268,268,2001,Pre-primary Level,1st Quintile,Full-time,1.0,68,1952,0.88119,1.16293
269,269,2001,Pre-primary Level,2nd Quintile,Full-time,1.0,73,1952,0.87048,1.13643
270,270,2001,Pre-primary Level,3rd Quintile,Full-time,1.0,46,1952,0.82244,1.17092
271,271,2001,Pre-primary Level,4th Quintile,Full-time,1.0,52,1952,0.8614,1.15266
272,272,2001,Pre-primary Level,5th Quintile,Full-time,1.0,38,1952,0.83948,1.16835
273,273,2001,Lower Secondary Level,1st Quintile,Full-time,0.4885,99,1952,0.40807,0.57119
274,274,2001,Lower Secondary Level,1st Quintile,Part-time,0.298,57,1952,0.23557,0.36311
275,275,2001,Lower Secondary Level,1st Quintile,Either,0.2135,37,1952,0.16554,0.25585
276,276,2001,Lower Secondary Level,2nd Quintile,Full-time,0.61181,60,1952,0.51452,0.71826
277,277,2001,Lower Secondary Level,2nd Quintile,Part-time,0.38819,42,1952,0.31354,0.4638
278,278,2001,Lower Secondary Level,3rd Quintile,Full-time,1.0,33,1952,0.80788,1.27824
279,279,2001,Upper Secondary Level,1st Quintile,Full-time,0.55561,271,1952,0.50309,0.5954
280,280,2001,Upper Secondary Level,1st Quintile,Part-time,0.21336,113,1952,0.18402,0.2392
281,281,2001,Upper Secondary Level,1st Quintile,Either,0.13997,75,1952,0.11754,0.16235
282,282,2001,Upper Secondary Level,1st Quintile,I'm not sure yet,0.09105,43,1952,0.07273,0.11138
283,283,2001,Upper Secondary Level,2nd Quintile,Full-time,0.44773,145,1952,0.39709,0.50473
284,284,2001,Upper Secondary Level,2nd Quintile,Part-time,0.41163,127,1952,0.36036,0.46851
