"plh0196","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Leute verfolgen Eigeninteresse","2009","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2009","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2009","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2009","AkademikerIn","","","",""
"Leute sind hilfsbereit","2010","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2010","Hauptschule","","","",""
"Leute sind hilfsbereit","2010","Realschule","","","",""
"Leute sind hilfsbereit","2010","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2010","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2010","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2010","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2010","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2010","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2010","AkademikerIn","","","",""
"Leute sind hilfsbereit","2011","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2011","Hauptschule","","","",""
"Leute sind hilfsbereit","2011","Realschule","","","",""
"Leute sind hilfsbereit","2011","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2011","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2011","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2011","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2011","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2011","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2011","AkademikerIn","","","",""
"Leute sind hilfsbereit","2012","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2012","Hauptschule","","","",""
"Leute sind hilfsbereit","2012","Realschule","","","",""
"Leute sind hilfsbereit","2012","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2012","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2012","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2012","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2012","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2012","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2012","AkademikerIn","","","",""
"Leute sind hilfsbereit","2013","(noch) kein Abschluss","290","","",""
"Leute sind hilfsbereit","2013","Hauptschule","3214","0.431580039069483","0.420447547571176","0.44271253056779"
"Leute sind hilfsbereit","2013","Realschule","2803","","",""
"Leute sind hilfsbereit","2013","(Fach-)Abitur","1427","","",""
"Leute sind hilfsbereit","2013","AkademikerIn","3001","0.513558960662676","0.500561875762203","0.526556045563149"
"Leute verfolgen Eigeninteresse","2013","(noch) kein Abschluss","496","0.617588888255922","0.583614487424011","0.651563289087832"
"Leute verfolgen Eigeninteresse","2013","Hauptschule","4390","0.568419960930517","0.55728746943221","0.579552452428824"
"Leute verfolgen Eigeninteresse","2013","Realschule","4294","0.618364929961741","0.607062879230106","0.629666980693376"
"Leute verfolgen Eigeninteresse","2013","(Fach-)Abitur","1770","","",""
"Leute verfolgen Eigeninteresse","2013","AkademikerIn","2680","","",""
"Leute sind hilfsbereit","2014","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2014","Hauptschule","","","",""
"Leute sind hilfsbereit","2014","Realschule","","","",""
"Leute sind hilfsbereit","2014","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2014","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2014","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2014","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2014","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2014","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2014","AkademikerIn","","","",""
"Leute sind hilfsbereit","2015","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2015","Hauptschule","","","",""
"Leute sind hilfsbereit","2015","Realschule","","","",""
"Leute sind hilfsbereit","2015","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2015","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2015","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2015","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2015","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2015","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2015","AkademikerIn","","","",""
"Leute sind hilfsbereit","2016","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2016","Hauptschule","","","",""
"Leute sind hilfsbereit","2016","Realschule","","","",""
"Leute sind hilfsbereit","2016","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2016","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2016","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2016","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2016","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2016","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2016","AkademikerIn","","","",""
"Leute sind hilfsbereit","2017","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2017","Hauptschule","","","",""
"Leute sind hilfsbereit","2017","Realschule","","","",""
"Leute sind hilfsbereit","2017","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2017","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2017","(noch) kein Abschluss","","","",""
"Leute verfolgen Eigeninteresse","2017","Hauptschule","","","",""
"Leute verfolgen Eigeninteresse","2017","Realschule","","","",""
"Leute verfolgen Eigeninteresse","2017","(Fach-)Abitur","","","",""
"Leute verfolgen Eigeninteresse","2017","AkademikerIn","","","",""
"Leute sind hilfsbereit","2018","(noch) kein Abschluss","1014","","",""
"Leute sind hilfsbereit","2018","Hauptschule","3296","0.464273739725241","0.452825390882687","0.475722088567795"
"Leute sind hilfsbereit","2018","Realschule","2714","","",""
"Leute sind hilfsbereit","2018","(Fach-)Abitur","2034","","",""
"Leute sind hilfsbereit","2018","AkademikerIn","3702","0.537367614164905","0.525476533556163","0.549258694773647"
"Leute verfolgen Eigeninteresse","2018","(noch) kein Abschluss","962","0.577795139610826","0.556017882565158","0.599572396656494"
"Leute verfolgen Eigeninteresse","2018","Hauptschule","3994","0.535726260274759","0.524277911432205","0.547174609117314"
"Leute verfolgen Eigeninteresse","2018","Realschule","3841","0.588531534917686","0.576618706395314","0.600444363440057"
"Leute verfolgen Eigeninteresse","2018","(Fach-)Abitur","2421","","",""
"Leute verfolgen Eigeninteresse","2018","AkademikerIn","3052","0.462632385835095","0.450741305226353","0.474523466443837"
