"plh0196","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Leute verfolgen Eigeninteresse","2006","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2008","1 Einkommensschwächstes Quintil","Westdeutschland","731","0.348367591562779","0.328066916955372","0.368668266170185"
"Leute sind hilfsbereit","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","348","0.303150954622244","0.276621259313754","0.329680649930734"
"Leute sind hilfsbereit","2008","2","Westdeutschland","1045","0.370022615447527","0.351987389020006","0.388057841875048"
"Leute sind hilfsbereit","2008","2","Ostdeutschland","428","0.343639242544737","0.317300832650332","0.369977652439142"
"Leute sind hilfsbereit","2008","3","Westdeutschland","1053","0.388557908178806","0.370069564623201","0.407046251734412"
"Leute sind hilfsbereit","2008","3","Ostdeutschland","332","0.314254279598978","0.285862996346917","0.34264556285104"
"Leute sind hilfsbereit","2008","4","Westdeutschland","1270","0.371675229222704","0.355027667221593","0.388322791223815"
"Leute sind hilfsbereit","2008","4","Ostdeutschland","273","0.352028997688638","0.319118016124321","0.384939979252956"
"Leute sind hilfsbereit","2008","5 Einkommensstärkstes Quintil","Westdeutschland","1556","0.41238296399558","0.396173820691001","0.428592107300158"
"Leute sind hilfsbereit","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","180","0.363467210692759","0.320074168282343","0.406860253103175"
"Leute verfolgen Eigeninteresse","2008","1 Einkommensschwächstes Quintil","Westdeutschland","1385","0.651632408437221","0.631331733829815","0.671933083044628"
"Leute verfolgen Eigeninteresse","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","805","0.696849045377756","0.670319350069266","0.723378740686246"
"Leute verfolgen Eigeninteresse","2008","2","Westdeutschland","1708","0.629977384552473","0.611942158124952","0.648012610979994"
"Leute verfolgen Eigeninteresse","2008","2","Ostdeutschland","821","0.656360757455263","0.630022347560858","0.682699167349668"
"Leute verfolgen Eigeninteresse","2008","3","Westdeutschland","1617","0.611442091821194","0.592953748265588","0.629930435376799"
"Leute verfolgen Eigeninteresse","2008","3","Ostdeutschland","695","0.685745720401022","0.65735443714896","0.714137003653083"
"Leute verfolgen Eigeninteresse","2008","4","Westdeutschland","1967","0.628324770777296","0.611677208776185","0.644972332778407"
"Leute verfolgen Eigeninteresse","2008","4","Ostdeutschland","536","0.647971002311362","0.615060020747044","0.680881983875679"
"Leute verfolgen Eigeninteresse","2008","5 Einkommensstärkstes Quintil","Westdeutschland","1987","0.58761703600442","0.571407892699842","0.603826179308999"
"Leute verfolgen Eigeninteresse","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","292","0.636532789307241","0.593139746896825","0.679925831717657"
"Leute sind hilfsbereit","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2009","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2009","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2009","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2009","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2009","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2009","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2010","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2010","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2010","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2010","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2010","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2010","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2011","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2011","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2011","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2011","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2011","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2011","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2011","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2011","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2011","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2011","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2011","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2012","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2012","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2012","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2012","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2012","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2012","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2013","1 Einkommensschwächstes Quintil","Westdeutschland","1012","0.395975459270615","0.377052842562413","0.414898075978818"
"Leute sind hilfsbereit","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","384","0.349232602652007","0.321350309003606","0.377114896300407"
"Leute sind hilfsbereit","2013","2","Westdeutschland","1468","0.423198667307484","0.40693704017958","0.439460294435389"
"Leute sind hilfsbereit","2013","2","Ostdeutschland","561","0.407961223045981","0.382078633616302","0.43384381247566"
"Leute sind hilfsbereit","2013","3","Westdeutschland","1567","0.46607044115042","0.449534453419261","0.482606428881578"
"Leute sind hilfsbereit","2013","3","Ostdeutschland","492","0.397772384200849","0.369799188884024","0.425745579517674"
"Leute sind hilfsbereit","2013","4","Westdeutschland","2003","0.426637691664819","0.412128935617204","0.441146447712435"
"Leute sind hilfsbereit","2013","4","Ostdeutschland","515","0.422309111492238","0.393811519037875","0.450806703946602"
"Leute sind hilfsbereit","2013","5 Einkommensstärkstes Quintil","Westdeutschland","2620","0.458707670824321","0.445310248317908","0.472105093330734"
"Leute sind hilfsbereit","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","375","0.445803360361393","0.411120636162621","0.480486084560164"
"Leute verfolgen Eigeninteresse","2013","1 Einkommensschwächstes Quintil","Westdeutschland","1554","0.604024540729385","0.585101924021182","0.622947157437587"
"Leute verfolgen Eigeninteresse","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","739","0.650767397347993","0.622885103699593","0.678649690996394"
"Leute verfolgen Eigeninteresse","2013","2","Westdeutschland","2078","0.576801332692516","0.560539705564611","0.59306295982042"
"Leute verfolgen Eigeninteresse","2013","2","Ostdeutschland","824","0.592038776954019","0.56615618752434","0.617921366383698"
"Leute verfolgen Eigeninteresse","2013","3","Westdeutschland","1929","0.53392955884958","0.517393571118421","0.550465546580738"
"Leute verfolgen Eigeninteresse","2013","3","Ostdeutschland","684","0.602227615799151","0.574254420482326","0.630200811115976"
"Leute verfolgen Eigeninteresse","2013","4","Westdeutschland","2461","0.573362308335181","0.558853552287565","0.587871064382796"
"Leute verfolgen Eigeninteresse","2013","4","Ostdeutschland","639","0.577690888507762","0.549193296053398","0.606188480962125"
"Leute verfolgen Eigeninteresse","2013","5 Einkommensstärkstes Quintil","Westdeutschland","2694","0.541292329175679","0.527894906669267","0.554689751682092"
"Leute verfolgen Eigeninteresse","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","414","0.554196639638607","0.519513915439836","0.588879363837379"
"Leute sind hilfsbereit","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2014","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2014","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2014","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2014","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2014","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2014","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2015","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2015","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2015","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2015","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2015","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2015","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2015","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2015","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2015","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2015","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2015","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2016","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2016","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2016","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2016","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2016","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2016","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2016","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2016","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2017","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2017","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2017","2","Westdeutschland","","","",""
"Leute sind hilfsbereit","2017","2","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2017","3","Westdeutschland","","","",""
"Leute sind hilfsbereit","2017","3","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2017","4","Westdeutschland","","","",""
"Leute sind hilfsbereit","2017","4","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2017","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute sind hilfsbereit","2017","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","2","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","2","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","3","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","3","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","4","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","4","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2017","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2018","1 Einkommensschwächstes Quintil","Westdeutschland","1985","0.426505987835717","0.411343419107504","0.441668556563931"
"Leute sind hilfsbereit","2018","1 Einkommensschwächstes Quintil","Ostdeutschland","465","0.370201595351898","0.342048328919059","0.398354861784736"
"Leute sind hilfsbereit","2018","2","Westdeutschland","1227","0.432508364811172","0.414332374000557","0.450684355621788"
"Leute sind hilfsbereit","2018","2","Ostdeutschland","356","0.379229668810384","0.347477857940853","0.410981479679915"
"Leute sind hilfsbereit","2018","3","Westdeutschland","1429","0.452134999180938","0.434690641121884","0.469579357239991"
"Leute sind hilfsbereit","2018","3","Ostdeutschland","477","0.477435778549959","0.44712247605946","0.507749081040458"
