year,quintil_oecd,sex,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,2nd Quintile,male,People usually try to be helpful,0.43755,970,2314,0.41734,0.45777
2018,2nd Quintile,male,People usually only pursue their own interests,0.56245,1344,2314,0.54223,0.58266
2018,2nd Quintile,female,People usually try to be helpful,0.47382,1325,2897,0.45563,0.49200
2018,2nd Quintile,female,People usually only pursue their own interests,0.52618,1572,2897,0.50800,0.54437
2018,3rd Quintile,male,People usually try to be helpful,0.45508,989,2172,0.43413,0.47602
2018,3rd Quintile,male,People usually only pursue their own interests,0.54492,1183,2172,0.52398,0.56587
2018,3rd Quintile,female,People usually try to be helpful,0.45839,1203,2554,0.43906,0.47771
2018,3rd Quintile,female,People usually only pursue their own interests,0.54161,1351,2554,0.52229,0.56094
2018,4th Quintile,male,People usually try to be helpful,0.46583,1017,2229,0.44512,0.48655
2018,4th Quintile,male,People usually only pursue their own interests,0.53417,1212,2229,0.51345,0.55488
2018,4th Quintile,female,People usually try to be helpful,0.50359,1184,2418,0.48366,0.52353
2018,4th Quintile,female,People usually only pursue their own interests,0.49641,1234,2418,0.47647,0.51634
2018,5th Quintile,male,People usually try to be helpful,0.47949,1283,2507,0.45993,0.49905
2018,5th Quintile,male,People usually only pursue their own interests,0.52051,1224,2507,0.50095,0.54007
2018,5th Quintile,female,People usually try to be helpful,0.49634,1307,2474,0.47663,0.51604
2018,5th Quintile,female,People usually only pursue their own interests,0.50366,1167,2474,0.48396,0.52337
