"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2012","direkter Migrationshintergrund","weiblich","8.07","7.5","1604","5","7","10","10","10","7.97","8.17","0","10","8","9"
"2012","indirekter Migrationshintergrund","maennlich","8.14","7.5","538","6","7","10","10","10","7.99","8.29","0","10","8","9"
"2012","indirekter Migrationshintergrund","weiblich","7.88","7.5","667","5","7","9","10","10","7.73","8.03","0","10","8","9"
"2012","kein Migrationshintergrund","maennlich","7.82","7.5","10005","5","7","9","10","10","7.78","7.86","0","10","8","8"
"2012","kein Migrationshintergrund","weiblich","7.78","7.5","11996","5","7","9","10","10","7.75","7.81","0","10","8","8"
"2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","maennlich","7.85","7.5","1147","5","7","9","10","10","7.75","7.95","0","10","9","9"
"2013","direkter Migrationshintergrund","weiblich","7.87","7.5","1493","5","7","9","10","10","7.77","7.97","0","10","8","9"
"2013","indirekter Migrationshintergrund","maennlich","8.01","7.5","528","6","7","9","10","10","7.86","8.16","0","10","8","9"
"2013","indirekter Migrationshintergrund","weiblich","7.73","7.5","650","5","7","9","10","10","7.58","7.88","0","10","8","9"
"2013","kein Migrationshintergrund","maennlich","7.83","7.5","9730","5","7","9","10","10","7.79","7.87","0","10","8","8"
"2013","kein Migrationshintergrund","weiblich","7.8","7.5","11678","5","7","9","10","10","7.77","7.83","0","10","8","8"
"2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","maennlich","8","7.5","2294","5","7","10","10","10","7.93","8.07","0","10","9","9"
"2014","direkter Migrationshintergrund","weiblich","8.17","7.5","2768","6","7","10","10","10","8.1","8.24","0","10","9","9"
"2014","indirekter Migrationshintergrund","maennlich","7.96","7.5","822","5","7","9","10","10","7.83","8.09","0","10","8","9"
"2014","indirekter Migrationshintergrund","weiblich","8.06","8.5","953","5","7","10","10","10","7.94","8.18","0","10","8","9"
"2014","kein Migrationshintergrund","maennlich","7.81","7.5","9155","5","7","9","10","10","7.77","7.85","0","10","8","8"
"2014","kein Migrationshintergrund","weiblich","7.76","7.5","10777","5","7","9","10","10","7.72","7.8","0","10","8","8"
"2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","maennlich","7.98","7.5","1918","5","7","10","10","10","7.9","8.06","0","10","9","9"
"2015","direkter Migrationshintergrund","weiblich","8.08","7.5","2355","6","7","10","10","10","8","8.16","0","10","9","9"
"2015","indirekter Migrationshintergrund","maennlich","8.06","7.5","739","6","7","9","10","10","7.92","8.2","0","10","8","9"
"2015","indirekter Migrationshintergrund","weiblich","7.95","7.5","871","5","7","9","10","10","7.83","8.07","0","10","8","9"
"2015","kein Migrationshintergrund","maennlich","7.78","7.5","8662","5","7","9","10","10","7.74","7.82","0","10","8","8"
"2015","kein Migrationshintergrund","weiblich","7.72","7.5","10207","5","7","9","10","10","7.68","7.76","0","10","8","8"
"2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","maennlich","7.99","7.5","2130","5","7","10","10","10","7.91","8.07","0","10","9","9"
"2016","direkter Migrationshintergrund","weiblich","8.1","7.5","2594","6","7","10","10","10","8.03","8.17","0","10","9","9"
"2016","indirekter Migrationshintergrund","maennlich","8.02","7.5","702","6","7","9","10","10","7.88","8.16","0","10","8","9"
"2016","indirekter Migrationshintergrund","weiblich","8","7.5","834","6","7","9","10","10","7.87","8.13","0","10","8","9"
"2016","kein Migrationshintergrund","maennlich","7.81","7.5","8083","5","7","9","10","10","7.77","7.85","0","10","8","8"
"2016","kein Migrationshintergrund","weiblich","7.77","7.5","9533","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","maennlich","8","7.5","2009","5","7","10","10","10","7.92","8.08","0","10","9","9"
"2017","direkter Migrationshintergrund","weiblich","8.08","7.5","2503","5","7","10","10","10","8.01","8.15","0","10","9","9"
"2017","indirekter Migrationshintergrund","maennlich","7.93","7.5","768","5","7","9","10","10","7.8","8.06","0","10","8","9"
"2017","indirekter Migrationshintergrund","weiblich","8.09","8.5","898","5","7","10","10","10","7.96","8.22","0","10","8","9"
"2017","kein Migrationshintergrund","maennlich","7.82","7.5","9271","5","7","9","10","10","7.78","7.86","0","10","8","8"
"2017","kein Migrationshintergrund","weiblich","7.77","7.5","10671","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","maennlich","7.94","7.5","1932","5","7","10","10","10","7.85","8.03","0","10","8","9"
"2018","direkter Migrationshintergrund","weiblich","8.07","7.5","2411","5","7","10","10","10","8","8.14","0","10","8","9"
"2018","indirekter Migrationshintergrund","maennlich","7.97","7.5","758","5","7","9","10","10","7.84","8.1","0","10","8","9"
"2018","indirekter Migrationshintergrund","weiblich","7.94","7.5","921","5","7","9","10","10","7.81","8.07","0","10","8","9"
"2018","kein Migrationshintergrund","maennlich","7.82","7.5","8936","5","7","9","10","10","7.78","7.86","0","10","8","8"
"2018","kein Migrationshintergrund","weiblich","7.77","7.5","10332","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","maennlich","8.07","7.5","1725","5","7","10","10","10","7.98","8.16","0","10","9","9"
"2019","direkter Migrationshintergrund","weiblich","8.04","7.5","2093","6","7","9","10","10","7.96","8.12","0","10","8","9"
"2019","indirekter Migrationshintergrund","maennlich","8.2","7.5","869","6","7","10","10","10","8.08","8.32","0","10","8","9"
"2019","indirekter Migrationshintergrund","weiblich","8.05","8.5","941","5","7","10","10","10","7.92","8.18","0","10","8","9"
"2019","kein Migrationshintergrund","maennlich","7.84","7.5","9553","5","7","9","10","10","7.8","7.88","0","10","8","8"
"2019","kein Migrationshintergrund","weiblich","7.8","7.5","10280","5","7","9","10","10","7.76","7.84","0","10","8","8"
"2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2020","direkter Migrationshintergrund","maennlich","7.93","7.5","2579","5","7","10","10","10","7.84","8.02","0","10","8","9"
"2020","direkter Migrationshintergrund","weiblich","7.96","7.5","2676","5","7","9","10","10","7.88","8.04","0","10","8","9"
"2020","indirekter Migrationshintergrund","maennlich","7.97","7.5","773","6","7","9","10","10","7.84","8.1","0","10","8","8"
"2020","indirekter Migrationshintergrund","weiblich","7.93","7.5","884","5","7","9","10","10","7.8","8.06","0","10","8","9"
"2020","kein Migrationshintergrund","maennlich","7.75","7.5","8706","5","7","9","10","10","7.71","7.79","0","10","8","8"
"2020","kein Migrationshintergrund","weiblich","7.69","7.5","9681","5","7","9","10","10","7.65","7.73","0","10","8","8"
"2020","Migrationshintergrund - n. w. differenzierbar","maennlich","","","","","","","","","","","","","",""
"2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
