syear,sampreg,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2007,West,male,7.593705893027089,7.570383029970811,7.617028756083366,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7246.0
2007,West,female,7.577535832894988,7.555733052134978,7.599338613654997,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7990.0
2007,East,male,7.365369619015354,7.322919248241659,7.407819989789049,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2365.0
2007,East,female,7.416931281320881,7.378300893501058,7.455561669140704,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2558.0
2008,West,male,7.661037326038874,7.636847020212865,7.685227631864884,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6854.0
2008,West,female,7.691557493883225,7.668591566886223,7.714523420880228,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7577.0
2008,East,male,7.543175744976313,7.501853353175959,7.584498136776667,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2276.0
2008,East,female,7.577397522450932,7.538547846258512,7.616247198643352,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2452.0
2009,West,male,7.602375802077908,7.577169108822349,7.627582495333468,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6362.0
2009,West,female,7.716575494494384,7.692987485657379,7.740163503331389,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7031.0
2009,East,male,7.452466368339905,7.40754922196817,7.49738351471164,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2166.0
2009,East,female,7.623292213397624,7.5830173393646305,7.663567087430618,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2328.0
2010,West,male,7.71905742195442,7.697572691495118,7.740542152413722,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8348.0
2010,West,female,7.756900330255806,7.737048873871159,7.776751786640452,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10033.0
2010,East,male,7.450966508345136,7.408618460870932,7.49331455581934,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2485.0
2010,East,female,7.530399405040865,7.493005030906301,7.567793779175429,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2941.0
2011,West,male,7.8227058566805,7.802528483053078,7.842883230307922,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8917.0
2011,West,female,7.792018125968297,7.773410390541929,7.810625861394665,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10889.0
2011,East,male,7.557293761141739,7.518591652080578,7.595995870202899,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2598.0
2011,East,female,7.603734000965676,7.569053865130417,7.638414136800934,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3138.0
2012,West,male,7.9138175127766655,7.894737357893547,7.932897667659784,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9150.0
2012,West,female,7.847590382395713,7.829370509052011,7.865810255739414,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11059.0
2012,East,male,7.617969941259614,7.580718745842787,7.655221136676441,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2668.0
2012,East,female,7.702642389177728,7.668698487403709,7.736586290951747,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3208.0
2013,West,male,7.883089462271451,7.8632306860778645,7.902948238465038,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8838.0
2013,West,female,7.845238554898408,7.827078846896875,7.863398262899942,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10740.0
2013,East,male,7.631546537609279,7.591445112987011,7.671647962231547,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2567.0
2013,East,female,7.61983644760296,7.5844754445186595,7.655197450687261,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3081.0
2014,West,male,7.876271374286378,7.8575172514027845,7.895025497169971,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9756.0
2014,West,female,7.871721363446834,7.854496615926181,7.888946110967487,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11490.0
2014,East,male,7.713041792748412,7.67693815728018,7.749145428216645,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2515.0
2014,East,female,7.641553547958405,7.6068417544249645,7.676265341491845,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3008.0
2015,West,male,7.88043707963684,7.860994933876573,7.899879225397107,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8955.0
2015,West,female,7.824604648727982,7.806262805150189,7.842946492305775,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10609.0
2015,East,male,7.564187800898641,7.524505240786342,7.60387036101094,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2364.0
2015,East,female,7.581207182238723,7.544952317823075,7.617462046654371,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2824.0
2016,West,male,7.89421064325963,7.874773833520923,7.913647452998337,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8665.0
2016,West,female,7.8618005104342465,7.8435607596298365,7.880040261238657,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10247.0
2016,East,male,7.640753676170249,7.6010568552381645,7.680450497102333,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2250.0
2016,East,female,7.701718033742836,7.66689292247598,7.7365431450096915,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2714.0
2017,West,male,7.8977385684071555,7.879243424976188,7.916233711838123,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9500.0
2017,West,female,7.884849314903223,7.867367109363508,7.902331520442937,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11088.0
2017,East,male,7.635755648080737,7.59930483730628,7.672206458855194,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2548.0
2017,East,female,7.605367507438477,7.5714987131910245,7.63923630168593,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2984.0
2018,West,male,7.8875077748925975,7.868823432504457,7.906192117280738,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9132.0
2018,West,female,7.867974175537943,7.850040284856598,7.8859080662192875,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10736.0
2018,East,male,7.647927042446182,7.61043840651076,7.685415678381603,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2494.0
2018,East,female,7.632490708571625,7.599319987019421,7.665661430123829,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2928.0
2019,West,male,7.925847745443423,7.907148913790099,7.944546577096746,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9461.0
2019,West,female,7.885662500106887,7.867519833685861,7.903805166527913,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10358.0
2019,East,male,7.738634226118181,7.701813974427897,7.7754544778084655,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2606.0
2019,East,female,7.667404556236297,7.632846433820659,7.7019626786519355,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2870.0
2020,West,male,7.805473664481295,7.786741725594099,7.824205603368491,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9512.0
2020,West,female,7.770363016024782,7.751801900581183,7.788924131468381,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10429.0
2020,East,male,7.6977382148346205,7.66181260328748,7.733663826381761,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2501.0
2020,East,female,7.6075091574113465,7.571321436530619,7.643696878292074,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2752.0
2021,West,male,7.921281064859886,7.899853607824384,7.942708521895388,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6305.0
2021,West,female,7.926385708250556,7.905342786784611,7.947428629716501,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7090.0
2021,East,male,7.874080040501271,7.8310909722025865,7.917069108799955,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1664.0
2021,East,female,7.774404012997178,7.73438552072846,7.814422505265896,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1922.0
