"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2014","(Fach-)Abitur","Westdeutschland","7.86","7.5","3381","7.8","7.92"
"2014","(noch) kein Abschluss","Ostdeutschland","7.71","7.5","111","7.34","8.08"
"2014","(noch) kein Abschluss","Westdeutschland","7.71","7.5","884","7.58","7.84"
"2014","AkademikerIn","Ostdeutschland","7.58","7.5","1427","7.48","7.68"
"2014","AkademikerIn","Westdeutschland","7.92","7.5","4746","7.87","7.97"
"2014","Hauptschule","Ostdeutschland","7.8","7.5","1244","7.69","7.91"
"2014","Hauptschule","Westdeutschland","7.87","7.5","6837","7.82","7.92"
"2014","Realschule","Ostdeutschland","7.65","7.5","2090","7.57","7.73"
"2014","Realschule","Westdeutschland","7.87","7.5","4730","7.82","7.92"
"2015","(Fach-)Abitur","Ostdeutschland","7.75","7.5","473","7.59","7.91"
"2015","(Fach-)Abitur","Westdeutschland","7.83","7.5","3138","7.77","7.89"
"2015","(noch) kein Abschluss","Ostdeutschland","7.84","7.5","109","7.46","8.22"
"2015","(noch) kein Abschluss","Westdeutschland","7.47","7.5","699","7.32","7.62"
"2015","AkademikerIn","Ostdeutschland","7.63","7.5","1352","7.53","7.73"
"2015","AkademikerIn","Westdeutschland","7.88","7.5","4460","7.83","7.93"
"2015","Hauptschule","Ostdeutschland","7.49","7.5","1146","7.37","7.61"
"2015","Hauptschule","Westdeutschland","7.84","7.5","6126","7.79","7.89"
"2015","Realschule","Ostdeutschland","7.55","7.5","1982","7.47","7.63"
"2015","Realschule","Westdeutschland","7.87","7.5","4453","7.82","7.92"
"2016","(Fach-)Abitur","Ostdeutschland","7.64","7.5","483","7.48","7.8"
"2016","(Fach-)Abitur","Westdeutschland","7.87","7.5","3143","7.81","7.93"
"2016","(noch) kein Abschluss","Ostdeutschland","7.37","6.5","93","6.99","7.75"
"2016","(noch) kein Abschluss","Westdeutschland","7.81","7.5","706","7.66","7.96"
"2016","AkademikerIn","Ostdeutschland","7.57","7.5","1325","7.47","7.67"
"2016","AkademikerIn","Westdeutschland","7.85","7.5","4494","7.8","7.9"
"2016","Hauptschule","Ostdeutschland","7.79","7.5","1046","7.68","7.9"
"2016","Hauptschule","Westdeutschland","7.94","7.5","5824","7.89","7.99"
"2016","Realschule","Ostdeutschland","7.66","7.5","1882","7.57","7.75"
"2016","Realschule","Westdeutschland","7.81","7.5","4079","7.75","7.87"
"2017","(Fach-)Abitur","Ostdeutschland","7.6","7.5","589","7.46","7.74"
"2017","(Fach-)Abitur","Westdeutschland","7.86","7.5","3490","7.8","7.92"
"2017","(noch) kein Abschluss","Ostdeutschland","7.91","7.5","120","7.53","8.29"
"2017","(noch) kein Abschluss","Westdeutschland","7.94","7.5","785","7.8","8.08"
"2017","AkademikerIn","Ostdeutschland","7.72","7.5","1420","7.63","7.81"
"2017","AkademikerIn","Westdeutschland","7.9","7.5","5015","7.85","7.95"
"2017","Hauptschule","Ostdeutschland","7.55","7.5","1086","7.43","7.67"
"2017","Hauptschule","Westdeutschland","7.94","7.5","5948","7.89","7.99"
"2017","Realschule","Ostdeutschland","7.62","7.5","2178","7.54","7.7"
"2017","Realschule","Westdeutschland","7.83","7.5","4670","7.78","7.88"
"2018","(Fach-)Abitur","Ostdeutschland","7.88","7.5","579","7.75","8.01"
"2018","(Fach-)Abitur","Westdeutschland","7.86","7.5","3402","7.8","7.92"
"2018","(noch) kein Abschluss","Ostdeutschland","7.64","7.5","122","7.23","8.05"
"2018","(noch) kein Abschluss","Westdeutschland","7.91","7.5","741","7.76","8.06"
"2018","AkademikerIn","Ostdeutschland","7.68","7.5","1376","7.59","7.77"
"2018","AkademikerIn","Westdeutschland","7.89","7.5","4903","7.84","7.94"
"2018","Hauptschule","Ostdeutschland","7.51","7.5","1052","7.38","7.64"
"2018","Hauptschule","Westdeutschland","7.88","7.5","5652","7.83","7.93"
"2018","Realschule","Ostdeutschland","7.64","7.5","2150","7.56","7.72"
"2018","Realschule","Westdeutschland","7.86","7.5","4444","7.81","7.91"
"2019","(Fach-)Abitur","Ostdeutschland","7.84","7.5","597","7.7","7.98"
"2019","(Fach-)Abitur","Westdeutschland","7.89","7.5","3495","7.83","7.95"
"2019","(noch) kein Abschluss","Ostdeutschland","7.77","7.5","100","7.4","8.14"
"2019","(noch) kein Abschluss","Westdeutschland","8.03","7.5","666","7.88","8.18"
"2019","AkademikerIn","Ostdeutschland","7.85","7.5","1577","7.76","7.94"
"2019","AkademikerIn","Westdeutschland","7.95","7.5","5338","7.9","8"
"2019","Hauptschule","Ostdeutschland","7.59","7.5","921","7.46","7.72"
"2019","Hauptschule","Westdeutschland","7.9","7.5","5198","7.85","7.95"
"2019","Realschule","Ostdeutschland","7.64","7.5","2138","7.56","7.72"
"2019","Realschule","Westdeutschland","7.88","7.5","4522","7.83","7.93"
"2020","(Fach-)Abitur","Ostdeutschland","7.84","7.5","624","7.7","7.98"
"2020","(Fach-)Abitur","Westdeutschland","7.73","7.5","3747","7.67","7.79"
"2020","(noch) kein Abschluss","Ostdeutschland","7.67","7.5","110","7.27","8.07"
"2020","(noch) kein Abschluss","Westdeutschland","7.77","7.5","775","7.62","7.92"
"2020","AkademikerIn","Ostdeutschland","7.75","7.5","1557","7.66","7.84"
"2020","AkademikerIn","Westdeutschland","7.78","7.5","5520","7.73","7.83"
"2020","Hauptschule","Ostdeutschland","7.43","7.5","888","7.3","7.56"
"2020","Hauptschule","Westdeutschland","7.81","7.5","4962","7.75","7.87"
"2020","Realschule","Ostdeutschland","7.64","7.5","1950","7.56","7.72"
"2020","Realschule","Westdeutschland","7.8","7.5","4195","7.74","7.86"
