syear,age_gr,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2010,66 und älter,5. Quintil,8.035059181993649,7.976472592973661,8.093645771013637,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1065.0
2011,17-29 J.,2. Quintil,7.7394342667413785,7.677860852463806,7.801007681018951,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1022.0
2011,17-29 J.,3. Quintil,7.849097549273874,7.7965009081267675,7.90169419042098,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1132.0
2011,17-29 J.,4. Quintil,7.8925801489149965,7.837781204133119,7.947379093696874,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,910.0
2011,17-29 J.,5. Quintil,8.011461041550334,7.9485721930752335,8.074349890025433,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,697.0
2011,30-45 J.,2. Quintil,7.406504651203782,7.346462648989893,7.466546653417672,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1560.0
2011,30-45 J.,3. Quintil,8.016915706108337,7.9817273337166466,8.052104078500028,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,2749.0
2011,30-45 J.,4. Quintil,7.8932319918232015,7.857421753545256,7.929042230101147,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2571.0
2011,30-45 J.,5. Quintil,7.849863348427449,7.813283307368021,7.886443389486876,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2443.0
2011,46-65 J.,2. Quintil,6.862794847910189,6.794579686847067,6.9310100089733115,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1274.0
2011,46-65 J.,3. Quintil,7.588156362437713,7.539469364710603,7.636843360164824,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1747.0
2011,46-65 J.,4. Quintil,7.753920581680889,7.713997837336038,7.7938433260257405,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2145.0
2011,46-65 J.,5. Quintil,7.750742367902947,7.716709312408504,7.78477542339739,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2939.0
2011,66 und älter,2. Quintil,7.3910790863732,7.2947921033695815,7.487366069376818,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,487.0
2011,66 und älter,3. Quintil,7.772158870370387,7.7184064743039835,7.825911266436791,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1344.0
2011,66 und älter,4. Quintil,8.063592607863814,8.015695082273487,8.111490133454142,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1331.0
2011,66 und älter,5. Quintil,8.091028219034456,8.036391116027973,8.145665322040939,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1191.0
2012,17-29 J.,1. Quintil,,,,,,,,,,,,
2012,17-29 J.,2. Quintil,7.594307487836228,7.526603017502066,7.66201195817039,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,943.0
2012,17-29 J.,3. Quintil,7.88037961768736,7.825742474120322,7.935016761254399,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1061.0
2012,17-29 J.,4. Quintil,8.067251219010165,8.013218658425535,8.121283779594796,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,991.0
2012,17-29 J.,5. Quintil,8.120611815610735,8.063191561904679,8.17803206931679,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,746.0
2012,30-45 J.,2. Quintil,7.513738789313708,7.449164101579545,7.57831347704787,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,1298.0
2012,30-45 J.,3. Quintil,7.9233583243994135,7.884451220089825,7.962265428709002,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,2496.0
2012,30-45 J.,4. Quintil,8.04931699102889,8.015014684638707,8.083619297419073,7.0,8.0,9.0,4.0,10.0,8.0,7.974999999999994,8.0,2398.0
2012,30-45 J.,5. Quintil,7.9025102624493915,7.867874417609486,7.937146107289297,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2585.0
2012,46-65 J.,2. Quintil,7.216297288355469,7.153105902576925,7.279488674134013,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1247.0
2012,46-65 J.,3. Quintil,7.536271987183021,7.48998666601372,7.582557308352322,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1879.0
2012,46-65 J.,4. Quintil,7.758847865375652,7.719770202006922,7.797925528744383,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2399.0
2012,46-65 J.,5. Quintil,7.892943386581302,7.862699757710449,7.923187015452155,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3274.0
2012,66 und älter,2. Quintil,7.432202155967658,7.335896345616109,7.528507966319206,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,451.0
2012,66 und älter,3. Quintil,7.847071050093006,7.795301252049242,7.89884084813677,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1416.0
2012,66 und älter,4. Quintil,8.067083484600277,8.021676756457504,8.11249021274305,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1521.0
2012,66 und älter,5. Quintil,8.131229458746908,8.081847359383685,8.180611558110131,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1380.0
2013,17-29 J.,1. Quintil,,,,,,,,,,,,
2013,17-29 J.,2. Quintil,7.474200909272823,7.407671760213538,7.540730058332108,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,820.0
2013,17-29 J.,3. Quintil,7.9247928410933985,7.8674847020809935,7.982100980105804,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,972.0
2013,17-29 J.,4. Quintil,7.886134967988227,7.831763682406604,7.94050625356985,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,973.0
2013,17-29 J.,5. Quintil,8.159431414561062,8.100325984223069,8.218536844899056,7.0,8.0,9.517532387333718,3.223701418999423,10.0,8.0,7.0,8.0,757.0
2013,30-45 J.,2. Quintil,7.089972206527635,7.014488765401512,7.165455647653759,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,1059.0
2013,30-45 J.,3. Quintil,8.00096914270739,7.960727853384716,8.041210432030065,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2088.0
2013,30-45 J.,4. Quintil,8.06197699419196,8.028338347705068,8.095615640678853,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2365.0
2013,30-45 J.,5. Quintil,7.830136076609658,7.7947213397506045,7.865550813468711,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2472.0
2013,46-65 J.,2. Quintil,6.849688262097253,6.777237033259269,6.922139490935237,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1155.0
2013,46-65 J.,3. Quintil,7.530186978092135,7.480099950740326,7.580274005443944,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1862.0
2013,46-65 J.,4. Quintil,7.739069617776918,7.701494827969786,7.77664440758405,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2392.0
2013,46-65 J.,5. Quintil,7.931491195798961,7.901292401023175,7.961689990574747,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3483.0
2013,66 und älter,2. Quintil,7.449035382150034,7.344359739929893,7.553711024370174,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,395.0
2013,66 und älter,3. Quintil,7.883003644310407,7.829595643350938,7.936411645269876,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1309.0
2013,66 und älter,4. Quintil,8.10416874883178,8.060679658831637,8.147657838831924,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1652.0
2013,66 und älter,5. Quintil,8.097969218748432,8.051489318162298,8.144449119334565,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1472.0
2014,17-29 J.,2. Quintil,7.755160493387266,7.700201593851376,7.8101193929231565,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1064.0
2014,17-29 J.,3. Quintil,8.005213593215863,7.9511558639207065,8.05927132251102,7.0,8.0,9.522692829338379,3.215960755992432,10.0,8.0,7.0,8.0,1145.0
2014,17-29 J.,4. Quintil,8.126187734469532,8.077569329086044,8.17480613985302,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1112.0
2014,17-29 J.,5. Quintil,7.998374288207779,7.944856127947588,8.051892448467969,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,912.0
2014,30-45 J.,2. Quintil,7.334150556794434,7.267334049537307,7.400967064051561,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1114.0
2014,30-45 J.,3. Quintil,8.032493333543483,7.993175424866195,8.071811242220772,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,2198.0
2014,30-45 J.,4. Quintil,7.916362712991777,7.881082238131832,7.951643187851722,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2503.0
2014,30-45 J.,5. Quintil,7.885244325072788,7.85252154109522,7.917967109050357,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2670.0
2014,46-65 J.,2. Quintil,7.010847632316094,6.943120655666068,7.07857460896612,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1235.0
2014,46-65 J.,3. Quintil,7.524808824450146,7.478674850124372,7.57094279877592,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1879.0
2014,46-65 J.,4. Quintil,7.71138813448314,7.673234480247229,7.74954178871905,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2436.0
2014,46-65 J.,5. Quintil,7.898827722355675,7.870293019106781,7.927362425604568,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3671.0
2014,66 und älter,2. Quintil,7.689415616745316,7.597568003460206,7.781263230030425,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,445.0
2014,66 und älter,3. Quintil,7.973716048143948,7.922601628545217,8.024830467742678,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1272.0
2014,66 und älter,4. Quintil,7.948445925833109,7.901998806849632,7.994893044816586,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1604.0
2014,66 und älter,5. Quintil,8.127883193655185,8.08293582017028,8.17283056714009,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1509.0
2015,17-29 J.,2. Quintil,7.7070337060223935,7.645094437090279,7.768972974954508,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,878.0
2015,17-29 J.,3. Quintil,7.9584290113566505,7.902932061349198,8.013925961364103,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,982.0
2015,17-29 J.,4. Quintil,8.004949632156993,7.952783742234383,8.057115522079604,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1046.0
2015,17-29 J.,5. Quintil,8.100517140471098,8.049280910537675,8.15175337040452,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,951.0
2015,30-45 J.,2. Quintil,7.2896565845153205,7.209587949901686,7.369725219128955,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,876.0
2015,30-45 J.,3. Quintil,7.849547805189491,7.80157409916717,7.897521511211813,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1768.0
2015,30-45 J.,4. Quintil,7.9330031245972075,7.8955785409492645,7.9704277082451505,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2148.0
2015,30-45 J.,5. Quintil,7.857378875656714,7.8239477648773805,7.8908099864360475,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2534.0
2015,46-65 J.,2. Quintil,6.9219523367607865,6.850530342885071,6.993374330636502,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1103.0
2015,46-65 J.,3. Quintil,7.620015237303921,7.570511166834825,7.669519307773017,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1621.0
2015,46-65 J.,4. Quintil,7.724534725805609,7.685996756272447,7.763072695338771,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2317.0
2015,46-65 J.,5. Quintil,7.873110729966086,7.84382770375901,7.902393756173162,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3750.0
2015,66 und älter,2. Quintil,7.435539590027192,7.331120194695117,7.539958985359267,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,396.0
2015,66 und älter,3. Quintil,7.7918665685463075,7.733105167593244,7.850627969499371,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1097.0
2015,66 und älter,4. Quintil,7.827481502006903,7.780767413261104,7.874195590752702,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1706.0
2015,66 und älter,5. Quintil,8.141561043654248,8.09837719124818,8.184744896060316,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1579.0
2016,17-29 J.,2. Quintil,7.780932804050189,7.716327794532662,7.8455378135677165,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,814.0
2016,17-29 J.,3. Quintil,7.800804686706289,7.743618917877392,7.857990455535185,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,933.0
2016,17-29 J.,4. Quintil,8.150149585555384,8.102322016977585,8.197977154133184,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,977.0
2016,17-29 J.,5. Quintil,8.178774490180661,8.131890961973125,8.225658018388197,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1015.0
2016,30-45 J.,2. Quintil,7.2971171366979695,7.215535460744845,7.378698812651094,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,796.0
2016,30-45 J.,3. Quintil,7.846966933652781,7.801354748921627,7.892579118383935,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1646.0
2016,30-45 J.,4. Quintil,8.071223156772366,8.032845466995724,8.109600846549007,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,2017.0
2016,30-45 J.,5. Quintil,7.810567586664153,7.776862746643794,7.844272426684511,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2553.0
2016,46-65 J.,2. Quintil,7.2815104027073545,7.2124902512596085,7.3505305541551005,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,975.0
2016,46-65 J.,3. Quintil,7.447133740845084,7.393894707625149,7.500372774065019,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1537.0
2016,46-65 J.,4. Quintil,7.781895802425249,7.7437093810474895,7.820082223803009,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2215.0
2016,46-65 J.,5. Quintil,7.9033114465393774,7.874279473773259,7.932343419305496,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3794.0
2016,66 und älter,2. Quintil,7.335112287233988,7.220946333611444,7.449278240856533,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.024999999999999,348.0
2016,66 und älter,3. Quintil,7.838288271517175,7.777443844261541,7.89913269877281,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,944.0
2016,66 und älter,4. Quintil,7.869734125149148,7.824031728150263,7.915436522148033,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1625.0
2016,66 und älter,5. Quintil,8.101905557781448,8.057793628445276,8.14601748711762,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1687.0
2017,17-29 J.,2. Quintil,7.776131502078638,7.707444756215635,7.844818247941641,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,745.0
2017,17-29 J.,3. Quintil,7.951147742730884,7.8975404066404575,8.00475507882131,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,996.0
2017,17-29 J.,4. Quintil,8.059118984140119,8.012594189332031,8.105643778948206,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1154.0
2017,17-29 J.,5. Quintil,8.129281789645436,8.08610857870496,8.172455000585911,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1339.0
2017,30-45 J.,2. Quintil,7.353391529527841,7.267327370379575,7.439455688676108,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,731.0
2017,30-45 J.,3. Quintil,7.687721686790804,7.635698173996683,7.739745199584924,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1509.0
2017,30-45 J.,4. Quintil,7.985080881832814,7.948478729426775,8.021683034238853,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2054.0
2017,30-45 J.,5. Quintil,7.926069843210006,7.895413986873257,7.956725699546754,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2875.0
2017,46-65 J.,2. Quintil,7.093162549280922,7.017901926758396,7.168423171803447,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,986.0
2017,46-65 J.,3. Quintil,7.570563138248182,7.5206201002061634,7.6205061762902,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1575.0
2017,46-65 J.,4. Quintil,7.810082374093192,7.773885777465888,7.846278970720497,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2588.0
2017,46-65 J.,5. Quintil,7.853294841740897,7.827505011758393,7.879084671723402,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4720.0
2017,66 und älter,2. Quintil,7.7498364205434065,7.6485267306118905,7.8511461104749225,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,325.0
2017,66 und älter,3. Quintil,7.823275876497822,7.76247488424543,7.884076868750213,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,907.0
2017,66 und älter,4. Quintil,7.83623264430406,7.7899279400309664,7.882537348577153,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1705.0
2017,66 und älter,5. Quintil,8.053764752641444,8.01310336600053,8.094426139282357,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1911.0
2018,17-29 J.,2. Quintil,7.7207720060431235,7.6514922125819025,7.790051799504345,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,723.0
2018,17-29 J.,3. Quintil,8.107839633667668,8.048776196533467,8.166903070801869,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,887.0
2018,17-29 J.,4. Quintil,8.073166291158648,8.027208328452122,8.119124253865174,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1200.0
2018,17-29 J.,5. Quintil,8.014280557920507,7.969354264035965,8.059206851805051,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1360.0
2018,30-45 J.,2. Quintil,7.570589834424032,7.48000627278574,7.661173396062324,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,646.0
2018,30-45 J.,3. Quintil,7.958229251429435,7.901323106838267,8.015135396020604,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1255.0
2018,30-45 J.,4. Quintil,7.878552221899773,7.840070068050212,7.917034375749335,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1909.0
2018,30-45 J.,5. Quintil,7.865718703099278,7.834374395133288,7.897063011065267,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2880.0
2018,46-65 J.,2. Quintil,6.996213863579615,6.912875768636473,7.079551958522757,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,879.0
2018,46-65 J.,3. Quintil,7.228953250712891,7.171408681472997,7.2864978199527854,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1392.0
2018,46-65 J.,4. Quintil,7.67830376539267,7.640613651948939,7.7159938788364,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2479.0
2018,46-65 J.,5. Quintil,7.910735713068418,7.886334936075927,7.93513649006091,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4795.0
2018,66 und älter,2. Quintil,7.479497579135261,7.366847682601027,7.592147475669495,6.018351498932529,8.0,9.0,1.5458787473313231,10.0,8.0,8.0,9.0,319.0
2018,66 und älter,3. Quintil,7.668815796839065,7.605595905709575,7.732035687968556,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,836.0
2018,66 und älter,4. Quintil,7.890364885233148,7.844186738631488,7.936543031834808,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1698.0
2018,66 und älter,5. Quintil,8.137698494686413,8.100183876085264,8.175213113287562,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,2032.0
2019,17-29 J.,2. Quintil,7.859224858137376,7.782297645985064,7.936152070289687,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,575.0
2019,17-29 J.,3. Quintil,8.067504293529506,8.008122373514174,8.126886213544838,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,759.0
2019,17-29 J.,4. Quintil,8.062961488776779,8.012351013615744,8.113571963937813,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1029.0
2019,17-29 J.,5. Quintil,8.176993605567151,8.135472994910408,8.218514216223895,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1416.0
2019,30-45 J.,2. Quintil,7.322204545319857,7.217464985485851,7.426944105153863,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,474.0
2019,30-45 J.,3. Quintil,7.712175718704586,7.643199184028031,7.781152253381141,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,974.0
2019,30-45 J.,4. Quintil,8.105172988479627,8.06264967448958,8.147696302469674,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1658.0
2019,30-45 J.,5. Quintil,7.922840905856584,7.892494575271913,7.953187236441256,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3137.0
2019,46-65 J.,1. Quintil,,,,,,,,,,,,
2019,46-65 J.,2. Quintil,7.095652327656125,7.006546616604023,7.184758038708226,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,744.0
2019,46-65 J.,3. Quintil,7.561811968548503,7.504846847923805,7.618777089173202,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1267.0
2019,46-65 J.,4. Quintil,7.652841890939381,7.613445919460089,7.692237862418674,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2263.0
2019,46-65 J.,5. Quintil,7.959134529841875,7.937115696927413,7.981153362756337,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6024.0
2019,66 und älter,1. Quintil,,,,,,,,,,,,
2019,66 und älter,2. Quintil,7.511167479033974,7.389599545011893,7.6327354130560545,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,269.0
2019,66 und älter,3. Quintil,7.613844196900668,7.541317297707067,7.686371096094268,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,789.0
2019,66 und älter,4. Quintil,7.876195623460408,7.829076189859056,7.923315057061759,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1545.0
2019,66 und älter,5. Quintil,7.98044990123272,7.942159120444208,8.018740682021232,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2447.0
2020,17-29 J.,2. Quintil,7.7072056364287285,7.628847638951298,7.785563633906159,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,632.0
2020,17-29 J.,3. Quintil,7.941422079538428,7.876054959074954,8.0067892000019,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,790.0
2020,17-29 J.,4. Quintil,7.890823890297071,7.834807360725924,7.946840419868217,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1102.0
2020,17-29 J.,5. Quintil,7.974687619315302,7.933388001678906,8.015987236951698,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1694.0
2020,30-45 J.,2. Quintil,7.284919588707868,7.1740587330836325,7.395780444332103,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,486.0
2020,30-45 J.,3. Quintil,7.681496001825968,7.619547106136224,7.743444897515712,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1041.0
2020,30-45 J.,4. Quintil,7.802353076445949,7.76040246686921,7.8443036860226885,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1687.0
2020,30-45 J.,5. Quintil,7.8554399670163555,7.8271184334522195,7.8837615005804915,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3330.0
2020,46-65 J.,2. Quintil,7.1113374183926785,7.019464032487168,7.203210804298189,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,626.0
2020,46-65 J.,3. Quintil,7.147545032596079,7.077887647328455,7.217202417863702,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1130.0
2020,46-65 J.,4. Quintil,7.5233616054903445,7.48225600654638,7.564467204434309,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2118.0
2020,46-65 J.,5. Quintil,7.805050355700524,7.781446233256157,7.82865447814489,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5798.0
2020,66 und älter,2. Quintil,7.484454724896835,7.367284785680261,7.60162466411341,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,228.0
2020,66 und älter,3. Quintil,7.431802683461475,7.348865618329247,7.514739748593703,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,657.0
2020,66 und älter,4. Quintil,7.834688778789364,7.7886386475387335,7.880738910039995,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1479.0
2020,66 und älter,5. Quintil,8.07102841794393,8.034427964090535,8.107628871797326,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2404.0
2021,17-29 J.,2. Quintil,7.825247435512494,7.726899207894291,7.923595663130697,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,390.0
2021,17-29 J.,3. Quintil,7.895883843980155,7.817193880501716,7.974573807458594,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,470.0
2021,17-29 J.,4. Quintil,8.091315443119273,8.029028780983378,8.153602105255167,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,596.0
2021,17-29 J.,5. Quintil,8.07292690119848,8.028630780279778,8.117223022117182,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1223.0
2021,30-45 J.,2. Quintil,7.182290173497127,7.039895789496205,7.324684557498049,5.4113614714425715,8.0,9.0,0.028403678606428784,10.0,8.0,8.0,9.0,245.0
2021,30-45 J.,3. Quintil,7.9104230373649935,7.820008844020742,8.000837230709244,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,495.0
2021,30-45 J.,4. Quintil,7.936517139125958,7.885191946182928,7.987842332068988,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,961.0
2021,30-45 J.,5. Quintil,7.971244445550418,7.937744442249881,8.004744448850957,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2414.0
2021,46-65 J.,2. Quintil,7.3585339330675845,7.244774944670292,7.472292921464877,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,365.0
2021,46-65 J.,3. Quintil,7.512254529727199,7.4347316265564585,7.58977743289794,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,664.0
2021,46-65 J.,4. Quintil,7.671505120195521,7.622480093430845,7.720530146960197,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1365.0
2021,46-65 J.,5. Quintil,8.026071459128685,8.001794560356517,8.050348357900853,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4335.0
2021,66 und älter,2. Quintil,7.353916398337496,7.149552333826586,7.558280462848407,6.0,8.0,10.0,0.0,10.0,8.0,7.0,9.0,153.0
2021,66 und älter,3. Quintil,7.588449493492955,7.499946077814924,7.676952909170986,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,425.0
2021,66 und älter,4. Quintil,7.8658606478049435,7.805349539095509,7.926371756514378,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,903.0
