year,migback,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2011,kein Migrationshintergrund,Ostdeutschland,7.586234521076929,7.559924526832209,7.61254451532165,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5522.0
2011,direkter Migrationshintergrund,Westdeutschland,7.958826882306911,7.92290185442772,7.994751910186102,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,2795.0
2011,direkter Migrationshintergrund,Ostdeutschland,7.637709239836451,7.470271322085151,7.805147157587752,7.0,8.0,9.0,4.0,10.0,8.0,7.974999999999994,8.0,138.0
2011,indirekter Migrationshintergrund,Westdeutschland,7.755505142640672,7.691812207571703,7.8191980777096415,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1083.0
2011,indirekter Migrationshintergrund,Ostdeutschland,6.888037843003181,6.6488476887181225,7.127227997288239,4.0,8.0,8.0,2.0,10.0,8.0,8.0,11.0,76.0
2012,kein Migrationshintergrund,Westdeutschland,7.836659293217905,7.821864242198964,7.8514543442368465,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16310.0
2012,kein Migrationshintergrund,Ostdeutschland,7.662745438373377,7.637200834685857,7.688290042060896,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5664.0
2012,direkter Migrationshintergrund,Westdeutschland,8.04265814672695,8.008875062991619,8.076441230462281,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2805.0
2012,direkter Migrationshintergrund,Ostdeutschland,7.650331174058181,7.480501040497975,7.8201613076183865,6.0,8.0,9.0,1.5,10.0,8.0,7.0,8.0,150.0
2012,indirekter Migrationshintergrund,Westdeutschland,8.028168568002318,7.9724549657435215,8.083882170261115,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1093.0
2012,indirekter Migrationshintergrund,Ostdeutschland,7.490255669905058,7.285790132659274,7.694721207150842,6.425998601812177,8.0,8.0,4.064996504530442,10.0,8.0,8.0,10.0,62.0
2013,kein Migrationshintergrund,Westdeutschland,7.862287368791877,7.84743071079147,7.877144026792284,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15928.0
2013,kein Migrationshintergrund,Ostdeutschland,7.629541075241402,7.602437415090492,7.656644735392312,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5437.0
2013,direkter Migrationshintergrund,Westdeutschland,7.856117740733237,7.819140693684472,7.893094787782002,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2592.0
2013,direkter Migrationshintergrund,Ostdeutschland,7.5235024492377995,7.362761016812269,7.68424388166333,6.0,8.0,9.0,1.5,10.0,8.0,7.0,9.0,144.0
2013,indirekter Migrationshintergrund,Westdeutschland,7.9156291391587,7.85884047285109,7.97241780546631,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1057.0
2013,indirekter Migrationshintergrund,Ostdeutschland,7.318957061763633,7.085988256154721,7.551925867372544,5.817919700225739,7.0,9.0,2.0,10.0,7.0,5.0,9.0,67.0
2014,kein Migrationshintergrund,Westdeutschland,7.815971233826677,7.800821919347958,7.831120548305397,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14816.0
2014,kein Migrationshintergrund,Ostdeutschland,7.657928045419824,7.631961236321036,7.683894854518613,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5077.0
2014,direkter Migrationshintergrund,Westdeutschland,8.088507147845972,8.061071004638228,8.115943291053716,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,4814.0
2014,direkter Migrationshintergrund,Ostdeutschland,8.091394067934404,7.988199807465487,8.19458832840332,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,355.0
2014,indirekter Migrationshintergrund,Westdeutschland,8.038825853866536,7.996310541476338,8.081341166256733,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1615.0
2014,indirekter Migrationshintergrund,Ostdeutschland,7.852823376890804,7.626748939105702,8.078897814675907,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.024999999999999,91.0
2015,kein Migrationshintergrund,Westdeutschland,7.798681951910304,7.7829212879242675,7.81444261589634,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14030.0
2015,kein Migrationshintergrund,Ostdeutschland,7.566092095882059,7.538354472924966,7.593829718839152,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4792.0
2015,direkter Migrationshintergrund,Westdeutschland,8.053004748436413,8.023928253322527,8.082081243550299,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4075.0
2015,direkter Migrationshintergrund,Ostdeutschland,7.622721819008863,7.496131455133178,7.749312182884547,6.793896981110761,8.0,9.0,3.484742452776902,10.0,8.0,7.0,8.0,305.0
2015,indirekter Migrationshintergrund,Westdeutschland,8.034111238149954,7.986234267168984,8.081988209130923,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1459.0
2015,indirekter Migrationshintergrund,Ostdeutschland,8.017136537493819,7.847956885990229,8.18631618899741,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,90.0
2016,kein Migrationshintergrund,Westdeutschland,7.820403162632069,7.804377783463937,7.836428541800202,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13069.0
2016,kein Migrationshintergrund,Ostdeutschland,7.665252105583812,7.637769004039925,7.692735207127698,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4509.0
2016,direkter Migrationshintergrund,Westdeutschland,8.08446669297662,8.057523231806575,8.111410154146663,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,4474.0
2016,direkter Migrationshintergrund,Ostdeutschland,7.812672657049882,7.712557323041461,7.912787991058304,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,357.0
2016,indirekter Migrationshintergrund,Westdeutschland,8.016212236025611,7.967270333258203,8.065154138793018,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1369.0
2016,indirekter Migrationshintergrund,Ostdeutschland,7.665918131512538,7.474623523035133,7.857212739989944,6.4738797951216025,8.0,9.0,2.6846994878040062,10.0,8.0,7.0,8.0,98.0
2017,kein Migrationshintergrund,Westdeutschland,7.842145400693456,7.827244211629411,7.8570465897575,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14820.0
2017,kein Migrationshintergrund,Ostdeutschland,7.606055589887246,7.58024026645309,7.631870913321403,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5067.0
2017,direkter Migrationshintergrund,Westdeutschland,8.062798747240373,8.034532909050094,8.091064585430653,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,4265.0
2017,direkter Migrationshintergrund,Ostdeutschland,7.927333600565853,7.831389483158579,8.023277717973128,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,368.0
2017,indirekter Migrationshintergrund,Westdeutschland,8.020296209980929,7.973161586467963,8.067430833493894,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1503.0
2017,indirekter Migrationshintergrund,Ostdeutschland,7.618122351309349,7.391252086989214,7.844992615629485,6.501361849240784,8.0,9.0,2.753404623101959,10.0,8.0,7.0,9.0,97.0
2018,kein Migrationshintergrund,Westdeutschland,7.834489502366814,7.819308479171367,7.849670525562262,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14262.0
2018,kein Migrationshintergrund,Ostdeutschland,7.641629242825518,7.615693424104944,7.6675650615460915,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4958.0
2018,direkter Migrationshintergrund,Westdeutschland,8.027222148286588,7.9984986711845325,8.055945625388643,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4118.0
2018,direkter Migrationshintergrund,Ostdeutschland,7.71853940813724,7.619729625472311,7.81734919080217,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,350.0
2018,indirekter Migrationshintergrund,Westdeutschland,7.975576618641475,7.927334801480324,8.023818435802626,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1488.0
2018,indirekter Migrationshintergrund,Ostdeutschland,7.363907256455776,7.165466444512393,7.562348068399159,6.0,8.0,9.0,1.5,10.0,8.0,7.0,9.0,114.0
2019,kein Migrationshintergrund,-2,7.522099739708414,7.285310389515802,7.758889089901027,6.0,8.0,9.0,2.0,10.0,8.0,7.974999999999994,9.0,64.0
2019,kein Migrationshintergrund,Westdeutschland,7.846942748612957,7.831799778112011,7.862085719113903,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14750.0
2019,kein Migrationshintergrund,Ostdeutschland,7.686593962480286,7.660388072059167,7.712799852901405,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5067.0
2019,direkter Migrationshintergrund,-2,,,,,,,,,,,,
2019,direkter Migrationshintergrund,Westdeutschland,8.071841743553613,8.04213218913902,8.101551297968205,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,3628.0
2019,direkter Migrationshintergrund,Ostdeutschland,7.821833570868721,7.714258932652052,7.92940820908539,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,296.0
2019,indirekter Migrationshintergrund,-2,,,,,,,,,,,,
2019,indirekter Migrationshintergrund,Westdeutschland,8.11124552627154,8.062824373937064,8.159666678606017,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1443.0
2019,indirekter Migrationshintergrund,Ostdeutschland,8.259587913429032,8.09399076537693,8.425185061481134,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,115.0
2020,kein Migrationshintergrund,Westdeutschland,7.739400241964548,7.723471803406619,7.755328680522476,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13648.0
2020,kein Migrationshintergrund,Ostdeutschland,7.642168967799659,7.615083600285928,7.66925433531339,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4656.0
2020,direkter Migrationshintergrund,Westdeutschland,7.947856802839201,7.921428723404902,7.9742848822735,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4894.0
2020,direkter Migrationshintergrund,Ostdeutschland,7.724620518780335,7.6345912705801,7.81464976698057,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,484.0
2020,indirekter Migrationshintergrund,Westdeutschland,7.96215719804792,7.911918048238524,8.012396347857315,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1404.0
2020,indirekter Migrationshintergrund,Ostdeutschland,7.9173621577697695,7.766003660738342,8.068720654801197,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,116.0
2021,kein Migrationshintergrund,Westdeutschland,7.880681049684642,7.863124768456479,7.8982373309128056,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9811.0
2021,kein Migrationshintergrund,Ostdeutschland,7.806508988668964,7.775490013328852,7.837527964009075,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3242.0
2021,direkter Migrationshintergrund,Westdeutschland,8.038343597057333,8.00419912854248,8.072488065572186,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2736.0
2021,direkter Migrationshintergrund,Ostdeutschland,8.071282515776533,7.97518246143403,8.167382570119036,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,266.0
2021,indirekter Migrationshintergrund,Westdeutschland,8.142749805839989,8.089210666934102,8.196288944745875,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,852.0
2021,indirekter Migrationshintergrund,Ostdeutschland,7.991099886855524,7.819240187505269,8.16295958620578,8.0,8.0,9.0,6.5,10.0,8.0,7.0,8.0,80.0
