year,quintil_oecd_hh,regtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,4th Quintile,Rural regions,No,0.89235,842,989,0.87302,0.91168
2011,5th Quintile,Urban regions,Yes,0.08215,258,2384,0.07112,0.09317
2011,5th Quintile,Urban regions,No,0.91785,2126,2384,0.90683,0.92888
2011,5th Quintile,Rural regions,Yes,0.16869,164,803,0.14277,0.19461
2011,5th Quintile,Rural regions,No,0.83131,639,803,0.80539,0.85723
2012,1st Quintile,Urban regions,Yes,0.01629,46,2192,0.01099,0.02159
2012,1st Quintile,Urban regions,No,0.98371,2146,2192,0.97841,0.98901
2012,1st Quintile,Rural regions,Yes,0.03308,60,1402,0.02371,0.04244
2012,1st Quintile,Rural regions,No,0.96692,1342,1402,0.95756,0.97629
2012,2nd Quintile,Urban regions,Yes,0.04878,126,2022,0.03939,0.05817
2012,2nd Quintile,Urban regions,No,0.95122,1896,2022,0.94183,0.96061
2012,2nd Quintile,Rural regions,Yes,0.07651,120,1286,0.06197,0.09104
2012,2nd Quintile,Rural regions,No,0.92349,1166,1286,0.90896,0.93803
2012,3rd Quintile,Urban regions,Yes,0.06611,172,1949,0.05508,0.07715
2012,3rd Quintile,Urban regions,No,0.93389,1777,1949,0.92285,0.94492
2012,3rd Quintile,Rural regions,Yes,0.08826,155,1251,0.07253,0.10398
2012,3rd Quintile,Rural regions,No,0.91174,1096,1251,0.89602,0.92747
2012,4th Quintile,Urban regions,Yes,0.08526,223,1957,0.07289,0.09764
2012,4th Quintile,Urban regions,No,0.91474,1734,1957,0.90236,0.92711
2012,4th Quintile,Rural regions,Yes,0.13321,172,1071,0.11285,0.15357
2012,4th Quintile,Rural regions,No,0.86679,899,1071,0.84643,0.88715
2012,5th Quintile,Urban regions,Yes,0.09269,275,2316,0.08087,0.10450
2012,5th Quintile,Urban regions,No,0.90731,2041,2316,0.89550,0.91913
2012,5th Quintile,Rural regions,Yes,0.16424,169,839,0.13916,0.18933
2012,5th Quintile,Rural regions,No,0.83576,670,839,0.81067,0.86084
2013,1st Quintile,Urban regions,Yes,0.01816,57,2764,0.01318,0.02314
2013,1st Quintile,Urban regions,No,0.98184,2707,2764,0.97686,0.98682
2013,1st Quintile,Rural regions,Yes,0.02670,52,1472,0.01846,0.03494
2013,1st Quintile,Rural regions,No,0.97330,1420,1472,0.96506,0.98154
2013,2nd Quintile,Urban regions,Yes,0.04269,113,2389,0.03459,0.05080
2013,2nd Quintile,Urban regions,No,0.95731,2276,2389,0.94920,0.96541
2013,2nd Quintile,Rural regions,Yes,0.09421,141,1467,0.07926,0.10917
2013,2nd Quintile,Rural regions,No,0.90579,1326,1467,0.89083,0.92074
2013,3rd Quintile,Urban regions,Yes,0.08456,194,2161,0.07283,0.09629
2013,3rd Quintile,Urban regions,No,0.91544,1967,2161,0.90371,0.92717
2013,3rd Quintile,Rural regions,Yes,0.11497,165,1226,0.09710,0.13283
2013,3rd Quintile,Rural regions,No,0.88503,1061,1226,0.86717,0.90290
2013,4th Quintile,Urban regions,Yes,0.08500,206,2050,0.07292,0.09707
2013,4th Quintile,Urban regions,No,0.91500,1844,2050,0.90293,0.92708
2013,4th Quintile,Rural regions,Yes,0.11105,150,1064,0.09216,0.12994
2013,4th Quintile,Rural regions,No,0.88895,914,1064,0.87006,0.90784
2013,5th Quintile,Urban regions,Yes,0.10087,305,2474,0.08900,0.11274
2013,5th Quintile,Urban regions,No,0.89913,2169,2474,0.88726,0.91100
2013,5th Quintile,Rural regions,Yes,0.20515,180,788,0.17694,0.23336
2013,5th Quintile,Rural regions,No,0.79485,608,788,0.76664,0.82306
2014,1st Quintile,Urban regions,Yes,0.02684,61,2225,0.02012,0.03356
2014,1st Quintile,Urban regions,No,0.97316,2164,2225,0.96644,0.97988
2014,1st Quintile,Rural regions,Yes,0.04870,63,1224,0.03664,0.06076
2014,1st Quintile,Rural regions,No,0.95130,1161,1224,0.93924,0.96336
2014,2nd Quintile,Urban regions,Yes,0.04679,111,2028,0.03760,0.05599
2014,2nd Quintile,Urban regions,No,0.95321,1917,2028,0.94401,0.96240
2014,2nd Quintile,Rural regions,Yes,0.08610,114,1284,0.07075,0.10145
2014,2nd Quintile,Rural regions,No,0.91390,1170,1284,0.89855,0.92925
2014,3rd Quintile,Urban regions,Yes,0.08101,160,1940,0.06886,0.09315
2014,3rd Quintile,Urban regions,No,0.91899,1780,1940,0.90685,0.93114
2014,3rd Quintile,Rural regions,Yes,0.10945,166,1167,0.09153,0.12737
2014,3rd Quintile,Rural regions,No,0.89055,1001,1167,0.87263,0.90847
2014,4th Quintile,Urban regions,Yes,0.08931,210,1937,0.07661,0.10202
2014,4th Quintile,Urban regions,No,0.91069,1727,1937,0.89798,0.92339
2014,4th Quintile,Rural regions,Yes,0.13796,167,988,0.11645,0.15948
2014,4th Quintile,Rural regions,No,0.86204,821,988,0.84052,0.88355
2014,5th Quintile,Urban regions,Yes,0.12770,321,2259,0.11393,0.14147
2014,5th Quintile,Urban regions,No,0.87230,1938,2259,0.85853,0.88607
2014,5th Quintile,Rural regions,Yes,0.18874,168,759,0.16089,0.21660
2014,5th Quintile,Rural regions,No,0.81126,591,759,0.78340,0.83911
2015,1st Quintile,Urban regions,Yes,0.01481,53,2308,0.00988,0.01974
2015,1st Quintile,Urban regions,No,0.98519,2255,2308,0.98026,0.99012
2015,1st Quintile,Rural regions,Yes,0.04780,60,1237,0.03591,0.05969
2015,1st Quintile,Rural regions,No,0.95220,1177,1237,0.94031,0.96409
2015,2nd Quintile,Urban regions,Yes,0.05424,113,2058,0.04445,0.06403
2015,2nd Quintile,Urban regions,No,0.94576,1945,2058,0.93597,0.95555
2015,2nd Quintile,Rural regions,Yes,0.08618,119,1321,0.07104,0.10131
2015,2nd Quintile,Rural regions,No,0.91382,1202,1321,0.89869,0.92896
2015,3rd Quintile,Urban regions,Yes,0.07695,159,1908,0.06499,0.08891
2015,3rd Quintile,Urban regions,No,0.92305,1749,1908,0.91109,0.93501
2015,3rd Quintile,Rural regions,Yes,0.12236,158,1105,0.10303,0.14169
2015,3rd Quintile,Rural regions,No,0.87764,947,1105,0.85831,0.89697
2015,4th Quintile,Urban regions,Yes,0.10525,223,1857,0.09129,0.11921
2015,4th Quintile,Urban regions,No,0.89475,1634,1857,0.88079,0.90871
2015,4th Quintile,Rural regions,Yes,0.13550,174,972,0.11397,0.15703
2015,4th Quintile,Rural regions,No,0.86450,798,972,0.84297,0.88603
2015,5th Quintile,Urban regions,Yes,0.12145,311,2234,0.10790,0.13500
2015,5th Quintile,Urban regions,No,0.87855,1923,2234,0.86500,0.89210
2015,5th Quintile,Rural regions,Yes,0.25637,198,739,0.22486,0.28787
2015,5th Quintile,Rural regions,No,0.74363,541,739,0.71213,0.77514
2016,1st Quintile,Urban regions,Yes,0.01975,49,1983,0.01362,0.02587
2016,1st Quintile,Urban regions,No,0.98025,1934,1983,0.97413,0.98638
2016,1st Quintile,Rural regions,Yes,0.04850,43,1107,0.03584,0.06116
2016,1st Quintile,Rural regions,No,0.95150,1064,1107,0.93884,0.96416
2016,2nd Quintile,Urban regions,Yes,0.04667,92,1846,0.03705,0.05630
2016,2nd Quintile,Urban regions,No,0.95333,1754,1846,0.94370,0.96295
2016,2nd Quintile,Rural regions,Yes,0.08340,111,1191,0.06769,0.09911
2016,2nd Quintile,Rural regions,No,0.91660,1080,1191,0.90089,0.93231
2016,3rd Quintile,Urban regions,Yes,0.08034,155,1724,0.06750,0.09317
2016,3rd Quintile,Urban regions,No,0.91966,1569,1724,0.90683,0.93250
2016,3rd Quintile,Rural regions,Yes,0.11432,137,1016,0.09474,0.13389
2016,3rd Quintile,Rural regions,No,0.88568,879,1016,0.86611,0.90526
2016,4th Quintile,Urban regions,Yes,0.07483,187,1760,0.06254,0.08713
2016,4th Quintile,Urban regions,No,0.92517,1573,1760,0.91287,0.93746
2016,4th Quintile,Rural regions,Yes,0.15356,168,901,0.13001,0.17711
2016,4th Quintile,Rural regions,No,0.84644,733,901,0.82289,0.86999
2016,5th Quintile,Urban regions,Yes,0.13951,305,2049,0.12450,0.15452
2016,5th Quintile,Urban regions,No,0.86049,1744,2049,0.84548,0.87550
2016,5th Quintile,Rural regions,Yes,0.22938,176,705,0.19832,0.26044
2016,5th Quintile,Rural regions,No,0.77062,529,705,0.73956,0.80168
2017,1st Quintile,Urban regions,Yes,0.02074,40,2020,0.01452,0.02696
2017,1st Quintile,Urban regions,No,0.97926,1980,2020,0.97304,0.98548
2017,1st Quintile,Rural regions,Yes,0.06285,58,1176,0.04897,0.07673
2017,1st Quintile,Rural regions,No,0.93715,1118,1176,0.92327,0.95103
2017,2nd Quintile,Urban regions,Yes,0.05093,105,1972,0.04122,0.06063
2017,2nd Quintile,Urban regions,No,0.94907,1867,1972,0.93937,0.95878
2017,2nd Quintile,Rural regions,Yes,0.09139,113,1261,0.07548,0.10730
2017,2nd Quintile,Rural regions,No,0.90861,1148,1261,0.89270,0.92452
2017,3rd Quintile,Urban regions,Yes,0.08064,185,1901,0.06839,0.09288
2017,3rd Quintile,Urban regions,No,0.91936,1716,1901,0.90712,0.93161
2017,3rd Quintile,Rural regions,Yes,0.12661,180,1185,0.10767,0.14555
2017,3rd Quintile,Rural regions,No,0.87339,1005,1185,0.85445,0.89233
2017,4th Quintile,Urban regions,Yes,0.09702,253,2012,0.08408,0.10995
2017,4th Quintile,Urban regions,No,0.90298,1759,2012,0.89005,0.91592
2017,4th Quintile,Rural regions,Yes,0.15314,198,1030,0.13113,0.17514
2017,4th Quintile,Rural regions,No,0.84686,832,1030,0.82486,0.86887
2017,5th Quintile,Urban regions,Yes,0.13468,354,2321,0.12079,0.14857
2017,5th Quintile,Urban regions,No,0.86532,1967,2321,0.85143,0.87921
2017,5th Quintile,Rural regions,Yes,0.25212,198,772,0.22147,0.28278
2017,5th Quintile,Rural regions,No,0.74788,574,772,0.71722,0.77853
2018,1st Quintile,Urban regions,Yes,0.01663,48,2128,0.01120,0.02207
2018,1st Quintile,Urban regions,No,0.98337,2080,2128,0.97793,0.98880
2018,1st Quintile,Rural regions,Yes,0.05858,57,1178,0.04517,0.07200
2018,1st Quintile,Rural regions,No,0.94142,1121,1178,0.92800,0.95483
2018,2nd Quintile,Urban regions,Yes,0.05391,115,2030,0.04408,0.06373
2018,2nd Quintile,Urban regions,No,0.94609,1915,2030,0.93627,0.95592
2018,2nd Quintile,Rural regions,Yes,0.07511,121,1263,0.06057,0.08965
2018,2nd Quintile,Rural regions,No,0.92489,1142,1263,0.91035,0.93943
2018,3rd Quintile,Urban regions,Yes,0.08602,167,1851,0.07324,0.09879
2018,3rd Quintile,Urban regions,No,0.91398,1684,1851,0.90121,0.92676
2018,3rd Quintile,Rural regions,Yes,0.11644,156,1086,0.09735,0.13552
2018,3rd Quintile,Rural regions,No,0.88356,930,1086,0.86448,0.90265
2018,4th Quintile,Urban regions,Yes,0.09699,223,1913,0.08372,0.11025
2018,4th Quintile,Urban regions,No,0.90301,1690,1913,0.88975,0.91628
2018,4th Quintile,Rural regions,Yes,0.17767,194,963,0.15351,0.20182
2018,4th Quintile,Rural regions,No,0.82233,769,963,0.79818,0.84649
2018,5th Quintile,Urban regions,Yes,0.14380,353,2235,0.12925,0.15835
2018,5th Quintile,Urban regions,No,0.85620,1882,2235,0.84165,0.87075
2018,5th Quintile,Rural regions,Yes,0.24148,203,772,0.21127,0.27169
2018,5th Quintile,Rural regions,No,0.75852,569,772,0.72831,0.78873
2019,1st Quintile,Urban regions,Yes,0.03043,47,1560,0.02190,0.03895
2019,1st Quintile,Urban regions,No,0.96957,1513,1560,0.96105,0.97810
2019,1st Quintile,Rural regions,Yes,0.05347,38,863,0.03845,0.06849
2019,1st Quintile,Rural regions,No,0.94653,825,863,0.93151,0.96155
2019,2nd Quintile,Urban regions,Yes,0.05357,92,1593,0.04251,0.06464
2019,2nd Quintile,Urban regions,No,0.94643,1501,1593,0.93536,0.95749
2019,2nd Quintile,Rural regions,Yes,0.10176,104,1024,0.08324,0.12029
2019,2nd Quintile,Rural regions,No,0.89824,920,1024,0.87971,0.91676
2019,3rd Quintile,Urban regions,Yes,0.07844,131,1584,0.06520,0.09169
2019,3rd Quintile,Urban regions,No,0.92156,1453,1584,0.90831,0.93480
2019,3rd Quintile,Rural regions,Yes,0.10917,132,925,0.08906,0.12928
2019,3rd Quintile,Rural regions,No,0.89083,793,925,0.87072,0.91094
2019,4th Quintile,Urban regions,Yes,0.10512,197,1605,0.09011,0.12013
2019,4th Quintile,Urban regions,No,0.89488,1408,1605,0.87987,0.90989
2019,4th Quintile,Rural regions,Yes,0.19390,188,856,0.16740,0.22041
2019,4th Quintile,Rural regions,No,0.80610,668,856,0.77959,0.83260
2019,5th Quintile,Urban regions,Yes,0.14842,310,1891,0.13239,0.16445
2019,5th Quintile,Urban regions,No,0.85158,1581,1891,0.83555,0.86761
2019,5th Quintile,Rural regions,Yes,0.22736,184,703,0.19636,0.25837
2019,5th Quintile,Rural regions,No,0.77264,519,703,0.74163,0.80364
2020,1st Quintile,Urban regions,Yes,0.02267,59,2312,0.01660,0.02874
2020,1st Quintile,Urban regions,No,0.97733,2253,2312,0.97126,0.98340
2020,1st Quintile,Rural regions,Yes,0.06362,65,1122,0.04933,0.07790
2020,1st Quintile,Rural regions,No,0.93638,1057,1122,0.92210,0.95067
2020,2nd Quintile,Urban regions,Yes,0.04928,110,2087,0.03999,0.05857
2020,2nd Quintile,Urban regions,No,0.95072,1977,2087,0.94143,0.96001
2020,2nd Quintile,Rural regions,Yes,0.08839,127,1239,0.07258,0.10420
2020,2nd Quintile,Rural regions,No,0.91161,1112,1239,0.89580,0.92742
2020,3rd Quintile,Urban regions,Yes,0.10922,193,1868,0.09507,0.12337
2020,3rd Quintile,Urban regions,No,0.89078,1675,1868,0.87663,0.90493
2020,3rd Quintile,Rural regions,Yes,0.16207,158,1011,0.13934,0.18479
2020,3rd Quintile,Rural regions,No,0.83793,853,1011,0.81521,0.86066
2020,4th Quintile,Urban regions,Yes,0.11906,238,1918,0.10456,0.13355
2020,4th Quintile,Urban regions,No,0.88094,1680,1918,0.86645,0.89544
2020,4th Quintile,Rural regions,Yes,0.19693,206,935,0.17143,0.22244
2020,4th Quintile,Rural regions,No,0.80307,729,935,0.77756,0.82857
2020,5th Quintile,Urban regions,Yes,0.15317,501,2765,0.13975,0.16660
2020,5th Quintile,Urban regions,No,0.84683,2264,2765,0.83340,0.86025
2020,5th Quintile,Rural regions,Yes,0.23643,281,963,0.20958,0.26328
2020,5th Quintile,Rural regions,No,0.76357,682,963,0.73672,0.79042
2021,1st Quintile,Urban regions,Yes,0.03139,41,1152,0.02131,0.04146
2021,1st Quintile,Urban regions,No,0.96861,1111,1152,0.95854,0.97869
2021,1st Quintile,Rural regions,Yes,0.08244,41,625,0.06086,0.10402
2021,1st Quintile,Rural regions,No,0.91756,584,625,0.89598,0.93914
2021,2nd Quintile,Urban regions,Yes,0.04466,82,1192,0.03293,0.05639
2021,2nd Quintile,Urban regions,No,0.95534,1110,1192,0.94361,0.96707
2021,2nd Quintile,Rural regions,Yes,0.11610,84,785,0.09367,0.13852
2021,2nd Quintile,Rural regions,No,0.88390,701,785,0.86148,0.90633
2021,3rd Quintile,Urban regions,Yes,0.08775,112,1185,0.07163,0.10387
2021,3rd Quintile,Urban regions,No,0.91225,1073,1185,0.89613,0.92837
2021,3rd Quintile,Rural regions,Yes,0.11238,96,662,0.08830,0.13646
2021,3rd Quintile,Rural regions,No,0.88762,566,662,0.86354,0.91170
2021,4th Quintile,Urban regions,Yes,0.13150,170,1258,0.11281,0.15018
2021,4th Quintile,Urban regions,No,0.86850,1088,1258,0.84982,0.88719
2021,4th Quintile,Rural regions,Yes,0.19129,148,638,0.16074,0.22183
2021,4th Quintile,Rural regions,No,0.80871,490,638,0.77817,0.83926
2021,5th Quintile,Urban regions,Yes,0.14797,314,1815,0.13163,0.16431
2021,5th Quintile,Urban regions,No,0.85203,1501,1815,0.83569,0.86837
2021,5th Quintile,Rural regions,Yes,0.23604,177,616,0.20248,0.26961
2021,5th Quintile,Rural regions,No,0.76396,439,616,0.73039,0.79752
2022,Not included in this version of the questionnaire,Urban regions,No,0.94821,148,148,0.91238,0.98403
2022,Not included in this version of the questionnaire,Rural regions,No,0.95965,41,41,0.89868,1.02063
2022,1st Quintile,Urban regions,Yes,0.06821,231,3059,0.05927,0.07714
2022,1st Quintile,Urban regions,No,0.93179,2828,3059,0.92286,0.94073
2022,1st Quintile,Rural regions,Yes,0.14787,227,1458,0.12964,0.16610
2022,1st Quintile,Rural regions,No,0.85213,1231,1458,0.83390,0.87036
2022,2nd Quintile,Urban regions,Yes,0.09238,236,2537,0.08111,0.10365
2022,2nd Quintile,Urban regions,No,0.90762,2301,2537,0.89635,0.91889
2022,2nd Quintile,Rural regions,Yes,0.13009,208,1328,0.11199,0.14819
2022,2nd Quintile,Rural regions,No,0.86991,1120,1328,0.85181,0.88801
2022,3rd Quintile,Urban regions,Yes,0.11639,270,2256,0.10315,0.12962
2022,3rd Quintile,Urban regions,No,0.88361,1986,2256,0.87038,0.89685
2022,3rd Quintile,Rural regions,Yes,0.16349,232,1136,0.14197,0.18500
2022,3rd Quintile,Rural regions,No,0.83651,904,1136,0.81500,0.85803
2022,4th Quintile,Urban regions,Yes,0.13460,351,2340,0.12077,0.14843
2022,4th Quintile,Urban regions,No,0.86540,1989,2340,0.85157,0.87923
2022,4th Quintile,Rural regions,Yes,0.23300,269,1071,0.20767,0.25833
2022,4th Quintile,Rural regions,No,0.76700,802,1071,0.74167,0.79233
2022,5th Quintile,Urban regions,Yes,0.17251,575,2795,0.15850,0.18652
2022,5th Quintile,Urban regions,No,0.82749,2220,2795,0.81348,0.84150
2022,5th Quintile,Rural regions,Yes,0.27608,352,1031,0.24878,0.30338
2022,5th Quintile,Rural regions,No,0.72392,679,1031,0.69662,0.75122
