year,bula_h,hhtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Saxony-Anhalt,Couple with children,No,0.95504,120,120,0.91781,0.99227
2008,Thuringa,Couple without children,No,0.97403,165,165,0.94969,0.99837
2008,Thuringa,Single parent,No,0.98229,33,33,0.93660,1.02799
2008,Thuringa,Couple with children,No,0.98747,130,130,0.96827,1.00666
2009,Schleswig-Holstein,Single-person household,No,0.98362,87,87,0.95679,1.01045
2009,Schleswig-Holstein,Couple without children,No,0.95261,111,111,0.91290,0.99231
2009,Schleswig-Holstein,Couple with children,No,0.93384,70,70,0.87518,0.99249
2009,Hamburg,Single-person household,No,0.97490,74,74,0.93901,1.01078
2009,Hamburg,Couple without children,No,0.99235,56,56,0.96931,1.01538
2009,Lower Saxony,Single-person household,No,0.97884,236,236,0.96045,0.99724
2009,Lower Saxony,Couple without children,No,0.95218,306,306,0.92823,0.97613
2009,Lower Saxony,Couple with children,No,0.94054,263,263,0.91191,0.96918
2009,North Rhine-Westphalia,Single-person household,No,0.98741,525,525,0.97787,0.99696
2009,North Rhine-Westphalia,Couple without children,Yes,0.04299,33,704,0.02799,0.05798
2009,North Rhine-Westphalia,Couple without children,No,0.95701,671,704,0.94202,0.97201
2009,North Rhine-Westphalia,Single parent,No,0.99499,111,111,0.98180,1.00818
2009,North Rhine-Westphalia,Couple with children,Yes,0.04167,37,635,0.02611,0.05722
2009,North Rhine-Westphalia,Couple with children,No,0.95833,598,635,0.94278,0.97389
2009,Hesse,Single-person household,No,0.99888,179,179,0.99397,1.00379
2009,Hesse,Couple without children,No,0.92466,231,231,0.89055,0.95877
2009,Hesse,Single parent,No,0.91563,39,39,0.82726,1.00400
2009,Hesse,Couple with children,No,0.88195,181,181,0.83481,0.92909
2009,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97630,176,176,0.95376,0.99884
2009,"Rhineland-Palatinate, Saarland",Couple without children,No,0.90931,155,155,0.86396,0.95467
2009,"Rhineland-Palatinate, Saarland",Couple with children,No,0.91986,163,163,0.87805,0.96167
2009,Baden-Wuerttemberg,Single-person household,No,0.99404,307,307,0.98542,1.00267
2009,Baden-Wuerttemberg,Couple without children,Yes,0.11347,41,374,0.08128,0.14566
2009,Baden-Wuerttemberg,Couple without children,No,0.88653,333,374,0.85434,0.91872
2009,Baden-Wuerttemberg,Single parent,No,0.95904,68,68,0.91159,1.00650
2009,Baden-Wuerttemberg,Couple with children,Yes,0.17268,66,377,0.13447,0.21088
2009,Baden-Wuerttemberg,Couple with children,No,0.82732,311,377,0.78912,0.86553
2009,Bavaria,Single-person household,No,0.96050,363,363,0.94043,0.98056
2009,Bavaria,Couple without children,Yes,0.10578,58,480,0.07824,0.13332
2009,Bavaria,Couple without children,No,0.89422,422,480,0.86668,0.92176
2009,Bavaria,Single parent,No,0.94529,81,81,0.89546,0.99513
2009,Bavaria,Couple with children,Yes,0.15074,95,478,0.11863,0.18285
2009,Bavaria,Couple with children,No,0.84926,383,478,0.81715,0.88137
2009,Berlin,Single-person household,No,0.98717,167,167,0.97006,1.00429
2009,Berlin,Couple with children,No,0.98144,77,77,0.95109,1.01178
2009,Brandenburg,Single-person household,No,0.98291,124,124,0.96001,1.00582
2009,Brandenburg,Couple without children,No,0.94861,154,154,0.91363,0.98360
2009,Brandenburg,Couple with children,No,0.94446,109,109,0.90127,0.98766
2009,Mecklenburg-Western Pomerania,Couple without children,No,0.96180,108,108,0.92549,0.99812
2009,Mecklenburg-Western Pomerania,Couple with children,No,0.98442,58,58,0.95227,1.01657
2009,Saxony,Single-person household,No,0.97763,208,208,0.95749,0.99778
2009,Saxony,Couple without children,No,0.94672,268,268,0.91978,0.97366
2009,Saxony,Single parent,No,0.97967,41,41,0.93593,1.02341
2009,Saxony,Couple with children,No,0.90360,193,193,0.86185,0.94535
2009,Saxony-Anhalt,Single-person household,No,0.98690,115,115,0.96604,1.00777
2009,Saxony-Anhalt,Couple without children,No,0.97389,150,150,0.94828,0.99949
2009,Saxony-Anhalt,Couple with children,No,0.91257,109,109,0.85930,0.96584
2009,Thuringa,Single-person household,No,0.99938,115,115,0.99481,1.00395
2009,Thuringa,Couple without children,No,0.95132,153,153,0.91711,0.98553
2009,Thuringa,Single parent,No,0.98424,32,32,0.94040,1.02808
2009,Thuringa,Couple with children,No,0.97961,128,128,0.95503,1.00419
2010,Schleswig-Holstein,Single-person household,No,0.98134,81,81,0.95169,1.01099
2010,Schleswig-Holstein,Couple without children,No,0.99560,105,105,0.98289,1.00832
2010,Schleswig-Holstein,Single parent,No,0.97094,77,77,0.93317,1.00870
2010,Schleswig-Holstein,Couple with children,No,0.93484,168,168,0.89741,0.97227
2010,Hamburg,Single-person household,No,0.97472,64,64,0.93597,1.01348
2010,Hamburg,Couple without children,No,0.98079,62,62,0.94634,1.01524
2010,Hamburg,Couple with children,No,0.94371,72,72,0.89010,0.99732
2010,Lower Saxony,Single-person household,No,0.97892,229,229,0.96028,0.99757
2010,Lower Saxony,Couple without children,No,0.94234,284,284,0.91518,0.96950
2010,Lower Saxony,Single parent,No,0.98518,179,179,0.96743,1.00293
2010,Lower Saxony,Couple with children,Yes,0.09540,59,516,0.07003,0.12078
2010,Lower Saxony,Couple with children,No,0.90460,457,516,0.87922,0.92997
2010,North Rhine-Westphalia,Single-person household,No,0.98196,467,467,0.96988,0.99405
2010,North Rhine-Westphalia,Couple without children,No,0.95808,637,637,0.94250,0.97365
2010,North Rhine-Westphalia,Single parent,No,0.99169,354,354,0.98222,1.00116
2010,North Rhine-Westphalia,Couple with children,Yes,0.05574,96,1254,0.04303,0.06844
2010,North Rhine-Westphalia,Couple with children,No,0.94426,1158,1254,0.93156,0.95697
2010,Hesse,Single-person household,No,0.97542,166,166,0.95179,0.99905
2010,Hesse,Couple without children,No,0.91178,218,218,0.87405,0.94952
2010,Hesse,Single parent,No,0.99112,121,121,0.97434,1.00791
2010,Hesse,Couple with children,Yes,0.10959,37,419,0.07964,0.13954
2010,Hesse,Couple with children,No,0.89041,382,419,0.86046,0.92036
2010,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97223,177,177,0.94796,0.99651
2010,"Rhineland-Palatinate, Saarland",Couple without children,No,0.91613,151,151,0.87177,0.96049
2010,"Rhineland-Palatinate, Saarland",Single parent,No,0.98303,90,90,0.95620,1.00986
2010,"Rhineland-Palatinate, Saarland",Couple with children,No,0.88069,295,295,0.84364,0.91775
2010,Baden-Wuerttemberg,Single-person household,No,0.98380,299,299,0.96946,0.99813
2010,Baden-Wuerttemberg,Couple without children,Yes,0.15283,50,350,0.11508,0.19059
2010,Baden-Wuerttemberg,Couple without children,No,0.84717,300,350,0.80941,0.88492
2010,Baden-Wuerttemberg,Single parent,No,0.95834,197,197,0.93037,0.98631
2010,Baden-Wuerttemberg,Couple with children,Yes,0.16118,120,745,0.13476,0.18760
2010,Baden-Wuerttemberg,Couple with children,No,0.83882,625,745,0.81240,0.86524
2010,Bavaria,Single-person household,No,0.95048,333,333,0.92714,0.97381
2010,Bavaria,Couple without children,Yes,0.11362,63,462,0.08465,0.14259
2010,Bavaria,Couple without children,No,0.88638,399,462,0.85741,0.91535
2010,Bavaria,Single parent,No,0.93491,250,250,0.90426,0.96555
2010,Bavaria,Couple with children,Yes,0.19452,212,913,0.16883,0.22021
2010,Bavaria,Couple with children,No,0.80548,701,913,0.77979,0.83117
2010,Berlin,Single-person household,No,0.99666,169,169,0.98793,1.00538
2010,Berlin,Single parent,No,0.99633,100,100,0.98442,1.00824
2010,Berlin,Couple with children,No,0.96165,172,172,0.93286,0.99043
2010,Brandenburg,Single-person household,No,0.98536,112,112,0.96301,1.00770
2010,Brandenburg,Couple without children,No,0.92543,151,151,0.88338,0.96747
2010,Brandenburg,Couple with children,No,0.93246,177,177,0.89538,0.96953
2010,Mecklenburg-Western Pomerania,Single-person household,No,0.97699,74,74,0.94260,1.01139
2010,Mecklenburg-Western Pomerania,Couple without children,No,0.94316,101,101,0.89777,0.98854
2010,Mecklenburg-Western Pomerania,Single parent,No,0.97473,56,56,0.93326,1.01621
2010,Mecklenburg-Western Pomerania,Couple with children,No,0.89569,108,108,0.83777,0.95360
2010,Saxony,Single-person household,No,0.98663,188,188,0.97017,1.00309
2010,Saxony,Couple without children,No,0.95549,243,243,0.92951,0.98147
2010,Saxony,Single parent,No,0.93350,87,87,0.88085,0.98616
2010,Saxony,Couple with children,No,0.90838,364,364,0.87871,0.93806
2010,Saxony-Anhalt,Single-person household,No,0.98105,114,114,0.95592,1.00619
2010,Saxony-Anhalt,Couple without children,No,0.95655,143,143,0.92302,0.99008
2010,Saxony-Anhalt,Single parent,No,0.98537,74,74,0.95783,1.01291
2010,Saxony-Anhalt,Couple with children,No,0.95336,175,175,0.92203,0.98469
2010,Thuringa,Single-person household,No,0.98997,114,114,0.97160,1.00834
2010,Thuringa,Couple without children,No,0.92455,141,141,0.88080,0.96830
2010,Thuringa,Single parent,No,0.97233,64,64,0.93183,1.01283
2010,Thuringa,Couple with children,No,0.96711,185,185,0.94133,0.99288
2011,Schleswig-Holstein,Single-person household,No,0.98773,117,117,0.96770,1.00776
2011,Schleswig-Holstein,Couple without children,No,0.93626,157,157,0.89793,0.97460
2011,Schleswig-Holstein,Single parent,No,0.96087,94,94,0.92146,1.00028
2011,Schleswig-Holstein,Couple with children,No,0.95310,196,196,0.92343,0.98278
2011,Hamburg,Single-person household,No,0.98025,73,73,0.94810,1.01239
2011,Hamburg,Couple with children,No,0.97080,79,79,0.93344,1.00817
2011,Lower Saxony,Single-person household,No,0.98156,269,269,0.96545,0.99767
2011,Lower Saxony,Couple without children,Yes,0.06158,34,428,0.03878,0.08438
2011,Lower Saxony,Couple without children,No,0.93842,394,428,0.91562,0.96122
2011,Lower Saxony,Single parent,No,0.92503,203,203,0.88871,0.96135
2011,Lower Saxony,Couple with children,Yes,0.11775,71,574,0.09136,0.14414
2011,Lower Saxony,Couple with children,No,0.88225,503,574,0.85586,0.90864
2011,Bremen,Couple with children,No,0.92101,34,34,0.82899,1.01304
2011,North Rhine-Westphalia,Single-person household,No,0.97957,620,620,0.96843,0.99072
2011,North Rhine-Westphalia,Couple without children,Yes,0.04592,42,844,0.03179,0.06005
2011,North Rhine-Westphalia,Couple without children,No,0.95408,802,844,0.93995,0.96821
2011,North Rhine-Westphalia,Single parent,No,0.98998,447,447,0.98074,0.99922
2011,North Rhine-Westphalia,Couple with children,Yes,0.07905,120,1303,0.06440,0.09371
2011,North Rhine-Westphalia,Couple with children,No,0.92095,1183,1303,0.90629,0.93560
2011,Hesse,Single-person household,No,0.96535,227,227,0.94151,0.98920
2011,Hesse,Couple without children,No,0.90459,253,253,0.86832,0.94087
2011,Hesse,Single parent,No,0.97494,156,156,0.95034,0.99955
2011,Hesse,Couple with children,Yes,0.10865,51,471,0.08051,0.13678
2011,Hesse,Couple with children,No,0.89135,420,471,0.86322,0.91949
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96468,216,216,0.94001,0.98935
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.94272,224,224,0.91222,0.97322
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.95264,108,108,0.91240,0.99289
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.15970,43,353,0.12143,0.19797
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.84030,310,353,0.80203,0.87857
2011,Baden-Wuerttemberg,Single-person household,No,0.96043,380,380,0.94080,0.98006
2011,Baden-Wuerttemberg,Couple without children,Yes,0.17067,81,485,0.13716,0.20419
2011,Baden-Wuerttemberg,Couple without children,No,0.82933,404,485,0.79581,0.86284
2011,Baden-Wuerttemberg,Single parent,No,0.95706,242,242,0.93146,0.98265
2011,Baden-Wuerttemberg,Couple with children,Yes,0.19624,170,836,0.16930,0.22318
2011,Baden-Wuerttemberg,Couple with children,No,0.80376,666,836,0.77682,0.83070
2011,Bavaria,Single-person household,Yes,0.06183,42,512,0.04094,0.08271
2011,Bavaria,Single-person household,No,0.93817,470,512,0.91729,0.95906
2011,Bavaria,Couple without children,Yes,0.11560,94,654,0.09107,0.14012
2011,Bavaria,Couple without children,No,0.88440,560,654,0.85988,0.90893
2011,Bavaria,Single parent,Yes,0.08168,34,351,0.05299,0.11038
2011,Bavaria,Single parent,No,0.91832,317,351,0.88962,0.94701
2011,Bavaria,Couple with children,Yes,0.21707,261,1015,0.19169,0.24244
2011,Bavaria,Couple with children,No,0.78293,754,1015,0.75756,0.80831
2011,Berlin,Single-person household,No,0.98963,210,210,0.97589,1.00336
2011,Berlin,Couple without children,No,0.99397,164,164,0.98209,1.00586
2011,Berlin,Single parent,No,0.99177,112,112,0.97496,1.00858
2011,Berlin,Couple with children,No,0.97241,169,169,0.94765,0.99718
2011,Brandenburg,Single-person household,No,0.97794,152,152,0.95452,1.00137
2011,Brandenburg,Couple without children,No,0.93469,188,188,0.89928,0.97011
2011,Brandenburg,Single parent,No,0.97909,104,104,0.95145,1.00672
2011,Brandenburg,Couple with children,No,0.92749,185,185,0.89002,0.96496
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.97236,97,97,0.93957,1.00515
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.94242,114,114,0.89947,0.98537
2011,Mecklenburg-Western Pomerania,Single parent,No,0.94556,76,76,0.89421,0.99691
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.86281,98,98,0.79434,0.93128
2011,Saxony,Single-person household,No,0.97374,227,227,0.95290,0.99459
2011,Saxony,Couple without children,No,0.94683,286,286,0.92078,0.97288
2011,Saxony,Single parent,No,0.96182,123,123,0.92782,0.99583
2011,Saxony,Couple with children,No,0.89172,350,350,0.85912,0.92432
2011,Saxony-Anhalt,Single-person household,No,0.97555,150,150,0.95076,1.00035
2011,Saxony-Anhalt,Couple without children,No,0.93922,172,172,0.90341,0.97503
2011,Saxony-Anhalt,Single parent,No,0.99678,89,89,0.98494,1.00862
2011,Saxony-Anhalt,Couple with children,No,0.93253,201,201,0.89777,0.96730
2011,Thuringa,Single-person household,No,0.96846,162,162,0.94146,0.99546
2011,Thuringa,Couple without children,No,0.90321,177,177,0.85953,0.94689
2011,Thuringa,Couple with children,No,0.96418,196,196,0.93810,0.99027
2012,Schleswig-Holstein,Single-person household,No,0.99122,136,136,0.97549,1.00696
2012,Schleswig-Holstein,Couple without children,No,0.92216,155,155,0.87985,0.96448
2012,Schleswig-Holstein,Single parent,No,0.95473,85,85,0.91027,0.99919
2012,Schleswig-Holstein,Couple with children,No,0.92378,182,182,0.88512,0.96244
2012,Hamburg,Single-person household,No,0.98267,77,77,0.95333,1.01201
2012,Hamburg,Couple without children,No,0.98844,71,71,0.96340,1.01348
2012,Hamburg,Single parent,No,0.98392,40,40,0.94445,1.02340
2012,Hamburg,Couple with children,No,0.95425,76,76,0.90696,1.00154
2012,Lower Saxony,Single-person household,No,0.98194,284,284,0.96642,0.99745
2012,Lower Saxony,Couple without children,Yes,0.05911,33,422,0.03658,0.08164
2012,Lower Saxony,Couple without children,No,0.94089,389,422,0.91836,0.96342
2012,Lower Saxony,Single parent,No,0.91375,182,182,0.87285,0.95465
2012,Lower Saxony,Couple with children,Yes,0.11719,82,548,0.09023,0.14414
2012,Lower Saxony,Couple with children,No,0.88281,466,548,0.85586,0.90977
2012,Bremen,Single-person household,No,0.97452,32,32,0.91904,1.02999
2012,Bremen,Couple with children,No,0.95529,37,37,0.88779,1.02280
2012,North Rhine-Westphalia,Single-person household,No,0.98541,640,640,0.97611,0.99471
2012,North Rhine-Westphalia,Couple without children,Yes,0.06088,56,853,0.04483,0.07694
2012,North Rhine-Westphalia,Couple without children,No,0.93912,797,853,0.92306,0.95517
2012,North Rhine-Westphalia,Single parent,No,0.98455,426,426,0.97283,0.99628
2012,North Rhine-Westphalia,Couple with children,Yes,0.08430,119,1218,0.06869,0.09991
2012,North Rhine-Westphalia,Couple with children,No,0.91570,1099,1218,0.90009,0.93131
2012,Hesse,Single-person household,No,0.95488,231,231,0.92806,0.98171
2012,Hesse,Couple without children,Yes,0.09735,37,299,0.06369,0.13100
2012,Hesse,Couple without children,No,0.90265,262,299,0.86900,0.93631
2012,Hesse,Single parent,No,0.98994,151,151,0.97397,1.00591
2012,Hesse,Couple with children,Yes,0.14029,62,430,0.10743,0.17316
2012,Hesse,Couple with children,No,0.85971,368,430,0.82684,0.89257
2012,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97643,226,226,0.95661,0.99625
2012,"Rhineland-Palatinate, Saarland",Couple without children,No,0.89749,219,219,0.85723,0.93776
2012,"Rhineland-Palatinate, Saarland",Single parent,No,0.96935,105,105,0.93622,1.00248
2012,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.18982,44,328,0.14731,0.23232
2012,"Rhineland-Palatinate, Saarland",Couple with children,No,0.81018,284,328,0.76768,0.85269
2012,Baden-Wuerttemberg,Single-person household,No,0.96004,374,374,0.94016,0.97992
2012,Baden-Wuerttemberg,Couple without children,Yes,0.16339,87,491,0.13066,0.19613
2012,Baden-Wuerttemberg,Couple without children,No,0.83661,404,491,0.80387,0.86934
2012,Baden-Wuerttemberg,Single parent,No,0.93307,218,218,0.89982,0.96632
2012,Baden-Wuerttemberg,Couple with children,Yes,0.21741,182,770,0.18825,0.24656
2012,Baden-Wuerttemberg,Couple with children,No,0.78259,588,770,0.75344,0.81175
2012,Bavaria,Single-person household,Yes,0.05162,39,540,0.03294,0.07030
2012,Bavaria,Single-person household,No,0.94838,501,540,0.92970,0.96706
2012,Bavaria,Couple without children,Yes,0.12638,93,649,0.10079,0.15196
2012,Bavaria,Couple without children,No,0.87362,556,649,0.84804,0.89921
2012,Bavaria,Single parent,No,0.93757,299,299,0.91011,0.96504
2012,Bavaria,Couple with children,Yes,0.21811,248,973,0.19215,0.24407
2012,Bavaria,Couple with children,No,0.78189,725,973,0.75593,0.80785
2012,Berlin,Single-person household,No,0.97256,228,228,0.95130,0.99381
2012,Berlin,Couple without children,No,0.99404,180,180,0.98276,1.00532
2012,Berlin,Single parent,No,0.98852,106,106,0.96814,1.00890
2012,Berlin,Couple with children,No,0.96234,165,165,0.93320,0.99147
2012,Brandenburg,Single-person household,No,0.98476,155,155,0.96541,1.00411
2012,Brandenburg,Couple without children,No,0.91816,200,200,0.88008,0.95625
2012,Brandenburg,Single parent,No,0.94261,90,90,0.89429,0.99093
2012,Brandenburg,Couple with children,No,0.91071,168,168,0.86746,0.95396
2012,Mecklenburg-Western Pomerania,Single-person household,No,0.97324,102,102,0.94176,1.00471
2012,Mecklenburg-Western Pomerania,Couple without children,No,0.93383,121,121,0.88936,0.97831
2012,Mecklenburg-Western Pomerania,Single parent,No,0.94670,65,65,0.89166,1.00173
2012,Mecklenburg-Western Pomerania,Couple with children,No,0.94425,91,91,0.89685,0.99165
2012,Saxony,Single-person household,No,0.97572,258,258,0.95691,0.99454
2012,Saxony,Couple without children,No,0.91804,295,295,0.88668,0.94939
2012,Saxony,Single parent,No,0.93627,117,117,0.89182,0.98072
2012,Saxony,Couple with children,Yes,0.12258,34,358,0.08856,0.15660
2012,Saxony,Couple with children,No,0.87742,324,358,0.84340,0.91144
2012,Saxony-Anhalt,Single-person household,No,0.94985,150,150,0.91480,0.98489
2012,Saxony-Anhalt,Couple without children,No,0.93159,164,164,0.89283,0.97034
2012,Saxony-Anhalt,Couple with children,No,0.90909,167,167,0.86536,0.95283
2012,Thuringa,Single-person household,No,0.93900,156,156,0.90132,0.97668
2012,Thuringa,Couple without children,No,0.91086,178,178,0.86888,0.95284
2012,Thuringa,Single parent,No,0.92895,70,70,0.86833,0.98957
2012,Thuringa,Couple with children,No,0.93257,182,182,0.89604,0.96910
2013,Schleswig-Holstein,Single-person household,No,0.99072,152,152,0.97542,1.00601
2013,Schleswig-Holstein,Couple without children,No,0.89622,141,141,0.84570,0.94674
2013,Schleswig-Holstein,Single parent,No,0.95582,85,85,0.91187,0.99977
2013,Schleswig-Holstein,Couple with children,No,0.91413,215,215,0.87660,0.95167
2013,Hamburg,Couple without children,No,0.93161,85,85,0.87763,0.98559
2013,Hamburg,Single parent,No,0.99361,45,45,0.97005,1.01716
2013,Hamburg,Couple with children,No,0.99530,113,113,0.98263,1.00797
2013,Lower Saxony,Single-person household,No,0.94929,287,287,0.92386,0.97472
