year,migback,plb0196_h,proportion,n,lower_confidence,upper_confidence
1997,direkter Migrationshintergrund,Nein,0.16913319238900634,16487,0.16341096146104503,0.17485542331696766
1997,indirekter Migrationshintergrund,Nein,0.04369274136715997,16487,0.040572496873124905,0.04681298586119503
1998,kein Migrationshintergrund,Nein,0.8328877005347594,18147,0.8274595599915177,0.8383158410780011
1998,direkter Migrationshintergrund,Nein,0.13636363636363635,18147,0.13137055780876086,0.14135671491851184
1998,indirekter Migrationshintergrund,Nein,0.03074866310160428,18147,0.028236863569671644,0.033260462633536915
1999,kein Migrationshintergrund,Nein,0.8398856325947105,17396,0.8344361333109397,0.8453351318784813
1999,direkter Migrationshintergrund,Nein,0.12080057183702644,17396,0.11595762651939884,0.12564351715465405
1999,indirekter Migrationshintergrund,Nein,0.039313795568263046,17396,0.03642581254148729,0.042201778595038805
2000,kein Migrationshintergrund,Nein,0.8437874550539353,30607,0.8397200242288605,0.84785488587901
2000,direkter Migrationshintergrund,Nein,0.1278465840990811,30607,0.12410559280952552,0.13158757538863666
2000,indirekter Migrationshintergrund,Nein,0.02836596084698362,30607,0.02650603427246277,0.030225887421504474
2002,kein Migrationshintergrund,Ja,0.624747219413549,28961,0.6191706974122066,0.6303237414148914
2002,kein Migrationshintergrund,Nein,0.25341253791708795,28961,0.24840293053939028,0.25842214529478563
2002,direkter Migrationshintergrund,Ja,0.05826592517694641,28961,0.05556805678280643,0.060963793571086396
2002,direkter Migrationshintergrund,Nein,0.03172396359959555,28961,0.02970539920783244,0.033742527991358656
2002,indirekter Migrationshintergrund,Ja,0.02275025278058645,28961,0.021032956650726405,0.024467548910446498
2002,indirekter Migrationshintergrund,Nein,0.00910010111223458,28961,0.00800642860357181,0.01019377362089735
2003,kein Migrationshintergrund,Ja,0.6240701381509033,27727,0.6183688269960885,0.629771449305718
2003,kein Migrationshintergrund,Nein,0.25677470775770456,27727,0.25163260214634586,0.26191681336906325
2003,direkter Migrationshintergrund,Ja,0.054861849096705634,27727,0.05218152384599822,0.057542174347413044
2003,direkter Migrationshintergrund,Nein,0.031083953241232733,27727,0.029041200377905568,0.0331267061045599
2003,indirekter Migrationshintergrund,Ja,0.022582359192348564,27727,0.02083360256985358,0.024331115814843547
2003,indirekter Migrationshintergrund,Nein,0.010626992561105207,27727,0.00942004098217281,0.011833944140037606
2004,kein Migrationshintergrund,Ja,0.6310211946050096,26790,0.6252429968923728,0.6367993923176464
2004,kein Migrationshintergrund,Nein,0.25227085053674647,26790,0.24706998763028945,0.2574717134432035
2004,direkter Migrationshintergrund,Ja,0.05546380401871731,26790,0.052722963010522476,0.058204645026912145
2004,direkter Migrationshintergrund,Nein,0.028488852188274155,26790,0.026496660679459546,0.030481043697088765
2004,indirekter Migrationshintergrund,Ja,0.023809523809523808,26790,0.021983895538248883,0.025635152080798734
2004,indirekter Migrationshintergrund,Nein,0.008945774841728598,26790,0.007818246661936224,0.010073303021520973
2005,kein Migrationshintergrund,Ja,0.6267459138187221,25520,0.6208116919820663,0.632680135655378
2005,kein Migrationshintergrund,Nein,0.25170876671619613,25520,0.24638400428870516,0.2570335291436871
2005,direkter Migrationshintergrund,Ja,0.05705794947994056,25520,0.05421207121910151,0.05990382774077962
2005,indirekter Migrationshintergrund,Ja,0.02763744427934621,25520,0.025626135313599915,0.029648753245092505
2005,direkter Migrationshintergrund,Nein,0.027340267459138187,25520,0.025339495536947466,0.02934103938132891
2005,indirekter Migrationshintergrund,Nein,0.00950965824665676,25520,0.008318900779117077,0.010700415714196443
2006,kein Migrationshintergrund,Ja,0.6430872483221477,27321,0.6374062618246127,0.6487682348196827
2006,kein Migrationshintergrund,Nein,0.23664429530201342,27321,0.23160442601018816,0.24168416459383868
2006,direkter Migrationshintergrund,Ja,0.057583892617449665,27321,0.05482153669502427,0.06034624853987506
2006,indirekter Migrationshintergrund,Ja,0.029664429530201344,27321,0.02765262050469523,0.031676238555707455
2006,direkter Migrationshintergrund,Nein,0.02523489932885906,27321,0.0233751322747882,0.02709466638292992
2006,indirekter Migrationshintergrund,Nein,0.007785234899328859,27321,0.006743045914101124,0.008827423884556594
2007,kein Migrationshintergrund,Ja,0.6551922799942388,25385,0.6493451821179668,0.6610393778705108
2007,kein Migrationshintergrund,Nein,0.22915166354601757,25385,0.2239813906748345,0.23432193641720064
2007,direkter Migrationshintergrund,Ja,0.05545153391905516,25385,0.05263615799001694,0.058266909848093386
2007,indirekter Migrationshintergrund,Ja,0.03082241106150079,25385,0.028696219094241027,0.032948603028760556
2007,direkter Migrationshintergrund,Nein,0.019444044361227136,25385,0.017745421440567358,0.021142667281886914
2007,indirekter Migrationshintergrund,Nein,0.009938067117960536,25385,0.008717814827550428,0.011158319408370643
2008,kein Migrationshintergrund,Ja,0.6436107854630715,23673,0.6375097527285167,0.6497118181976262
2008,kein Migrationshintergrund,Nein,0.24194021101992966,23673,0.23648470323324924,0.24739571880661007
2008,direkter Migrationshintergrund,Ja,0.05553927315357562,23673,0.052621701908791854,0.05845684439835938
2008,indirekter Migrationshintergrund,Ja,0.028429073856975382,23673,0.026311941384885077,0.030546206329065687
2008,direkter Migrationshintergrund,Nein,0.019343493552168817,23673,0.017588985620470652,0.021098001483866983
2008,indirekter Migrationshintergrund,Nein,0.011137162954279016,23673,0.009800306622832605,0.012474019285725427
2009,kein Migrationshintergrund,Ja,0.6362431671359947,21983,0.6298835680680365,0.642602766203953
2009,kein Migrationshintergrund,Nein,0.2552592347192314,21983,0.24949547475279918,0.2610229946856636
2009,direkter Migrationshintergrund,Ja,0.042902103693887694,21983,0.040223366755962435,0.045580840631812954
2009,indirekter Migrationshintergrund,Ja,0.030313069405333775,21983,0.028046634138151706,0.032579504672515844
2009,direkter Migrationshintergrund,Nein,0.0228590359450058,21983,0.020883339780051136,0.024834732109960463
2009,indirekter Migrationshintergrund,Nein,0.012423389100546628,21983,0.010959129658816229,0.013887648542277028
2010,kein Migrationshintergrund,Ja,0.5962205477813659,35837,0.5911405230700223,0.6013005724927095
2010,kein Migrationshintergrund,Nein,0.2676713311804808,35837,0.2630873355457171,0.2722553268152445
2010,direkter Migrationshintergrund,Ja,0.06374835545987322,35837,0.06121893493917867,0.06627777598056776
2010,indirekter Migrationshintergrund,Ja,0.03097715584260256,35837,0.029183339294739694,0.032770972390465426
2010,direkter Migrationshintergrund,Nein,0.027747877048199976,35837,0.02604730679194868,0.029448447304451272
2010,indirekter Migrationshintergrund,Nein,0.013634732687477575,35837,0.012434038391365629,0.014835426983589521
2011,kein Migrationshintergrund,Ja,0.635618332674832,41903,0.6310103591026354,0.6402263062470287
2011,kein Migrationshintergrund,Nein,0.22481232714342156,41903,0.22081520883894512,0.228809445447898
2011,direkter Migrationshintergrund,Ja,0.06973528249703674,41903,0.06729655615143988,0.0721740088426336
2011,indirekter Migrationshintergrund,Ja,0.0352627419992098,41903,0.0334967201257602,0.037028763872659395
2011,direkter Migrationshintergrund,Nein,0.023310944290794153,41903,0.021866197938047782,0.024755690643540523
2011,indirekter Migrationshintergrund,Nein,0.01126037139470565,41903,0.010250070259871761,0.012270672529539539
2012,kein Migrationshintergrund,Ja,0.6174224112926617,40229,0.6126730259202368,0.6221717966650867
2012,kein Migrationshintergrund,Nein,0.23967900995842598,40229,0.23550743603613652,0.24385058388071543
2012,direkter Migrationshintergrund,Ja,0.0651648457894228,40229,0.06275293824226838,0.06757675333657723
2012,indirekter Migrationshintergrund,Ja,0.03490283283380064,40229,0.03310932898986644,0.036696336677734843
2012,direkter Migrationshintergrund,Nein,0.03026201295562216,40229,0.02858798555076901,0.03193604036047531
2012,indirekter Migrationshintergrund,Nein,0.012568887170066712,40229,0.011480237186869064,0.013657537153264359
2013,kein Migrationshintergrund,Ja,0.5437909686817188,44486,0.5391624467372966,0.548419490626141
2013,kein Migrationshintergrund,Nein,0.20074654042243262,44486,0.19702424627230308,0.20446883457256215
2013,direkter Migrationshintergrund,Ja,0.13137290604515658,44486,0.12823374221420203,0.13451206987611114
2013,direkter Migrationshintergrund,Nein,0.056536780772032044,44486,0.05439056976657379,0.0586829917774903
2013,indirekter Migrationshintergrund,Ja,0.05016387472687545,44486,0.0481354248931576,0.052192324560593306
2013,indirekter Migrationshintergrund,Nein,0.017388929351784415,44486,0.016174222054413597,0.018603636649155233
2014,kein Migrationshintergrund,Ja,0.5557451078775715,38694,0.550794161856492,0.560696053898651
2014,kein Migrationshintergrund,Nein,0.2122428499749122,38694,0.20816860659184366,0.21631709335798072
2014,direkter Migrationshintergrund,Ja,0.11550426492724536,38694,0.11231947244394926,0.11868905741054146
2014,direkter Migrationshintergrund,Nein,0.050577019568489714,38694,0.04839358217311627,0.05276045696386316
2014,indirekter Migrationshintergrund,Ja,0.048770697441043655,38694,0.0466245658326425,0.050916829049444806
2014,indirekter Migrationshintergrund,Nein,0.01716006021073758,38694,0.015866057876667186,0.018454062544807977
2015,kein Migrationshintergrund,Ja,0.5791135909043057,38036,0.5741519768202454,0.584075204988366
2015,kein Migrationshintergrund,Nein,0.16907042846615433,38036,0.16530361090733153,0.17283724602497713
2015,direkter Migrationshintergrund,Ja,0.13917254447836613,38036,0.13569403259958157,0.1426510563571507
2015,direkter Migrationshintergrund,Nein,0.05074218338772502,38036,0.048536539888337046,0.052947826887113
2015,indirekter Migrationshintergrund,Ja,0.04558374565743763,38036,0.043487546365948045,0.04767994494892721
2015,indirekter Migrationshintergrund,Nein,0.01631750710601116,38036,0.015044259030888985,0.017590755181133337
2016,kein Migrationshintergrund,Ja,0.5843119875914026,41132,0.579549078347769,0.5890748968350361
2016,kein Migrationshintergrund,Nein,0.1774872590294704,41132,0.17379475425031313,0.1811797638086277
2016,direkter Migrationshintergrund,Ja,0.1305118546421449,41132,0.1272563151276336,0.1337673941566562
2016,indirekter Migrationshintergrund,Ja,0.0469754043873255,41132,0.04493059195950491,0.049020216815146095
2016,direkter Migrationshintergrund,Nein,0.04597828495457567,41132,0.0439542329275916,0.04800233698155974
2016,indirekter Migrationshintergrund,Nein,0.014735209395080877,41132,0.013570759529067014,0.01589965926109474
2017,kein Migrationshintergrund,Ja,0.5973292244478685,45410,0.5928183342315757,0.6018401146641613
2017,kein Migrationshintergrund,Nein,0.18479712378017463,45410,0.18122718494075385,0.1883670626195954
2017,direkter Migrationshintergrund,Ja,0.1170005136106831,45410,0.11404417326713352,0.11995685395423268
2017,indirekter Migrationshintergrund,Ja,0.0445814072932717,45410,0.04268315448303864,0.046479660103504766
2017,direkter Migrationshintergrund,Nein,0.04242424242424243,45410,0.04057039520576169,0.044278089642723166
2017,indirekter Migrationshintergrund,Nein,0.01386748844375963,45410,0.012791898172617801,0.01494307871490146
2018,kein Migrationshintergrund,Ja,0.5630045284504824,43121,0.558322801599922,0.5676862553010429
2018,kein Migrationshintergrund,Nein,0.2002362669816893,43121,0.19645912002111177,0.20401341394226685
2018,direkter Migrationshintergrund,Ja,0.12472927741681433,43121,0.12161062435740207,0.1278479304762266
2018,direkter Migrationshintergrund,Nein,0.050108289033274266,43121,0.04804906548807222,0.05216751257847631
2018,indirekter Migrationshintergrund,Ja,0.04705650718645402,43121,0.045057772828861975,0.04905524154404607
2018,indirekter Migrationshintergrund,Nein,0.014865130931285686,43121,0.013722926411176561,0.01600733545139481
2019,kein Migrationshintergrund,Ja,0.5944010416666666,42417,0.5897282728699591,0.5990738104633742
2019,kein Migrationshintergrund,Nein,0.1814236111111111,42417,0.17775617457627213,0.18509104764595008
2019,direkter Migrationshintergrund,Ja,0.11957465277777778,42417,0.11648683310635148,0.12266247244920407
2019,indirekter Migrationshintergrund,Ja,0.04513888888888889,42417,0.0431631405200284,0.04711463725774938
2019,direkter Migrationshintergrund,Nein,0.043402777777777776,42417,0.04146363665193385,0.0453419189036217
2019,indirekter Migrationshintergrund,Nein,0.016059027777777776,42417,0.014862754933886337,0.017255300621669214
2020,kein Migrationshintergrund,Ja,0.47296238244514105,42741,0.4682290409446951,0.477695723945587
2020,kein Migrationshintergrund,Nein,0.24568965517241378,42741,0.24160832058986756,0.24977098975496
2020,direkter Migrationshintergrund,Ja,0.12891849529780564,42741,0.12574146949444165,0.13209552110116962
2020,direkter Migrationshintergrund,Nein,0.09139890282131662,42741,0.088666838929607,0.09413096671302623
2020,indirekter Migrationshintergrund,Ja,0.03732366771159874,42741,0.03552659339936734,0.039120742023830146
2020,indirekter Migrationshintergrund,Nein,0.023706896551724137,42741,0.022264577982584872,0.0251492151208634
2021,kein Migrationshintergrund,Ja,0.5393700787401575,27598,0.5334892739426843,0.5452508835376307
2021,kein Migrationshintergrund,Nein,0.19516310461192352,27598,0.19048715240209765,0.19983905682174938
2021,direkter Migrationshintergrund,Ja,0.14749718785151855,27598,0.14331352145846835,0.15168085424456876
2021,direkter Migrationshintergrund,Nein,0.06439820022497188,27598,0.061502192903301486,0.06729420754664227
2021,indirekter Migrationshintergrund,Ja,0.039229471316085486,27598,0.03693895531383732,0.04151998731833365
2021,indirekter Migrationshintergrund,Nein,0.014341957255343082,27598,0.012939193251083262,0.015744721259602905
