"plb0196_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Nein","1992","35-65","direkter Migrationshintergrund","772","1","1","1"
"Nein","1992","35-65","indirekter Migrationshintergrund","10","","",""
"Nein","1992","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1992","66 +","kein Migrationshintergrund","21","","",""
"Nein","1992","66 +","direkter Migrationshintergrund","3","","",""
"Nein","1992","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1992","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","17-34","kein Migrationshintergrund","","","",""
"Ja","1993","17-34","direkter Migrationshintergrund","","","",""
"Ja","1993","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","35-65","kein Migrationshintergrund","","","",""
"Ja","1993","35-65","direkter Migrationshintergrund","","","",""
"Ja","1993","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","66 +","kein Migrationshintergrund","","","",""
"Ja","1993","66 +","direkter Migrationshintergrund","","","",""
"Ja","1993","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","17-34","kein Migrationshintergrund","1466","1","1","1"
"Nein","1993","17-34","direkter Migrationshintergrund","408","1","1","1"
"Nein","1993","17-34","indirekter Migrationshintergrund","184","1","1","1"
"Nein","1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","35-65","kein Migrationshintergrund","2100","1","1","1"
"Nein","1993","35-65","direkter Migrationshintergrund","750","1","1","1"
"Nein","1993","35-65","indirekter Migrationshintergrund","10","","",""
"Nein","1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","66 +","kein Migrationshintergrund","23","","",""
"Nein","1993","66 +","direkter Migrationshintergrund","3","","",""
"Nein","1993","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","17-34","kein Migrationshintergrund","","","",""
"Ja","1994","17-34","direkter Migrationshintergrund","","","",""
"Ja","1994","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","35-65","kein Migrationshintergrund","","","",""
"Ja","1994","35-65","direkter Migrationshintergrund","","","",""
"Ja","1994","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","66 +","kein Migrationshintergrund","","","",""
"Ja","1994","66 +","direkter Migrationshintergrund","","","",""
"Ja","1994","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","17-34","kein Migrationshintergrund","1339","1","1","1"
"Nein","1994","17-34","direkter Migrationshintergrund","330","1","1","1"
"Nein","1994","17-34","indirekter Migrationshintergrund","193","1","1","1"
"Nein","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","35-65","kein Migrationshintergrund","2019","1","1","1"
"Nein","1994","35-65","direkter Migrationshintergrund","673","1","1","1"
"Nein","1994","35-65","indirekter Migrationshintergrund","9","","",""
"Nein","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","66 +","kein Migrationshintergrund","22","","",""
"Nein","1994","66 +","direkter Migrationshintergrund","3","","",""
"Nein","1994","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1995","17-34","kein Migrationshintergrund","","","",""
"Ja","1995","17-34","direkter Migrationshintergrund","","","",""
"Ja","1995","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1995","35-65","kein Migrationshintergrund","","","",""
"Ja","1995","35-65","direkter Migrationshintergrund","","","",""
"Ja","1995","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1995","66 +","kein Migrationshintergrund","","","",""
"Ja","1995","66 +","direkter Migrationshintergrund","","","",""
"Ja","1995","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1995","17-34","kein Migrationshintergrund","1267","1","1","1"
"Nein","1995","17-34","direkter Migrationshintergrund","362","1","1","1"
"Nein","1995","17-34","indirekter Migrationshintergrund","187","1","1","1"
"Nein","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1995","35-65","kein Migrationshintergrund","2024","1","1","1"
"Nein","1995","35-65","direkter Migrationshintergrund","703","1","1","1"
"Nein","1995","35-65","indirekter Migrationshintergrund","8","","",""
"Nein","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1995","66 +","kein Migrationshintergrund","29","","",""
"Nein","1995","66 +","direkter Migrationshintergrund","2","","",""
"Nein","1995","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","17-34","kein Migrationshintergrund","","","",""
"Ja","1996","17-34","direkter Migrationshintergrund","","","",""
"Ja","1996","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","35-65","kein Migrationshintergrund","","","",""
"Ja","1996","35-65","direkter Migrationshintergrund","","","",""
"Ja","1996","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","66 +","kein Migrationshintergrund","","","",""
"Ja","1996","66 +","direkter Migrationshintergrund","","","",""
"Ja","1996","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","17-34","kein Migrationshintergrund","1230","1","1","1"
"Nein","1996","17-34","direkter Migrationshintergrund","323","1","1","1"
"Nein","1996","17-34","indirekter Migrationshintergrund","187","1","1","1"
"Nein","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","35-65","kein Migrationshintergrund","2007","1","1","1"
"Nein","1996","35-65","direkter Migrationshintergrund","655","1","1","1"
"Nein","1996","35-65","indirekter Migrationshintergrund","10","","",""
"Nein","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","66 +","kein Migrationshintergrund","31","1","1","1"
"Nein","1996","66 +","direkter Migrationshintergrund","4","","",""
"Nein","1996","66 +","indirekter Migrationshintergrund","1","","",""
"Nein","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","17-34","kein Migrationshintergrund","","","",""
"Ja","1997","17-34","direkter Migrationshintergrund","","","",""
"Ja","1997","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","35-65","kein Migrationshintergrund","","","",""
"Ja","1997","35-65","direkter Migrationshintergrund","","","",""
"Ja","1997","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","66 +","kein Migrationshintergrund","","","",""
"Ja","1997","66 +","direkter Migrationshintergrund","","","",""
"Ja","1997","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","17-34","kein Migrationshintergrund","478","1","1","1"
"Nein","1997","17-34","direkter Migrationshintergrund","92","1","1","1"
"Nein","1997","17-34","indirekter Migrationshintergrund","60","1","1","1"
"Nein","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","35-65","kein Migrationshintergrund","644","1","1","1"
"Nein","1997","35-65","direkter Migrationshintergrund","148","1","1","1"
"Nein","1997","35-65","indirekter Migrationshintergrund","3","","",""
"Nein","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","66 +","kein Migrationshintergrund","","","",""
"Nein","1997","66 +","direkter Migrationshintergrund","","","",""
"Nein","1997","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","17-34","kein Migrationshintergrund","","","",""
"Ja","1998","17-34","direkter Migrationshintergrund","","","",""
"Ja","1998","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","35-65","kein Migrationshintergrund","","","",""
"Ja","1998","35-65","direkter Migrationshintergrund","","","",""
"Ja","1998","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","66 +","kein Migrationshintergrund","","","",""
"Ja","1998","66 +","direkter Migrationshintergrund","","","",""
"Ja","1998","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","17-34","kein Migrationshintergrund","493","1","1","1"
"Nein","1998","17-34","direkter Migrationshintergrund","66","1","1","1"
"Nein","1998","17-34","indirekter Migrationshintergrund","47","1","1","1"
"Nein","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","35-65","kein Migrationshintergrund","755","1","1","1"
"Nein","1998","35-65","direkter Migrationshintergrund","138","1","1","1"
"Nein","1998","35-65","indirekter Migrationshintergrund","","","",""
"Nein","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","66 +","kein Migrationshintergrund","2","","",""
"Nein","1998","66 +","direkter Migrationshintergrund","","","",""
"Nein","1998","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","17-34","kein Migrationshintergrund","","","",""
"Ja","1999","17-34","direkter Migrationshintergrund","","","",""
"Ja","1999","17-34","indirekter Migrationshintergrund","","","",""
"Ja","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","35-65","kein Migrationshintergrund","","","",""
"Ja","1999","35-65","direkter Migrationshintergrund","","","",""
"Ja","1999","35-65","indirekter Migrationshintergrund","","","",""
"Ja","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","66 +","kein Migrationshintergrund","","","",""
"Ja","1999","66 +","direkter Migrationshintergrund","","","",""
"Ja","1999","66 +","indirekter Migrationshintergrund","","","",""
"Ja","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","17-34","kein Migrationshintergrund","459","1","1","1"
"Nein","1999","17-34","direkter Migrationshintergrund","54","1","1","1"
"Nein","1999","17-34","indirekter Migrationshintergrund","49","1","1","1"
"Nein","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","35-65","kein Migrationshintergrund","720","1","1","1"
"Nein","1999","35-65","direkter Migrationshintergrund","114","1","1","1"
"Nein","1999","35-65","indirekter Migrationshintergrund","8","","",""
"Nein","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","66 +","kein Migrationshintergrund","2","","",""
"Nein","1999","66 +","direkter Migrationshintergrund","1","","",""
"Nein","1999","66 +","indirekter Migrationshintergrund","","","",""
"Nein","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2000","17-34","kein Migrationshintergrund","","","",""
"Ja","2000","17-34","direkter Migrationshintergrund","","","",""
"Ja","2000","17-34","indirekter Migrationshintergrund","","","",""
"Ja","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2000","35-65","kein Migrationshintergrund","","","",""
"Ja","2000","35-65","direkter Migrationshintergrund","","","",""
"Ja","2000","35-65","indirekter Migrationshintergrund","","","",""
"Ja","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2000","66 +","kein Migrationshintergrund","","","",""
"Ja","2000","66 +","direkter Migrationshintergrund","","","",""
"Ja","2000","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2000","17-34","kein Migrationshintergrund","681","1","1","1"
"Nein","2000","17-34","direkter Migrationshintergrund","99","1","1","1"
"Nein","2000","17-34","indirekter Migrationshintergrund","61","1","1","1"
"Nein","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2000","35-65","kein Migrationshintergrund","1437","1","1","1"
"Nein","2000","35-65","direkter Migrationshintergrund","221","1","1","1"
"Nein","2000","35-65","indirekter Migrationshintergrund","10","","",""
"Nein","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2000","66 +","kein Migrationshintergrund","2","","",""
"Nein","2000","66 +","direkter Migrationshintergrund","","","",""
"Nein","2000","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2001","17-34","kein Migrationshintergrund","","","",""
"Ja","2001","17-34","direkter Migrationshintergrund","","","",""
"Ja","2001","17-34","indirekter Migrationshintergrund","","","",""
"Ja","2001","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2001","35-65","kein Migrationshintergrund","","","",""
"Ja","2001","35-65","direkter Migrationshintergrund","","","",""
"Ja","2001","35-65","indirekter Migrationshintergrund","","","",""
"Ja","2001","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2001","66 +","kein Migrationshintergrund","","","",""
"Ja","2001","66 +","direkter Migrationshintergrund","","","",""
"Ja","2001","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2001","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","17-34","kein Migrationshintergrund","","","",""
"Nein","2001","17-34","direkter Migrationshintergrund","","","",""
"Nein","2001","17-34","indirekter Migrationshintergrund","","","",""
"Nein","2001","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","35-65","kein Migrationshintergrund","","","",""
"Nein","2001","35-65","direkter Migrationshintergrund","","","",""
"Nein","2001","35-65","indirekter Migrationshintergrund","","","",""
"Nein","2001","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2001","66 +","kein Migrationshintergrund","","","",""
"Nein","2001","66 +","direkter Migrationshintergrund","","","",""
"Nein","2001","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2001","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","17-34","kein Migrationshintergrund","1391","0.718371727414818","0.698534668526821","0.738208786302814"
"Ja","2002","17-34","direkter Migrationshintergrund","134","0.635243382538222","0.569509975102611","0.700976789973834"
"Ja","2002","17-34","indirekter Migrationshintergrund","130","0.658677372256404","0.590899476934032","0.726455267578777"
"Ja","2002","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","35-65","kein Migrationshintergrund","3558","0.690990207428946","0.678156400921596","0.703824013936296"
"Ja","2002","35-65","direkter Migrationshintergrund","327","0.618229556947121","0.575899498727695","0.660559615166547"
"Ja","2002","35-65","indirekter Migrationshintergrund","50","0.759326589825708","0.655401652184596","0.863251527466819"
"Ja","2002","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","66 +","kein Migrationshintergrund","6","","",""
"Ja","2002","66 +","direkter Migrationshintergrund","","","",""
"Ja","2002","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2002","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","17-34","kein Migrationshintergrund","584","0.281628272585182","0.261791213697186","0.301465331473179"
"Nein","2002","17-34","direkter Migrationshintergrund","72","0.364756617461778","0.299023210026166","0.430490024897389"
"Nein","2002","17-34","indirekter Migrationshintergrund","58","0.341322627743596","0.273544732421223","0.409100523065968"
"Nein","2002","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","35-65","kein Migrationshintergrund","1422","0.309009792571054","0.296175986063704","0.321843599078404"
"Nein","2002","35-65","direkter Migrationshintergrund","179","0.381770443052879","0.339440384833453","0.424100501272305"
"Nein","2002","35-65","indirekter Migrationshintergrund","15","","",""
"Nein","2002","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","66 +","kein Migrationshintergrund","3","","",""
"Nein","2002","66 +","direkter Migrationshintergrund","","","",""
"Nein","2002","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2002","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","17-34","kein Migrationshintergrund","1306","0.700735511545125","0.680095640347209","0.721375382743042"
"Ja","2003","17-34","direkter Migrationshintergrund","127","0.671144004931419","0.603988764903108","0.738299244959729"
"Ja","2003","17-34","indirekter Migrationshintergrund","130","0.65438489534446","0.588143650360555","0.720626140328365"
"Ja","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","35-65","kein Migrationshintergrund","3406","0.702936029446165","0.689946261431058","0.715925797461272"
