"plb0196_h","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1998","direkter Migrationshintergrund","4","","","",""
"Ja","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","indirekter Migrationshintergrund","2","","","",""
"Ja","1998","indirekter Migrationshintergrund","3","","","",""
"Ja","1998","indirekter Migrationshintergrund","4","","","",""
"Ja","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","332","1","1","1"
"Nein","1998","kein Migrationshintergrund","2","377","1","1","1"
"Nein","1998","kein Migrationshintergrund","3","254","1","1","1"
"Nein","1998","kein Migrationshintergrund","4","205","1","1","1"
"Nein","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","82","1","1","1"
"Nein","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","63","1","1","1"
"Nein","1998","direkter Migrationshintergrund","2","67","1","1","1"
"Nein","1998","direkter Migrationshintergrund","3","45","1","1","1"
"Nein","1998","direkter Migrationshintergrund","4","16","","",""
"Nein","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Nein","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","13","","",""
"Nein","1998","indirekter Migrationshintergrund","2","13","","",""
"Nein","1998","indirekter Migrationshintergrund","3","13","","",""
"Nein","1998","indirekter Migrationshintergrund","4","7","","",""
"Nein","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","kein Migrationshintergrund","2","","","",""
"Ja","1999","kein Migrationshintergrund","3","","","",""
"Ja","1999","kein Migrationshintergrund","4","","","",""
"Ja","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","direkter Migrationshintergrund","2","","","",""
"Ja","1999","direkter Migrationshintergrund","3","","","",""
"Ja","1999","direkter Migrationshintergrund","4","","","",""
"Ja","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","indirekter Migrationshintergrund","2","","","",""
"Ja","1999","indirekter Migrationshintergrund","3","","","",""
"Ja","1999","indirekter Migrationshintergrund","4","","","",""
"Ja","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","279","1","1","1"
"Nein","1999","kein Migrationshintergrund","2","336","1","1","1"
"Nein","1999","kein Migrationshintergrund","3","256","1","1","1"
"Nein","1999","kein Migrationshintergrund","4","221","1","1","1"
"Nein","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","89","1","1","1"
"Nein","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","46","1","1","1"
"Nein","1999","direkter Migrationshintergrund","2","66","1","1","1"
"Nein","1999","direkter Migrationshintergrund","3","31","1","1","1"
"Nein","1999","direkter Migrationshintergrund","4","20","","",""
"Nein","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Nein","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Nein","1999","indirekter Migrationshintergrund","2","18","","",""
"Nein","1999","indirekter Migrationshintergrund","3","9","","",""
"Nein","1999","indirekter Migrationshintergrund","4","10","","",""
"Nein","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","kein Migrationshintergrund","2","","","",""
"Ja","2000","kein Migrationshintergrund","3","","","",""
"Ja","2000","kein Migrationshintergrund","4","","","",""
"Ja","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","direkter Migrationshintergrund","2","","","",""
"Ja","2000","direkter Migrationshintergrund","3","","","",""
"Ja","2000","direkter Migrationshintergrund","4","","","",""
"Ja","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","indirekter Migrationshintergrund","2","","","",""
"Ja","2000","indirekter Migrationshintergrund","3","","","",""
"Ja","2000","indirekter Migrationshintergrund","4","","","",""
"Ja","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","354","1","1","1"
"Nein","2000","kein Migrationshintergrund","2","601","1","1","1"
"Nein","2000","kein Migrationshintergrund","3","494","1","1","1"
"Nein","2000","kein Migrationshintergrund","4","433","1","1","1"
"Nein","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","238","1","1","1"
"Nein","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","88","1","1","1"
"Nein","2000","direkter Migrationshintergrund","2","110","1","1","1"
"Nein","2000","direkter Migrationshintergrund","3","64","1","1","1"
"Nein","2000","direkter Migrationshintergrund","4","34","1","1","1"
"Nein","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","24","","",""
"Nein","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Nein","2000","indirekter Migrationshintergrund","2","24","","",""
"Nein","2000","indirekter Migrationshintergrund","3","15","","",""
"Nein","2000","indirekter Migrationshintergrund","4","17","","",""
"Nein","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","kein Migrationshintergrund","2","","","",""
"Ja","2001","kein Migrationshintergrund","3","","","",""
"Ja","2001","kein Migrationshintergrund","4","","","",""
"Ja","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","direkter Migrationshintergrund","2","","","",""
"Ja","2001","direkter Migrationshintergrund","3","","","",""
"Ja","2001","direkter Migrationshintergrund","4","","","",""
"Ja","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","indirekter Migrationshintergrund","2","","","",""
"Ja","2001","indirekter Migrationshintergrund","3","","","",""
"Ja","2001","indirekter Migrationshintergrund","4","","","",""
"Ja","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","kein Migrationshintergrund","2","","","",""
"Nein","2001","kein Migrationshintergrund","3","","","",""
"Nein","2001","kein Migrationshintergrund","4","","","",""
"Nein","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","direkter Migrationshintergrund","2","","","",""
"Nein","2001","direkter Migrationshintergrund","3","","","",""
"Nein","2001","direkter Migrationshintergrund","4","","","",""
"Nein","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","indirekter Migrationshintergrund","2","","","",""
"Nein","2001","indirekter Migrationshintergrund","3","","","",""
"Nein","2001","indirekter Migrationshintergrund","4","","","",""
"Nein","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","468","0.634726808795564","0.600243454638817","0.669210162952312"
"Ja","2002","kein Migrationshintergrund","2","824","0.635504272861055","0.609331545948875","0.661676999773235"
"Ja","2002","kein Migrationshintergrund","3","995","0.699755689884344","0.67583932358705","0.723672056181639"
"Ja","2002","kein Migrationshintergrund","4","1278","0.737754647381439","0.71694940303522","0.758559891727658"
"Ja","2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1390","0.773655538983286","0.754259051569073","0.7930520263975"
"Ja","2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","73","0.528639268106076","0.442162486939674","0.615116049272477"
"Ja","2002","direkter Migrationshintergrund","2","150","0.643124513484928","0.578937510966471","0.707311516003385"
"Ja","2002","direkter Migrationshintergrund","3","80","0.598170649606755","0.518371646230484","0.677969652983025"
"Ja","2002","direkter Migrationshintergrund","4","80","0.665332644441952","0.582278111417233","0.748387177466671"
"Ja","2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","78","0.743892250649981","0.658767906038737","0.829016595261226"
"Ja","2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Ja","2002","indirekter Migrationshintergrund","2","47","0.654316227796543","0.54127757403481","0.767354881558276"
"Ja","2002","indirekter Migrationshintergrund","3","42","0.669102767613064","0.549038143459702","0.789167391766426"
"Ja","2002","indirekter Migrationshintergrund","4","49","0.80354007803102","0.703006018199165","0.904074137862876"
"Ja","2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","26","","",""
"Ja","2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2002","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2002","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","281","0.365273191204436","0.330789837047688","0.399756545361183"
"Nein","2002","kein Migrationshintergrund","2","475","0.364495727138945","0.338323000226765","0.390668454051125"
"Nein","2002","kein Migrationshintergrund","3","416","0.300244310115656","0.276327943818361","0.32416067641295"
"Nein","2002","kein Migrationshintergrund","4","439","0.262245352618561","0.241440108272342","0.28305059696478"
"Nein","2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","398","0.226344461016714","0.2069479736025","0.245740948430927"
"Nein","2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","55","0.471360731893925","0.384883950727523","0.557837513060326"
"Nein","2002","direkter Migrationshintergrund","2","64","0.356875486515072","0.292688483996615","0.421062489033529"
"Nein","2002","direkter Migrationshintergrund","3","65","0.401829350393245","0.322030347016975","0.481628353769516"
"Nein","2002","direkter Migrationshintergrund","4","44","0.334667355558048","0.251612822533329","0.417721888582767"
"Nein","2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"Nein","2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Nein","2002","indirekter Migrationshintergrund","2","21","","",""
"Nein","2002","indirekter Migrationshintergrund","3","17","","",""
"Nein","2002","indirekter Migrationshintergrund","4","11","","",""
"Nein","2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","12","","",""
"Nein","2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2002","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2002","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","427","0.622471885966376","0.585516147824592","0.65942762410816"
"Ja","2003","kein Migrationshintergrund","2","853","0.631480627654729","0.605574281988286","0.657386973321172"
"Ja","2003","kein Migrationshintergrund","3","956","0.716634551513586","0.692551624600015","0.740717478427157"
"Ja","2003","kein Migrationshintergrund","4","1241","0.74613974185205","0.725396160821276","0.766883322882825"
"Ja","2003","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1239","0.759366067386635","0.738575846372522","0.780156288400748"
"Ja","2003","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","61","0.536054908569623","0.444105953123071","0.628003864016174"
"Ja","2003","direkter Migrationshintergrund","2","118","0.605283653997944","0.536854356092795","0.673712951903094"
"Ja","2003","direkter Migrationshintergrund","3","84","0.674120062737766","0.595635318794904","0.752604806680628"
"Ja","2003","direkter Migrationshintergrund","4","83","0.773083104994171","0.697830572903225","0.848335637085117"
"Ja","2003","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","67","0.824727173233019","0.742435932136806","0.907018414329231"
"Ja","2003","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","21","","",""
"Ja","2003","indirekter Migrationshintergrund","2","44","0.701686276175073","0.588710346384567","0.814662205965579"
"Ja","2003","indirekter Migrationshintergrund","3","36","0.55145622015773","0.428645647798931","0.674266792516528"
"Ja","2003","indirekter Migrationshintergrund","4","45","0.805605714291964","0.70462810099722","0.906583327586709"
"Ja","2003","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","24","","",""
"Ja","2003","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2003","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2003","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2003","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","234","0.377528114033624","0.34057237589184","0.414483852175408"
"Nein","2003","kein Migrationshintergrund","2","479","0.368519372345271","0.342613026678828","0.394425718011714"
"Nein","2003","kein Migrationshintergrund","3","389","0.283365448486414","0.259282521572843","0.307448375399985"
"Nein","2003","kein Migrationshintergrund","4","450","0.25386025814795","0.233116677117175","0.274603839178724"
"Nein","2003","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","385","0.240633932613365","0.219843711599252","0.261424153627478"
"Nein","2003","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","52","0.463945091430377","0.371996135983826","0.555894046876929"
"Nein","2003","direkter Migrationshintergrund","2","78","0.394716346002056","0.326287048096906","0.463145643907205"
"Nein","2003","direkter Migrationshintergrund","3","53","0.325879937262234","0.247395193319372","0.404364681205096"
"Nein","2003","direkter Migrationshintergrund","4","36","0.226916895005829","0.151664362914883","0.302169427096775"
"Nein","2003","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","15","","",""
"Nein","2003","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","18","","",""
"Nein","2003","indirekter Migrationshintergrund","2","19","","",""
