year,quintil_oecd,plb0196_h,proportion,n,lower_confidence,upper_confidence
1998,4. Quintil,Nein,0.2286096256684492,18147,0.2224996706123169,0.2347195807245815
1998,1. Quintil,Nein,0.11163101604278075,18147,0.10704914581767888,0.11621288626788262
1998,5. Quintil,Nein,0.07887700534759358,18147,0.0749551852238489,0.08279882547133825
1999,2. Quintil,Nein,0.29807005003573983,17396,0.29127273452926494,0.3048673655422147
1999,3. Quintil,Nein,0.26233023588277343,17396,0.25579311466528876,0.2688673571002581
1999,4. Quintil,Nein,0.22587562544674766,17396,0.21966162289886165,0.23208962799463367
1999,1. Quintil,Nein,0.11079342387419586,17396,0.10612908928193995,0.11545775846645176
1999,5. Quintil,Nein,0.10293066476054324,17396,0.09841505122335922,0.10744627829772727
2000,3. Quintil,Nein,0.3128246104674391,30607,0.3076302755969883,0.3180189453378899
2000,4. Quintil,Nein,0.25769077107471033,30607,0.2527908672912125,0.2625906748582082
2000,2. Quintil,Nein,0.21454254894127048,30607,0.20994354544663452,0.21914155243590644
2000,5. Quintil,Nein,0.12744706352377147,30607,0.12371106669833754,0.1311830603492054
2000,1. Quintil,Nein,0.08749500599280863,30607,0.0843294139383746,0.09066059804724265
2002,5. Quintil,Ja,0.23837209302325582,28961,0.2334647273149093,0.24327945873160234
2002,4. Quintil,Ja,0.20361476238624873,28961,0.198976924905864,0.20825259986663347
2002,3. Quintil,Ja,0.1500252780586451,28961,0.1459125071419706,0.1541380489753196
2002,2. Quintil,Ja,0.08683013144590496,28961,0.08358703167005956,0.09007323122175036
2002,4. Quintil,Nein,0.08025783619817999,28961,0.07712868847551031,0.08338698392084966
2002,3. Quintil,Nein,0.07494944388270981,28961,0.07191683616263542,0.07798205160278421
2002,5. Quintil,Nein,0.06812436804853388,28961,0.06522248760625324,0.07102624849081451
2002,2. Quintil,Nein,0.05283114256825076,28961,0.0502547739459696,0.055407511190531916
2002,1. Quintil,Ja,0.026921132457027302,28961,0.02505702914754303,0.028785235766511572
2002,1. Quintil,Nein,0.01807381193124368,28961,0.016539500236130784,0.01960812362635658
2003,5. Quintil,Ja,0.23950584484590862,27727,0.2344822960096488,0.24452939368216844
2003,4. Quintil,Ja,0.21333687566418705,27727,0.20851482252812628,0.21815892880024781
2003,3. Quintil,Ja,0.1417375132837407,27727,0.13763209795107045,0.14584292861641096
2003,4. Quintil,Nein,0.08687566418703507,27727,0.08356039606424219,0.09019093230982796
2003,2. Quintil,Ja,0.07996811902231668,27727,0.07677537199680222,0.08316086604783114
2003,5. Quintil,Nein,0.07425611052072263,27727,0.07116996673761945,0.07734225430382581
2003,3. Quintil,Nein,0.07332624867162593,27727,0.07025794885186762,0.07639454849138425
2003,2. Quintil,Nein,0.04729011689691817,27727,0.0447916697930833,0.049788564000753044
2003,1. Quintil,Ja,0.026965993623804464,27727,0.02505931782921495,0.028872669418393976
2003,1. Quintil,Nein,0.0167375132837407,27727,0.01522748586681034,0.018247540700671062
2004,5. Quintil,Ja,0.24841728598954033,26790,0.24324301687830158,0.2535915551007791
2004,4. Quintil,Ja,0.20575282135975778,26790,0.2009119844140697,0.21059365830544585
2004,3. Quintil,Ja,0.15001376273052575,26790,0.1457377281013056,0.15428979735974588
2004,4. Quintil,Nein,0.0853289292595651,26790,0.08198351168360643,0.08867434683552378
2004,2. Quintil,Ja,0.0789980732177264,26790,0.07576803074245402,0.08222811569299877
2004,5. Quintil,Nein,0.0752821359757776,26790,0.07212262182556567,0.07844165012598953
2004,3. Quintil,Nein,0.07018992568125516,26790,0.06713075132910669,0.07324910003340364
2004,2. Quintil,Nein,0.04238921001926782,26790,0.03997657353235507,0.04480184650618057
2004,1. Quintil,Ja,0.02711257913570052,26790,0.025167727730828406,0.029057430540572637
2004,1. Quintil,Nein,0.016515276630883566,26790,0.014989129340368092,0.01804142392139904
2005,5. Quintil,Ja,0.25735512630014856,25520,0.25199132425118453,0.2627189283491126
2005,4. Quintil,Ja,0.20445765230312035,25520,0.199509431480764,0.2094058731254767
2005,3. Quintil,Ja,0.1475482912332838,25520,0.14319700431261237,0.15189957815395524
2005,4. Quintil,Nein,0.08454680534918277,25520,0.0811334428744476,0.08796016782391794
2005,5. Quintil,Nein,0.07800891530460624,25520,0.0747184962102362,0.08129933439897628
2005,2. Quintil,Ja,0.07563150074294205,25520,0.072387434872412,0.07887556661347209
2005,3. Quintil,Nein,0.07028231797919762,25520,0.06714604165214047,0.07341859430625478
2005,2. Quintil,Nein,0.03922734026745914,25520,0.03684545693343951,0.04160922360147876
2005,1. Quintil,Ja,0.026448736998514116,25520,0.024479955054937524,0.028417518942090707
2005,1. Quintil,Nein,0.01649331352154532,25520,0.014930675626486433,0.018055951416604207
2006,5. Quintil,Ja,0.2684563758389262,27321,0.2632014722567618,0.2737112794210905
2006,4. Quintil,Ja,0.20228187919463086,27321,0.19751854564001256,0.20704521274924917
2006,3. Quintil,Ja,0.15208053691275167,27321,0.14782237769368062,0.15633869613182272
2006,4. Quintil,Nein,0.0789261744966443,27321,0.07572900601569578,0.08212334297759281
2006,2. Quintil,Ja,0.07704697986577182,27321,0.07388488144586174,0.0802090782856819
2006,5. Quintil,Nein,0.07342281879194631,27321,0.07032993143821449,0.07651570614567814
2006,3. Quintil,Nein,0.06241610738255034,27321,0.05954756557009344,0.06528464919500723
2006,2. Quintil,Nein,0.03704697986577181,27321,0.03480729595502139,0.03928666377652223
2006,1. Quintil,Ja,0.030469798657718122,27321,0.02843170921670183,0.032507888098734415
2006,1. Quintil,Nein,0.01785234899328859,27321,0.016282189204804516,0.019422508781772665
2007,5. Quintil,Ja,0.27048826155840416,25385,0.26502366831208307,0.27595285480472526
2007,4. Quintil,Ja,0.2161889673051995,25385,0.21112501114695942,0.22125292346343955
2007,3. Quintil,Ja,0.14633443756301312,25385,0.14198648657563334,0.1506823885503929
2007,2. Quintil,Ja,0.0797925968601469,25385,0.07645916448824425,0.08312602923204956
2007,5. Quintil,Nein,0.0784963272360651,25385,0.07518775446514836,0.08180490000698185
2007,4. Quintil,Nein,0.0737433386144318,25385,0.07052823808084475,0.07695843914801885
2007,3. Quintil,Nein,0.06092467233184502,25385,0.05798218701896834,0.06386715764472171
2007,2. Quintil,Nein,0.03010226127034423,25385,0.028000274291839294,0.03220424824884917
2007,1. Quintil,Ja,0.02866196168803111,25385,0.026609355465043096,0.030714567911019126
2007,1. Quintil,Nein,0.015267175572519083,25385,0.0137588119676732,0.016775539177364965
2008,5. Quintil,Ja,0.2806271981242673,23673,0.27490357131346305,0.2863508249350715
2008,4. Quintil,Ja,0.21175263774912076,23673,0.2065481846420011,0.21695709085624043
2008,3. Quintil,Ja,0.141852286049238,23673,0.13740772765160109,0.1462968444468749
2008,4. Quintil,Nein,0.08484759671746776,23673,0.08129786192437789,0.08839733151055763
2008,5. Quintil,Nein,0.08191676436107855,23673,0.07842329574762194,0.08541023297453515
2008,2. Quintil,Ja,0.06784876905041032,23673,0.06464512986253856,0.07105240823828207
2008,3. Quintil,Nein,0.05641852286049238,23673,0.05347931715875412,0.059357728562230636
2008,2. Quintil,Nein,0.03487690504103165,23673,0.0325397380395754,0.0372140720424879
2008,1. Quintil,Ja,0.025498241500586168,23673,0.02349018535800642,0.027506297643165915
2008,1. Quintil,Nein,0.014361078546307152,23673,0.012845488049420425,0.01587666904319388
2009,5. Quintil,Ja,0.3013085969852576,21983,0.2952431745576683,0.30737401941284687
2009,4. Quintil,Ja,0.21136325989729998,21983,0.20596609305639021,0.21676042673820975
2009,3. Quintil,Ja,0.1141295345370217,21983,0.10992617319444334,0.11833289587960005
2009,5. Quintil,Nein,0.09193307934404506,21983,0.08811357135534856,0.09575258733274156
2009,4. Quintil,Nein,0.08613549776378997,21983,0.08242660241484714,0.08984439311273279
2009,3. Quintil,Nein,0.06576113963889349,21983,0.06248451855903682,0.06903776071875016
2009,2. Quintil,Ja,0.06079178399867484,21983,0.057633028745934574,0.06395053925141511
2009,2. Quintil,Nein,0.03081000496935564,21983,0.028525653438806076,0.0330943564999052
2009,1. Quintil,Ja,0.021865164816962067,21983,0.019931913422411702,0.023798416211512432
2009,1. Quintil,Nein,0.015901938048699684,21983,0.0142482377370006,0.01755563836039877
2010,5. Quintil,Ja,0.2536777897380696,35837,0.24917279120731128,0.2581827882688279
2010,4. Quintil,Ja,0.19064705178806363,35837,0.18658005086149318,0.19471405271463407
2010,3. Quintil,Ja,0.12988876928597057,35837,0.1264080945897206,0.13336944398222053
2010,4. Quintil,Nein,0.0880277478770482,35837,0.08509421570318584,0.09096128005091056
2010,2. Quintil,Ja,0.08491807200095683,35837,0.08203191268866052,0.08780423131325314
2010,5. Quintil,Nein,0.08109077861499821,35837,0.07826451746894048,0.08391703976105594
2010,3. Quintil,Nein,0.06757564884583184,35837,0.06497673331926745,0.07017456437239622
2010,2. Quintil,Nein,0.048678387752661166,35837,0.04645035268255012,0.05090642282277221
2010,1. Quintil,Ja,0.03181437627078101,35837,0.029997266057316133,0.03363148648424588
2010,1. Quintil,Nein,0.023681377825618945,35837,0.022107070494094824,0.025255685157143066
2011,5. Quintil,Ja,0.2649150533386013,41903,0.2606897723459358,0.26914033433126683
2011,4. Quintil,Ja,0.20910707230343736,41903,0.20521324469861674,0.213000899908258
2011,3. Quintil,Ja,0.14618727775582774,41903,0.1428045300107879,0.14957002550086756
2011,2. Quintil,Ja,0.0900829711576452,41903,0.08734167624430614,0.09282426607098426
2011,5. Quintil,Nein,0.07477281706835243,41903,0.07225438885343685,0.077291245283268
2011,4. Quintil,Nein,0.07289608850256815,41903,0.07040694558890823,0.07538523141622808
2011,3. Quintil,Nein,0.05689450809956539,41903,0.05467657305382569,0.05911244314530508
2011,2. Quintil,Nein,0.03832477281706835,41903,0.03648659499561395,0.04016295063852275
2011,1. Quintil,Ja,0.030323982615566968,41903,0.028682108108875632,0.03196585712225831
2011,1. Quintil,Nein,0.016495456341367048,41903,0.015275894392740099,0.017715018289993997
2012,5. Quintil,Ja,0.2698443391665861,40229,0.26550672581550305,0.2741819525176692
2012,4. Quintil,Ja,0.19742821231750943,40229,0.19353836097870264,0.20131806365631622
2012,3. Quintil,Ja,0.13738760514357537,40229,0.13402351149911806,0.14075169878803268
2012,5. Quintil,Nein,0.08546843275645365,40229,0.08273638256701596,0.08820048294589133
2012,2. Quintil,Ja,0.0831480228173644,40229,0.08044989804723582,0.08584614758749298
2012,4. Quintil,Nein,0.07405975055593154,40229,0.07150075779912297,0.07661874331274011
2012,3. Quintil,Nein,0.0627477521028715,40229,0.060377940703586076,0.06511756350215694
2012,2. Quintil,Nein,0.04370105385284734,40229,0.04170335855932567,0.045698749146369004
2012,1. Quintil,Ja,0.02968191047084985,40229,0.028023509886325848,0.031340311055373854
2012,1. Quintil,Nein,0.016532920816010828,40229,0.015286854491880693,0.017778987140140964
2013,5. Quintil,Ja,0.26775309541150766,44486,0.26363837420393016,0.27186781661908516
2013,4. Quintil,Ja,0.20220320466132558,44486,0.19847083583450875,0.2059355734881424
2013,3. Quintil,Ja,0.14029497450837583,44486,0.1370676682320458,0.14352228078470586
2013,2. Quintil,Ja,0.08457756737072104,44486,0.08199183981996433,0.08716329492147776
2013,5. Quintil,Nein,0.0829388201019665,44486,0.08037597431806198,0.08550166588587102
2013,4. Quintil,Nein,0.07292425345957756,44486,0.07050802498367946,0.07534048193547567
2013,3. Quintil,Nein,0.05981427530954115,44486,0.05761056937271169,0.06201798124637061
2013,2. Quintil,Nein,0.040695557174071376,44486,0.038859458064615535,0.04253165628352722
2013,1. Quintil,Ja,0.03049890750182083,44486,0.02890096670279529,0.032096848300846366
2013,1. Quintil,Nein,0.0182993445010925,44486,0.017053821650229457,0.01954486735195554
2014,5. Quintil,Ja,0.29272453587556446,38694,0.28819078015131455,0.2972582915998144
2014,4. Quintil,Ja,0.19889613647767185,38694,0.1949188044777714,0.2028734684775723
2014,3. Quintil,Ja,0.12584044154540894,38694,0.12253568303405746,0.12914520005676042
2014,5. Quintil,Nein,0.0941294530858003,38694,0.09121987447733364,0.09703903169426696
2014,4. Quintil,Nein,0.08128449573507275,38694,0.07856161487963373,0.08400737659051177
2014,2. Quintil,Ja,0.07425990968389362,38694,0.07164741147157191,0.07687240789621533
2014,3. Quintil,Nein,0.05298544907175113,38694,0.05075346601523811,0.055217432128264146
2014,2. Quintil,Nein,0.03602609131961867,38694,0.034169247099702996,0.03788293553953434
2014,1. Quintil,Ja,0.028299046663321625,38694,0.026646755901208498,0.02995133742543475
2014,1. Quintil,Nein,0.015554440541896638,38694,0.014321456920940648,0.01678742416285263
2015,5. Quintil,Ja,0.31592799242025477,38036,0.31125598401385457,0.32060000082665496
2015,4. Quintil,Ja,0.22244446783871988,38036,0.2182648635657405,0.22662407211169924
2015,3. Quintil,Ja,0.12664490999052533,38036,0.12330259059110645,0.12998722938994423
2015,5. Quintil,Nein,0.07948205074218338,38036,0.07676367607314444,0.08220042541122233
2015,2. Quintil,Ja,0.07021791767554479,38036,0.06765004662341736,0.07278578872767222
2015,4. Quintil,Nein,0.06674386777555533,38036,0.06423565276125044,0.06925208278986021
2015,3. Quintil,Nein,0.04758395620591641,38036,0.045444505537812506,0.04972340687402032
2015,2. Quintil,Nein,0.029371512790820085,38036,0.027674643748451973,0.031068381833188198
2015,1. Quintil,Ja,0.028634593115064742,38036,0.026958510286971726,0.03031067594315776
2015,1. Quintil,Nein,0.012948731445415307,38036,0.011812564580548069,0.014084898310282545
2016,5. Quintil,Ja,0.3403500997119433,41132,0.3357709393850228,0.3449292600388638
2016,4. Quintil,Ja,0.21692887214713052,41132,0.21294573332629343,0.22091201096796761
2016,3. Quintil,Ja,0.1155550631508974,41132,0.11246550732168374,0.11864461898011107
2016,5. Quintil,Nein,0.08985153999556836,41132,0.08708787727958664,0.09261520271155008
2016,4. Quintil,Nein,0.06791491247507202,41132,0.06548339995392138,0.07034642499622265
2016,2. Quintil,Ja,0.062153777974739643,41132,0.059820503981236464,0.06448705196824282
2016,3. Quintil,Nein,0.04221138931974296,41132,0.040268196865991424,0.0441545817734945
2016,2. Quintil,Nein,0.027033015732328827,41132,0.025465678472161135,0.028600352992496518
2016,1. Quintil,Ja,0.0268114336361622,41132,0.025250355378019375,0.028372511894305022
2016,1. Quintil,Nein,0.011189895856414802,41132,0.010173329744844336,0.012206461967985268
2017,5. Quintil,Ja,0.3741251543845204,45410,0.36967441132191,0.37857589744713077
2017,4. Quintil,Ja,0.20028818443804033,45410,0.196607108797449,0.20396926007863167
2017,3. Quintil,Ja,0.10642239604775627,45410,0.1035860254523563,0.10925876664315624
2017,5. Quintil,Nein,0.10014409221902017,45410,0.0973830091453769,0.10290517529266344
2017,4. Quintil,Nein,0.06628242074927954,45410,0.06399425611586536,0.06857058538269371
2017,2. Quintil,Ja,0.053005351996706467,45410,0.05094465592053571,0.055066048072877224
2017,3. Quintil,Nein,0.0430218196788802,45410,0.04115554430223728,0.04488809505552312
2017,1. Quintil,Ja,0.025421984355701935,45410,0.023974235103843236,0.026869733607560634
2017,2. Quintil,Nein,0.021716755866611773,45410,0.02037612225826805,0.023057389474955496
2017,1. Quintil,Nein,0.009571840263482914,45410,0.00867629089607933,0.010467389630886498
2018,5. Quintil,Ja,0.36202307009760426,43121,0.3574869737536755,0.366559166441533
2018,4. Quintil,Ja,0.2033915015281475,43121,0.19959222829146114,0.20719077476483386
2018,5. Quintil,Nein,0.10726609484373459,43121,0.10434528079420977,0.11018690889325941
2018,3. Quintil,Ja,0.09366065266686385,43121,0.09091063384251327,0.09641067149121443
2018,4. Quintil,Nein,0.07492852213349108,43121,0.07244354218765614,0.07741350207932601
2018,2. Quintil,Ja,0.04633737552992211,43121,0.044353224362757224,0.048321526697087
2018,3. Quintil,Nein,0.04426698215518091,43121,0.0423255603096058,0.04620840400075603
2018,1. Quintil,Ja,0.029084097407078773,43121,0.02749799851446335,0.030670196299694197
2018,2. Quintil,Nein,0.023070097604259095,43121,0.021653103390362693,0.024487091818155497
2018,1. Quintil,Nein,0.015971606033717833,43121,0.014788319917064092,0.017154892150371574
2019,5. Quintil,Ja,0.42192763229381725,42417,0.41722765038608745,0.42662761420154705
2019,4. Quintil,Ja,0.18548299467564924,42417,0.18178396151854587,0.18918202783275262
2019,5. Quintil,Nein,0.11539715310224927,42417,0.1123565634689169,0.11843774273558164
2019,3. Quintil,Ja,0.0861675540584592,42417,0.08349706215070563,0.08883804596621278
2019,4. Quintil,Nein,0.06182766489188308,42417,0.059535642637545766,0.06411968714622039
2019,2. Quintil,Ja,0.040095620993154404,42417,0.03822860277712994,0.04196263920917887
2019,3. Quintil,Nein,0.03314136694556123,42417,0.03143782514265137,0.03484490874847109
2019,1. Quintil,Ja,0.025861132239487123,42417,0.024350633732968342,0.027371630746005904
2019,2. Quintil,Nein,0.018580897533413018,42417,0.017295768620791227,0.019866026446034808
2019,1. Quintil,Nein,0.011517983266326198,42417,0.010502532890380325,0.01253343364227207
2020,5. Quintil,Ja,0.3778082998135976,42741,0.37321175407705326,0.3824048455501419
2020,5. Quintil,Nein,0.1808103600510154,42741,0.17716166461881422,0.18445905548321656
2020,4. Quintil,Ja,0.14421661924850387,42741,0.14088601285616226,0.1475472256408455
2020,4. Quintil,Nein,0.0905523398410674,42741,0.08783169140735159,0.09327298827478323
2020,3. Quintil,Ja,0.06337682723437653,42741,0.061066989733764745,0.06568666473498831
2020,3. Quintil,Nein,0.04434415775532228,42741,0.042392504336458595,0.046295811174185963
2020,2. Quintil,Ja,0.034337290297262825,42741,0.032610937819829086,0.036063642774696564
2020,2. Quintil,Nein,0.028254684587461984,42741,0.026683760527021413,0.029825608647902555
2020,1. Quintil,Ja,0.019228882566467185,42741,0.017926931716786866,0.020530833416147504
2020,1. Quintil,Nein,0.01707053860492495,42741,0.015842481618722728,0.018298595591127172
2021,5. Quintil,Ja,0.4533371040723982,27598,0.4474637295088232,0.4592104786359732
2021,5. Quintil,Nein,0.15695701357466063,27598,0.1526652826112994,0.16124874453802185
2021,4. Quintil,Ja,0.14437217194570134,27598,0.1402254829740468,0.1485188609173559
2021,3. Quintil,Ja,0.0625,27598,0.059644100548271614,0.06535589945172839
2021,4. Quintil,Nein,0.05444004524886878,27598,0.051763213710165526,0.05711687678757203
2021,2. Quintil,Ja,0.03902714932126697,27598,0.03674230696903866,0.04131199167349528
2021,3. Quintil,Nein,0.028421945701357466,27598,0.02646137270265096,0.030382518700063973
2021,1. Quintil,Ja,0.026300904977375566,27598,0.024412848437850666,0.028188961516900465
2021,2. Quintil,Nein,0.018523755656108597,27598,0.01693293330494066,0.020114578007276535
2021,1. Quintil,Nein,0.016119909502262445,27598,0.014634077691584365,0.017605741312940525
