"plb0196_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1987","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1987","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1987","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Realschule","kein Migrationshintergrund","","","",""
"Ja","1987","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1987","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1987","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1987","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1987","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","1987","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1987","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","1987","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","1987","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1987","Realschule","kein Migrationshintergrund","","","",""
"Nein","1987","Realschule","direkter Migrationshintergrund","","","",""
"Nein","1987","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1987","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","1987","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1987","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","1987","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1988","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1988","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1988","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Realschule","kein Migrationshintergrund","","","",""
"Ja","1988","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1988","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1988","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1988","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1988","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"Nein","1988","(noch) kein Abschluss","direkter Migrationshintergrund","300","1","1","1"
"Nein","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","7","1","1","1"
"Nein","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Hauptschule","kein Migrationshintergrund","1527","","",""
"Nein","1988","Hauptschule","direkter Migrationshintergrund","745","1","1","1"
"Nein","1988","Hauptschule","indirekter Migrationshintergrund","50","1","1","1"
"Nein","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Realschule","kein Migrationshintergrund","635","1","1","1"
"Nein","1988","Realschule","direkter Migrationshintergrund","67","1","1","1"
"Nein","1988","Realschule","indirekter Migrationshintergrund","17","","",""
"Nein","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","(Fach-)Abitur","kein Migrationshintergrund","151","","",""
"Nein","1988","(Fach-)Abitur","direkter Migrationshintergrund","95","1","1","1"
"Nein","1988","(Fach-)Abitur","indirekter Migrationshintergrund","5","1","1","1"
"Nein","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","AkademikerIn","kein Migrationshintergrund","273","","",""
"Nein","1988","AkademikerIn","direkter Migrationshintergrund","35","1","1","1"
"Nein","1988","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Nein","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1989","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1989","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1989","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1989","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1989","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1989","Realschule","kein Migrationshintergrund","","","",""
"Ja","1989","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1989","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1989","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1989","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1989","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1989","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1989","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1989","(noch) kein Abschluss","kein Migrationshintergrund","23","","",""
"Nein","1989","(noch) kein Abschluss","direkter Migrationshintergrund","271","","",""
"Nein","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Nein","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1989","Hauptschule","kein Migrationshintergrund","1456","","",""
"Nein","1989","Hauptschule","direkter Migrationshintergrund","714","1","1","1"
"Nein","1989","Hauptschule","indirekter Migrationshintergrund","55","1","1","1"
"Nein","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1989","Realschule","kein Migrationshintergrund","586","1","1","1"
"Nein","1989","Realschule","direkter Migrationshintergrund","63","1","1","1"
"Nein","1989","Realschule","indirekter Migrationshintergrund","22","","",""
"Nein","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1989","(Fach-)Abitur","kein Migrationshintergrund","167","","",""
"Nein","1989","(Fach-)Abitur","direkter Migrationshintergrund","91","1","1","1"
"Nein","1989","(Fach-)Abitur","indirekter Migrationshintergrund","5","1","1","1"
"Nein","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1989","AkademikerIn","kein Migrationshintergrund","254","","",""
"Nein","1989","AkademikerIn","direkter Migrationshintergrund","39","1","1","1"
"Nein","1989","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Nein","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1990","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1990","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1990","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1990","Realschule","kein Migrationshintergrund","","","",""
"Ja","1990","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1990","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1990","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1990","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1990","(noch) kein Abschluss","kein Migrationshintergrund","22","","",""
"Nein","1990","(noch) kein Abschluss","direkter Migrationshintergrund","274","","",""
"Nein","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","4","1","1","1"
"Nein","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1990","Hauptschule","kein Migrationshintergrund","1354","","",""
"Nein","1990","Hauptschule","direkter Migrationshintergrund","692","1","1","1"
"Nein","1990","Hauptschule","indirekter Migrationshintergrund","71","1","1","1"
"Nein","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1990","Realschule","kein Migrationshintergrund","571","1","1","1"
"Nein","1990","Realschule","direkter Migrationshintergrund","66","1","1","1"
"Nein","1990","Realschule","indirekter Migrationshintergrund","25","","",""
"Nein","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1990","(Fach-)Abitur","kein Migrationshintergrund","168","","",""
"Nein","1990","(Fach-)Abitur","direkter Migrationshintergrund","82","1","1","1"
"Nein","1990","(Fach-)Abitur","indirekter Migrationshintergrund","9","1","1","1"
"Nein","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1990","AkademikerIn","kein Migrationshintergrund","229","","",""
"Nein","1990","AkademikerIn","direkter Migrationshintergrund","36","1","1","1"
"Nein","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nein","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1991","Realschule","kein Migrationshintergrund","","","",""
"Ja","1991","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1991","(noch) kein Abschluss","kein Migrationshintergrund","41","1","1","1"
"Nein","1991","(noch) kein Abschluss","direkter Migrationshintergrund","271","","",""
"Nein","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","4","1","1","1"
"Nein","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1991","Hauptschule","kein Migrationshintergrund","1902","","",""
"Nein","1991","Hauptschule","direkter Migrationshintergrund","715","1","1","1"
"Nein","1991","Hauptschule","indirekter Migrationshintergrund","92","1","1","1"
"Nein","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1991","Realschule","kein Migrationshintergrund","1372","","",""
"Nein","1991","Realschule","direkter Migrationshintergrund","70","1","1","1"
"Nein","1991","Realschule","indirekter Migrationshintergrund","24","","",""
"Nein","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1991","(Fach-)Abitur","kein Migrationshintergrund","219","","",""
"Nein","1991","(Fach-)Abitur","direkter Migrationshintergrund","90","1","1","1"
"Nein","1991","(Fach-)Abitur","indirekter Migrationshintergrund","13","","",""
"Nein","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1991","AkademikerIn","kein Migrationshintergrund","668","1","1","1"
"Nein","1991","AkademikerIn","direkter Migrationshintergrund","59","1","1","1"
"Nein","1991","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nein","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1992","Realschule","kein Migrationshintergrund","","","",""
"Ja","1992","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1992","(noch) kein Abschluss","kein Migrationshintergrund","43","1","1","1"
"Nein","1992","(noch) kein Abschluss","direkter Migrationshintergrund","234","","",""
"Nein","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","7","1","1","1"
"Nein","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1992","Hauptschule","kein Migrationshintergrund","1686","","",""
"Nein","1992","Hauptschule","direkter Migrationshintergrund","699","1","1","1"
"Nein","1992","Hauptschule","indirekter Migrationshintergrund","97","1","1","1"
"Nein","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1992","Realschule","kein Migrationshintergrund","1126","","",""
"Nein","1992","Realschule","direkter Migrationshintergrund","72","1","1","1"
"Nein","1992","Realschule","indirekter Migrationshintergrund","33","1","1","1"
"Nein","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1992","(Fach-)Abitur","kein Migrationshintergrund","206","","",""
"Nein","1992","(Fach-)Abitur","direkter Migrationshintergrund","88","1","1","1"
"Nein","1992","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Nein","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1992","AkademikerIn","kein Migrationshintergrund","562","1","1","1"
"Nein","1992","AkademikerIn","direkter Migrationshintergrund","49","1","1","1"
"Nein","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nein","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","Realschule","kein Migrationshintergrund","","","",""
"Ja","1993","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","(noch) kein Abschluss","kein Migrationshintergrund","36","1","1","1"
"Nein","1993","(noch) kein Abschluss","direkter Migrationshintergrund","236","","",""
"Nein","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Nein","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","Hauptschule","kein Migrationshintergrund","1583","","",""
"Nein","1993","Hauptschule","direkter Migrationshintergrund","683","1","1","1"
"Nein","1993","Hauptschule","indirekter Migrationshintergrund","106","","",""
"Nein","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","Realschule","kein Migrationshintergrund","1144","","",""
"Nein","1993","Realschule","direkter Migrationshintergrund","58","1","1","1"
"Nein","1993","Realschule","indirekter Migrationshintergrund","43","1","1","1"
"Nein","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","(Fach-)Abitur","kein Migrationshintergrund","223","","",""
"Nein","1993","(Fach-)Abitur","direkter Migrationshintergrund","104","","",""
"Nein","1993","(Fach-)Abitur","indirekter Migrationshintergrund","15","","",""
"Nein","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1993","AkademikerIn","kein Migrationshintergrund","532","1","1","1"
"Nein","1993","AkademikerIn","direkter Migrationshintergrund","49","1","1","1"
"Nein","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","Realschule","kein Migrationshintergrund","","","",""
"Ja","1994","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","(noch) kein Abschluss","kein Migrationshintergrund","31","1","1","1"
"Nein","1994","(noch) kein Abschluss","direkter Migrationshintergrund","219","","",""
"Nein","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","8","1","1","1"
"Nein","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","Hauptschule","kein Migrationshintergrund","1431","","",""
"Nein","1994","Hauptschule","direkter Migrationshintergrund","550","1","1","1"
"Nein","1994","Hauptschule","indirekter Migrationshintergrund","98","1","1","1"
"Nein","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","Realschule","kein Migrationshintergrund","1087","","",""
"Nein","1994","Realschule","direkter Migrationshintergrund","55","1","1","1"
"Nein","1994","Realschule","indirekter Migrationshintergrund","46","1","1","1"
"Nein","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","(Fach-)Abitur","kein Migrationshintergrund","223","","",""
"Nein","1994","(Fach-)Abitur","direkter Migrationshintergrund","88","1","1","1"
"Nein","1994","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Nein","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1994","AkademikerIn","kein Migrationshintergrund","544","1","1","1"
"Nein","1994","AkademikerIn","direkter Migrationshintergrund","43","1","1","1"
"Nein","1994","AkademikerIn","indirekter Migrationshintergrund","5","1","1","1"
"Nein","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1995","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1995","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","1995","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","1995","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1995","Realschule","kein Migrationshintergrund","","","",""
"Ja","1995","Realschule","direkter Migrationshintergrund","","","",""
"Ja","1995","Realschule","indirekter Migrationshintergrund","","","",""
