year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2017,Urban regions,Tenant,,,,,,,,,,,,
2017,Rural regions,Owner,2792,3.119825688076207,3.071193188532871,3.1684581876195432,0.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
2017,Rural regions,Tenant,,,,,,,,,,,,
2018,Urban regions,Owner,4053,2.6366098840777874,2.597472565527635,2.6757472026279396,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2018,Urban regions,Tenant,,,,,,,,,,,,
2018,Rural regions,Owner,2675,3.070624924226719,3.020910380819253,3.1203394676341856,0.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
2018,Rural regions,Tenant,,,,,,,,,,,,
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,,,,,,,,,,,,
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,,,,,,,,,,,,
2020,Urban regions,Owner,4223,2.7708390905781757,2.7325989829441246,2.8090791982122267,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2020,Urban regions,Tenant,,,,,,,,,,,,
2020,Rural regions,Owner,2661,3.1027469225053874,3.054539319456001,3.150954525554774,1.0,3.0,5.0,0.0,10.0,3.0,3.0,4.0
2020,Rural regions,Tenant,,,,,,,,,,,,
2021,Urban regions,Owner,,,,,,,,,,,,
2021,Urban regions,Tenant,,,,,,,,,,,,
2021,Rural regions,Owner,,,,,,,,,,,,
2021,Rural regions,Tenant,,,,,,,,,,,,
