"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"2010","Hauptschule","indirekter Migrationshintergrund","77.83","78.5","179","75.43","80.23"
"2010","Hauptschule","kein Migrationshintergrund","78.42","76.5","4663","77.95","78.89"
"2010","Realschule","direkter Migrationshintergrund","76.06","71.5","123","72.61","79.51"
"2010","Realschule","indirekter Migrationshintergrund","78.27","78.5","154","75.49","81.05"
"2010","Realschule","kein Migrationshintergrund","78.05","74.5","4139","77.53","78.57"
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","74.73","73.5","384","73.09","76.37"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","72.29","69.5","146","69.94","74.64"
"2012","(Fach-)Abitur","kein Migrationshintergrund","76.43","74.5","1862","75.67","77.19"
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","74.01","71.5","114","71.43","76.59"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","65.77","61","67","62.12","69.42"
"2012","(noch) kein Abschluss","kein Migrationshintergrund","73.34","68.5","358","71.51","75.17"
"2012","AkademikerIn","direkter Migrationshintergrund","72.7","71.5","379","71.2","74.2"
"2012","AkademikerIn","indirekter Migrationshintergrund","72.94","69.5","118","70.42","75.46"
"2012","AkademikerIn","kein Migrationshintergrund","77.23","75.5","4108","76.75","77.71"
"2012","Hauptschule","direkter Migrationshintergrund","77.66","76.5","832","76.64","78.68"
"2012","Hauptschule","indirekter Migrationshintergrund","81.53","78.5","202","78.97","84.09"
"2012","Hauptschule","kein Migrationshintergrund","78.93","77.5","5823","78.5","79.36"
"2012","Realschule","direkter Migrationshintergrund","73.07","71","168","70.71","75.43"
"2012","Realschule","indirekter Migrationshintergrund","78.14","76.5","184","75.67","80.61"
"2012","Realschule","kein Migrationshintergrund","78.5","75.5","5020","78.03","78.97"
"2013","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2013","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2013","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2013","AkademikerIn","kein Migrationshintergrund","","","","",""
"2013","Hauptschule","direkter Migrationshintergrund","","","","",""
"2013","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2013","Hauptschule","kein Migrationshintergrund","","","","",""
"2013","Realschule","direkter Migrationshintergrund","","","","",""
"2013","Realschule","indirekter Migrationshintergrund","","","","",""
"2013","Realschule","kein Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","direkter Migrationshintergrund","74.89","73.5","1170","73.93","75.85"
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","73.04","71.5","332","71.25","74.83"
"2014","(Fach-)Abitur","kein Migrationshintergrund","77","74.5","2378","76.31","77.69"
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","76.98","74.5","373","75.38","78.58"
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","70.23","67.5","142","67.83","72.63"
"2014","(noch) kein Abschluss","kein Migrationshintergrund","74.39","69.5","470","72.62","76.16"
"2014","AkademikerIn","direkter Migrationshintergrund","73.5","71.5","1099","72.55","74.45"
"2014","AkademikerIn","indirekter Migrationshintergrund","73.11","69.5","268","71.35","74.87"
"2014","AkademikerIn","kein Migrationshintergrund","77.31","75.5","4798","76.87","77.75"
"2014","Hauptschule","direkter Migrationshintergrund","77.48","75.5","1867","76.75","78.21"
"2014","Hauptschule","indirekter Migrationshintergrund","80.33","79.5","444","78.57","82.09"
"2014","Hauptschule","kein Migrationshintergrund","79.73","77.5","5806","79.27","80.19"
"2014","Realschule","direkter Migrationshintergrund","72.13","69.5","391","70.64","73.62"
"2014","Realschule","indirekter Migrationshintergrund","78.4","74.5","436","76.63","80.17"
"2014","Realschule","kein Migrationshintergrund","78.78","76.5","5937","78.34","79.22"
"2015","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2015","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2015","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2015","AkademikerIn","kein Migrationshintergrund","","","","",""
"2015","Hauptschule","direkter Migrationshintergrund","","","","",""
"2015","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2015","Hauptschule","kein Migrationshintergrund","","","","",""
"2015","Realschule","direkter Migrationshintergrund","","","","",""
"2015","Realschule","indirekter Migrationshintergrund","","","","",""
"2015","Realschule","kein Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","direkter Migrationshintergrund","75.29","73.5","1140","74.27","76.31"
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","73.41","71.5","309","71.51","75.31"
"2016","(Fach-)Abitur","kein Migrationshintergrund","77.47","74.5","2161","76.72","78.22"
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","76.86","74.5","340","75.13","78.59"
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","70.24","66.5","99","67.19","73.29"
"2016","(noch) kein Abschluss","kein Migrationshintergrund","73.86","70.5","358","71.72","76"
"2016","AkademikerIn","direkter Migrationshintergrund","73.82","72.5","1200","72.91","74.73"
"2016","AkademikerIn","indirekter Migrationshintergrund","72.57","68.5","235","70.61","74.53"
"2016","AkademikerIn","kein Migrationshintergrund","77.85","75.5","4394","77.38","78.32"
"2016","Hauptschule","direkter Migrationshintergrund","78.05","77.5","1581","77.24","78.86"
"2016","Hauptschule","indirekter Migrationshintergrund","83.96","79.5","365","81.94","85.98"
"2016","Hauptschule","kein Migrationshintergrund","80","77.5","4894","79.49","80.51"
"2016","Realschule","direkter Migrationshintergrund","76.04","74.5","304","74.22","77.86"
"2016","Realschule","indirekter Migrationshintergrund","78.64","76","365","76.58","80.7"
"2016","Realschule","kein Migrationshintergrund","80.1","78.5","5235","79.62","80.58"
"2017","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2017","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2017","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2017","AkademikerIn","kein Migrationshintergrund","","","","",""
"2017","Hauptschule","direkter Migrationshintergrund","","","","",""
"2017","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2017","Hauptschule","kein Migrationshintergrund","","","","",""
"2017","Realschule","direkter Migrationshintergrund","","","","",""
"2017","Realschule","indirekter Migrationshintergrund","","","","",""
"2017","Realschule","kein Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","direkter Migrationshintergrund","75.47","72.5","1514","74.62","76.32"
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","73.93","69.5","343","72.06","75.8"
"2018","(Fach-)Abitur","kein Migrationshintergrund","78.16","75.5","2610","77.47","78.85"
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","76.37","74.5","1440","75.61","77.13"
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","72.23","69.5","122","69.29","75.17"
"2018","(noch) kein Abschluss","kein Migrationshintergrund","75.34","72.5","410","73.36","77.32"
"2018","AkademikerIn","direkter Migrationshintergrund","74.48","74.5","1693","73.74","75.22"
"2018","AkademikerIn","indirekter Migrationshintergrund","72.55","71.5","275","70.67","74.43"
"2018","AkademikerIn","kein Migrationshintergrund","78.27","76.5","4870","77.81","78.73"
"2018","Hauptschule","direkter Migrationshintergrund","77.44","77.5","2068","76.74","78.14"
"2018","Hauptschule","indirekter Migrationshintergrund","84.36","81.5","373","82.31","86.41"
"2018","Hauptschule","kein Migrationshintergrund","80.79","78.5","4883","80.26","81.32"
"2018","Realschule","direkter Migrationshintergrund","75.89","74.5","317","74.14","77.64"
"2018","Realschule","indirekter Migrationshintergrund","78.44","75.5","403","76.43","80.45"
"2018","Realschule","kein Migrationshintergrund","80.64","78.5","5822","80.17","81.11"
"2019","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2019","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2019","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2019","AkademikerIn","kein Migrationshintergrund","","","","",""
"2019","Hauptschule","direkter Migrationshintergrund","","","","",""
"2019","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2019","Hauptschule","kein Migrationshintergrund","","","","",""
"2019","Realschule","direkter Migrationshintergrund","","","","",""
"2019","Realschule","indirekter Migrationshintergrund","","","","",""
"2019","Realschule","kein Migrationshintergrund","","","","",""
"2020","(Fach-)Abitur","direkter Migrationshintergrund","75.81","74.5","1357","74.88","76.74"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","77.21","74.5","363","75.36","79.06"
"2020","(Fach-)Abitur","kein Migrationshintergrund","78.76","74.5","2685","78.09","79.43"
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","76.58","77.5","439","75.1","78.06"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","76.69","76.5","111","73.75","79.63"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","75.95","71.5","345","73.99","77.91"
"2020","AkademikerIn","direkter Migrationshintergrund","76.23","74.5","1538","75.42","77.04"
"2020","AkademikerIn","indirekter Migrationshintergrund","75.48","74.5","349","73.7","77.26"
"2020","AkademikerIn","kein Migrationshintergrund","78.45","76.5","5252","78","78.9"
"2020","Hauptschule","direkter Migrationshintergrund","78.15","78.5","1385","77.25","79.05"
"2020","Hauptschule","indirekter Migrationshintergrund","85.99","80.5","325","83.59","88.39"
"2020","Hauptschule","kein Migrationshintergrund","81.33","79.5","4139","80.74","81.92"
"2020","Realschule","direkter Migrationshintergrund","77.83","74.5","263","75.79","79.87"
"2020","Realschule","indirekter Migrationshintergrund","77.24","73.5","371","75.16","79.32"
"2020","Realschule","kein Migrationshintergrund","81.24","79.5","5480","80.74","81.74"
