syear,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2007,4. Quintil,East,,,,,,,,,,,,
2007,5. Quintil,West,,,,,,,,,,,,
2007,5. Quintil,East,,,,,,,,,,,,
2008,2. Quintil,West,76.52832609663494,76.14823773939533,76.90841445387456,65.0,75.0,85.0,35.0,115.0,75.0,75.0,77.0,1976.0
2008,2. Quintil,East,75.53889325737747,75.06810565435134,76.00968086040359,64.0,75.0,85.0,38.0,116.5,75.0,75.0,76.0,1081.0
2008,3. Quintil,West,75.80511462046712,75.5436863713781,76.06654286955614,64.0,75.0,85.0,38.0,116.5,75.0,75.0,76.0,3550.0
2008,3. Quintil,East,77.55869619289918,77.20291875325445,77.9144736325439,67.0,77.0,86.78013746363605,37.32979380454592,116.45034365909012,77.0,76.0,79.0,1586.0
2008,4. Quintil,West,76.79942229491785,76.55523725230154,77.04360733753416,65.0,75.0,86.0,40.0,117.5,75.0,74.0,75.0,4018.0
2008,4. Quintil,East,76.18182699276375,75.7956417332772,76.5680122522503,65.0,75.0,85.0,42.0,115.0,75.0,74.0,76.0,1336.0
2008,5. Quintil,West,78.04405473692384,77.8213602620866,78.26674921176108,66.24598461963055,77.0,88.0,40.0,120.63102307055418,77.0,76.0,79.0,4828.0
2008,5. Quintil,East,77.4112701203129,76.79729970216422,78.02524053846159,65.0,77.60292965372038,86.0,45.0,117.5,78.0,77.0,82.0,739.0
2009,2. Quintil,West,,,,,,,,,,,,
2009,2. Quintil,East,,,,,,,,,,,,
2009,3. Quintil,West,,,,,,,,,,,,
2009,3. Quintil,East,,,,,,,,,,,,
2009,4. Quintil,West,,,,,,,,,,,,
2009,4. Quintil,East,,,,,,,,,,,,
2009,5. Quintil,West,,,,,,,,,,,,
2009,5. Quintil,East,,,,,,,,,,,,
2010,2. Quintil,West,77.81956096571841,77.30735462181525,78.33176730962157,65.0,75.0,85.0,35.0,115.0,75.0,74.0,76.0,1445.0
2010,2. Quintil,East,77.4530860382274,76.86386314693797,78.04230892951682,65.0,75.0,86.0,37.0,117.5,75.0,72.0,77.0,766.0
2010,3. Quintil,West,76.23042366764263,75.92903449004439,76.53181284524086,64.0,75.0,85.0,36.0,116.5,75.0,74.0,76.0,2805.0
2010,3. Quintil,East,77.5305090429188,77.13121906305362,77.92979902278397,65.0,76.0,88.0,45.0,122.5,76.0,74.0,77.0,1299.0
2010,4. Quintil,West,77.64981003422866,77.38043718222588,77.91918288623145,65.0,75.0,87.0,40.0,120.0,75.0,73.0,75.0,3492.0
2010,4. Quintil,East,77.80279525598904,77.38849644894772,78.21709406303036,66.95840906371275,78.0,86.0,45.0,114.56238640443087,78.0,78.0,81.0,1290.0
2010,5. Quintil,West,77.96571183222805,77.72754356822438,78.20388009623173,65.0,76.0,88.0,38.0,122.5,76.0,75.0,77.0,4638.0
2010,5. Quintil,East,77.44495498003832,76.88904048283793,78.00086947723871,64.0,76.0,87.5585235017728,44.0,122.896308754432,76.0,73.0,79.0,742.0
2011,2. Quintil,West,,,,,,,,,,,,
2011,2. Quintil,East,,,,,,,,,,,,
2011,3. Quintil,West,,,,,,,,,,,,
2011,3. Quintil,East,,,,,,,,,,,,
2011,4. Quintil,West,,,,,,,,,,,,
2011,4. Quintil,East,,,,,,,,,,,,
2011,5. Quintil,West,,,,,,,,,,,,
2011,5. Quintil,East,,,,,,,,,,,,
2012,1. Quintil,West,,,,,,,,,,,,
2012,2. Quintil,West,77.44835938034248,77.05332947591839,77.84338928476657,65.0,75.0,86.0,35.0,117.5,75.0,73.0,75.0,1783.0
2012,2. Quintil,East,77.84715716684693,77.25573973615755,78.4385745975363,64.90144651644663,75.0,88.0,37.0,122.64783022533007,75.0,72.975,77.0,853.0
2012,3. Quintil,West,76.33285176016895,76.05353126019513,76.61217226014277,65.0,75.0,85.0,35.0,115.0,75.0,75.0,77.0,3249.0
2012,3. Quintil,East,79.48271593655731,79.06163970426637,79.90379216884826,68.0,78.0,90.0,40.0,123.0,78.0,76.0,79.0,1409.0
2012,4. Quintil,West,77.04572794281398,76.80509414851036,77.2863617371176,65.0,75.0,87.0,39.0,120.0,75.0,74.0,75.0,4395.0
2012,4. Quintil,East,77.87379896995488,77.4791149859201,78.26848295398965,66.0,76.0,87.0,42.0,118.5,76.0,74.0,77.0,1497.0
2012,5. Quintil,West,78.18788603895482,77.98197308605096,78.39379899185867,66.0,76.0,88.0,33.0,121.0,76.0,74.0,77.0,6001.0
2012,5. Quintil,East,78.27813705169339,77.77137827009174,78.78489583329504,65.0,78.0,87.0,44.0,120.0,78.0,76.975,81.0,1037.0
2013,1. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,East,,,,,,,,,,,,
2013,3. Quintil,West,,,,,,,,,,,,
2013,3. Quintil,East,,,,,,,,,,,,
2013,4. Quintil,West,,,,,,,,,,,,
2013,4. Quintil,East,,,,,,,,,,,,
2013,5. Quintil,West,,,,,,,,,,,,
2013,5. Quintil,East,,,,,,,,,,,,
2014,2. Quintil,West,78.03998164944569,77.70426523091353,78.37569806797785,65.0,75.0,88.0,35.0,122.5,75.0,73.975,75.0,2912.0
2014,2. Quintil,East,78.9071653375357,78.3612309391927,79.45309973587871,67.0,77.37771658239032,87.06669902818136,36.89995145772796,117.1667475704534,77.0,74.0,79.0,940.0
2014,3. Quintil,West,77.29661457581436,77.0568269642318,77.53640218739692,65.0,75.0,88.0,30.5,122.5,75.0,73.0,75.0,4841.0
2014,3. Quintil,East,79.3054643686445,78.89381183703877,79.71711690025022,66.0,78.0,90.0,35.0,126.0,78.0,77.975,80.0,1637.0
2014,4. Quintil,West,77.40008326617267,77.18902303866152,77.61114349368383,65.0,75.0,87.0,39.0,120.0,75.0,74.0,75.0,5918.0
2014,4. Quintil,East,77.6703359471621,77.29108165158841,78.04959024273579,66.0,76.0,86.0,44.0,116.0,76.0,74.0,77.0,1708.0
2014,5. Quintil,West,78.04987257862813,77.86696440389755,78.2327807533587,65.0,76.0,88.0,30.5,122.5,76.0,74.0,77.0,7523.0
2014,5. Quintil,East,77.97377370873642,77.5407515627732,78.40679585469964,65.0,76.0,87.0,44.0,120.0,76.0,73.0,77.0,1234.0
2015,2. Quintil,West,,,,,,,,,,,,
2015,2. Quintil,East,,,,,,,,,,,,
2015,3. Quintil,West,,,,,,,,,,,,
2015,3. Quintil,East,,,,,,,,,,,,
2015,4. Quintil,West,,,,,,,,,,,,
2015,4. Quintil,East,,,,,,,,,,,,
2015,5. Quintil,West,,,,,,,,,,,,
2015,5. Quintil,East,,,,,,,,,,,,
2016,2. Quintil,West,78.62053802129698,78.22674149034057,79.01433455225339,65.0,75.0,88.0,36.0,122.5,75.0,73.0,75.0,2154.0
2016,2. Quintil,East,79.59920635067746,78.92652417175012,80.27188852960481,66.0,78.80703979837553,90.0,37.0,126.0,79.0,78.0,82.025,784.0
2016,3. Quintil,West,78.3271682535104,78.04777649973204,78.60656000728875,65.0,76.0,88.0,39.0,122.5,76.0,74.975,77.0,3832.0
2016,3. Quintil,East,78.99359130791156,78.50239573249004,79.48478688333307,66.0,78.0,89.0,39.0,123.5,78.0,76.0,80.025,1196.0
2016,4. Quintil,West,78.63279480036863,78.39670752849462,78.86888207224264,66.0,77.0,90.0,38.0,126.0,77.0,76.0,78.0,5141.0
2016,4. Quintil,East,77.68975467795565,77.30479061775655,78.07471873815474,65.0,76.0,86.82479715050125,44.0,119.56199287625313,76.0,74.0,77.0,1643.0
2016,5. Quintil,West,78.33261769625184,78.14608094567444,78.51915444682925,65.0,77.0,88.0,30.5,122.5,77.0,76.0,78.025,7667.0
2016,5. Quintil,East,78.03320184878677,77.61259933288507,78.45380436468848,65.0,77.0,88.0,43.0,122.5,77.0,76.0,79.0,1355.0
2017,2. Quintil,West,,,,,,,,,,,,
2017,2. Quintil,East,,,,,,,,,,,,
2017,3. Quintil,West,,,,,,,,,,,,
2017,3. Quintil,East,,,,,,,,,,,,
2017,4. Quintil,West,,,,,,,,,,,,
2017,4. Quintil,East,,,,,,,,,,,,
2017,5. Quintil,West,,,,,,,,,,,,
2017,5. Quintil,East,,,,,,,,,,,,
2018,2. Quintil,West,79.08942758029818,78.78312959338537,79.39572556721099,65.0,75.0,87.0,37.0,120.0,75.0,72.0,75.0,3883.0
2018,2. Quintil,East,80.37865724778776,79.82132013533817,80.93599436023734,65.0,78.0,90.0,36.0,127.5,78.0,75.975,80.0,1104.0
2018,3. Quintil,West,77.97221942634125,77.68961614350665,78.25482270917585,65.0,75.0,88.0,40.0,122.5,75.0,74.0,76.0,3669.0
2018,3. Quintil,East,80.44745278408647,79.87351997155231,81.02138559662062,66.0,78.0,90.0,35.0,126.0,78.0,76.0,81.0,1180.0
2018,4. Quintil,West,78.20238671304205,77.97676025982743,78.42801316625666,65.0,76.0,89.0,38.0,125.0,76.0,75.0,77.0,5519.0
2018,4. Quintil,East,79.0569921228523,78.66462597054839,79.4493582751562,65.0,78.0,90.0,43.0,127.5,78.0,76.0,80.0,1805.0
2018,5. Quintil,West,79.17706465070303,79.00355210093693,79.35057720046913,66.0,78.0,90.0,30.0,126.0,78.0,77.0,79.0,9283.0
2018,5. Quintil,East,78.91201699863007,78.51910732170667,79.30492667555346,66.0,78.0,89.0,41.0,123.5,78.0,76.0,81.0,1772.0
2019,2. Quintil,West,,,,,,,,,,,,
2019,2. Quintil,East,,,,,,,,,,,,
2019,3. Quintil,West,,,,,,,,,,,,
2019,3. Quintil,East,,,,,,,,,,,,
2019,4. Quintil,West,,,,,,,,,,,,
2019,4. Quintil,East,,,,,,,,,,,,
2019,5. Quintil,West,,,,,,,,,,,,
2019,5. Quintil,East,,,,,,,,,,,,
2020,2. Quintil,West,79.51999083439671,79.03694066909921,80.0030409996942,65.99098164695152,79.0,90.0,38.0,126.01352752957271,79.0,78.0,82.0,1489.0
2020,2. Quintil,East,80.81648573746907,80.01196806004354,81.62100341489459,70.0,79.67110039639317,92.0,37.0,125.0,79.0,76.0,80.0,505.0
2020,3. Quintil,West,78.14728654120775,77.82055961668387,78.47401346573163,65.0,76.0,88.0,40.0,122.5,76.0,74.0,77.0,2766.0
2020,3. Quintil,East,82.85843623793126,82.15478781019306,83.56208466566946,68.0,80.0,94.0,43.0,133.0,80.0,75.0,81.0,860.0
2020,4. Quintil,West,79.93474698607962,79.67823351062493,80.1912604615343,67.0,78.0,90.0,37.0,124.5,78.0,76.975,79.0,4898.0
2020,4. Quintil,East,80.41466984831801,79.95084671166683,80.8784929849692,68.0,78.0,90.0,43.0,123.0,78.0,76.0,80.025,1497.0
2020,5. Quintil,West,79.45949839900452,79.29632714256122,79.62266965544781,67.0,78.0,90.0,37.0,124.5,78.0,77.0,79.0,10861.0
2020,5. Quintil,East,78.8723131654739,78.52812341077279,79.216502920175,66.0,78.0,90.0,40.0,126.0,78.0,77.0,81.0,2395.0
2021,2. Quintil,West,,,,,,,,,,,,
2021,2. Quintil,East,,,,,,,,,,,,
2021,3. Quintil,West,,,,,,,,,,,,
2021,3. Quintil,East,,,,,,,,,,,,
2021,4. Quintil,West,,,,,,,,,,,,
2021,4. Quintil,East,,,,,,,,,,,,
2021,5. Quintil,West,,,,,,,,,,,,
2021,5. Quintil,East,,,,,,,,,,,,
