year,migback,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1999,Direct migration background,2. Quintil,,,,,,,,,,,,
1999,Direct migration background,3. Quintil,,,,,,,,,,,,
1999,Direct migration background,4. Quintil,,,,,,,,,,,,
1999,Direct migration background,5. Quintil,,,,,,,,,,,,
1999,Indirect migration background,2. Quintil,,,,,,,,,,,,
1999,Indirect migration background,3. Quintil,,,,,,,,,,,,
1999,Indirect migration background,4. Quintil,,,,,,,,,,,,
1999,Indirect migration background,5. Quintil,,,,,,,,,,,,
2000,No migration background,2. Quintil,,,,,,,,,,,,
2000,No migration background,3. Quintil,,,,,,,,,,,,
2000,No migration background,4. Quintil,,,,,,,,,,,,
2000,No migration background,5. Quintil,,,,,,,,,,,,
2000,Direct migration background,2. Quintil,,,,,,,,,,,,
2000,Direct migration background,3. Quintil,,,,,,,,,,,,
2000,Direct migration background,4. Quintil,,,,,,,,,,,,
2000,Direct migration background,5. Quintil,,,,,,,,,,,,
2000,Indirect migration background,2. Quintil,,,,,,,,,,,,
2000,Indirect migration background,3. Quintil,,,,,,,,,,,,
2000,Indirect migration background,4. Quintil,,,,,,,,,,,,
2000,Indirect migration background,5. Quintil,,,,,,,,,,,,
2001,No migration background,2. Quintil,,,,,,,,,,,,
2001,No migration background,3. Quintil,,,,,,,,,,,,
2001,No migration background,4. Quintil,,,,,,,,,,,,
2001,No migration background,5. Quintil,,,,,,,,,,,,
2001,Direct migration background,2. Quintil,,,,,,,,,,,,
2001,Direct migration background,3. Quintil,,,,,,,,,,,,
2001,Direct migration background,4. Quintil,,,,,,,,,,,,
2001,Direct migration background,5. Quintil,,,,,,,,,,,,
2001,Indirect migration background,2. Quintil,,,,,,,,,,,,
2001,Indirect migration background,3. Quintil,,,,,,,,,,,,
2001,Indirect migration background,4. Quintil,,,,,,,,,,,,
2001,Indirect migration background,5. Quintil,,,,,,,,,,,,
2002,No migration background,2. Quintil,73.99289056679547,73.73436671279116,74.25141442079978,63.0,73.0,82.0,36.0,110.5,73.0,72.0,74.0,3172.0
2002,No migration background,3. Quintil,75.02333530955156,74.82987644058318,75.21679417851993,64.0,75.0,84.0,39.0,114.0,75.0,75.0,76.0,5451.0
2002,No migration background,4. Quintil,75.54149147158837,75.34716325637544,75.7358196868013,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0,5253.0
2002,No migration background,5. Quintil,75.11404133792722,74.92244578924478,75.30563688660966,64.0,75.0,85.0,36.0,116.5,75.0,75.0,76.0,5408.0
2002,Direct migration background,2. Quintil,73.98672293639237,73.52807129188473,74.44537458090001,63.0,74.0,83.0,40.0,113.0,74.0,73.0,76.0,925.0
2002,Direct migration background,3. Quintil,72.87558697988841,72.4680485603619,73.28312539941493,63.0,72.0,80.0,39.0,105.5,72.0,70.0,73.0,957.0
2002,Direct migration background,4. Quintil,74.01387310242714,73.44703926434303,74.58070694051125,65.0,72.5532341277769,82.0,42.0,107.5,73.0,71.0,76.0,524.0
2002,Direct migration background,5. Quintil,71.9905034632602,71.3172786881955,72.6637282383249,61.0,71.1644643817616,82.0,39.0,113.5,72.0,70.0,76.0,378.0
2002,Indirect migration background,2. Quintil,67.39025959718475,66.55588551404735,68.22463368032216,58.0,65.6155863482801,75.0,40.0,100.5,66.0,62.0,70.0,207.0
2002,Indirect migration background,3. Quintil,69.53191040538846,68.75614541723598,70.30767539354093,60.0,70.0,79.0,44.0,107.5,70.0,67.975,75.0,249.0
2002,Indirect migration background,4. Quintil,72.25474635890765,71.09104342982806,73.41844928798724,60.0,70.0,80.0,40.0,110.0,70.0,65.0,73.0,180.0
2002,Indirect migration background,5. Quintil,72.28440074086983,70.90531163395913,73.66348984778053,60.0,70.0,83.0,36.0,117.5,70.0,67.0,74.0,127.0
2003,No migration background,2. Quintil,,,,,,,,,,,,
2003,No migration background,3. Quintil,,,,,,,,,,,,
2003,No migration background,4. Quintil,,,,,,,,,,,,
2003,No migration background,5. Quintil,,,,,,,,,,,,
2003,Direct migration background,2. Quintil,,,,,,,,,,,,
2003,Direct migration background,3. Quintil,,,,,,,,,,,,
2003,Direct migration background,4. Quintil,,,,,,,,,,,,
2003,Direct migration background,5. Quintil,,,,,,,,,,,,
2003,Indirect migration background,2. Quintil,,,,,,,,,,,,
2003,Indirect migration background,3. Quintil,,,,,,,,,,,,
2003,Indirect migration background,4. Quintil,,,,,,,,,,,,
2003,Indirect migration background,5. Quintil,,,,,,,,,,,,
2004,No migration background,2. Quintil,74.69207364583204,74.40315410997853,74.98099318168555,64.0,73.0,84.0,34.0,114.0,73.0,72.0,74.0,2909.0
2004,No migration background,3. Quintil,75.40160839765707,75.1996369746618,75.60357982065234,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0,5040.0
2004,No migration background,4. Quintil,76.26695384899286,76.05997579499866,76.47393190298705,65.0,75.0,85.0,38.0,115.0,75.0,75.0,75.0,5052.0
2004,No migration background,5. Quintil,75.84886109795238,75.6488010165388,76.04892117936596,65.0,75.0,85.0,38.0,115.0,75.0,75.0,76.0,5088.0
2004,Direct migration background,2. Quintil,75.25386962792737,74.70456666820584,75.8031725876489,65.0,75.0,85.0,35.0,115.0,75.0,74.0,76.0,739.0
2004,Direct migration background,3. Quintil,73.96062775430221,73.5400515084944,74.38120400011002,64.0,75.0,82.0,40.0,109.0,75.0,75.0,77.025,939.0
2004,Direct migration background,4. Quintil,74.11999950894786,73.54082975083777,74.69916926705794,64.0,73.0,82.0,38.0,109.0,73.0,71.0,74.0,505.0
2004,Direct migration background,5. Quintil,71.45726260018246,70.72290482897634,72.19162037138858,60.0,70.0,80.0,46.0,110.0,70.0,67.0,72.0,326.0
2004,Indirect migration background,2. Quintil,70.86087905302382,69.94968674774384,71.7720713583038,60.0,70.02974562549737,80.0,39.0,105.0,70.0,65.0,75.0,207.0
2004,Indirect migration background,3. Quintil,71.96687621652808,71.16002333460801,72.77372909844814,61.64392485794332,70.0,82.0,44.0,110.0,70.0,67.0,71.0,260.0
2004,Indirect migration background,4. Quintil,70.76192827442665,69.79216047519101,71.73169607366229,60.0,70.0,78.0,45.0,105.0,70.0,66.0,74.0,182.0
2004,Indirect migration background,5. Quintil,72.02135967163035,71.0282141456171,73.0145051976436,63.0,72.36059966022319,80.91332567934974,43.0,107.78331419837434,72.0,68.0,79.0,130.0
2005,No migration background,2. Quintil,,,,,,,,,,,,
2005,No migration background,3. Quintil,,,,,,,,,,,,
2005,No migration background,4. Quintil,,,,,,,,,,,,
2005,No migration background,5. Quintil,,,,,,,,,,,,
2005,Direct migration background,2. Quintil,,,,,,,,,,,,
2005,Direct migration background,3. Quintil,,,,,,,,,,,,
2005,Direct migration background,4. Quintil,,,,,,,,,,,,
2005,Direct migration background,5. Quintil,,,,,,,,,,,,
2005,Indirect migration background,2. Quintil,,,,,,,,,,,,
2005,Indirect migration background,3. Quintil,,,,,,,,,,,,
2005,Indirect migration background,4. Quintil,,,,,,,,,,,,
2005,Indirect migration background,5. Quintil,,,,,,,,,,,,
2006,No migration background,2. Quintil,75.38943226189055,75.1075804149079,75.6712841088732,64.0,74.0,85.0,36.0,116.5,74.0,73.0,76.0,3001.0
2006,No migration background,3. Quintil,76.5985252667754,76.38163820220517,76.81541233134563,65.0,75.0,85.0,35.0,115.0,75.0,74.0,75.0,4990.0
2006,No migration background,4. Quintil,76.75692587611157,76.55390484349735,76.95994690872578,65.0,75.0,85.0,40.0,115.0,75.0,74.975,75.0,5363.0
2006,No migration background,5. Quintil,76.66017211893269,76.45371173882447,76.86663249904092,65.0,75.0,85.0,40.0,115.0,75.0,74.0,75.0,5234.0
2006,Direct migration background,2. Quintil,74.93609046699855,74.4429724435782,75.4292084904189,65.0,75.0,83.00287650342102,37.99568524486847,110.00719125855255,75.0,74.0,77.0,744.0
2006,Direct migration background,3. Quintil,74.50430133379237,74.00492970586639,75.00367296171835,63.0,75.0,84.0,38.0,115.5,75.0,74.0,78.0,805.0
2006,Direct migration background,4. Quintil,74.8267448923148,74.21017835645631,75.4433114281733,64.0,73.0,85.0,43.0,116.5,73.0,71.0,74.0,513.0
2006,Direct migration background,5. Quintil,74.02833297773415,73.23573292047567,74.82093303499263,63.0,73.0,83.0,45.0,113.0,73.0,71.0,76.0,306.0
2006,Indirect migration background,2. Quintil,71.93362556091229,70.80195657228586,73.06529454953872,58.0,70.0,84.0,39.0,123.0,70.0,66.0,75.0,204.0
2006,Indirect migration background,3. Quintil,73.685767451452,72.64080371958548,74.73073118331851,62.0,71.53230777926584,84.4769510340349,45.0,118.19237758508724,72.0,69.0,76.0,258.0
2006,Indirect migration background,4. Quintil,73.62273686291643,72.6919128837899,74.55356084204296,63.05844945913576,70.0,81.0,48.0,107.91232581129637,70.0,65.0,71.025,225.0
2006,Indirect migration background,5. Quintil,73.49182717495302,72.3586335113745,74.62502083853153,65.0,75.63080969652343,82.0,49.0,105.0,76.0,73.0,79.0,118.0
2007,No migration background,1. Quintil,,,,,,,,,,,,
2007,No migration background,2. Quintil,,,,,,,,,,,,
2007,No migration background,3. Quintil,,,,,,,,,,,,
2007,No migration background,4. Quintil,,,,,,,,,,,,
2007,No migration background,5. Quintil,,,,,,,,,,,,
2007,Direct migration background,2. Quintil,,,,,,,,,,,,
2007,Direct migration background,3. Quintil,,,,,,,,,,,,
2007,Direct migration background,4. Quintil,,,,,,,,,,,,
2007,Direct migration background,5. Quintil,,,,,,,,,,,,
2007,Indirect migration background,1. Quintil,,,,,,,,,,,,
2007,Indirect migration background,2. Quintil,,,,,,,,,,,,
2007,Indirect migration background,3. Quintil,,,,,,,,,,,,
2007,Indirect migration background,4. Quintil,,,,,,,,,,,,
2007,Indirect migration background,5. Quintil,,,,,,,,,,,,
2008,No migration background,2. Quintil,76.6265548388863,76.27665735868688,76.97645231908574,64.0,75.0,85.0,35.0,116.5,75.0,75.0,76.0,2349.0
2008,No migration background,3. Quintil,76.68637969467848,76.44884373027676,76.9239156590802,65.0,75.0,85.0,36.0,115.0,75.0,74.0,75.0,4246.0
2008,No migration background,4. Quintil,77.12017410252854,76.89656496302953,77.34378324202754,65.0,75.0,86.0,40.0,117.5,75.0,74.0,75.0,4724.0
2008,No migration background,5. Quintil,78.09205735717002,77.87252679251786,78.31158792182218,66.0,77.0,88.0,40.0,121.0,77.0,76.0,78.0,5144.0
2008,Direct migration background,2. Quintil,76.0968268065416,75.428749522231,76.7649040908522,65.0,75.0,85.0,35.0,115.0,75.0,74.975,77.0,518.0
2008,Direct migration background,3. Quintil,74.72498008181175,74.16839986356092,75.28156030006258,64.0,75.0,83.0,38.0,111.5,75.0,74.0,76.025,672.0
2008,Direct migration background,4. Quintil,74.97123456139373,74.26498860765719,75.67748051513027,63.0,74.0,85.0,45.0,118.0,74.0,72.0,76.0,428.0
2008,Direct migration background,5. Quintil,76.21233955042214,75.35565662148286,77.06902247936142,65.0,74.0,86.0,46.0,117.5,74.0,71.0,77.025,275.0
2008,Indirect migration background,2. Quintil,72.63296267303714,71.52409935894664,73.74182598712764,62.0,71.86753303414821,85.0,40.0,119.5,72.0,68.0,76.0,190.0
2008,Indirect migration background,3. Quintil,73.0899408575001,72.11466118248356,74.06522053251663,62.0,72.0,80.0,43.0,107.0,72.0,69.0,74.0,218.0
2008,Indirect migration background,4. Quintil,71.83549719832035,70.91477119344826,72.75622320319245,60.0,70.0,80.0,48.0,110.0,70.0,63.0,75.0,202.0
2008,Indirect migration background,5. Quintil,78.3789053548678,77.26815580337501,79.48965490636058,68.0,80.0,86.0,44.0,113.0,80.0,76.0,85.0,148.0
2009,No migration background,2. Quintil,,,,,,,,,,,,
2009,No migration background,3. Quintil,,,,,,,,,,,,
2009,No migration background,4. Quintil,,,,,,,,,,,,
2009,No migration background,5. Quintil,,,,,,,,,,,,
2009,Direct migration background,2. Quintil,,,,,,,,,,,,
2009,Direct migration background,3. Quintil,,,,,,,,,,,,
2009,Direct migration background,4. Quintil,,,,,,,,,,,,
2009,Direct migration background,5. Quintil,,,,,,,,,,,,
2009,Indirect migration background,2. Quintil,,,,,,,,,,,,
2009,Indirect migration background,3. Quintil,,,,,,,,,,,,
2009,Indirect migration background,4. Quintil,,,,,,,,,,,,
2009,Indirect migration background,5. Quintil,,,,,,,,,,,,
2010,No migration background,2. Quintil,78.01484230931638,77.5371850399212,78.49249957871156,65.0,75.0,85.0,37.0,115.0,75.0,74.0,76.0,1712.0
2010,No migration background,3. Quintil,77.12031436914187,76.84931737589673,77.391311362387,65.0,75.0,86.0,36.0,117.5,75.0,74.0,75.0,3430.0
2010,No migration background,4. Quintil,77.90002469369009,77.6620278321744,78.13802155520577,66.0,76.0,87.0,41.0,118.5,76.0,75.0,77.0,4278.0
2010,No migration background,5. Quintil,78.15572019609898,77.92764934118601,78.38379105101195,65.0,76.0,88.0,38.0,122.5,76.0,74.0,77.0,4951.0
2010,Direct migration background,2. Quintil,77.93071274406135,77.14095876664891,78.7204667214738,68.0,75.0,86.4408109825682,40.33878352614771,114.10202745642049,75.0,70.0,76.0,365.0
2010,Direct migration background,3. Quintil,74.29059833486795,73.65957330797366,74.92162336176224,63.0,74.0,83.0,40.0,113.0,74.0,70.975,76.0,486.0
2010,Direct migration background,4. Quintil,76.42623683485037,75.46293037557862,77.38954329412212,64.0,75.0,85.0,40.0,116.5,75.0,72.0,76.0,330.0
2010,Direct migration background,5. Quintil,74.30658090109938,73.27668376949438,75.33647803270438,62.0,72.0,84.0,43.0,117.0,72.0,68.0,75.0,277.0
2010,Indirect migration background,2. Quintil,73.31010182217662,71.89530294568792,74.72490069866532,60.0,70.0,85.0,39.0,120.0,70.0,60.0,77.0,134.0
2010,Indirect migration background,3. Quintil,73.93594762282406,72.75389866135501,75.11799658429311,60.0,70.50057616428919,85.0,46.0,120.0,71.0,66.0,76.0,188.0
2010,Indirect migration background,4. Quintil,75.52994482259464,74.44162319978766,76.61826644540163,65.0,72.49656119483433,82.31447295582777,45.0,108.28618238956942,73.0,67.0,76.0,174.0
2010,Indirect migration background,5. Quintil,79.19566529393755,78.02677785526811,80.364552732607,69.0,82.0,90.0,45.0,121.5,82.0,79.0,89.0,152.0
2011,No migration background,2. Quintil,,,,,,,,,,,,
2011,No migration background,3. Quintil,,,,,,,,,,,,
2011,No migration background,4. Quintil,,,,,,,,,,,,
2011,No migration background,5. Quintil,,,,,,,,,,,,
2011,Direct migration background,2. Quintil,,,,,,,,,,,,
2011,Direct migration background,3. Quintil,,,,,,,,,,,,
2011,Direct migration background,4. Quintil,,,,,,,,,,,,
2011,Direct migration background,5. Quintil,,,,,,,,,,,,
2011,Indirect migration background,2. Quintil,,,,,,,,,,,,
2011,Indirect migration background,3. Quintil,,,,,,,,,,,,
2011,Indirect migration background,4. Quintil,,,,,,,,,,,,
2011,Indirect migration background,5. Quintil,,,,,,,,,,,,
2012,No migration background,1. Quintil,,,,,,,,,,,,
2012,No migration background,2. Quintil,77.96101332587439,77.57742393019777,78.34460272155101,65.0,75.0,88.0,37.0,122.5,75.0,73.0,75.0,2025.0
2012,No migration background,3. Quintil,77.6413610528457,77.38145772755004,77.90126437814135,65.0,75.0,88.0,34.0,122.5,75.0,74.0,75.0,3867.0
2012,No migration background,4. Quintil,77.82746967164769,77.60702927336897,78.04791006992642,65.0,76.0,88.0,39.0,122.5,76.0,74.0,77.0,5196.0
2012,No migration background,5. Quintil,78.37818705614256,78.1783660363503,78.57800807593483,66.0,77.0,88.0,42.0,121.0,77.0,76.0,78.0,6404.0
2012,Direct migration background,2. Quintil,76.65946886671964,75.98202360086059,77.33691413257868,67.0,75.0,85.0,40.0,112.0,75.0,72.0,76.0,464.0
2012,Direct migration background,3. Quintil,75.26847530044992,74.67311180139484,75.863838799505,65.0,73.0,85.0,40.0,115.0,73.0,70.0,76.0,586.0
2012,Direct migration background,4. Quintil,73.13503330551852,72.47669960382602,73.79336700721102,60.0,72.0,84.0,40.0,120.0,72.0,69.0,74.0,506.0
2012,Direct migration background,5. Quintil,76.79659290476992,75.99972061323042,77.59346519630942,64.0,75.0,88.80354162404292,30.0,126.0088540601073,75.0,70.0,78.0,407.0
2012,Indirect migration background,2. Quintil,75.9447406345998,74.33484256972281,77.55463869947678,60.0,70.76100607058915,84.29497859694327,45.0,120.73744649235817,72.0,67.94999999999999,74.0,147.0
2012,Indirect migration background,3. Quintil,72.69539407584186,71.5436103963983,73.84717775528543,59.0,71.0,85.0,30.0,110.0,71.0,63.974999999999994,76.0,205.0
2012,Indirect migration background,4. Quintil,75.17973512398545,74.05075942823495,76.30871081973595,62.0,73.90417879499799,84.5940804427315,45.0,118.48520110682874,74.0,69.0,79.025,190.0
2012,Indirect migration background,5. Quintil,77.08586424256137,76.04795918679316,78.12376929832958,66.0,75.0,88.0,45.0,121.0,75.0,69.0,79.0,227.0
2013,No migration background,2. Quintil,,,,,,,,,,,,
2013,No migration background,3. Quintil,,,,,,,,,,,,
2013,No migration background,4. Quintil,,,,,,,,,,,,
2013,No migration background,5. Quintil,,,,,,,,,,,,
2013,Direct migration background,2. Quintil,,,,,,,,,,,,
2013,Direct migration background,3. Quintil,,,,,,,,,,,,
2013,Direct migration background,4. Quintil,,,,,,,,,,,,
2013,Direct migration background,5. Quintil,,,,,,,,,,,,
2013,Indirect migration background,1. Quintil,,,,,,,,,,,,
2013,Indirect migration background,2. Quintil,,,,,,,,,,,,
2013,Indirect migration background,3. Quintil,,,,,,,,,,,,
2013,Indirect migration background,4. Quintil,,,,,,,,,,,,
2013,Indirect migration background,5. Quintil,,,,,,,,,,,,
2014,No migration background,2. Quintil,79.28101023048868,78.88210257143602,79.67991788954133,66.0,76.0,90.0,36.0,126.0,76.0,74.0,77.0,2156.0
2014,No migration background,3. Quintil,78.4112843677673,78.15287395401974,78.66969478151485,65.0,77.0,89.0,35.0,125.0,77.0,76.0,78.0,4380.0
2014,No migration background,4. Quintil,77.95681319861829,77.74577678594356,78.16784961129302,65.0,76.0,87.0,39.0,120.0,76.0,75.0,77.0,5887.0
2014,No migration background,5. Quintil,78.36552518676382,78.18228666552649,78.54876370800115,66.0,77.0,88.0,40.0,121.0,77.0,76.0,78.025,7440.0
2014,Direct migration background,2. Quintil,76.68807000349108,76.26954912498739,77.10659088199476,65.0,75.0,85.0,35.0,115.0,75.0,72.975,75.0,1324.0
2014,Direct migration background,3. Quintil,76.1373031323606,75.77240509134522,76.50220117337598,65.0,75.0,85.50599587507213,38.0,116.26498968768033,75.0,73.0,75.025,1625.0
2014,Direct migration background,4. Quintil,74.5698598414089,74.13802395962402,75.00169572319378,62.0,72.0,85.0,40.0,119.5,72.0,69.0,74.0,1336.0
2014,Direct migration background,5. Quintil,74.72096648907409,74.2030809380331,75.23885204011508,63.0,73.0,85.0,30.0,118.0,73.0,70.0,76.0,882.0
2014,Indirect migration background,2. Quintil,74.20575137738963,73.26878680539636,75.1427159493829,60.0,72.0,85.0,40.0,122.5,72.0,69.0,75.025,372.0
2014,Indirect migration background,3. Quintil,74.20428229440824,73.42829478920207,74.98026979961442,60.0,71.0,86.0,30.0,125.0,71.0,67.0,74.0,473.0
2014,Indirect migration background,4. Quintil,76.61398889276605,75.87389720577318,77.35408057975891,65.0,75.0,86.0,42.0,117.5,75.0,70.0,77.0,403.0
2014,Indirect migration background,5. Quintil,77.73172118901205,76.98467736325884,78.47876501476526,65.0,75.0,89.0,47.0,125.0,75.0,71.0,77.0,435.0
2015,No migration background,2. Quintil,,,,,,,,,,,,
2015,No migration background,3. Quintil,,,,,,,,,,,,
2015,No migration background,4. Quintil,,,,,,,,,,,,
2015,No migration background,5. Quintil,,,,,,,,,,,,
2015,Direct migration background,2. Quintil,,,,,,,,,,,,
2015,Direct migration background,3. Quintil,,,,,,,,,,,,
2015,Direct migration background,4. Quintil,,,,,,,,,,,,
2015,Direct migration background,5. Quintil,,,,,,,,,,,,
2015,Indirect migration background,2. Quintil,,,,,,,,,,,,
2015,Indirect migration background,3. Quintil,,,,,,,,,,,,
2015,Indirect migration background,4. Quintil,,,,,,,,,,,,
2015,Indirect migration background,5. Quintil,,,,,,,,,,,,
2016,No migration background,2. Quintil,79.41976808775105,78.93149881678804,79.90803735871407,65.0,76.0,90.0,37.0,127.5,76.0,74.0,77.0,1580.0
2016,No migration background,3. Quintil,79.42889971975649,79.11999907267337,79.73780036683961,66.0,78.0,89.0,39.0,123.5,78.0,77.975,80.0,3307.0
2016,No migration background,4. Quintil,79.1435532318452,78.90916500660806,79.37794145708234,67.0,78.0,90.0,38.0,124.5,78.0,77.0,80.0,5160.0
2016,No migration background,5. Quintil,78.60721457048757,78.41864139926602,78.79578774170912,66.0,77.0,88.0,40.0,121.0,77.0,76.0,78.0,7469.0
