"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2007","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2007","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2007","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2007","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2007","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2007","Realschule","maennlich","","","","","","","","","","","","","",""
"2007","Realschule","weiblich","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","maennlich","83.58","79.5","961","68","74","90","102","130","82.63","84.53","52","230","80","82"
"2008","(Fach-)Abitur","weiblich","66.39","63.5","1182","53","58","72","81","111","65.7","67.08","41","124","64","65"
"2008","(noch) kein Abschluss","maennlich","76.73","77.5","251","60","66","85","94","110","75.08","78.38","50","125","72","76"
"2008","(noch) kein Abschluss","weiblich","67.29","64.5","289","51","60","74","85","100","65.71","68.87","35","150","63","65"
"2008","AkademikerIn","maennlich","83.99","81.5","2286","70","75","91","100","125","83.46","84.52","43","190","82","84"
"2008","AkademikerIn","weiblich","67.92","64.5","1882","54","59","75","85","110","67.36","68.48","38","130","65","66"
"2008","Hauptschule","maennlich","85.01","82.5","3283","68","75","93","103","133","84.5","85.52","46","204","83","84"
"2008","Hauptschule","weiblich","71.42","69.5","3463","55","62","80","90","115","70.95","71.89","38","175","70","70"
"2008","Realschule","maennlich","86.03","83.5","2149","69","75","95","105","135","85.38","86.68","50","185","83","85"
"2008","Realschule","weiblich","69.44","66.5","2894","54","60","77","88","117","68.94","69.94","36","158","66","68"
"2009","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2009","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2009","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2009","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2009","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2009","Realschule","maennlich","","","","","","","","","","","","","",""
"2009","Realschule","weiblich","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","maennlich","85.04","81.5","847","67","74","90","105","140","83.95","86.13","51","250","81","83"
"2010","(Fach-)Abitur","weiblich","67.48","64.5","1029","53","58","74","83","121","66.67","68.29","42","175","65","66"
"2010","(noch) kein Abschluss","maennlich","78.3","76.5","215","60","66","89","99","130","76.44","80.16","52","130","73","78"
"2010","(noch) kein Abschluss","weiblich","66.73","64.5","199","52","56","75","85","110","64.78","68.68","35","150","61","65"
"2010","AkademikerIn","maennlich","84.43","82.5","2056","70","75","92","103","125","83.87","84.99","47","140","82","84"
"2010","AkademikerIn","weiblich","68.03","65.5","1758","54","59","75","85","115","67.44","68.62","40","140","65","67"
"2010","Hauptschule","maennlich","85.6","83.5","2685","68","75","94","105","130","85.02","86.18","43","197","83","85"
"2010","Hauptschule","weiblich","71.66","69.5","2850","55","62","80","90","115","71.14","72.18","39","177","70","70"
"2010","Realschule","maennlich","86.62","84.5","1873","68","75","95","106","140","85.9","87.34","48","217","84","85"
"2010","Realschule","weiblich","70.6","67.5","2543","55","60","78","90","125","70.04","71.16","36","167","67","68"
"2011","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2011","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2011","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2011","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2011","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2011","Realschule","maennlich","","","","","","","","","","","","","",""
"2011","Realschule","weiblich","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","maennlich","84.9","81.5","1055","67","75","92","105","135","83.98","85.82","50","170","82","84"
"2012","(Fach-)Abitur","weiblich","67.33","64.5","1337","53","58","74","85","110","66.62","68.04","30","150","65","66"
"2012","(noch) kein Abschluss","maennlich","78.57","74.5","253","62","67","87","98","131","76.66","80.48","30","135","74","80"
"2012","(noch) kein Abschluss","weiblich","67.18","63.5","286","52","55","75","88","114","65.35","69.01","35","170","62","65"
"2012","AkademikerIn","maennlich","84.05","82.5","2454","70","75","91","100","125","83.52","84.58","45","225","83","84"
"2012","AkademikerIn","weiblich","67.57","64.5","2151","53","59","74","85","110","67.03","68.11","34","145","65","67"
"2012","Hauptschule","maennlich","85.85","83.5","3332","68","75","95","105","130","85.33","86.37","39","210","84","85"
"2012","Hauptschule","weiblich","72.04","69.5","3525","55","62","80","90","118","71.54","72.54","40","199","70","71"
"2012","Realschule","maennlich","86.73","84.5","2263","69","76","95","107","135","86.1","87.36","42","190","84","85"
"2012","Realschule","weiblich","71.02","67.5","3109","55","60","78","90","125","70.5","71.54","37","169","68","70"
"2013","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2013","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2013","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2013","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2013","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2013","Realschule","maennlich","","","","","","","","","","","","","",""
"2013","Realschule","weiblich","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","maennlich","84.67","81.5","1682","67","74","92","107","145","83.92","85.42","30","175","82","84"
"2014","(Fach-)Abitur","weiblich","68.13","64.5","2198","54","59","75","85","115","67.54","68.72","30","180","65","67"
"2014","(noch) kein Abschluss","maennlich","80.83","77.5","458","64","69","89","98","139","79.31","82.35","45","170","75","80"
"2014","(noch) kein Abschluss","weiblich","69.26","64.5","527","52","57","78","96","112","67.85","70.67","35","180","64","67"
"2014","AkademikerIn","maennlich","84.38","82.5","3087","69","75","91","101","125","83.9","84.86","46","195","83","84"
"2014","AkademikerIn","weiblich","67.78","64.5","3078","53","58","75","85","114","67.32","68.24","41","135","65","66"
"2014","Hauptschule","maennlich","86.69","84.5","3990","69","75","95","107","136","86.19","87.19","39","225","84","85"
"2014","Hauptschule","weiblich","72.19","69.5","4127","55","61","80","91","125","71.7","72.68","35","170","70","70"
"2014","Realschule","maennlich","87.29","84.5","2733","70","77","95","109","140","86.7","87.88","48","200","84","85"
"2014","Realschule","weiblich","71.38","67.5","4031","55","60","79","92","120","70.9","71.86","35","160","68","70"
"2015","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2015","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2015","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2015","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2015","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2015","Realschule","maennlich","","","","","","","","","","","","","",""
"2015","Realschule","weiblich","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","maennlich","85.33","82.5","1527","68","75","93","105","140","84.52","86.14","50","188","83","85"
"2016","(Fach-)Abitur","weiblich","68.77","65.5","2083","53","59","76","87","115","68.13","69.41","30","185","65","67"
"2016","(noch) kein Abschluss","maennlich","79.78","75.5","351","63","69","89","96","130","77.97","81.59","50","160","75","80"
"2016","(noch) kein Abschluss","weiblich","70.36","68.5","446","52","58","78","93","120","68.74","71.98","40","230","63","69"
"2016","AkademikerIn","maennlich","84.68","82.5","2907","70","75","92","103","125","84.17","85.19","45","215","83","84"
"2016","AkademikerIn","weiblich","68.38","64.5","2922","53","60","75","85","115","67.9","68.86","39","172","65","66"
"2016","Hauptschule","maennlich","86.94","84.5","3408","68","75","95","110","140","86.38","87.5","38","200","84","85"
"2016","Hauptschule","weiblich","72.53","69.5","3432","55","62","80","90","120","71.97","73.09","39","170","70","71"
"2016","Realschule","maennlich","88.45","84.5","2387","70","78","96","110","140","87.8","89.1","48","200","85","86"
"2016","Realschule","weiblich","72.63","69.5","3517","55","61","80","92","130","72.09","73.17","36","193","70","70"
"2017","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2017","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2017","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2017","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2017","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2017","Realschule","maennlich","","","","","","","","","","","","","",""
"2017","Realschule","weiblich","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","maennlich","86.03","83.5","2013","67","75","94","110","140","85.32","86.74","48","179","82","84"
"2018","(Fach-)Abitur","weiblich","69.1","65.5","2454","53","59","77","90","118","68.5","69.7","30","190","65","67"
"2018","(noch) kein Abschluss","maennlich","80.23","76.5","1009","64","70","88","100","128","79.28","81.18","45","188","75","79"
"2018","(noch) kein Abschluss","weiblich","71.22","66.5","963","53","59","80","94","138","70.22","72.22","40","190","67","70"
"2018","AkademikerIn","maennlich","84.88","82.5","3526","70","75","92","104","130","84.41","85.35","47","187","83","84"
"2018","AkademikerIn","weiblich","68.62","65.5","3312","54","60","75","85","115","68.17","69.07","38","148","65","67"
"2018","Hauptschule","maennlich","87.47","84.5","3769","68","75","96","110","140","86.92","88.02","38","190","84","85"
"2018","Hauptschule","weiblich","72.98","69.5","3555","56","62","81","95","120","72.42","73.54","38","170","70","71"
"2018","Realschule","maennlich","89.21","86.5","2672","70","78","97","110","154","88.57","89.85","50","230","85","87"
"2018","Realschule","weiblich","73.04","69.5","3870","55","61","80","95","135","72.51","73.57","35","195","70","70"
"2019","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2019","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2019","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2019","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2019","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2019","Realschule","maennlich","","","","","","","","","","","","","",""
"2019","Realschule","weiblich","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","maennlich","86.64","84.5","1963","68","75","94","108","145","85.91","87.37","48","200","84","85"
"2020","(Fach-)Abitur","weiblich","70.76","67.5","2439","55","60","79","90","120","70.16","71.36","38","192","66","68"
"2020","(noch) kein Abschluss","maennlich","80.93","78.5","455","64","71","88","98","130","79.5","82.36","47","140","77","80"
"2020","(noch) kein Abschluss","weiblich","72","67.5","440","55","58","80","95","120","70.5","73.5","40","135","64","68"
"2020","AkademikerIn","maennlich","85.49","83.5","3691","70","75","93","105","128","85.03","85.95","41","201","83","84"
"2020","AkademikerIn","weiblich","69.35","66.5","3446","54","59","77","88","120","68.87","69.83","39","180","65","67"
"2020","Hauptschule","maennlich","87.93","84.5","3013","68","76","97","110","140","87.29","88.57","37","202","85","86"
"2020","Hauptschule","weiblich","73.76","69.5","2836","55","62","82","95","129","73.11","74.41","39","177","70","72"
"2020","Realschule","maennlich","89.8","86.5","2558","70","78","98","110","154","89.13","90.47","45","230","85","87"
"2020","Realschule","weiblich","73.66","69.5","3555","55","61","82","98","130","73.09","74.23","36","185","70","72"
