"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2006","66 und Ã¤lter","weiblich","","","","",""
"2007","16-34 Jahre alt","maennlich","","","","",""
"2007","16-34 Jahre alt","weiblich","","","","",""
"2007","35-65 Jahre alt","maennlich","6.52","7","3521","6.45","6.59"
"2007","35-65 Jahre alt","weiblich","6.52","7","5432","6.47","6.57"
"2007","66 und Ã¤lter","maennlich","","","","",""
"2007","66 und Ã¤lter","weiblich","","","","",""
"2008","16-34 Jahre alt","maennlich","","","","",""
"2008","16-34 Jahre alt","weiblich","","","","",""
"2008","35-65 Jahre alt","maennlich","6.61","7","3402","6.55","6.67"
"2008","35-65 Jahre alt","weiblich","6.56","7","5008","6.51","6.61"
"2008","66 und Ã¤lter","maennlich","","","","",""
"2008","66 und Ã¤lter","weiblich","","","","",""
"2009","16-34 Jahre alt","maennlich","","","","",""
"2009","16-34 Jahre alt","weiblich","","","","",""
"2009","35-65 Jahre alt","maennlich","6.63","7","3235","6.56","6.7"
"2009","35-65 Jahre alt","weiblich","6.6","7","4718","6.55","6.65"
"2009","66 und Ã¤lter","maennlich","","","","",""
"2009","66 und Ã¤lter","weiblich","","","","",""
"2010","16-34 Jahre alt","maennlich","","","","",""
"2010","16-34 Jahre alt","weiblich","6.92","7","3374","6.86","6.98"
"2010","35-65 Jahre alt","maennlich","6.72","7","4499","6.66","6.78"
"2010","35-65 Jahre alt","weiblich","6.58","7","6596","6.53","6.63"
"2010","66 und Ã¤lter","maennlich","","","","",""
"2010","66 und Ã¤lter","weiblich","","","","",""
"2011","16-34 Jahre alt","maennlich","","","","",""
"2011","16-34 Jahre alt","weiblich","7","7","3232","6.93","7.07"
"2011","35-65 Jahre alt","maennlich","6.79","7","5071","6.74","6.84"
"2011","35-65 Jahre alt","weiblich","6.64","7","7643","6.6","6.68"
"2011","66 und Ã¤lter","maennlich","","","","",""
"2011","66 und Ã¤lter","weiblich","","","","",""
"2012","16-34 Jahre alt","maennlich","","","","",""
"2012","16-34 Jahre alt","weiblich","6.95","7","3002","6.88","7.02"
"2012","35-65 Jahre alt","maennlich","6.9","7","5297","6.85","6.95"
"2012","35-65 Jahre alt","weiblich","6.7","7","7900","6.66","6.74"
"2012","66 und Ã¤lter","maennlich","","","","",""
"2012","66 und Ã¤lter","weiblich","","","","",""
"2013","16-34 Jahre alt","maennlich","","","","",""
"2013","16-34 Jahre alt","weiblich","","","","",""
"2013","35-65 Jahre alt","maennlich","6.94","7","5173","6.89","6.99"
"2013","35-65 Jahre alt","weiblich","6.66","7","7669","6.62","6.7"
"2013","66 und Ã¤lter","maennlich","","","","",""
"2013","66 und Ã¤lter","weiblich","","","","",""
"2014","16-34 Jahre alt","maennlich","","","","",""
"2014","16-34 Jahre alt","weiblich","6.95","7","3142","6.88","7.02"
"2014","35-65 Jahre alt","maennlich","6.83","7","5407","6.78","6.88"
"2014","35-65 Jahre alt","weiblich","6.69","7","7923","6.65","6.73"
"2014","66 und Ã¤lter","maennlich","","","","",""
"2014","66 und Ã¤lter","weiblich","","","","",""
"2015","16-34 Jahre alt","maennlich","","","","",""
"2015","16-34 Jahre alt","weiblich","","","","",""
"2015","35-65 Jahre alt","maennlich","6.96","7","4981","6.91","7.01"
"2015","35-65 Jahre alt","weiblich","6.71","7","7384","6.67","6.75"
"2015","66 und Ã¤lter","maennlich","","","","",""
"2015","66 und Ã¤lter","weiblich","","","","",""
"2016","16-34 Jahre alt","maennlich","","","","",""
"2016","16-34 Jahre alt","weiblich","","","","",""
"2016","35-65 Jahre alt","maennlich","6.98","7","4919","6.93","7.03"
"2016","35-65 Jahre alt","weiblich","6.72","7","7153","6.68","6.76"
"2016","66 und Ã¤lter","maennlich","","","","",""
"2016","66 und Ã¤lter","weiblich","","","","",""
"2017","16-34 Jahre alt","maennlich","","","","",""
"2017","16-34 Jahre alt","weiblich","","","","",""
"2017","35-65 Jahre alt","maennlich","7","7","5699","6.95","7.05"
"2017","35-65 Jahre alt","weiblich","6.65","7","7992","6.61","6.69"
"2017","66 und Ã¤lter","maennlich","","","","",""
"2017","66 und Ã¤lter","weiblich","","","","",""
"2018","16-34 Jahre alt","maennlich","","","","",""
"2018","16-34 Jahre alt","weiblich","","","","",""
"2018","35-65 Jahre alt","maennlich","6.9","7","5458","6.85","6.95"
"2018","35-65 Jahre alt","weiblich","6.63","7","7626","6.59","6.67"
"2018","66 und Ã¤lter","maennlich","","","","",""
"2018","66 und Ã¤lter","weiblich","","","","",""
"2019","16-34 Jahre alt","maennlich","","","","",""
"2019","16-34 Jahre alt","weiblich","","","","",""
"2019","35-65 Jahre alt","maennlich","7.04","7","5951","6.99","7.09"
"2019","35-65 Jahre alt","weiblich","6.67","7","7509","6.63","6.71"
"2019","66 und Ã¤lter","maennlich","","","","",""
"2019","66 und Ã¤lter","weiblich","","","","",""
