"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1986","(Fach-)Abitur","kein Migrationshintergrund ","6.4","6","289","6.14","6.66"
"1986","(noch) kein Abschluss","direkter Migrationshintergrund","6.65","7","557","6.46","6.84"
"1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1986","(noch) kein Abschluss","kein Migrationshintergrund ","6.21","6","73","5.66","6.76"
"1986","AkademikerInnen","direkter Migrationshintergrund","5.95","6.25","62","5.4","6.5"
"1986","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1986","AkademikerInnen","kein Migrationshintergrund ","6.49","7","308","6.23","6.75"
"1986","Hauptschulabschluss","direkter Migrationshintergrund","7.13","8","842","6.98","7.28"
"1986","Hauptschulabschluss","indirekter Migrationshintergrund","6.66","6","49","6.01","7.31"
"1986","Hauptschulabschluss","kein Migrationshintergrund ","7.05","7","2898","6.97","7.13"
"1986","Realschulabschluss","direkter Migrationshintergrund","6.79","7","102","6.33","7.25"
"1986","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1986","Realschulabschluss","kein Migrationshintergrund ","6.76","7","965","6.62","6.9"
"1987","(Fach-)Abitur","direkter Migrationshintergrund","6.57","7","137","6.24","6.9"
"1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1987","(Fach-)Abitur","kein Migrationshintergrund ","6.59","7","267","6.34","6.84"
"1987","(noch) kein Abschluss","direkter Migrationshintergrund","6.83","7","531","6.65","7.01"
"1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1987","(noch) kein Abschluss","kein Migrationshintergrund ","6.63","7","87","6.18","7.08"
"1987","AkademikerInnen","direkter Migrationshintergrund","6.05","6","48","5.27","6.83"
"1987","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1987","AkademikerInnen","kein Migrationshintergrund ","6.51","7","321","6.26","6.76"
"1987","Hauptschulabschluss","direkter Migrationshintergrund","7.03","7","863","6.89","7.17"
"1987","Hauptschulabschluss","indirekter Migrationshintergrund","6.82","7","58","6.25","7.39"
"1987","Hauptschulabschluss","kein Migrationshintergrund ","7.08","7","2867","7","7.16"
"1987","Realschulabschluss","direkter Migrationshintergrund","7.1","7","96","6.68","7.52"
"1987","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1987","Realschulabschluss","kein Migrationshintergrund ","6.96","7","960","6.83","7.09"
"1988","(Fach-)Abitur","direkter Migrationshintergrund","6.51","7","129","6.16","6.86"
"1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1988","(Fach-)Abitur","kein Migrationshintergrund ","6.4","7","259","6.12","6.68"
"1988","(noch) kein Abschluss","direkter Migrationshintergrund","6.82","7","489","6.63","7.01"
"1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1988","(noch) kein Abschluss","kein Migrationshintergrund ","6.03","6","61","5.46","6.6"
"1988","AkademikerInnen","direkter Migrationshintergrund","6.43","7","43","5.73","7.13"
"1988","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1988","AkademikerInnen","kein Migrationshintergrund ","6.38","6","298","6.12","6.64"
"1988","Hauptschulabschluss","direkter Migrationshintergrund","6.83","7","853","6.69","6.97"
"1988","Hauptschulabschluss","indirekter Migrationshintergrund","6.21","6","68","5.75","6.67"
"1988","Hauptschulabschluss","kein Migrationshintergrund ","6.93","7","2709","6.85","7.01"
"1988","Realschulabschluss","direkter Migrationshintergrund","6.85","7","98","6.42","7.28"
"1988","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1988","Realschulabschluss","kein Migrationshintergrund ","6.73","7","945","6.59","6.87"
"1989","(Fach-)Abitur","direkter Migrationshintergrund","6.63","6","129","6.22","7.04"
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1989","(Fach-)Abitur","kein Migrationshintergrund ","6.31","7","259","6.04","6.58"
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","6.74","7","463","6.55","6.93"
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1989","(noch) kein Abschluss","kein Migrationshintergrund ","6.57","6","68","6.03","7.11"
"1989","AkademikerInnen","direkter Migrationshintergrund","6.17","6","51","5.56","6.78"
"1989","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1989","AkademikerInnen","kein Migrationshintergrund ","6.29","7","311","6.04","6.54"
"1989","Hauptschulabschluss","direkter Migrationshintergrund","6.67","7","841","6.53","6.81"
"1989","Hauptschulabschluss","indirekter Migrationshintergrund","6.19","6","71","5.73","6.65"
"1989","Hauptschulabschluss","kein Migrationshintergrund ","6.82","7","2668","6.74","6.9"
"1989","Realschulabschluss","direkter Migrationshintergrund","6.62","7","94","6.21","7.03"
"1989","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1989","Realschulabschluss","kein Migrationshintergrund ","6.78","7","946","6.64","6.92"
"1990","(Fach-)Abitur","direkter Migrationshintergrund","6.52","7","130","6.1","6.94"
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund ","6.24","7","288","5.98","6.5"
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","6.72","7","467","6.53","6.91"
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund ","6.7","7","54","6.09","7.31"
"1990","AkademikerInnen","direkter Migrationshintergrund","6.07","6","55","5.53","6.61"
"1990","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1990","AkademikerInnen","kein Migrationshintergrund ","6.48","7","325","6.24","6.72"
"1990","Hauptschulabschluss","direkter Migrationshintergrund","6.69","7","907","6.55","6.83"
"1990","Hauptschulabschluss","indirekter Migrationshintergrund","6.65","6","95","6.24","7.06"
"1990","Hauptschulabschluss","kein Migrationshintergrund ","6.77","7","2772","6.69","6.85"
"1990","Realschulabschluss","direkter Migrationshintergrund","6.67","7","99","6.28","7.06"
"1990","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1990","Realschulabschluss","kein Migrationshintergrund ","6.73","7","1003","6.6","6.86"
"1991","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1991","(noch) kein Abschluss","kein Migrationshintergrund ","","","","",""
"1991","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1991","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1991","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1991","Hauptschulabschluss","direkter Migrationshintergrund","","","","",""
"1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1991","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1991","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"1991","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1991","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1992","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","kein Migrationshintergrund ","","","","",""
"1992","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1992","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1992","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1992","Hauptschulabschluss","direkter Migrationshintergrund","","","","",""
"1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1992","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1992","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"1992","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1992","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1993","(Fach-)Abitur","direkter Migrationshintergrund","6.81","7","149","6.42","7.2"
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","6.75","7","32","5.91","7.59"
"1993","(Fach-)Abitur","kein Migrationshintergrund ","6.31","7","346","6.08","6.54"
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","6.75","7","436","6.56","6.94"
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","6.06","5","39","5.24","6.88"
"1993","(noch) kein Abschluss","kein Migrationshintergrund ","6.09","6","86","5.57","6.61"
"1993","AkademikerInnen","direkter Migrationshintergrund","6.14","6","80","5.65","6.63"
"1993","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1993","AkademikerInnen","kein Migrationshintergrund ","6.2","6","788","6.05","6.35"
"1993","Hauptschulabschluss","direkter Migrationshintergrund","6.46","7","934","6.32","6.6"
"1993","Hauptschulabschluss","indirekter Migrationshintergrund","6.88","7","130","6.48","7.28"
"1993","Hauptschulabschluss","kein Migrationshintergrund ","6.54","7","3410","6.47","6.61"
"1993","Realschulabschluss","direkter Migrationshintergrund","6.47","6","108","6.04","6.9"
"1993","Realschulabschluss","indirekter Migrationshintergrund","6.34","7","71","5.8","6.88"
"1993","Realschulabschluss","kein Migrationshintergrund ","6.5","7","1840","6.41","6.59"
"1994","(Fach-)Abitur","direkter Migrationshintergrund","6.27","6","134","5.93","6.61"
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","6.59","5.74","32","5.77","7.41"
"1994","(Fach-)Abitur","kein Migrationshintergrund ","6.36","7","384","6.15","6.57"
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","6.92","7","402","6.72","7.12"
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","5.72","5","40","4.9","6.54"
"1994","(noch) kein Abschluss","kein Migrationshintergrund ","6.38","6","99","5.95","6.81"
"1994","AkademikerInnen","direkter Migrationshintergrund","6.18","6","82","5.72","6.64"
"1994","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1994","AkademikerInnen","kein Migrationshintergrund ","6.16","6","873","6.02","6.3"
"1994","Hauptschulabschluss","direkter Migrationshintergrund","6.36","6","861","6.21","6.51"
"1994","Hauptschulabschluss","indirekter Migrationshintergrund","6.21","6","127","5.84","6.58"
"1994","Hauptschulabschluss","kein Migrationshintergrund ","6.53","7","3347","6.46","6.6"
"1994","Realschulabschluss","direkter Migrationshintergrund","6.47","7","106","6.06","6.88"
"1994","Realschulabschluss","indirekter Migrationshintergrund","5.39","5","75","4.87","5.91"
"1994","Realschulabschluss","kein Migrationshintergrund ","6.59","7","1863","6.5","6.68"
"1995","(Fach-)Abitur","direkter Migrationshintergrund","6.77","7","247","6.49","7.05"
"1995","(Fach-)Abitur","indirekter Migrationshintergrund","6.77","7","37","6.03","7.51"
"1995","(Fach-)Abitur","kein Migrationshintergrund ","6.35","7","396","6.15","6.55"
"1995","(noch) kein Abschluss","direkter Migrationshintergrund","6.65","7","401","6.46","6.84"
"1995","(noch) kein Abschluss","indirekter Migrationshintergrund","5.41","5","36","4.59","6.23"
"1995","(noch) kein Abschluss","kein Migrationshintergrund ","5.88","6","96","5.41","6.35"
"1995","AkademikerInnen","direkter Migrationshintergrund","6.54","7","137","6.13","6.95"
"1995","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1995","AkademikerInnen","kein Migrationshintergrund ","6.27","6","902","6.14","6.4"
"1995","Hauptschulabschluss","direkter Migrationshintergrund","6.66","7","1000","6.52","6.8"
"1995","Hauptschulabschluss","indirekter Migrationshintergrund","6.79","7","123","6.42","7.16"
"1995","Hauptschulabschluss","kein Migrationshintergrund ","6.55","7","3332","6.48","6.62"
"1995","Realschulabschluss","direkter Migrationshintergrund","6.77","7","126","6.39","7.15"
"1995","Realschulabschluss","indirekter Migrationshintergrund","6.34","6","69","5.8","6.88"
"1995","Realschulabschluss","kein Migrationshintergrund ","6.36","7","1980","6.27","6.45"
"1996","(Fach-)Abitur","direkter Migrationshintergrund","6.61","7","222","6.33","6.89"
"1996","(Fach-)Abitur","indirekter Migrationshintergrund","6.89","8","41","6.11","7.67"
"1996","(Fach-)Abitur","kein Migrationshintergrund ","6.35","7","421","6.16","6.54"
"1996","(noch) kein Abschluss","direkter Migrationshintergrund","6.49","7","370","6.28","6.7"
"1996","(noch) kein Abschluss","indirekter Migrationshintergrund","6.37","6.34","37","5.62","7.12"
"1996","(noch) kein Abschluss","kein Migrationshintergrund ","6.06","6","123","5.68","6.44"
"1996","AkademikerInnen","direkter Migrationshintergrund","6.14","6","126","5.75","6.53"
"1996","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1996","AkademikerInnen","kein Migrationshintergrund ","6.26","6","886","6.12","6.4"
"1996","Hauptschulabschluss","direkter Migrationshintergrund","6.72","7","951","6.58","6.86"
"1996","Hauptschulabschluss","indirekter Migrationshintergrund","6.61","7","130","6.26","6.96"
"1996","Hauptschulabschluss","kein Migrationshintergrund ","6.54","7","3251","6.47","6.61"
"1996","Realschulabschluss","direkter Migrationshintergrund","6.76","7","120","6.4","7.12"
"1996","Realschulabschluss","indirekter Migrationshintergrund","6.08","6","89","5.61","6.55"
"1996","Realschulabschluss","kein Migrationshintergrund ","6.44","7","1981","6.35","6.53"
"1997","(Fach-)Abitur","direkter Migrationshintergrund","6.74","7","200","6.44","7.04"
"1997","(Fach-)Abitur","indirekter Migrationshintergrund","6.1","6.59","43","5.38","6.82"
"1997","(Fach-)Abitur","kein Migrationshintergrund ","6.28","6","418","6.08","6.48"
"1997","(noch) kein Abschluss","direkter Migrationshintergrund","6.63","7","357","6.41","6.85"
"1997","(noch) kein Abschluss","indirekter Migrationshintergrund","5.94","5.62","41","5.18","6.7"
"1997","(noch) kein Abschluss","kein Migrationshintergrund ","6.27","6","133","5.92","6.62"
"1997","AkademikerInnen","direkter Migrationshintergrund","6.22","6","134","5.85","6.59"
"1997","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1997","AkademikerInnen","kein Migrationshintergrund ","6.34","7","934","6.22","6.46"
"1997","Hauptschulabschluss","direkter Migrationshintergrund","6.51","7","922","6.37","6.65"
"1997","Hauptschulabschluss","indirekter Migrationshintergrund","6.67","7","130","6.28","7.06"
"1997","Hauptschulabschluss","kein Migrationshintergrund ","6.53","7","3152","6.46","6.6"
"1997","Realschulabschluss","direkter Migrationshintergrund","6.52","7","122","6.14","6.9"
"1997","Realschulabschluss","indirekter Migrationshintergrund","6.51","6","85","6.08","6.94"
"1997","Realschulabschluss","kein Migrationshintergrund ","6.41","7","1998","6.32","6.5"
"1998","(Fach-)Abitur","direkter Migrationshintergrund","6.22","6","198","5.9","6.54"
"1998","(Fach-)Abitur","indirekter Migrationshintergrund","6.62","7","53","6.03","7.21"
"1998","(Fach-)Abitur","kein Migrationshintergrund ","6.53","7","508","6.36","6.7"
"1998","(noch) kein Abschluss","direkter Migrationshintergrund","6.51","7","311","6.28","6.74"
"1998","(noch) kein Abschluss","indirekter Migrationshintergrund","5.87","6","33","5.03","6.71"
"1998","(noch) kein Abschluss","kein Migrationshintergrund ","6.12","6","141","5.73","6.51"
"1998","AkademikerInnen","direkter Migrationshintergrund","6.7","7","132","6.35","7.05"
"1998","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1998","AkademikerInnen","kein Migrationshintergrund ","6.45","7","1063","6.33","6.57"
"1998","Hauptschulabschluss","direkter Migrationshintergrund","6.57","7","847","6.42","6.72"
"1998","Hauptschulabschluss","indirekter Migrationshintergrund","6.66","7","142","6.3","7.02"
"1998","Hauptschulabschluss","kein Migrationshintergrund ","6.54","7","3545","6.47","6.61"
"1998","Realschulabschluss","direkter Migrationshintergrund","6.41","7","111","6.01","6.81"
"1998","Realschulabschluss","indirekter Migrationshintergrund","6.39","6","104","5.98","6.8"
"1998","Realschulabschluss","kein Migrationshintergrund ","6.62","7","2259","6.54","6.7"
"1999","(Fach-)Abitur","direkter Migrationshintergrund","6.19","6","192","5.88","6.5"
"1999","(Fach-)Abitur","indirekter Migrationshintergrund","6.88","6.66","56","6.3","7.46"
"1999","(Fach-)Abitur","kein Migrationshintergrund ","6.41","7","541","6.24","6.58"
"1999","(noch) kein Abschluss","direkter Migrationshintergrund","6.46","7","300","6.23","6.69"
"1999","(noch) kein Abschluss","indirekter Migrationshintergrund","6.43","7","36","5.63","7.23"
"1999","(noch) kein Abschluss","kein Migrationshintergrund ","5.82","5.71","143","5.45","6.19"
"1999","AkademikerInnen","direkter Migrationshintergrund","6.48","6","131","6.11","6.85"
"1999","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1999","AkademikerInnen","kein Migrationshintergrund ","6.19","6","1079","6.07","6.31"
"1999","Hauptschulabschluss","direkter Migrationshintergrund","6.6","7","815","6.46","6.74"
"1999","Hauptschulabschluss","indirekter Migrationshintergrund","6.67","7","153","6.34","7"
"1999","Hauptschulabschluss","kein Migrationshintergrund ","6.54","7","3501","6.47","6.61"
"1999","Realschulabschluss","direkter Migrationshintergrund","6.57","6","110","6.15","6.99"
"1999","Realschulabschluss","indirekter Migrationshintergrund","5.91","6","97","5.46","6.36"
"1999","Realschulabschluss","kein Migrationshintergrund ","6.68","7","2302","6.6","6.76"
"2000","(Fach-)Abitur","direkter Migrationshintergrund","6.67","7","388","6.46","6.88"
"2000","(Fach-)Abitur","indirekter Migrationshintergrund","6.53","7","90","6.11","6.95"
"2000","(Fach-)Abitur","kein Migrationshintergrund ","6.5","7","1158","6.38","6.62"
"2000","(noch) kein Abschluss","direkter Migrationshintergrund","6.52","7","279","6.28","6.76"
"2000","(noch) kein Abschluss","indirekter Migrationshintergrund","7.01","7","35","6.16","7.86"
"2000","(noch) kein Abschluss","kein Migrationshintergrund ","6.14","6","232","5.82","6.46"
"2000","AkademikerInnen","direkter Migrationshintergrund","6.71","7","298","6.46","6.96"
"2000","AkademikerInnen","indirekter Migrationshintergrund","7.18","7.87","41","6.46","7.9"
"2000","AkademikerInnen","kein Migrationshintergrund ","6.37","7","2137","6.28","6.46"
"2000","Hauptschulabschluss","direkter Migrationshintergrund","6.71","7","1275","6.59","6.83"
"2000","Hauptschulabschluss","indirekter Migrationshintergrund","6.8","7","221","6.51","7.09"
"2000","Hauptschulabschluss","kein Migrationshintergrund ","6.67","7","6511","6.62","6.72"
"2000","Realschulabschluss","direkter Migrationshintergrund","6.69","7","205","6.4","6.98"
"2000","Realschulabschluss","indirekter Migrationshintergrund","6.65","7","171","6.3","7"
"2000","Realschulabschluss","kein Migrationshintergrund ","6.6","7","4309","6.54","6.66"
"2001","(Fach-)Abitur","direkter Migrationshintergrund","6.51","7","374","6.29","6.73"
"2001","(Fach-)Abitur","indirekter Migrationshintergrund","6.29","7","84","5.82","6.76"
"2001","(Fach-)Abitur","kein Migrationshintergrund ","6.42","6.39","1129","6.3","6.54"
"2001","(noch) kein Abschluss","direkter Migrationshintergrund","6.42","6","207","6.1","6.74"
"2001","(noch) kein Abschluss","indirekter Migrationshintergrund","6.18","6","47","5.49","6.87"
"2001","(noch) kein Abschluss","kein Migrationshintergrund ","6.15","6","269","5.87","6.43"
"2001","AkademikerInnen","direkter Migrationshintergrund","6.66","7","286","6.43","6.89"
"2001","AkademikerInnen","indirekter Migrationshintergrund","6.89","7","44","6.3","7.48"
"2001","AkademikerInnen","kein Migrationshintergrund ","6.5","7","2030","6.41","6.59"
"2001","Hauptschulabschluss","direkter Migrationshintergrund","6.56","7","1153","6.44","6.68"
"2001","Hauptschulabschluss","indirekter Migrationshintergrund","6.74","7","203","6.41","7.07"
"2001","Hauptschulabschluss","kein Migrationshintergrund ","6.7","7","5788","6.65","6.75"
"2001","Realschulabschluss","direkter Migrationshintergrund","6.86","7","181","6.56","7.16"
"2001","Realschulabschluss","indirekter Migrationshintergrund","6.57","7","135","6.18","6.96"
"2001","Realschulabschluss","kein Migrationshintergrund ","6.72","7","4072","6.66","6.78"
"2002","(Fach-)Abitur","direkter Migrationshintergrund","6.48","7","351","6.27","6.69"
"2002","(Fach-)Abitur","indirekter Migrationshintergrund","6.03","6","89","5.55","6.51"
"2002","(Fach-)Abitur","kein Migrationshintergrund ","6.53","7","1280","6.42","6.64"
"2002","(noch) kein Abschluss","direkter Migrationshintergrund","6.64","7","179","6.3","6.98"
"2002","(noch) kein Abschluss","indirekter Migrationshintergrund","5.56","6","50","4.82","6.3"
"2002","(noch) kein Abschluss","kein Migrationshintergrund ","6.11","6","262","5.84","6.38"
"2002","AkademikerInnen","direkter Migrationshintergrund","6.08","6","293","5.85","6.31"
"2002","AkademikerInnen","indirekter Migrationshintergrund","6.72","6.15","47","6.17","7.27"
"2002","AkademikerInnen","kein Migrationshintergrund ","6.5","7","2575","6.42","6.58"
"2002","Hauptschulabschluss","direkter Migrationshintergrund","6.54","7","1068","6.42","6.66"
"2002","Hauptschulabschluss","indirekter Migrationshintergrund","7.03","7","182","6.72","7.34"
"2002","Hauptschulabschluss","kein Migrationshintergrund ","6.56","7","5579","6.5","6.62"
"2002","Realschulabschluss","direkter Migrationshintergrund","6.63","7","175","6.28","6.98"
"2002","Realschulabschluss","indirekter Migrationshintergrund","6.34","6.77","156","6","6.68"
"2002","Realschulabschluss","kein Migrationshintergrund ","6.56","7","4230","6.5","6.62"
"2003","(Fach-)Abitur","direkter Migrationshintergrund","6.43","7","333","6.22","6.64"
"2003","(Fach-)Abitur","indirekter Migrationshintergrund","6.73","7","100","6.33","7.13"
"2003","(Fach-)Abitur","kein Migrationshintergrund ","6.58","7","1304","6.48","6.68"
"2003","(noch) kein Abschluss","direkter Migrationshintergrund","6.36","7","173","6.03","6.69"
"2003","(noch) kein Abschluss","indirekter Migrationshintergrund","5.99","6","52","5.33","6.65"
"2003","(noch) kein Abschluss","kein Migrationshintergrund ","6.24","6","307","5.98","6.5"
"2003","AkademikerInnen","direkter Migrationshintergrund","6.29","6.55","297","6.06","6.52"
"2003","AkademikerInnen","indirekter Migrationshintergrund","6.64","6.92","46","6.12","7.16"
"2003","AkademikerInnen","kein Migrationshintergrund ","6.45","7","2554","6.37","6.53"
"2003","Hauptschulabschluss","direkter Migrationshintergrund","6.75","7","1049","6.63","6.87"
"2003","Hauptschulabschluss","indirekter Migrationshintergrund","6.71","7","189","6.4","7.02"
"2003","Hauptschulabschluss","kein Migrationshintergrund ","6.6","7","5396","6.55","6.65"
"2003","Realschulabschluss","direkter Migrationshintergrund","6.56","7","164","6.26","6.86"
"2003","Realschulabschluss","indirekter Migrationshintergrund","6.45","7","159","6.09","6.81"
"2003","Realschulabschluss","kein Migrationshintergrund ","6.54","7","4211","6.48","6.6"
"2004","(Fach-)Abitur","direkter Migrationshintergrund","6.55","7","325","6.32","6.78"
"2004","(Fach-)Abitur","indirekter Migrationshintergrund","6.43","7","98","6.01","6.85"
"2004","(Fach-)Abitur","kein Migrationshintergrund ","6.57","7","1310","6.46","6.68"
"2004","(noch) kein Abschluss","direkter Migrationshintergrund","6.39","7","179","6.05","6.73"
"2004","(noch) kein Abschluss","indirekter Migrationshintergrund","6.24","6","54","5.61","6.87"
"2004","(noch) kein Abschluss","kein Migrationshintergrund ","6.24","6","296","5.97","6.51"
"2004","AkademikerInnen","direkter Migrationshintergrund","6.21","7","274","5.97","6.45"
"2004","AkademikerInnen","indirekter Migrationshintergrund","6.34","6","46","5.77","6.91"
"2004","AkademikerInnen","kein Migrationshintergrund ","6.39","7","2562","6.31","6.47"
"2004","Hauptschulabschluss","direkter Migrationshintergrund","6.75","7","1027","6.63","6.87"
"2004","Hauptschulabschluss","indirekter Migrationshintergrund","6.62","7","194","6.3","6.94"
"2004","Hauptschulabschluss","kein Migrationshintergrund ","6.58","7","5194","6.53","6.63"
"2004","Realschulabschluss","direkter Migrationshintergrund","6.67","7","167","6.37","6.97"
"2004","Realschulabschluss","indirekter Migrationshintergrund","6.33","7","165","6","6.66"
"2004","Realschulabschluss","kein Migrationshintergrund ","6.52","7","4130","6.46","6.58"
"2005","(Fach-)Abitur","direkter Migrationshintergrund","6.48","7","305","6.24","6.72"
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","6.18","6","98","5.73","6.63"
"2005","(Fach-)Abitur","kein Migrationshintergrund ","6.45","7","1305","6.34","6.56"
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","6.41","7","169","6.07","6.75"
"2005","(noch) kein Abschluss","indirekter Migrationshintergrund","7.16","8","56","6.56","7.76"
"2005","(noch) kein Abschluss","kein Migrationshintergrund ","6.44","7","322","6.18","6.7"
"2005","AkademikerInnen","direkter Migrationshintergrund","6.67","7","263","6.41","6.93"
"2005","AkademikerInnen","indirekter Migrationshintergrund","6.61","7","54","6.09","7.13"
"2005","AkademikerInnen","kein Migrationshintergrund ","6.52","7","2535","6.44","6.6"
"2005","Hauptschulabschluss","direkter Migrationshintergrund","6.47","7","919","6.33","6.61"
