year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2013,Primary Level,,,,,,,,,,,,
2013,Lower Secondary Level,,,,,,,,,,,,
2013,Upper Secondary Level,,,,,,,,,,,,
2013,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2013,First Stage of Tertiary Education,,,,,,,,,,,,
2013,Second Stage of Tertiary Education,,,,,,,,,,,,
2014,Pre-primary Level,864,67.83003,66.84638,68.81368,57.00000,65.00000,75.00000,40.0,102.00000,65.0,64.00000,67.02500
2014,Primary Level,496,78.03035,76.44320,79.61750,65.00000,75.00000,89.00000,38.0,125.00000,75.0,73.00000,78.00000
2014,Lower Secondary Level,3174,76.50682,75.91472,77.09892,65.00000,75.00000,85.00000,35.00000,115.00000,75.0,74.00000,75.00000
2014,Upper Secondary Level,12380,78.49317,78.18545,78.80088,65.00000,77.00000,89.00000,30.0,125.00000,77.0,76.00000,78.00000
2014,Post-secondary Non-tertiary Level,2013,77.11399,76.34623,77.88176,65.00000,75.00000,87.00000,40.0,120.00000,75.0,73.00000,76.00000
2014,First Stage of Tertiary Education,1573,82.48310,81.62537,83.34084,70.00000,81.00000,92.00000,37.00000,125.00000,81.0,80.00000,83.00000
2014,Second Stage of Tertiary Education,6165,76.62746,76.23087,77.02405,65.00000,75.00000,86.00000,41.0,117.50000,75.0,75.00000,76.00000
2015,Pre-primary Level,,,,,,,,,,,,
2015,Primary Level,,,,,,,,,,,,
2015,Lower Secondary Level,,,,,,,,,,,,
2015,Upper Secondary Level,,,,,,,,,,,,
2015,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2015,First Stage of Tertiary Education,,,,,,,,,,,,
2015,Second Stage of Tertiary Education,,,,,,,,,,,,
2016,Pre-primary Level,691,66.79751,65.79038,67.80464,57.00000,64.00000,73.00000,42.0,97.00000,64.0,62.00000,65.00000
2016,Primary Level,390,79.62516,77.67376,81.57657,67.00000,76.25623,90.00000,40.0,124.50000,76.0,74.00000,80.00000
2016,Lower Secondary Level,2640,76.65018,75.98624,77.31413,65.00000,75.00000,86.00000,33.50000,117.50000,75.0,73.00000,75.00000
2016,Upper Secondary Level,10786,79.33503,78.99675,79.67331,66.00000,78.00000,90.00000,30.00000,126.00000,78.0,77.00000,79.00000
2016,Post-secondary Non-tertiary Level,1980,77.50532,76.72275,78.28789,65.00000,75.00000,87.00000,40.0,120.00000,75.0,74.00000,77.00000
2016,First Stage of Tertiary Education,1382,82.96807,82.01570,83.92045,70.00000,82.00000,92.00000,37.00000,125.00000,82.0,80.00000,83.00000
2016,Second Stage of Tertiary Education,5829,76.87497,76.46669,77.28326,65.00000,75.00000,86.00000,39.0,117.50000,75.0,75.00000,76.00000
2017,Pre-primary Level,,,,,,,,,,,,
2017,Primary Level,,,,,,,,,,,,
2017,Lower Secondary Level,,,,,,,,,,,,
2017,Upper Secondary Level,,,,,,,,,,,,
2017,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2017,First Stage of Tertiary Education,,,,,,,,,,,,
2017,Second Stage of Tertiary Education,,,,,,,,,,,,
2018,Pre-primary Level,668,66.79185,65.86188,67.72183,57.00000,65.00000,74.00000,35.0,99.50000,65.0,63.00000,67.00000
2018,Primary Level,1605,77.69433,76.76467,78.62400,64.00000,75.00000,88.00000,40.0,124.00000,75.0,73.00000,77.00000
2018,Lower Secondary Level,3389,77.15167,76.54293,77.76040,65.00000,75.00000,87.00000,35.0,120.00000,75.0,73.00000,76.00000
2018,Upper Secondary Level,11856,79.85490,79.52403,80.18578,66.00000,78.00000,90.00000,30.00000,126.00000,78.0,78.00000,79.00000
2018,Post-secondary Non-tertiary Level,2154,78.36229,77.59099,79.13359,65.00000,76.00000,89.00000,40.0,125.00000,76.0,75.00000,78.00000
2018,First Stage of Tertiary Education,1424,83.25585,82.29044,84.22125,70.00000,81.00000,94.00000,36.0,130.00000,81.0,80.00000,83.00000
2018,Second Stage of Tertiary Education,6837,77.33014,76.94970,77.71058,65.00000,76.00000,86.00000,38.0,117.50000,76.0,75.00000,77.00000
2019,Pre-primary Level,,,,,,,,,,,,
2019,Primary Level,,,,,,,,,,,,
2019,Lower Secondary Level,,,,,,,,,,,,
2019,Upper Secondary Level,,,,,,,,,,,,
2019,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2019,First Stage of Tertiary Education,,,,,,,,,,,,
2019,Second Stage of Tertiary Education,,,,,,,,,,,,
2020,Pre-primary Level,673,68.84536,67.83985,69.85087,60.00000,65.00000,76.00000,39.0,100.00000,65.0,65.00000,70.00000
2020,Primary Level,514,79.21399,77.39248,81.03550,64.00000,76.88722,89.00000,37.0,126.50000,77.0,74.00000,80.00000
2020,Lower Secondary Level,2530,78.59174,77.82933,79.35415,65.00000,76.00000,90.00000,37.0,127.50000,76.0,75.00000,78.00000
2020,Upper Secondary Level,10552,80.23294,79.87872,80.58715,67.00000,79.00000,90.00000,37.0,124.50000,79.0,78.00000,80.00000
2020,Post-secondary Non-tertiary Level,2234,78.83825,78.07855,79.59794,66.00000,76.00000,90.00000,40.0,126.00000,76.0,75.00000,78.00000
2020,First Stage of Tertiary Education,1440,84.14263,83.18501,85.10025,70.05571,83.00000,95.00000,36.0,132.41643,83.0,81.00000,85.00000
2020,Second Stage of Tertiary Education,7105,78.01418,77.62883,78.39952,66.00000,76.00000,88.00000,39.0,121.00000,76.0,75.00000,78.00000
2021,Pre-primary Level,,,,,,,,,,,,
2021,Primary Level,,,,,,,,,,,,
2021,Lower Secondary Level,,,,,,,,,,,,
2021,Upper Secondary Level,,,,,,,,,,,,
2021,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2021,First Stage of Tertiary Education,,,,,,,,,,,,
2021,Second Stage of Tertiary Education,,,,,,,,,,,,
2022,Pre-primary Level,486,67.73941,66.55554,68.92328,58.00000,65.00000,75.00000,41.0,100.50000,65.0,62.00000,68.00000
2022,Primary Level,831,74.97325,73.76692,76.17957,61.00000,73.78826,85.00000,40.0,121.00000,73.0,70.00000,77.00000
2022,Lower Secondary Level,1859,78.46426,77.52782,79.40071,63.31778,75.00000,88.00000,37.0,125.02332,75.0,74.00000,78.00000
2022,Upper Secondary Level,9016,79.58935,79.19761,79.98108,65.00000,77.00000,90.00000,27.50000,127.50000,77.0,76.00000,78.00000
2022,Post-secondary Non-tertiary Level,2154,79.40350,78.61837,80.18864,66.00000,77.00000,90.00000,40.0,126.00000,77.0,75.00000,79.00000
2022,First Stage of Tertiary Education,1342,83.80259,82.81861,84.78658,71.00000,82.00000,93.00000,38.00000,126.00000,82.0,80.00000,84.00000
2022,Second Stage of Tertiary Education,8536,77.30550,76.94714,77.66385,65.00000,75.00000,86.00000,33.50000,117.50000,75.0,75.00000,76.00000
