year,pgisced97,quintil_oecd,ple0020,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2015,Post-secondary Non-tertiary Level,5th Quintile,No,1.0,364,24333,1.0,1.0
2015,First Stage of Tertiary Education,1st Quintile,No,1.0,116,24333,1.0,1.0
2015,First Stage of Tertiary Education,2nd Quintile,No,1.0,274,24333,1.0,1.0
2015,First Stage of Tertiary Education,3rd Quintile,No,1.0,338,24333,1.0,1.0
2015,First Stage of Tertiary Education,4th Quintile,No,1.0,386,24333,1.0,1.0
2015,First Stage of Tertiary Education,5th Quintile,No,1.0,405,24333,1.0,1.0
2015,Second Stage of Tertiary Education,1st Quintile,No,1.0,470,24333,1.0,1.0
2015,Second Stage of Tertiary Education,2nd Quintile,No,1.0,636,24333,1.0,1.0
2015,Second Stage of Tertiary Education,3rd Quintile,No,1.0,939,24333,1.0,1.0
2015,Second Stage of Tertiary Education,4th Quintile,No,1.0,1328,24333,1.0,1.0
2015,Second Stage of Tertiary Education,5th Quintile,No,1.0,2492,24333,1.0,1.0
2017,Pre-primary Level,1st Quintile,No,1.0,95,22165,1.0,1.0
2017,Pre-primary Level,2nd Quintile,No,1.0,67,22165,1.0,1.0
2017,Pre-primary Level,3rd Quintile,No,1.0,70,22165,1.0,1.0
2017,Pre-primary Level,4th Quintile,No,1.0,62,22165,1.0,1.0
2017,Pre-primary Level,5th Quintile,No,1.0,50,22165,1.0,1.0
2017,Primary Level,1st Quintile,No,1.0,243,22165,1.0,1.0
2017,Primary Level,2nd Quintile,No,1.0,81,22165,1.0,1.0
2017,Primary Level,3rd Quintile,No,1.0,34,22165,1.0,1.0
2017,Lower Secondary Level,1st Quintile,No,1.0,1019,22165,1.0,1.0
2017,Lower Secondary Level,2nd Quintile,No,1.0,602,22165,1.0,1.0
2017,Lower Secondary Level,3rd Quintile,No,1.0,411,22165,1.0,1.0
2017,Lower Secondary Level,4th Quintile,No,1.0,236,22165,1.0,1.0
2017,Lower Secondary Level,5th Quintile,No,1.0,98,22165,1.0,1.0
2017,Upper Secondary Level,1st Quintile,No,1.0,2155,22165,1.0,1.0
2017,Upper Secondary Level,2nd Quintile,No,1.0,2619,22165,1.0,1.0
2017,Upper Secondary Level,3rd Quintile,No,1.0,2223,22165,1.0,1.0
2017,Upper Secondary Level,4th Quintile,No,1.0,1931,22165,1.0,1.0
2017,Upper Secondary Level,5th Quintile,No,1.0,1372,22165,1.0,1.0
2017,Post-secondary Non-tertiary Level,1st Quintile,No,1.0,330,22165,1.0,1.0
2017,Post-secondary Non-tertiary Level,2nd Quintile,No,1.0,441,22165,1.0,1.0
2017,Post-secondary Non-tertiary Level,3rd Quintile,No,1.0,399,22165,1.0,1.0
2017,Post-secondary Non-tertiary Level,4th Quintile,No,1.0,373,22165,1.0,1.0
2017,Post-secondary Non-tertiary Level,5th Quintile,No,1.0,320,22165,1.0,1.0
2017,First Stage of Tertiary Education,1st Quintile,No,1.0,99,22165,1.0,1.0
2017,First Stage of Tertiary Education,2nd Quintile,No,1.0,239,22165,1.0,1.0
2017,First Stage of Tertiary Education,3rd Quintile,No,1.0,279,22165,1.0,1.0
2017,First Stage of Tertiary Education,4th Quintile,No,1.0,348,22165,1.0,1.0
2017,First Stage of Tertiary Education,5th Quintile,No,1.0,347,22165,1.0,1.0
2017,Second Stage of Tertiary Education,1st Quintile,No,1.0,466,22165,1.0,1.0
2017,Second Stage of Tertiary Education,2nd Quintile,No,1.0,660,22165,1.0,1.0
2017,Second Stage of Tertiary Education,3rd Quintile,No,1.0,914,22165,1.0,1.0
2017,Second Stage of Tertiary Education,4th Quintile,No,1.0,1281,22165,1.0,1.0
2017,Second Stage of Tertiary Education,5th Quintile,No,1.0,2301,22165,1.0,1.0
2019,Pre-primary Level,1st Quintile,No,1.0,97,22114,1.0,1.0
2019,Pre-primary Level,2nd Quintile,No,1.0,71,22114,1.0,1.0
2019,Pre-primary Level,3rd Quintile,No,1.0,56,22114,1.0,1.0
2019,Pre-primary Level,4th Quintile,No,1.0,46,22114,1.0,1.0
2019,Pre-primary Level,5th Quintile,No,1.0,47,22114,1.0,1.0
2019,Primary Level,1st Quintile,No,1.0,239,22114,1.0,1.0
2019,Primary Level,2nd Quintile,No,1.0,77,22114,1.0,1.0
2019,Primary Level,3rd Quintile,No,1.0,41,22114,1.0,1.0
2019,Lower Secondary Level,1st Quintile,No,1.0,920,22114,1.0,1.0
2019,Lower Secondary Level,2nd Quintile,No,1.0,645,22114,1.0,1.0
2019,Lower Secondary Level,3rd Quintile,No,1.0,368,22114,1.0,1.0
2019,Lower Secondary Level,4th Quintile,No,1.0,244,22114,1.0,1.0
2019,Lower Secondary Level,5th Quintile,No,1.0,117,22114,1.0,1.0
2019,Upper Secondary Level,1st Quintile,No,1.0,2040,22114,1.0,1.0
2019,Upper Secondary Level,2nd Quintile,No,1.0,2547,22114,1.0,1.0
2019,Upper Secondary Level,3rd Quintile,No,1.0,2243,22114,1.0,1.0
2019,Upper Secondary Level,4th Quintile,No,1.0,1915,22114,1.0,1.0
2019,Upper Secondary Level,5th Quintile,No,1.0,1450,22114,1.0,1.0
2019,Post-secondary Non-tertiary Level,1st Quintile,No,1.0,299,22114,1.0,1.0
2019,Post-secondary Non-tertiary Level,2nd Quintile,No,1.0,423,22114,1.0,1.0
2019,Post-secondary Non-tertiary Level,3rd Quintile,No,1.0,448,22114,1.0,1.0
2019,Post-secondary Non-tertiary Level,4th Quintile,No,1.0,374,22114,1.0,1.0
2019,Post-secondary Non-tertiary Level,5th Quintile,No,1.0,350,22114,1.0,1.0
2019,First Stage of Tertiary Education,1st Quintile,No,1.0,91,22114,1.0,1.0
2019,First Stage of Tertiary Education,2nd Quintile,No,1.0,232,22114,1.0,1.0
2019,First Stage of Tertiary Education,3rd Quintile,No,1.0,287,22114,1.0,1.0
2019,First Stage of Tertiary Education,4th Quintile,No,1.0,338,22114,1.0,1.0
2019,First Stage of Tertiary Education,5th Quintile,No,1.0,372,22114,1.0,1.0
2019,Second Stage of Tertiary Education,1st Quintile,No,1.0,477,22114,1.0,1.0
2019,Second Stage of Tertiary Education,2nd Quintile,No,1.0,623,22114,1.0,1.0
2019,Second Stage of Tertiary Education,3rd Quintile,No,1.0,964,22114,1.0,1.0
2019,Second Stage of Tertiary Education,4th Quintile,No,1.0,1273,22114,1.0,1.0
2019,Second Stage of Tertiary Education,5th Quintile,No,1.0,2400,22114,1.0,1.0
2021,Pre-primary Level,1st Quintile,No,1.0,48,18005,1.0,1.0
2021,Pre-primary Level,2nd Quintile,No,1.0,37,18005,1.0,1.0
2021,Pre-primary Level,4th Quintile,No,1.0,40,18005,1.0,1.0
2021,Primary Level,1st Quintile,No,1.0,684,18005,1.0,1.0
2021,Primary Level,2nd Quintile,No,1.0,106,18005,1.0,1.0
2021,Primary Level,3rd Quintile,No,1.0,31,18005,1.0,1.0
2021,Lower Secondary Level,1st Quintile,No,1.0,822,18005,1.0,1.0
2021,Lower Secondary Level,2nd Quintile,No,1.0,397,18005,1.0,1.0
2021,Lower Secondary Level,3rd Quintile,No,1.0,227,18005,1.0,1.0
2021,Lower Secondary Level,4th Quintile,No,1.0,145,18005,1.0,1.0
2021,Lower Secondary Level,5th Quintile,No,1.0,88,18005,1.0,1.0
2021,Upper Secondary Level,1st Quintile,No,1.0,1732,18005,1.0,1.0
2021,Upper Secondary Level,2nd Quintile,No,1.0,1715,18005,1.0,1.0
2021,Upper Secondary Level,3rd Quintile,No,1.0,1368,18005,1.0,1.0
2021,Upper Secondary Level,4th Quintile,No,1.0,1295,18005,1.0,1.0
2021,Upper Secondary Level,5th Quintile,No,1.0,1121,18005,1.0,1.0
2021,Post-secondary Non-tertiary Level,1st Quintile,No,1.0,292,18005,1.0,1.0
2021,Post-secondary Non-tertiary Level,2nd Quintile,No,1.0,355,18005,1.0,1.0
2021,Post-secondary Non-tertiary Level,3rd Quintile,No,1.0,328,18005,1.0,1.0
2021,Post-secondary Non-tertiary Level,4th Quintile,No,1.0,290,18005,1.0,1.0
2021,Post-secondary Non-tertiary Level,5th Quintile,No,1.0,311,18005,1.0,1.0
2021,First Stage of Tertiary Education,1st Quintile,No,1.0,81,18005,1.0,1.0
2021,First Stage of Tertiary Education,2nd Quintile,No,1.0,179,18005,1.0,1.0
2021,First Stage of Tertiary Education,3rd Quintile,No,1.0,185,18005,1.0,1.0
2021,First Stage of Tertiary Education,4th Quintile,No,1.0,233,18005,1.0,1.0
2021,First Stage of Tertiary Education,5th Quintile,No,1.0,313,18005,1.0,1.0
2021,Second Stage of Tertiary Education,1st Quintile,No,1.0,726,18005,1.0,1.0
2021,Second Stage of Tertiary Education,2nd Quintile,No,1.0,664,18005,1.0,1.0
2021,Second Stage of Tertiary Education,3rd Quintile,No,1.0,782,18005,1.0,1.0
2021,Second Stage of Tertiary Education,4th Quintile,No,1.0,1150,18005,1.0,1.0
2021,Second Stage of Tertiary Education,5th Quintile,No,1.0,2260,18005,1.0,1.0
