,Unnamed: 0,year,bula_h,migback,ple0020,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
23,23,2009,Berlin,Direct migration background,No,1.0,50,17815,0.80136,1.18849
24,24,2009,Brandenburg,No migration background,No,1.0,761,17815,0.93258,1.07262
25,25,2009,Mecklenburg-Western Pomerania,No migration background,No,1.0,463,17815,0.90455,1.08383
26,26,2009,Saxony,No migration background,No,1.0,1334,17815,0.9413,1.06584
27,27,2009,Saxony-Anhalt,No migration background,No,1.0,749,17815,0.93184,1.07075
28,28,2009,Thuringa,No migration background,No,1.0,801,17815,0.92809,1.07728
29,29,2011,Schleswig-Holstein,No migration background,No,1.0,571,20472,0.92528,1.06585
30,30,2011,Schleswig-Holstein,Direct migration background,No,1.0,64,20472,0.7648,1.23967
31,31,2011,Hamburg,No migration background,No,1.0,274,20472,0.89355,1.11353
32,32,2011,Lower Saxony,No migration background,No,1.0,1678,20472,0.94694,1.04894
33,33,2011,Lower Saxony,Direct migration background,No,1.0,172,20472,0.8326,1.17525
34,34,2011,Lower Saxony,Indirect migration background,No,1.0,54,20472,0.68349,1.31669
35,35,2011,Bremen,No migration background,No,1.0,105,20472,0.81693,1.19078
36,36,2011,North Rhine-Westphalia,No migration background,No,1.0,3341,20472,0.97557,1.02828
37,37,2011,North Rhine-Westphalia,Direct migration background,No,1.0,561,20472,0.93143,1.06615
38,38,2011,North Rhine-Westphalia,Indirect migration background,No,1.0,219,20472,0.86758,1.11309
39,39,2011,Hesse,No migration background,No,1.0,1143,20472,0.94623,1.05826
40,40,2011,Hesse,Direct migration background,No,1.0,188,20472,0.88284,1.12976
41,41,2011,Hesse,Indirect migration background,No,1.0,73,20472,0.78721,1.27132
42,42,2011,"Rhineland-Palatinate, Saarland",No migration background,No,1.0,985,20472,0.94679,1.05157
43,43,2011,"Rhineland-Palatinate, Saarland",Direct migration background,No,1.0,154,20472,0.85709,1.14958
44,44,2011,"Rhineland-Palatinate, Saarland",Indirect migration background,No,1.0,65,20472,0.72832,1.28696
45,45,2011,Baden-Wuerttemberg,No migration background,No,1.0,1947,20472,0.96095,1.04823
46,46,2011,Baden-Wuerttemberg,Direct migration background,No,1.0,374,20472,0.89621,1.10521
47,47,2011,Baden-Wuerttemberg,Indirect migration background,No,1.0,158,20472,0.86051,1.16276
48,48,2011,Bavaria,No migration background,No,1.0,2725,20472,0.96549,1.03892
49,49,2011,Bavaria,Direct migration background,No,1.0,318,20472,0.90145,1.10838
50,50,2011,Bavaria,Indirect migration background,No,1.0,129,20472,0.79415,1.20145
51,51,2011,Berlin,No migration background,No,1.0,703,20472,0.93846,1.06574
52,52,2011,Berlin,Direct migration background,No,1.0,52,20472,0.79005,1.22638
53,53,2011,Brandenburg,No migration background,No,1.0,848,20472,0.93838,1.05723
54,54,2011,Mecklenburg-Western Pomerania,No migration background,No,1.0,507,20472,0.92641,1.08855
55,55,2011,Saxony,No migration background,No,1.0,1361,20472,0.95451,1.04872
56,56,2011,Saxony-Anhalt,No migration background,No,1.0,841,20472,0.93473,1.07184
57,57,2011,Thuringa,No migration background,No,1.0,862,20472,0.93773,1.07782
58,58,2013,Schleswig-Holstein,No migration background,No,1.0,532,18599,0.93142,1.07483
59,59,2013,Schleswig-Holstein,Direct migration background,No,1.0,52,18599,0.70772,1.26282
60,60,2013,Hamburg,No migration background,No,1.0,266,18599,0.88477,1.10659
61,61,2013,Lower Saxony,No migration background,No,1.0,1578,18599,0.95748,1.04796
62,62,2013,Lower Saxony,Direct migration background,No,1.0,143,18599,0.80958,1.17687
63,63,2013,Lower Saxony,Indirect migration background,No,1.0,50,18599,0.75849,1.30713
64,64,2013,Bremen,No migration background,No,1.0,95,18599,0.82207,1.19424
65,65,2013,North Rhine-Westphalia,No migration background,No,1.0,3072,18599,0.97129,1.03234
66,66,2013,North Rhine-Westphalia,Direct migration background,No,1.0,457,18599,0.90537,1.0874
67,67,2013,North Rhine-Westphalia,Indirect migration background,No,1.0,179,18599,0.83966,1.15784
68,68,2013,Hesse,No migration background,No,1.0,1056,18599,0.94503,1.05867
69,69,2013,Hesse,Direct migration background,No,1.0,166,18599,0.84938,1.18293
70,70,2013,Hesse,Indirect migration background,No,1.0,64,18599,0.72126,1.31045
71,71,2013,"Rhineland-Palatinate, Saarland",No migration background,No,1.0,899,18599,0.93986,1.06198
72,72,2013,"Rhineland-Palatinate, Saarland",Direct migration background,No,1.0,131,18599,0.82145,1.17779
73,73,2013,"Rhineland-Palatinate, Saarland",Indirect migration background,No,1.0,62,18599,0.7076,1.30091
74,74,2013,Baden-Wuerttemberg,No migration background,No,1.0,1700,18599,0.96256,1.04655
75,75,2013,Baden-Wuerttemberg,Direct migration background,No,1.0,295,18599,0.89165,1.12254
76,76,2013,Baden-Wuerttemberg,Indirect migration background,No,1.0,126,18599,0.82793,1.17392
77,77,2013,Bavaria,No migration background,No,1.0,2499,18599,0.96513,1.03571
78,78,2013,Bavaria,Direct migration background,No,1.0,302,18599,0.87649,1.13977
79,79,2013,Bavaria,Indirect migration background,No,1.0,133,18599,0.81785,1.17378
80,80,2013,Berlin,No migration background,No,1.0,689,18599,0.94303,1.07071
81,81,2013,Berlin,Direct migration background,No,1.0,51,18599,0.74332,1.24452
82,82,2013,Brandenburg,No migration background,No,1.0,755,18599,0.94004,1.0771
83,83,2013,Mecklenburg-Western Pomerania,No migration background,No,1.0,440,18599,0.91449,1.08491
84,84,2013,Saxony,No migration background,No,1.0,1287,18599,0.94285,1.05904
85,85,2013,Saxony-Anhalt,No migration background,No,1.0,742,18599,0.93776,1.06911
86,86,2013,Thuringa,No migration background,No,1.0,778,18599,0.92522,1.07305
87,87,2015,Schleswig-Holstein,No migration background,No,1.0,678,24837,0.92232,1.07883
88,88,2015,Schleswig-Holstein,Direct migration background,No,1.0,149,24837,0.76787,1.26664
89,89,2015,Schleswig-Holstein,Indirect migration background,No,1.0,45,24837,0.72159,1.35538
90,90,2015,Hamburg,No migration background,No,1.0,291,24837,0.89023,1.10885
91,91,2015,Hamburg,Direct migration background,No,1.0,101,24837,0.80854,1.23453
92,92,2015,Lower Saxony,No migration background,No,1.0,1877,24837,0.94129,1.05437
93,93,2015,Lower Saxony,Direct migration background,No,1.0,441,24837,0.86957,1.11319
94,94,2015,Lower Saxony,Indirect migration background,No,1.0,99,24837,0.79812,1.20823
95,95,2015,Bremen,No migration background,No,1.0,111,24837,0.78405,1.1806
96,96,2015,Bremen,Direct migration background,No,1.0,52,24837,0.78191,1.23057
97,97,2015,North Rhine-Westphalia,No migration background,No,1.0,3520,24837,0.96138,1.03142
98,98,2015,North Rhine-Westphalia,Direct migration background,No,1.0,1184,24837,0.92073,1.07837
99,99,2015,North Rhine-Westphalia,Indirect migration background,No,1.0,452,24837,0.88305,1.13221
100,100,2015,Hesse,No migration background,No,1.0,1189,24837,0.93155,1.06495
101,101,2015,Hesse,Direct migration background,No,1.0,372,24837,0.86743,1.12708
102,102,2015,Hesse,Indirect migration background,No,1.0,140,24837,0.79279,1.22504
103,103,2015,"Rhineland-Palatinate, Saarland",No migration background,No,1.0,1045,24837,0.94898,1.07053
104,104,2015,"Rhineland-Palatinate, Saarland",Direct migration background,No,1.0,335,24837,0.86072,1.17635
105,105,2015,"Rhineland-Palatinate, Saarland",Indirect migration background,No,1.0,112,24837,0.82331,1.24764
106,106,2015,Baden-Wuerttemberg,No migration background,No,1.0,2044,24837,0.95076,1.04608
107,107,2015,Baden-Wuerttemberg,Direct migration background,No,1.0,646,24837,0.90654,1.10752
108,108,2015,Baden-Wuerttemberg,Indirect migration background,No,1.0,286,24837,0.873,1.12799
109,109,2015,Bavaria,No migration background,No,1.0,3025,24837,0.96427,1.03898
110,110,2015,Bavaria,Direct migration background,No,1.0,733,24837,0.90878,1.11481
111,111,2015,Bavaria,Indirect migration background,No,1.0,260,24837,0.84719,1.18285
112,112,2015,Berlin,No migration background,No,1.0,742,24837,0.93131,1.06752
113,113,2015,Berlin,Direct migration background,No,1.0,123,24837,0.79224,1.24342
114,114,2015,Berlin,Indirect migration background,No,1.0,46,24837,0.75175,1.31454
115,115,2015,Brandenburg,No migration background,No,1.0,872,24837,0.93659,1.07309
116,116,2015,Brandenburg,Direct migration background,No,1.0,97,24837,0.77905,1.18052
117,117,2015,Mecklenburg-Western Pomerania,No migration background,No,1.0,526,24837,0.91336,1.09874
118,118,2015,Saxony,No migration background,No,1.0,1410,24837,0.94498,1.0617
119,119,2015,Saxony,Direct migration background,No,1.0,68,24837,0.78049,1.28934
120,120,2015,Saxony-Anhalt,No migration background,No,1.0,813,24837,0.93603,1.07191
121,121,2015,Saxony-Anhalt,Direct migration background,No,1.0,49,24837,0.6227,1.38078
122,122,2015,Thuringa,No migration background,No,1.0,865,24837,0.91262,1.06818
123,123,2015,Thuringa,Direct migration background,No,1.0,39,24837,0.47982,1.69421
124,124,2017,Schleswig-Holstein,No migration background,No,1.0,754,26372,0.9319,1.07569
125,125,2017,Schleswig-Holstein,Direct migration background,No,1.0,153,26372,0.79554,1.27949
126,126,2017,Schleswig-Holstein,Indirect migration background,No,1.0,41,26372,0.64855,1.5456
127,127,2017,Hamburg,No migration background,No,1.0,320,26372,0.89554,1.09398
128,128,2017,Hamburg,Direct migration background,No,1.0,103,26372,0.77237,1.26066
129,129,2017,Hamburg,Indirect migration background,No,1.0,43,26372,0.66464,1.2554
130,130,2017,Lower Saxony,No migration background,No,1.0,2089,26372,0.95223,1.05115
131,131,2017,Lower Saxony,Direct migration background,No,1.0,469,26372,0.8791,1.12381
132,132,2017,Lower Saxony,Indirect migration background,No,1.0,130,26372,0.83097,1.1789
133,133,2017,Bremen,No migration background,No,1.0,141,26372,0.81418,1.17517
134,134,2017,Bremen,Direct migration background,No,1.0,67,26372,0.80404,1.23222
135,135,2017,North Rhine-Westphalia,No migration background,No,1.0,3767,26372,0.96901,1.03697
136,136,2017,North Rhine-Westphalia,Direct migration background,No,1.0,1248,26372,0.92864,1.07647
137,137,2017,North Rhine-Westphalia,Indirect migration background,No,1.0,493,26372,0.89177,1.12005
138,138,2017,Hesse,No migration background,No,1.0,1249,26372,0.94392,1.05164
139,139,2017,Hesse,Direct migration background,No,1.0,389,26372,0.87521,1.13548
140,140,2017,Hesse,Indirect migration background,No,1.0,145,26372,0.85192,1.18903
141,141,2017,"Rhineland-Palatinate, Saarland",No migration background,No,1.0,1044,26372,0.95063,1.04964
142,142,2017,"Rhineland-Palatinate, Saarland",Direct migration background,No,1.0,374,26372,0.86326,1.15122
143,143,2017,"Rhineland-Palatinate, Saarland",Indirect migration background,No,1.0,104,26372,0.81969,1.19151
144,144,2017,Baden-Wuerttemberg,No migration background,No,1.0,2099,26372,0.95244,1.05405
145,145,2017,Baden-Wuerttemberg,Direct migration background,No,1.0,639,26372,0.90944,1.10185
146,146,2017,Baden-Wuerttemberg,Indirect migration background,No,1.0,277,26372,0.87589,1.12376
147,147,2017,Bavaria,No migration background,No,1.0,3118,26372,0.95977,1.04489
148,148,2017,Bavaria,Direct migration background,No,1.0,841,26372,0.91027,1.0778
149,149,2017,Bavaria,Indirect migration background,No,1.0,246,26372,0.83087,1.18557
150,150,2017,Berlin,No migration background,No,1.0,770,26372,0.93347,1.07239
151,151,2017,Berlin,Direct migration background,No,1.0,157,26372,0.8314,1.19791
152,152,2017,Berlin,Indirect migration background,No,1.0,59,26372,0.77017,1.25316
153,153,2017,Brandenburg,No migration background,No,1.0,913,26372,0.93751,1.06897
154,154,2017,Brandenburg,Direct migration background,No,1.0,99,26372,0.78965,1.26418
155,155,2017,Mecklenburg-Western Pomerania,No migration background,No,1.0,546,26372,0.90204,1.095
156,156,2017,Saxony,No migration background,No,1.0,1554,26372,0.95022,1.05542
157,157,2017,Saxony,Direct migration background,No,1.0,71,26372,0.68883,1.28004
158,158,2017,Saxony-Anhalt,No migration background,No,1.0,853,26372,0.92594,1.07104
159,159,2017,Saxony-Anhalt,Direct migration background,No,1.0,50,26372,0.60962,1.51229
160,160,2017,Thuringa,No migration background,No,1.0,888,26372,0.91956,1.09024
161,161,2017,Thuringa,Direct migration background,No,1.0,69,26372,0.76624,1.28128
162,162,2019,Schleswig-Holstein,No migration background,No,1.0,777,25547,0.91974,1.07113
163,163,2019,Schleswig-Holstein,Direct migration background,No,1.0,128,25547,0.75239,1.28462
164,164,2019,Schleswig-Holstein,Indirect migration background,No,1.0,47,25547,0.66616,1.35203
165,165,2019,Hamburg,No migration background,No,1.0,372,25547,0.90648,1.12631
166,166,2019,Hamburg,Direct migration background,No,1.0,109,25547,0.72311,1.24544
167,167,2019,Hamburg,Indirect migration background,No,1.0,47,25547,0.69297,1.2663
168,168,2019,Lower Saxony,No migration background,No,1.0,1979,25547,0.9542,1.04913
169,169,2019,Lower Saxony,Direct migration background,No,1.0,377,25547,0.84226,1.16507
170,170,2019,Lower Saxony,Indirect migration background,No,1.0,123,25547,0.79978,1.20223
171,171,2019,Bremen,No migration background,No,1.0,148,25547,0.81479,1.19566
172,172,2019,Bremen,Direct migration background,No,1.0,57,25547,0.65509,1.4245
173,173,2019,North Rhine-Westphalia,No migration background,No,1.0,3821,25547,0.96266,1.03553
174,174,2019,North Rhine-Westphalia,Direct migration background,No,1.0,1090,25547,0.91109,1.09571
175,175,2019,North Rhine-Westphalia,Indirect migration background,No,1.0,476,25547,0.88028,1.11971
176,176,2019,Hesse,No migration background,No,1.0,1292,25547,0.94137,1.06259
177,177,2019,Hesse,Direct migration background,No,1.0,290,25547,0.82158,1.16869
178,178,2019,Hesse,Indirect migration background,No,1.0,127,25547,0.75624,1.23976
179,179,2019,"Rhineland-Palatinate, Saarland",No migration background,No,1.0,1054,25547,0.94578,1.07313
180,180,2019,"Rhineland-Palatinate, Saarland",Direct migration background,No,1.0,310,25547,0.8448,1.19065
181,181,2019,"Rhineland-Palatinate, Saarland",Indirect migration background,No,1.0,99,25547,0.81597,1.20907
182,182,2019,Baden-Wuerttemberg,No migration background,No,1.0,2037,25547,0.9468,1.05497
183,183,2019,Baden-Wuerttemberg,Direct migration background,No,1.0,521,25547,0.90039,1.10559
184,184,2019,Baden-Wuerttemberg,Indirect migration background,No,1.0,234,25547,0.85426,1.15992
185,185,2019,Bavaria,No migration background,No,1.0,3035,25547,0.95589,1.04332
186,186,2019,Bavaria,Direct migration background,No,1.0,664,25547,0.88924,1.11186
187,187,2019,Bavaria,Indirect migration background,No,1.0,245,25547,0.80439,1.2156
188,188,2019,Berlin,No migration background,No,1.0,808,25547,0.93542,1.09539
189,189,2019,Berlin,Direct migration background,No,1.0,152,25547,0.81588,1.18806
190,190,2019,Berlin,Indirect migration background,No,1.0,65,25547,0.73546,1.28017
191,191,2019,Brandenburg,No migration background,No,1.0,1003,25547,0.92673,1.07722
192,192,2019,Brandenburg,Direct migration background,No,1.0,79,25547,0.68348,1.3865
193,193,2019,Mecklenburg-Western Pomerania,No migration background,No,1.0,582,25547,0.91512,1.09079
194,194,2019,Saxony,No migration background,No,1.0,1527,25547,0.94346,1.066
195,195,2019,Saxony,Direct migration background,No,1.0,64,25547,0.69327,1.37106
196,196,2019,Saxony,Indirect migration background,No,1.0,35,25547,0.50028,1.68184
197,197,2019,Saxony-Anhalt,No migration background,No,1.0,828,25547,0.92102,1.09122
198,198,2019,Saxony-Anhalt,Direct migration background,No,1.0,41,25547,0.57499,1.42769
199,199,2019,Thuringa,No migration background,No,1.0,851,25547,0.90998,1.0915
200,200,2019,Thuringa,Direct migration background,No,1.0,53,25547,0.56464,1.36366
201,201,2021,Schleswig-Holstein,No migration background,No,1.0,566,19022,0.91656,1.10511
202,202,2021,Schleswig-Holstein,Direct migration background,No,1.0,222,19022,0.64401,1.43571
203,203,2021,Schleswig-Holstein,Indirect migration background,No,1.0,35,19022,0.66541,1.32806
204,204,2021,Hamburg,No migration background,No,1.0,278,19022,0.86949,1.16663
205,205,2021,Hamburg,Direct migration background,No,1.0,146,19022,0.61629,1.41156
206,206,2021,Lower Saxony,No migration background,No,1.0,1312,19022,0.93475,1.07037
207,207,2021,Lower Saxony,Direct migration background,No,1.0,480,19022,0.7631,1.23907
208,208,2021,Lower Saxony,Indirect migration background,No,1.0,84,19022,0.69905,1.26915
209,209,2021,Bremen,No migration background,No,1.0,88,19022,0.76737,1.24888
210,210,2021,Bremen,Direct migration background,No,1.0,55,19022,0.62827,1.49505
211,211,2021,North Rhine-Westphalia,No migration background,No,1.0,2495,19022,0.95742,1.03817
212,212,2021,North Rhine-Westphalia,Direct migration background,No,1.0,1358,19022,0.89841,1.14554
213,213,2021,North Rhine-Westphalia,Indirect migration background,No,1.0,250,19022,0.81089,1.20315
214,214,2021,Hesse,No migration background,No,1.0,793,19022,0.92378,1.07861
215,215,2021,Hesse,Direct migration background,No,1.0,466,19022,0.76449,1.26749
216,216,2021,Hesse,Indirect migration background,No,1.0,62,19022,0.58466,1.48714
217,217,2021,"Rhineland-Palatinate, Saarland",No migration background,No,1.0,621,19022,0.9086,1.08009
218,218,2021,"Rhineland-Palatinate, Saarland",Direct migration background,No,1.0,321,19022,0.80524,1.26764
219,219,2021,"Rhineland-Palatinate, Saarland",Indirect migration background,No,1.0,54,19022,0.7321,1.28726
220,220,2021,Baden-Wuerttemberg,No migration background,No,1.0,1373,19022,0.93568,1.06511
221,221,2021,Baden-Wuerttemberg,Direct migration background,No,1.0,644,19022,0.8565,1.15613
222,222,2021,Baden-Wuerttemberg,Indirect migration background,No,1.0,146,19022,0.81667,1.22861
223,223,2021,Bavaria,No migration background,No,1.0,1977,19022,0.94234,1.04907
224,224,2021,Bavaria,Direct migration background,No,1.0,704,19022,0.86569,1.13958
225,225,2021,Bavaria,Indirect migration background,No,1.0,160,19022,0.83214,1.19139
226,226,2021,Berlin,No migration background,No,1.0,563,19022,0.91432,1.10166
227,227,2021,Berlin,Direct migration background,No,1.0,293,19022,0.74482,1.35424
228,228,2021,Berlin,Indirect migration background,No,1.0,47,19022,0.75633,1.26712
229,229,2021,Brandenburg,No migration background,No,1.0,589,19022,0.91455,1.11678
230,230,2021,Brandenburg,Direct migration background,No,1.0,97,19022,0.54634,1.61636
231,231,2021,Mecklenburg-Western Pomerania,No migration background,No,1.0,369,19022,0.88899,1.13575
232,232,2021,Mecklenburg-Western Pomerania,Direct migration background,No,1.0,32,19022,0.47377,1.63197
233,233,2021,Saxony,No migration background,No,1.0,1012,19022,0.91587,1.07671
234,234,2021,Saxony,Direct migration background,No,1.0,121,19022,0.71299,1.32406
235,235,2021,Saxony-Anhalt,No migration background,No,1.0,504,19022,0.879,1.11349
236,236,2021,Saxony-Anhalt,Direct migration background,No,1.0,80,19022,0.65209,1.46823
237,237,2021,Thuringa,No migration background,No,1.0,537,19022,0.8842,1.13013
238,238,2021,Thuringa,Direct migration background,No,1.0,88,19022,0.54313,1.56501
