"ple0020","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2011","4","weiblich","2390","0.997240763682068","0.995141253613051","0.999340273751086"
"Nein","2011","5 Einkommensstärkstes Quintil","männlich","2537","0.998527790451464","0.997037020426456","1.00001856047647"
"Nein","2011","5 Einkommensstärkstes Quintil","weiblich","2504","0.998659994014393","0.997228026652415","1.00009196137637"
"Ja","2012","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja","2012","2","männlich","","","",""
"Ja","2012","2","weiblich","","","",""
"Ja","2012","3","männlich","","","",""
"Ja","2012","3","weiblich","","","",""
"Ja","2012","4","männlich","","","",""
"Ja","2012","4","weiblich","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nein","2012","2","männlich","","","",""
"Nein","2012","2","weiblich","","","",""
"Nein","2012","3","männlich","","","",""
"Nein","2012","3","weiblich","","","",""
"Nein","2012","4","männlich","","","",""
"Nein","2012","4","weiblich","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","weiblich","9","","",""
"Ja","2013","2","männlich","6","","",""
"Ja","2013","2","weiblich","11","","",""
"Ja","2013","3","männlich","4","","",""
"Ja","2013","3","weiblich","11","","",""
"Ja","2013","4","männlich","3","","",""
"Ja","2013","4","weiblich","5","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","männlich","1027","0.99516477616458","0.990928490205325","0.999401062123835"
"Nein","2013","1 Einkommensschwächstes Quintil","weiblich","1386","0.990988158175957","0.986029068065124","0.995947248286791"
"Nein","2013","2","männlich","1457","0.996887727445224","0.994033504690203","0.999741950200245"
"Nein","2013","2","weiblich","1781","0.99428808920147","0.990798888789334","0.997777289613607"
"Nein","2013","3","männlich","1575","0.996122787275138","0.993057485206601","0.999188089343676"
"Nein","2013","3","weiblich","1846","0.99134525510195","0.987132349374604","0.995558160829296"
"Nein","2013","4","männlich","2127","0.999245770294874","0.998079910662821","1.00041162992693"
"Nein","2013","4","weiblich","2315","0.998185665317306","0.99645398203508","0.999917348599531"
"Nein","2013","5 Einkommensstärkstes Quintil","männlich","2631","0.999649460263611","0.998934309438029","1.00036461108919"
"Nein","2013","5 Einkommensstärkstes Quintil","weiblich","2663","0.997676557497054","0.995849652233404","0.999503462760704"
"Ja","2014","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja","2014","2","männlich","","","",""
"Ja","2014","2","weiblich","","","",""
"Ja","2014","3","männlich","","","",""
"Ja","2014","3","weiblich","","","",""
"Ja","2014","4","männlich","","","",""
"Ja","2014","4","weiblich","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nein","2014","2","männlich","","","",""
"Nein","2014","2","weiblich","","","",""
"Nein","2014","3","männlich","","","",""
"Nein","2014","3","weiblich","","","",""
"Nein","2014","4","männlich","","","",""
"Nein","2014","4","weiblich","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","männlich","5","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"Ja","2015","2","männlich","8","","",""
"Ja","2015","2","weiblich","5","","",""
"Ja","2015","3","männlich","6","","",""
"Ja","2015","3","weiblich","9","","",""
"Ja","2015","4","männlich","5","","",""
"Ja","2015","4","weiblich","11","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","männlich","5","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","weiblich","4","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","männlich","1553","0.996748447625552","0.993921599181729","0.999575296069376"
"Nein","2015","1 Einkommensschwächstes Quintil","weiblich","2018","0.994907699594963","0.991807540504724","0.998007858685201"
"Nein","2015","2","männlich","1776","0.99358919050206","0.989885706006211","0.997292674997909"
"Nein","2015","2","weiblich","2503","0.997897128073064","0.996104320727477","0.99968993541865"
"Nein","2015","3","männlich","2030","0.996864642622124","0.994436239259696","0.999293045984553"
"Nein","2015","3","weiblich","2475","0.990450555469951","0.986626028301357","0.994275082638545"
"Nein","2015","4","männlich","2720","0.997158326241943","0.995159688860083","0.999156963623803"
"Nein","2015","4","weiblich","3129","0.994428669136214","0.991825217222996","0.997032121049432"
"Nein","2015","5 Einkommensstärkstes Quintil","männlich","3350","0.998254769476127","0.996842398040076","0.999667140912178"
"Nein","2015","5 Einkommensstärkstes Quintil","weiblich","3421","0.998855839924719","0.997723667418328","0.99998801243111"
"Ja","2016","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja","2016","2","männlich","","","",""
"Ja","2016","2","weiblich","","","",""
"Ja","2016","3","männlich","","","",""
"Ja","2016","3","weiblich","","","",""
"Ja","2016","4","männlich","","","",""
"Ja","2016","4","weiblich","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nein","2016","2","männlich","","","",""
"Nein","2016","2","weiblich","","","",""
"Nein","2016","3","männlich","","","",""
"Nein","2016","3","weiblich","","","",""
"Nein","2016","4","männlich","","","",""
"Nein","2016","4","weiblich","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","männlich","5","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Ja","2017","2","männlich","5","","",""
"Ja","2017","2","weiblich","5","","",""
"Ja","2017","3","männlich","6","","",""
"Ja","2017","3","weiblich","9","","",""
"Ja","2017","4","männlich","5","","",""
"Ja","2017","4","weiblich","12","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","männlich","7","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","männlich","1357","0.992971133312586","0.988534326673828","0.997407939951344"
"Nein","2017","1 Einkommensschwächstes Quintil","weiblich","1734","0.999271768070783","0.99800353266873","1.00054000347284"
"Nein","2017","2","männlich","1683","0.994540708219532","0.991025578915045","0.998055837524019"
"Nein","2017","2","weiblich","2264","0.995196098046229","0.992351098228785","0.998041097863672"
"Nein","2017","3","männlich","2006","0.996705566076153","0.994201718165605","0.9992094139867"
"Nein","2017","3","weiblich","2489","0.989683917725201","0.985721524895205","0.993646310555197"
"Nein","2017","4","männlich","3017","0.998313074674181","0.996849947185683","0.999776202162678"
"Nein","2017","4","weiblich","3522","0.993159289362293","0.990441756009069","0.995876822715516"
"Nein","2017","5 Einkommensstärkstes Quintil","männlich","4170","0.998972121753586","0.998000352005255","0.999943891501916"
"Nein","2017","5 Einkommensstärkstes Quintil","weiblich","4244","0.999147051944205","0.998269281965887","1.00002482192252"
"Ja","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja","2018","2","männlich","","","",""
"Ja","2018","2","weiblich","","","",""
"Ja","2018","3","männlich","","","",""
"Ja","2018","3","weiblich","","","",""
"Ja","2018","4","männlich","","","",""
"Ja","2018","4","weiblich","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nein","2018","2","männlich","","","",""
"Nein","2018","2","weiblich","","","",""
"Nein","2018","3","männlich","","","",""
"Nein","2018","3","weiblich","","","",""
"Nein","2018","4","männlich","","","",""
"Nein","2018","4","weiblich","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","männlich","6","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Ja","2019","2","männlich","5","","",""
"Ja","2019","2","weiblich","6","","",""
"Ja","2019","3","männlich","12","","",""
"Ja","2019","3","weiblich","6","","",""
"Ja","2019","4","männlich","12","","",""
"Ja","2019","4","weiblich","10","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","männlich","12","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","weiblich","12","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","männlich","1049","0.991314493053591","0.985715303438716","0.996913682668466"
"Nein","2019","1 Einkommensschwächstes Quintil","weiblich","1266","0.994387558896494","0.990278901111441","0.998496216681546"
"Nein","2019","2","männlich","1227","0.995847592001146","0.992256808794855","0.999438375207438"
"Nein","2019","2","weiblich","1732","0.994409766965409","0.990904502003583","0.997915031927235"
"Nein","2019","3","männlich","1619","0.993745693994153","0.989919664588644","0.997571723399661"
"Nein","2019","3","weiblich","1992","0.9970190223339","0.994628562601248","0.999409482066551"
"Nein","2019","4","männlich","2927","0.995972552356627","0.993682808330361","0.998262296382893"
"Nein","2019","4","weiblich","3348","0.99595751182389","0.993811399096855","0.998103624550926"
"Nein","2019","5 Einkommensstärkstes Quintil","männlich","5456","0.998837907422101","0.997934878396487","0.999740936447715"
"Nein","2019","5 Einkommensstärkstes Quintil","weiblich","5118","0.997377254272928","0.995977675869449","0.998776832676407"
