"year","bildungsniveau","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2018","Hauptschule","Staedtischer Raum","2.41","1","52","1.9","2.92"
"2018","Realschule","Laendlicher Raum","","","","",""
"2018","Realschule","Staedtischer Raum","","","","",""
"2019","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2019","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2019","(noch) kein Abschluss","Laendlicher Raum","2.42","1","58","2.02","2.82"
"2019","(noch) kein Abschluss","Staedtischer Raum","2.53","1","69","2.01","3.05"
"2019","AkademikerIn","Laendlicher Raum","","","","",""
"2019","AkademikerIn","Staedtischer Raum","","","","",""
"2019","Hauptschule","Laendlicher Raum","","","","",""
"2019","Hauptschule","Staedtischer Raum","2.19","1.5","33","1.37","3.01"
"2019","Realschule","Laendlicher Raum","","","","",""
"2019","Realschule","Staedtischer Raum","","","","",""
"2020","(Fach-)Abitur","Laendlicher Raum","2.78","1.5","1302","2.69","2.87"
"2020","(Fach-)Abitur","Staedtischer Raum","2.75","1.5","3745","2.7","2.8"
"2020","(noch) kein Abschluss","Laendlicher Raum","3.18","2.5","604","3.03","3.33"
"2020","(noch) kein Abschluss","Staedtischer Raum","3.12","2.5","1644","3.03","3.21"
"2020","AkademikerIn","Laendlicher Raum","2.67","1.5","2046","2.6","2.74"
"2020","AkademikerIn","Staedtischer Raum","2.66","1.5","5720","2.62","2.7"
"2020","Hauptschule","Laendlicher Raum","3.2","2.5","2488","3.13","3.27"
"2020","Hauptschule","Staedtischer Raum","2.98","2.5","4229","2.93","3.03"
"2020","Realschule","Laendlicher Raum","2.91","2.5","2755","2.85","2.97"
"2020","Realschule","Staedtischer Raum","2.83","1.5","3481","2.78","2.88"
