"year","bildungsniveau","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2010","Hauptschule","Westdeutschland","3.29","2.5","4586","1","2","5","6","7","3.24","3.34","1","7","3","3"
"2010","Realschule","Ostdeutschland","3.36","2.5","1531","1","2","5","6","7","3.27","3.45","1","7","3","3"
"2010","Realschule","Westdeutschland","3.12","2.5","2923","1","2","4","6","7","3.06","3.18","1","7","3","3"
"2011","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2011","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2011","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2011","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2011","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2012","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2012","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2012","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2012","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2013","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2013","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2013","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2013","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2014","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2014","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2014","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2014","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Ostdeutschland","2.95","2.5","519","1","2","4","5","7","2.81","3.09","1","7","2","3"
"2015","(Fach-)Abitur","Westdeutschland","2.79","1.5","3597","1","1","4","5","7","2.74","2.84","1","7","2","2"
"2015","(noch) kein Abschluss","Ostdeutschland","3.12","2.5","116","1","1","5","5","7","2.8","3.44","1","7","3","4"
"2015","(noch) kein Abschluss","Westdeutschland","3","2.5","822","1","1","4","6","7","2.87","3.13","1","7","2","3"
"2015","AkademikerIn","Ostdeutschland","2.63","1.5","1412","1","1","3","5","6","2.56","2.7","1","7","2","2"
"2015","AkademikerIn","Westdeutschland","2.59","1.5","4972","1","1","4","5","7","2.55","2.63","1","7","2","2"
"2015","Hauptschule","Ostdeutschland","3.29","2.5","1198","1","2","5","6","7","3.18","3.4","1","7","3","3"
"2015","Hauptschule","Westdeutschland","3.09","2.5","6529","1","1","4","6","7","3.05","3.13","1","7","3","3"
"2015","Realschule","Ostdeutschland","3.16","2.5","1999","1","2","4","6","7","3.08","3.24","1","7","3","3"
"2015","Realschule","Westdeutschland","2.89","2.5","4547","1","1","4","5","7","2.84","2.94","1","7","2","2"
"2016","(Fach-)Abitur","Ostdeutschland","2.35","1.5","80","1","1","4","4","5","2.04","2.66","1","7","1","1"
"2016","(Fach-)Abitur","Westdeutschland","2.01","1.5","435","1","1","2","4","6","1.87","2.15","1","7","1","1"
"2016","(noch) kein Abschluss","Ostdeutschland","2.21","1","171","1","1","3","5","7","1.93","2.49","1","7","1","1"
"2016","(noch) kein Abschluss","Westdeutschland","2.63","1","831","1","1","4","6","7","2.52","2.74","1","7","1","1"
"2016","AkademikerIn","Ostdeutschland","2.22","1.5","99","1","1","2","5","7","1.88","2.56","1","7","1","1"
"2016","AkademikerIn","Westdeutschland","2.13","1.5","501","1","1","3","5","7","1.99","2.27","1","7","1","1"
"2016","Hauptschule","Ostdeutschland","1.9","1","99","1","1","2","5","7","1.51","2.29","1","7","1","1"
"2016","Hauptschule","Westdeutschland","2.77","1.5","534","1","1","5","7","7","2.62","2.92","1","7","1","1"
"2016","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Ostdeutschland","1.43","1","34","1","1","1","2","6","0.81","2.05","1","7","1","1"
"2017","(Fach-)Abitur","Westdeutschland","1.81","1","267","1","1","2","4","7","1.62","2","1","7","1","1"
"2017","(noch) kein Abschluss","Ostdeutschland","1.96","1","77","1","1","2","5","7","1.53","2.39","1","7","1","1"
"2017","(noch) kein Abschluss","Westdeutschland","1.83","1","643","1","1","2","4","7","1.7","1.96","1","7","1","1"
"2017","AkademikerIn","Ostdeutschland","1.51","1","35","1","1","1","4","7","1.06","1.96","1","7","1","1"
"2017","AkademikerIn","Westdeutschland","1.82","1","278","1","1","2","4","7","1.63","2.01","1","7","1","1"
"2017","Hauptschule","Ostdeutschland","1.73","1","44","1","1","2","4","7","1.18","2.28","1","7","1","2"
"2017","Hauptschule","Westdeutschland","1.91","1","360","1","1","2","5","7","1.75","2.07","1","7","1","1"
"2017","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Westdeutschland","1.79","1","53","1","1","1","4","7","1.22","2.36","1","7","1","2"
"2018","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(noch) kein Abschluss","Westdeutschland","1.98","1","137","1","1","3","4","7","1.68","2.28","1","7","1","1"
"2018","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2018","AkademikerIn","Westdeutschland","1.68","1","35","1","1","2","5","7","1.14","2.22","1","7","1","2"
"2018","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Hauptschule","Westdeutschland","2.75","1","70","1","1","4","7","7","2.24","3.26","1","7","1","2"
"2018","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Westdeutschland","2.55","1","115","1","1","4","5","7","2.18","2.92","1","7","1","2"
"2019","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2019","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2019","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Hauptschule","Westdeutschland","2.17","1.5","42","1","1","3","4","7","1.46","2.88","1","7","1","3"
"2019","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","Ostdeutschland","2.79","1.5","700","1","2","4","5","7","2.68","2.9","1","7","2","2"
"2020","(Fach-)Abitur","Westdeutschland","2.76","1.5","4347","1","1","4","5","7","2.71","2.81","1","7","2","2"
"2020","(noch) kein Abschluss","Ostdeutschland","3.18","2.5","308","1","1","5","6","7","3","3.36","1","7","2","2"
"2020","(noch) kein Abschluss","Westdeutschland","3.13","2.5","1940","1","1","4","6","7","3.05","3.21","1","7","2","2"
"2020","AkademikerIn","Ostdeutschland","2.68","1.5","1652","1","1","4","5","7","2.61","2.75","1","7","2","2"
"2020","AkademikerIn","Westdeutschland","2.66","1.5","6114","1","1","4","5","7","2.62","2.7","1","7","2","2"
"2020","Hauptschule","Ostdeutschland","3.18","2.5","997","1","2","5","6","7","3.06","3.3","1","7","3","3"
"2020","Hauptschule","Westdeutschland","3.04","2.5","5720","1","2","4","6","7","2.99","3.09","1","7","2","3"
"2020","Realschule","Ostdeutschland","2.98","2.5","1976","1","2","4","5","7","2.91","3.05","1","7","2","3"
"2020","Realschule","Westdeutschland","2.81","1.5","4260","1","1","4","5","7","2.76","2.86","1","7","2","2"
