"pgfamstd","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","35-65","(noch) kein Abschluss","11","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","35-65","Hauptschule","171","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","35-65","Realschule","34","0.0723025281828791","0.0519000606818432","0.0927049956839149"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","35-65","(Fach-)Abitur","9","0.0824713932127893","0.0450880708298539","0.119854715595725"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","35-65","AkademikerIn","6","0.0211008128038789","0.00756380375803053","0.0346378218497273"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","66 +","(noch) kein Abschluss","8","0.498328619646731","0.260649402557924","0.736007836735538"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","66 +","Hauptschule","330","0.508857841044184","0.472592772392708","0.545122909695661"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","66 +","Realschule","58","0.460146230477276","0.379848506266581","0.540443954687971"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","66 +","(Fach-)Abitur","8","0.281259987568143","0.138306030734261","0.424213944402025"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","66 +","AkademikerIn","9","0.253052223528028","0.128758453714117","0.377345993341938"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","17-34","(noch) kein Abschluss","135","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","17-34","Hauptschule","867","0.457498748652479","0.434566612247951","0.480430885057008"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","17-34","Realschule","331","0.328638499124012","0.298642724942595","0.358634273305428"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","17-34","(Fach-)Abitur","131","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","17-34","AkademikerIn","117","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","35-65","(noch) kein Abschluss","498","0.787194473903013","0.753652968880609","0.820735978925418"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","35-65","Hauptschule","2918","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","35-65","Realschule","529","0.760692192860025","0.727866896502525","0.793517489217524"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","35-65","(Fach-)Abitur","169","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","35-65","AkademikerIn","389","0.782042416504269","0.744597678403571","0.819487154604966"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","66 +","(noch) kein Abschluss","6","0.239698175394047","0.0571137100594779","0.422282640728616"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","66 +","Hauptschule","371","0.432374731722499","0.396776974559332","0.467972488885665"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","66 +","Realschule","77","0.391385590780465","0.314551178540659","0.468220003020271"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","66 +","(Fach-)Abitur","31","0.588288663494121","0.444497073296564","0.732080253691678"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","66 +","AkademikerIn","33","0.537425853834694","0.403192601845678","0.67165910582371"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","17-34","(noch) kein Abschluss","5","0.00822413884521344","-0.000549967020691966","0.0169982447111188"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","17-34","Hauptschule","47","0.0226731404249249","0.0158210206607582","0.0295252601890915"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","17-34","Realschule","7","0.00726670374628486","0.00184285385943923","0.0126905536331305"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","17-34","(Fach-)Abitur","7","0.00715088061908204","7.67800248498117e-05","0.0142249812133143"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","17-34","AkademikerIn","6","0.0239734865122099","0.00403049618661803","0.0439164768378018"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","35-65","(noch) kein Abschluss","36","0.0850241210130842","0.0621667659496532","0.107881476076515"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","35-65","Hauptschule","85","0.0239511418698528","0.0188425095670318","0.0290597741726738"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","35-65","Realschule","9","0.0176320207364716","0.00750658117793738","0.0277574602950058"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","35-65","(Fach-)Abitur","4","0.0244816106620041","0.0034799253222918","0.0454832960017165"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","35-65","AkademikerIn","15","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","66 +","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","66 +","Hauptschule","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","66 +","Realschule","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","66 +","(Fach-)Abitur","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","66 +","AkademikerIn","2","","",""
"Ledig","1986","17-34","(noch) kein Abschluss","263","","",""
"Ledig","1986","17-34","Hauptschule","851","0.485435695911821","0.462430026702984","0.508441365120658"
"Ledig","1986","17-34","Realschule","584","0.640622179037845","0.609981438285821","0.671262919789869"
"Ledig","1986","17-34","(Fach-)Abitur","399","0.794285745751464","0.760348982628623","0.828222508874306"
"Ledig","1986","17-34","AkademikerIn","99","0.46786641244339","0.402813740121089","0.53291908476569"
"Ledig","1986","35-65","(noch) kein Abschluss","14","","",""
"Ledig","1986","35-65","Hauptschule","120","","",""
"Ledig","1986","35-65","Realschule","37","0.0746636933439688","0.0544414059373411","0.0948859807505966"
"Ledig","1986","35-65","(Fach-)Abitur","15","","",""
"Ledig","1986","35-65","AkademikerIn","34","0.0976880158940734","0.0707609732618573","0.124615058526289"
"Ledig","1986","66 +","(noch) kein Abschluss","5","0.282967671280412","0.0903144733002268","0.475620869260597"
"Ledig","1986","66 +","Hauptschule","36","0.0565508704715053","0.0399534531301241","0.0731482878128864"
"Ledig","1986","66 +","Realschule","10","","",""
"Ledig","1986","66 +","(Fach-)Abitur","4","0.111507979367542","0.0195431915695031","0.203472767165581"
"Ledig","1986","66 +","AkademikerIn","8","0.190797082685594","0.0850119241817179","0.296582241189471"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","17-34","(noch) kein Abschluss","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","17-34","Hauptschule","44","0.0328453213379432","0.024641165238219","0.0410494774376675"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","17-34","Realschule","20","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","17-34","(Fach-)Abitur","8","0.0125549967390194","0.00320708506383728","0.0219029084142015"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","17-34","AkademikerIn","4","0.022004735049791","0.00287890380974137","0.0411305662898407"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","35-65","(noch) kein Abschluss","14","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","35-65","Hauptschule","155","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","35-65","Realschule","40","0.0749798693015404","0.0547182722469251","0.0952414663561556"
