"pgfamstd","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","Hauptschule","maennlich","59","0.014390763814879","0.0101627644368781","0.0186187631928798"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","Hauptschule","weiblich","39","0.0126687328685546","0.00882010692651904","0.0165173588105902"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","Realschule","maennlich","5","0.00726506535937044","0.00109176651939816","0.0134383641993427"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","Realschule","weiblich","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","(Fach-)Abitur","maennlich","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","(Fach-)Abitur","weiblich","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","AkademikerIn","maennlich","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1984","AkademikerIn","weiblich","7","0.0385379535212583","0.0136611503526345","0.0634147566898822"
"Ledig","1984","(noch) kein Abschluss","maennlich","141","","",""
"Ledig","1984","(noch) kein Abschluss","weiblich","121","","",""
"Ledig","1984","Hauptschule","maennlich","608","0.186610892858682","0.172779743183173","0.200442042534191"
"Ledig","1984","Hauptschule","weiblich","371","0.109225767761308","0.0984919542879288","0.119959581234687"
"Ledig","1984","Realschule","maennlich","286","","",""
"Ledig","1984","Realschule","weiblich","313","0.314477546386087","0.285613277462275","0.343341815309899"
"Ledig","1984","(Fach-)Abitur","maennlich","209","","",""
"Ledig","1984","(Fach-)Abitur","weiblich","148","","",""
"Ledig","1984","AkademikerIn","maennlich","76","0.152715797957379","0.121122864194444","0.184308731720313"
"Ledig","1984","AkademikerIn","weiblich","56","0.258611012589439","0.202022178554205","0.315199846624673"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","(noch) kein Abschluss","maennlich","5","0.0244411722509317","0.0106128948915599","0.0382694496103034"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","(noch) kein Abschluss","weiblich","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","Hauptschule","maennlich","92","0.0360549899199946","0.0294366445170115","0.0426733353229777"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","Hauptschule","weiblich","126","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","Realschule","maennlich","15","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","Realschule","weiblich","46","0.0546670982452661","0.040534881272667","0.0687993152178652"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","(Fach-)Abitur","maennlich","10","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","(Fach-)Abitur","weiblich","9","0.0282773542314437","0.00967410863896336","0.0468805998239241"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","AkademikerIn","maennlich","9","0.0238046560646584","0.0104161308409159","0.0371931812884008"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1984","AkademikerIn","weiblich","16","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","(noch) kein Abschluss","maennlich","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","(noch) kein Abschluss","weiblich","21","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","Hauptschule","maennlich","82","0.0427280581305993","0.0355482167058333","0.0499078995553653"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","Hauptschule","weiblich","435","0.205848067264508","0.191934680311876","0.219761454217141"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","Realschule","maennlich","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","Realschule","weiblich","80","0.123255285410391","0.1028193626345","0.143691208186283"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","(Fach-)Abitur","maennlich","5","0.0223262576799447","0.008568388674618","0.0360841266852714"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","(Fach-)Abitur","weiblich","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","AkademikerIn","maennlich","6","0.0195203072621143","0.00736975421116788","0.0316708603130608"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1984","AkademikerIn","weiblich","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","(noch) kein Abschluss","maennlich","273","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","(noch) kein Abschluss","weiblich","383","0.433456595560954","0.391307308578983","0.475605882542926"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","Hauptschule","maennlich","2029","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","Hauptschule","weiblich","2086","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","Realschule","maennlich","365","0.521822309334735","0.484949221417781","0.558695397251689"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","Realschule","weiblich","506","0.4604979432488","0.42919544410532","0.491800442392279"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","(Fach-)Abitur","maennlich","192","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","(Fach-)Abitur","weiblich","128","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","AkademikerIn","maennlich","369","0.755637072010579","0.717034263451024","0.794239880570134"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","AkademikerIn","weiblich","134","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","(noch) kein Abschluss","maennlich","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","(noch) kein Abschluss","weiblich","9","0.0128575766444733","0.00327526481475202","0.0224398884741946"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","Hauptschule","maennlich","66","0.0189178473859451","0.0139353805151548","0.0239003142567353"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","Hauptschule","weiblich","39","0.0130952157308109","0.00905472758628371","0.0171357038753381"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","Realschule","maennlich","7","0.00737171014511123","0.00105732625239234","0.0136860940378301"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","Realschule","weiblich","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","(Fach-)Abitur","maennlich","6","0.0101052413594294","0.000738707797995548","0.0194717749208633"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","(Fach-)Abitur","weiblich","5","0.0118131537371118","-0.000253176165704309","0.0238794836399279"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","AkademikerIn","maennlich","15","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","AkademikerIn","weiblich","9","0.0466644221370508","0.0194060435206645","0.073922800753437"
"Ledig","1985","(noch) kein Abschluss","maennlich","159","","",""
"Ledig","1985","(noch) kein Abschluss","weiblich","106","","",""
"Ledig","1985","Hauptschule","maennlich","616","0.202686215346035","0.187984005531714","0.217388425160357"
"Ledig","1985","Hauptschule","weiblich","367","0.116013461424628","0.104631505510205","0.127395417339052"
"Ledig","1985","Realschule","maennlich","300","0.402970426275673","0.366763801433051","0.439177051118294"
"Ledig","1985","Realschule","weiblich","335","0.343296503995814","0.313477854706471","0.373115153285156"
"Ledig","1985","(Fach-)Abitur","maennlich","224","","",""
"Ledig","1985","(Fach-)Abitur","weiblich","153","","",""
"Ledig","1985","AkademikerIn","maennlich","78","0.171230932704739","0.137389207673989","0.205072657735488"
"Ledig","1985","AkademikerIn","weiblich","62","0.3064584295097","0.246877646334669","0.366039212684732"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","(noch) kein Abschluss","maennlich","4","0.0181073564003315","0.00590900117312117","0.0303057116275419"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","(noch) kein Abschluss","weiblich","14","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","Hauptschule","maennlich","82","0.0369723034385274","0.0300712797785945","0.0438733270984603"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","Hauptschule","weiblich","123","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","Realschule","maennlich","18","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","Realschule","weiblich","44","0.0565478110704618","0.0420421855998923","0.0710534365410313"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","(Fach-)Abitur","maennlich","13","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","(Fach-)Abitur","weiblich","8","0.0309092727833162","0.0115807196524334","0.050237825914199"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","AkademikerIn","maennlich","9","0.0271491995753996","0.012549421646472","0.0417489775043272"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1985","AkademikerIn","weiblich","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","(noch) kein Abschluss","maennlich","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","(noch) kein Abschluss","weiblich","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","Hauptschule","maennlich","79","0.045925862931928","0.0382703270307093","0.0535813988331466"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","Hauptschule","weiblich","426","0.222258683744068","0.207481664620731","0.237035702867405"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","Realschule","maennlich","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","Realschule","weiblich","78","0.128826378409087","0.107787461907277","0.149865294910897"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","(Fach-)Abitur","maennlich","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","(Fach-)Abitur","weiblich","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","AkademikerIn","maennlich","5","0.0178440563536779","0.00595132435240721","0.0297367883549486"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","AkademikerIn","weiblich","10","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","(noch) kein Abschluss","maennlich","261","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","(noch) kein Abschluss","weiblich","378","0.471933468388029","0.429392735721053","0.514474201055005"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","Hauptschule","maennlich","2058","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","Hauptschule","weiblich","2098","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","Realschule","maennlich","394","0.540812300990494","0.50473662256432","0.576887979416669"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","Realschule","weiblich","543","0.474119295407963","0.443370309208123","0.504868281607803"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","(Fach-)Abitur","maennlich","196","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","(Fach-)Abitur","weiblich","135","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","AkademikerIn","maennlich","394","0.752525465008976","0.714812562595751","0.790238367422201"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","AkademikerIn","weiblich","145","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","(noch) kein Abschluss","maennlich","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","(noch) kein Abschluss","weiblich","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","Hauptschule","maennlich","91","0.028115476103932","0.0221443087604673","0.0340866434473966"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","Hauptschule","weiblich","54","0.0176122075069572","0.0129470968463238","0.0222773181675907"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","Realschule","maennlich","6","0.00871966976246967","0.0019892156644401","0.0154501238604992"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","Realschule","weiblich","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","(Fach-)Abitur","maennlich","6","0.00942117003111033","0.000621740095869622","0.018220599966351"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","(Fach-)Abitur","weiblich","6","0.0153837066362409","0.00220448713408155","0.0285629261384003"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","AkademikerIn","maennlich","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","AkademikerIn","weiblich","10","","",""
"Ledig","1986","(noch) kein Abschluss","maennlich","177","","",""
"Ledig","1986","(noch) kein Abschluss","weiblich","105","","",""
"Ledig","1986","Hauptschule","maennlich","627","0.195567111558166","0.181239559077651","0.209894664038681"
"Ledig","1986","Hauptschule","weiblich","380","0.114430798069233","0.10314073702138","0.125720859117087"
"Ledig","1986","Realschule","maennlich","300","0.381314728543736","0.346152792263018","0.416476664824455"
"Ledig","1986","Realschule","weiblich","331","0.323727603970895","0.294914233370802","0.352540974570988"
"Ledig","1986","(Fach-)Abitur","maennlich","248","","",""
"Ledig","1986","(Fach-)Abitur","weiblich","170","","",""
"Ledig","1986","AkademikerIn","maennlich","78","0.168414983387589","0.135710462612608","0.20111950416257"
"Ledig","1986","AkademikerIn","weiblich","63","0.302613757603103","0.244853918314432","0.360373596891775"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","(noch) kein Abschluss","maennlich","4","0.0225947434988318","0.00917393497235815","0.0360155520253054"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","(noch) kein Abschluss","weiblich","14","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","Hauptschule","maennlich","94","0.0411431160267414","0.0339684007071032","0.0483178313463795"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","Hauptschule","weiblich","117","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","Realschule","maennlich","18","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","Realschule","weiblich","50","0.0608432322937732","0.0461228681487146","0.0755635964388318"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","(Fach-)Abitur","maennlich","10","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","(Fach-)Abitur","weiblich","11","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","AkademikerIn","maennlich","11","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","AkademikerIn","weiblich","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","(noch) kein Abschluss","maennlich","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","(noch) kein Abschluss","weiblich","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","Hauptschule","maennlich","74","0.0430985506290934","0.0357628073046177","0.0504342939535692"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","Hauptschule","weiblich","405","0.215443604383922","0.200862431431396","0.230024777336447"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","Realschule","maennlich","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","Realschule","weiblich","78","0.128799383829629","0.108171278134953","0.149427489524305"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","(Fach-)Abitur","maennlich","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","(Fach-)Abitur","weiblich","13","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","AkademikerIn","maennlich","7","0.0233861172679746","0.0101791042226839","0.0365931303132653"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","AkademikerIn","weiblich","10","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","(noch) kein Abschluss","maennlich","258","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","(noch) kein Abschluss","weiblich","368","0.475141528941826","0.432865099860519","0.517417958023133"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","Hauptschule","maennlich","2036","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","Hauptschule","weiblich","2058","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","Realschule","maennlich","385","0.535427505334084","0.49958992258479","0.571265088083378"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","Realschule","weiblich","537","0.479607715450672","0.448690090153211","0.510525340748134"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","(Fach-)Abitur","maennlich","199","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","(Fach-)Abitur","weiblich","147","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","AkademikerIn","maennlich","382","0.740835171569248","0.702156329960295","0.7795140131782"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","AkademikerIn","weiblich","142","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","(noch) kein Abschluss","maennlich","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","(noch) kein Abschluss","weiblich","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","Hauptschule","maennlich","79","0.0193544001026842","0.0143728087978663","0.024335991407502"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","Hauptschule","weiblich","53","0.0160893086938435","0.0116123113701002","0.0205663060175869"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","Realschule","maennlich","9","0.0141093968288501","0.00563458213354194","0.0225842115241582"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","Realschule","weiblich","8","0.007995769357344","0.00248408275028856","0.0135074559643994"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","(Fach-)Abitur","maennlich","4","0.0047438121208367","-0.00159065457364158","0.011078278815315"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","(Fach-)Abitur","weiblich","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","AkademikerIn","maennlich","10","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","AkademikerIn","weiblich","10","","",""
"Ledig","1987","(noch) kein Abschluss","maennlich","154","","",""
"Ledig","1987","(noch) kein Abschluss","weiblich","120","","",""
"Ledig","1987","Hauptschule","maennlich","649","0.195494009638878","0.181153863952373","0.209834155325383"
"Ledig","1987","Hauptschule","weiblich","376","0.109651728541128","0.0985336943863389","0.120769762695918"
"Ledig","1987","Realschule","maennlich","313","0.379317885965457","0.344452225276444","0.41418354665447"
"Ledig","1987","Realschule","weiblich","333","0.320950299124264","0.292058984880191","0.349841613368337"
"Ledig","1987","(Fach-)Abitur","maennlich","235","","",""
"Ledig","1987","(Fach-)Abitur","weiblich","146","","",""
"Ledig","1987","AkademikerIn","maennlich","77","0.167553089465426","0.134586112523532","0.200520066407321"
"Ledig","1987","AkademikerIn","weiblich","68","0.328335174122664","0.269770649491696","0.386899698753633"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","(noch) kein Abschluss","maennlich","5","0.0216241131667092","0.00814018741463188","0.0351080389187865"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","(noch) kein Abschluss","weiblich","17","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","Hauptschule","maennlich","93","0.0431874212875228","0.0358369654954702","0.0505378770795754"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","Hauptschule","weiblich","131","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","Realschule","maennlich","21","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","Realschule","weiblich","46","0.0586139439717199","0.0440767033987657","0.0731511845446741"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","(Fach-)Abitur","maennlich","11","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","(Fach-)Abitur","weiblich","13","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","AkademikerIn","maennlich","17","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","AkademikerIn","weiblich","16","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","(noch) kein Abschluss","maennlich","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","(noch) kein Abschluss","weiblich","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","Hauptschule","maennlich","81","0.0460476866566856","0.038469078786119","0.0536262945272522"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","Hauptschule","weiblich","416","0.217965787512023","0.203274923292812","0.232656651731234"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","Realschule","maennlich","16","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","Realschule","weiblich","79","0.132832272096","0.111828321956125","0.153836222235875"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","(Fach-)Abitur","maennlich","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","(Fach-)Abitur","weiblich","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","AkademikerIn","maennlich","7","0.0254372291820187","0.0115388408746621","0.0393356174893753"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","AkademikerIn","weiblich","11","","",""
