,Unnamed: 0,year,bula_h,sampreg,plh0105,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
38,38,1992,"Rhineland-Palatinate, Saarland",West,Very important,0.26185,146,10759,0.24396,0.28254
39,39,1992,"Rhineland-Palatinate, Saarland",West,Important,0.64799,347,10759,0.62081,0.679
40,40,1992,"Rhineland-Palatinate, Saarland",West,Less important,0.09016,43,10759,0.07604,0.10516
41,41,1992,Baden-Wuerttemberg,West,Very important,0.21547,250,10759,0.20083,0.22991
42,42,1992,Baden-Wuerttemberg,West,Important,0.65578,706,10759,0.6303,0.68294
43,43,1992,Baden-Wuerttemberg,West,Less important,0.12874,137,10759,0.11965,0.13872
44,44,1992,Bavaria,West,Very important,0.18895,258,10759,0.1775,0.20349
45,45,1992,Bavaria,West,Important,0.67274,875,10759,0.6525,0.69178
46,46,1992,Bavaria,West,Less important,0.13831,162,10759,0.12991,0.14729
47,47,1992,Berlin,West,Very important,0.33993,67,10759,0.30485,0.38331
48,48,1992,Berlin,West,Important,0.66007,129,10759,0.60522,0.71154
49,49,1992,Berlin,East,Very important,0.28319,64,10759,0.23361,0.32746
50,50,1992,Berlin,East,Important,0.71681,194,10759,0.6677,0.76281
51,51,1992,Brandenburg,East,Very important,0.20955,140,10759,0.19164,0.23117
52,52,1992,Brandenburg,East,Important,0.6639,434,10759,0.63368,0.69764
53,53,1992,Brandenburg,East,Less important,0.12655,79,10759,0.10984,0.14374
54,54,1992,Mecklenburg-Western Pomerania,East,Very important,0.27075,106,10759,0.24777,0.29208
55,55,1992,Mecklenburg-Western Pomerania,East,Important,0.62448,271,10759,0.58992,0.66256
56,56,1992,Mecklenburg-Western Pomerania,East,Less important,0.10477,38,10759,0.0875,0.12237
57,57,1992,Saxony,East,Very important,0.22987,274,10759,0.2176,0.24308
58,58,1992,Saxony,East,Important,0.67829,777,10759,0.65096,0.70839
59,59,1992,Saxony,East,Less important,0.09184,93,10759,0.08119,0.10335
60,60,1992,Saxony-Anhalt,East,Very important,0.2521,189,10759,0.23094,0.27327
61,61,1992,Saxony-Anhalt,East,Important,0.62462,478,10759,0.59251,0.66367
62,62,1992,Saxony-Anhalt,East,Less important,0.12328,95,10759,0.10822,0.14048
63,63,1992,Thuringa,East,Very important,0.27697,187,10759,0.2557,0.29703
64,64,1992,Thuringa,East,Important,0.62462,431,10759,0.59704,0.66243
65,65,1992,Thuringa,East,Less important,0.09841,61,10759,0.08248,0.11355
66,66,1995,Schleswig-Holstein,West,Very important,0.27895,75,10989,0.2398,0.32398
67,67,1995,Schleswig-Holstein,West,Important,0.72105,166,10989,0.66746,0.78021
68,68,1995,Hamburg,West,Important,1.0,74,10989,0.88258,1.14065
69,69,1995,Lower Saxony,West,Very important,0.26252,255,10989,0.24162,0.2836
70,70,1995,Lower Saxony,West,Important,0.66057,586,10989,0.62905,0.69373
71,71,1995,Lower Saxony,West,Less important,0.07691,64,10989,0.06523,0.08883
72,72,1995,Bremen,West,Very important,0.38923,31,10989,0.31905,0.47717
73,73,1995,Bremen,West,Important,0.61077,45,10989,0.52168,0.70437
74,74,1995,North Rhine-Westphalia,West,Very important,0.26637,589,10989,0.25585,0.2791
75,75,1995,North Rhine-Westphalia,West,Important,0.66708,1303,10989,0.64501,0.69263
76,76,1995,North Rhine-Westphalia,West,Less important,0.06655,131,10989,0.06009,0.07413
77,77,1995,Hesse,West,Very important,0.29937,211,10989,0.27765,0.32435
78,78,1995,Hesse,West,Important,0.61507,419,10989,0.57964,0.64711
79,79,1995,Hesse,West,Less important,0.08556,48,10989,0.07317,0.09847
80,80,1995,"Rhineland-Palatinate, Saarland",West,Very important,0.29625,180,10989,0.27262,0.32129
81,81,1995,"Rhineland-Palatinate, Saarland",West,Important,0.70375,410,10989,0.66542,0.74261
82,82,1995,Baden-Wuerttemberg,West,Very important,0.25367,312,10989,0.2378,0.2699
83,83,1995,Baden-Wuerttemberg,West,Important,0.63148,728,10989,0.60504,0.65586
84,84,1995,Baden-Wuerttemberg,West,Less important,0.11485,123,10989,0.09993,0.12907
85,85,1995,Bavaria,West,Very important,0.21183,324,10989,0.1957,0.22696
86,86,1995,Bavaria,West,Important,0.66732,909,10989,0.63964,0.6931
87,87,1995,Bavaria,West,Less important,0.12085,147,10989,0.11029,0.13137
88,88,1995,Berlin,West,Very important,0.2394,57,10989,0.21132,0.26556
89,89,1995,Berlin,West,Important,0.7606,181,10989,0.70264,0.83691
90,90,1995,Berlin,East,Very important,0.22907,60,10989,0.1961,0.26478
91,91,1995,Berlin,East,Important,0.77093,168,10989,0.71348,0.83253
92,92,1995,Brandenburg,East,Very important,0.2428,142,10989,0.22088,0.2639
93,93,1995,Brandenburg,East,Important,0.6839,392,10989,0.65651,0.72642
94,94,1995,Brandenburg,East,Less important,0.0733,47,10989,0.06357,0.08364
95,95,1995,Mecklenburg-Western Pomerania,East,Very important,0.24649,107,10989,0.22227,0.27922
96,96,1995,Mecklenburg-Western Pomerania,East,Important,0.65377,273,10989,0.61251,0.70612
97,97,1995,Mecklenburg-Western Pomerania,East,Less important,0.09974,32,10989,0.08096,0.11654
98,98,1995,Saxony,East,Very important,0.23725,255,10989,0.22149,0.25317
99,99,1995,Saxony,East,Important,0.64672,715,10989,0.61346,0.67737
100,100,1995,Saxony,East,Less important,0.11603,111,10989,0.09932,0.13092
101,101,1995,Saxony-Anhalt,East,Very important,0.29465,206,10989,0.27016,0.32129
102,102,1995,Saxony-Anhalt,East,Important,0.64846,433,10989,0.6092,0.68722
103,103,1995,Saxony-Anhalt,East,Less important,0.05689,38,10989,0.04633,0.07192
104,104,1995,Thuringa,East,Very important,0.28584,178,10989,0.26423,0.31127
105,105,1995,Thuringa,East,Important,0.6428,412,10989,0.59731,0.6843
106,106,1995,Thuringa,East,Less important,0.07136,52,10989,0.06249,0.08099
107,107,2004,Schleswig-Holstein,West,Very important,0.26729,200,21360,0.23845,0.29533
108,108,2004,Schleswig-Holstein,West,Important,0.665,427,21360,0.6242,0.70584
109,109,2004,Schleswig-Holstein,West,Less important,0.06771,36,21360,0.05144,0.0811
110,110,2004,Hamburg,West,Very important,0.22849,73,21360,0.18741,0.28267
111,111,2004,Hamburg,West,Important,0.77151,201,21360,0.68417,0.87402
112,112,2004,Lower Saxony,West,Very important,0.29049,558,21360,0.26745,0.31136
113,113,2004,Lower Saxony,West,Important,0.63483,1185,21360,0.60287,0.66424
114,114,2004,Lower Saxony,West,Less important,0.07468,125,21360,0.06648,0.08401
115,115,2004,Bremen,West,Very important,0.23745,41,21360,0.16977,0.30044
116,116,2004,Bremen,West,Important,0.76255,113,21360,0.68597,0.88256
117,117,2004,North Rhine-Westphalia,West,Very important,0.26103,1222,21360,0.24839,0.27568
118,118,2004,North Rhine-Westphalia,West,Important,0.65957,2965,21360,0.63992,0.67745
119,119,2004,North Rhine-Westphalia,West,Less important,0.07939,318,21360,0.07289,0.08542
120,120,2004,Hesse,West,Very important,0.28674,409,21360,0.26505,0.30454
121,121,2004,Hesse,West,Important,0.63437,921,21360,0.59857,0.67164
122,122,2004,Hesse,West,Less important,0.0789,103,21360,0.07026,0.08854
123,123,2004,"Rhineland-Palatinate, Saarland",West,Very important,0.30286,422,21360,0.28287,0.32714
124,124,2004,"Rhineland-Palatinate, Saarland",West,Important,0.62249,783,21360,0.5917,0.65728
125,125,2004,"Rhineland-Palatinate, Saarland",West,Less important,0.07465,87,21360,0.06416,0.08731
126,126,2004,Baden-Wuerttemberg,West,Very important,0.2573,706,21360,0.24056,0.2733
127,127,2004,Baden-Wuerttemberg,West,Important,0.64293,1636,21360,0.61644,0.66618
128,128,2004,Baden-Wuerttemberg,West,Less important,0.09977,231,21360,0.08965,0.11
129,129,2004,Bavaria,West,Very important,0.20878,649,21360,0.19557,0.22382
130,130,2004,Bavaria,West,Important,0.68153,2050,21360,0.65431,0.70672
131,131,2004,Bavaria,West,Less important,0.10969,318,21360,0.10032,0.11868
132,132,2004,Berlin,West,Very important,0.3407,144,21360,0.30323,0.37894
133,133,2004,Berlin,West,Important,0.5583,243,21360,0.50323,0.61638
134,134,2004,Berlin,West,Less important,0.101,43,21360,0.07667,0.12498
135,135,2004,Berlin,East,Very important,0.3353,113,21360,0.28737,0.39532
136,136,2004,Berlin,East,Important,0.6647,229,21360,0.61111,0.73143
137,137,2004,Brandenburg,East,Very important,0.20712,194,21360,0.18602,0.22781
138,138,2004,Brandenburg,East,Important,0.70896,623,21360,0.6748,0.74914
139,139,2004,Brandenburg,East,Less important,0.08392,79,21360,0.07152,0.09829
140,140,2004,Mecklenburg-Western Pomerania,East,Very important,0.24057,115,21360,0.21633,0.26682
141,141,2004,Mecklenburg-Western Pomerania,East,Important,0.6953,359,21360,0.63767,0.74641
142,142,2004,Mecklenburg-Western Pomerania,East,Less important,0.06413,31,21360,0.04923,0.08411
143,143,2004,Saxony,East,Very important,0.24899,363,21360,0.23048,0.26847
144,144,2004,Saxony,East,Important,0.66808,1050,21360,0.64093,0.69593
145,145,2004,Saxony,East,Less important,0.08294,136,21360,0.0718,0.09606
146,146,2004,Saxony-Anhalt,East,Very important,0.25865,237,21360,0.23369,0.28321
147,147,2004,Saxony-Anhalt,East,Important,0.63297,599,21360,0.60038,0.67336
148,148,2004,Saxony-Anhalt,East,Less important,0.10838,83,21360,0.09201,0.12512
149,149,2004,Thuringa,East,Very important,0.21952,203,21360,0.19658,0.247
150,150,2004,Thuringa,East,Important,0.69019,660,21360,0.64519,0.73371
151,151,2004,Thuringa,East,Less important,0.09028,77,21360,0.07276,0.10574
152,152,2008,Schleswig-Holstein,West,Very important,0.24756,134,19126,0.20857,0.28569
153,153,2008,Schleswig-Holstein,West,Important,0.68755,369,19126,0.63475,0.73582
154,154,2008,Schleswig-Holstein,West,Less important,0.06489,43,19126,0.04952,0.07861
155,155,2008,Hamburg,West,Very important,0.26407,78,19126,0.2115,0.31104
156,156,2008,Hamburg,West,Important,0.73593,187,19126,0.65361,0.82153
157,157,2008,Lower Saxony,West,Very important,0.27262,479,19126,0.25232,0.29319
158,158,2008,Lower Saxony,West,Important,0.64493,1121,19126,0.6124,0.67145
159,159,2008,Lower Saxony,West,Less important,0.08245,126,19126,0.07076,0.09406
160,160,2008,Bremen,West,Very important,0.24804,39,19126,0.17705,0.32271
161,161,2008,Bremen,West,Important,0.75196,85,19126,0.6315,0.8762
162,162,2008,North Rhine-Westphalia,West,Very important,0.27214,1050,19126,0.2601,0.28628
163,163,2008,North Rhine-Westphalia,West,Important,0.65492,2577,19126,0.6283,0.67409
164,164,2008,North Rhine-Westphalia,West,Less important,0.07294,270,19126,0.06614,0.07981
165,165,2008,Hesse,West,Very important,0.27892,367,19126,0.25713,0.30217
166,166,2008,Hesse,West,Important,0.64432,853,19126,0.61067,0.67586
167,167,2008,Hesse,West,Less important,0.07676,85,19126,0.06373,0.09025
168,168,2008,"Rhineland-Palatinate, Saarland",West,Very important,0.27752,326,19126,0.2552,0.30234
169,169,2008,"Rhineland-Palatinate, Saarland",West,Important,0.65348,696,19126,0.61473,0.69235
170,170,2008,"Rhineland-Palatinate, Saarland",West,Less important,0.069,67,19126,0.05905,0.07856
171,171,2008,Baden-Wuerttemberg,West,Very important,0.25061,640,19126,0.23424,0.27086
172,172,2008,Baden-Wuerttemberg,West,Important,0.65623,1519,19126,0.62788,0.68678
173,173,2008,Baden-Wuerttemberg,West,Less important,0.09316,183,19126,0.08211,0.10525
174,174,2008,Bavaria,West,Very important,0.2272,644,19126,0.21072,0.24396
175,175,2008,Bavaria,West,Important,0.67162,1828,19126,0.64612,0.70219
176,176,2008,Bavaria,West,Less important,0.10119,256,19126,0.093,0.11146
177,177,2008,Berlin,West,Very important,0.23541,105,19126,0.19963,0.27589
178,178,2008,Berlin,West,Important,0.63233,233,19126,0.5746,0.69645
179,179,2008,Berlin,West,Less important,0.13226,45,19126,0.10063,0.16468
180,180,2008,Berlin,East,Very important,0.31756,97,19126,0.26871,0.36841
181,181,2008,Berlin,East,Important,0.68244,212,19126,0.61256,0.74749
182,182,2008,Brandenburg,East,Very important,0.21615,177,19126,0.18567,0.2473
183,183,2008,Brandenburg,East,Important,0.71259,577,19126,0.66031,0.75822
184,184,2008,Brandenburg,East,Less important,0.07126,67,19126,0.05535,0.08568
185,185,2008,Mecklenburg-Western Pomerania,East,Very important,0.23721,113,19126,0.20807,0.26519
186,186,2008,Mecklenburg-Western Pomerania,East,Important,0.68288,342,19126,0.62584,0.74519
187,187,2008,Mecklenburg-Western Pomerania,East,Less important,0.07991,33,19126,0.05962,0.10174
188,188,2008,Saxony,East,Very important,0.22936,338,19126,0.20652,0.25055
189,189,2008,Saxony,East,Important,0.70093,989,19126,0.66287,0.73668
190,190,2008,Saxony,East,Less important,0.06971,93,19126,0.05805,0.08271
191,191,2008,Saxony-Anhalt,East,Very important,0.21556,176,19126,0.18673,0.24758
192,192,2008,Saxony-Anhalt,East,Important,0.71494,578,19126,0.65853,0.7648
193,193,2008,Saxony-Anhalt,East,Less important,0.0695,59,19126,0.05502,0.09093
194,194,2008,Thuringa,East,Very important,0.19784,183,19126,0.17485,0.22413
195,195,2008,Thuringa,East,Important,0.69574,612,19126,0.65197,0.74201
196,196,2008,Thuringa,East,Less important,0.10642,75,19126,0.08476,0.13504
197,197,2012,Schleswig-Holstein,West,Very important,0.32587,359,27374,0.29202,0.36408
198,198,2012,Schleswig-Holstein,West,Important,0.67413,589,27374,0.60782,0.74242
199,199,2012,Hamburg,West,Very important,0.37859,169,27374,0.31536,0.44706
200,200,2012,Hamburg,West,Important,0.62141,243,27374,0.54585,0.70312
201,201,2012,Lower Saxony,West,Very important,0.31878,886,27374,0.29402,0.34158
202,202,2012,Lower Saxony,West,Important,0.62477,1574,27374,0.60034,0.6508
203,203,2012,Lower Saxony,West,Less important,0.05645,94,27374,0.04608,0.06856
204,204,2012,Bremen,West,Very important,0.37081,76,27374,0.28824,0.45386
205,205,2012,Bremen,West,Important,0.62919,113,27374,0.47659,0.79201
206,206,2012,North Rhine-Westphalia,West,Very important,0.33992,2011,27374,0.32507,0.35861
207,207,2012,North Rhine-Westphalia,West,Important,0.5957,3196,27374,0.578,0.62072
208,208,2012,North Rhine-Westphalia,West,Less important,0.06438,290,27374,0.05714,0.07236
209,209,2012,Hesse,West,Very important,0.32728,683,27374,0.30057,0.35294
210,210,2012,Hesse,West,Important,0.61917,1137,27374,0.58436,0.65362
211,211,2012,Hesse,West,Less important,0.05355,79,27374,0.04287,0.06278
212,212,2012,"Rhineland-Palatinate, Saarland",West,Very important,0.35039,557,27374,0.31423,0.38032
213,213,2012,"Rhineland-Palatinate, Saarland",West,Important,0.58925,926,27374,0.54719,0.62094
214,214,2012,"Rhineland-Palatinate, Saarland",West,Less important,0.06036,64,27374,0.04828,0.07419
215,215,2012,Baden-Wuerttemberg,West,Very important,0.341,1241,27374,0.31839,0.37372
216,216,2012,Baden-Wuerttemberg,West,Important,0.60346,1945,27374,0.57011,0.6318
217,217,2012,Baden-Wuerttemberg,West,Less important,0.05554,140,27374,0.04751,0.06619
218,218,2012,Bavaria,West,Very important,0.29812,1468,27374,0.28043,0.31408
219,219,2012,Bavaria,West,Important,0.63876,2654,27374,0.6144,0.66654
220,220,2012,Bavaria,West,Less important,0.06311,204,27374,0.05441,0.07192
221,221,2012,Berlin,West,Very important,0.29115,206,27374,0.25888,0.32572
222,222,2012,Berlin,West,Important,0.63665,329,27374,0.56171,0.70074
223,223,2012,Berlin,West,Less important,0.0722,35,27374,0.05176,0.10119
224,224,2012,Berlin,East,Very important,0.36396,169,27374,0.31981,0.41204
225,225,2012,Berlin,East,Important,0.63604,272,27374,0.57267,0.71119
226,226,2012,Brandenburg,East,Very important,0.28233,321,27374,0.2522,0.32211
227,227,2012,Brandenburg,East,Important,0.65604,709,27374,0.61235,0.7094
228,228,2012,Brandenburg,East,Less important,0.06163,60,27374,0.04775,0.07866
229,229,2012,Mecklenburg-Western Pomerania,East,Very important,0.24373,178,27374,0.20357,0.28113
230,230,2012,Mecklenburg-Western Pomerania,East,Important,0.67979,420,27374,0.61455,0.7428
231,231,2012,Mecklenburg-Western Pomerania,East,Less important,0.07647,36,27374,0.05554,0.09851
232,232,2012,Saxony,East,Very important,0.28395,593,27374,0.26775,0.30695
233,233,2012,Saxony,East,Important,0.67226,1169,27374,0.63544,0.71163
234,234,2012,Saxony,East,Less important,0.04378,76,27374,0.0353,0.05286
235,235,2012,Saxony-Anhalt,East,Very important,0.2892,330,27374,0.2604,0.31834
236,236,2012,Saxony-Anhalt,East,Important,0.66664,652,27374,0.60997,0.72543
237,237,2012,Saxony-Anhalt,East,Less important,0.04416,50,27374,0.03477,0.05675
238,238,2012,Thuringa,East,Very important,0.27215,337,27374,0.24592,0.29416
239,239,2012,Thuringa,East,Important,0.66034,673,27374,0.60278,0.70113
240,240,2012,Thuringa,East,Less important,0.06751,61,27374,0.05362,0.08275
241,241,2016,Schleswig-Holstein,West,Very important,0.33071,319,24056,0.29419,0.37249
242,242,2016,Schleswig-Holstein,West,Important,0.6117,460,24056,0.54587,0.6682
243,243,2016,Schleswig-Holstein,West,Less important,0.05758,34,24056,0.03678,0.08133
244,244,2016,Hamburg,West,Very important,0.40006,162,24056,0.33773,0.45795
245,245,2016,Hamburg,West,Important,0.59994,245,24056,0.52177,0.68488
246,246,2016,Lower Saxony,West,Very important,0.3635,936,24056,0.33223,0.39733
247,247,2016,Lower Saxony,West,Important,0.59844,1339,24056,0.56615,0.62991
248,248,2016,Lower Saxony,West,Less important,0.03806,93,24056,0.03061,0.04561
249,249,2016,Bremen,West,Very important,0.3851,69,24056,0.26565,0.49154
250,250,2016,Bremen,West,Important,0.6149,102,24056,0.45233,0.79281
251,251,2016,North Rhine-Westphalia,West,Very important,0.34345,1870,24056,0.32289,0.36303
252,252,2016,North Rhine-Westphalia,West,Important,0.59183,2904,24056,0.56898,0.61771
253,253,2016,North Rhine-Westphalia,West,Less important,0.06472,263,24056,0.05676,0.07455
254,254,2016,Hesse,West,Very important,0.34178,576,24056,0.3044,0.37764
255,255,2016,Hesse,West,Important,0.60007,970,24056,0.55748,0.63338
256,256,2016,Hesse,West,Less important,0.05815,67,24056,0.04697,0.0701
257,257,2016,"Rhineland-Palatinate, Saarland",West,Very important,0.31992,528,24056,0.28951,0.34933
258,258,2016,"Rhineland-Palatinate, Saarland",West,Important,0.62141,894,24056,0.58582,0.66607
259,259,2016,"Rhineland-Palatinate, Saarland",West,Less important,0.05867,65,24056,0.0433,0.07366
260,260,2016,Baden-Wuerttemberg,West,Very important,0.36112,1102,24056,0.33519,0.3864
261,261,2016,Baden-Wuerttemberg,West,Important,0.58564,1605,24056,0.55286,0.62083
262,262,2016,Baden-Wuerttemberg,West,Less important,0.05323,125,24056,0.04365,0.0634
263,263,2016,Bavaria,West,Very important,0.33233,1383,24056,0.31255,0.35522
264,264,2016,Bavaria,West,Important,0.61982,2338,24056,0.59295,0.64644
265,265,2016,Bavaria,West,Less important,0.04785,154,24056,0.04108,0.05553
266,266,2016,Berlin,West,Very important,0.40764,208,24056,0.34534,0.4812
267,267,2016,Berlin,West,Important,0.59236,289,24056,0.5291,0.66561
268,268,2016,Berlin,East,Very important,0.36039,158,24056,0.30369,0.43318
269,269,2016,Berlin,East,Important,0.63961,214,24056,0.55272,0.73702
270,270,2016,Brandenburg,East,Very important,0.29417,300,24056,0.25529,0.33299
271,271,2016,Brandenburg,East,Important,0.66627,590,24056,0.6049,0.74672
272,272,2016,Brandenburg,East,Less important,0.03955,47,24056,0.03004,0.0532
273,273,2016,Mecklenburg-Western Pomerania,East,Very important,0.37865,186,24056,0.32146,0.43764
274,274,2016,Mecklenburg-Western Pomerania,East,Important,0.62135,306,24056,0.54023,0.6906
275,275,2016,Saxony,East,Very important,0.33777,515,24056,0.29662,0.3745
276,276,2016,Saxony,East,Important,0.60674,856,24056,0.56475,0.64816
277,277,2016,Saxony,East,Less important,0.05549,67,24056,0.04132,0.07165
278,278,2016,Saxony-Anhalt,East,Very important,0.27654,262,24056,0.23748,0.32511
279,279,2016,Saxony-Anhalt,East,Important,0.66489,517,24056,0.60672,0.73414
280,280,2016,Saxony-Anhalt,East,Less important,0.05856,43,24056,0.0423,0.0799
281,281,2016,Thuringa,East,Very important,0.29863,274,24056,0.25284,0.35258
282,282,2016,Thuringa,East,Important,0.64008,574,24056,0.57303,0.70601
283,283,2016,Thuringa,East,Less important,0.0613,47,24056,0.0501,0.07586
284,284,2021,Schleswig-Holstein,West,Very important,0.41331,278,17011,0.33906,0.48791
285,285,2021,Schleswig-Holstein,West,Important,0.58669,402,17011,0.52364,0.65693
286,286,2021,Hamburg,West,Very important,0.3496,148,17011,0.27632,0.4274
287,287,2021,Hamburg,West,Important,0.6504,231,17011,0.53795,0.75899
288,288,2021,Lower Saxony,West,Very important,0.35914,648,17011,0.32276,0.39729
289,289,2021,Lower Saxony,West,Important,0.60459,952,17011,0.55923,0.64652
290,290,2021,Lower Saxony,West,Less important,0.03627,67,17011,0.02576,0.04734
291,291,2021,Bremen,West,Very important,0.28515,45,17011,0.21966,0.37184
292,292,2021,Bremen,West,Important,0.71485,73,17011,0.50276,1.00523
293,293,2021,North Rhine-Westphalia,West,Very important,0.39704,1488,17011,0.37106,0.42166
294,294,2021,North Rhine-Westphalia,West,Important,0.55918,1942,17011,0.52991,0.59385
295,295,2021,North Rhine-Westphalia,West,Less important,0.04378,136,17011,0.03439,0.05488
296,296,2021,Hesse,West,Very important,0.37651,430,17011,0.32968,0.43401
297,297,2021,Hesse,West,Important,0.56822,598,17011,0.51255,0.62106
298,298,2021,Hesse,West,Less important,0.05527,50,17011,0.03743,0.07251
299,299,2021,"Rhineland-Palatinate, Saarland",West,Very important,0.35806,346,17011,0.31887,0.40418
300,300,2021,"Rhineland-Palatinate, Saarland",West,Important,0.60239,480,17011,0.54307,0.66599
301,301,2021,"Rhineland-Palatinate, Saarland",West,Less important,0.03955,37,17011,0.0231,0.06152
302,302,2021,Baden-Wuerttemberg,West,Very important,0.36163,741,17011,0.32641,0.39593
303,303,2021,Baden-Wuerttemberg,West,Important,0.56241,1077,17011,0.52092,0.59939
304,304,2021,Baden-Wuerttemberg,West,Less important,0.07595,133,17011,0.05968,0.09493
305,305,2021,Bavaria,West,Very important,0.38434,1052,17011,0.35593,0.41115
306,306,2021,Bavaria,West,Important,0.56833,1497,17011,0.53393,0.61481
307,307,2021,Bavaria,West,Less important,0.04734,117,17011,0.03629,0.05969
308,308,2021,Berlin,West,Very important,0.42599,210,17011,0.35562,0.50711
309,309,2021,Berlin,West,Important,0.54391,254,17011,0.46704,0.61953
310,310,2021,Berlin,West,Less important,0.0301,31,17011,0.01964,0.04326
311,311,2021,Berlin,East,Very important,0.4799,129,17011,0.38883,0.57582
312,312,2021,Berlin,East,Important,0.5201,153,17011,0.42826,0.61069
313,313,2021,Brandenburg,East,Very important,0.27657,219,17011,0.23704,0.32066
314,314,2021,Brandenburg,East,Important,0.66287,400,17011,0.58713,0.73994
315,315,2021,Brandenburg,East,Less important,0.06056,37,17011,0.03864,0.07846
316,316,2021,Mecklenburg-Western Pomerania,East,Very important,0.37047,146,17011,0.30282,0.44483
317,317,2021,Mecklenburg-Western Pomerania,East,Important,0.62953,232,17011,0.55248,0.72083
318,318,2021,Saxony,East,Very important,0.34204,414,17011,0.30084,0.38378
319,319,2021,Saxony,East,Important,0.61366,652,17011,0.5479,0.6778
320,320,2021,Saxony,East,Less important,0.0443,44,17011,0.02906,0.06244
321,321,2021,Saxony-Anhalt,East,Very important,0.28773,172,17011,0.23477,0.35415
322,322,2021,Saxony-Anhalt,East,Important,0.62228,346,17011,0.53731,0.70699
323,323,2021,Saxony-Anhalt,East,Less important,0.08999,42,17011,0.06106,0.13035
324,324,2021,Thuringa,East,Very important,0.35445,218,17011,0.29797,0.42337
325,325,2021,Thuringa,East,Important,0.64555,344,17011,0.55566,0.75133
