year,sampreg,sex,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,West,male,Unimportant,0.00572,32,6399,0.00387,0.00757
2021,West,female,Very important,0.44422,3284,7141,0.43269,0.45574
2021,West,female,Important,0.51630,3621,7141,0.50471,0.52789
2021,West,female,Less important,0.03587,236,7141,0.03156,0.04019
2021,East,male,Very important,0.26010,484,1672,0.23907,0.28114
2021,East,male,Important,0.66124,1073,1672,0.63855,0.68394
2021,East,male,Less important,0.07567,115,1672,0.06299,0.08835
2021,East,female,Very important,0.40112,814,1928,0.37923,0.42300
2021,East,female,Important,0.56129,1052,1928,0.53914,0.58345
2021,East,female,Less important,0.03559,62,1928,0.02732,0.04387
