year,migback,pgisced97,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Indirect migration background,Lower Secondary Level,At least once per week,0.52159,57,57,0.39075,0.65242
1990,Indirect migration background,Upper Secondary Level,At least once per week,0.57504,55,55,0.44319,0.70689
1995,No migration background,No answer / don't know,At least once per week,0.38396,40,40,0.23132,0.53660
1995,No migration background,Pre-primary Level,Daily,0.22453,52,152,0.15798,0.29109
1995,No migration background,Pre-primary Level,At least once per week,0.57647,100,152,0.49766,0.65528
1995,No migration background,Lower Secondary Level,Daily,0.07815,133,1536,0.06472,0.09158
1995,No migration background,Lower Secondary Level,At least once per week,0.39891,604,1536,0.37441,0.42340
1995,No migration background,Lower Secondary Level,At least once per month,0.25282,390,1536,0.23107,0.27456
1995,No migration background,Lower Secondary Level,Seldom,0.21385,329,1536,0.19334,0.23436
1995,No migration background,Lower Secondary Level,Never,0.05628,80,1536,0.04475,0.06781
1995,No migration background,Upper Secondary Level,Daily,0.04780,238,5534,0.04217,0.05342
1995,No migration background,Upper Secondary Level,At least once per week,0.37306,2070,5534,0.36031,0.38580
1995,No migration background,Upper Secondary Level,At least once per month,0.31695,1767,5534,0.30469,0.32921
1995,No migration background,Upper Secondary Level,Seldom,0.22991,1296,5534,0.21882,0.24100
1995,No migration background,Upper Secondary Level,Never,0.03229,163,5534,0.02763,0.03695
1995,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.54227,159,284,0.48423,0.60032
1995,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.26215,85,284,0.21091,0.31339
1995,No migration background,Post-secondary Non-tertiary Level,Seldom,0.11205,40,284,0.07530,0.14880
1995,No migration background,First Stage of Tertiary Education,At least once per week,0.34808,238,662,0.31177,0.38440
1995,No migration background,First Stage of Tertiary Education,At least once per month,0.36253,261,662,0.32588,0.39917
1995,No migration background,First Stage of Tertiary Education,Seldom,0.24617,163,662,0.21333,0.27901
1995,No migration background,Second Stage of Tertiary Education,Daily,0.02779,36,1520,0.01952,0.03606
1995,No migration background,Second Stage of Tertiary Education,At least once per week,0.38348,526,1520,0.35902,0.40793
1995,No migration background,Second Stage of Tertiary Education,At least once per month,0.34707,563,1520,0.32313,0.37101
1995,No migration background,Second Stage of Tertiary Education,Seldom,0.22380,395,1520,0.20284,0.24476
1995,Direct migration background,No answer / don't know,At least once per week,0.51368,65,65,0.39123,0.63614
1995,Direct migration background,Primary Level,Daily,0.09799,42,439,0.07014,0.12583
1995,Direct migration background,Primary Level,At least once per week,0.53492,254,439,0.48821,0.58163
1995,Direct migration background,Primary Level,At least once per month,0.21147,100,439,0.17323,0.24971
1995,Direct migration background,Primary Level,Seldom,0.11133,43,439,0.08187,0.14078
1995,Direct migration background,Lower Secondary Level,Daily,0.07802,70,755,0.05888,0.09717
1995,Direct migration background,Lower Secondary Level,At least once per week,0.46002,417,755,0.42445,0.49560
1995,Direct migration background,Lower Secondary Level,At least once per month,0.27587,184,755,0.24397,0.30777
1995,Direct migration background,Lower Secondary Level,Seldom,0.13904,84,755,0.11434,0.16374
1995,Direct migration background,Upper Secondary Level,Daily,0.07556,86,959,0.05882,0.09230
1995,Direct migration background,Upper Secondary Level,At least once per week,0.42203,481,959,0.39076,0.45331
1995,Direct migration background,Upper Secondary Level,At least once per month,0.27571,246,959,0.24741,0.30401
1995,Direct migration background,Upper Secondary Level,Seldom,0.17924,146,959,0.15495,0.20352
1995,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.46638,73,119,0.37637,0.55639
1995,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.30450,46,119,0.22147,0.38754
1995,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.42844,86,181,0.35615,0.50073
1995,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.37082,64,181,0.30026,0.44138
1995,Direct migration background,Second Stage of Tertiary Education,Seldom,0.16702,31,181,0.11253,0.22151
1995,Indirect migration background,Lower Secondary Level,Daily,0.26115,44,127,0.18445,0.33785
1995,Indirect migration background,Lower Secondary Level,At least once per week,0.49219,83,127,0.40490,0.57949
1995,Indirect migration background,Upper Secondary Level,Daily,0.19852,36,146,0.13359,0.26344
1995,Indirect migration background,Upper Secondary Level,At least once per week,0.54076,110,146,0.45965,0.62187
1998,No migration background,No answer / don't know,Daily,0.09550,40,407,0.06691,0.12409
1998,No migration background,No answer / don't know,At least once per week,0.41781,188,407,0.36984,0.46579
1998,No migration background,No answer / don't know,At least once per month,0.25611,102,407,0.21365,0.29856
1998,No migration background,No answer / don't know,Seldom,0.19164,77,407,0.15335,0.22992
1998,No migration background,Pre-primary Level,Daily,0.26179,66,197,0.20024,0.32333
1998,No migration background,Pre-primary Level,At least once per week,0.56528,131,197,0.49588,0.63468
1998,No migration background,Lower Secondary Level,Daily,0.07800,152,1677,0.06516,0.09084
1998,No migration background,Lower Secondary Level,At least once per week,0.41024,694,1677,0.38669,0.43379
1998,No migration background,Lower Secondary Level,At least once per month,0.25788,417,1677,0.23694,0.27882
1998,No migration background,Lower Secondary Level,Seldom,0.21705,354,1677,0.19732,0.23679
1998,No migration background,Lower Secondary Level,Never,0.03682,60,1677,0.02780,0.04584
1998,No migration background,Upper Secondary Level,Daily,0.04567,264,5940,0.04036,0.05098
1998,No migration background,Upper Secondary Level,At least once per week,0.39740,2323,5940,0.38495,0.40984
1998,No migration background,Upper Secondary Level,At least once per month,0.30503,1899,5940,0.29332,0.31674
1998,No migration background,Upper Secondary Level,Seldom,0.22891,1336,5940,0.21823,0.23960
1998,No migration background,Upper Secondary Level,Never,0.02299,118,5940,0.01918,0.02680
1998,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.55731,177,335,0.50404,0.61058
1998,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.28521,113,335,0.23679,0.33363
1998,No migration background,Post-secondary Non-tertiary Level,Seldom,0.12121,45,335,0.08620,0.15621
1998,No migration background,First Stage of Tertiary Education,At least once per week,0.38404,288,722,0.34854,0.41954
1998,No migration background,First Stage of Tertiary Education,At least once per month,0.31988,250,722,0.28583,0.35393
1998,No migration background,First Stage of Tertiary Education,Seldom,0.25270,184,722,0.22098,0.28442
1998,No migration background,Second Stage of Tertiary Education,Daily,0.02509,37,1732,0.01772,0.03245
1998,No migration background,Second Stage of Tertiary Education,At least once per week,0.38341,624,1732,0.36051,0.40632
1998,No migration background,Second Stage of Tertiary Education,At least once per month,0.36848,666,1732,0.34575,0.39120
1998,No migration background,Second Stage of Tertiary Education,Seldom,0.21387,405,1732,0.19455,0.23318
1998,Direct migration background,No answer / don't know,At least once per week,0.37248,64,100,0.27724,0.46772
1998,Direct migration background,No answer / don't know,At least once per month,0.38374,36,100,0.28794,0.47953
1998,Direct migration background,Primary Level,Daily,0.13833,56,357,0.10247,0.17420
1998,Direct migration background,Primary Level,At least once per week,0.51606,191,357,0.46415,0.56797
1998,Direct migration background,Primary Level,At least once per month,0.20127,70,357,0.15962,0.24292
1998,Direct migration background,Primary Level,Seldom,0.13029,40,357,0.09532,0.16526
1998,Direct migration background,Lower Secondary Level,Daily,0.09253,70,640,0.07006,0.11500
1998,Direct migration background,Lower Secondary Level,At least once per week,0.48641,352,640,0.44766,0.52517
1998,Direct migration background,Lower Secondary Level,At least once per month,0.21801,142,640,0.18600,0.25003
1998,Direct migration background,Lower Secondary Level,Seldom,0.16472,76,640,0.13596,0.19348
1998,Direct migration background,Upper Secondary Level,Daily,0.06852,70,827,0.05129,0.08575
1998,Direct migration background,Upper Secondary Level,At least once per week,0.45315,412,827,0.41921,0.48710
1998,Direct migration background,Upper Secondary Level,At least once per month,0.24467,206,827,0.21536,0.27399
1998,Direct migration background,Upper Secondary Level,Seldom,0.19962,139,827,0.17236,0.22688
1998,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.48910,64,102,0.39161,0.58659
1998,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.29413,38,102,0.20526,0.38299
1998,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.44764,80,180,0.37480,0.52049
1998,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.32692,65,180,0.25820,0.39564
1998,Direct migration background,Second Stage of Tertiary Education,Seldom,0.17841,35,180,0.12232,0.23450
1998,Indirect migration background,Pre-primary Level,At least once per week,0.52385,38,38,0.36293,0.68478
1998,Indirect migration background,Lower Secondary Level,Daily,0.28742,59,154,0.21571,0.35913
1998,Indirect migration background,Lower Secondary Level,At least once per week,0.48882,95,154,0.40961,0.56803
1998,Indirect migration background,Upper Secondary Level,Daily,0.22513,41,160,0.16021,0.29005
1998,Indirect migration background,Upper Secondary Level,At least once per week,0.55258,119,160,0.47529,0.62987
2003,No migration background,No answer / don't know,Daily,0.20609,38,120,0.13341,0.27877
2003,No migration background,No answer / don't know,At least once per week,0.45175,82,120,0.36233,0.54117
2003,No migration background,Pre-primary Level,Daily,0.26038,139,473,0.22079,0.29998
2003,No migration background,Pre-primary Level,At least once per week,0.59053,281,473,0.54616,0.63489
2003,No migration background,Pre-primary Level,At least once per month,0.10371,53,473,0.07620,0.13121
2003,No migration background,Primary Level,At least once per week,0.39287,33,33,0.22366,0.56209
2003,No migration background,Lower Secondary Level,Daily,0.07340,155,1881,0.06161,0.08519
2003,No migration background,Lower Secondary Level,At least once per week,0.40055,761,1881,0.37840,0.42270
2003,No migration background,Lower Secondary Level,At least once per month,0.22778,450,1881,0.20882,0.24674
2003,No migration background,Lower Secondary Level,Seldom,0.22347,390,1881,0.20464,0.24230
2003,No migration background,Lower Secondary Level,Never,0.07480,125,1881,0.06291,0.08669
2003,No migration background,Upper Secondary Level,Daily,0.03164,329,9773,0.02816,0.03511
2003,No migration background,Upper Secondary Level,At least once per week,0.39317,3822,9773,0.38349,0.40286
2003,No migration background,Upper Secondary Level,At least once per month,0.31833,3231,9773,0.30909,0.32756
2003,No migration background,Upper Secondary Level,Seldom,0.22223,2099,9773,0.21399,0.23047
2003,No migration background,Upper Secondary Level,Never,0.03464,292,9773,0.03101,0.03826
2003,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.49562,439,837,0.46173,0.52952
2003,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.30443,276,837,0.27324,0.33563
2003,No migration background,Post-secondary Non-tertiary Level,Seldom,0.14030,122,837,0.11675,0.16384
2003,No migration background,First Stage of Tertiary Education,Daily,0.03061,45,1500,0.02189,0.03933
2003,No migration background,First Stage of Tertiary Education,At least once per week,0.37561,537,1500,0.35110,0.40013
2003,No migration background,First Stage of Tertiary Education,At least once per month,0.34302,569,1500,0.31898,0.36705
2003,No migration background,First Stage of Tertiary Education,Seldom,0.22426,314,1500,0.20315,0.24538
2003,No migration background,First Stage of Tertiary Education,Never,0.02650,35,1500,0.01837,0.03463
2003,No migration background,Second Stage of Tertiary Education,Daily,0.02388,77,3909,0.01910,0.02867
2003,No migration background,Second Stage of Tertiary Education,At least once per week,0.40465,1533,3909,0.38926,0.42004
2003,No migration background,Second Stage of Tertiary Education,At least once per month,0.38307,1575,3909,0.36783,0.39831
2003,No migration background,Second Stage of Tertiary Education,Seldom,0.17905,692,3909,0.16703,0.19107
2003,No migration background,Second Stage of Tertiary Education,Never,0.00934,32,3909,0.00632,0.01236
2003,Direct migration background,Pre-primary Level,At least once per week,0.53849,33,33,0.36576,0.71122
2003,Direct migration background,Primary Level,At least once per week,0.39122,68,120,0.30354,0.47890
2003,Direct migration background,Primary Level,At least once per month,0.33677,52,120,0.25186,0.42169
2003,Direct migration background,Lower Secondary Level,Daily,0.07277,47,630,0.05247,0.09307
2003,Direct migration background,Lower Secondary Level,At least once per week,0.53039,349,630,0.49139,0.56940
2003,Direct migration background,Lower Secondary Level,At least once per month,0.20513,135,630,0.17357,0.23669
2003,Direct migration background,Lower Secondary Level,Seldom,0.14469,99,630,0.11720,0.17218
2003,Direct migration background,Upper Secondary Level,Daily,0.05570,43,968,0.04125,0.07016
2003,Direct migration background,Upper Secondary Level,At least once per week,0.44002,444,968,0.40873,0.47131
2003,Direct migration background,Upper Secondary Level,At least once per month,0.28394,288,968,0.25552,0.31236
2003,Direct migration background,Upper Secondary Level,Seldom,0.18589,161,968,0.16137,0.21041
2003,Direct migration background,Upper Secondary Level,Never,0.03445,32,968,0.02295,0.04594
2003,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.44608,102,214,0.37933,0.51284
2003,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.27695,65,214,0.21686,0.33705
2003,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.23666,47,214,0.17958,0.29374
2003,Direct migration background,First Stage of Tertiary Education,At least once per week,0.43794,62,115,0.34686,0.52901
2003,Direct migration background,First Stage of Tertiary Education,At least once per month,0.32474,53,115,0.23878,0.41071
2003,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.39321,142,345,0.34159,0.44483
2003,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.37638,145,345,0.32519,0.42758
2003,Direct migration background,Second Stage of Tertiary Education,Seldom,0.17602,58,345,0.13578,0.21627
2003,Indirect migration background,Pre-primary Level,At least once per week,0.56458,39,39,0.40693,0.72222
2003,Indirect migration background,Lower Secondary Level,Daily,0.18840,36,139,0.12316,0.25365
2003,Indirect migration background,Lower Secondary Level,At least once per week,0.56479,103,139,0.48207,0.64751
2003,Indirect migration background,Upper Secondary Level,Daily,0.09028,31,292,0.05735,0.12320
2003,Indirect migration background,Upper Secondary Level,At least once per week,0.52449,192,292,0.46711,0.58187
2003,Indirect migration background,Upper Secondary Level,At least once per month,0.23070,69,292,0.18230,0.27911
2003,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.57746,36,36,0.41381,0.74111
2008,No migration background,No answer / don't know,Daily,0.14777,37,207,0.09931,0.19623
2008,No migration background,No answer / don't know,At least once per week,0.50730,121,207,0.43903,0.57557
2008,No migration background,No answer / don't know,At least once per month,0.21312,49,207,0.15720,0.26904
2008,No migration background,Pre-primary Level,Daily,0.13393,37,268,0.09308,0.17478
2008,No migration background,Pre-primary Level,At least once per week,0.66141,185,268,0.60464,0.71817
2008,No migration background,Pre-primary Level,At least once per month,0.12412,46,268,0.08457,0.16367
2008,No migration background,Lower Secondary Level,Daily,0.07165,95,1419,0.05822,0.08507
2008,No migration background,Lower Secondary Level,At least once per week,0.37182,548,1419,0.34667,0.39698
2008,No migration background,Lower Secondary Level,At least once per month,0.23824,356,1419,0.21607,0.26041
2008,No migration background,Lower Secondary Level,Seldom,0.24101,326,1419,0.21875,0.26327
2008,No migration background,Lower Secondary Level,Never,0.07728,94,1419,0.06338,0.09118
2008,No migration background,Upper Secondary Level,Daily,0.03632,297,8664,0.03238,0.04026
2008,No migration background,Upper Secondary Level,At least once per week,0.37213,3213,8664,0.36195,0.38230
2008,No migration background,Upper Secondary Level,At least once per month,0.30978,2813,8664,0.30004,0.31951
2008,No migration background,Upper Secondary Level,Seldom,0.24723,2062,8664,0.23814,0.25631
2008,No migration background,Upper Secondary Level,Never,0.03455,279,8664,0.03071,0.03840
2008,No migration background,Post-secondary Non-tertiary Level,Daily,0.05777,31,844,0.04202,0.07352
2008,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.42787,351,844,0.39447,0.46127
2008,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.35026,327,844,0.31806,0.38247
2008,No migration background,Post-secondary Non-tertiary Level,Seldom,0.14705,135,844,0.12315,0.17096
2008,No migration background,First Stage of Tertiary Education,At least once per week,0.35481,425,1248,0.32825,0.38136
2008,No migration background,First Stage of Tertiary Education,At least once per month,0.36666,480,1248,0.33991,0.39341
2008,No migration background,First Stage of Tertiary Education,Seldom,0.23869,310,1248,0.21503,0.26235
2008,No migration background,First Stage of Tertiary Education,Never,0.02958,33,1248,0.02018,0.03899
2008,No migration background,Second Stage of Tertiary Education,Daily,0.02253,68,3778,0.01780,0.02726
2008,No migration background,Second Stage of Tertiary Education,At least once per week,0.36137,1336,3778,0.34605,0.37669
2008,No migration background,Second Stage of Tertiary Education,At least once per month,0.40176,1566,3778,0.38612,0.41739
2008,No migration background,Second Stage of Tertiary Education,Seldom,0.19779,766,3778,0.18509,0.21049
2008,No migration background,Second Stage of Tertiary Education,Never,0.01656,42,3778,0.01249,0.02063
2008,Direct migration background,Primary Level,At least once per week,0.42512,45,45,0.27905,0.57120
2008,Direct migration background,Lower Secondary Level,At least once per week,0.43028,191,388,0.38095,0.47961
2008,Direct migration background,Lower Secondary Level,At least once per month,0.24591,111,388,0.20300,0.28881
2008,Direct migration background,Lower Secondary Level,Seldom,0.23064,86,388,0.18867,0.27261
2008,Direct migration background,Upper Secondary Level,Daily,0.03735,31,693,0.02322,0.05148
2008,Direct migration background,Upper Secondary Level,At least once per week,0.42931,316,693,0.39243,0.46619
2008,Direct migration background,Upper Secondary Level,At least once per month,0.32489,214,693,0.28999,0.35978
2008,Direct migration background,Upper Secondary Level,Seldom,0.18418,132,693,0.15530,0.21306
2008,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.41477,82,184,0.34339,0.48616
2008,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.36436,64,184,0.29463,0.43409
2008,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.18148,38,184,0.12564,0.23733
2008,Direct migration background,First Stage of Tertiary Education,At least once per week,0.40005,49,84,0.29465,0.50545
2008,Direct migration background,First Stage of Tertiary Education,At least once per month,0.30874,35,84,0.20935,0.40813
2008,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.40484,114,304,0.34957,0.46011
2008,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.40811,140,304,0.35277,0.46345
2008,Direct migration background,Second Stage of Tertiary Education,Seldom,0.16480,50,304,0.12303,0.20658
2008,Indirect migration background,Pre-primary Level,At least once per week,0.64926,32,32,0.48127,0.81724
2008,Indirect migration background,Lower Secondary Level,At least once per week,0.57504,89,89,0.47176,0.67833
2008,Indirect migration background,Upper Secondary Level,At least once per week,0.58747,193,292,0.53091,0.64403
2008,Indirect migration background,Upper Secondary Level,At least once per month,0.19887,56,292,0.15301,0.24474
2008,Indirect migration background,Upper Secondary Level,Seldom,0.14007,43,292,0.10020,0.17995
2008,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.65029,51,51,0.51811,0.78248
2013,No migration background,No answer / don't know,Daily,0.14514,56,293,0.10474,0.18554
2013,No migration background,No answer / don't know,At least once per week,0.51022,179,293,0.45289,0.56756
2013,No migration background,No answer / don't know,At least once per month,0.21921,58,293,0.17176,0.26666
2013,No migration background,Pre-primary Level,Daily,0.15102,49,305,0.11077,0.19127
2013,No migration background,Pre-primary Level,At least once per week,0.64905,205,305,0.59540,0.70271
2013,No migration background,Pre-primary Level,At least once per month,0.14722,51,305,0.10739,0.18705
2013,No migration background,Primary Level,At least once per week,0.37506,73,112,0.28499,0.46512
2013,No migration background,Primary Level,Seldom,0.25970,39,112,0.17813,0.34127
2013,No migration background,Lower Secondary Level,Daily,0.07584,152,1851,0.06378,0.08790
2013,No migration background,Lower Secondary Level,At least once per week,0.37097,721,1851,0.34896,0.39299
2013,No migration background,Lower Secondary Level,At least once per month,0.24601,437,1851,0.22638,0.26563
2013,No migration background,Lower Secondary Level,Seldom,0.23595,411,1851,0.21660,0.25530
2013,No migration background,Lower Secondary Level,Never,0.07123,130,1851,0.05951,0.08295
2013,No migration background,Upper Secondary Level,Daily,0.03652,416,10873,0.03300,0.04005
2013,No migration background,Upper Secondary Level,At least once per week,0.34534,3921,10873,0.33640,0.35427
2013,No migration background,Upper Secondary Level,At least once per month,0.31879,3478,10873,0.31003,0.32755
2013,No migration background,Upper Secondary Level,Seldom,0.25281,2590,10873,0.24464,0.26098
2013,No migration background,Upper Secondary Level,Never,0.04653,468,10873,0.04257,0.05049
2013,No migration background,Post-secondary Non-tertiary Level,Daily,0.02391,36,1364,0.01580,0.03202
2013,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.45395,604,1364,0.42751,0.48038
2013,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.35095,506,1364,0.32561,0.37628
2013,No migration background,Post-secondary Non-tertiary Level,Seldom,0.15060,218,1364,0.13162,0.16959
2013,No migration background,First Stage of Tertiary Education,At least once per week,0.33830,499,1486,0.31424,0.36237
2013,No migration background,First Stage of Tertiary Education,At least once per month,0.40028,605,1486,0.37536,0.42520
2013,No migration background,First Stage of Tertiary Education,Seldom,0.22314,346,1486,0.20197,0.24432
2013,No migration background,First Stage of Tertiary Education,Never,0.02235,36,1486,0.01483,0.02987
2013,No migration background,Second Stage of Tertiary Education,Daily,0.01693,95,5045,0.01337,0.02050
2013,No migration background,Second Stage of Tertiary Education,At least once per week,0.36750,1929,5045,0.35419,0.38080
2013,No migration background,Second Stage of Tertiary Education,At least once per month,0.40228,2040,5045,0.38874,0.41581
2013,No migration background,Second Stage of Tertiary Education,Seldom,0.19604,913,5045,0.18509,0.20700
2013,No migration background,Second Stage of Tertiary Education,Never,0.01725,68,5045,0.01365,0.02084
2013,Direct migration background,Primary Level,At least once per week,0.45239,61,61,0.32644,0.57833
2013,Direct migration background,Lower Secondary Level,At least once per week,0.37712,231,481,0.33376,0.42047
2013,Direct migration background,Lower Secondary Level,At least once per month,0.29207,151,481,0.25139,0.33275
2013,Direct migration background,Lower Secondary Level,Seldom,0.25121,99,481,0.21241,0.29000
2013,Direct migration background,Upper Secondary Level,Daily,0.03448,38,1041,0.02339,0.04557
2013,Direct migration background,Upper Secondary Level,At least once per week,0.36911,419,1041,0.33978,0.39844
2013,Direct migration background,Upper Secondary Level,At least once per month,0.33860,324,1041,0.30984,0.36736
2013,Direct migration background,Upper Secondary Level,Seldom,0.22577,226,1041,0.20036,0.25118
2013,Direct migration background,Upper Secondary Level,Never,0.03203,34,1041,0.02133,0.04273
2013,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.35612,135,303,0.30211,0.41012
2013,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.31141,103,303,0.25919,0.36364
2013,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.23882,65,303,0.19073,0.28691
2013,Direct migration background,First Stage of Tertiary Education,At least once per week,0.37533,44,78,0.26718,0.48349
2013,Direct migration background,First Stage of Tertiary Education,At least once per month,0.23467,34,78,0.14001,0.32933
2013,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.40458,223,573,0.36436,0.44481
2013,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.34782,219,573,0.30878,0.38685
2013,Direct migration background,Second Stage of Tertiary Education,Seldom,0.21151,131,573,0.17804,0.24498
2013,Indirect migration background,No answer / don't know,At least once per week,0.65757,40,40,0.50864,0.80650
2013,Indirect migration background,Pre-primary Level,At least once per week,0.59135,57,57,0.46259,0.72010
2013,Indirect migration background,Lower Secondary Level,At least once per week,0.53534,102,133,0.45026,0.62043
2013,Indirect migration background,Lower Secondary Level,At least once per month,0.09821,31,133,0.04744,0.14898
2013,Indirect migration background,Upper Secondary Level,Daily,0.08538,44,437,0.05915,0.11161
2013,Indirect migration background,Upper Secondary Level,At least once per week,0.41446,192,437,0.36822,0.46070
2013,Indirect migration background,Upper Secondary Level,At least once per month,0.33580,133,437,0.29147,0.38013
2013,Indirect migration background,Upper Secondary Level,Seldom,0.14326,68,437,0.11038,0.17615
2013,Indirect migration background,Post-secondary Non-tertiary Level,At least once per week,0.53826,32,32,0.36277,0.71376
2013,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.53912,78,142,0.45685,0.62140
2013,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.36921,64,142,0.28956,0.44887
2019,No migration background,No answer / don't know,At least once per week,0.49694,161,302,0.44045,0.55342
2019,No migration background,No answer / don't know,At least once per month,0.28125,76,302,0.23046,0.33205
2019,No migration background,No answer / don't know,Seldom,0.11656,65,302,0.08031,0.15281
2019,No migration background,Pre-primary Level,At least once per week,0.56635,114,167,0.49096,0.64174
2019,No migration background,Pre-primary Level,At least once per month,0.19228,53,167,0.13233,0.25224
2019,No migration background,Primary Level,At least once per week,0.28747,44,90,0.19345,0.38150
2019,No migration background,Primary Level,Seldom,0.33454,46,90,0.23652,0.43257
2019,No migration background,Lower Secondary Level,Daily,0.06052,126,1574,0.04874,0.07231
2019,No migration background,Lower Secondary Level,At least once per week,0.32952,559,1574,0.30629,0.35275
2019,No migration background,Lower Secondary Level,At least once per month,0.27643,414,1574,0.25433,0.29853
