year,age_gr,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,Seldom,0.25285,1841,7545,0.24304,0.26265
2003,46-65 y.,Never,0.03475,237,7545,0.03062,0.03888
2003,66 and older,Daily,0.02940,98,3630,0.02391,0.03490
2003,66 and older,At least once per week,0.34794,1230,3630,0.33244,0.36344
2003,66 and older,At least once per month,0.28548,1111,3630,0.27078,0.30017
2003,66 and older,Seldom,0.25613,918,3630,0.24193,0.27033
2003,66 and older,Never,0.08105,273,3630,0.07217,0.08993
2008,17-29 y.,Daily,0.12599,380,3119,0.11434,0.13763
2008,17-29 y.,At least once per week,0.57719,1821,3119,0.55985,0.59453
2008,17-29 y.,At least once per month,0.19766,651,3119,0.18368,0.21163
2008,17-29 y.,Seldom,0.08612,267,3119,0.07627,0.09597
2008,30-45 y.,Daily,0.03055,147,5154,0.02585,0.03525
2008,30-45 y.,At least once per week,0.43622,2221,5154,0.42268,0.44976
2008,30-45 y.,At least once per month,0.34458,1851,5154,0.33161,0.35756
2008,30-45 y.,Seldom,0.17927,883,5154,0.16879,0.18974
2008,30-45 y.,Never,0.00937,52,5154,0.00674,0.01201
2008,46-65 y.,Daily,0.01864,107,6665,0.01539,0.02189
2008,46-65 y.,At least once per week,0.31018,2061,6665,0.29908,0.32129
2008,46-65 y.,At least once per month,0.35818,2517,6665,0.34667,0.36970
2008,46-65 y.,Seldom,0.27323,1775,6665,0.26253,0.28393
2008,46-65 y.,Never,0.03976,205,6665,0.03507,0.04445
2008,66 and older,Daily,0.03061,114,4272,0.02544,0.03577
2008,66 and older,At least once per week,0.32220,1364,4272,0.30819,0.33622
2008,66 and older,At least once per month,0.29685,1359,4272,0.28315,0.31055
2008,66 and older,Seldom,0.28637,1181,4272,0.27282,0.29993
2008,66 and older,Never,0.06397,254,4272,0.05663,0.07131
2013,17-29 y.,Daily,0.12278,462,3557,0.11199,0.13357
2013,17-29 y.,At least once per week,0.55153,1986,3557,0.53519,0.56788
2013,17-29 y.,At least once per month,0.22114,735,3557,0.20750,0.23478
2013,17-29 y.,Seldom,0.09264,327,3557,0.08311,0.10217
2013,17-29 y.,Never,0.01191,47,3557,0.00834,0.01547
2013,30-45 y.,Daily,0.02842,292,7982,0.02477,0.03206
2013,30-45 y.,At least once per week,0.43335,3553,7982,0.42248,0.44422
2013,30-45 y.,At least once per month,0.36769,2744,7982,0.35711,0.37827
2013,30-45 y.,Seldom,0.15447,1263,7982,0.14654,0.16240
2013,30-45 y.,Never,0.01607,130,7982,0.01331,0.01883
2013,46-65 y.,Daily,0.02093,194,8955,0.01797,0.02390
2013,46-65 y.,At least once per week,0.30367,2815,8955,0.29415,0.31319
2013,46-65 y.,At least once per month,0.37902,3351,8955,0.36897,0.38906
2013,46-65 y.,Seldom,0.25722,2255,8955,0.24816,0.26627
2013,46-65 y.,Never,0.03916,340,8955,0.03515,0.04318
2013,66 and older,Daily,0.02405,120,4914,0.01976,0.02833
2013,66 and older,At least once per week,0.30927,1451,4914,0.29635,0.32219
2013,66 and older,At least once per month,0.28162,1531,4914,0.26904,0.29420
2013,66 and older,Seldom,0.31067,1449,4914,0.29773,0.32361
2013,66 and older,Never,0.07440,363,4914,0.06706,0.08174
2019,17-29 y.,Daily,0.09515,393,3836,0.08586,0.10444
2019,17-29 y.,At least once per week,0.53477,2035,3836,0.51898,0.55055
2019,17-29 y.,At least once per month,0.23174,861,3836,0.21839,0.24510
2019,17-29 y.,Seldom,0.11246,435,3836,0.10246,0.12246
2019,17-29 y.,Never,0.02588,112,3836,0.02085,0.03091
2019,30-45 y.,Daily,0.02916,224,6282,0.02500,0.03332
2019,30-45 y.,At least once per week,0.43000,2586,6282,0.41775,0.44224
2019,30-45 y.,At least once per month,0.36595,2243,6282,0.35404,0.37787
2019,30-45 y.,Seldom,0.15442,1064,6282,0.14548,0.16336
2019,30-45 y.,Never,0.02047,165,6282,0.01697,0.02397
2019,46-65 y.,Daily,0.02197,241,10387,0.01915,0.02479
2019,46-65 y.,At least once per week,0.30263,3281,10387,0.29379,0.31146
2019,46-65 y.,At least once per month,0.37477,3967,10387,0.36546,0.38408
2019,46-65 y.,Seldom,0.25171,2474,10387,0.24336,0.26006
2019,46-65 y.,Never,0.04892,424,10387,0.04477,0.05307
2019,66 and older,Daily,0.03220,153,5141,0.02737,0.03703
2019,66 and older,At least once per week,0.29464,1484,5141,0.28218,0.30711
2019,66 and older,At least once per month,0.29931,1633,5141,0.28679,0.31183
2019,66 and older,Seldom,0.29186,1504,5141,0.27943,0.30429
2019,66 and older,Never,0.08199,367,5141,0.07449,0.08949
2021,17-29 y.,Daily,0.10368,273,2709,0.09220,0.11516
2021,17-29 y.,At least once per week,0.56189,1449,2709,0.54320,0.58058
2021,17-29 y.,At least once per month,0.20280,615,2709,0.18765,0.21794
2021,17-29 y.,Seldom,0.11081,314,2709,0.09898,0.12263
2021,17-29 y.,Never,0.02082,58,2709,0.01545,0.02620
2021,30-45 y.,Daily,0.05238,210,4148,0.04560,0.05916
2021,30-45 y.,At least once per week,0.50440,2044,4148,0.48919,0.51962
2021,30-45 y.,At least once per month,0.27856,1175,4148,0.26492,0.29221
2021,30-45 y.,Seldom,0.14204,631,4148,0.13142,0.15267
2021,30-45 y.,Never,0.02262,88,4148,0.01809,0.02714
2021,46-65 y.,Daily,0.04140,261,6790,0.03666,0.04614
2021,46-65 y.,At least once per week,0.39765,2820,6790,0.38600,0.40929
2021,46-65 y.,At least once per month,0.29323,2060,6790,0.28240,0.30406
2021,46-65 y.,Seldom,0.21822,1369,6790,0.20840,0.22805
2021,46-65 y.,Never,0.04950,280,6790,0.04434,0.05466
2021,66 and older,Daily,0.05580,194,3543,0.04824,0.06336
2021,66 and older,At least once per week,0.36169,1342,3543,0.34586,0.37751
2021,66 and older,At least once per month,0.23811,877,3543,0.22408,0.25213
2021,66 and older,Seldom,0.26447,895,3543,0.24995,0.27900
2021,66 and older,Never,0.07993,235,3543,0.07100,0.08886
