year,age_gr,sex,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,17-29 y.,female,Daily,0.12077,198,1687,0.10522,0.13632
1995,17-29 y.,female,At least once per week,0.55550,972,1687,0.53178,0.57922
1995,17-29 y.,female,At least once per month,0.22113,364,1687,0.20132,0.24095
1995,17-29 y.,female,Seldom,0.08980,153,1687,0.07616,0.10345
1995,30-45 y.,male,Daily,0.03562,67,2146,0.02778,0.04347
1995,30-45 y.,male,At least once per week,0.40223,829,2146,0.38148,0.42298
1995,30-45 y.,male,At least once per month,0.34003,752,2146,0.31998,0.36008
1995,30-45 y.,male,Seldom,0.20384,458,2146,0.18679,0.22088
1995,30-45 y.,male,Never,0.01828,40,2146,0.01261,0.02395
1995,30-45 y.,female,Daily,0.04436,92,2276,0.03590,0.05282
1995,30-45 y.,female,At least once per week,0.43102,938,2276,0.41067,0.45137
1995,30-45 y.,female,At least once per month,0.33838,754,2276,0.31893,0.35782
1995,30-45 y.,female,Seldom,0.16957,446,2276,0.15415,0.18499
1995,30-45 y.,female,Never,0.01667,46,2276,0.01141,0.02193
1995,46-65 y.,male,Daily,0.02415,63,2021,0.01745,0.03084
1995,46-65 y.,male,At least once per week,0.28879,642,2021,0.26903,0.30855
1995,46-65 y.,male,At least once per month,0.35025,675,2021,0.32944,0.37105
1995,46-65 y.,male,Seldom,0.29344,567,2021,0.27358,0.31329
1995,46-65 y.,male,Never,0.04338,74,2021,0.03450,0.05227
1995,46-65 y.,female,Daily,0.03078,72,1930,0.02307,0.03848
1995,46-65 y.,female,At least once per week,0.35394,680,1930,0.33260,0.37528
1995,46-65 y.,female,At least once per month,0.31812,616,1930,0.29733,0.33890
1995,46-65 y.,female,Seldom,0.26513,496,1930,0.24543,0.28483
1995,46-65 y.,female,Never,0.03204,66,1930,0.02418,0.03990
1995,66 and older,male,At least once per week,0.27926,176,566,0.24226,0.31625
1995,66 and older,male,At least once per month,0.31395,181,566,0.27568,0.35222
1995,66 and older,male,Seldom,0.30071,168,566,0.26290,0.33853
1995,66 and older,male,Never,0.07553,41,566,0.05374,0.09732
1995,66 and older,female,Daily,0.06996,66,927,0.05353,0.08639
1995,66 and older,female,At least once per week,0.37487,332,927,0.34369,0.40605
1995,66 and older,female,At least once per month,0.26766,257,927,0.23915,0.29618
1995,66 and older,female,Seldom,0.21135,200,927,0.18506,0.23765
1995,66 and older,female,Never,0.07615,72,927,0.05907,0.09323
1998,17-29 y.,male,Daily,0.19807,315,1555,0.17826,0.21789
1998,17-29 y.,male,At least once per week,0.56938,870,1555,0.54476,0.59400
1998,17-29 y.,male,At least once per month,0.14842,251,1555,0.13074,0.16610
1998,17-29 y.,male,Seldom,0.07947,119,1555,0.06602,0.09292
1998,17-29 y.,female,Daily,0.13704,225,1584,0.12010,0.15398
1998,17-29 y.,female,At least once per week,0.60252,932,1584,0.57841,0.62662
1998,17-29 y.,female,At least once per month,0.18218,310,1584,0.16317,0.20120
1998,17-29 y.,female,Seldom,0.07416,117,1584,0.06125,0.08707
1998,30-45 y.,male,Daily,0.03465,84,2346,0.02725,0.04205
1998,30-45 y.,male,At least once per week,0.42038,983,2346,0.40041,0.44036
1998,30-45 y.,male,At least once per month,0.34856,826,2346,0.32928,0.36785
1998,30-45 y.,male,Seldom,0.18461,453,2346,0.16891,0.20031
1998,30-45 y.,female,Daily,0.04576,116,2410,0.03742,0.05410
1998,30-45 y.,female,At least once per week,0.45447,1041,2410,0.43458,0.47435
1998,30-45 y.,female,At least once per month,0.31397,787,2410,0.29544,0.33250
1998,30-45 y.,female,Seldom,0.17532,466,2410,0.16013,0.19050
1998,46-65 y.,male,Daily,0.02693,70,2177,0.02013,0.03373
1998,46-65 y.,male,At least once per week,0.31501,694,2177,0.29550,0.33453
1998,46-65 y.,male,At least once per month,0.32850,730,2177,0.30876,0.34823
1998,46-65 y.,male,Seldom,0.30158,631,2177,0.28229,0.32086
1998,46-65 y.,male,Never,0.02798,52,2177,0.02105,0.03491
1998,46-65 y.,female,Daily,0.03046,76,2195,0.02327,0.03765
1998,46-65 y.,female,At least once per week,0.34490,776,2195,0.32501,0.36479
1998,46-65 y.,female,At least once per month,0.32647,720,2195,0.30684,0.34609
1998,46-65 y.,female,Seldom,0.27416,564,2195,0.25549,0.29282
1998,46-65 y.,female,Never,0.02401,59,2195,0.01761,0.03042
1998,66 and older,male,At least once per week,0.32870,253,723,0.29444,0.36297
1998,66 and older,male,At least once per month,0.29923,227,723,0.26582,0.33263
1998,66 and older,male,Seldom,0.28476,207,723,0.25184,0.31768
1998,66 and older,male,Never,0.05085,36,723,0.03482,0.06687
1998,66 and older,female,Daily,0.05310,61,1091,0.03979,0.06641
1998,66 and older,female,At least once per week,0.38893,415,1091,0.35999,0.41787
1998,66 and older,female,At least once per month,0.27388,300,1091,0.24740,0.30035
1998,66 and older,female,Seldom,0.22213,249,1091,0.19745,0.24680
1998,66 and older,female,Never,0.06197,66,1091,0.04765,0.07628
2003,17-29 y.,male,Daily,0.16064,340,1907,0.14415,0.17712
2003,17-29 y.,male,At least once per week,0.59844,1120,1907,0.57643,0.62044
2003,17-29 y.,male,At least once per month,0.14084,284,1907,0.12523,0.15646
2003,17-29 y.,male,Seldom,0.08954,163,1907,0.07672,0.10236
2003,17-29 y.,female,Daily,0.13334,283,2053,0.11863,0.14805
2003,17-29 y.,female,At least once per week,0.59336,1248,2053,0.57210,0.61461
2003,17-29 y.,female,At least once per month,0.19512,386,2053,0.17797,0.21226
2003,17-29 y.,female,Seldom,0.07059,136,2053,0.05951,0.08167
2003,30-45 y.,male,Daily,0.02304,70,3320,0.01793,0.02814
2003,30-45 y.,male,At least once per week,0.44060,1453,3320,0.42371,0.45749
2003,30-45 y.,male,At least once per month,0.34505,1190,3320,0.32887,0.36122
2003,30-45 y.,male,Seldom,0.17843,560,3320,0.16540,0.19146
2003,30-45 y.,male,Never,0.01289,47,3320,0.00905,0.01673
2003,30-45 y.,female,Daily,0.03960,129,3597,0.03323,0.04598
2003,30-45 y.,female,At least once per week,0.44239,1626,3597,0.42616,0.45863
2003,30-45 y.,female,At least once per month,0.33618,1249,3597,0.32074,0.35162
2003,30-45 y.,female,Seldom,0.16658,556,3597,0.15440,0.17876
2003,30-45 y.,female,Never,0.01524,37,3597,0.01124,0.01925
2003,46-65 y.,male,Daily,0.01517,61,3740,0.01125,0.01909
2003,46-65 y.,male,At least once per week,0.32017,1141,3740,0.30522,0.33513
2003,46-65 y.,male,At least once per month,0.35139,1428,3740,0.33609,0.36669
2003,46-65 y.,male,Seldom,0.27805,993,3740,0.26369,0.29241
2003,46-65 y.,male,Never,0.03521,117,3740,0.02931,0.04112
2003,46-65 y.,female,Daily,0.02038,72,3805,0.01589,0.02487
2003,46-65 y.,female,At least once per week,0.35865,1335,3805,0.34341,0.37389
2003,46-65 y.,female,At least once per month,0.35864,1430,3805,0.34340,0.37388
2003,46-65 y.,female,Seldom,0.22804,848,3805,0.21470,0.24137
2003,46-65 y.,female,Never,0.03430,120,3805,0.02851,0.04008
2003,66 and older,male,Daily,0.02023,31,1654,0.01345,0.02702
2003,66 and older,male,At least once per week,0.30330,502,1654,0.28114,0.32546
2003,66 and older,male,At least once per month,0.31477,557,1654,0.29238,0.33716
2003,66 and older,male,Seldom,0.28796,453,1654,0.26613,0.30979
2003,66 and older,male,Never,0.07374,111,1654,0.06114,0.08634
2003,66 and older,female,Daily,0.03596,67,1976,0.02775,0.04417
2003,66 and older,female,At least once per week,0.37987,728,1976,0.35846,0.40128
2003,66 and older,female,At least once per month,0.26452,554,1976,0.24507,0.28398
2003,66 and older,female,Seldom,0.23337,465,1976,0.21471,0.25202
2003,66 and older,female,Never,0.08628,162,1976,0.07390,0.09866
2008,17-29 y.,male,Daily,0.13899,212,1494,0.12145,0.15654
2008,17-29 y.,male,At least once per week,0.58612,867,1494,0.56114,0.61111
2008,17-29 y.,male,At least once per month,0.17501,283,1494,0.15573,0.19428
2008,17-29 y.,male,Seldom,0.08324,132,1494,0.06922,0.09725
2008,17-29 y.,female,Daily,0.11251,168,1625,0.09714,0.12788
2008,17-29 y.,female,At least once per week,0.56792,954,1625,0.54383,0.59202
2008,17-29 y.,female,At least once per month,0.22112,368,1625,0.20094,0.24131
2008,17-29 y.,female,Seldom,0.08911,135,1625,0.07525,0.10296
2008,30-45 y.,male,Daily,0.02108,50,2458,0.01540,0.02677
2008,30-45 y.,male,At least once per week,0.42656,1014,2458,0.40700,0.44611
2008,30-45 y.,male,At least once per month,0.35691,923,2458,0.33797,0.37586
2008,30-45 y.,male,Seldom,0.18480,439,2458,0.16946,0.20015
2008,30-45 y.,male,Never,0.01064,32,2458,0.00659,0.01470
2008,30-45 y.,female,Daily,0.04037,97,2676,0.03291,0.04783
2008,30-45 y.,female,At least once per week,0.44625,1207,2676,0.42741,0.46509
2008,30-45 y.,female,At least once per month,0.33179,928,2676,0.31395,0.34963
2008,30-45 y.,female,Seldom,0.17352,444,2676,0.15917,0.18787
2008,46-65 y.,male,Daily,0.01649,40,3181,0.01207,0.02092
2008,46-65 y.,male,At least once per week,0.28393,899,3181,0.26826,0.29961
2008,46-65 y.,male,At least once per month,0.35359,1200,3181,0.33698,0.37021
2008,46-65 y.,male,Seldom,0.30368,934,3181,0.28769,0.31966
2008,46-65 y.,male,Never,0.04230,108,3181,0.03531,0.04930
2008,46-65 y.,female,Daily,0.02076,67,3484,0.01602,0.02549
2008,46-65 y.,female,At least once per week,0.33604,1162,3484,0.32035,0.35173
2008,46-65 y.,female,At least once per month,0.36270,1317,3484,0.34674,0.37867
2008,46-65 y.,female,Seldom,0.24325,841,3484,0.22900,0.25750
2008,46-65 y.,female,Never,0.03726,97,3484,0.03097,0.04355
2008,66 and older,male,Daily,0.02425,39,2021,0.01754,0.03095
2008,66 and older,male,At least once per week,0.29276,607,2021,0.27291,0.31260
2008,66 and older,male,At least once per month,0.30350,663,2021,0.28345,0.32355
2008,66 and older,male,Seldom,0.31554,597,2021,0.29527,0.33580
2008,66 and older,male,Never,0.06396,115,2021,0.05329,0.07463
2008,66 and older,female,Daily,0.03540,75,2251,0.02777,0.04304
2008,66 and older,female,At least once per week,0.34440,757,2251,0.32477,0.36404
2008,66 and older,female,At least once per month,0.29184,696,2251,0.27305,0.31062
2008,66 and older,female,Seldom,0.26438,584,2251,0.24616,0.28260
2008,66 and older,female,Never,0.06398,139,2251,0.05386,0.07409
2013,17-29 y.,male,Daily,0.14420,243,1655,0.12727,0.16113
2013,17-29 y.,male,At least once per week,0.53952,911,1655,0.51550,0.56354
2013,17-29 y.,male,At least once per month,0.20389,319,1655,0.18447,0.22330
2013,17-29 y.,male,Seldom,0.09401,151,1655,0.07994,0.10807
2013,17-29 y.,male,Never,0.01839,31,1655,0.01191,0.02486
2013,17-29 y.,female,Daily,0.10047,219,1886,0.08690,0.11405
2013,17-29 y.,female,At least once per week,0.56405,1075,1886,0.54166,0.58643
2013,17-29 y.,female,At least once per month,0.23911,416,1886,0.21985,0.25836
2013,17-29 y.,female,Seldom,0.09121,176,1886,0.07822,0.10421
2013,30-45 y.,male,Daily,0.02228,88,3293,0.01723,0.02732
2013,30-45 y.,male,At least once per week,0.43280,1358,3293,0.41588,0.44973
2013,30-45 y.,male,At least once per month,0.36350,1173,3293,0.34707,0.37994
2013,30-45 y.,male,Seldom,0.16351,611,3293,0.15088,0.17615
2013,30-45 y.,male,Never,0.01790,63,3293,0.01337,0.02243
2013,30-45 y.,female,Daily,0.03460,204,4689,0.02937,0.03984
2013,30-45 y.,female,At least once per week,0.43391,2195,4689,0.41972,0.44809
2013,30-45 y.,female,At least once per month,0.37191,1571,4689,0.35807,0.38574
2013,30-45 y.,female,Seldom,0.14536,652,4689,0.13527,0.15545
2013,30-45 y.,female,Never,0.01423,67,4689,0.01084,0.01762
2013,46-65 y.,male,Daily,0.02052,78,4170,0.01621,0.02482
2013,46-65 y.,male,At least once per week,0.29240,1219,4170,0.27859,0.30621
2013,46-65 y.,male,At least once per month,0.37647,1569,4170,0.36176,0.39118
2013,46-65 y.,male,Seldom,0.27380,1155,4170,0.26026,0.28733
2013,46-65 y.,male,Never,0.03682,149,4170,0.03110,0.04253
2013,46-65 y.,female,Daily,0.02134,116,4785,0.01725,0.02544
2013,46-65 y.,female,At least once per week,0.31466,1596,4785,0.30150,0.32782
2013,46-65 y.,female,At least once per month,0.38150,1782,4785,0.36773,0.39526
2013,46-65 y.,female,Seldom,0.24105,1100,4785,0.22893,0.25317
2013,46-65 y.,female,Never,0.04145,191,4785,0.03580,0.04710
2013,66 and older,male,Daily,0.01715,43,2381,0.01194,0.02237
2013,66 and older,male,At least once per week,0.26553,623,2381,0.24779,0.28327
2013,66 and older,male,At least once per month,0.28995,763,2381,0.27172,0.30818
2013,66 and older,male,Seldom,0.35461,777,2381,0.33539,0.37383
2013,66 and older,male,Never,0.07276,175,2381,0.06232,0.08320
2013,66 and older,female,Daily,0.02946,77,2533,0.02288,0.03605
2013,66 and older,female,At least once per week,0.34365,828,2533,0.32515,0.36215
2013,66 and older,female,At least once per month,0.27508,768,2533,0.25768,0.29247
2013,66 and older,female,Seldom,0.27612,672,2533,0.25871,0.29354
2013,66 and older,female,Never,0.07568,188,2533,0.06538,0.08599
2019,17-29 y.,male,Daily,0.09873,210,1864,0.08519,0.11228
2019,17-29 y.,male,At least once per week,0.52273,972,1864,0.50005,0.54541
2019,17-29 y.,male,At least once per month,0.22930,388,1864,0.21021,0.24838
2019,17-29 y.,male,Seldom,0.12808,235,1864,0.11291,0.14326
2019,17-29 y.,male,Never,0.02116,59,1864,0.01462,0.02769
2019,17-29 y.,female,Daily,0.09127,182,1969,0.07854,0.10399
2019,17-29 y.,female,At least once per week,0.54795,1062,1969,0.52596,0.56994
2019,17-29 y.,female,At least once per month,0.23351,472,1969,0.21481,0.25220
2019,17-29 y.,female,Seldom,0.09646,200,1969,0.08341,0.10950
2019,17-29 y.,female,Never,0.03082,53,1969,0.02318,0.03845
2019,30-45 y.,male,Daily,0.02585,82,2697,0.01986,0.03184
2019,30-45 y.,male,At least once per week,0.40618,1047,2697,0.38765,0.42472
2019,30-45 y.,male,At least once per month,0.37489,993,2697,0.35661,0.39316
2019,30-45 y.,male,Seldom,0.16968,496,2697,0.15551,0.18385
2019,30-45 y.,male,Never,0.02340,79,2697,0.01769,0.02910
2019,30-45 y.,female,Daily,0.03256,142,3583,0.02675,0.03838
2019,30-45 y.,female,At least once per week,0.45450,1538,3583,0.43820,0.47081
2019,30-45 y.,female,At least once per month,0.35673,1249,3583,0.34104,0.37242
2019,30-45 y.,female,Seldom,0.13874,568,3583,0.12742,0.15006
2019,30-45 y.,female,Never,0.01746,86,3583,0.01317,0.02175
2019,46-65 y.,male,Daily,0.02094,108,5074,0.01700,0.02488
2019,46-65 y.,male,At least once per week,0.29040,1550,5074,0.27791,0.30289
2019,46-65 y.,male,At least once per month,0.36188,1926,5074,0.34865,0.37510
2019,46-65 y.,male,Seldom,0.27796,1288,5074,0.26563,0.29029
2019,46-65 y.,male,Never,0.04882,202,5074,0.04289,0.05475
2019,46-65 y.,female,Daily,0.02300,133,5312,0.01897,0.02703
2019,46-65 y.,female,At least once per week,0.31486,1731,5312,0.30237,0.32736
2019,46-65 y.,female,At least once per month,0.38770,2041,5312,0.37459,0.40080
2019,46-65 y.,female,Seldom,0.22540,1185,5312,0.21416,0.23664
2019,46-65 y.,female,Never,0.04904,222,5312,0.04323,0.05485
2019,66 and older,male,Daily,0.02351,57,2607,0.01769,0.02933
2019,66 and older,male,At least once per week,0.27298,683,2607,0.25587,0.29008
2019,66 and older,male,At least once per month,0.29292,846,2607,0.27545,0.31039
2019,66 and older,male,Seldom,0.32398,834,2607,0.30601,0.34195
2019,66 and older,male,Never,0.08661,187,2607,0.07581,0.09741
2019,66 and older,female,Daily,0.03923,96,2534,0.03167,0.04679
2019,66 and older,female,At least once per week,0.31217,801,2534,0.29412,0.33021
2019,66 and older,female,At least once per month,0.30447,787,2534,0.28655,0.32239
2019,66 and older,female,Seldom,0.26588,670,2534,0.24868,0.28309
2019,66 and older,female,Never,0.07825,180,2534,0.06779,0.08871
2021,17-29 y.,male,Daily,0.10694,144,1321,0.09027,0.12362
2021,17-29 y.,male,At least once per week,0.57259,685,1321,0.54590,0.59928
2021,17-29 y.,male,At least once per month,0.17296,287,1321,0.15255,0.19336
2021,17-29 y.,male,Seldom,0.11731,168,1321,0.09995,0.13467
2021,17-29 y.,male,Never,0.03020,37,1321,0.02097,0.03943
2021,17-29 y.,female,Daily,0.10041,129,1363,0.08445,0.11637
2021,17-29 y.,female,At least once per week,0.55103,762,1363,0.52462,0.57745
2021,17-29 y.,female,At least once per month,0.23370,326,1363,0.21123,0.25618
2021,17-29 y.,female,Seldom,0.10407,146,1363,0.08785,0.12028
2021,30-45 y.,male,Daily,0.05359,85,1833,0.04327,0.06390
2021,30-45 y.,male,At least once per week,0.50510,909,1833,0.48221,0.52800
2021,30-45 y.,male,At least once per month,0.27000,511,1833,0.24967,0.29033
2021,30-45 y.,male,Seldom,0.14600,283,1833,0.12983,0.16217
2021,30-45 y.,male,Never,0.02532,45,1833,0.01812,0.03251
2021,30-45 y.,female,Daily,0.05115,125,2314,0.04217,0.06013
2021,30-45 y.,female,At least once per week,0.50377,1135,2314,0.48339,0.52415
2021,30-45 y.,female,At least once per month,0.28733,664,2314,0.26889,0.30577
2021,30-45 y.,female,Seldom,0.13787,347,2314,0.12382,0.15192
2021,30-45 y.,female,Never,0.01987,43,2314,0.01419,0.02556
2021,46-65 y.,male,Daily,0.04299,116,3155,0.03592,0.05007
2021,46-65 y.,male,At least once per week,0.39168,1288,3155,0.37465,0.40872
2021,46-65 y.,male,At least once per month,0.29387,995,3155,0.27797,0.30977
2021,46-65 y.,male,Seldom,0.23431,645,3155,0.21952,0.24909
2021,46-65 y.,male,Never,0.03714,111,3155,0.03054,0.04374
2021,46-65 y.,female,Daily,0.03984,145,3633,0.03348,0.04620
2021,46-65 y.,female,At least once per week,0.40390,1532,3633,0.38794,0.41985
2021,46-65 y.,female,At least once per month,0.29272,1064,3633,0.27792,0.30752
2021,46-65 y.,female,Seldom,0.20168,723,3633,0.18863,0.21473
2021,46-65 y.,female,Never,0.06187,169,3633,0.05403,0.06970
2021,66 and older,male,Daily,0.04757,85,1772,0.03766,0.05748
2021,66 and older,male,At least once per week,0.37378,673,1772,0.35125,0.39632
2021,66 and older,male,At least once per month,0.24393,448,1772,0.22393,0.26394
2021,66 and older,male,Seldom,0.27683,468,1772,0.25599,0.29767
2021,66 and older,male,Never,0.05788,98,1772,0.04700,0.06876
2021,66 and older,female,Daily,0.06236,109,1771,0.05110,0.07363
2021,66 and older,female,At least once per week,0.35205,669,1771,0.32980,0.37430
2021,66 and older,female,At least once per month,0.23347,429,1771,0.21376,0.25317
2021,66 and older,female,Seldom,0.25462,427,1771,0.23433,0.27492
2021,66 and older,female,Never,0.09750,137,1771,0.08368,0.11132
