,Unnamed: 0,year,bula_h,sex,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
99,99,1995,Bavaria,male,At least once per month,0.32337,246,12312,0.29012,0.35175
100,100,1995,Bavaria,male,Seldom,0.25832,170,12312,0.22752,0.28833
101,101,1995,Bavaria,female,At least once per week,0.47804,404,12312,0.44214,0.52141
102,102,1995,Bavaria,female,At least once per month,0.29976,247,12312,0.28039,0.32673
103,103,1995,Bavaria,female,Seldom,0.22219,161,12312,0.20169,0.24289
104,104,1995,Berlin,male,At least once per week,0.46228,117,12312,0.40908,0.51588
105,105,1995,Berlin,male,At least once per month,0.41209,91,12312,0.35538,0.47781
106,106,1995,Berlin,male,Seldom,0.12562,35,12312,0.10615,0.14764
107,107,1995,Berlin,female,At least once per week,0.43412,127,12312,0.38024,0.49484
108,108,1995,Berlin,female,At least once per month,0.36901,100,12312,0.32704,0.41767
109,109,1995,Berlin,female,Seldom,0.19687,51,12312,0.1662,0.22994
110,110,1995,Brandenburg,male,At least once per week,0.34253,83,12312,0.30298,0.38205
111,111,1995,Brandenburg,male,At least once per month,0.29284,79,12312,0.26261,0.32257
112,112,1995,Brandenburg,male,Seldom,0.36464,88,12312,0.32758,0.40492
113,113,1995,Brandenburg,female,At least once per week,0.35603,84,12312,0.30801,0.40168
114,114,1995,Brandenburg,female,At least once per month,0.29349,90,12312,0.26132,0.32292
115,115,1995,Brandenburg,female,Seldom,0.35047,105,12312,0.31706,0.37836
116,116,1995,Mecklenburg-Western Pomerania,male,At least once per week,0.32611,56,12312,0.26868,0.38247
117,117,1995,Mecklenburg-Western Pomerania,male,At least once per month,0.35244,70,12312,0.30223,0.40343
118,118,1995,Mecklenburg-Western Pomerania,male,Seldom,0.32145,59,12312,0.27691,0.37192
119,119,1995,Mecklenburg-Western Pomerania,female,At least once per week,0.39813,75,12312,0.33832,0.46011
120,120,1995,Mecklenburg-Western Pomerania,female,At least once per month,0.32199,65,12312,0.28435,0.3692
121,121,1995,Mecklenburg-Western Pomerania,female,Seldom,0.27988,54,12312,0.2395,0.32623
122,122,1995,Saxony,male,At least once per week,0.29007,140,12312,0.26455,0.31738
123,123,1995,Saxony,male,At least once per month,0.32316,161,12312,0.30042,0.34569
124,124,1995,Saxony,male,Seldom,0.38677,176,12312,0.3502,0.4193
125,125,1995,Saxony,female,Daily,0.07332,34,12312,0.05855,0.08917
126,126,1995,Saxony,female,At least once per week,0.29228,150,12312,0.26023,0.32252
127,127,1995,Saxony,female,At least once per month,0.33543,191,12312,0.31019,0.36348
128,128,1995,Saxony,female,Seldom,0.29897,173,12312,0.27437,0.33025
129,129,1995,Saxony-Anhalt,male,At least once per week,0.36166,91,12312,0.31836,0.40504
130,130,1995,Saxony-Anhalt,male,At least once per month,0.3119,94,12312,0.27083,0.37153
131,131,1995,Saxony-Anhalt,male,Seldom,0.32643,95,12312,0.29242,0.36366
132,132,1995,Saxony-Anhalt,female,At least once per week,0.4076,132,12312,0.35876,0.45233
133,133,1995,Saxony-Anhalt,female,At least once per month,0.33679,106,12312,0.29576,0.38215
134,134,1995,Saxony-Anhalt,female,Seldom,0.25561,93,12312,0.22701,0.2842
135,135,1995,Thuringa,male,At least once per week,0.32842,93,12312,0.29369,0.35879
136,136,1995,Thuringa,male,At least once per month,0.32407,93,12312,0.27628,0.37791
137,137,1995,Thuringa,male,Seldom,0.34752,101,12312,0.30273,0.39737
138,138,1995,Thuringa,female,At least once per week,0.38167,108,12312,0.35273,0.42156
139,139,1995,Thuringa,female,At least once per month,0.3651,113,12312,0.32137,0.40787
140,140,1995,Thuringa,female,Seldom,0.25323,85,12312,0.21987,0.28721
141,141,1998,Schleswig-Holstein,male,At least once per week,0.55942,68,13283,0.47245,0.64242
142,142,1998,Schleswig-Holstein,male,At least once per month,0.44058,53,13283,0.38615,0.49724
143,143,1998,Schleswig-Holstein,female,At least once per week,0.60188,92,13283,0.53995,0.66842
144,144,1998,Schleswig-Holstein,female,At least once per month,0.39812,60,13283,0.3376,0.47366
145,145,1998,Hamburg,female,At least once per week,1.0,40,13283,0.86382,1.15744
146,146,1998,Lower Saxony,male,Daily,0.0622,38,13283,0.0523,0.07591
147,147,1998,Lower Saxony,male,At least once per week,0.38109,229,13283,0.35314,0.4173
148,148,1998,Lower Saxony,male,At least once per month,0.33502,207,13283,0.30491,0.36555
149,149,1998,Lower Saxony,male,Seldom,0.22169,106,13283,0.1984,0.24951
150,150,1998,Lower Saxony,female,At least once per week,0.46828,276,13283,0.43613,0.50463
151,151,1998,Lower Saxony,female,At least once per month,0.30145,190,13283,0.27527,0.32704
152,152,1998,Lower Saxony,female,Seldom,0.23028,101,13283,0.20112,0.25911
153,153,1998,North Rhine-Westphalia,male,Daily,0.06317,102,13283,0.05615,0.07082
154,154,1998,North Rhine-Westphalia,male,At least once per week,0.43542,601,13283,0.41371,0.45705
155,155,1998,North Rhine-Westphalia,male,At least once per month,0.32102,418,13283,0.29818,0.34039
156,156,1998,North Rhine-Westphalia,male,Seldom,0.18039,220,13283,0.16411,0.19592
157,157,1998,North Rhine-Westphalia,female,Daily,0.0732,127,13283,0.0647,0.08284
158,158,1998,North Rhine-Westphalia,female,At least once per week,0.49882,739,13283,0.46864,0.52093
159,159,1998,North Rhine-Westphalia,female,At least once per month,0.27519,376,13283,0.2538,0.29502
160,160,1998,North Rhine-Westphalia,female,Seldom,0.15279,200,13283,0.14017,0.16584
161,161,1998,Hesse,male,Daily,0.08379,37,13283,0.06775,0.10145
162,162,1998,Hesse,male,At least once per week,0.43253,212,13283,0.39425,0.46824
163,163,1998,Hesse,male,At least once per month,0.28275,126,13283,0.25477,0.3148
164,164,1998,Hesse,male,Seldom,0.20093,76,13283,0.17612,0.22694
165,165,1998,Hesse,female,At least once per week,0.51401,233,13283,0.4682,0.5582
166,166,1998,Hesse,female,At least once per month,0.31083,136,13283,0.27819,0.34109
167,167,1998,Hesse,female,Seldom,0.17516,71,13283,0.14827,0.19968
168,168,1998,"Rhineland-Palatinate, Saarland",male,At least once per week,0.47175,172,13283,0.43042,0.51785
169,169,1998,"Rhineland-Palatinate, Saarland",male,At least once per month,0.30265,106,13283,0.27445,0.33799
170,170,1998,"Rhineland-Palatinate, Saarland",male,Seldom,0.2256,74,13283,0.20017,0.2496
171,171,1998,"Rhineland-Palatinate, Saarland",female,At least once per week,0.44957,178,13283,0.40543,0.49436
172,172,1998,"Rhineland-Palatinate, Saarland",female,At least once per month,0.29143,114,13283,0.25842,0.33176
173,173,1998,"Rhineland-Palatinate, Saarland",female,Seldom,0.259,89,13283,0.22949,0.29162
174,174,1998,Baden-Wuerttemberg,male,Daily,0.08445,101,13283,0.06908,0.10094
175,175,1998,Baden-Wuerttemberg,male,At least once per week,0.43254,404,13283,0.39509,0.46928
176,176,1998,Baden-Wuerttemberg,male,At least once per month,0.25562,206,13283,0.23282,0.28349
177,177,1998,Baden-Wuerttemberg,male,Seldom,0.22738,156,13283,0.2052,0.25319
178,178,1998,Baden-Wuerttemberg,female,Daily,0.07911,105,13283,0.06704,0.09296
179,179,1998,Baden-Wuerttemberg,female,At least once per week,0.42607,429,13283,0.39313,0.45724
180,180,1998,Baden-Wuerttemberg,female,At least once per month,0.28874,237,13283,0.25906,0.31666
181,181,1998,Baden-Wuerttemberg,female,Seldom,0.20608,139,13283,0.18225,0.22518
182,182,1998,Bavaria,male,Daily,0.04016,42,13283,0.0318,0.05009
183,183,1998,Bavaria,male,At least once per week,0.42841,402,13283,0.39851,0.46174
184,184,1998,Bavaria,male,At least once per month,0.28963,258,13283,0.26989,0.31027
185,185,1998,Bavaria,male,Seldom,0.2418,187,13283,0.21679,0.2674
186,186,1998,Bavaria,female,Daily,0.04963,45,13283,0.04052,0.0595
187,187,1998,Bavaria,female,At least once per week,0.45869,438,13283,0.43287,0.49661
188,188,1998,Bavaria,female,At least once per month,0.27607,266,13283,0.25524,0.29763
189,189,1998,Bavaria,female,Seldom,0.2156,183,13283,0.19875,0.2412
190,190,1998,Berlin,male,At least once per week,0.5003,106,13283,0.43314,0.56178
191,191,1998,Berlin,male,At least once per month,0.32427,79,13283,0.29666,0.3546
192,192,1998,Berlin,male,Seldom,0.17543,40,13283,0.1407,0.20892
193,193,1998,Berlin,female,At least once per week,0.45112,113,13283,0.41137,0.49459
194,194,1998,Berlin,female,At least once per month,0.33193,89,13283,0.29796,0.36732
195,195,1998,Berlin,female,Seldom,0.21695,53,13283,0.18316,0.25503
196,196,1998,Brandenburg,male,At least once per week,0.34014,88,13283,0.30015,0.38162
197,197,1998,Brandenburg,male,At least once per month,0.33482,98,13283,0.30483,0.36773
198,198,1998,Brandenburg,male,Seldom,0.32505,91,13283,0.277,0.37049
199,199,1998,Brandenburg,female,At least once per week,0.34214,94,13283,0.3051,0.38148
200,200,1998,Brandenburg,female,At least once per month,0.38473,110,13283,0.33884,0.4298
201,201,1998,Brandenburg,female,Seldom,0.27312,88,13283,0.24435,0.30513
202,202,1998,Mecklenburg-Western Pomerania,male,At least once per week,0.43857,82,13283,0.37323,0.49364
203,203,1998,Mecklenburg-Western Pomerania,male,At least once per month,0.35046,57,13283,0.29776,0.41177
204,204,1998,Mecklenburg-Western Pomerania,male,Seldom,0.21098,42,13283,0.17698,0.24859
205,205,1998,Mecklenburg-Western Pomerania,female,At least once per week,0.39181,72,13283,0.3303,0.44429
206,206,1998,Mecklenburg-Western Pomerania,female,At least once per month,0.37918,68,13283,0.32443,0.43475
207,207,1998,Mecklenburg-Western Pomerania,female,Seldom,0.22902,51,13283,0.19753,0.2598
208,208,1998,Saxony,male,At least once per week,0.30909,167,13283,0.28519,0.33256
209,209,1998,Saxony,male,At least once per month,0.35189,182,13283,0.32529,0.37992
210,210,1998,Saxony,male,Seldom,0.33902,177,13283,0.30674,0.37133
211,211,1998,Saxony,female,At least once per week,0.30592,164,13283,0.27842,0.33454
212,212,1998,Saxony,female,At least once per month,0.34601,201,13283,0.31428,0.37472
213,213,1998,Saxony,female,Seldom,0.34807,201,13283,0.31842,0.37742
214,214,1998,Saxony-Anhalt,male,At least once per week,0.34757,105,13283,0.30526,0.38865
215,215,1998,Saxony-Anhalt,male,At least once per month,0.38466,107,13283,0.34272,0.4282
216,216,1998,Saxony-Anhalt,male,Seldom,0.26777,86,13283,0.23938,0.30634
217,217,1998,Saxony-Anhalt,female,At least once per week,0.39251,127,13283,0.35577,0.43262
218,218,1998,Saxony-Anhalt,female,At least once per month,0.35199,119,13283,0.30755,0.39346
219,219,1998,Saxony-Anhalt,female,Seldom,0.2555,81,13283,0.22165,0.29312
220,220,1998,Thuringa,male,At least once per week,0.38291,114,13283,0.33876,0.43343
221,221,1998,Thuringa,male,At least once per month,0.29202,109,13283,0.2646,0.32741
222,222,1998,Thuringa,male,Seldom,0.32507,102,13283,0.28759,0.36272
223,223,1998,Thuringa,female,At least once per week,0.47504,148,13283,0.42367,0.525
224,224,1998,Thuringa,female,At least once per month,0.27762,109,13283,0.24299,0.3156
225,225,1998,Thuringa,female,Seldom,0.24734,98,13283,0.21862,0.28319
226,226,2003,Schleswig-Holstein,male,At least once per week,0.43683,138,21334,0.39916,0.48819
227,227,2003,Schleswig-Holstein,male,At least once per month,0.38848,118,21334,0.33452,0.44172
228,228,2003,Schleswig-Holstein,male,Seldom,0.17468,54,21334,0.14504,0.21007
229,229,2003,Schleswig-Holstein,female,At least once per week,0.5183,166,21334,0.47674,0.57375
230,230,2003,Schleswig-Holstein,female,At least once per month,0.29624,104,21334,0.25237,0.33382
231,231,2003,Schleswig-Holstein,female,Seldom,0.18546,56,21334,0.15762,0.21656
232,232,2003,Hamburg,male,At least once per week,0.68189,74,21334,0.55517,0.8054
233,233,2003,Hamburg,male,At least once per month,0.31811,39,21334,0.25007,0.38392
234,234,2003,Hamburg,female,At least once per week,0.70115,86,21334,0.60619,0.80127
235,235,2003,Hamburg,female,At least once per month,0.29885,42,21334,0.22187,0.37597
236,236,2003,Lower Saxony,male,Daily,0.04487,46,21334,0.03303,0.05671
237,237,2003,Lower Saxony,male,At least once per week,0.42992,383,21334,0.40263,0.46379
238,238,2003,Lower Saxony,male,At least once per month,0.27653,296,21334,0.2527,0.29983
239,239,2003,Lower Saxony,male,Seldom,0.24868,174,21334,0.22581,0.27366
240,240,2003,Lower Saxony,female,Daily,0.06502,65,21334,0.05239,0.07616
241,241,2003,Lower Saxony,female,At least once per week,0.45649,445,21334,0.42942,0.49056
242,242,2003,Lower Saxony,female,At least once per month,0.2938,303,21334,0.27032,0.31726
243,243,2003,Lower Saxony,female,Seldom,0.1847,149,21334,0.16752,0.20375
244,244,2003,Bremen,male,At least once per week,1.0,36,21334,0.78013,1.26234
245,245,2003,Bremen,female,At least once per week,1.0,45,21334,0.7791,1.22269
246,246,2003,North Rhine-Westphalia,male,Daily,0.04412,112,21334,0.0378,0.05121
247,247,2003,North Rhine-Westphalia,male,At least once per week,0.43021,940,21334,0.40967,0.45028
248,248,2003,North Rhine-Westphalia,male,At least once per month,0.30543,740,21334,0.2893,0.32266
249,249,2003,North Rhine-Westphalia,male,Seldom,0.18934,394,21334,0.17758,0.20041
250,250,2003,North Rhine-Westphalia,male,Never,0.0309,67,21334,0.02703,0.03532
251,251,2003,North Rhine-Westphalia,female,Daily,0.04717,119,21334,0.04019,0.05588
252,252,2003,North Rhine-Westphalia,female,At least once per week,0.44995,1103,21334,0.42889,0.46869
253,253,2003,North Rhine-Westphalia,female,At least once per month,0.3053,753,21334,0.28894,0.31986
254,254,2003,North Rhine-Westphalia,female,Seldom,0.15892,351,21334,0.14745,0.16936
255,255,2003,North Rhine-Westphalia,female,Never,0.03867,70,21334,0.03359,0.04422
256,256,2003,Hesse,male,Daily,0.06409,38,21334,0.05039,0.08362
257,257,2003,Hesse,male,At least once per week,0.45037,316,21334,0.417,0.49476
258,258,2003,Hesse,male,At least once per month,0.28943,225,21334,0.25985,0.31817
259,259,2003,Hesse,male,Seldom,0.19611,129,21334,0.17131,0.22324
260,260,2003,Hesse,female,At least once per week,0.53782,390,21334,0.4956,0.57809
261,261,2003,Hesse,female,At least once per month,0.30499,217,21334,0.27438,0.33796
262,262,2003,Hesse,female,Seldom,0.15719,107,21334,0.1357,0.17576
263,263,2003,"Rhineland-Palatinate, Saarland",male,Daily,0.05281,32,21334,0.04237,0.06679
264,264,2003,"Rhineland-Palatinate, Saarland",male,At least once per week,0.3802,232,21334,0.34444,0.4193
265,265,2003,"Rhineland-Palatinate, Saarland",male,At least once per month,0.30673,194,21334,0.27497,0.33898
266,266,2003,"Rhineland-Palatinate, Saarland",male,Seldom,0.26026,146,21334,0.23174,0.29306
267,267,2003,"Rhineland-Palatinate, Saarland",female,Daily,0.04694,36,21334,0.03612,0.05941
268,268,2003,"Rhineland-Palatinate, Saarland",female,At least once per week,0.36322,278,21334,0.33671,0.39229
269,269,2003,"Rhineland-Palatinate, Saarland",female,At least once per month,0.31944,220,21334,0.28989,0.34273
270,270,2003,"Rhineland-Palatinate, Saarland",female,Seldom,0.21556,142,21334,0.19602,0.23233
271,271,2003,"Rhineland-Palatinate, Saarland",female,Never,0.05483,34,21334,0.04299,0.06822
272,272,2003,Baden-Wuerttemberg,male,Daily,0.04099,61,21334,0.03299,0.04931
273,273,2003,Baden-Wuerttemberg,male,At least once per week,0.42813,585,21334,0.39517,0.4618
274,274,2003,Baden-Wuerttemberg,male,At least once per month,0.30894,411,21334,0.28718,0.33544
275,275,2003,Baden-Wuerttemberg,male,Seldom,0.18496,218,21334,0.16469,0.20087
276,276,2003,Baden-Wuerttemberg,male,Never,0.03699,32,21334,0.02894,0.04754
277,277,2003,Baden-Wuerttemberg,female,Daily,0.04988,71,21334,0.04156,0.05931
278,278,2003,Baden-Wuerttemberg,female,At least once per week,0.46457,684,21334,0.43444,0.5011
279,279,2003,Baden-Wuerttemberg,female,At least once per month,0.2896,383,21334,0.27077,0.31403
280,280,2003,Baden-Wuerttemberg,female,Seldom,0.19594,207,21334,0.17783,0.21395
281,281,2003,Bavaria,male,Daily,0.0358,57,21334,0.02827,0.04343
282,282,2003,Bavaria,male,At least once per week,0.37957,561,21334,0.35579,0.4058
283,283,2003,Bavaria,male,At least once per month,0.31706,498,21334,0.29301,0.34216
284,284,2003,Bavaria,male,Seldom,0.23007,309,21334,0.21295,0.24916
285,285,2003,Bavaria,male,Never,0.0375,43,21334,0.03136,0.04457
286,286,2003,Bavaria,female,Daily,0.04479,72,21334,0.03638,0.05396
287,287,2003,Bavaria,female,At least once per week,0.41481,688,21334,0.38566,0.4364
288,288,2003,Bavaria,female,At least once per month,0.30585,543,21334,0.2855,0.32478
289,289,2003,Bavaria,female,Seldom,0.19749,289,21334,0.17994,0.21438
290,290,2003,Bavaria,female,Never,0.03705,48,21334,0.03178,0.04416
291,291,2003,Berlin,male,At least once per week,0.50095,185,21334,0.44546,0.55423
292,292,2003,Berlin,male,At least once per month,0.27862,108,21334,0.23994,0.32046
293,293,2003,Berlin,male,Seldom,0.22043,86,21334,0.18096,0.25636
294,294,2003,Berlin,female,At least once per week,0.45926,173,21334,0.40881,0.51168
295,295,2003,Berlin,female,At least once per month,0.34534,140,21334,0.30337,0.37852
296,296,2003,Berlin,female,Seldom,0.1954,66,21334,0.16124,0.23586
297,297,2003,Brandenburg,male,At least once per week,0.34994,139,21334,0.29938,0.393
298,298,2003,Brandenburg,male,At least once per month,0.37577,155,21334,0.3366,0.41198
299,299,2003,Brandenburg,male,Seldom,0.27429,125,21334,0.24452,0.30774
300,300,2003,Brandenburg,female,At least once per week,0.35201,156,21334,0.31519,0.39326
301,301,2003,Brandenburg,female,At least once per month,0.38533,168,21334,0.34521,0.41784
302,302,2003,Brandenburg,female,Seldom,0.26266,128,21334,0.2366,0.2918
303,303,2003,Mecklenburg-Western Pomerania,male,At least once per week,0.35609,75,21334,0.30358,0.41154
304,304,2003,Mecklenburg-Western Pomerania,male,At least once per month,0.40627,95,21334,0.35516,0.46321
305,305,2003,Mecklenburg-Western Pomerania,male,Seldom,0.23764,49,21334,0.19863,0.29312
306,306,2003,Mecklenburg-Western Pomerania,female,At least once per week,0.49522,116,21334,0.43597,0.56187
307,307,2003,Mecklenburg-Western Pomerania,female,At least once per month,0.31822,97,21334,0.27337,0.36792
308,308,2003,Mecklenburg-Western Pomerania,female,Seldom,0.18656,45,21334,0.14943,0.22435
309,309,2003,Saxony,male,Daily,0.04725,36,21334,0.03752,0.05919
310,310,2003,Saxony,male,At least once per week,0.31106,238,21334,0.28079,0.34222
311,311,2003,Saxony,male,At least once per month,0.34532,276,21334,0.31207,0.37876
312,312,2003,Saxony,male,Seldom,0.29636,220,21334,0.26684,0.32079
313,313,2003,Saxony,female,At least once per week,0.31738,244,21334,0.29447,0.34125
314,314,2003,Saxony,female,At least once per month,0.39229,297,21334,0.36287,0.42213
315,315,2003,Saxony,female,Seldom,0.29032,219,21334,0.2695,0.31426
