year,migback,pli0080,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,Direct migration background,Seldom,0.20907441016333939,44486,0.20529553411955945,0.21285328620711932
2013,Direct migration background,Daily,0.038838475499092556,44486,0.03704302403842134,0.04063392695976377
2013,Direct migration background,Never,0.038112522686025406,44486,0.03633325875079167,0.03989178662125914
2013,Indirect migration background,At least once per week,0.47602131438721135,44486,0.4713802840985805,0.4806623446758422
2013,Indirect migration background,At least once per month,0.27087033747779754,44486,0.26674055192815815,0.2750001230274369
2013,Indirect migration background,Seldom,0.1349911190053286,44486,0.13181565441338006,0.13816658359727713
2013,Indirect migration background,Daily,0.10124333925399645,44486,0.09844017411177045,0.10404650439622246
2013,Indirect migration background,Never,0.016873889875666074,44486,0.01567699333158004,0.018070786419752106
2019,No migration background,At least once per week,0.3595583847224985,42417,0.3549915995824417,0.36412516986255533
2019,No migration background,At least once per month,0.3481698826337776,42417,0.34363622303600766,0.3527035422315476
2019,No migration background,Seldom,0.21697831708772627,42417,0.21305565264136495,0.2209009815340876
2019,No migration background,Never,0.039486771434255025,42417,0.03763339522064046,0.04134014764786959
2019,No migration background,Daily,0.03580664412174259,42417,0.034038368441551635,0.03757491980193354
2019,Direct migration background,At least once per week,0.3599393786309674,42417,0.3553715339064033,0.36450722335553154
2019,Direct migration background,At least once per month,0.319272543571609,42417,0.314835910453671,0.323709176689547
2019,Direct migration background,Seldom,0.21975246274311694,42417,0.21581180083859333,0.22369312464764055
2019,Direct migration background,Never,0.05759030058095479,42417,0.055373224262870134,0.05980737689903944
2019,Direct migration background,Daily,0.043445314473351856,42417,0.04150526649215308,0.04538536245455063
2019,Indirect migration background,At least once per week,0.4632446134347275,42417,0.45849914060120756,0.46799008626824745
2019,Indirect migration background,At least once per month,0.2782002534854246,42417,0.273935703393576,0.2824648035772732
2019,Indirect migration background,Seldom,0.15462610899873258,42417,0.1511853684480663,0.15806684954939887
2019,Indirect migration background,Daily,0.07477820025348543,42417,0.07227499460901274,0.07728140589795812
2019,Indirect migration background,Never,0.029150823827629912,42417,0.0275498383357157,0.030751809319544125
2021,No migration background,At least once per week,0.45354032563422947,27598,0.44766672682022307,0.45941392444823587
2021,No migration background,At least once per month,0.27103369935630445,27598,0.26578945839289797,0.2762779403197109
2021,No migration background,Seldom,0.18394547519878834,27598,0.17937436796628542,0.18851658243129127
2021,No migration background,Daily,0.054146156758803486,27598,0.05147614545044246,0.05681616806716451
2021,No migration background,Never,0.03733434305187429,27598,0.03509763519962742,0.039571050904121156
2021,Direct migration background,At least once per week,0.39534120734908135,27598,0.3895727658230637,0.401109648875099
2021,Direct migration background,At least once per month,0.2949475065616798,27598,0.2895672825653133,0.3003277305580463
2021,Direct migration background,Seldom,0.2125984251968504,27598,0.20777122370194467,0.21742562669175614
2021,Direct migration background,Daily,0.05150918635170604,27598,0.048901374975317054,0.05411699772809502
2021,Direct migration background,Never,0.04560367454068241,27598,0.04314227812246202,0.048065070958902806
2021,Indirect migration background,At least once per week,0.4919957310565635,27598,0.4860973664571729,0.49789409565595416
2021,Indirect migration background,At least once per month,0.2657417289220918,27598,0.2605301230111815,0.2709533348330021
2021,Indirect migration background,Seldom,0.14087513340448238,27598,0.13677061146781402,0.14497965534115073
2021,Indirect migration background,Daily,0.07043756670224119,27598,0.06741859723611646,0.07345653616836592
2021,Indirect migration background,Never,0.030949839914621132,27598,0.028906598896298957,0.03299308093294331
