year,quintil_oecd,sex,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,4th Quintile,female,Daily,0.02850,42,909,0.01767,0.03932
1990,4th Quintile,female,At least once per week,0.36615,396,909,0.33481,0.39748
1990,4th Quintile,female,At least once per month,0.29377,289,909,0.26415,0.32340
1990,4th Quintile,female,Seldom,0.18721,182,909,0.16183,0.21258
1990,5th Quintile,male,Daily,0.02629,39,946,0.01609,0.03650
1990,5th Quintile,male,At least once per week,0.35581,390,946,0.32528,0.38633
1990,5th Quintile,male,At least once per month,0.30319,313,946,0.27388,0.33250
1990,5th Quintile,male,Seldom,0.20365,204,946,0.17797,0.22932
1990,5th Quintile,female,Daily,0.02978,36,852,0.01836,0.04120
1990,5th Quintile,female,At least once per week,0.39204,390,852,0.35924,0.42484
1990,5th Quintile,female,At least once per month,0.29379,269,852,0.26318,0.32439
1990,5th Quintile,female,Seldom,0.17052,157,852,0.14525,0.19579
1995,1st Quintile,male,Daily,0.06814,110,1104,0.05327,0.08302
1995,1st Quintile,male,At least once per week,0.26561,465,1104,0.23955,0.29168
1995,1st Quintile,male,At least once per month,0.18206,271,1104,0.15928,0.20483
1995,1st Quintile,male,Seldom,0.14389,213,1104,0.12318,0.16461
1995,1st Quintile,male,Never,0.03818,45,1104,0.02687,0.04949
1995,1st Quintile,female,Daily,0.06151,129,1422,0.04902,0.07400
1995,1st Quintile,female,At least once per week,0.33007,631,1422,0.30562,0.35452
1995,1st Quintile,female,At least once per month,0.19429,353,1422,0.17372,0.21486
1995,1st Quintile,female,Seldom,0.14037,240,1422,0.12231,0.15843
1995,1st Quintile,female,Never,0.04335,69,1422,0.03276,0.05394
1995,2nd Quintile,male,Daily,0.04422,90,1342,0.03322,0.05522
1995,2nd Quintile,male,At least once per week,0.27823,543,1342,0.25424,0.30221
1995,2nd Quintile,male,At least once per month,0.24123,379,1342,0.21833,0.26413
1995,2nd Quintile,male,Seldom,0.17185,292,1342,0.15166,0.19205
1995,2nd Quintile,male,Never,0.02817,38,1342,0.01931,0.03702
1995,2nd Quintile,female,Daily,0.05058,90,1529,0.03959,0.06156
1995,2nd Quintile,female,At least once per week,0.33379,655,1529,0.31015,0.35744
1995,2nd Quintile,female,At least once per month,0.22078,416,1529,0.19998,0.24157
1995,2nd Quintile,female,Seldom,0.16245,314,1529,0.14395,0.18094
1995,2nd Quintile,female,Never,0.03835,54,1529,0.02872,0.04797
1995,3rd Quintile,male,Daily,0.05667,102,1330,0.04424,0.06911
1995,3rd Quintile,male,At least once per week,0.28293,485,1330,0.25871,0.30715
1995,3rd Quintile,male,At least once per month,0.22598,386,1330,0.20349,0.24846
1995,3rd Quintile,male,Seldom,0.21603,325,1330,0.19390,0.23815
1995,3rd Quintile,male,Never,0.02806,32,1330,0.01918,0.03693
1995,3rd Quintile,female,Daily,0.05068,91,1376,0.03909,0.06228
1995,3rd Quintile,female,At least once per week,0.34399,586,1376,0.31888,0.36910
1995,3rd Quintile,female,At least once per month,0.24141,404,1376,0.21879,0.26403
1995,3rd Quintile,female,Seldom,0.15150,263,1376,0.13255,0.17045
1995,3rd Quintile,female,Never,0.02037,32,1376,0.01290,0.02784
1995,4th Quintile,male,Daily,0.03989,84,1347,0.02944,0.05035
1995,4th Quintile,male,At least once per week,0.33156,540,1347,0.30641,0.35671
1995,4th Quintile,male,At least once per month,0.27454,436,1347,0.25070,0.29838
1995,4th Quintile,male,Seldom,0.17238,254,1347,0.15220,0.19256
1995,4th Quintile,male,Never,0.02762,33,1347,0.01887,0.03638
1995,4th Quintile,female,Daily,0.04537,68,1279,0.03396,0.05678
1995,4th Quintile,female,At least once per week,0.35332,551,1279,0.32711,0.37952
1995,4th Quintile,female,At least once per month,0.27072,415,1279,0.24636,0.29509
1995,4th Quintile,female,Seldom,0.17535,245,1279,0.15450,0.19620
1995,5th Quintile,male,Daily,0.02936,50,1236,0.01995,0.03878
1995,5th Quintile,male,At least once per week,0.34684,503,1236,0.32029,0.37339
1995,5th Quintile,male,At least once per month,0.30774,422,1236,0.28199,0.33348
1995,5th Quintile,male,Seldom,0.19055,261,1236,0.16865,0.21246
1995,5th Quintile,female,Daily,0.03707,49,1182,0.02629,0.04785
1995,5th Quintile,female,At least once per week,0.37342,499,1182,0.34583,0.40101
1995,5th Quintile,female,At least once per month,0.30433,402,1182,0.27809,0.33057
1995,5th Quintile,female,Seldom,0.17363,232,1182,0.15202,0.19523
1998,1st Quintile,male,Daily,0.08527,125,1005,0.06799,0.10254
1998,1st Quintile,male,At least once per week,0.27785,432,1005,0.25014,0.30556
1998,1st Quintile,male,At least once per month,0.15670,235,1005,0.13422,0.17919
1998,1st Quintile,male,Seldom,0.17003,213,1005,0.14679,0.19327
1998,1st Quintile,female,Daily,0.05751,120,1297,0.04483,0.07018
1998,1st Quintile,female,At least once per week,0.32845,576,1297,0.30288,0.35402
1998,1st Quintile,female,At least once per month,0.17931,304,1297,0.15842,0.20020
1998,1st Quintile,female,Seldom,0.16905,249,1297,0.14864,0.18945
1998,1st Quintile,female,Never,0.03428,48,1297,0.02437,0.04419
1998,2nd Quintile,male,Daily,0.06079,98,1144,0.04694,0.07464
1998,2nd Quintile,male,At least once per week,0.29577,480,1144,0.26931,0.32223
1998,2nd Quintile,male,At least once per month,0.19720,322,1144,0.17413,0.22027
1998,2nd Quintile,male,Seldom,0.16570,244,1144,0.14415,0.18726
1998,2nd Quintile,female,Daily,0.05096,103,1321,0.03910,0.06283
1998,2nd Quintile,female,At least once per week,0.34686,576,1321,0.32118,0.37253
1998,2nd Quintile,female,At least once per month,0.21824,367,1321,0.19596,0.24053
1998,2nd Quintile,female,Seldom,0.15184,241,1321,0.13248,0.17120
1998,2nd Quintile,female,Never,0.02931,34,1321,0.02021,0.03841
1998,3rd Quintile,male,Daily,0.03518,73,1224,0.02486,0.04551
1998,3rd Quintile,male,At least once per week,0.30059,485,1224,0.27489,0.32629
1998,3rd Quintile,male,At least once per month,0.25234,381,1224,0.22800,0.27669
1998,3rd Quintile,male,Seldom,0.21410,285,1224,0.19111,0.23709
1998,3rd Quintile,female,Daily,0.04893,77,1317,0.03728,0.06059
1998,3rd Quintile,female,At least once per week,0.33785,547,1317,0.31230,0.36341
1998,3rd Quintile,female,At least once per month,0.24727,415,1317,0.22396,0.27057
1998,3rd Quintile,female,Seldom,0.18805,278,1317,0.16694,0.20917
1998,4th Quintile,male,Daily,0.05250,84,1295,0.04035,0.06466
1998,4th Quintile,male,At least once per week,0.36364,546,1295,0.33743,0.38985
1998,4th Quintile,male,At least once per month,0.26812,405,1295,0.24399,0.29226
1998,4th Quintile,male,Seldom,0.17827,260,1295,0.15742,0.19913
1998,4th Quintile,female,Daily,0.02957,49,1261,0.02021,0.03892
1998,4th Quintile,female,At least once per week,0.37264,552,1261,0.34595,0.39934
1998,4th Quintile,female,At least once per month,0.26382,402,1261,0.23949,0.28815
1998,4th Quintile,female,Seldom,0.17793,258,1261,0.15681,0.19904
1998,5th Quintile,male,Daily,0.02175,46,1164,0.01336,0.03013
1998,5th Quintile,male,At least once per week,0.34253,455,1164,0.31526,0.36981
1998,5th Quintile,male,At least once per month,0.32889,435,1164,0.30189,0.35590
1998,5th Quintile,male,Seldom,0.17766,228,1164,0.15570,0.19963
1998,5th Quintile,female,Daily,0.03348,53,1094,0.02281,0.04414
1998,5th Quintile,female,At least once per week,0.35114,448,1094,0.32284,0.37944
1998,5th Quintile,female,At least once per month,0.32716,391,1094,0.29935,0.35498
1998,5th Quintile,female,Seldom,0.16671,202,1094,0.14461,0.18880
2003,1st Quintile,male,Daily,0.05225,110,1438,0.04075,0.06376
2003,1st Quintile,male,At least once per week,0.31985,586,1438,0.29573,0.34397
2003,1st Quintile,male,At least once per month,0.16624,348,1438,0.14699,0.18549
2003,1st Quintile,male,Seldom,0.16031,305,1438,0.14134,0.17928
2003,1st Quintile,male,Never,0.04856,89,1438,0.03745,0.05968
2003,1st Quintile,female,Daily,0.05352,132,1956,0.04354,0.06350
2003,1st Quintile,female,At least once per week,0.33135,827,1956,0.31049,0.35222
2003,1st Quintile,female,At least once per month,0.20963,509,1956,0.19158,0.22767
2003,1st Quintile,female,Seldom,0.15948,384,1956,0.14325,0.17571
2003,1st Quintile,female,Never,0.04769,104,1956,0.03825,0.05714
2003,2nd Quintile,male,Daily,0.03191,81,1753,0.02368,0.04014
2003,2nd Quintile,male,At least once per week,0.30527,672,1753,0.28371,0.32684
2003,2nd Quintile,male,At least once per month,0.22774,525,1753,0.20811,0.24738
2003,2nd Quintile,male,Seldom,0.17904,407,1753,0.16109,0.19699
2003,2nd Quintile,male,Never,0.02924,68,1753,0.02135,0.03713
2003,2nd Quintile,female,Daily,0.04287,113,2094,0.03419,0.05155
2003,2nd Quintile,female,At least once per week,0.34574,877,2094,0.32536,0.36612
2003,2nd Quintile,female,At least once per month,0.21393,592,2094,0.19636,0.23150
2003,2nd Quintile,female,Seldom,0.17903,437,2094,0.16260,0.19545
2003,2nd Quintile,female,Never,0.03331,75,2094,0.02562,0.04100
2003,3rd Quintile,male,Daily,0.03396,92,1995,0.02601,0.04191
2003,3rd Quintile,male,At least once per week,0.29977,760,1995,0.27966,0.31988
2003,3rd Quintile,male,At least once per month,0.25119,635,1995,0.23216,0.27023
2003,3rd Quintile,male,Seldom,0.20110,454,1995,0.18351,0.21870
2003,3rd Quintile,male,Never,0.02617,54,1995,0.01917,0.03318
2003,3rd Quintile,female,Daily,0.04128,103,2059,0.03269,0.04988
2003,3rd Quintile,female,At least once per week,0.33765,869,2059,0.31721,0.35808
2003,3rd Quintile,female,At least once per month,0.25933,653,2059,0.24040,0.27827
2003,3rd Quintile,female,Seldom,0.14743,371,2059,0.13211,0.16275
2003,3rd Quintile,female,Never,0.03304,63,2059,0.02531,0.04076
2003,4th Quintile,male,Daily,0.03271,85,2214,0.02530,0.04012
2003,4th Quintile,male,At least once per week,0.36887,931,2214,0.34877,0.38897
2003,4th Quintile,male,At least once per month,0.26274,713,2214,0.24440,0.28107
2003,4th Quintile,male,Seldom,0.17471,447,2214,0.15889,0.19053
2003,4th Quintile,male,Never,0.01526,38,2214,0.01015,0.02037
2003,4th Quintile,female,Daily,0.03105,86,2232,0.02386,0.03825
2003,4th Quintile,female,At least once per week,0.37567,973,2232,0.35557,0.39577
2003,4th Quintile,female,At least once per month,0.28249,752,2232,0.26381,0.30117
2003,4th Quintile,female,Seldom,0.14749,371,2232,0.13278,0.16220
2003,4th Quintile,female,Never,0.02440,50,2232,0.01800,0.03081
2003,5th Quintile,male,Daily,0.03188,134,3235,0.02582,0.03793
2003,5th Quintile,male,At least once per week,0.35718,1265,3235,0.34067,0.37370
2003,5th Quintile,male,At least once per month,0.33419,1238,3235,0.31793,0.35044
2003,5th Quintile,male,Seldom,0.16987,556,3235,0.15693,0.18281
2003,5th Quintile,male,Never,0.01169,42,3235,0.00798,0.01539
2003,5th Quintile,female,Daily,0.02719,116,3101,0.02147,0.03292
2003,5th Quintile,female,At least once per week,0.39009,1390,3101,0.37292,0.40726
2003,5th Quintile,female,At least once per month,0.31438,1113,3101,0.29803,0.33072
2003,5th Quintile,female,Seldom,0.14568,442,3101,0.13327,0.15810
2003,5th Quintile,female,Never,0.01441,40,3101,0.01021,0.01860
2008,1st Quintile,male,Daily,0.05412,85,1235,0.04150,0.06675
2008,1st Quintile,male,At least once per week,0.30453,472,1235,0.27886,0.33021
2008,1st Quintile,male,At least once per month,0.16860,299,1235,0.14771,0.18949
2008,1st Quintile,male,Seldom,0.17596,293,1235,0.15472,0.19721
2008,1st Quintile,male,Never,0.05866,86,1235,0.04555,0.07177
2008,1st Quintile,female,Daily,0.05816,121,1727,0.04711,0.06920
2008,1st Quintile,female,At least once per week,0.34226,735,1727,0.31988,0.36465
2008,1st Quintile,female,At least once per month,0.22074,459,1727,0.20117,0.24031
2008,1st Quintile,female,Seldom,0.15535,332,1727,0.13826,0.17244
2008,1st Quintile,female,Never,0.04089,80,1727,0.03155,0.05024
2008,2nd Quintile,male,Daily,0.02750,54,1529,0.01930,0.03570
2008,2nd Quintile,male,At least once per week,0.28054,548,1529,0.25801,0.30307
2008,2nd Quintile,male,At least once per month,0.23789,478,1529,0.21654,0.25924
2008,2nd Quintile,male,Seldom,0.20631,391,1529,0.18602,0.22660
2008,2nd Quintile,male,Never,0.02761,58,1529,0.01939,0.03582
2008,2nd Quintile,female,Daily,0.03343,75,1837,0.02521,0.04166
2008,2nd Quintile,female,At least once per week,0.32012,725,1837,0.29878,0.34146
2008,2nd Quintile,female,At least once per month,0.24151,541,1837,0.22193,0.26109
2008,2nd Quintile,female,Seldom,0.20638,430,1837,0.18787,0.22490
2008,2nd Quintile,female,Never,0.03322,66,1837,0.02503,0.04142
2008,3rd Quintile,male,Daily,0.04275,84,1835,0.03350,0.05201
2008,3rd Quintile,male,At least once per week,0.31336,676,1835,0.29213,0.33459
2008,3rd Quintile,male,At least once per month,0.24906,581,1835,0.22926,0.26885
2008,3rd Quintile,male,Seldom,0.20619,447,1835,0.18768,0.22471
2008,3rd Quintile,male,Never,0.02099,47,1835,0.01443,0.02755
2008,3rd Quintile,female,Daily,0.03785,79,1964,0.02941,0.04629
2008,3rd Quintile,female,At least once per week,0.34295,785,1964,0.32195,0.36395
2008,3rd Quintile,female,At least once per month,0.25861,645,1964,0.23924,0.27798
2008,3rd Quintile,female,Seldom,0.17580,405,1964,0.15896,0.19264
2008,3rd Quintile,female,Never,0.02259,50,1964,0.01602,0.02917
2008,4th Quintile,male,Daily,0.02669,59,1925,0.01949,0.03390
2008,4th Quintile,male,At least once per week,0.33555,721,1925,0.31445,0.35665
2008,4th Quintile,male,At least once per month,0.27693,673,1925,0.25693,0.29692
2008,4th Quintile,male,Seldom,0.19268,441,1925,0.17506,0.21030
2008,4th Quintile,male,Never,0.01290,31,1925,0.00785,0.01794
2008,4th Quintile,female,Daily,0.02856,62,1937,0.02114,0.03598
2008,4th Quintile,female,At least once per week,0.34433,777,1937,0.32317,0.36550
2008,4th Quintile,female,At least once per month,0.28372,668,1937,0.26364,0.30380
2008,4th Quintile,female,Seldom,0.17824,391,1937,0.16119,0.19528
2008,4th Quintile,female,Never,0.02034,39,1937,0.01406,0.02663
2008,5th Quintile,male,Daily,0.02207,59,2646,0.01647,0.02767
2008,5th Quintile,male,At least once per week,0.33737,970,2646,0.31935,0.35539
2008,5th Quintile,male,At least once per month,0.34550,1038,2646,0.32738,0.36363
2008,5th Quintile,male,Seldom,0.18225,530,2646,0.16754,0.19697
2008,5th Quintile,male,Never,0.02115,49,2646,0.01567,0.02663
2008,5th Quintile,female,Daily,0.02588,68,2600,0.01977,0.03198
2008,5th Quintile,female,At least once per week,0.36222,1058,2600,0.34374,0.38070
2008,5th Quintile,female,At least once per month,0.32778,996,2600,0.30973,0.34582
2008,5th Quintile,female,Seldom,0.15004,446,2600,0.13631,0.16377
2008,5th Quintile,female,Never,0.01520,32,2600,0.01049,0.01990
2013,1st Quintile,male,Daily,0.04744,136,1967,0.03805,0.05684
2013,1st Quintile,male,At least once per week,0.28743,722,1967,0.26743,0.30744
2013,1st Quintile,male,At least once per month,0.16974,477,1967,0.15314,0.18633
2013,1st Quintile,male,Seldom,0.20051,474,1967,0.18281,0.21821
2013,1st Quintile,male,Never,0.07206,158,1967,0.06063,0.08349
2013,1st Quintile,female,Daily,0.04713,223,3128,0.03970,0.05456
2013,1st Quintile,female,At least once per week,0.31627,1294,3128,0.29997,0.33257
2013,1st Quintile,female,At least once per month,0.21184,796,3128,0.19751,0.22616
2013,1st Quintile,female,Seldom,0.19249,652,3128,0.17867,0.20631
2013,1st Quintile,female,Never,0.05173,163,3128,0.04397,0.05949
2013,2nd Quintile,male,Daily,0.03372,95,2251,0.02626,0.04118
2013,2nd Quintile,male,At least once per week,0.26187,800,2251,0.24370,0.28004
2013,2nd Quintile,male,At least once per month,0.23974,676,2251,0.22210,0.25738
2013,2nd Quintile,male,Seldom,0.21836,581,2251,0.20129,0.23543
2013,2nd Quintile,male,Never,0.03559,99,2251,0.02793,0.04324
2013,2nd Quintile,female,Daily,0.03226,139,2939,0.02587,0.03864
2013,2nd Quintile,female,At least once per week,0.30841,1200,2939,0.29171,0.32511
2013,2nd Quintile,female,At least once per month,0.25603,910,2939,0.24025,0.27181
2013,2nd Quintile,female,Seldom,0.19325,566,2939,0.17897,0.20753
2013,2nd Quintile,female,Never,0.04597,124,2939,0.03840,0.05354
2013,3rd Quintile,male,Daily,0.03548,86,2247,0.02783,0.04314
2013,3rd Quintile,male,At least once per week,0.27813,771,2247,0.25960,0.29666
2013,3rd Quintile,male,At least once per month,0.27298,752,2247,0.25456,0.29141
2013,3rd Quintile,male,Seldom,0.20266,566,2247,0.18603,0.21928
2013,3rd Quintile,male,Never,0.02461,72,2247,0.01821,0.03102
2013,3rd Quintile,female,Daily,0.02471,98,2594,0.01874,0.03069
2013,3rd Quintile,female,At least once per week,0.30625,1038,2594,0.28851,0.32400
2013,3rd Quintile,female,At least once per month,0.28895,855,2594,0.27150,0.30640
2013,3rd Quintile,female,Seldom,0.19329,515,2594,0.17809,0.20849
2013,3rd Quintile,female,Never,0.03633,88,2594,0.02912,0.04353
2013,4th Quintile,male,Daily,0.03510,83,2303,0.02758,0.04261
2013,4th Quintile,male,At least once per week,0.31157,820,2303,0.29265,0.33049
2013,4th Quintile,male,At least once per month,0.29163,836,2303,0.27306,0.31019
2013,4th Quintile,male,Seldom,0.19997,511,2303,0.18363,0.21631
2013,4th Quintile,male,Never,0.02262,53,2303,0.01655,0.02870
2013,4th Quintile,female,Daily,0.02986,84,2512,0.02320,0.03651
2013,4th Quintile,female,At least once per week,0.34301,1064,2512,0.32444,0.36157
2013,4th Quintile,female,At least once per month,0.29762,882,2512,0.27974,0.31550
2013,4th Quintile,female,Seldom,0.16166,427,2512,0.14726,0.17606
2013,4th Quintile,female,Never,0.02504,55,2512,0.01893,0.03115
2013,5th Quintile,male,Daily,0.01332,52,2729,0.00902,0.01762
2013,5th Quintile,male,At least once per week,0.32965,997,2729,0.31201,0.34729
2013,5th Quintile,male,At least once per month,0.35323,1083,2729,0.33529,0.37117
2013,5th Quintile,male,Seldom,0.18213,561,2729,0.16764,0.19661
2013,5th Quintile,male,Never,0.01455,36,2729,0.01006,0.01904
2013,5th Quintile,female,Daily,0.02258,70,2733,0.01701,0.02815
2013,5th Quintile,female,At least once per week,0.34882,1097,2733,0.33095,0.36669
2013,5th Quintile,female,At least once per month,0.34642,1094,2733,0.32858,0.36426
2013,5th Quintile,female,Seldom,0.15074,440,2733,0.13733,0.16416
2013,5th Quintile,female,Never,0.01228,32,2733,0.00815,0.01641
2019,1st Quintile,male,Daily,0.04964,140,1873,0.03980,0.05948
2019,1st Quintile,male,At least once per week,0.26494,622,1873,0.24495,0.28493
2019,1st Quintile,male,At least once per month,0.17280,458,1873,0.15568,0.18993
2019,1st Quintile,male,Seldom,0.17269,482,1873,0.15556,0.18981
2019,1st Quintile,male,Never,0.06897,171,1873,0.05749,0.08045
2019,1st Quintile,female,Daily,0.06046,195,2565,0.05124,0.06969
2019,1st Quintile,female,At least once per week,0.30921,959,2565,0.29132,0.32710
2019,1st Quintile,female,At least once per month,0.18903,674,2565,0.17388,0.20419
2019,1st Quintile,female,Seldom,0.16023,547,2565,0.14603,0.17443
2019,1st Quintile,female,Never,0.06159,190,2565,0.05229,0.07090
2019,2nd Quintile,male,Daily,0.02582,85,2107,0.01904,0.03259
2019,2nd Quintile,male,At least once per week,0.26613,684,2107,0.24725,0.28500
2019,2nd Quintile,male,At least once per month,0.25264,632,2107,0.23408,0.27120
2019,2nd Quintile,male,Seldom,0.21165,577,2107,0.19421,0.22910
2019,2nd Quintile,male,Never,0.04185,129,2107,0.03329,0.05040
2019,2nd Quintile,female,Daily,0.03209,119,2649,0.02538,0.03880
2019,2nd Quintile,female,At least once per week,0.28602,958,2649,0.26881,0.30323
2019,2nd Quintile,female,At least once per month,0.28112,844,2649,0.26400,0.29824
2019,2nd Quintile,female,Seldom,0.18952,589,2649,0.17459,0.20445
2019,2nd Quintile,female,Never,0.04149,139,2649,0.03389,0.04908
2019,3rd Quintile,male,Daily,0.02236,67,2011,0.01590,0.02882
2019,3rd Quintile,male,At least once per week,0.28933,664,2011,0.26950,0.30915
2019,3rd Quintile,male,At least once per month,0.26791,699,2011,0.24855,0.28727
2019,3rd Quintile,male,Seldom,0.19926,500,2011,0.18180,0.21673
2019,3rd Quintile,male,Never,0.03824,81,2011,0.02985,0.04662
2019,3rd Quintile,female,Daily,0.02422,74,2397,0.01806,0.03037
2019,3rd Quintile,female,At least once per week,0.32619,946,2397,0.30742,0.34496
2019,3rd Quintile,female,At least once per month,0.29760,831,2397,0.27929,0.31590
2019,3rd Quintile,female,Seldom,0.16584,468,2397,0.15094,0.18073
2019,3rd Quintile,female,Never,0.04069,78,2397,0.03278,0.04860
2019,4th Quintile,male,Daily,0.02243,53,2013,0.01596,0.02890
2019,4th Quintile,male,At least once per week,0.30670,714,2013,0.28655,0.32684
2019,4th Quintile,male,At least once per month,0.28567,718,2013,0.26593,0.30541
2019,4th Quintile,male,Seldom,0.21160,475,2013,0.19375,0.22945
2019,4th Quintile,male,Never,0.02748,53,2013,0.02034,0.03463
2019,4th Quintile,female,Daily,0.02291,65,2242,0.01671,0.02910
2019,4th Quintile,female,At least once per week,0.35535,869,2242,0.33553,0.37516
2019,4th Quintile,female,At least once per month,0.29520,843,2242,0.27631,0.31408
2019,4th Quintile,female,Seldom,0.14210,402,2242,0.12765,0.15656
2019,4th Quintile,female,Never,0.03367,63,2242,0.02620,0.04114
2019,5th Quintile,male,Daily,0.02234,56,2410,0.01644,0.02824
2019,5th Quintile,male,At least once per week,0.30561,807,2410,0.28721,0.32400
2019,5th Quintile,male,At least once per month,0.35723,966,2410,0.33810,0.37637
2019,5th Quintile,male,Seldom,0.19128,530,2410,0.17557,0.20699
2019,5th Quintile,male,Never,0.01925,51,2410,0.01376,0.02474
2019,5th Quintile,female,Daily,0.02103,52,2386,0.01527,0.02679
2019,5th Quintile,female,At least once per week,0.32052,897,2386,0.30180,0.33925
2019,5th Quintile,female,At least once per month,0.36407,968,2386,0.34476,0.38338
2019,5th Quintile,female,Seldom,0.17281,429,2386,0.15763,0.18798
2019,5th Quintile,female,Never,0.01672,40,2386,0.01158,0.02187
2021,1st Quintile,male,Daily,0.05737,105,1377,0.04508,0.06966
2021,1st Quintile,male,At least once per week,0.30338,562,1377,0.27909,0.32768
2021,1st Quintile,male,At least once per month,0.15656,312,1377,0.13735,0.17576
2021,1st Quintile,male,Seldom,0.16642,310,1377,0.14674,0.18610
2021,1st Quintile,male,Never,0.04498,88,1377,0.03403,0.05594
2021,1st Quintile,female,Daily,0.05947,143,1856,0.04871,0.07024
2021,1st Quintile,female,At least once per week,0.34480,783,1856,0.32317,0.36643
2021,1st Quintile,female,At least once per month,0.17259,426,1856,0.15539,0.18979
2021,1st Quintile,female,Seldom,0.15568,381,1856,0.13918,0.17218
2021,1st Quintile,female,Never,0.06821,123,1856,0.05674,0.07968
2021,2nd Quintile,male,Daily,0.04645,85,1481,0.03572,0.05717
2021,2nd Quintile,male,At least once per week,0.31421,596,1481,0.29056,0.33786
2021,2nd Quintile,male,At least once per month,0.21167,404,1481,0.19086,0.23248
2021,2nd Quintile,male,Seldom,0.17820,331,1481,0.15871,0.19770
2021,2nd Quintile,male,Never,0.03661,65,1481,0.02704,0.04618
2021,2nd Quintile,female,Daily,0.04751,117,1856,0.03783,0.05719
2021,2nd Quintile,female,At least once per week,0.33159,785,1856,0.31017,0.35301
2021,2nd Quintile,female,At least once per month,0.23129,523,1856,0.21210,0.25048
2021,2nd Quintile,female,Seldom,0.17226,360,1856,0.15507,0.18944
2021,2nd Quintile,female,Never,0.04436,71,1856,0.03499,0.05373
2021,3rd Quintile,male,Daily,0.04086,68,1419,0.03055,0.05116
2021,3rd Quintile,male,At least once per week,0.39006,648,1419,0.36468,0.41545
2021,3rd Quintile,male,At least once per month,0.18471,383,1419,0.16451,0.20490
2021,3rd Quintile,male,Seldom,0.16385,264,1419,0.14458,0.18311
2021,3rd Quintile,male,Never,0.03814,56,1419,0.02817,0.04811
2021,3rd Quintile,female,Daily,0.03841,68,1675,0.02920,0.04762
2021,3rd Quintile,female,At least once per week,0.34359,763,1675,0.32084,0.36634
2021,3rd Quintile,female,At least once per month,0.22963,467,1675,0.20948,0.24977
2021,3rd Quintile,female,Seldom,0.15475,310,1675,0.13742,0.17207
2021,3rd Quintile,female,Never,0.05235,67,1675,0.04168,0.06301
2021,4th Quintile,male,Daily,0.05061,68,1484,0.03945,0.06177
2021,4th Quintile,male,At least once per week,0.39034,678,1484,0.36551,0.41516
2021,4th Quintile,male,At least once per month,0.23592,447,1484,0.21432,0.25753
2021,4th Quintile,male,Seldom,0.16994,291,1484,0.15083,0.18906
2021,4th Quintile,female,Daily,0.04085,80,1672,0.03136,0.05034
2021,4th Quintile,female,At least once per week,0.39864,804,1672,0.37516,0.42211
2021,4th Quintile,female,At least once per month,0.23812,468,1672,0.21770,0.25854
2021,4th Quintile,female,Seldom,0.14647,274,1672,0.12952,0.16342
2021,4th Quintile,female,Never,0.02628,46,1672,0.01861,0.03395
2021,5th Quintile,male,Daily,0.03748,97,2257,0.02964,0.04532
2021,5th Quintile,male,At least once per week,0.41017,1057,2257,0.38988,0.43047
