,Unnamed: 0,year,bula_h,migback,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
33,33,1990,Baden-Wuerttemberg,No migration background,At least once per week,0.38105,383,8629,0.36289,0.39876
34,34,1990,Baden-Wuerttemberg,No migration background,At least once per month,0.32129,310,8629,0.30547,0.33543
35,35,1990,Baden-Wuerttemberg,No migration background,Seldom,0.25016,263,8629,0.23856,0.26493
36,36,1990,Baden-Wuerttemberg,Direct migration background,Daily,0.08538,78,8629,0.06951,0.10292
37,37,1990,Baden-Wuerttemberg,Direct migration background,At least once per week,0.45703,361,8629,0.39813,0.52743
38,38,1990,Baden-Wuerttemberg,Direct migration background,At least once per month,0.29602,161,8629,0.25218,0.34546
39,39,1990,Baden-Wuerttemberg,Direct migration background,Seldom,0.16157,59,8629,0.12385,0.20255
40,40,1990,Baden-Wuerttemberg,Indirect migration background,At least once per week,1.0,43,8629,0.65728,1.47864
41,41,1990,Bavaria,No migration background,Daily,0.03792,44,8629,0.03348,0.04207
42,42,1990,Bavaria,No migration background,At least once per week,0.37075,436,8629,0.35284,0.38435
43,43,1990,Bavaria,No migration background,At least once per month,0.31078,379,8629,0.29845,0.32305
44,44,1990,Bavaria,No migration background,Seldom,0.24821,290,8629,0.23844,0.2585
45,45,1990,Bavaria,No migration background,Never,0.03234,33,8629,0.02815,0.03694
46,46,1990,Bavaria,Direct migration background,At least once per week,0.41265,177,8629,0.34639,0.48756
47,47,1990,Bavaria,Direct migration background,At least once per month,0.37632,104,8629,0.30787,0.45488
48,48,1990,Bavaria,Direct migration background,Seldom,0.21103,52,8629,0.17047,0.26474
49,49,1990,Berlin,No migration background,At least once per week,0.48243,93,8629,0.43851,0.53194
50,50,1990,Berlin,No migration background,At least once per month,0.25444,49,8629,0.22262,0.29196
51,51,1990,Berlin,No migration background,Seldom,0.26314,46,8629,0.23383,0.29125
52,52,1990,Berlin,Direct migration background,At least once per week,1.0,48,8629,0.72781,1.39411
53,53,1995,Schleswig-Holstein,No migration background,At least once per week,0.47581,106,12206,0.43255,0.52416
54,54,1995,Schleswig-Holstein,No migration background,At least once per month,0.33452,83,12206,0.2942,0.37171
55,55,1995,Schleswig-Holstein,No migration background,Seldom,0.18967,38,12206,0.15845,0.22
56,56,1995,Hamburg,No migration background,At least once per week,0.53914,44,12206,0.44679,0.63199
57,57,1995,Hamburg,No migration background,At least once per month,0.46086,31,12206,0.37912,0.54722
58,58,1995,Lower Saxony,No migration background,Daily,0.04484,39,12206,0.0373,0.05174
59,59,1995,Lower Saxony,No migration background,At least once per week,0.3965,330,12206,0.36785,0.42227
60,60,1995,Lower Saxony,No migration background,At least once per month,0.34189,263,12206,0.31765,0.3666
61,61,1995,Lower Saxony,No migration background,Seldom,0.21677,153,12206,0.1965,0.23835
62,62,1995,Lower Saxony,Direct migration background,At least once per week,0.65746,112,12206,0.5583,0.77998
63,63,1995,Lower Saxony,Direct migration background,At least once per month,0.34254,56,12206,0.2458,0.4346
64,64,1995,Bremen,No migration background,At least once per week,1.0,35,12206,0.82298,1.19221
65,65,1995,North Rhine-Westphalia,No migration background,Daily,0.06934,108,12206,0.06216,0.07618
66,66,1995,North Rhine-Westphalia,No migration background,At least once per week,0.42414,745,12206,0.40768,0.44521
67,67,1995,North Rhine-Westphalia,No migration background,At least once per month,0.3257,557,12206,0.3103,0.34038
68,68,1995,North Rhine-Westphalia,No migration background,Seldom,0.18082,296,12206,0.16641,0.19492
69,69,1995,North Rhine-Westphalia,Direct migration background,Daily,0.07992,69,12206,0.06197,0.10453
70,70,1995,North Rhine-Westphalia,Direct migration background,At least once per week,0.44108,333,12206,0.39274,0.4862
71,71,1995,North Rhine-Westphalia,Direct migration background,At least once per month,0.30123,189,12206,0.26203,0.34097
72,72,1995,North Rhine-Westphalia,Direct migration background,Seldom,0.17777,83,12206,0.14454,0.21546
73,73,1995,North Rhine-Westphalia,Indirect migration background,Daily,0.36636,36,12206,0.28624,0.43945
74,74,1995,North Rhine-Westphalia,Indirect migration background,At least once per week,0.63364,76,12206,0.51387,0.77713
75,75,1995,Hesse,No migration background,At least once per week,0.49108,252,12206,0.44895,0.53364
76,76,1995,Hesse,No migration background,At least once per month,0.2827,163,12206,0.25975,0.3067
77,77,1995,Hesse,No migration background,Seldom,0.22622,108,12206,0.20333,0.2536
78,78,1995,Hesse,Direct migration background,At least once per week,0.55957,174,12206,0.47329,0.68227
79,79,1995,Hesse,Direct migration background,At least once per month,0.28658,56,12206,0.23097,0.35108
80,80,1995,Hesse,Direct migration background,Seldom,0.15385,41,12206,0.12065,0.19573
81,81,1995,Hesse,Indirect migration background,At least once per week,1.0,31,12206,0.68831,1.53056
82,82,1995,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.07586,34,12206,0.05898,0.09643
83,83,1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.42766,215,12206,0.40308,0.4564
84,84,1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.27326,136,12206,0.25284,0.30034
85,85,1995,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.22322,105,12206,0.20247,0.24377
86,86,1995,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per week,0.67847,86,12206,0.52431,0.80369
87,87,1995,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.32153,36,12206,0.25315,0.39432
88,88,1995,Baden-Wuerttemberg,No migration background,Daily,0.04953,50,12206,0.04265,0.05626
89,89,1995,Baden-Wuerttemberg,No migration background,At least once per week,0.39041,394,12206,0.36962,0.41238
90,90,1995,Baden-Wuerttemberg,No migration background,At least once per month,0.33753,309,12206,0.31211,0.35982
91,91,1995,Baden-Wuerttemberg,No migration background,Seldom,0.22253,203,12206,0.20514,0.2421
92,92,1995,Baden-Wuerttemberg,Direct migration background,Daily,0.10666,74,12206,0.08601,0.13493
93,93,1995,Baden-Wuerttemberg,Direct migration background,At least once per week,0.42641,354,12206,0.37286,0.47715
94,94,1995,Baden-Wuerttemberg,Direct migration background,At least once per month,0.32403,158,12206,0.25686,0.38399
95,95,1995,Baden-Wuerttemberg,Direct migration background,Seldom,0.14291,72,12206,0.11479,0.17892
96,96,1995,Baden-Wuerttemberg,Indirect migration background,Daily,0.33864,38,12206,0.21162,0.49287
97,97,1995,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.66136,73,12206,0.47719,0.84675
98,98,1995,Bavaria,No migration background,Daily,0.03438,34,12206,0.02876,0.04023
99,99,1995,Bavaria,No migration background,At least once per week,0.40455,487,12206,0.38319,0.43371
100,100,1995,Bavaria,No migration background,At least once per month,0.30888,383,12206,0.2904,0.32757
101,101,1995,Bavaria,No migration background,Seldom,0.25219,279,12206,0.23318,0.26941
102,102,1995,Bavaria,Direct migration background,At least once per week,0.56926,232,12206,0.5019,0.6674
103,103,1995,Bavaria,Direct migration background,At least once per month,0.28854,98,12206,0.23455,0.34271
104,104,1995,Bavaria,Direct migration background,Seldom,0.1422,45,12206,0.12108,0.17019
105,105,1995,Bavaria,Indirect migration background,At least once per week,1.0,49,12206,0.75839,1.26675
106,106,1995,Berlin,No migration background,At least once per week,0.42681,179,12206,0.3906,0.46659
107,107,1995,Berlin,No migration background,At least once per month,0.4035,166,12206,0.36343,0.4417
108,108,1995,Berlin,No migration background,Seldom,0.16969,76,12206,0.1485,0.19115
109,109,1995,Berlin,Direct migration background,At least once per week,1.0,53,12206,0.73454,1.29881
110,110,1995,Brandenburg,No migration background,Daily,0.0693,36,12206,0.0558,0.08158
111,111,1995,Brandenburg,No migration background,At least once per week,0.32158,160,12206,0.29764,0.35018
112,112,1995,Brandenburg,No migration background,At least once per month,0.27215,163,12206,0.25184,0.29169
113,113,1995,Brandenburg,No migration background,Seldom,0.33696,189,12206,0.31064,0.36486
114,114,1995,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.36596,126,12206,0.32095,0.41081
115,115,1995,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.34243,132,12206,0.30836,0.38576
116,116,1995,Mecklenburg-Western Pomerania,No migration background,Seldom,0.2916,106,12206,0.25906,0.32739
117,117,1995,Saxony,No migration background,Daily,0.05168,49,12206,0.04312,0.06221
118,118,1995,Saxony,No migration background,At least once per week,0.26733,278,12206,0.24856,0.28558
119,119,1995,Saxony,No migration background,At least once per month,0.30732,339,12206,0.28933,0.32569
120,120,1995,Saxony,No migration background,Seldom,0.30697,330,12206,0.28784,0.32811
121,121,1995,Saxony,No migration background,Never,0.0667,51,12206,0.05805,0.07724
122,122,1995,Saxony-Anhalt,No migration background,Daily,0.068,42,12206,0.05308,0.08354
123,123,1995,Saxony-Anhalt,No migration background,At least once per week,0.3609,210,12206,0.33618,0.39757
124,124,1995,Saxony-Anhalt,No migration background,At least once per month,0.30965,195,12206,0.27943,0.34129
125,125,1995,Saxony-Anhalt,No migration background,Seldom,0.26145,177,12206,0.24316,0.28638
126,126,1995,Thuringa,No migration background,Daily,0.05256,31,12206,0.04351,0.06291
127,127,1995,Thuringa,No migration background,At least once per week,0.34811,195,12206,0.32021,0.37531
128,128,1995,Thuringa,No migration background,At least once per month,0.31298,194,12206,0.28261,0.34001
129,129,1995,Thuringa,No migration background,Seldom,0.28635,178,12206,0.25449,0.3229
130,130,1998,Schleswig-Holstein,No migration background,At least once per week,0.47154,143,13310,0.43178,0.51203
131,131,1998,Schleswig-Holstein,No migration background,At least once per month,0.33733,100,13310,0.30211,0.3725
132,132,1998,Schleswig-Holstein,No migration background,Seldom,0.19112,49,13310,0.15847,0.22634
133,133,1998,Hamburg,No migration background,At least once per week,0.59129,54,13310,0.51816,0.66793
134,134,1998,Hamburg,No migration background,At least once per month,0.40871,39,13310,0.34311,0.47589
135,135,1998,Lower Saxony,No migration background,Daily,0.04023,41,13310,0.03468,0.04629
136,136,1998,Lower Saxony,No migration background,At least once per week,0.40521,389,13310,0.38008,0.43032
137,137,1998,Lower Saxony,No migration background,At least once per month,0.32079,328,13310,0.30425,0.34568
138,138,1998,Lower Saxony,No migration background,Seldom,0.23377,183,13310,0.21317,0.25542
139,139,1998,Lower Saxony,Direct migration background,At least once per week,0.64709,91,13310,0.55281,0.74962
140,140,1998,Lower Saxony,Direct migration background,At least once per month,0.35291,58,13310,0.28947,0.42592
141,141,1998,Bremen,No migration background,At least once per week,1.0,32,13310,0.84201,1.15849
142,142,1998,North Rhine-Westphalia,No migration background,Daily,0.05453,117,13310,0.04858,0.05927
143,143,1998,North Rhine-Westphalia,No migration background,At least once per week,0.45895,956,13310,0.44325,0.47857
144,144,1998,North Rhine-Westphalia,No migration background,At least once per month,0.30287,616,13310,0.29,0.31879
145,145,1998,North Rhine-Westphalia,No migration background,Seldom,0.16665,334,13310,0.15423,0.17921
146,146,1998,North Rhine-Westphalia,No migration background,Never,0.01699,33,13310,0.01446,0.02011
147,147,1998,North Rhine-Westphalia,Direct migration background,Daily,0.08799,65,13310,0.06926,0.10282
148,148,1998,North Rhine-Westphalia,Direct migration background,At least once per week,0.48198,299,13310,0.43552,0.52452
149,149,1998,North Rhine-Westphalia,Direct migration background,At least once per month,0.26685,152,13310,0.23529,0.30015
150,150,1998,North Rhine-Westphalia,Direct migration background,Seldom,0.16319,77,13310,0.1352,0.19531
151,151,1998,North Rhine-Westphalia,Indirect migration background,Daily,0.38611,47,13310,0.3208,0.45561
152,152,1998,North Rhine-Westphalia,Indirect migration background,At least once per week,0.61389,85,13310,0.51353,0.75243
153,153,1998,Hesse,No migration background,Daily,0.06416,32,13310,0.05294,0.07597
154,154,1998,Hesse,No migration background,At least once per week,0.44166,273,13310,0.41177,0.46823
155,155,1998,Hesse,No migration background,At least once per month,0.30033,181,13310,0.27989,0.3279
156,156,1998,Hesse,No migration background,Seldom,0.19385,111,13310,0.17497,0.21358
157,157,1998,Hesse,Direct migration background,At least once per week,0.54598,138,13310,0.468,0.63943
158,158,1998,Hesse,Direct migration background,At least once per month,0.28995,71,13310,0.24575,0.33667
159,159,1998,Hesse,Direct migration background,Seldom,0.16407,32,13310,0.11507,0.22512
160,160,1998,Hesse,Indirect migration background,At least once per week,1.0,34,13310,0.67264,1.36436
161,161,1998,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.05993,36,13310,0.04796,0.07157
162,162,1998,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.42282,261,13310,0.39634,0.45104
163,163,1998,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.28251,174,13310,0.25525,0.30801
164,164,1998,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.23473,131,13310,0.21014,0.25475
165,165,1998,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per week,0.51305,80,13310,0.43743,0.58616
166,166,1998,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.275,44,13310,0.21546,0.32658
167,167,1998,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.21195,31,13310,0.16928,0.27155
168,168,1998,Baden-Wuerttemberg,No migration background,Daily,0.05447,62,13310,0.04708,0.06436
169,169,1998,Baden-Wuerttemberg,No migration background,At least once per week,0.41264,451,13310,0.38869,0.43792
170,170,1998,Baden-Wuerttemberg,No migration background,At least once per month,0.28898,315,13310,0.27218,0.30967
171,171,1998,Baden-Wuerttemberg,No migration background,Seldom,0.24391,217,13310,0.22378,0.26521
172,172,1998,Baden-Wuerttemberg,Direct migration background,Daily,0.11992,89,13310,0.10023,0.14786
173,173,1998,Baden-Wuerttemberg,Direct migration background,At least once per week,0.47115,305,13310,0.41535,0.52167
174,174,1998,Baden-Wuerttemberg,Direct migration background,At least once per month,0.25154,111,13310,0.19909,0.30754
175,175,1998,Baden-Wuerttemberg,Direct migration background,Seldom,0.15739,74,13310,0.12982,0.19262
176,176,1998,Baden-Wuerttemberg,Indirect migration background,Daily,0.41578,55,13310,0.30678,0.53515
177,177,1998,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.58422,77,13310,0.4429,0.75903
178,178,1998,Bavaria,No migration background,Daily,0.04324,60,13310,0.03764,0.04983
179,179,1998,Bavaria,No migration background,At least once per week,0.40899,589,13310,0.38726,0.42924
180,180,1998,Bavaria,No migration background,At least once per month,0.28182,428,13310,0.26689,0.2991
181,181,1998,Bavaria,No migration background,Seldom,0.23953,320,13310,0.22439,0.25711
182,182,1998,Bavaria,No migration background,Never,0.02642,31,13310,0.022,0.03141
183,183,1998,Bavaria,Direct migration background,At least once per week,0.53495,197,13310,0.46999,0.60182
184,184,1998,Bavaria,Direct migration background,At least once per month,0.29324,86,13310,0.2526,0.33295
185,185,1998,Bavaria,Direct migration background,Seldom,0.17181,44,13310,0.13698,0.21277
186,186,1998,Bavaria,Indirect migration background,At least once per week,1.0,54,13310,0.7428,1.27713
187,187,1998,Berlin,No migration background,At least once per week,0.45029,179,13310,0.40681,0.49337
188,188,1998,Berlin,No migration background,At least once per month,0.34886,155,13310,0.32203,0.37808
189,189,1998,Berlin,No migration background,Seldom,0.20086,85,13310,0.17829,0.22766
190,190,1998,Brandenburg,No migration background,Daily,0.05295,33,13310,0.04391,0.06326
191,191,1998,Brandenburg,No migration background,At least once per week,0.31812,173,13310,0.29181,0.34737
192,192,1998,Brandenburg,No migration background,At least once per month,0.34443,202,13310,0.31905,0.36883
193,193,1998,Brandenburg,No migration background,Seldom,0.28449,175,13310,0.25983,0.31284
194,194,1998,Mecklenburg-Western Pomerania,No migration background,Daily,0.07843,31,13310,0.06238,0.09166
195,195,1998,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.39139,151,13310,0.34995,0.43907
196,196,1998,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.33171,121,13310,0.29904,0.36553
197,197,1998,Mecklenburg-Western Pomerania,No migration background,Seldom,0.19848,89,13310,0.18322,0.22003
198,198,1998,Saxony,No migration background,Daily,0.04923,50,13310,0.03925,0.05981
199,199,1998,Saxony,No migration background,At least once per week,0.29519,319,13310,0.27848,0.31425
200,200,1998,Saxony,No migration background,At least once per month,0.3388,377,13310,0.32026,0.35901
201,201,1998,Saxony,No migration background,Seldom,0.31678,356,13310,0.29657,0.33903
202,202,1998,Saxony-Anhalt,No migration background,Daily,0.05594,39,13310,0.04661,0.06703
203,203,1998,Saxony-Anhalt,No migration background,At least once per week,0.34961,222,13310,0.324,0.37668
204,204,1998,Saxony-Anhalt,No migration background,At least once per month,0.34857,216,13310,0.3161,0.38077
205,205,1998,Saxony-Anhalt,No migration background,Seldom,0.24588,159,13310,0.22256,0.2709
206,206,1998,Thuringa,No migration background,Daily,0.04425,40,13310,0.0357,0.05377
207,207,1998,Thuringa,No migration background,At least once per week,0.4131,252,13310,0.38238,0.45075
208,208,1998,Thuringa,No migration background,At least once per month,0.27401,212,13310,0.25373,0.2941
209,209,1998,Thuringa,No migration background,Seldom,0.26864,192,13310,0.24435,0.29045
210,210,2003,Schleswig-Holstein,No migration background,At least once per week,0.49991,276,21117,0.45477,0.54298
211,211,2003,Schleswig-Holstein,No migration background,At least once per month,0.33165,193,21117,0.29154,0.37976
212,212,2003,Schleswig-Holstein,No migration background,Seldom,0.16844,97,21117,0.14637,0.19378
213,213,2003,Hamburg,No migration background,At least once per week,0.67585,138,21117,0.60123,0.74032
214,214,2003,Hamburg,No migration background,At least once per month,0.32415,78,21117,0.27244,0.37723
215,215,2003,Lower Saxony,No migration background,Daily,0.04493,83,21117,0.03718,0.05338
216,216,2003,Lower Saxony,No migration background,At least once per week,0.42723,699,21117,0.40438,0.44729
217,217,2003,Lower Saxony,No migration background,At least once per month,0.28907,542,21117,0.27082,0.307
218,218,2003,Lower Saxony,No migration background,Seldom,0.21484,289,21117,0.19821,0.23196
219,219,2003,Lower Saxony,No migration background,Never,0.02393,32,21117,0.02054,0.02762
220,220,2003,Lower Saxony,Direct migration background,At least once per week,0.65497,104,21117,0.54897,0.77061
221,221,2003,Lower Saxony,Direct migration background,At least once per month,0.34503,53,21117,0.26502,0.43196
222,222,2003,Bremen,No migration background,At least once per week,0.55548,72,21117,0.45304,0.66087
223,223,2003,Bremen,No migration background,At least once per month,0.44452,41,21117,0.35216,0.53393
224,224,2003,North Rhine-Westphalia,No migration background,Daily,0.04314,168,21117,0.0381,0.04914
225,225,2003,North Rhine-Westphalia,No migration background,At least once per week,0.43082,1591,21117,0.41543,0.44654
226,226,2003,North Rhine-Westphalia,No migration background,At least once per month,0.3152,1244,21117,0.2996,0.32938
227,227,2003,North Rhine-Westphalia,No migration background,Seldom,0.17701,615,21117,0.16747,0.18725
228,228,2003,North Rhine-Westphalia,No migration background,Never,0.03383,103,21117,0.02946,0.03751
229,229,2003,North Rhine-Westphalia,Direct migration background,At least once per week,0.49883,325,21117,0.45799,0.53238
230,230,2003,North Rhine-Westphalia,Direct migration background,At least once per month,0.30806,212,21117,0.27711,0.34493
231,231,2003,North Rhine-Westphalia,Direct migration background,Seldom,0.1931,112,21117,0.16953,0.21928
232,232,2003,North Rhine-Westphalia,Indirect migration background,Daily,0.15193,34,21117,0.106,0.20413
233,233,2003,North Rhine-Westphalia,Indirect migration background,At least once per week,0.6403,127,21117,0.55254,0.73687
234,234,2003,North Rhine-Westphalia,Indirect migration background,At least once per month,0.20777,37,21117,0.15413,0.27308
235,235,2003,Hesse,No migration background,Daily,0.04174,42,21117,0.03204,0.04973
236,236,2003,Hesse,No migration background,At least once per week,0.45099,544,21117,0.42249,0.4821
237,237,2003,Hesse,No migration background,At least once per month,0.29418,359,21117,0.27387,0.31686
238,238,2003,Hesse,No migration background,Seldom,0.18857,204,21117,0.17063,0.20606
239,239,2003,Hesse,No migration background,Never,0.02452,31,21117,0.01898,0.03064
240,240,2003,Hesse,Direct migration background,At least once per week,0.68091,124,21117,0.6094,0.75023
241,241,2003,Hesse,Direct migration background,At least once per month,0.31909,75,21117,0.26983,0.37065
242,242,2003,Hesse,Indirect migration background,At least once per week,1.0,38,21117,0.67916,1.45478
243,243,2003,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.04295,51,21117,0.03518,0.05137
244,244,2003,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.34165,408,21117,0.31936,0.36571
245,245,2003,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.32143,348,21117,0.29825,0.3449
246,246,2003,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.24517,250,21117,0.22842,0.26435
247,247,2003,"Rhineland-Palatinate, Saarland",No migration background,Never,0.0488,51,21117,0.04154,0.05719
248,248,2003,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per week,0.53505,80,21117,0.44875,0.6196
249,249,2003,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.2917,59,21117,0.24441,0.35441
250,250,2003,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.17325,33,21117,0.12851,0.22664
251,251,2003,Baden-Wuerttemberg,No migration background,Daily,0.03312,76,21117,0.02791,0.0396
252,252,2003,Baden-Wuerttemberg,No migration background,At least once per week,0.42194,827,21117,0.39742,0.44352
253,253,2003,Baden-Wuerttemberg,No migration background,At least once per month,0.31685,639,21117,0.29869,0.33815
254,254,2003,Baden-Wuerttemberg,No migration background,Seldom,0.19785,319,21117,0.18398,0.21446
255,255,2003,Baden-Wuerttemberg,No migration background,Never,0.03022,38,21117,0.02293,0.03655
256,256,2003,Baden-Wuerttemberg,Direct migration background,Daily,0.06747,32,21117,0.05174,0.08727
257,257,2003,Baden-Wuerttemberg,Direct migration background,At least once per week,0.49445,317,21117,0.43597,0.54829
258,258,2003,Baden-Wuerttemberg,Direct migration background,At least once per month,0.2595,124,21117,0.22481,0.29525
259,259,2003,Baden-Wuerttemberg,Direct migration background,Seldom,0.17857,89,21117,0.14903,0.2072
260,260,2003,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.76005,125,21117,0.61378,0.90439
261,261,2003,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.23995,31,21117,0.18032,0.3053
262,262,2003,Bavaria,No migration background,Daily,0.04021,107,21117,0.03467,0.04743
263,263,2003,Bavaria,No migration background,At least once per week,0.38672,1025,21117,0.36701,0.40934
264,264,2003,Bavaria,No migration background,At least once per month,0.3098,868,21117,0.29228,0.3287
265,265,2003,Bavaria,No migration background,Seldom,0.22391,518,21117,0.21236,0.23759
266,266,2003,Bavaria,No migration background,Never,0.03936,78,21117,0.03515,0.04443
267,267,2003,Bavaria,Direct migration background,At least once per week,0.47113,162,21117,0.41039,0.5305
268,268,2003,Bavaria,Direct migration background,At least once per month,0.3506,135,21117,0.31055,0.40604
269,269,2003,Bavaria,Direct migration background,Seldom,0.17827,68,21117,0.14979,0.20811
270,270,2003,Bavaria,Indirect migration background,At least once per week,0.64856,62,21117,0.51245,0.79715
271,271,2003,Bavaria,Indirect migration background,At least once per month,0.35144,38,21117,0.25904,0.46008
272,272,2003,Berlin,No migration background,Daily,0.05111,34,21117,0.04005,0.0643
273,273,2003,Berlin,No migration background,At least once per week,0.44099,302,21117,0.40153,0.47726
274,274,2003,Berlin,No migration background,At least once per month,0.30968,228,21117,0.28312,0.33649
275,275,2003,Berlin,No migration background,Seldom,0.19822,137,21117,0.17667,0.21761
276,276,2003,Berlin,Direct migration background,At least once per week,1.0,35,21117,0.75263,1.30542
277,277,2003,Brandenburg,No migration background,Daily,0.04495,36,21117,0.03622,0.05477
278,278,2003,Brandenburg,No migration background,At least once per week,0.3352,290,21117,0.30917,0.36504
279,279,2003,Brandenburg,No migration background,At least once per month,0.36353,317,21117,0.33665,0.39212
280,280,2003,Brandenburg,No migration background,Seldom,0.25632,249,21117,0.23742,0.27706
281,281,2003,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.42774,183,21117,0.38555,0.47164
282,282,2003,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.35826,186,21117,0.32634,0.39224
283,283,2003,Mecklenburg-Western Pomerania,No migration background,Seldom,0.21401,91,21117,0.18572,0.24709
284,284,2003,Saxony,No migration background,Daily,0.04174,66,21117,0.03516,0.04875
285,285,2003,Saxony,No migration background,At least once per week,0.30025,475,21117,0.27777,0.32146
286,286,2003,Saxony,No migration background,At least once per month,0.35138,563,21117,0.33313,0.37014
287,287,2003,Saxony,No migration background,Seldom,0.27019,422,21117,0.25321,0.28582
288,288,2003,Saxony,No migration background,Never,0.03643,45,21117,0.03189,0.04127
289,289,2003,Saxony-Anhalt,No migration background,Daily,0.04349,48,21117,0.03567,0.04943
290,290,2003,Saxony-Anhalt,No migration background,At least once per week,0.36142,322,21117,0.33016,0.38612
