"year","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2009","1 Einkommensschwächstes Quintil","696.49","722.65","3778","691.89","701.09"
"2009","2","1035.68","1031.16","4308","1033.3","1038.06"
"2009","3","1317.11","1325.28","4874","1314.6","1319.62"
"2009","4","1738.01","1698","5353","1733.59","1742.43"
"2009","5 Einkommensstärkstes Quintil","2860.77","2491.67","4908","2823.94","2897.6"
"2010","1 Einkommensschwächstes Quintil","696.8","726.38","8133","693.69","699.91"
"2010","2","1032.04","1027.89","8359","1030.32","1033.76"
"2010","3","1318.25","1333.33","7221","1316.16","1320.34"
"2010","4","1734.46","1719.38","7305","1730.82","1738.1"
"2010","5 Einkommensstärkstes Quintil","2895.14","2531.67","6450","2863.45","2926.83"
"2011","1 Einkommensschwächstes Quintil","685.32","718.66","8577","682.21","688.43"
"2011","2","1031.09","1021.7","9269","1029.47","1032.71"
"2011","3","1320.76","1333.33","8745","1318.9","1322.62"
"2011","4","1740.25","1713.81","9296","1737","1743.5"
"2011","5 Einkommensstärkstes Quintil","2923.15","2536.23","8114","2894.77","2951.53"
"2012","1 Einkommensschwächstes Quintil","703.33","730.72","7137","700.13","706.53"
"2012","2","1032.42","1013.67","8571","1030.72","1034.12"
"2012","3","1318.62","1333.33","8842","1316.77","1320.47"
"2012","4","1742.86","1722.11","9321","1739.6","1746.12"
"2012","5 Einkommensstärkstes Quintil","2914.87","2554.92","8534","2884.38","2945.36"
"2013","1 Einkommensschwächstes Quintil","694.88","733.17","8781","691.93","697.83"
"2013","2","1027.22","1000","9619","1025.62","1028.82"
"2013","3","1323.74","1333.33","9346","1321.96","1325.52"
"2013","4","1741.38","1722.44","10558","1738.27","1744.49"
"2013","5 Einkommensstärkstes Quintil","2950.21","2597.14","9360","2922.24","2978.18"
"2014","1 Einkommensschwächstes Quintil","702.58","733.17","6541","699.11","706.05"
"2014","2","1031.45","1010.5","7845","1029.69","1033.21"
"2014","3","1318.53","1319.52","8242","1316.62","1320.44"
"2014","4","1748.41","1719.38","9637","1745.21","1751.61"
"2014","5 Einkommensstärkstes Quintil","2952.95","2599.67","9242","2924.26","2981.64"
"2015","1 Einkommensschwächstes Quintil","703.44","739.07","6567","699.89","706.99"
"2015","2","1029.38","1005.67","7217","1027.52","1031.24"
"2015","3","1325.57","1333.33","7978","1323.63","1327.51"
"2015","4","1745.57","1730.38","9548","1742.38","1748.76"
"2015","5 Einkommensstärkstes Quintil","2934.32","2596.39","9740","2906.76","2961.88"
"2016","1 Einkommensschwächstes Quintil","687.06","726.19","12932","684.33","689.79"
"2016","2","1030.58","1013.25","6457","1028.59","1032.57"
"2016","3","1326.07","1333.33","6876","1323.99","1328.15"
"2016","4","1746.57","1732.05","9275","1743.31","1749.83"
"2016","5 Einkommensstärkstes Quintil","2961.07","2651.92","9548","2933.75","2988.39"
"2017","1 Einkommensschwächstes Quintil","689.14","719.52","14204","686.66","691.62"
"2017","2","1038.6","1040.83","6551","1036.61","1040.59"
"2017","3","1326.87","1333.33","7364","1324.81","1328.93"
"2017","4","1750.76","1733.17","10187","1747.62","1753.9"
"2017","5 Einkommensstärkstes Quintil","3075.15","2639.44","11847","2918.02","3232.28"
"2018","1 Einkommensschwächstes Quintil","709.68","749.29","12279","706.92","712.44"
"2018","2","1028.45","1002.17","6324","1026.44","1030.46"
"2018","3","1329.85","1333.33","7085","1327.77","1331.93"
"2018","4","1755.16","1740.67","10370","1752.04","1758.28"
"2018","5 Einkommensstärkstes Quintil","2949.61","2618.52","12085","2923.96","2975.26"
"2019","1 Einkommensschwächstes Quintil","698.63","736.92","10053","695.4","701.86"
"2019","2","1030.53","1024.5","5947","1028.46","1032.6"
"2019","3","1328.73","1333.33","6293","1326.56","1330.9"
"2019","4","1763.52","1750","10227","1760.37","1766.67"
"2019","5 Einkommensstärkstes Quintil","3105.02","2666.67","16141","2888.07","3321.97"
"2020","1 Einkommensschwächstes Quintil","699.96","749.62","9756","696.81","703.11"
"2020","2","1031.47","1011.95","7350","1029.63","1033.31"
"2020","3","1331.22","1333.33","6491","1329.03","1333.41"
"2020","4","1763.61","1750","10550","1760.46","1766.76"
"2020","5 Einkommensstärkstes Quintil","3031.5","2666.67","15784","2965.41","3097.59"
